대분류,통계명,통계표조회,출처,수록기간,경로,경로(LIST_ID),통계표 아이디(TBL_ID)
성장과 안정,     제조업 종사자수(등록기반)(시도/시/군/구),통계표 보기,통계청(경제총조사과),년 (2020 ~ 2023),e-지방지표(주제별) > 성장과 안정 > 제조업 종사자수(등록기반)(시도/시/군/구), > 109 > ,DT_1YL5802
성장과 안정,     제조업 종사자수(시도/시/군/구),통계표 보기,통계청(경제총조사과),년 (2006 ~ 2019),e-지방지표(주제별) > 성장과 안정 > 제조업 종사자수(시도/시/군/구), > 109 > ,DT_1YL5801
성장과 안정,     제조업생산 증감률(시도),통계표 보기,통계청(산업동향과),"년 (2000 ~ 2024) , 분기 (201001 ~ 202501) , 월 (201001 ~ 202504)",e-지방지표(주제별) > 성장과 안정 > 제조업생산 증감률(시도), > 109 > ,DT_1YL15009
성장과 안정,     종사자수(등록기반)(시도/시/군/구),통계표 보기,통계청(경제총조사과),년 (2020 ~ 2023),e-지방지표(주제별) > 성장과 안정 > 종사자수(등록기반)(시도/시/군/구), > 109 > ,DT_1YL15014
성장과 안정,     종사자수(시도/시/군/구),통계표 보기,통계청(경제총조사과),년 (2006 ~ 2019),e-지방지표(주제별) > 성장과 안정 > 종사자수(시도/시/군/구), > 109 > ,DT_1YL15012
성장과 안정,     지방세(시도),통계표 보기,행정안전부@ 지방세정책과,년 (1972 ~ 2023),e-지방지표(주제별) > 성장과 안정 > 지방세(시도), > 109 > ,DT_1YL15011E
성장과 안정,     창업기업수(시도),통계표 보기,"중소벤처기업부,「창업기업동향」","년 (2016 ~ 2024) , 반기 (201601 ~ 202402) , 분기 (201601 ~ 202501) , 월 (201601 ~ 202503)",e-지방지표(주제별) > 성장과 안정 > 창업기업수(시도), > 109 > ,DT_1YL20551E_1
성장과 안정,     친환경농산물인증현황(시도/시/군/구),통계표 보기,국립농산물품질관리원(인증관리과),년 (2014 ~ 2024),e-지방지표(주제별) > 성장과 안정 > 친환경농산물인증현황(시도/시/군/구), > 109 > ,DT_1YL20121
성장과 안정,     특허출원건수(시도),통계표 보기,"특허청,「지식재산권통계」",년 (1977 ~ 2023),e-지방지표(주제별) > 성장과 안정 > 특허출원건수(시도), > 109 > ,DT_1YL202109E
안전,     119안전센터 1개센터당 담당주민수(시도),통계표 보기,소방청(혁신행정법무담당관실),년 (2007 ~ 2023),e-지방지표(주제별) > 안전 > 119안전센터 1개센터당 담당주민수(시도), > 110 > ,DT_1YL21091
안전,     경찰공무원 1인당 담당주민수(시도),통계표 보기,경찰청(혁신기획조정담당관실),년 (2007 ~ 2023),e-지방지표(주제별) > 안전 > 경찰공무원 1인당 담당주민수(시도), > 110 > ,DT_1YL15013
안전,     구조·구급대원 1인당 담당주민수(시도),통계표 보기,소방청(혁신행정법무담당관실) ,년 (2007 ~ 2023),e-지방지표(주제별) > 안전 > 구조·구급대원 1인당 담당주민수(시도), > 110 > ,DT_1YL21101
안전,     노인 교통사고건수(시도/시/군/구),통계표 보기,경찰청(교통안전과 교통안전계),년 (2005 ~ 2024),e-지방지표(주제별) > 안전 > 노인 교통사고건수(시도/시/군/구), > 110 > ,DT_1YL202108
안전,     뺑소니교통사고율(시도/시/군/구),통계표 보기,경찰청(교통안전과 교통안전계),년 (2007 ~ 2024),e-지방지표(주제별) > 안전 > 뺑소니교통사고율(시도/시/군/구), > 110 > ,DT_1YL13901
안전,     사회안전에 대한 인식(시도),통계표 보기,"통계청,「사회조사」",2년 (2008 ~ 2024),e-지방지표(주제별) > 안전 > 사회안전에 대한 인식(시도), > 110 > ,INH_1SSSA010R
안전,     소년 천명당 소년범죄검거건수(시도),통계표 보기,경찰청(아동청소년과 청소년보호계),년 (2008 ~ 2023),e-지방지표(주제별) > 안전 > 소년 천명당 소년범죄검거건수(시도), > 110 > ,DT_1YL3401
안전,     소방공무원 1인당 담당주민수(시도),통계표 보기,소방청(혁신행정법무담당관실),년 (2007 ~ 2023),e-지방지표(주제별) > 안전 > 소방공무원 1인당 담당주민수(시도), > 110 > ,DT_1YL21061
안전,     소방서 1개서당 담당주민수(시도),통계표 보기,소방청(혁신행정법무담당관실),년 (2007 ~ 2023),e-지방지표(주제별) > 안전 > 소방서 1개서당 담당주민수(시도), > 110 > ,DT_1YL21071
안전,     소방안전교육 이수율(시도),통계표 보기,소방청(생활안전과),년 (2014 ~ 2023),e-지방지표(주제별) > 안전 > 소방안전교육 이수율(시도), > 110 > ,DT_1YL21111
안전,     아동 십만명당 안전사고사망률(시도),통계표 보기,통계청(인구동향과),년 (2000 ~ 2023),e-지방지표(주제별) > 안전 > 아동 십만명당 안전사고사망률(시도), > 110 > ,DT_1YL10005
안전,     야간 보행에 대한 안전도 및 야간 보행이 불안한 이유(시도),통계표 보기,"통계청,「사회조사」",2년 (2020 ~ 2024),e-지방지표(주제별) > 안전 > 야간 보행에 대한 안전도 및 야간 보행이 불안한 이유(시도), > 110 > ,INH_1SSSA132R
안전,     어린이 교통사고건수(시도/시/군/구),통계표 보기,경찰청(교통안전과 교통안전계),년 (2005 ~ 2024),e-지방지표(주제별) > 안전 > 어린이 교통사고건수(시도/시/군/구), > 110 > ,DT_1YL202107
안전,     인구 천명당 범죄발생건수(시도),통계표 보기,경찰청(수사운영지원담당관 킥스운영계),년 (2004 ~ 2023),e-지방지표(주제별) > 안전 > 인구 천명당 범죄발생건수(시도), > 110 > ,DT_1YL3001
안전,     자연재해 피해현황(시도),통계표 보기,"행정안전부,「자연재해현황」",년 (2020 ~ 2023),e-지방지표(주제별) > 안전 > 자연재해 피해현황(시도), > 110 > ,DT_1YL202106E
안전,     자연재해위험 개선지구지정현황(시도),통계표 보기,행정안전부(재난경감과),년 (2015 ~ 2023),e-지방지표(주제별) > 안전 > 자연재해위험 개선지구지정현황(시도), > 110 > ,DT_1YL20361
안전,     주민 만명당 화재발생건수(시도/시/군/구),통계표 보기,소방청,년 (2007 ~ 2024),e-지방지표(주제별) > 안전 > 주민 만명당 화재발생건수(시도/시/군/구), > 110 > ,DT_1YL21081
안전,     중요범죄 발생 및 검거 현황(시도),통계표 보기,경찰청(수사운영지원담당관 킥스운영계),년 (2013 ~ 2023),e-지방지표(주제별) > 안전 > 중요범죄 발생 및 검거 현황(시도), > 110 > ,DT_1YL20321
안전,     지역안전등급현황(시도/시/군/구),통계표 보기,행정안전부(예방안전과) ,년 (2015 ~ 2023),e-지방지표(주제별) > 안전 > 지역안전등급현황(시도/시/군/구), > 110 > ,DT_1YL20341
안전,     화재발생건수(시도/시/군/구),통계표 보기,소방청,년 (2000 ~ 2024),e-지방지표(주제별) > 안전 > 화재발생건수(시도/시/군/구), > 110 > ,DT_1YL8601
환경,     강수량(시도),통계표 보기,기상청(기상자료상담문의),년 (2000 ~ 2024),e-지방지표(주제별) > 환경 > 강수량(시도), > 111 > ,DT_1YL9901
환경,     개발제한구역(시도),통계표 보기,국토교통부(녹색도시과),년 (2000 ~ 2024),e-지방지표(주제별) > 환경 > 개발제한구역(시도), > 111 > ,DT_1YL13201
환경,     기온(시도),통계표 보기,기상청(기상자료상담문의),년 (2000 ~ 2024),e-지방지표(주제별) > 환경 > 기온(시도), > 111 > ,DT_1YL9801
환경,     녹지율(시도/시/군/구),통계표 보기,"한국국토정보공사,「도시계획현황」",년 (2008 ~ 2023),e-지방지표(주제별) > 환경 > 녹지율(시도/시/군/구), > 111 > ,DT_1YL202105E
환경,     녹지환경 만족도(시도),통계표 보기,"통계청,「사회조사」",2년 (2010 ~ 2024),e-지방지표(주제별) > 환경 > 녹지환경 만족도(시도), > 111 > ,INH_1SSEN015R
환경,     논경지면적(시도/시/군),통계표 보기,"통계청,「농업면적조사」",년 (1975 ~ 2024),e-지방지표(주제별) > 환경 > 논경지면적(시도/시/군), > 111 > ,INH_1EB002
환경,     도시가스 보급률(시도),통계표 보기,에너지경제연구원,년 (2010 ~ 2023),e-지방지표(주제별) > 환경 > 도시가스 보급률(시도), > 111 > ,DT_1YL20061
환경,     미세먼지 인식도(시도),통계표 보기,"통계청,「사회조사」",2년 (2014 ~ 2024),e-지방지표(주제별) > 환경 > 미세먼지 인식도(시도), > 111 > ,INH_1SSEN053R
환경,     상수도보급률(시도/시/군/구),통계표 보기,환경부(물이용기획과),년 (2004 ~ 2023),e-지방지표(주제별) > 환경 > 상수도보급률(시도/시/군/구), > 111 > ,DT_1YL20741
환경,     신재생에너지원별(고유단위) 생산량(시도),통계표 보기,"한국에너지공단,「신재생에너지보급실적조사」",년 (2014 ~ 2023),e-지방지표(주제별) > 환경 > 신재생에너지원별(고유단위) 생산량(시도), > 111 > ,DT_1YL202112E
환경,     신재생에너지원별(열량) 생산량(시도),통계표 보기,"한국에너지공단,「신재생에너지보급실적조사」",년 (2005 ~ 2023),e-지방지표(주제별) > 환경 > 신재생에너지원별(열량) 생산량(시도), > 111 > ,DT_1YL202113E
환경,     생활계폐기물 재활용률(시도/시/군/구),통계표 보기,환경부(폐자원관리과),년 (2000 ~ 2023),e-지방지표(주제별) > 환경 > 생활계폐기물 재활용률(시도/시/군/구), > 111 > ,DT_1YL21311
환경,     전력판매량(시도),통계표 보기,한국전력공사@ 한국전력공사 기타,년 (1979 ~ 2023),e-지방지표(주제별) > 환경 > 전력판매량(시도), > 111 > ,DT_1YL4801E
환경,     주민 1인당 생활계폐기물배출량(시도/시/군/구),통계표 보기,환경부(폐자원관리과),년 (2000 ~ 2023),e-지방지표(주제별) > 환경 > 주민 1인당 생활계폐기물배출량(시도/시/군/구), > 111 > ,DT_1YL21321
환경,     최종에너지소비량(시도),통계표 보기,에너지경제연구원,년 (2010 ~ 2023),e-지방지표(주제별) > 환경 > 최종에너지소비량(시도), > 111 > ,DT_1YL20391
환경,     폐수배출업소수(시도/시/군/구),통계표 보기,"환경부,「산업폐수발생및처리현황」",년 (1996 ~ 2022),e-지방지표(주제별) > 환경 > 폐수배출업소수(시도/시/군/구), > 111 > ,DT_1YL21301E
환경,     하수도보급률(시도/시/군/구),통계표 보기,환경부(생활하수과),년 (2004 ~ 2023),e-지방지표(주제별) > 환경 > 하수도보급률(시도/시/군/구), > 111 > ,DT_1YL20751
사회통합,     건강보험적용인구현황(시도/시/군/구),통계표 보기,"국민건강보험공단, 건강보험심사평가원,「건강보험통계」",년 (2004 ~ 2023),e-지방지표(주제별) > 사회통합 > 건강보험적용인구현황(시도/시/군/구), > 112 > ,DT_1YL202114E
사회통합,     국민기초생활보장 수급자수(시도),통계표 보기,보건복지부@ 기초생활보장과,년 (2001 ~ 2023),e-지방지표(주제별) > 사회통합 > 국민기초생활보장 수급자수(시도), > 112 > ,DT_1YL13801E
사회통합,     급여형태별요양급여실적(시도/시/군/구),통계표 보기,"국민건강보험공단, 건강보험심사평가원,「건강보험통계」",년 (2004 ~ 2023),e-지방지표(주제별) > 사회통합 > 급여형태별요양급여실적(시도/시/군/구), > 112 > ,DT_1YL202115E
사회통합,     기부율(시도),통계표 보기,"통계청,「사회조사」",2년 (2021 ~ 2023),e-지방지표(주제별) > 사회통합 > 기부율(시도), > 112 > ,INH_1SSSP063R
사회통합,     노인 천명당 노인여가복지시설수(시도/시/군/구),통계표 보기,보건복지부(요양보험운영과),년 (2003 ~ 2023),e-지방지표(주제별) > 사회통합 > 노인 천명당 노인여가복지시설수(시도/시/군/구), > 112 > ,DT_1YL20961
사회통합,     등록장애인수(시도/시/군/구),통계표 보기,"보건복지부,「장애인현황」",년 (2019 ~ 2024),e-지방지표(주제별) > 사회통합 > 등록장애인수(시도/시/군/구), > 112 > ,DT_1YL202003E
사회통합,     보건 및 사회복지 사업체비율(등록기반)(시도/시/군/구),통계표 보기,통계청(경제총조사과),년 (2020 ~ 2023),e-지방지표(주제별) > 사회통합 > 보건 및 사회복지 사업체비율(등록기반)(시도/시/군/구), > 112 > ,DT_1YL13002
사회통합,     보건 및 사회복지 종사자비율(등록기반)(시도/시/군/구),통계표 보기,통계청(경제총조사과),년 (2020 ~ 2023),e-지방지표(주제별) > 사회통합 > 보건 및 사회복지 종사자비율(등록기반)(시도/시/군/구), > 112 > ,DT_1YL13102
사회통합,     보건 및 사회복지 사업체비율(시도/시/군/구),통계표 보기,통계청(경제총조사과),년 (2006 ~ 2019),e-지방지표(주제별) > 사회통합 > 보건 및 사회복지 사업체비율(시도/시/군/구), > 112 > ,DT_1YL13001
사회통합,     보건 및 사회복지 종사자비율(시도/시/군/구),통계표 보기,통계청(경제총조사과),년 (2006 ~ 2019),e-지방지표(주제별) > 사회통합 > 보건 및 사회복지 종사자비율(시도/시/군/구), > 112 > ,DT_1YL13101
사회통합,     사회단체 참여율(시도),통계표 보기,"통계청,「사회조사」",2년 (2019 ~ 2023),e-지방지표(주제별) > 사회통합 > 사회단체 참여율(시도), > 112 > ,INH_1SSSP048R
사회통합,     사회복지시설 종사자수(시도),통계표 보기,보건복지부(사회서비스자원과),년 (2015 ~ 2022),e-지방지표(주제별) > 사회통합 > 사회복지시설 종사자수(시도), > 112 > ,DT_1YL20271
사회통합,     사회복지전담 공무원현황(시도),통계표 보기,보건복지부(지역복지과) ,년 (2010 ~ 2023),e-지방지표(주제별) > 사회통합 > 사회복지전담 공무원현황(시도), > 112 > ,DT_1YL20261
사회통합,     사회적 관계망(시도),통계표 보기,"통계청,「사회조사」",2년 (2009 ~ 2023),e-지방지표(주제별) > 사회통합 > 사회적 관계망(시도), > 112 > ,INH_1SSSP041R
사회통합,     삶의 만족도(시도),통계표 보기,"통계청,「사회조사」",년 (2009 ~ 2024),e-지방지표(주제별) > 사회통합 > 삶의 만족도(시도), > 112 > ,INH_1SSSP020R
사회통합,     요양기관수(시도/시/군/구),통계표 보기,"국민건강보험공단, 건강보험심사평가원,「건강보험통계」","분기 (200901 ~ 202501) , 월 (200312 ~ 200812)",e-지방지표(주제별) > 사회통합 > 요양기관수(시도/시/군/구), > 112 > ,DT_1YL8001E
사회통합,     인구 십만명당 사회복지시설수(시도/시/군/구),통계표 보기,통계청(지역통계기획팀),년 (2003 ~ 2022),e-지방지표(주제별) > 사회통합 > 인구 십만명당 사회복지시설수(시도/시/군/구), > 112 > ,DT_1YL20941
사회통합,     인구 천명당 지방자치단체 공무원현원(시도),통계표 보기,행정안전부(지방인사제도과),년 (2008 ~ 2024),e-지방지표(주제별) > 사회통합 > 인구 천명당 지방자치단체 공무원현원(시도), > 112 > ,DT_1YL2201
사회통합,     인구십만명당 자살률(시도/시/군/구),통계표 보기,,년 (1998 ~ 2023),e-지방지표(주제별) > 사회통합 > 인구십만명당 자살률(시도/시/군/구), > 112 > ,DT_1YL21121E
사회통합,     일반회계중 사회복지예산비중(시도/시/군/구),통계표 보기,행정안전부(회계제도과),년 (2008 ~ 2022),e-지방지표(주제별) > 사회통합 > 일반회계중 사회복지예산비중(시도/시/군/구), > 112 > ,DT_1YL20911
사회통합,     일반회계중 일반공공행정예산비중(시도/시/군/구),통계표 보기,행정안전부(회계제도과),년 (2008 ~ 2022),e-지방지표(주제별) > 사회통합 > 일반회계중 일반공공행정예산비중(시도/시/군/구), > 112 > ,DT_1YL20901
사회통합,     임금근로자의 사회보험 가입률(시도),통계표 보기,"통계청,「지역별고용조사」",년 (2014 ~ 2017),e-지방지표(주제별) > 사회통합 > 임금근로자의 사회보험 가입률(시도), > 112 > ,INH_1ES4G07S
사회통합,     자원봉사활동 참여율(시도),통계표 보기,"통계청,「사회조사」",2년 (2009 ~ 2021),e-지방지표(주제별) > 사회통합 > 자원봉사활동 참여율(시도), > 112 > ,INH_1SSSP181R
사회통합,     재난재해관리기금현황(시도),통계표 보기,행정안전부(재정정책과),년 (2009 ~ 2024),e-지방지표(주제별) > 사회통합 > 재난재해관리기금현황(시도), > 112 > ,DT_1YL10801
사회통합,     지방자치단체공무원 현원(시도),통계표 보기,행정안전부@지방자치분권실 자치분권정책관 지방인사제도과 인사정보통계팀,년 (2008 ~ 2023),e-지방지표(주제별) > 사회통합 > 지방자치단체공무원 현원(시도), > 112 > ,DT_1YL2101E
