item,category,2008,2010,2012,2014,2016,2018,2020,2022,2024
전북 - 계 - -매우 만족,Statistics,22.2,18.3,22.0,17.9,23.7,25.2,23.517,22.7,26.247
전북 - 계 - -매우 불만족,Statistics,0.4,0.5,0.4,0.4,0.4,0.3,0.394,0.258,0.403
전북 - 계 - -보통,Statistics,37.1,43.0,36.4,42.0,37.6,40.4,40.125,31.313,29.676
전북 - 계 - -약간 만족,Statistics,37.5,35.3,38.1,36.1,36.1,32.3,33.757,43.721,40.609
전북 - 계 - -약간 불만족,Statistics,2.8,3.0,3.0,3.7,2.2,1.7,2.207,2.008,3.066
전북 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전북 - 남자 - -매우 만족,Statistics,22.1,20.1,21.8,19.2,25.0,28.1,24.924,25.653,25.717
전북 - 남자 - -매우 불만족,Statistics,0.2,0.5,0.3,0.2,0.3,0.3,0.425,0.208,0.568
전북 - 남자 - -보통,Statistics,36.1,42.3,37.1,39.4,37.9,37.6,39.479,28.798,29.551
전북 - 남자 - -약간 만족,Statistics,39.2,34.5,38.0,38.0,34.9,32.0,32.986,43.204,41.548
전북 - 남자 - -약간 불만족,Statistics,2.3,2.6,2.9,3.1,1.9,1.9,2.186,2.138,2.616
전북 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전북 - 여자 - -매우 만족,Statistics,22.3,16.5,22.3,16.6,22.6,22.3,22.11,19.81,26.759
전북 - 여자 - -매우 불만족,Statistics,0.5,0.5,0.6,0.5,0.6,0.3,0.364,0.307,0.243
전북 - 여자 - -보통,Statistics,38.1,43.6,35.8,44.3,37.3,43.2,40.77,33.775,29.798
전북 - 여자 - -약간 만족,Statistics,35.9,35.9,38.1,34.3,37.2,32.7,34.528,44.227,39.699
전북 - 여자 - -약간 불만족,Statistics,3.2,3.4,3.2,4.3,2.4,1.5,2.229,1.881,3.5
전북 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
제주 - 계 - -매우 만족,Statistics,22.6,23.0,22.1,23.0,22.9,21.2,24.384,27.27,27.27
제주 - 계 - -매우 불만족,Statistics,0.7,0.4,0.5,0.4,0.8,0.4,0.323,0.418,0.443
제주 - 계 - -보통,Statistics,38.0,37.9,32.6,40.7,38.7,36.9,33.325,33.631,31.074
제주 - 계 - -약간 만족,Statistics,35.3,36.0,41.6,33.2,34.3,40.0,39.615,35.755,38.899
제주 - 계 - -약간 불만족,Statistics,3.3,2.7,3.2,2.7,3.4,1.5,2.353,2.926,2.314
제주 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
제주 - 남자 - -매우 만족,Statistics,26.2,25.3,23.4,25.2,23.4,21.4,27.007,29.415,30.306
제주 - 남자 - -매우 불만족,Statistics,0.6,0.2,0.5,0.2,0.9,0.6,0.165,0.226,0.306
제주 - 남자 - -보통,Statistics,34.2,34.6,33.1,38.7,38.8,36.2,30.932,32.533,30.917
제주 - 남자 - -약간 만족,Statistics,35.9,38.6,40.2,33.0,33.6,40.6,39.722,35.498,36.621
제주 - 남자 - -약간 불만족,Statistics,3.1,1.3,2.8,2.9,3.3,1.2,2.173,2.328,1.85
제주 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
제주 - 여자 - -매우 만족,Statistics,19.2,20.8,20.9,20.9,22.3,20.9,21.739,25.103,24.207
제주 - 여자 - -매우 불만족,Statistics,0.9,0.6,0.6,0.5,0.6,0.3,0.482,0.613,0.581
제주 - 여자 - -보통,Statistics,41.7,41.1,32.1,42.7,38.5,37.5,35.738,34.74,31.232
제주 - 여자 - -약간 만족,Statistics,34.8,33.5,42.9,33.4,34.9,39.4,39.506,36.015,41.197
제주 - 여자 - -약간 불만족,Statistics,3.5,4.0,3.6,2.5,3.6,1.9,2.535,3.53,2.783
제주 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충남 - 계 - -매우 만족,Statistics,25.0,23.5,23.8,28.7,24.7,26.3,29.07,27.138,32.218
충남 - 계 - -매우 불만족,Statistics,0.6,0.3,1.1,0.9,0.6,0.5,0.55,0.419,1.078
충남 - 계 - -보통,Statistics,35.7,36.2,36.0,35.8,35.1,34.6,35.05,30.971,25.07
충남 - 계 - -약간 만족,Statistics,35.2,38.1,35.8,31.8,36.8,36.6,33.669,39.54,39.828
충남 - 계 - -약간 불만족,Statistics,3.5,1.9,3.4,2.8,2.8,1.9,1.661,1.931,1.805
충남 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충남 - 남자 - -매우 만족,Statistics,26.7,25.1,25.8,29.5,25.7,29.5,29.485,29.795,33.554
충남 - 남자 - -매우 불만족,Statistics,0.5,0.1,1.1,0.9,0.5,0.6,0.733,0.344,0.989
충남 - 남자 - -보통,Statistics,34.7,33.5,34.6,36.6,34.0,32.1,33.935,28.415,22.803
충남 - 남자 - -약간 만족,Statistics,34.7,40.2,35.7,30.8,37.1,35.9,34.481,39.726,41.035
충남 - 남자 - -약간 불만족,Statistics,3.3,1.1,2.8,2.3,2.6,1.8,1.365,1.721,1.619
충남 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충남 - 여자 - -매우 만족,Statistics,23.4,21.8,21.8,27.9,23.7,23.2,28.641,24.335,30.81
충남 - 여자 - -매우 불만족,Statistics,0.7,0.6,1.0,1.0,0.6,0.4,0.36,0.499,1.173
충남 - 여자 - -보통,Statistics,36.6,38.8,37.4,35.0,36.3,37.2,36.202,33.668,27.461
충남 - 여자 - -약간 만족,Statistics,35.7,36.0,35.9,32.8,36.4,37.2,32.831,39.345,38.556
충남 - 여자 - -약간 불만족,Statistics,3.6,2.7,3.9,3.3,3.0,2.0,1.966,2.153,2.001
충남 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충북 - 계 - -매우 만족,Statistics,22.9,24.1,20.4,23.3,25.3,26.8,26.649,29.42,23.291
충북 - 계 - -매우 불만족,Statistics,1.3,0.7,1.2,1.1,0.8,0.7,0.417,0.507,0.585
충북 - 계 - -보통,Statistics,37.6,36.6,38.1,37.5,35.2,36.9,37.492,29.154,31.363
충북 - 계 - -약간 만족,Statistics,34.9,34.8,35.7,34.6,35.7,33.9,32.81,39.278,40.99
충북 - 계 - -약간 불만족,Statistics,3.3,3.8,4.5,3.5,3.0,1.7,2.632,1.641,3.771
충북 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충북 - 남자 - -매우 만족,Statistics,25.6,26.4,22.0,25.9,26.9,28.2,28.342,31.092,24.814
충북 - 남자 - -매우 불만족,Statistics,1.2,0.7,1.2,1.5,0.9,0.9,0.258,0.225,0.411
충북 - 남자 - -보통,Statistics,36.0,34.2,36.5,37.0,33.3,34.5,35.859,29.262,31.165
충북 - 남자 - -약간 만족,Statistics,34.7,34.6,35.5,32.3,36.5,34.2,32.891,38.018,39.96
충북 - 남자 - -약간 불만족,Statistics,2.5,4.1,4.8,3.4,2.4,2.2,2.65,1.403,3.65
충북 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충북 - 여자 - -매우 만족,Statistics,20.3,21.7,18.9,20.7,23.7,25.5,24.957,27.737,21.74
충북 - 여자 - -매우 불만족,Statistics,1.4,0.8,1.2,0.8,0.7,0.4,0.576,0.791,0.763
충북 - 여자 - -보통,Statistics,39.1,38.9,39.7,38.0,37.1,39.3,39.124,29.046,31.564
충북 - 여자 - -약간 만족,Statistics,35.2,35.0,36.0,36.9,34.9,33.5,32.729,40.546,42.039
충북 - 여자 - -약간 불만족,Statistics,4.1,3.5,4.3,3.7,3.5,1.3,2.614,1.88,3.894
충북 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
