item,category,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052
대전광역시 - 여자 - 추계인구,Statistics,278986.0,289548.0,300152.0,310633.0,321382.0,337069.0,352945.0,369071.0,385433.0,402213.0,414332.0,425349.0,438036.0,454418.0,471777.0,477510.0,481873.0,486566.0,495568.0,511191.0,534675.0,558938.0,583594.0,608717.0,634311.0,648295.0,659926.0,670361.0,680078.0,689601.0,700527.0,708912.0,719115.0,723613.0,728802.0,734229.0,740836.0,744915.0,748814.0,752096.0,758886.0,765622.0,768934.0,773095.0,767882.0,764655.0,761164.0,754010.0,749308.0,745686.0,740486.0,736167.0,736425.0,736364.0,732513.0,728522.0,724715.0,721184.0,717948.0,714966.0,712208.0,709608.0,707117.0,704676.0,702248.0,699776.0,697235.0,694521.0,691546.0,688296.0,684767.0,680976.0,676930.0,672640.0,668084.0,663244.0,658165.0,652841.0,647270.0,641491.0,635523.0,629336.0
부산광역시 - 계 - 추계인구,Statistics,2155433.0,2270494.0,2386209.0,2504899.0,2625143.0,2756845.0,2890337.0,3026409.0,3165516.0,3309338.0,3399677.0,3469299.0,3526625.0,3580187.0,3627990.0,3671462.0,3724562.0,3773138.0,3803288.0,3803334.0,3816713.0,3829348.0,3839022.0,3846467.0,3852295.0,3826168.0,3803326.0,3775121.0,3752322.0,3732630.0,3716425.0,3684942.0,3648852.0,3623903.0,3590291.0,3563009.0,3538031.0,3514331.0,3497197.0,3476658.0,3476349.0,3461881.0,3455734.0,3452309.0,3452260.0,3446962.0,3424409.0,3403116.0,3381208.0,3355632.0,3333677.0,3303196.0,3284246.0,3264616.0,3238541.0,3212144.0,3186255.0,3160958.0,3136197.0,3111904.0,3087879.0,3063915.0,3039871.0,3015506.0,2990630.0,2965095.0,2938912.0,2911730.0,2883319.0,2853768.0,2823197.0,2791801.0,2759729.0,2727021.0,2693847.0,2660257.0,2626252.0,2591886.0,2557155.0,2522054.0,2486551.0,2450722.0
부산광역시 - 남자 - 추계인구,Statistics,1087057.0,1143248.0,1198433.0,1254982.0,1310001.0,1376272.0,1443836.0,1512747.0,1583340.0,1656543.0,1699668.0,1732535.0,1759359.0,1784119.0,1806061.0,1826958.0,1851982.0,1875287.0,1889544.0,1889516.0,1898481.0,1907117.0,1914301.0,1920239.0,1925224.0,1912428.0,1902137.0,1887110.0,1876039.0,1866962.0,1858228.0,1841471.0,1823508.0,1809016.0,1789393.0,1772957.0,1758736.0,1744222.0,1732711.0,1719564.0,1719138.0,1711058.0,1706570.0,1704522.0,1703339.0,1697939.0,1685161.0,1673513.0,1660469.0,1642998.0,1630270.0,1613179.0,1602086.0,1590811.0,1576043.0,1561238.0,1546776.0,1532696.0,1519023.0,1505727.0,1492684.0,1479806.0,1467029.0,1454235.0,1441317.0,1428208.0,1414916.0,1401245.0,1387075.0,1372452.0,1357414.0,1342079.0,1326499.0,1310710.0,1294840.0,1278883.0,1262814.0,1246694.0,1230491.0,1214182.0,1197724.0,1181178.0
부산광역시 - 여자 - 추계인구,Statistics,1068376.0,1127246.0,1187776.0,1249917.0,1315142.0,1380573.0,1446501.0,1513662.0,1582176.0,1652795.0,1700009.0,1736764.0,1767266.0,1796068.0,1821929.0,1844504.0,1872580.0,1897851.0,1913744.0,1913818.0,1918232.0,1922231.0,1924721.0,1926228.0,1927071.0,1913740.0,1901189.0,1888011.0,1876283.0,1865668.0,1858197.0,1843471.0,1825344.0,1814887.0,1800898.0,1790052.0,1779295.0,1770109.0,1764486.0,1757094.0,1757211.0,1750823.0,1749164.0,1747787.0,1748921.0,1749023.0,1739248.0,1729603.0,1720739.0,1712634.0,1703407.0,1690017.0,1682160.0,1673805.0,1662498.0,1650906.0,1639479.0,1628262.0,1617174.0,1606177.0,1595195.0,1584109.0,1572842.0,1561271.0,1549313.0,1536887.0,1523996.0,1510485.0,1496244.0,1481316.0,1465783.0,1449722.0,1433230.0,1416311.0,1399007.0,1381374.0,1363438.0,1345192.0,1326664.0,1307872.0,1288827.0,1269544.0
서울특별시 - 계 - 추계인구,Statistics,5940442.0,6206625.0,6470497.0,6737832.0,7005007.0,7300852.0,7598734.0,7900077.0,8205097.0,8516450.0,8795571.0,9058650.0,9317088.0,9558806.0,9725447.0,9815245.0,9931649.0,10147107.0,10379344.0,10473252.0,10461122.0,10445852.0,10420119.0,10385314.0,10342224.0,10195359.0,10115549.0,10051237.0,10035810.0,10078434.0,10091137.0,10049183.0,10041419.0,10051611.0,10028631.0,10057373.0,10068563.0,10111880.0,10138867.0,10088611.0,10072235.0,10036273.0,9990010.0,9975163.0,9941162.0,9842501.0,9766399.0,9697449.0,9657296.0,9617795.0,9507905.0,9421415.0,9400365.0,9393699.0,9339904.0,9286528.0,9235940.0,9187423.0,9140710.0,9096161.0,9054005.0,9013737.0,8975214.0,8938256.0,8902414.0,8867010.0,8831357.0,8794011.0,8753578.0,8709899.0,8662766.0,8612169.0,8557995.0,8500175.0,8439022.0,8374751.0,8307483.0,8237492.0,8164957.0,8090025.0,8013033.0,7934502.0
서울특별시 - 남자 - 추계인구,Statistics,2991528.0,3120911.0,3245901.0,3372843.0,3493989.0,3645645.0,3799541.0,3955311.0,4113208.0,4274921.0,4413309.0,4543903.0,4672572.0,4792911.0,4876533.0,4926219.0,4987271.0,5099544.0,5220199.0,5272803.0,5266726.0,5259938.0,5248516.0,5232588.0,5212363.0,5137748.0,5098995.0,5060672.0,5050557.0,5075696.0,5079359.0,5053965.0,5044288.0,5038512.0,5012084.0,5016395.0,5012803.0,5026851.0,5028886.0,4994235.0,4977967.0,4951465.0,4918124.0,4904120.0,4881464.0,4820273.0,4772820.0,4735107.0,4703424.0,4666345.0,4604919.0,4552192.0,4535176.0,4520521.0,4487832.0,4456334.0,4426944.0,4399089.0,4372478.0,4347133.0,4322978.0,4299848.0,4277731.0,4256570.0,4236149.0,4216213.0,4196577.0,4176504.0,4155366.0,4133113.0,4109690.0,4085110.0,4059243.0,4031979.0,4003447.0,3973648.0,3942521.0,3910146.0,3876528.0,3841602.0,3805460.0,3768447.0
서울특별시 - 여자 - 추계인구,Statistics,2948914.0,3085714.0,3224596.0,3364989.0,3511018.0,3655207.0,3799193.0,3944766.0,4091889.0,4241529.0,4382262.0,4514747.0,4644516.0,4765895.0,4848914.0,4889026.0,4944378.0,5047563.0,5159145.0,5200449.0,5194396.0,5185914.0,5171603.0,5152726.0,5129861.0,5057611.0,5016554.0,4990565.0,4985253.0,5002738.0,5011778.0,4995218.0,4997131.0,5013099.0,5016547.0,5040978.0,5055760.0,5085029.0,5109981.0,5094376.0,5094268.0,5084808.0,5071886.0,5071043.0,5059698.0,5022228.0,4993579.0,4962342.0,4953872.0,4951450.0,4902986.0,4869223.0,4865189.0,4873178.0,4852072.0,4830194.0,4808996.0,4788334.0,4768232.0,4749028.0,4731027.0,4713889.0,4697483.0,4681686.0,4666265.0,4650797.0,4634780.0,4617507.0,4598212.0,4576786.0,4553076.0,4527059.0,4498752.0,4468196.0,4435575.0,4401103.0,4364962.0,4327346.0,4288429.0,4248423.0,4207573.0,4166055.0
세종특별자치시 - 계 - 추계인구,Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102157.0,118463.0,132437.0,187202.0,234410.0,265517.0,302249.0,329422.0,348302.0,361131.0,380410.0,387256.0,389166.0,397631.0,406801.0,414481.0,421945.0,429183.0,436186.0,442943.0,449440.0,455673.0,461641.0,467352.0,472836.0,478109.0,483191.0,488101.0,492861.0,497487.0,502024.0,506448.0,510761.0,514941.0,518929.0,522689.0,526172.0,529331.0,532143.0,534604.0,536652.0
세종특별자치시 - 남자 - 추계인구,Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52900.0,61123.0,68048.0,94881.0,118560.0,133811.0,152006.0,165825.0,175036.0,181114.0,191037.0,194433.0,195298.0,199495.0,204062.0,207891.0,211641.0,215286.0,218821.0,222254.0,225558.0,228739.0,231791.0,234716.0,237530.0,240240.0,242830.0,245319.0,247720.0,250037.0,252303.0,254505.0,256655.0,258751.0,260765.0,262667.0,264456.0,266096.0,267573.0,268890.0,270010.0
세종특별자치시 - 여자 - 추계인구,Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49257.0,57340.0,64389.0,92321.0,115850.0,131706.0,150243.0,163597.0,173266.0,180017.0,189373.0,192823.0,193868.0,198136.0,202739.0,206590.0,210304.0,213897.0,217365.0,220689.0,223882.0,226934.0,229850.0,232636.0,235306.0,237869.0,240361.0,242782.0,245141.0,247450.0,249721.0,251943.0,254106.0,256190.0,258164.0,260022.0,261716.0,263235.0,264570.0,265714.0,266642.0
울산광역시 - 계 - 추계인구,Statistics,299698.0,317409.0,335799.0,355047.0,374958.0,404576.0,436035.0,469631.0,505843.0,545538.0,571376.0,597995.0,625084.0,651499.0,676257.0,686049.0,703284.0,730661.0,762359.0,794065.0,829234.0,865654.0,902858.0,940877.0,979606.0,998430.0,1015754.0,1023077.0,1026735.0,1035658.0,1046883.0,1056936.0,1062369.0,1067380.0,1071339.0,1076340.0,1079299.0,1091665.0,1098027.0,1099035.0,1112079.0,1124659.0,1137472.0,1151171.0,1163719.0,1166202.0,1158787.0,1152725.0,1145761.0,1139069.0,1125167.0,1113508.0,1106306.0,1102846.0,1094165.0,1085657.0,1077377.0,1069169.0,1060979.0,1052714.0,1044300.0,1035731.0,1026981.0,1018036.0,1008943.0,999720.0,990425.0,981048.0,971518.0,961845.0,952021.0,942032.0,931863.0,921493.0,910875.0,899945.0,888666.0,877058.0,865101.0,852811.0,840258.0,827433.0
울산광역시 - 남자 - 추계인구,Statistics,153335.0,162640.0,172194.0,182247.0,192340.0,208029.0,224801.0,242774.0,262180.0,283361.0,296602.0,310318.0,324335.0,337998.0,350826.0,355942.0,364868.0,379213.0,395855.0,412832.0,430990.0,449825.0,469098.0,488792.0,508820.0,518006.0,526644.0,529087.0,530018.0,534677.0,541403.0,546969.0,550588.0,553383.0,554975.0,558244.0,560664.0,568153.0,571366.0,571568.0,578008.0,584553.0,591049.0,598273.0,605412.0,605913.0,600998.0,597507.0,593106.0,587960.0,580679.0,574581.0,571612.0,570748.0,566336.0,562012.0,557812.0,553683.0,549551.0,545363.0,541094.0,536755.0,532320.0,527762.0,523113.0,518392.0,513596.0,508712.0,503721.0,498628.0,493461.0,488200.0,482850.0,477417.0,471896.0,466256.0,460490.0,454613.0,448605.0,442453.0,436197.0,429855.0
울산광역시 - 여자 - 추계인구,Statistics,146363.0,154769.0,163605.0,172800.0,182618.0,196547.0,211234.0,226857.0,243663.0,262177.0,274774.0,287677.0,300749.0,313501.0,325431.0,330107.0,338416.0,351448.0,366504.0,381233.0,398244.0,415829.0,433760.0,452085.0,470786.0,480424.0,489110.0,493990.0,496717.0,500981.0,505480.0,509967.0,511781.0,513997.0,516364.0,518096.0,518635.0,523512.0,526661.0,527467.0,534071.0,540106.0,546423.0,552898.0,558307.0,560289.0,557789.0,555218.0,552655.0,551109.0,544488.0,538927.0,534694.0,532098.0,527829.0,523645.0,519565.0,515486.0,511428.0,507351.0,503206.0,498976.0,494661.0,490274.0,485830.0,481328.0,476829.0,472336.0,467797.0,463217.0,458560.0,453832.0,449013.0,444076.0,438979.0,433689.0,428176.0,422445.0,416496.0,410358.0,404061.0,397578.0
인천광역시 - 계 - 추계인구,Statistics,838028.0,873538.0,909047.0,945093.0,981336.0,1032326.0,1084703.0,1138750.0,1194725.0,1253487.0,1314846.0,1365747.0,1412411.0,1474260.0,1541084.0,1592771.0,1646661.0,1709667.0,1784715.0,1896801.0,1979437.0,2065278.0,2153047.0,2242714.0,2333769.0,2375816.0,2421017.0,2464340.0,2494341.0,2522462.0,2550919.0,2571760.0,2573467.0,2571244.0,2581406.0,2606698.0,2642899.0,2689010.0,2699716.0,2722990.0,2754739.0,2793754.0,2829608.0,2862241.0,2882868.0,2907366.0,2923859.0,2935848.0,2952200.0,2951065.0,2949742.0,2975225.0,3008826.0,3049340.0,3058301.0,3066605.0,3074837.0,3082831.0,3090460.0,3097645.0,3104210.0,3110109.0,3115272.0,3119560.0,3122875.0,3125191.0,3126471.0,3126404.0,3124722.0,3121546.0,3116811.0,3110571.0,3102865.0,3093693.0,3083039.0,3070837.0,3057041.0,3041614.0,3024573.0,3005872.0,2985545.0,2963616.0
인천광역시 - 남자 - 추계인구,Statistics,422917.0,440142.0,456937.0,474039.0,490399.0,516552.0,543583.0,571552.0,600631.0,631243.0,661966.0,687475.0,710962.0,742112.0,775914.0,802112.0,829255.0,861394.0,899758.0,957563.0,999917.0,1043990.0,1089217.0,1135533.0,1182621.0,1203990.0,1227044.0,1247464.0,1262246.0,1277321.0,1292221.0,1303385.0,1305026.0,1303733.0,1307179.0,1321114.0,1340310.0,1364073.0,1368504.0,1379554.0,1394025.0,1411329.0,1427323.0,1442354.0,1451459.0,1463157.0,1470977.0,1476018.0,1484864.0,1480370.0,1478830.0,1491604.0,1509407.0,1528908.0,1532741.0,1536240.0,1539702.0,1543049.0,1546201.0,1549086.0,1551615.0,1553780.0,1555541.0,1556824.0,1557599.0,1557863.0,1557592.0,1556615.0,1554796.0,1552228.0,1548883.0,1544804.0,1540033.0,1534580.0,1528454.0,1521641.0,1514127.0,1505901.0,1496967.0,1487318.0,1476962.0,1465928.0
인천광역시 - 여자 - 추계인구,Statistics,415111.0,433396.0,452110.0,471054.0,490937.0,515774.0,541120.0,567198.0,594094.0,622244.0,652880.0,678272.0,701449.0,732148.0,765170.0,790659.0,817406.0,848273.0,884957.0,939238.0,979520.0,1021288.0,1063830.0,1107181.0,1151148.0,1171826.0,1193973.0,1216876.0,1232095.0,1245141.0,1258698.0,1268375.0,1268441.0,1267511.0,1274227.0,1285584.0,1302589.0,1324937.0,1331212.0,1343436.0,1360714.0,1382425.0,1402285.0,1419887.0,1431409.0,1444209.0,1452882.0,1459830.0,1467336.0,1470695.0,1470912.0,1483621.0,1499419.0,1520432.0,1525560.0,1530365.0,1535135.0,1539782.0,1544259.0,1548559.0,1552595.0,1556329.0,1559731.0,1562736.0,1565276.0,1567328.0,1568879.0,1569789.0,1569926.0,1569318.0,1567928.0,1565767.0,1562832.0,1559113.0,1554585.0,1549196.0,1542914.0,1535713.0,1527606.0,1518554.0,1508583.0,1497688.0
전라남도 - 계 - 추계인구,Statistics,3429961.0,3402083.0,3370108.0,3335012.0,3300224.0,3237096.0,3172936.0,3106217.0,3039648.0,2974055.0,2936533.0,2899160.0,2848110.0,2785929.0,2728625.0,2701267.0,2659003.0,2599288.0,2538596.0,2480439.0,2395539.0,2315133.0,2236940.0,2161269.0,2088701.0,2077343.0,2065371.0,2060842.0,2055210.0,2034970.0,2011610.0,1962797.0,1928685.0,1881050.0,1851257.0,1829648.0,1805854.0,1794149.0,1785309.0,1777282.0,1778593.0,1782361.0,1783896.0,1791887.0,1796578.0,1798310.0,1795036.0,1796331.0,1793043.0,1793108.0,1785166.0,1775012.0,1767592.0,1756954.0,1747393.0,1738419.0,1730105.0,1722187.0,1714562.0,1707057.0,1699556.0,1692010.0,1684392.0,1676701.0,1668905.0,1661079.0,1653236.0,1645325.0,1637281.0,1629035.0,1620551.0,1611825.0,1602814.0,1593482.0,1583623.0,1573113.0,1561903.0,1549952.0,1537205.0,1523682.0,1509511.0,1494639.0
전라남도 - 남자 - 추계인구,Statistics,1736830.0,1724486.0,1708647.0,1691857.0,1672490.0,1639729.0,1606017.0,1570908.0,1535687.0,1500942.0,1483539.0,1466126.0,1441490.0,1410959.0,1382811.0,1368672.0,1346313.0,1315528.0,1284657.0,1255133.0,1208029.0,1163341.0,1119984.0,1078061.0,1037880.0,1032206.0,1026440.0,1023744.0,1021408.0,1011129.0,998647.0,973329.0,955502.0,931740.0,916631.0,905736.0,893939.0,888121.0,883250.0,878816.0,881745.0,885977.0,888449.0,894525.0,899920.0,902337.0,900464.0,902497.0,904057.0,905572.0,900863.0,897115.0,895601.0,892167.0,888339.0,884797.0,881641.0,878766.0,876061.0,873385.0,870706.0,867968.0,865132.0,862175.0,859068.0,855843.0,852456.0,848877.0,845107.0,841100.0,836852.0,832408.0,827764.0,822925.0,817819.0,812401.0,806642.0,800551.0,794097.0,787289.0,780197.0,772801.0
전라남도 - 여자 - 추계인구,Statistics,1693131.0,1677597.0,1661461.0,1643155.0,1627734.0,1597367.0,1566919.0,1535309.0,1503961.0,1473113.0,1452994.0,1433034.0,1406620.0,1374970.0,1345814.0,1332595.0,1312690.0,1283760.0,1253939.0,1225306.0,1187510.0,1151792.0,1116956.0,1083208.0,1050821.0,1045137.0,1038931.0,1037098.0,1033802.0,1023841.0,1012963.0,989468.0,973183.0,949310.0,934626.0,923912.0,911915.0,906028.0,902059.0,898466.0,896848.0,896384.0,895447.0,897362.0,896658.0,895973.0,894572.0,893834.0,888986.0,887536.0,884303.0,877897.0,871991.0,864787.0,859054.0,853622.0,848464.0,843421.0,838501.0,833672.0,828850.0,824042.0,819260.0,814526.0,809837.0,805236.0,800780.0,796448.0,792174.0,787935.0,783699.0,779417.0,775050.0,770557.0,765804.0,760712.0,755261.0,749401.0,743108.0,736393.0,729314.0,721838.0
전북특별자치도 - 계 - 추계인구,Statistics,2500550.0,2504520.0,2504720.0,2502135.0,2497939.0,2467539.0,2435475.0,2401025.0,2365415.0,2329212.0,2318333.0,2312381.0,2290808.0,2255009.0,2220652.0,2188385.0,2152542.0,2116257.0,2080489.0,2046776.0,2022381.0,1998601.0,1973714.0,1948022.0,1921970.0,1923449.0,1922565.0,1924972.0,1929570.0,1927005.0,1916308.0,1895902.0,1870827.0,1843031.0,1816604.0,1801414.0,1791609.0,1788455.0,1791713.0,1795819.0,1808733.0,1817430.0,1820969.0,1829437.0,1835125.0,1835243.0,1828527.0,1822635.0,1811958.0,1805688.0,1792081.0,1777197.0,1768352.0,1758610.0,1746890.0,1735370.0,1724427.0,1714019.0,1704031.0,1694330.0,1684841.0,1675537.0,1666309.0,1657088.0,1647826.0,1638521.0,1629141.0,1619600.0,1609795.0,1599735.0,1589404.0,1578795.0,1567928.0,1556770.0,1545226.0,1533193.0,1520644.0,1507555.0,1493894.0,1479628.0,1464817.0,1449441.0
전북특별자치도 - 남자 - 추계인구,Statistics,1261585.0,1264240.0,1263955.0,1262709.0,1258653.0,1243522.0,1227387.0,1209994.0,1191894.0,1173496.0,1167992.0,1164920.0,1153818.0,1135410.0,1117674.0,1099703.0,1079370.0,1059102.0,1039337.0,1020617.0,1007855.0,995373.0,982379.0,968984.0,955405.0,956197.0,956062.0,957106.0,959646.0,958211.0,952454.0,941519.0,928990.0,915132.0,901531.0,893276.0,887621.0,885099.0,886090.0,887155.0,896178.0,902355.0,905581.0,911507.0,916353.0,916567.0,912675.0,909711.0,904929.0,900472.0,893748.0,886829.0,883855.0,879834.0,874274.0,868779.0,863576.0,858664.0,853987.0,849471.0,845078.0,840796.0,836536.0,832264.0,827953.0,823576.0,819090.0,814446.0,809596.0,804563.0,799354.0,793979.0,788444.0,782755.0,776879.0,770778.0,764459.0,757903.0,751097.0,744034.0,736739.0,729199.0
전북특별자치도 - 여자 - 추계인구,Statistics,1238965.0,1240280.0,1240765.0,1239426.0,1239286.0,1224017.0,1208088.0,1191031.0,1173521.0,1155716.0,1150341.0,1147461.0,1136990.0,1119599.0,1102978.0,1088682.0,1073172.0,1057155.0,1041152.0,1026159.0,1014526.0,1003228.0,991335.0,979038.0,966565.0,967252.0,966503.0,967866.0,969924.0,968794.0,963854.0,954383.0,941837.0,927899.0,915073.0,908138.0,903988.0,903356.0,905623.0,908664.0,912555.0,915075.0,915388.0,917930.0,918772.0,918676.0,915852.0,912924.0,907029.0,905216.0,898333.0,890368.0,884497.0,878776.0,872616.0,866591.0,860851.0,855355.0,850044.0,844859.0,839763.0,834741.0,829773.0,824824.0,819873.0,814945.0,810051.0,805154.0,800199.0,795172.0,790050.0,784816.0,779484.0,774015.0,768347.0,762415.0,756185.0,749652.0,742797.0,735594.0,728078.0,720242.0
제주특별자치도 - 계 - 추계인구,Statistics,383599.0,392784.0,401747.0,410441.0,419244.0,429539.0,440011.0,450426.0,460944.0,471639.0,479074.0,484397.0,488896.0,491697.0,493003.0,494543.0,496140.0,498608.0,502424.0,508746.0,509537.0,510474.0,511126.0,511518.0,511640.0,513926.0,516212.0,519160.0,522398.0,524182.0,528553.0,533737.0,536599.0,539405.0,541833.0,543702.0,543134.0,543894.0,545602.0,547917.0,553845.0,560818.0,570034.0,583335.0,599252.0,618119.0,634919.0,654543.0,663803.0,668699.0,672079.0,674523.0,676557.0,674661.0,675862.0,676849.0,677743.0,678512.0,679117.0,679531.0,679770.0,679814.0,679684.0,679413.0,678994.0,678444.0,677788.0,676988.0,676019.0,674880.0,673568.0,672105.0,670463.0,668643.0,666595.0,664239.0,661587.0,658619.0,655294.0,651595.0,647539.0,643117.0
제주특별자치도 - 남자 - 추계인구,Statistics,186395.0,191084.0,195416.0,199665.0,203428.0,209021.0,214752.0,220486.0,226305.0,232282.0,236110.0,238871.0,241202.0,242659.0,243394.0,244360.0,245211.0,246562.0,248637.0,251971.0,252248.0,252620.0,252877.0,253019.0,253083.0,254319.0,255820.0,257559.0,259608.0,260842.0,263176.0,266196.0,268130.0,269930.0,271342.0,272449.0,272051.0,272452.0,273345.0,274676.0,277692.0,281398.0,286074.0,293154.0,301539.0,311239.0,320329.0,331090.0,336089.0,337448.0,338493.0,339611.0,341207.0,340302.0,340571.0,340747.0,340904.0,341036.0,341098.0,341062.0,340943.0,340730.0,340437.0,340074.0,339643.0,339148.0,338588.0,337941.0,337207.0,336373.0,335441.0,334432.0,333328.0,332153.0,330865.0,329433.0,327858.0,326149.0,324275.0,322232.0,320021.0,317663.0
제주특별자치도 - 여자 - 추계인구,Statistics,197204.0,201700.0,206331.0,210776.0,215816.0,220518.0,225259.0,229940.0,234639.0,239357.0,242964.0,245526.0,247694.0,249038.0,249609.0,250183.0,250929.0,252046.0,253787.0,256775.0,257289.0,257854.0,258249.0,258499.0,258557.0,259607.0,260392.0,261601.0,262790.0,263340.0,265377.0,267541.0,268469.0,269475.0,270491.0,271253.0,271083.0,271442.0,272257.0,273241.0,276153.0,279420.0,283960.0,290181.0,297713.0,306880.0,314590.0,323453.0,327714.0,331251.0,333586.0,334912.0,335350.0,334359.0,335291.0,336102.0,336839.0,337476.0,338019.0,338469.0,338827.0,339084.0,339247.0,339339.0,339351.0,339296.0,339200.0,339047.0,338812.0,338507.0,338127.0,337673.0,337135.0,336490.0,335730.0,334806.0,333729.0,332470.0,331019.0,329363.0,327518.0,325454.0
충청남도 - 계 - 추계인구,Statistics,2378826.0,2373288.0,2365356.0,2355444.0,2345734.0,2318148.0,2288734.0,2256934.0,2223976.0,2190545.0,2182226.0,2171701.0,2150917.0,2111756.0,2075176.0,2065757.0,2055673.0,2039638.0,2017902.0,1991931.0,1949365.0,1908054.0,1866413.0,1824910.0,1784205.0,1804044.0,1831009.0,1854333.0,1869746.0,1879274.0,1881811.0,1876693.0,1871998.0,1891842.0,1918287.0,1942739.0,1972847.0,2012542.0,2040220.0,2077637.0,2108370.0,2042689.0,2062301.0,2087600.0,2102811.0,2126174.0,2153380.0,2177105.0,2189132.0,2176641.0,2175014.0,2185996.0,2204306.0,2223801.0,2229051.0,2233847.0,2238820.0,2243868.0,2248859.0,2253655.0,2258170.0,2262324.0,2266059.0,2269269.0,2271887.0,2273941.0,2275392.0,2276109.0,2275980.0,2274956.0,2273053.0,2270318.0,2266742.0,2262279.0,2256841.0,2250222.0,2242396.0,2233333.0,2222998.0,2211343.0,2198493.0,2184426.0
충청남도 - 남자 - 추계인구,Statistics,1213382.0,1211128.0,1206816.0,1202034.0,1195744.0,1181040.0,1165042.0,1147703.0,1129652.0,1111355.0,1107841.0,1103205.0,1093171.0,1073625.0,1055354.0,1050364.0,1044605.0,1036163.0,1025127.0,1012046.0,989139.0,966787.0,944278.0,921827.0,899771.0,909255.0,923082.0,934466.0,942671.0,947749.0,950081.0,947804.0,946149.0,957849.0,972470.0,987575.0,1005597.0,1027536.0,1042021.0,1061525.0,1077734.0,1042996.0,1053128.0,1067014.0,1075649.0,1087515.0,1103324.0,1117512.0,1124672.0,1117283.0,1116221.0,1123401.0,1136294.0,1149058.0,1153235.0,1157090.0,1160924.0,1164698.0,1168334.0,1171764.0,1174982.0,1177950.0,1180645.0,1182990.0,1184962.0,1186558.0,1187746.0,1188448.0,1188613.0,1188201.0,1187232.0,1185746.0,1183722.0,1181180.0,1178105.0,1174412.0,1170083.0,1165124.0,1159538.0,1153302.0,1146478.0,1139074.0
충청남도 - 여자 - 추계인구,Statistics,1165444.0,1162160.0,1158540.0,1153410.0,1149990.0,1137108.0,1123692.0,1109231.0,1094324.0,1079190.0,1074385.0,1068496.0,1057746.0,1038131.0,1019822.0,1015393.0,1011068.0,1003475.0,992775.0,979885.0,960226.0,941267.0,922135.0,903083.0,884434.0,894789.0,907927.0,919867.0,927075.0,931525.0,931730.0,928889.0,925849.0,933993.0,945817.0,955164.0,967250.0,985006.0,998199.0,1016112.0,1030636.0,999693.0,1009173.0,1020586.0,1027162.0,1038659.0,1050056.0,1059593.0,1064460.0,1059358.0,1058793.0,1062595.0,1068012.0,1074743.0,1075816.0,1076757.0,1077896.0,1079170.0,1080525.0,1081891.0,1083188.0,1084374.0,1085414.0,1086279.0,1086925.0,1087383.0,1087646.0,1087661.0,1087367.0,1086755.0,1085821.0,1084572.0,1083020.0,1081099.0,1078736.0,1075810.0,1072313.0,1068209.0,1063460.0,1058041.0,1052015.0,1045352.0
충청북도 - 계 - 추계인구,Statistics,1525475.0,1531955.0,1537267.0,1541609.0,1546369.0,1529420.0,1511115.0,1491150.0,1470423.0,1449745.0,1445633.0,1441172.0,1431592.0,1415867.0,1402992.0,1396956.0,1390268.0,1380691.0,1373390.0,1373711.0,1382888.0,1391971.0,1399655.0,1406139.0,1411922.0,1431461.0,1451658.0,1469263.0,1483466.0,1494377.0,1499275.0,1495860.0,1491154.0,1490640.0,1484736.0,1486522.0,1494268.0,1508721.0,1517120.0,1524279.0,1545214.0,1553478.0,1564816.0,1578403.0,1589264.0,1600904.0,1609061.0,1618090.0,1629249.0,1630839.0,1626031.0,1623079.0,1627269.0,1629639.0,1631062.0,1632229.0,1633591.0,1635035.0,1636473.0,1637788.0,1638961.0,1639860.0,1640503.0,1640810.0,1640776.0,1640381.0,1639581.0,1638247.0,1636282.0,1633606.0,1630247.0,1626174.0,1621400.0,1615917.0,1609649.0,1602514.0,1594480.0,1585588.0,1575818.0,1565189.0,1553795.0,1541644.0
