item,category,2008,2010,2012,2014,2016,2018,2020,2022,2024
전남 - 남자 - 비교적 안전,Statistics,8.7,14.8,19.2,12.2,11.6,26.0,32.975,27.173,23.575
전남 - 남자 - 비교적 안전하지 않음,Statistics,43.2,30.9,28.3,36.2,31.8,25.9,19.234,22.903,22.45
전남 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전남 - 여자 - 매우 안전,Statistics,0.6,1.6,1.3,0.4,1.2,1.8,2.042,2.095,1.725
전남 - 여자 - 매우 안전하지 않음,Statistics,6.8,7.2,2.4,11.2,7.7,2.1,1.476,2.376,5.519
전남 - 여자 - 보통,Statistics,42.3,42.3,50.3,37.6,39.3,45.6,48.007,46.022,49.389
전남 - 여자 - 비교적 안전,Statistics,6.0,14.3,17.9,9.7,9.2,22.3,24.699,24.015,19.397
전남 - 여자 - 비교적 안전하지 않음,Statistics,44.3,34.6,28.2,41.1,42.5,28.1,23.775,25.492,23.969
전북 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전북 - 계 - 매우 안전,Statistics,0.2,0.5,1.6,0.2,0.9,1.9,3.432,3.656,2.562
전북 - 계 - 매우 안전하지 않음,Statistics,7.0,4.7,5.4,12.2,7.9,2.7,2.461,2.887,4.563
전북 - 계 - 보통,Statistics,39.0,54.8,45.1,40.5,38.7,52.4,48.053,47.769,43.936
전북 - 계 - 비교적 안전,Statistics,5.7,11.2,13.6,5.2,13.9,20.6,25.646,24.604,24.983
전북 - 계 - 비교적 안전하지 않음,Statistics,48.1,28.8,34.2,41.9,38.6,22.3,20.408,21.085,23.956
전북 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전북 - 남자 - 매우 안전,Statistics,0.2,0.9,0.9,0.3,0.9,2.4,4.286,5.361,3.38
전북 - 남자 - 매우 안전하지 않음,Statistics,6.8,4.7,5.3,12.0,5.4,1.9,1.941,2.445,3.503
전북 - 남자 - 보통,Statistics,39.9,53.9,46.4,41.1,41.5,52.8,47.282,46.765,44.422
전북 - 남자 - 비교적 안전,Statistics,6.2,13.9,15.3,7.2,13.8,22.2,28.968,27.876,27.858
전북 - 남자 - 비교적 안전하지 않음,Statistics,46.9,26.6,32.2,39.4,38.4,20.8,17.523,17.554,20.836
전북 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전북 - 여자 - 매우 안전,Statistics,0.2,0.1,2.3,0.1,0.8,1.4,2.58,1.985,1.77
전북 - 여자 - 매우 안전하지 않음,Statistics,7.2,4.8,5.6,12.3,10.3,3.6,2.979,3.32,5.589
전북 - 여자 - 보통,Statistics,38.2,55.6,44.0,39.9,36.2,52.1,48.823,48.753,43.465
전북 - 여자 - 비교적 안전,Statistics,5.2,8.6,12.1,3.4,14.0,19.0,22.329,21.397,22.199
전북 - 여자 - 비교적 안전하지 않음,Statistics,49.3,30.9,36.1,44.3,38.7,23.9,23.289,24.545,26.977
제주 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
제주 - 계 - 매우 안전,Statistics,0.2,1.0,0.9,1.2,1.8,1.5,4.291,3.758,2.714
제주 - 계 - 매우 안전하지 않음,Statistics,5.2,4.2,2.3,9.3,8.3,2.5,2.958,3.548,3.581
제주 - 계 - 보통,Statistics,37.9,55.7,57.4,43.6,44.5,53.2,43.112,47.124,44.147
제주 - 계 - 비교적 안전,Statistics,6.4,13.2,12.8,9.8,10.8,16.4,29.875,24.581,26.131
제주 - 계 - 비교적 안전하지 않음,Statistics,50.3,26.0,26.5,36.1,34.5,26.3,19.765,20.988,23.426
제주 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
제주 - 남자 - 매우 안전,Statistics,0.3,0.6,1.0,2.1,2.6,2.3,5.452,4.698,3.94
제주 - 남자 - 매우 안전하지 않음,Statistics,5.0,2.3,1.4,6.5,4.6,2.0,2.146,2.614,4.127
제주 - 남자 - 보통,Statistics,41.1,57.6,60.3,47.0,46.8,52.6,40.518,46.889,42.247
제주 - 남자 - 비교적 안전,Statistics,8.6,15.4,14.7,12.1,12.7,18.8,31.816,27.91,30.326
제주 - 남자 - 비교적 안전하지 않음,Statistics,45.1,24.1,22.6,32.4,33.2,24.3,20.068,17.89,19.361
제주 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
제주 - 여자 - 매우 안전,Statistics,0.1,1.4,0.9,0.4,0.9,0.7,3.121,2.807,1.474
제주 - 여자 - 매우 안전하지 않음,Statistics,5.5,5.9,3.2,12.0,12.1,3.1,3.776,4.494,3.03
제주 - 여자 - 보통,Statistics,34.9,53.8,54.8,40.4,42.2,53.8,45.725,47.362,46.07
제주 - 여자 - 비교적 안전,Statistics,4.3,11.2,11.1,7.6,8.9,14.0,27.918,21.213,21.889
제주 - 여자 - 비교적 안전하지 않음,Statistics,55.2,27.7,30.1,39.6,35.9,28.4,19.46,24.123,27.538
충남 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충남 - 계 - 매우 안전,Statistics,0.2,0.4,1.0,0.8,0.8,1.5,3.209,3.524,4.557
충남 - 계 - 매우 안전하지 않음,Statistics,7.4,4.3,5.6,10.1,8.1,3.2,2.903,1.956,2.249
충남 - 계 - 보통,Statistics,39.6,48.1,46.7,34.6,45.1,47.1,48.262,48.796,49.288
충남 - 계 - 비교적 안전,Statistics,6.8,9.1,11.5,7.3,12.2,22.3,24.517,30.697,24.265
충남 - 계 - 비교적 안전하지 않음,Statistics,46.0,38.2,35.1,47.2,33.7,25.9,21.109,15.027,19.64
충남 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충남 - 남자 - 매우 안전,Statistics,0.2,0.4,0.8,0.7,1.4,1.6,3.97,4.44,5.588
충남 - 남자 - 매우 안전하지 않음,Statistics,6.7,3.6,4.3,7.8,6.3,2.6,3.011,1.852,2.007
충남 - 남자 - 보통,Statistics,42.0,49.7,49.6,37.7,48.0,44.7,46.173,46.803,46.418
충남 - 남자 - 비교적 안전,Statistics,7.2,10.8,14.2,9.8,15.0,27.2,26.627,33.891,27.468
충남 - 남자 - 비교적 안전하지 않음,Statistics,43.9,35.5,31.1,44.0,29.3,23.9,20.219,13.014,18.519
충남 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충남 - 여자 - 매우 안전,Statistics,0.2,0.3,1.2,0.8,0.3,1.3,2.418,2.558,3.468
충남 - 여자 - 매우 안전하지 않음,Statistics,8.1,5.1,6.9,12.5,10.0,3.8,2.79,2.065,2.505
충남 - 여자 - 보통,Statistics,37.3,46.4,43.8,31.4,42.2,49.4,50.433,50.897,52.321
충남 - 여자 - 비교적 안전,Statistics,6.4,7.4,8.9,4.8,9.3,17.4,22.325,27.332,20.881
충남 - 여자 - 비교적 안전하지 않음,Statistics,48.1,40.8,39.2,50.4,38.2,28.0,22.034,17.148,20.825
충북 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충북 - 계 - 매우 안전,Statistics,0.2,0.4,0.8,0.4,0.9,2.1,2.397,2.975,2.023
충북 - 계 - 매우 안전하지 않음,Statistics,8.5,8.3,6.5,10.6,9.7,3.8,3.749,2.798,4.567
충북 - 계 - 보통,Statistics,38.3,41.0,48.2,40.5,39.4,48.9,48.23,45.926,49.492
충북 - 계 - 비교적 안전,Statistics,8.9,8.2,12.1,11.5,12.6,16.8,25.003,27.151,20.481
충북 - 계 - 비교적 안전하지 않음,Statistics,44.1,42.0,32.5,36.9,37.4,28.4,20.621,21.15,23.438
충북 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충북 - 남자 - 매우 안전,Statistics,0.2,0.6,1.2,0.8,1.5,2.1,3.173,4.124,2.862
충북 - 남자 - 매우 안전하지 않음,Statistics,7.8,7.1,5.2,8.8,8.1,3.4,3.222,2.543,4.189
충북 - 남자 - 보통,Statistics,39.6,42.4,48.8,44.0,41.6,50.1,47.139,44.756,51.432
충북 - 남자 - 비교적 안전,Statistics,10.3,9.1,15.0,13.5,16.3,19.8,28.44,27.476,20.938
충북 - 남자 - 비교적 안전하지 않음,Statistics,42.0,40.8,29.8,32.9,32.5,24.6,18.027,21.101,20.579
충북 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충북 - 여자 - 매우 안전,Statistics,0.2,0.2,0.4,0.1,0.3,2.1,1.621,1.813,1.168
충북 - 여자 - 매우 안전하지 않음,Statistics,9.1,9.6,7.7,12.4,11.3,4.2,4.276,3.055,4.952
충북 - 여자 - 보통,Statistics,37.0,39.7,47.7,37.1,37.2,47.6,49.322,47.109,47.516
충북 - 여자 - 비교적 안전,Statistics,7.6,7.4,9.2,9.6,9.0,13.9,21.563,26.823,20.016
충북 - 여자 - 비교적 안전하지 않음,Statistics,46.1,43.2,35.0,40.8,42.2,32.3,23.218,21.199,26.349
