item,category,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
군포시 - 교원1인당 학생수＜br＞(A÷B),Statistics,20.97,20.05,19.35,18.26,17.53,17.1,16.41,16.08,15.84,15.17,14.47,14.04,13.58,13.37,12.98,12.8,12.35
군포시 - 교원수＜br＞(B),Statistics,2475.0,2522.0,2543.0,2680.0,2712.0,2722.0,2751.0,2725.0,2665.0,2661.0,2658.0,2586.0,2583.0,2514.0,2483.0,2434.0,2414.0
군포시 - 재적학생수＜br＞(A),Statistics,51889.0,50576.0,49214.0,48947.0,47544.0,46558.0,45153.0,43825.0,42215.0,40367.0,38455.0,36296.0,35073.0,33602.0,32222.0,31148.0,29803.0
금산군 - 교원1인당 학생수＜br＞(A÷B),Statistics,23.96,23.9,24.34,23.52,21.85,21.5,21.29,20.5,20.97,20.23,19.48,19.31,18.76,17.83,17.2,12.78,12.4
금산군 - 교원수＜br＞(B),Statistics,723.0,730.0,729.0,762.0,837.0,858.0,871.0,896.0,855.0,869.0,881.0,867.0,885.0,907.0,894.0,734.0,702.0
금산군 - 재적학생수＜br＞(A),Statistics,17322.0,17447.0,17747.0,17925.0,18290.0,18447.0,18546.0,18366.0,17926.0,17584.0,17159.0,16746.0,16602.0,16169.0,15381.0,9378.0,8703.0
금정구 - 교원1인당 학생수＜br＞(A÷B),Statistics,22.04,23.34,23.23,22.47,21.81,21.25,23.34,23.11,22.88,22.38,22.22,21.98,19.81,19.34,18.6,19.55,19.33
금정구 - 교원수＜br＞(B),Statistics,3388.0,3298.0,3236.0,3271.0,3289.0,3327.0,3572.0,3518.0,3435.0,3419.0,3388.0,3321.0,3601.0,3565.0,3562.0,3098.0,3073.0
금정구 - 재적학생수＜br＞(A),Statistics,74661.0,76982.0,75179.0,73492.0,71747.0,70702.0,83367.0,81316.0,78582.0,76513.0,75267.0,72994.0,71335.0,68964.0,66238.0,60562.0,59393.0
금천구 - 교원1인당 학생수＜br＞(A÷B),Statistics,19.13,18.07,16.88,15.99,15.09,14.17,13.65,13.23,12.62,12.07,11.78,11.53,11.1,11.11,11.04,10.9,10.83
금천구 - 교원수＜br＞(B),Statistics,1840.0,1825.0,1805.0,1780.0,1785.0,1820.0,1777.0,1730.0,1695.0,1702.0,1672.0,1640.0,1626.0,1558.0,1529.0,1494.0,1455.0
금천구 - 재적학생수＜br＞(A),Statistics,35207.0,32979.0,30471.0,28460.0,26936.0,25781.0,24257.0,22882.0,21397.0,20537.0,19703.0,18903.0,18047.0,17316.0,16885.0,16287.0,15756.0
기장군 - 교원1인당 학생수＜br＞(A÷B),Statistics,17.02,15.87,16.1,15.61,16.04,15.49,15.21,15.39,15.48,14.84,14.63,14.63,14.45,13.91,13.39,13.11,12.87
기장군 - 교원수＜br＞(B),Statistics,615.0,689.0,765.0,847.0,862.0,1001.0,1206.0,1283.0,1363.0,1469.0,1518.0,1550.0,1595.0,1728.0,1813.0,1861.0,1874.0
기장군 - 재적학생수＜br＞(A),Statistics,10468.0,10932.0,12320.0,13223.0,13825.0,15504.0,18342.0,19740.0,21104.0,21796.0,22210.0,22683.0,23042.0,24038.0,24284.0,24405.0,24120.0
김제시 - 교원1인당 학생수＜br＞(A÷B),Statistics,12.44,12.19,11.71,11.28,10.42,10.25,9.54,9.24,8.89,8.78,8.24,7.57,7.13,7.14,6.97,6.47,6.43
김제시 - 교원수＜br＞(B),Statistics,1162.0,1148.0,1153.0,1163.0,1187.0,1131.0,1136.0,1105.0,1094.0,1036.0,1051.0,1089.0,1094.0,1073.0,1052.0,1080.0,1051.0
김제시 - 재적학생수＜br＞(A),Statistics,14451.0,13992.0,13499.0,13122.0,12372.0,11596.0,10833.0,10214.0,9721.0,9099.0,8659.0,8249.0,7802.0,7660.0,7330.0,6987.0,6761.0
김천시 - 교원1인당 학생수＜br＞(A÷B),Statistics,18.36,17.58,16.31,14.99,15.07,15.24,14.9,14.58,14.54,14.19,13.6,13.4,12.98,12.42,11.85,11.73,11.39
김천시 - 교원수＜br＞(B),Statistics,1509.0,1521.0,1539.0,1591.0,1551.0,1541.0,1558.0,1596.0,1597.0,1617.0,1647.0,1622.0,1622.0,1662.0,1712.0,1681.0,1685.0
김천시 - 재적학생수＜br＞(A),Statistics,27708.0,26733.0,25105.0,23851.0,23379.0,23481.0,23214.0,23274.0,23223.0,22952.0,22393.0,21739.0,21060.0,20637.0,20281.0,19712.0,19193.0
김포시 - 교원1인당 학생수＜br＞(A÷B),Statistics,21.46,20.79,19.86,18.64,17.89,17.45,16.42,16.61,16.32,16.15,16.45,16.13,15.79,15.48,14.89,14.47,14.06
김포시 - 교원수＜br＞(B),Statistics,2094.0,2219.0,2335.0,2526.0,2763.0,3042.0,3356.0,3517.0,3636.0,3870.0,4013.0,4292.0,4495.0,4881.0,5107.0,5198.0,5300.0
김포시 - 재적학생수＜br＞(A),Statistics,44945.0,46130.0,46378.0,47077.0,49440.0,53082.0,55105.0,58417.0,59323.0,62498.0,66010.0,69238.0,70984.0,75558.0,76041.0,75191.0,74497.0
김해시 - 교원1인당 학생수＜br＞(A÷B),Statistics,22.68,22.05,21.53,19.87,18.89,18.08,17.97,17.28,16.73,16.19,15.66,15.28,13.82,13.58,13.06,13.86,13.71
김해시 - 교원수＜br＞(B),Statistics,5074.0,5245.0,5348.0,5703.0,5896.0,6070.0,6028.0,6096.0,6126.0,6163.0,6228.0,6246.0,6861.0,6858.0,6926.0,6315.0,6206.0
김해시 - 재적학생수＜br＞(A),Statistics,115102.0,115649.0,115154.0,113305.0,111360.0,109753.0,108340.0,105333.0,102466.0,99794.0,97536.0,95451.0,94853.0,93129.0,90465.0,87553.0,85107.0
나주시 - 교원1인당 학생수＜br＞(A÷B),Statistics,18.52,17.87,18.2,17.77,17.72,17.63,16.31,16.09,15.77,15.14,14.5,13.9,13.16,12.82,12.37,11.76,11.48
나주시 - 교원수＜br＞(B),Statistics,1319.0,1299.0,1254.0,1274.0,1275.0,1257.0,1334.0,1380.0,1447.0,1579.0,1667.0,1742.0,1833.0,1878.0,1914.0,1970.0,1991.0
나주시 - 재적학생수＜br＞(A),Statistics,24422.0,23208.0,22822.0,22642.0,22590.0,22166.0,21751.0,22210.0,22819.0,23906.0,24179.0,24217.0,24122.0,24073.0,23677.0,23177.0,22859.0
남구 - 교원1인당 학생수＜br＞(A÷B),Statistics,29.96,29.59,29.71,28.68,27.92,26.91,24.34,23.88,23.34,22.78,22.51,22.14,21.97,21.26,20.75,20.75,20.75
남구 - 교원수＜br＞(B),Statistics,3970.0,3996.0,3968.0,4089.0,4137.0,4155.0,3954.0,3931.0,3860.0,3804.0,3760.0,3751.0,3696.0,3730.0,3692.0,3600.0,3555.0
남구 - 재적학생수＜br＞(A),Statistics,118935.0,118236.0,117885.0,117292.0,115507.0,111799.0,96257.0,93866.0,90083.0,86651.0,84625.0,83057.0,81207.0,79283.0,76591.0,74707.0,73760.0
남동구 - 교원1인당 학생수＜br＞(A÷B),Statistics,20.44,19.64,18.67,17.56,16.78,16.02,15.36,15.27,14.94,14.75,14.36,14.19,13.92,13.86,13.56,13.39,13.19
남동구 - 교원수＜br＞(B),Statistics,3557.0,3726.0,3945.0,4178.0,4352.0,4476.0,4558.0,4540.0,4633.0,4606.0,4655.0,4568.0,4558.0,4448.0,4447.0,4360.0,4242.0
남동구 - 재적학생수＜br＞(A),Statistics,72710.0,73172.0,73671.0,73352.0,73021.0,71714.0,69991.0,69314.0,69229.0,67957.0,66850.0,64830.0,63427.0,61657.0,60310.0,58362.0,55947.0
남양주시 - 교원1인당 학생수＜br＞(A÷B),Statistics,22.01,20.7,19.47,18.42,17.64,17.13,16.58,17.19,16.93,16.52,16.2,15.63,15.23,14.92,14.39,14.28,13.77
남양주시 - 교원수＜br＞(B),Statistics,3949.0,4193.0,4557.0,4909.0,5138.0,5402.0,5656.0,6022.0,6105.0,6176.0,6255.0,6470.0,6632.0,6853.0,7137.0,7112.0,7244.0
남양주시 - 재적학생수＜br＞(A),Statistics,86927.0,86796.0,88742.0,90400.0,90660.0,92528.0,93753.0,103526.0,103378.0,102042.0,101332.0,101095.0,100989.0,102218.0,102731.0,101536.0,99761.0
남원시 - 교원1인당 학생수＜br＞(A÷B),Statistics,13.43,13.11,13.16,12.25,13.13,11.47,11.5,10.04,9.94,8.87,8.77,8.29,7.78,7.73,7.48,7.26,7.0
남원시 - 교원수＜br＞(B),Statistics,1173.0,1173.0,1149.0,1233.0,1194.0,1136.0,1084.0,1187.0,1152.0,1215.0,1056.0,1047.0,1060.0,1032.0,1027.0,1013.0,1008.0
남원시 - 재적학생수＜br＞(A),Statistics,15752.0,15376.0,15126.0,15108.0,15677.0,13035.0,12463.0,11912.0,11456.0,10782.0,9264.0,8679.0,8243.0,7973.0,7686.0,7357.0,7060.0
남해군 - 교원1인당 학생수＜br＞(A÷B),Statistics,13.86,13.53,13.27,13.12,12.59,11.94,11.24,11.22,10.95,10.48,9.86,9.48,9.13,8.96,8.64,8.29,8.09
남해군 - 교원수＜br＞(B),Statistics,557.0,556.0,554.0,544.0,553.0,558.0,567.0,541.0,532.0,531.0,530.0,523.0,520.0,526.0,533.0,528.0,536.0
남해군 - 재적학생수＜br＞(A),Statistics,7722.0,7525.0,7353.0,7136.0,6963.0,6663.0,6375.0,6072.0,5825.0,5563.0,5227.0,4956.0,4747.0,4711.0,4605.0,4376.0,4334.0
노원구 - 교원1인당 학생수＜br＞(A÷B),Statistics,24.95,24.56,23.86,23.03,22.06,21.29,20.98,20.1,19.5,18.79,18.24,18.01,17.77,17.39,16.98,16.64,16.72
노원구 - 교원수＜br＞(B),Statistics,6978.0,7013.0,7117.0,7197.0,7303.0,7335.0,7178.0,7194.0,7110.0,7073.0,6968.0,6799.0,6722.0,6684.0,6610.0,6530.0,6345.0
노원구 - 재적학생수＜br＞(A),Statistics,174074.0,172213.0,169815.0,165740.0,161108.0,156138.0,150590.0,144621.0,138663.0,132912.0,127095.0,122472.0,119447.0,116205.0,112240.0,108681.0,106097.0
논산시 - 교원1인당 학생수＜br＞(A÷B),Statistics,18.38,17.92,17.46,16.86,16.39,15.56,15.33,14.25,13.77,13.48,12.39,11.95,11.46,11.1,10.64,10.08,9.44
논산시 - 교원수＜br＞(B),Statistics,1653.0,1650.0,1659.0,1634.0,1622.0,1647.0,1631.0,1617.0,1612.0,1582.0,1612.0,1594.0,1583.0,1570.0,1556.0,1560.0,1569.0
논산시 - 재적학생수＜br＞(A),Statistics,30384.0,29576.0,28958.0,27553.0,26591.0,25633.0,24997.0,23038.0,22201.0,21320.0,19966.0,19055.0,18149.0,17425.0,16558.0,15729.0,14812.0
단양군 - 교원1인당 학생수＜br＞(A÷B),Statistics,11.11,10.81,10.54,9.51,9.09,8.58,7.96,7.65,7.24,7.35,6.78,6.56,6.23,6.15,5.69,5.74,5.84
단양군 - 교원수＜br＞(B),Statistics,344.0,334.0,334.0,346.0,346.0,347.0,358.0,359.0,364.0,340.0,357.0,354.0,351.0,339.0,347.0,330.0,308.0
단양군 - 재적학생수＜br＞(A),Statistics,3822.0,3610.0,3520.0,3291.0,3146.0,2977.0,2850.0,2748.0,2637.0,2498.0,2420.0,2321.0,2185.0,2084.0,1973.0,1893.0,1798.0
달서구 - 교원1인당 학생수＜br＞(A÷B),Statistics,24.48,23.69,23.03,21.75,20.78,19.53,18.79,18.16,17.61,17.07,16.46,16.13,15.95,15.62,15.44,15.2,15.26
달서구 - 교원수＜br＞(B),Statistics,6703.0,6848.0,6924.0,7194.0,7322.0,7547.0,7574.0,7589.0,7468.0,7402.0,7361.0,7232.0,7076.0,6982.0,6781.0,6583.0,6353.0
달서구 - 재적학생수＜br＞(A),Statistics,164096.0,162231.0,159460.0,156490.0,152174.0,147372.0,142283.0,137825.0,131531.0,126364.0,121129.0,116648.0,112885.0,109078.0,104701.0,100070.0,96941.0
달성군 - 교원1인당 학생수＜br＞(A÷B),Statistics,17.4,17.15,16.43,15.42,14.83,14.12,13.62,13.18,12.72,12.8,12.66,12.47,12.45,12.35,12.04,12.1,11.94
달성군 - 교원수＜br＞(B),Statistics,1572.0,1606.0,1639.0,1713.0,1776.0,1831.0,1860.0,1881.0,2064.0,2312.0,2522.0,2668.0,2727.0,2882.0,3035.0,3074.0,3121.0
달성군 - 재적학생수＜br＞(A),Statistics,27348.0,27544.0,26930.0,26418.0,26346.0,25859.0,25338.0,24787.0,26259.0,29587.0,31920.0,33267.0,33960.0,35580.0,36527.0,37189.0,37252.0
담양군 - 교원1인당 학생수＜br＞(A÷B),Statistics,14.43,14.54,14.52,14.12,13.61,13.04,12.71,12.46,12.37,11.72,11.15,10.39,10.21,9.53,8.8,8.24,7.93
담양군 - 교원수＜br＞(B),Statistics,554.0,546.0,535.0,532.0,530.0,541.0,540.0,543.0,540.0,550.0,552.0,561.0,548.0,562.0,580.0,574.0,562.0
담양군 - 재적학생수＜br＞(A),Statistics,7993.0,7939.0,7766.0,7512.0,7211.0,7057.0,6865.0,6764.0,6679.0,6444.0,6153.0,5829.0,5595.0,5355.0,5105.0,4728.0,4454.0
당진시 - 교원1인당 학생수＜br＞(A÷B),Statistics,,,,,18.25,17.88,17.6,17.14,16.52,16.09,15.09,15.18,15.01,14.2,13.47,13.82,13.11
당진시 - 교원수＜br＞(B),Statistics,,,,,1481.0,1521.0,1594.0,1672.0,1632.0,1661.0,1751.0,1727.0,1707.0,1772.0,1831.0,1920.0,1993.0
당진시 - 재적학생수＜br＞(A),Statistics,,,,,27031.0,27190.0,28047.0,28659.0,26964.0,26727.0,26418.0,26209.0,25616.0,25167.0,24663.0,26542.0,26128.0
대구광역시 - 교원1인당 학생수＜br＞(A÷B),Statistics,22.49,21.82,21.23,20.17,19.32,18.51,17.83,17.2,16.62,16.18,15.39,14.99,14.86,14.5,14.18,13.96,13.86
대구광역시 - 교원수＜br＞(B),Statistics,24979.0,25224.0,25335.0,25950.0,26359.0,26990.0,27104.0,27260.0,27306.0,27199.0,27691.0,27488.0,27013.0,26957.0,26855.0,26690.0,26528.0
대구광역시 - 재적학생수＜br＞(A),Statistics,561816.0,550291.0,537867.0,523305.0,509194.0,499711.0,483171.0,468972.0,453771.0,440003.0,426210.0,411916.0,401417.0,390976.0,380891.0,372496.0,367724.0
대덕구 - 교원1인당 학생수＜br＞(A÷B),Statistics,24.16,23.32,22.84,21.44,20.86,20.4,19.54,18.75,18.09,17.08,16.79,16.6,15.58,15.02,15.42,14.85,15.2
대덕구 - 교원수＜br＞(B),Statistics,2236.0,2262.0,2237.0,2321.0,2330.0,2324.0,2334.0,2345.0,2328.0,2284.0,2253.0,2208.0,2198.0,2225.0,2148.0,2076.0,1998.0
대덕구 - 재적학생수＜br＞(A),Statistics,54031.0,52740.0,51091.0,49769.0,48605.0,47415.0,45618.0,43979.0,42109.0,39012.0,37827.0,36650.0,34253.0,33415.0,33112.0,30819.0,30363.0
대전광역시 - 교원1인당 학생수＜br＞(A÷B),Statistics,24.17,23.7,23.21,21.65,20.77,20.09,19.39,18.9,18.24,17.36,16.7,16.29,15.81,15.31,14.87,14.72,14.6
대전광역시 - 교원수＜br＞(B),Statistics,17369.0,17456.0,17553.0,18774.0,19267.0,19553.0,19865.0,19911.0,19981.0,20230.0,20411.0,20254.0,20216.0,20202.0,20217.0,19863.0,19607.0
대전광역시 - 재적학생수＜br＞(A),Statistics,419861.0,413692.0,407421.0,406494.0,400262.0,392790.0,385094.0,376414.0,364388.0,351283.0,340763.0,330007.0,319647.0,309217.0,300656.0,292481.0,286315.0
도봉구 - 교원1인당 학생수＜br＞(A÷B),Statistics,20.63,19.95,19.41,18.59,18.15,17.54,17.14,16.03,15.35,15.09,14.63,14.45,13.95,13.58,13.37,13.12,13.25
도봉구 - 교원수＜br＞(B),Statistics,3055.0,3030.0,2988.0,2984.0,2919.0,2891.0,2825.0,2863.0,2841.0,2780.0,2753.0,2673.0,2644.0,2626.0,2578.0,2517.0,2402.0
도봉구 - 재적학생수＜br＞(A),Statistics,63021.0,60435.0,58012.0,55477.0,52982.0,50711.0,48432.0,45880.0,43623.0,41942.0,40265.0,38631.0,36877.0,35655.0,34477.0,33030.0,31823.0
동구 - 교원1인당 학생수＜br＞(A÷B),Statistics,16.45,15.91,15.14,14.66,14.03,13.7,12.94,12.55,12.25,11.6,11.23,10.9,10.86,10.74,10.09,10.1,10.17
동구 - 교원수＜br＞(B),Statistics,988.0,973.0,962.0,889.0,878.0,848.0,835.0,799.0,763.0,737.0,712.0,693.0,687.0,668.0,674.0,660.0,664.0
동구 - 재적학생수＜br＞(A),Statistics,16253.0,15477.0,14560.0,13033.0,12320.0,11614.0,10808.0,10028.0,9348.0,8549.0,7997.0,7552.0,7458.0,7172.0,6801.0,6666.0,6755.0
동대문구 - 교원1인당 학생수＜br＞(A÷B),Statistics,24.85,24.36,23.55,23.02,24.93,23.85,24.66,24.52,23.91,22.94,22.62,22.69,22.67,22.33,21.67,18.45,18.68
동대문구 - 교원수＜br＞(B),Statistics,3691.0,3719.0,3789.0,3803.0,4133.0,4228.0,4470.0,4439.0,4475.0,4600.0,4621.0,4555.0,4485.0,4486.0,4533.0,3881.0,3812.0
동대문구 - 재적학생수＜br＞(A),Statistics,91736.0,90602.0,89216.0,87552.0,103042.0,100825.0,110217.0,108865.0,107011.0,105514.0,104519.0,103339.0,101697.0,100156.0,98239.0,71603.0,71227.0
동두천시 - 교원1인당 학생수＜br＞(A÷B),Statistics,18.93,18.28,17.82,17.48,17.33,17.94,15.86,16.23,15.61,15.05,14.53,13.53,13.38,13.01,12.48,13.91,13.14
동두천시 - 교원수＜br＞(B),Statistics,809.0,837.0,881.0,899.0,917.0,885.0,911.0,933.0,937.0,936.0,929.0,951.0,927.0,919.0,921.0,941.0,943.0
동두천시 - 재적학생수＜br＞(A),Statistics,15318.0,15303.0,15701.0,15717.0,15893.0,15881.0,14448.0,15138.0,14628.0,14083.0,13496.0,12869.0,12399.0,11955.0,11491.0,13090.0,12395.0
동래구 - 교원1인당 학생수＜br＞(A÷B),Statistics,18.6,18.21,17.56,16.92,16.32,15.71,15.23,14.78,14.58,14.53,13.88,13.48,13.39,13.48,13.11,13.24,13.12
동래구 - 교원수＜br＞(B),Statistics,2630.0,2602.0,2590.0,2622.0,2614.0,2607.0,2600.0,2550.0,2522.0,2454.0,2439.0,2423.0,2420.0,2389.0,2504.0,2471.0,2474.0
동래구 - 재적학생수＜br＞(A),Statistics,48928.0,47379.0,45470.0,44371.0,42657.0,40949.0,39610.0,37701.0,36766.0,35667.0,33855.0,32652.0,32392.0,32208.0,32820.0,32705.0,32468.0
동작구 - 교원1인당 학생수＜br＞(A÷B),Statistics,24.55,23.91,23.19,22.29,21.52,20.92,20.73,20.27,19.96,19.97,19.62,20.01,19.93,19.67,19.21,18.95,19.14
동작구 - 교원수＜br＞(B),Statistics,3673.0,3700.0,3770.0,3855.0,3962.0,4031.0,4038.0,4078.0,4082.0,4066.0,4132.0,4003.0,3971.0,3971.0,3997.0,3970.0,3881.0
동작구 - 재적학생수＜br＞(A),Statistics,90159.0,88478.0,87433.0,85945.0,85277.0,84330.0,83705.0,82643.0,81479.0,81217.0,81069.0,80095.0,79156.0,78100.0,76776.0,75233.0,74273.0
동해시 - 교원1인당 학생수＜br＞(A÷B),Statistics,17.93,17.95,18.0,17.25,16.68,16.0,15.26,14.88,13.86,13.32,12.55,12.16,11.78,11.26,11.01,10.91,10.71
동해시 - 교원수＜br＞(B),Statistics,993.0,1000.0,991.0,1029.0,1040.0,1044.0,1049.0,1026.0,1027.0,1003.0,938.0,933.0,932.0,957.0,949.0,934.0,914.0
동해시 - 재적학생수＜br＞(A),Statistics,17802.0,17948.0,17837.0,17749.0,17348.0,16699.0,16004.0,15271.0,14230.0,13363.0,11772.0,11347.0,10979.0,10774.0,10450.0,10187.0,9789.0
마포구 - 교원1인당 학생수＜br＞(A÷B),Statistics,23.73,22.99,22.16,21.44,21.05,20.07,19.48,19.08,18.73,18.78,18.59,18.75,18.65,18.48,18.21,17.69,17.66
마포구 - 교원수＜br＞(B),Statistics,3060.0,3102.0,3182.0,3268.0,3279.0,3333.0,3355.0,3356.0,3348.0,3285.0,3262.0,3207.0,3230.0,3231.0,3212.0,3241.0,3200.0
마포구 - 재적학생수＜br＞(A),Statistics,72617.0,71312.0,70525.0,70055.0,69018.0,66900.0,65364.0,64024.0,62721.0,61684.0,60646.0,60139.0,60255.0,59709.0,58485.0,57332.0,56505.0
목포시 - 교원1인당 학생수＜br＞(A÷B),Statistics,20.31,19.96,19.77,19.08,18.33,17.77,17.0,16.76,16.24,15.9,15.36,14.49,14.1,13.59,13.11,12.99,12.77
목포시 - 교원수＜br＞(B),Statistics,2934.0,2961.0,2914.0,2915.0,2916.0,2898.0,2925.0,2871.0,2876.0,2850.0,2839.0,2927.0,2914.0,2886.0,2905.0,2868.0,2857.0
목포시 - 재적학생수＜br＞(A),Statistics,59583.0,59114.0,57609.0,55625.0,53438.0,51494.0,49723.0,48119.0,46718.0,45315.0,43616.0,42416.0,41082.0,39208.0,38072.0,37268.0,36472.0
무안군 - 교원1인당 학생수＜br＞(A÷B),Statistics,23.73,23.66,23.38,22.51,22.45,21.92,21.36,21.36,19.84,19.06,18.37,18.24,17.64,16.61,15.92,15.37,14.35
무안군 - 교원수＜br＞(B),Statistics,1028.0,1050.0,1090.0,1142.0,1156.0,1185.0,1257.0,1258.0,1282.0,1299.0,1322.0,1320.0,1346.0,1461.0,1508.0,1506.0,1552.0
무안군 - 재적학생수＜br＞(A),Statistics,24392.0,24841.0,25481.0,25703.0,25953.0,25977.0,26847.0,26868.0,25431.0,24755.0,24288.0,24083.0,23743.0,24260.0,24011.0,23149.0,22266.0
무주군 - 교원1인당 학생수＜br＞(A÷B),Statistics,9.44,9.18,8.78,8.21,8.24,8.3,8.11,7.69,7.76,7.42,7.04,6.87,6.65,6.41,6.22,5.57,5.41
무주군 - 교원수＜br＞(B),Statistics,308.0,310.0,314.0,330.0,324.0,324.0,322.0,334.0,328.0,332.0,335.0,336.0,329.0,331.0,328.0,345.0,345.0
무주군 - 재적학생수＜br＞(A),Statistics,2907.0,2845.0,2756.0,2710.0,2669.0,2689.0,2612.0,2569.0,2544.0,2463.0,2359.0,2308.0,2187.0,2122.0,2040.0,1923.0,1866.0
문경시 - 교원1인당 학생수＜br＞(A÷B),Statistics,14.45,14.42,14.24,13.72,13.66,13.42,12.98,12.42,11.89,11.52,10.84,10.52,10.02,9.63,9.27,8.96,8.52
문경시 - 교원수＜br＞(B),Statistics,757.0,750.0,750.0,766.0,746.0,751.0,756.0,765.0,766.0,760.0,765.0,752.0,755.0,757.0,761.0,761.0,765.0
문경시 - 재적학생수＜br＞(A),Statistics,10936.0,10814.0,10678.0,10508.0,10190.0,10080.0,9814.0,9499.0,9109.0,8757.0,8292.0,7908.0,7567.0,7293.0,7056.0,6822.0,6515.0
미추홀구 - 교원1인당 학생수＜br＞(A÷B),Statistics,,,,,,,,,,,,20.25,20.08,18.9,18.25,18.75,18.81
미추홀구 - 교원수＜br＞(B),Statistics,,,,,,,,,,,,3805.0,3739.0,3913.0,3973.0,3974.0,3947.0
미추홀구 - 재적학생수＜br＞(A),Statistics,,,,,,,,,,,,77064.0,75087.0,73947.0,72511.0,74514.0,74230.0
밀양시 - 교원1인당 학생수＜br＞(A÷B),Statistics,16.99,14.43,13.8,13.09,12.45,11.86,11.66,11.5,11.18,10.57,10.31,10.3,10.16,9.94,9.63,10.93,10.64
밀양시 - 교원수＜br＞(B),Statistics,1169.0,1047.0,1044.0,1044.0,1043.0,1041.0,1016.0,993.0,974.0,991.0,976.0,949.0,946.0,965.0,972.0,1079.0,1074.0
밀양시 - 재적학생수＜br＞(A),Statistics,19863.0,15111.0,14405.0,13663.0,12989.0,12343.0,11848.0,11423.0,10889.0,10472.0,10065.0,9773.0,9614.0,9589.0,9361.0,11793.0,11424.0
보령시 - 교원1인당 학생수＜br＞(A÷B),Statistics,15.84,15.58,15.33,14.98,14.22,13.75,13.41,13.11,12.69,12.5,11.74,11.37,11.09,10.62,9.54,9.17,9.6
보령시 - 교원수＜br＞(B),Statistics,1106.0,1099.0,1093.0,1085.0,1106.0,1116.0,1113.0,1105.0,1105.0,1074.0,1121.0,1102.0,1084.0,1089.0,1093.0,1120.0,1074.0
보령시 - 재적학생수＜br＞(A),Statistics,17524.0,17125.0,16756.0,16252.0,15729.0,15348.0,14930.0,14483.0,14017.0,13422.0,13164.0,12529.0,12019.0,11568.0,10430.0,10275.0,10308.0
보성군 - 교원1인당 학생수＜br＞(A÷B),Statistics,10.03,9.76,9.55,8.94,8.66,8.33,8.12,7.62,7.27,7.22,6.85,6.15,5.8,5.57,5.44,5.29,5.01
보성군 - 교원수＜br＞(B),Statistics,617.0,602.0,582.0,581.0,573.0,575.0,564.0,566.0,559.0,534.0,533.0,549.0,550.0,545.0,536.0,531.0,534.0
보성군 - 재적학생수＜br＞(A),Statistics,6188.0,5877.0,5561.0,5196.0,4965.0,4788.0,4581.0,4312.0,4064.0,3857.0,3649.0,3378.0,3191.0,3036.0,2915.0,2810.0,2673.0
보은군 - 교원1인당 학생수＜br＞(A÷B),Statistics,10.63,10.5,9.88,9.67,9.19,8.99,8.17,7.95,7.68,7.23,6.78,6.5,5.95,5.92,5.73,5.56,5.61
보은군 - 교원수＜br＞(B),Statistics,424.0,412.0,410.0,402.0,406.0,403.0,421.0,418.0,413.0,418.0,425.0,428.0,436.0,426.0,426.0,417.0,398.0
보은군 - 재적학생수＜br＞(A),Statistics,4506.0,4327.0,4051.0,3889.0,3730.0,3623.0,3438.0,3322.0,3172.0,3024.0,2880.0,2783.0,2595.0,2520.0,2439.0,2320.0,2232.0
봉화군 - 교원1인당 학생수＜br＞(A÷B),Statistics,7.89,8.04,7.87,7.59,7.49,7.32,6.97,7.03,6.8,6.91,6.39,6.08,6.02,5.79,5.73,5.37,5.29
봉화군 - 교원수＜br＞(B),Statistics,402.0,382.0,377.0,377.0,373.0,367.0,379.0,369.0,364.0,336.0,347.0,351.0,342.0,355.0,347.0,356.0,350.0
봉화군 - 재적학생수＜br＞(A),Statistics,3172.0,3073.0,2968.0,2861.0,2792.0,2686.0,2642.0,2593.0,2475.0,2323.0,2218.0,2134.0,2058.0,2057.0,1988.0,1910.0,1850.0
부산광역시 - 교원1인당 학생수＜br＞(A÷B),Statistics,22.48,22.03,21.63,20.84,20.16,19.58,18.92,18.48,18.15,17.69,17.37,17.14,16.94,16.56,15.94,15.54,15.32
부산광역시 - 교원수＜br＞(B),Statistics,36039.0,36039.0,35813.0,36157.0,36334.0,36392.0,36603.0,36253.0,35752.0,35475.0,35125.0,34555.0,33971.0,33909.0,34235.0,34085.0,33877.0
부산광역시 - 재적학생수＜br＞(A),Statistics,810040.0,793905.0,774726.0,753350.0,732368.0,712507.0,692480.0,670043.0,648857.0,627615.0,610226.0,592113.0,575598.0,561649.0,545628.0,529550.0,519114.0
부산진구 - 교원1인당 학생수＜br＞(A÷B),Statistics,21.44,20.83,20.13,19.32,18.97,18.33,17.6,16.98,16.65,16.49,16.19,16.04,17.87,17.41,16.69,14.38,14.1
부산진구 - 교원수＜br＞(B),Statistics,4859.0,4865.0,4900.0,4982.0,4953.0,4958.0,4989.0,4883.0,4798.0,4687.0,4627.0,4511.0,3848.0,3825.0,3832.0,4372.0,4364.0
부산진구 - 재적학생수＜br＞(A),Statistics,104191.0,101353.0,98625.0,96253.0,93943.0,90885.0,87803.0,82923.0,79892.0,77297.0,74906.0,72336.0,68768.0,66600.0,63945.0,62878.0,61523.0
부안군 - 교원1인당 학생수＜br＞(A÷B),Statistics,10.9,10.33,10.18,9.47,9.27,8.96,8.92,8.35,7.96,7.39,6.9,6.57,6.38,6.29,6.08,5.87,5.75
