item,category,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
동래구 - 전산업 사업체수＜br＞(B),Statistics,,,,,,,,,,,20304.0,20095.0,19596.0
동작구 - 보건및사회복지사업체 비율＜br＞(A÷B×100),Statistics,,,,,,,,,,,5.1,5.1,5.2
동작구 - 보건업 및 사회복지서비스업 사업체수＜br＞(A),Statistics,,,,,,,,,,,1010.0,1015.0,1021.0
동작구 - 전산업 사업체수＜br＞(B),Statistics,,,,,,,,,,,19966.0,19916.0,19793.0
동해시 - 보건및사회복지사업체 비율＜br＞(A÷B×100),Statistics,,,,,,,,,,,3.1,3.1,3.2
동해시 - 보건업 및 사회복지서비스업 사업체수＜br＞(A),Statistics,,,,,,,,,,,249.0,253.0,262.0
동해시 - 전산업 사업체수＜br＞(B),Statistics,,,,,,,,,,,7985.0,8062.0,8159.0
마포구 - 보건및사회복지사업체 비율＜br＞(A÷B×100),Statistics,,,,,,,,,,,3.3,3.2,3.3
마포구 - 보건업 및 사회복지서비스업 사업체수＜br＞(A),Statistics,,,,,,,,,,,1182.0,1184.0,1227.0
마포구 - 전산업 사업체수＜br＞(B),Statistics,,,,,,,,,,,36325.0,37232.0,37290.0
목포시 - 보건및사회복지사업체 비율＜br＞(A÷B×100),Statistics,,,,,,,,,,,3.6,3.6,3.6
목포시 - 보건업 및 사회복지서비스업 사업체수＜br＞(A),Statistics,,,,,,,,,,,780.0,762.0,776.0
목포시 - 전산업 사업체수＜br＞(B),Statistics,,,,,,,,,,,21463.0,21392.0,21738.0
무안군 - 보건및사회복지사업체 비율＜br＞(A÷B×100),Statistics,,,,,,,,,,,4.7,4.5,4.4
무안군 - 보건업 및 사회복지서비스업 사업체수＜br＞(A),Statistics,,,,,,,,,,,253.0,252.0,256.0
무안군 - 전산업 사업체수＜br＞(B),Statistics,,,,,,,,,,,5396.0,5577.0,5866.0
