item,category,2016,2017,2018,2019,2020,2021,2022,2023
경기 구리시 - 범죄 - 등급,Statistics,5.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0
경기 구리시 - 생활안전 - 등급,Statistics,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0
경기 구리시 - 자살 - 등급,Statistics,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0
경기 구리시 - 화재 - 등급,Statistics,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0
경기 군포시 - 감염병 - 등급,Statistics,1.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0
경기 군포시 - 교통사고 - 등급,Statistics,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0
경기 군포시 - 범죄 - 등급,Statistics,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0
경기 군포시 - 생활안전 - 등급,Statistics,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
경기 군포시 - 자살 - 등급,Statistics,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
경기 군포시 - 화재 - 등급,Statistics,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0
경기 김포시 - 감염병 - 등급,Statistics,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0
경기 김포시 - 교통사고 - 등급,Statistics,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
경기 김포시 - 범죄 - 등급,Statistics,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0
경기 김포시 - 생활안전 - 등급,Statistics,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0
경기 김포시 - 자살 - 등급,Statistics,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
경기 김포시 - 화재 - 등급,Statistics,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0
경기 남양주시 - 감염병 - 등급,Statistics,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0
경기 남양주시 - 교통사고 - 등급,Statistics,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
경기 남양주시 - 범죄 - 등급,Statistics,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
경기 남양주시 - 생활안전 - 등급,Statistics,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
경기 남양주시 - 자살 - 등급,Statistics,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0
경기 남양주시 - 화재 - 등급,Statistics,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
경기 동두천시 - 감염병 - 등급,Statistics,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0
경기 동두천시 - 교통사고 - 등급,Statistics,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0
경기 동두천시 - 범죄 - 등급,Statistics,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0
경기 동두천시 - 생활안전 - 등급,Statistics,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0
경기 동두천시 - 자살 - 등급,Statistics,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0
