item,category,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
산청군 - 조혼인율 (천명당),Statistics,5.3,5.2,4.5,5.2,5.2,5.9,5.5,4.3,4.0,3.8,3.8,3.5,3.6,3.1,3.7,3.2,2.7,3.2,3.0,2.5,2.2,2.1,2.0,2.0
삼척시 - 조혼인율 (천명당),Statistics,5.1,5.1,5.0,4.7,5.2,4.9,5.3,5.0,4.5,5.0,5.4,4.4,4.5,4.7,4.7,4.2,4.0,4.4,3.8,3.2,2.8,3.0,3.4,3.3
상당구 - 조혼인율 (천명당),Statistics,6.0,6.1,6.0,6.1,5.5,6.2,6.1,5.7,5.4,5.5,5.9,5.5,5.6,5.1,4.8,4.5,3.9,4.0,3.8,4.0,3.6,3.4,4.0,3.9
상록구 - 조혼인율 (천명당),Statistics,,8.5,7.5,7.4,7.1,7.6,7.7,7.4,6.6,6.7,6.7,7.0,6.7,6.3,6.5,5.9,5.3,5.5,4.8,4.2,3.9,4.0,3.4,4.0
상주시 - 조혼인율 (천명당),Statistics,4.6,4.5,4.0,4.1,4.3,5.2,4.9,4.8,4.2,4.5,4.2,4.4,4.0,4.1,4.0,3.4,3.2,3.4,3.0,2.7,2.3,2.8,2.3,2.4
서구 - 조혼인율 (천명당),Statistics,6.5,5.8,5.6,5.3,5.0,5.0,5.4,5.1,5.1,5.4,5.3,5.1,5.6,4.8,4.9,4.2,4.0,3.9,3.7,3.2,3.3,3.1,2.9,2.8
서귀포시 - 조혼인율 (천명당),Statistics,6.2,6.3,5.6,5.8,5.7,6.5,6.4,6.0,5.9,6.4,6.0,6.0,5.9,5.6,6.1,5.8,5.3,5.4,5.0,4.3,4.0,3.7,3.5,3.5
서대문구 - 조혼인율 (천명당),Statistics,7.7,7.5,7.1,6.5,6.4,7.2,7.3,6.5,6.0,6.2,6.5,6.5,6.4,5.7,5.6,5.4,5.0,4.6,4.8,4.1,3.4,3.5,3.7,4.4
서북구 - 조혼인율 (천명당),Statistics,,,,,,,,8.0,7.5,8.0,8.5,8.5,7.9,7.8,8.1,7.9,7.3,7.0,6.4,5.6,5.3,4.6,4.7,5.2
서산시 - 조혼인율 (천명당),Statistics,6.0,5.3,5.2,5.8,6.5,6.6,6.9,6.3,5.9,6.5,6.4,6.5,6.4,6.2,6.2,5.9,5.7,5.8,5.0,4.3,4.3,4.3,4.0,4.5
서울특별시 - 조혼인율 (천명당),Statistics,7.5,7.1,7.1,7.0,7.0,7.3,7.5,7.0,6.7,6.9,7.1,7.1,6.9,6.5,6.5,5.9,5.5,5.4,5.0,4.7,3.9,3.8,3.9,4.6
서원구 - 조혼인율 (천명당),Statistics,,,,,,,,,,,,,,5.6,5.3,4.8,4.7,4.6,3.9,3.9,3.4,3.6,3.7,3.9
서천군 - 조혼인율 (천명당),Statistics,4.2,4.2,4.0,4.1,4.1,4.8,4.3,4.4,4.2,4.2,3.8,4.1,4.2,3.6,3.7,3.4,3.1,3.2,2.9,2.3,2.2,2.1,2.9,2.5
서초구 - 조혼인율 (천명당),Statistics,7.6,6.7,7.5,7.2,7.3,7.2,7.1,6.7,7.3,7.0,7.1,7.2,6.9,6.5,6.4,6.1,5.2,5.2,4.9,4.4,3.6,3.2,3.5,4.4
성남시 - 조혼인율 (천명당),Statistics,7.7,7.8,7.6,7.7,7.4,7.7,8.2,7.5,7.3,7.5,7.6,7.6,7.3,7.1,6.7,6.3,5.4,5.5,4.8,4.6,3.8,4.2,4.1,5.0
성동구 - 조혼인율 (천명당),Statistics,8.7,7.5,7.6,7.8,7.9,8.0,8.3,7.2,6.8,7.5,7.7,8.2,8.3,7.3,7.1,6.6,7.1,6.6,5.9,5.4,4.5,4.2,4.6,5.8
성북구 - 조혼인율 (천명당),Statistics,7.1,6.3,7.2,6.7,7.0,7.1,7.1,6.5,6.2,6.7,6.5,6.2,6.0,5.2,5.2,4.8,4.4,4.4,4.4,3.9,3.4,3.3,3.3,3.8
성산구 - 조혼인율 (천명당),Statistics,,,,,,,,,,7.1,7.3,7.0,7.0,6.2,5.8,5.7,5.2,5.3,4.4,4.1,3.5,3.9,3.5,4.5
성주군 - 조혼인율 (천명당),Statistics,4.9,3.9,4.3,5.1,5.0,5.1,5.1,5.0,4.0,4.6,4.8,4.6,4.6,3.9,3.4,3.5,3.5,4.1,3.2,3.0,2.7,2.3,3.0,2.7
세종시 - 조혼인율 (천명당),Statistics,,,,,,,,,,,,6.1,6.4,6.7,8.2,7.1,6.6,6.9,6.2,5.3,4.5,4.4,4.4,4.8
세종특별자치시 - 조혼인율 (천명당),Statistics,,,,,,,,,,,,6.1,6.4,6.7,8.2,7.1,6.6,6.9,6.2,5.3,4.5,4.4,4.4,4.8
소사구 - 조혼인율 (천명당),Statistics,6.9,7.3,6.9,7.4,7.0,7.4,7.6,6.9,6.7,6.5,6.9,6.3,6.4,6.2,5.9,,,,,,,,,4.0
속초시 - 조혼인율 (천명당),Statistics,6.7,5.4,5.3,4.9,5.0,5.4,5.1,4.8,4.7,5.3,5.0,5.3,5.2,5.4,4.7,4.3,4.4,4.2,3.9,3.8,3.7,3.8,4.1,4.4
송파구 - 조혼인율 (천명당),Statistics,7.4,7.1,7.1,6.5,6.8,6.9,7.5,7.6,7.7,7.1,7.3,7.3,6.7,6.8,6.7,6.3,6.0,5.6,5.5,4.9,3.9,3.9,3.9,4.7
수성구 - 조혼인율 (천명당),Statistics,5.1,4.5,4.5,4.2,4.0,4.4,4.7,4.2,3.9,3.9,4.0,4.0,4.4,4.1,3.7,3.5,3.2,3.0,2.8,2.5,2.4,2.3,2.4,2.9
수영구 - 조혼인율 (천명당),Statistics,5.6,5.7,5.2,5.7,5.1,5.4,6.1,5.3,4.8,5.4,5.9,6.2,6.2,6.3,6.5,5.5,5.0,4.9,4.7,4.0,3.2,3.6,3.3,3.8
수원시 - 조혼인율 (천명당),Statistics,8.1,7.8,7.3,7.1,7.2,7.8,8.1,7.5,7.1,7.1,7.4,7.6,7.2,6.9,6.8,6.6,6.0,5.8,5.1,4.7,4.4,4.3,4.6,5.5
수정구 - 조혼인율 (천명당),Statistics,8.7,9.1,8.8,9.1,8.5,9.0,9.6,8.7,8.0,8.1,8.1,8.4,7.9,7.6,6.9,6.9,5.7,6.1,5.3,5.2,4.4,4.3,4.5,5.7
수지구 - 조혼인율 (천명당),Statistics,,,,,6.4,6.3,6.2,5.7,5.5,5.9,5.9,6.2,5.7,5.4,4.9,4.6,4.4,4.4,4.4,4.0,3.2,3.0,3.5,4.2
순창군 - 조혼인율 (천명당),Statistics,5.1,3.9,4.5,3.4,4.4,5.5,5.4,4.4,4.6,5.0,4.0,4.5,3.8,3.9,3.8,3.5,3.5,2.2,3.2,2.4,1.5,1.9,2.7,2.2
순천시 - 조혼인율 (천명당),Statistics,5.1,5.3,5.0,4.9,5.2,5.5,5.6,5.7,5.0,5.3,5.4,5.2,5.3,5.2,5.0,4.7,4.4,4.6,4.2,3.6,3.7,3.8,3.8,4.4
시흥시 - 조혼인율 (천명당),Statistics,7.9,7.5,7.4,7.8,8.0,8.2,8.5,7.8,7.3,7.4,6.9,7.0,6.3,6.1,6.1,5.5,5.7,6.0,5.7,5.2,4.7,4.5,4.5,4.6
신안군 - 조혼인율 (천명당),Statistics,3.4,2.9,3.2,4.2,4.3,5.8,5.6,5.4,5.6,5.1,4.9,4.8,4.2,4.6,4.3,4.4,3.7,3.6,3.7,3.2,3.0,3.0,2.5,2.7
아산시 - 조혼인율 (천명당),Statistics,7.4,7.0,7.2,7.1,7.8,9.0,9.7,9.6,9.2,8.6,8.4,8.0,7.8,7.3,7.4,6.6,6.3,5.8,5.0,4.3,4.5,4.3,4.5,5.1
안동시 - 조혼인율 (천명당),Statistics,5.1,4.6,4.5,4.5,4.5,4.9,5.2,5.0,4.6,4.8,5.0,4.8,4.7,4.6,4.6,4.3,4.0,3.7,3.4,3.0,2.9,2.9,3.2,3.3
안산시 - 조혼인율 (천명당),Statistics,8.2,8.2,7.4,7.3,7.2,7.6,7.8,7.6,6.8,6.7,6.8,6.9,6.8,6.2,6.2,5.7,5.2,5.4,5.1,4.5,4.2,4.1,3.8,4.4
안성시 - 조혼인율 (천명당),Statistics,7.5,7.2,7.5,7.1,7.7,7.7,7.6,8.2,7.1,7.2,7.2,6.7,6.4,5.6,5.5,5.5,5.0,5.1,4.8,4.2,4.1,3.6,4.0,4.9
안양시 - 조혼인율 (천명당),Statistics,7.1,6.5,6.6,6.9,6.5,6.6,6.7,6.4,6.0,6.5,6.3,6.6,6.5,6.0,6.4,5.6,5.4,5.1,4.8,4.2,4.1,4.2,4.1,5.2
양구군 - 조혼인율 (천명당),Statistics,6.0,5.8,6.6,6.4,5.3,6.2,6.6,5.3,5.9,7.3,6.4,5.8,8.0,6.6,7.8,7.0,7.2,6.5,5.9,5.0,4.5,4.7,4.5,5.4
양산시 - 조혼인율 (천명당),Statistics,7.0,6.5,6.4,6.2,6.2,7.1,7.3,6.6,6.1,6.6,6.4,6.2,6.6,6.3,6.1,5.9,5.9,5.7,4.7,4.2,3.6,3.4,3.7,4.1
양양군 - 조혼인율 (천명당),Statistics,4.6,5.3,5.8,5.6,5.4,4.9,6.0,4.1,5.4,4.6,4.1,4.7,4.5,5.4,4.0,3.6,4.4,3.8,4.1,3.8,2.7,3.6,3.2,3.5
양주군 - 조혼인율 (천명당),Statistics,7.9,7.3,,,,,,,,,,,,,,,,,,,,,,
양주시 - 조혼인율 (천명당),Statistics,,,6.5,6.3,6.2,6.6,7.2,6.7,5.5,6.3,6.3,6.0,5.5,5.2,5.3,4.8,4.4,4.7,4.4,4.0,3.4,3.6,4.0,4.3
양천구 - 조혼인율 (천명당),Statistics,6.3,5.6,5.6,5.7,5.8,5.6,6.1,5.3,5.3,5.1,5.6,5.4,5.4,5.1,5.2,4.7,4.3,4.2,3.7,3.6,3.0,3.0,2.9,3.4
양평군 - 조혼인율 (천명당),Statistics,4.9,5.0,5.2,4.3,5.4,5.9,5.5,5.8,4.8,5.8,5.0,5.3,4.5,4.2,4.7,4.1,4.1,3.6,3.3,2.9,3.1,2.7,2.9,2.8
여수시 - 조혼인율 (천명당),Statistics,5.3,5.2,5.4,5.0,5.2,5.4,5.7,5.8,5.3,6.2,6.1,5.8,6.2,6.1,6.0,5.1,4.9,4.4,4.5,3.8,3.9,4.0,3.8,4.3
여주군 - 조혼인율 (천명당),Statistics,6.8,6.4,6.1,6.3,6.1,6.4,6.7,6.3,5.7,6.2,5.8,5.7,,,,,,,,,,,,
여주시 - 조혼인율 (천명당),Statistics,,,,,,,,,,,,,5.5,5.6,5.0,4.8,4.3,4.4,4.2,3.8,3.0,3.3,3.6,3.6
연기군 - 조혼인율 (천명당),Statistics,6.4,6.2,6.0,6.2,5.7,6.8,6.8,6.6,6.3,6.2,5.9,,,,,,,,,,,,,
연수구 - 조혼인율 (천명당),Statistics,6.1,5.8,5.3,5.4,5.4,5.6,5.3,5.6,5.2,5.5,5.6,5.8,5.4,5.6,5.2,5.1,4.7,4.6,5.0,4.1,3.8,3.2,3.4,4.2
연제구 - 조혼인율 (천명당),Statistics,5.4,5.6,5.2,5.4,5.0,5.4,5.7,5.6,5.5,5.9,5.9,5.8,5.8,5.4,5.2,5.0,4.7,4.4,4.8,3.9,3.3,3.3,3.0,4.1
연천군 - 조혼인율 (천명당),Statistics,6.1,5.7,5.8,5.8,6.4,5.9,5.8,5.7,5.9,6.0,5.0,4.9,5.4,5.0,5.4,5.1,5.5,6.0,4.9,4.8,3.8,4.0,4.0,4.7
영광군 - 조혼인율 (천명당),Statistics,4.9,4.7,4.2,4.9,4.5,5.0,5.5,4.7,4.7,4.6,4.8,4.7,5.4,4.6,4.2,4.3,4.0,3.7,4.8,3.8,3.4,3.1,3.4,4.3
영덕군 - 조혼인율 (천명당),Statistics,3.8,4.0,4.1,3.6,4.2,4.5,5.0,4.0,4.1,4.4,4.6,4.0,4.1,3.8,3.9,4.0,3.6,3.4,2.8,2.3,1.8,2.3,2.3,2.5
영도구 - 조혼인율 (천명당),Statistics,5.9,5.6,5.3,5.6,4.9,5.3,5.8,5.2,5.1,5.5,5.3,5.0,5.1,4.6,4.2,4.1,3.5,3.4,3.1,2.7,2.7,2.6,2.5,2.9
영동군 - 조혼인율 (천명당),Statistics,4.8,4.4,4.2,4.5,4.6,5.5,5.1,5.2,4.3,4.4,4.8,4.4,4.0,3.5,3.8,3.7,3.3,3.8,2.5,2.0,2.1,2.2,2.2,2.7
영등포구 - 조혼인율 (천명당),Statistics,8.5,7.9,7.7,8.2,8.6,8.7,8.8,8.4,8.3,8.2,8.5,8.1,8.1,7.8,7.9,7.1,7.0,7.4,6.8,6.6,5.6,5.3,5.5,6.8
영암군 - 조혼인율 (천명당),Statistics,5.4,5.4,5.1,5.0,5.9,5.7,6.4,6.1,6.6,7.0,6.7,5.7,6.2,5.8,5.0,4.6,4.2,3.5,4.2,3.8,3.4,3.8,3.4,4.1
영양군 - 조혼인율 (천명당),Statistics,4.4,3.3,4.6,3.2,3.9,5.5,4.0,4.6,4.3,4.0,3.9,4.0,3.4,4.0,3.7,3.9,2.6,3.1,2.9,2.7,2.6,2.4,3.0,1.9
영월군 - 조혼인율 (천명당),Statistics,5.1,4.2,5.1,4.9,5.5,4.8,5.3,3.9,4.1,4.3,5.0,4.2,4.4,3.6,4.2,4.6,3.5,3.7,3.6,2.8,2.5,2.7,2.2,3.2
영주시 - 조혼인율 (천명당),Statistics,5.0,4.0,4.5,4.0,4.5,4.7,4.8,4.3,4.8,4.5,4.2,4.3,4.1,3.6,4.0,4.1,3.7,3.6,2.8,2.7,2.8,2.9,2.7,2.6
영천시 - 조혼인율 (천명당),Statistics,5.0,5.7,5.0,4.5,5.0,5.6,5.6,5.0,4.7,4.8,4.8,5.0,5.1,4.8,4.8,4.5,4.0,3.9,4.1,3.3,3.1,3.3,2.8,2.8
영통구 - 조혼인율 (천명당),Statistics,,,7.6,7.4,7.9,8.3,8.7,8.3,7.5,7.6,8.2,8.2,8.0,8.0,7.8,7.7,6.9,6.5,5.8,5.5,4.9,4.5,5.0,6.3
예산군 - 조혼인율 (천명당),Statistics,4.4,4.2,4.1,4.5,5.1,5.6,5.0,5.0,5.0,5.0,5.1,4.8,4.4,4.6,4.0,3.7,3.5,3.3,3.7,3.1,2.6,2.8,3.7,4.3
예천군 - 조혼인율 (천명당),Statistics,4.2,3.5,3.9,3.4,4.7,4.4,5.0,5.0,4.0,4.1,3.9,3.4,4.0,3.8,4.1,3.2,3.6,4.6,3.8,4.1,3.3,3.3,3.0,3.6
오산시 - 조혼인율 (천명당),Statistics,9.9,8.0,8.2,7.6,8.6,10.1,10.4,9.4,8.7,9.9,8.8,8.1,7.9,7.4,6.8,6.6,6.2,6.2,5.5,5.1,4.4,4.4,4.5,5.3
오정구 - 조혼인율 (천명당),Statistics,7.1,6.9,6.5,6.3,6.1,6.5,7.1,6.2,6.1,6.3,6.2,6.1,5.6,5.3,5.3,,,,,,,,,3.5
옥천군 - 조혼인율 (천명당),Statistics,4.8,5.1,5.3,5.4,5.4,5.5,5.2,5.4,4.2,5.1,4.6,4.9,4.2,4.6,3.9,3.6,3.5,3.3,3.3,2.7,2.3,2.3,2.3,2.6
옹진군 - 조혼인율 (천명당),Statistics,5.1,5.3,3.7,5.0,4.9,5.9,5.9,6.9,5.3,6.5,7.0,6.2,6.8,6.6,6.3,5.3,5.6,5.8,5.2,4.2,4.5,3.5,4.9,3.6
완도군 - 조혼인율 (천명당),Statistics,4.7,4.4,4.1,4.1,4.5,4.7,4.8,4.3,5.0,4.7,5.3,4.8,5.0,4.5,5.0,4.8,4.2,3.8,4.2,3.0,2.9,2.7,3.1,2.9
완산구 - 조혼인율 (천명당),Statistics,3.5,5.7,5.4,5.2,4.8,5.2,5.3,5.2,4.7,5.2,5.7,5.3,5.4,5.1,5.0,4.5,4.3,4.1,3.8,3.5,3.0,3.5,3.2,3.8
완주군 - 조혼인율 (천명당),Statistics,7.0,7.0,6.3,6.9,7.1,7.4,7.4,7.4,6.4,7.0,5.8,6.4,5.3,5.6,5.1,4.5,4.5,4.0,3.9,3.4,3.1,3.6,4.1,5.1
용산구 - 조혼인율 (천명당),Statistics,7.6,7.0,7.3,7.2,7.4,8.0,8.5,8.3,7.3,7.5,7.9,8.0,7.7,6.8,6.7,6.2,6.2,6.4,6.0,5.4,4.6,4.4,4.7,5.4
용인시 - 조혼인율 (천명당),Statistics,7.6,7.2,6.6,6.8,7.0,7.2,7.1,6.5,6.0,6.4,6.3,6.2,6.0,5.8,5.4,4.8,4.6,4.5,4.5,4.0,3.3,3.3,3.5,4.3
울릉군 - 조혼인율 (천명당),Statistics,4.0,5.1,3.5,4.9,5.4,5.1,5.0,5.3,4.4,6.6,4.4,4.3,4.6,6.5,5.3,4.7,4.4,5.1,4.2,3.8,3.5,3.5,3.9,4.2
울산광역시 - 조혼인율 (천명당),Statistics,6.4,6.1,6.1,6.2,6.4,6.9,6.9,7.1,6.5,6.9,6.9,7.0,7.0,6.6,6.4,6.0,5.4,5.1,4.7,4.2,3.6,3.6,3.9,4.3
울주군 - 조혼인율 (천명당),Statistics,7.4,6.6,6.8,6.7,6.4,6.9,7.1,7.5,6.4,6.6,6.4,6.7,6.2,6.0,5.9,5.1,4.8,4.9,4.4,3.9,3.5,3.7,3.5,3.9
울진군 - 조혼인율 (천명당),Statistics,5.3,5.2,4.8,4.4,4.4,4.5,4.4,4.7,5.0,4.5,4.9,5.1,5.0,4.9,4.7,5.0,4.4,4.7,4.2,3.8,3.1,3.3,3.2,4.2
원미구 - 조혼인율 (천명당),Statistics,6.8,7.1,7.0,6.7,6.7,7.1,7.4,6.7,6.7,6.8,6.8,7.3,7.1,6.4,6.2,,,,,,,,,4.1
원주시 - 조혼인율 (천명당),Statistics,6.7,6.1,6.2,5.9,6.5,6.4,6.5,6.3,5.7,6.0,5.9,5.9,5.5,5.3,5.5,5.3,5.2,4.8,4.9,4.3,4.2,4.1,4.1,4.5
유성구 - 조혼인율 (천명당),Statistics,6.7,7.2,6.8,6.7,7.0,8.0,7.0,6.9,6.3,6.7,7.2,7.0,6.7,7.2,6.9,6.9,6.2,6.1,5.4,4.9,4.2,4.5,4.3,6.6
은평구 - 조혼인율 (천명당),Statistics,7.4,7.1,7.3,6.7,6.6,6.6,6.6,6.3,6.1,6.4,6.6,6.6,6.6,5.9,5.7,5.3,4.8,5.0,4.6,4.4,3.4,3.4,3.5,4.1
음성군 - 조혼인율 (천명당),Statistics,6.0,5.5,5.9,6.0,6.3,7.0,7.2,7.0,6.6,6.4,6.4,6.4,6.4,5.8,6.0,6.1,5.5,5.3,4.5,4.2,3.5,3.7,3.8,3.9
의령군 - 조혼인율 (천명당),Statistics,5.4,4.7,4.6,4.5,4.0,5.1,4.9,5.1,4.6,4.2,4.4,3.6,3.4,3.7,3.4,3.1,3.0,2.8,2.8,2.8,2.0,2.2,1.7,2.9
의성군 - 조혼인율 (천명당),Statistics,3.9,3.8,3.4,3.5,4.7,4.3,4.4,3.9,3.8,4.1,3.8,3.7,3.5,3.4,3.4,3.5,2.8,2.7,2.9,2.5,1.8,1.7,2.4,2.1
의왕시 - 조혼인율 (천명당),Statistics,5.9,5.5,5.4,5.8,6.0,5.4,6.5,6.1,5.5,6.5,6.0,6.1,6.4,5.5,5.2,4.8,4.0,4.0,4.0,4.2,3.7,3.9,3.6,3.9
의정부시 - 조혼인율 (천명당),Statistics,7.0,6.4,6.4,6.1,6.3,6.4,6.5,6.5,5.7,6.0,5.9,5.8,5.7,5.3,5.1,5.0,4.7,4.6,4.2,4.0,3.6,3.8,3.6,3.8
의창구 - 조혼인율 (천명당),Statistics,,,,,,,,,,6.5,6.3,7.0,6.2,6.2,6.0,5.4,5.1,4.7,4.7,4.3,3.6,3.8,3.1,3.9
이천시 - 조혼인율 (천명당),Statistics,7.6,7.3,6.8,6.9,6.7,7.3,7.5,7.2,6.9,7.3,7.2,6.7,6.7,6.0,5.7,5.4,5.1,5.0,5.0,4.6,4.7,4.3,4.8,5.1
익산시 - 조혼인율 (천명당),Statistics,5.8,6.1,5.8,5.7,5.9,5.5,5.9,5.8,5.2,5.6,5.6,5.3,5.4,4.9,5.1,4.5,4.2,3.6,3.5,2.9,3.2,2.5,2.8,3.5
인제군 - 조혼인율 (천명당),Statistics,5.5,4.6,5.3,5.5,5.7,6.8,6.9,6.7,5.5,6.6,5.9,6.0,6.7,7.3,7.5,7.1,6.5,6.7,6.5,5.4,4.5,5.8,4.6,5.7
인천광역시 - 조혼인율 (천명당),Statistics,6.7,6.6,6.1,6.2,6.4,6.6,6.9,6.8,6.2,6.4,6.6,6.5,6.4,6.0,5.9,5.5,5.2,5.1,4.6,4.0,3.7,3.7,3.9,4.4
일산구 - 조혼인율 (천명당),Statistics,5.9,5.4,5.3,5.6,,,,,,,,,,,,,,,,,,,,
일산동구 - 조혼인율 (천명당),Statistics,,,,,6.5,6.4,6.8,6.5,5.3,5.7,6.2,5.9,6.0,5.5,5.4,5.3,4.9,4.4,4.0,3.7,3.6,3.5,3.1,3.8
일산서구 - 조혼인율 (천명당),Statistics,,,,,4.6,4.9,5.3,5.0,4.3,4.8,5.0,5.0,4.9,4.7,4.5,4.1,3.9,3.5,3.8,3.5,3.2,3.1,3.0,3.6
임실군 - 조혼인율 (천명당),Statistics,4.4,4.7,4.7,4.6,5.6,5.7,6.6,5.4,4.2,4.7,5.0,3.5,3.7,4.3,3.1,3.7,3.7,3.3,3.5,3.1,2.2,2.6,2.9,2.1
장성군 - 조혼인율 (천명당),Statistics,4.7,5.0,5.0,4.8,5.0,5.7,5.5,5.1,5.1,4.7,4.3,4.0,4.0,4.9,4.1,3.8,3.1,3.4,3.9,3.4,2.5,2.6,2.9,3.3
장수군 - 조혼인율 (천명당),Statistics,3.9,3.4,3.7,4.0,4.9,5.4,6.1,4.8,4.6,6.2,3.4,4.4,3.2,3.4,3.6,3.5,3.4,3.3,3.3,2.4,1.8,2.4,2.6,2.8
장안구 - 조혼인율 (천명당),Statistics,7.5,7.5,6.9,6.6,6.5,7.2,7.0,6.4,6.3,6.1,6.2,6.4,6.4,5.7,5.5,4.8,4.3,4.3,3.8,3.5,3.3,3.4,3.6,4.3
장흥군 - 조혼인율 (천명당),Statistics,3.9,3.5,3.3,3.9,4.1,4.3,4.1,4.4,3.5,3.9,4.0,4.2,4.5,3.8,3.4,3.0,3.1,3.4,4.1,3.4,2.9,2.9,2.6,3.3
전국 - 조혼인율 (천명당),Statistics,6.7,6.3,6.3,6.4,6.5,6.8,7.0,6.6,6.2,6.5,6.6,6.5,6.4,6.0,5.9,5.5,5.2,5.0,4.7,4.2,3.8,3.7,3.8,4.4
전라남도 - 조혼인율 (천명당),Statistics,5.1,4.8,4.8,4.8,5.1,5.4,5.6,5.4,5.2,5.5,5.4,5.2,5.3,4.9,4.9,4.5,4.3,4.0,4.0,3.4,3.4,3.4,3.4,3.9
전북특별자치도 - 조혼인율 (천명당),Statistics,5.1,5.4,5.2,5.2,5.4,5.6,5.8,5.6,5.2,5.7,5.6,5.4,5.3,5.0,4.9,4.4,4.2,3.9,3.9,3.4,3.0,3.0,3.1,3.7
전주시 - 조혼인율 (천명당),Statistics,4.8,5.6,5.4,5.5,5.2,5.5,5.9,5.6,5.3,5.7,5.9,5.5,5.8,5.3,5.2,4.8,4.5,4.6,4.4,3.7,3.3,3.5,3.4,4.2
정선군 - 조혼인율 (천명당),Statistics,4.7,4.5,4.7,5.5,5.5,6.4,6.0,7.0,6.0,6.4,5.6,5.2,5.7,5.6,4.8,4.5,4.2,4.6,3.9,3.1,3.1,2.8,3.0,3.0
정읍시 - 조혼인율 (천명당),Statistics,5.0,4.8,4.8,4.2,5.1,5.1,5.1,4.9,4.5,4.8,4.6,4.3,4.4,4.3,4.1,3.6,3.9,3.3,3.4,2.8,2.5,2.7,2.9,2.8
제주시 - 조혼인율 (천명당),Statistics,7.0,6.7,6.4,6.4,6.2,6.4,6.2,6.2,5.8,6.2,6.4,6.1,6.4,6.2,6.0,5.9,5.8,5.6,5.1,4.5,4.0,4.1,4.0,4.3
제주특별자치도 - 조혼인율 (천명당),Statistics,6.8,6.5,6.1,6.0,6.1,6.4,6.3,6.2,5.8,6.2,6.3,6.1,6.2,6.0,6.0,5.9,5.7,5.5,5.1,4.5,4.0,4.0,3.9,4.1
제천시 - 조혼인율 (천명당),Statistics,5.4,5.1,4.5,5.1,5.2,5.6,5.6,5.1,5.2,5.1,5.2,5.4,5.1,4.8,4.7,4.6,4.2,4.3,4.0,3.1,3.0,3.4,3.2,3.1
종로구 - 조혼인율 (천명당),Statistics,7.7,7.5,7.5,6.6,6.7,6.2,7.0,6.4,5.6,6.1,6.5,6.2,5.6,5.5,5.3,5.1,4.7,4.6,4.0,3.9,3.3,3.5,3.2,3.7
중구 - 조혼인율 (천명당),Statistics,8.4,7.0,7.1,7.6,6.9,7.9,8.1,7.6,7.0,8.1,7.1,8.0,6.7,6.8,7.5,6.6,6.5,6.4,5.9,5.4,4.9,4.3,5.0,6.3
중랑구 - 조혼인율 (천명당),Statistics,7.2,6.4,6.7,6.8,6.6,6.8,7.4,6.9,6.3,6.4,6.7,6.9,6.8,6.7,6.6,6.4,5.7,5.6,5.2,4.7,4.2,4.5,4.2,4.6
중원구 - 조혼인율 (천명당),Statistics,8.2,8.1,7.7,7.4,7.1,7.8,8.3,7.7,7.1,7.0,7.3,7.2,7.0,6.5,6.2,5.8,4.9,5.4,5.0,4.8,4.1,4.4,4.6,5.3
증평군 - 조혼인율 (천명당),Statistics,5.4,4.4,5.5,6.8,5.8,6.2,7.3,6.5,6.9,7.1,7.2,6.9,7.2,6.2,7.6,7.1,6.6,6.2,5.1,5.3,3.9,5.4,5.2,4.8
진도군 - 조혼인율 (천명당),Statistics,4.1,3.3,3.7,4.3,3.7,5.3,4.7,4.5,3.7,4.4,4.2,4.3,4.5,3.5,4.4,3.9,3.5,3.7,3.9,3.0,2.7,2.6,2.6,3.1
진안군 - 조혼인율 (천명당),Statistics,4.4,4.9,4.3,4.4,5.6,5.5,5.3,4.9,4.4,5.8,4.6,4.0,4.2,3.9,3.2,3.6,2.8,3.3,3.0,2.4,2.1,2.0,1.7,2.1
진주시 - 조혼인율 (천명당),Statistics,5.5,5.5,4.8,5.3,5.4,5.7,5.6,5.5,5.1,5.6,5.5,5.2,5.3,5.0,5.0,4.8,4.6,4.3,4.0,3.6,3.8,3.2,3.4,4.0
진천군 - 조혼인율 (천명당),Statistics,7.5,6.5,6.7,6.3,6.3,7.6,7.3,6.7,6.9,7.3,6.6,6.5,5.7,6.0,5.9,5.3,5.9,5.7,5.5,5.2,4.5,4.4,4.6,5.4
진해구 - 조혼인율 (천명당),Statistics,,,,,,,,,,7.8,8.1,7.9,7.3,6.8,6.8,6.4,5.7,5.1,4.6,3.7,3.7,3.8,3.7,3.8
진해시 - 조혼인율 (천명당),Statistics,7.2,7.4,7.0,7.6,7.1,8.3,8.7,7.9,7.6,,,,,,,,,,,,,,,
창녕군 - 조혼인율 (천명당),Statistics,4.4,4.4,4.1,4.4,4.9,5.5,4.9,4.8,4.9,4.9,5.0,5.3,5.0,4.6,4.4,4.4,3.9,3.4,3.1,2.8,2.2,2.1,2.5,2.7
창원시 - 조혼인율 (천명당),Statistics,6.9,6.2,5.9,5.9,6.0,6.7,6.9,6.6,6.2,6.7,6.8,6.7,6.4,5.9,5.7,5.5,5.0,4.7,4.3,3.8,3.3,3.5,3.2,3.8
처인구 - 조혼인율 (천명당),Statistics,,,,,7.3,7.9,7.7,7.1,6.5,6.8,6.5,6.3,6.1,6.1,5.9,5.1,5.1,5.4,5.0,4.4,3.7,3.8,3.8,4.5
