item,category,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
구리시 - 유기농산물 - 건수,Statistics,,1.0,,,,,,,,0.0
구리시 - 유기농산물 - 농가수,Statistics,,1.0,,,,,,,,0.0
구리시 - 유기농산물 - 면적,Statistics,,,,,,,,,,0.0
구리시 - 유기농산물 - 출하량,Statistics,,,,,,,,,,0.0
구리시 - 저농약농산물 - 면적,Statistics,2.0,,,,,,,,,
구미시 - 계 - 건수,Statistics,50.0,46.0,49.0,56.0,37.0,39.0,38.0,32.0,40.0,41.0
구미시 - 계 - 농가수,Statistics,231.0,167.0,138.0,112.0,67.0,59.0,52.0,48.0,54.0,41.0
구미시 - 계 - 면적,Statistics,182.0,120.0,107.9,84.4,43.2,48.97,33.03,34.09,42.4,57.93
구미시 - 계 - 출하량,Statistics,1353.0,1825.0,4619.5,2888.7,2602.51,3364.05,4203.31,3393.9,3427.28,4115.11
구미시 - 무농약농산물 - 건수,Statistics,43.0,42.0,46.0,53.0,34.0,36.0,35.0,27.0,36.0,37.0
구미시 - 무농약농산물 - 농가수,Statistics,134.0,163.0,135.0,109.0,64.0,56.0,49.0,43.0,50.0,37.0
구미시 - 무농약농산물 - 면적,Statistics,107.0,118.0,104.1,80.7,39.88,46.49,30.54,31.47,39.78,55.28
구미시 - 무농약농산물 - 출하량,Statistics,875.0,1777.0,4567.4,2795.7,2546.45,3308.46,4178.31,3353.31,3397.34,4056.52
구미시 - 유기농산물 - 건수,Statistics,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0
구미시 - 유기농산물 - 농가수,Statistics,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0
구미시 - 유기농산물 - 면적,Statistics,2.0,2.0,3.8,3.7,3.32,2.49,2.49,2.62,2.62,2.65
구미시 - 유기농산물 - 출하량,Statistics,33.0,48.0,52.1,93.0,56.06,55.59,25.0,40.59,29.93,58.6
구미시 - 저농약농산물 - 건수,Statistics,3.0,,,,,,,,,
구미시 - 저농약농산물 - 농가수,Statistics,93.0,,,,,,,,,
구미시 - 저농약농산물 - 면적,Statistics,73.0,,,,,,,,,
구미시 - 저농약농산물 - 출하량,Statistics,445.0,,,,,,,,,
군산시 - 계 - 건수,Statistics,62.0,54.0,43.0,59.0,62.0,98.0,99.0,110.0,101.0,100.0
군산시 - 계 - 농가수,Statistics,605.0,715.0,601.0,494.0,525.0,492.0,460.0,454.0,435.0,408.0
군산시 - 계 - 면적,Statistics,691.0,812.0,651.0,592.2,616.75,525.84,526.33,462.97,425.52,409.35
군산시 - 계 - 출하량,Statistics,3868.0,3794.0,2603.4,2886.8,3480.68,4273.24,2862.52,2796.44,2070.81,1945.28
군산시 - 무농약농산물 - 건수,Statistics,46.0,43.0,29.0,28.0,47.0,83.0,83.0,89.0,77.0,72.0
군산시 - 무농약농산물 - 농가수,Statistics,519.0,614.0,307.0,227.0,258.0,218.0,207.0,201.0,185.0,141.0
군산시 - 무농약농산물 - 면적,Statistics,565.0,680.0,338.9,268.0,299.22,210.66,241.21,184.57,157.75,109.73
군산시 - 무농약농산물 - 출하량,Statistics,3557.0,2725.0,1781.9,1160.8,2274.67,1964.86,1763.51,1483.48,815.57,584.68
군산시 - 유기농산물 - 건수,Statistics,10.0,11.0,14.0,31.0,15.0,15.0,16.0,21.0,24.0,28.0
군산시 - 유기농산물 - 농가수,Statistics,80.0,101.0,294.0,267.0,267.0,274.0,253.0,253.0,250.0,267.0
군산시 - 유기농산물 - 면적,Statistics,120.0,132.0,312.1,324.2,317.54,315.17,285.12,278.4,267.77,299.62
군산시 - 유기농산물 - 출하량,Statistics,275.0,1069.0,821.5,1726.0,1206.01,2308.38,1099.01,1312.96,1255.25,1360.6
군산시 - 저농약농산물 - 건수,Statistics,6.0,,,,,,,,,
군산시 - 저농약농산물 - 농가수,Statistics,6.0,,,,,,,,,
군산시 - 저농약농산물 - 면적,Statistics,6.0,,,,,,,,,
군산시 - 저농약농산물 - 출하량,Statistics,36.0,,,,,,,,,
군위군 - 계 - 건수,Statistics,53.0,42.0,32.0,31.0,28.0,34.0,37.0,32.0,37.0,34.0
군위군 - 계 - 농가수,Statistics,142.0,65.0,47.0,44.0,32.0,34.0,37.0,32.0,37.0,34.0
군위군 - 계 - 면적,Statistics,148.0,57.0,48.9,45.4,30.18,23.18,24.44,23.0,31.79,33.81
군위군 - 계 - 출하량,Statistics,3508.0,483.0,356.9,1032.4,672.22,622.15,1075.49,1488.33,1135.04,860.82
군위군 - 무농약농산물 - 건수,Statistics,35.0,35.0,27.0,27.0,22.0,23.0,26.0,23.0,28.0,25.0
군위군 - 무농약농산물 - 농가수,Statistics,62.0,55.0,39.0,36.0,22.0,23.0,26.0,23.0,28.0,25.0
군위군 - 무농약농산물 - 면적,Statistics,60.0,42.0,39.4,34.9,15.37,7.41,8.04,6.98,16.13,18.14
군위군 - 무농약농산물 - 출하량,Statistics,694.0,263.0,269.0,600.0,280.84,438.24,803.02,1070.81,725.71,518.44
군위군 - 유기농산물 - 건수,Statistics,7.0,7.0,5.0,4.0,6.0,11.0,11.0,9.0,9.0,9.0
군위군 - 유기농산물 - 농가수,Statistics,10.0,10.0,8.0,8.0,10.0,11.0,11.0,9.0,9.0,9.0
군위군 - 유기농산물 - 면적,Statistics,15.0,15.0,9.5,10.5,14.81,15.77,16.41,16.02,15.67,15.67
군위군 - 유기농산물 - 출하량,Statistics,464.0,220.0,87.9,432.4,391.38,183.91,272.47,417.53,409.33,342.38
군위군 - 저농약농산물 - 건수,Statistics,11.0,,,,,,,,,
군위군 - 저농약농산물 - 농가수,Statistics,70.0,,,,,,,,,
군위군 - 저농약농산물 - 면적,Statistics,73.0,,,,,,,,,
군위군 - 저농약농산물 - 출하량,Statistics,2350.0,,,,,,,,,
군포시 - 계 - 건수,Statistics,12.0,15.0,16.0,15.0,14.0,14.0,19.0,16.0,15.0,16.0
군포시 - 계 - 농가수,Statistics,12.0,15.0,16.0,15.0,14.0,14.0,19.0,16.0,15.0,16.0
군포시 - 계 - 면적,Statistics,4.0,5.0,4.5,4.2,4.25,4.35,5.02,4.04,3.87,3.85
군포시 - 계 - 출하량,Statistics,42.0,51.0,93.5,55.3,44.85,54.65,77.06,83.63,65.03,63.44
군포시 - 무농약농산물 - 건수,Statistics,10.0,13.0,15.0,13.0,12.0,12.0,18.0,15.0,14.0,15.0
군포시 - 무농약농산물 - 농가수,Statistics,10.0,13.0,15.0,13.0,12.0,12.0,18.0,15.0,14.0,15.0
군포시 - 무농약농산물 - 면적,Statistics,4.0,5.0,4.2,4.1,4.12,4.22,5.02,4.04,3.87,3.85
군포시 - 무농약농산물 - 출하량,Statistics,39.0,47.0,93.5,54.3,41.85,52.65,77.06,83.63,65.03,63.44
군포시 - 유기농산물 - 건수,Statistics,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
군포시 - 유기농산물 - 농가수,Statistics,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
군포시 - 유기농산물 - 면적,Statistics,,,0.3,0.1,0.13,0.13,,,,0.0
군포시 - 유기농산물 - 출하량,Statistics,3.0,4.0,,1.0,3.0,2.0,,,,0.0
금산군 - 계 - 건수,Statistics,120.0,115.0,117.0,127.0,157.0,161.0,158.0,166.0,167.0,178.0
금산군 - 계 - 농가수,Statistics,163.0,124.0,126.0,128.0,157.0,161.0,158.0,166.0,167.0,178.0
금산군 - 계 - 면적,Statistics,60.0,55.0,49.7,52.5,60.44,58.76,66.78,74.62,217.29,98.73
금산군 - 계 - 출하량,Statistics,548.0,516.0,486.3,533.2,793.87,1027.95,1016.54,1028.43,1005.83,1107.3
금산군 - 무농약농산물 - 건수,Statistics,88.0,100.0,92.0,96.0,114.0,117.0,117.0,123.0,126.0,141.0
금산군 - 무농약농산물 - 농가수,Statistics,106.0,109.0,101.0,97.0,114.0,117.0,117.0,123.0,126.0,141.0
금산군 - 무농약농산물 - 면적,Statistics,46.0,44.0,35.4,37.2,42.31,41.51,50.41,57.29,200.29,67.76
금산군 - 무농약농산물 - 출하량,Statistics,330.0,357.0,323.5,381.2,522.75,779.49,713.0,736.3,716.27,863.95
금산군 - 유기농산물 - 건수,Statistics,10.0,15.0,25.0,31.0,43.0,44.0,41.0,43.0,41.0,37.0
금산군 - 유기농산물 - 농가수,Statistics,10.0,15.0,25.0,31.0,43.0,44.0,41.0,43.0,41.0,37.0
금산군 - 유기농산물 - 면적,Statistics,7.0,11.0,14.3,15.3,18.13,17.25,16.37,17.33,17.0,30.98
금산군 - 유기농산물 - 출하량,Statistics,95.0,159.0,162.8,152.0,271.11,248.47,303.55,292.12,289.56,243.35
금산군 - 저농약농산물 - 건수,Statistics,22.0,,,,,,,,,
금산군 - 저농약농산물 - 농가수,Statistics,47.0,,,,,,,,,
금산군 - 저농약농산물 - 면적,Statistics,7.0,,,,,,,,,
금산군 - 저농약농산물 - 출하량,Statistics,123.0,,,,,,,,,
금정구 - 계 - 건수,Statistics,4.0,5.0,4.0,5.0,8.0,5.0,6.0,4.0,2.0,6.0
금정구 - 계 - 농가수,Statistics,4.0,5.0,4.0,5.0,8.0,5.0,6.0,4.0,2.0,6.0
금정구 - 계 - 면적,Statistics,3.0,3.0,3.0,2.6,2.9,1.35,1.96,1.08,1.08,1.08
금정구 - 계 - 출하량,Statistics,278.0,66.0,80.0,124.4,237.88,122.96,323.47,329.08,145.0,313.69
금정구 - 무농약농산물 - 건수,Statistics,4.0,5.0,4.0,5.0,8.0,5.0,6.0,4.0,2.0,6.0
금정구 - 무농약농산물 - 농가수,Statistics,4.0,5.0,4.0,5.0,8.0,5.0,6.0,4.0,2.0,6.0
금정구 - 무농약농산물 - 면적,Statistics,3.0,3.0,3.0,2.6,2.9,1.35,1.96,1.08,1.08,1.08
금정구 - 무농약농산물 - 출하량,Statistics,278.0,66.0,80.0,124.4,237.88,122.96,323.47,329.08,145.0,313.69
금정구 - 유기농산물 - 건수,Statistics,,,,,,,,,,0.0
금정구 - 유기농산물 - 농가수,Statistics,,,,,,,,,,0.0
금정구 - 유기농산물 - 면적,Statistics,,,,,,,,,,0.0
금정구 - 유기농산물 - 출하량,Statistics,,,,,,,,,,0.0
금천구 - 계 - 건수,Statistics,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0
금천구 - 계 - 농가수,Statistics,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0
금천구 - 계 - 면적,Statistics,,,,,,,,,,0.06
금천구 - 계 - 출하량,Statistics,,,,2.5,4.0,1.6,1.8,0.7,0.4,0.64
금천구 - 무농약농산물 - 건수,Statistics,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0
금천구 - 무농약농산물 - 농가수,Statistics,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0
금천구 - 무농약농산물 - 면적,Statistics,,,,,,,,,,0.06
금천구 - 무농약농산물 - 출하량,Statistics,,,,2.5,4.0,1.6,1.8,0.7,0.4,0.64
금천구 - 유기농산물 - 건수,Statistics,,,,,,,,,,0.0
금천구 - 유기농산물 - 농가수,Statistics,,,,,,,,,,0.0
금천구 - 유기농산물 - 면적,Statistics,,,,,,,,,,0.0
금천구 - 유기농산물 - 출하량,Statistics,,,,,,,,,,0.0
기장군 - 계 - 건수,Statistics,18.0,16.0,20.0,19.0,18.0,16.0,16.0,19.0,24.0,25.0
기장군 - 계 - 농가수,Statistics,64.0,55.0,61.0,57.0,51.0,53.0,46.0,36.0,39.0,45.0
기장군 - 계 - 면적,Statistics,50.0,39.0,43.2,39.1,33.07,36.41,37.34,28.66,29.24,28.79
기장군 - 계 - 출하량,Statistics,794.0,106.0,811.6,859.2,576.62,201.75,208.67,274.15,346.79,229.93
기장군 - 무농약농산물 - 건수,Statistics,15.0,15.0,19.0,18.0,17.0,15.0,14.0,17.0,22.0,22.0
기장군 - 무농약농산물 - 농가수,Statistics,53.0,54.0,60.0,56.0,50.0,52.0,44.0,34.0,37.0,42.0
기장군 - 무농약농산물 - 면적,Statistics,44.0,38.0,42.6,38.5,32.49,35.83,36.13,27.49,28.29,27.76
기장군 - 무농약농산물 - 출하량,Statistics,662.0,106.0,782.0,823.2,576.62,186.75,193.67,253.85,326.79,207.13
기장군 - 유기농산물 - 건수,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0
기장군 - 유기농산물 - 농가수,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0
기장군 - 유기농산물 - 면적,Statistics,2.0,1.0,0.6,0.6,0.58,0.58,1.21,1.17,0.95,1.03
기장군 - 유기농산물 - 출하량,Statistics,132.0,,29.6,36.0,,15.0,15.0,20.3,20.0,22.8
기장군 - 저농약농산물 - 건수,Statistics,2.0,,,,,,,,,
기장군 - 저농약농산물 - 농가수,Statistics,10.0,,,,,,,,,
기장군 - 저농약농산물 - 면적,Statistics,4.0,,,,,,,,,
김제시 - 계 - 건수,Statistics,130.0,95.0,98.0,81.0,92.0,77.0,82.0,75.0,70.0,62.0
김제시 - 계 - 농가수,Statistics,483.0,367.0,350.0,254.0,254.0,218.0,216.0,165.0,144.0,94.0
김제시 - 계 - 면적,Statistics,538.0,433.0,408.1,320.5,303.48,281.66,285.2,220.37,190.69,143.03
김제시 - 계 - 출하량,Statistics,4679.0,3414.0,3422.9,2327.1,2504.85,2318.2,2327.46,2022.19,1639.08,1271.6
김제시 - 무농약농산물 - 건수,Statistics,81.0,71.0,74.0,55.0,65.0,50.0,55.0,48.0,46.0,40.0
김제시 - 무농약농산물 - 농가수,Statistics,252.0,186.0,184.0,112.0,131.0,98.0,100.0,53.0,46.0,40.0
김제시 - 무농약농산물 - 면적,Statistics,262.0,218.0,208.9,136.4,156.62,140.99,123.51,75.73,68.79,61.22
김제시 - 무농약농산물 - 출하량,Statistics,1998.0,1712.0,1721.6,1032.8,1138.62,972.22,1244.47,1194.54,963.2,967.1
김제시 - 유기농산물 - 건수,Statistics,22.0,24.0,24.0,26.0,27.0,27.0,27.0,27.0,24.0,22.0
김제시 - 유기농산물 - 농가수,Statistics,179.0,181.0,166.0,142.0,123.0,120.0,116.0,112.0,98.0,54.0
김제시 - 유기농산물 - 면적,Statistics,222.0,215.0,199.2,184.1,146.86,140.67,161.69,144.64,121.9,81.81
김제시 - 유기농산물 - 출하량,Statistics,2056.0,1702.0,1701.3,1294.3,1366.23,1345.98,1082.99,827.65,675.89,304.5
김제시 - 저농약농산물 - 건수,Statistics,27.0,,,,,,,,,
김제시 - 저농약농산물 - 농가수,Statistics,52.0,,,,,,,,,
김제시 - 저농약농산물 - 면적,Statistics,54.0,,,,,,,,,
김제시 - 저농약농산물 - 출하량,Statistics,625.0,,,,,,,,,
김천시 - 계 - 건수,Statistics,225.0,118.0,145.0,124.0,117.0,120.0,123.0,106.0,107.0,103.0
김천시 - 계 - 농가수,Statistics,836.0,188.0,184.0,138.0,130.0,133.0,127.0,110.0,111.0,107.0
김천시 - 계 - 면적,Statistics,494.0,90.0,95.6,80.4,93.4,97.13,89.57,80.09,99.58,143.25
김천시 - 계 - 출하량,Statistics,8945.0,5421.0,8109.1,6425.1,9508.07,9159.78,9319.12,10960.19,16503.74,15598.45
김천시 - 무농약농산물 - 건수,Statistics,106.0,109.0,136.0,115.0,107.0,108.0,111.0,92.0,90.0,87.0
김천시 - 무농약농산물 - 농가수,Statistics,163.0,178.0,174.0,129.0,120.0,121.0,115.0,96.0,94.0,91.0
김천시 - 무농약농산물 - 면적,Statistics,90.0,83.0,89.9,72.0,84.13,86.85,79.56,69.73,66.43,110.63
김천시 - 무농약농산물 - 출하량,Statistics,7254.0,5385.0,7961.5,6402.6,9487.49,9123.68,9307.71,10854.12,16451.08,15464.49
김천시 - 유기농산물 - 건수,Statistics,12.0,9.0,9.0,9.0,10.0,12.0,12.0,14.0,17.0,16.0
김천시 - 유기농산물 - 농가수,Statistics,13.0,10.0,10.0,9.0,10.0,12.0,12.0,14.0,17.0,16.0
김천시 - 유기농산물 - 면적,Statistics,7.0,7.0,5.7,8.4,9.27,10.27,10.01,10.37,33.15,32.62
김천시 - 유기농산물 - 출하량,Statistics,219.0,36.0,147.6,22.5,20.58,36.1,11.41,106.08,52.66,133.97
김천시 - 저농약농산물 - 건수,Statistics,107.0,,,,,,,,,
김천시 - 저농약농산물 - 농가수,Statistics,660.0,,,,,,,,,
김천시 - 저농약농산물 - 면적,Statistics,397.0,,,,,,,,,
김천시 - 저농약농산물 - 출하량,Statistics,1472.0,,,,,,,,,
김포시 - 계 - 건수,Statistics,126.0,113.0,103.0,105.0,119.0,110.0,116.0,118.0,118.0,122.0
김포시 - 계 - 농가수,Statistics,149.0,135.0,130.0,141.0,167.0,146.0,159.0,176.0,177.0,193.0
김포시 - 계 - 면적,Statistics,148.0,155.0,158.3,145.3,148.05,150.66,170.76,180.75,216.98,232.27
김포시 - 계 - 출하량,Statistics,1704.0,1923.0,1307.7,1715.0,1730.88,1671.15,1818.67,1463.66,1693.79,1875.74
김포시 - 무농약농산물 - 건수,Statistics,116.0,104.0,92.0,94.0,108.0,99.0,104.0,106.0,106.0,110.0
김포시 - 무농약농산물 - 농가수,Statistics,137.0,126.0,119.0,130.0,156.0,135.0,147.0,159.0,155.0,172.0
김포시 - 무농약농산물 - 면적,Statistics,138.0,149.0,151.6,137.4,141.54,145.23,165.79,167.68,200.82,214.96
김포시 - 무농약농산물 - 출하량,Statistics,1476.0,1776.0,1209.4,1641.5,1692.05,1627.51,1791.77,1389.15,1586.53,1651.96
김포시 - 유기농산물 - 건수,Statistics,8.0,9.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0
김포시 - 유기농산물 - 농가수,Statistics,8.0,9.0,11.0,11.0,11.0,11.0,12.0,17.0,22.0,21.0
김포시 - 유기농산물 - 면적,Statistics,8.0,6.0,6.7,7.9,6.5,5.43,4.96,13.07,16.16,17.31
김포시 - 유기농산물 - 출하량,Statistics,198.0,147.0,98.3,73.5,38.84,43.64,26.91,74.51,107.25,223.78
김포시 - 저농약농산물 - 건수,Statistics,2.0,,,,,,,,,
김포시 - 저농약농산물 - 농가수,Statistics,4.0,,,,,,,,,
김포시 - 저농약농산물 - 면적,Statistics,2.0,,,,,,,,,
김포시 - 저농약농산물 - 출하량,Statistics,30.0,,,,,,,,,
김해시 - 계 - 건수,Statistics,104.0,101.0,115.0,106.0,119.0,116.0,115.0,118.0,108.0,111.0
김해시 - 계 - 농가수,Statistics,431.0,382.0,422.0,454.0,469.0,461.0,435.0,417.0,410.0,407.0
김해시 - 계 - 면적,Statistics,409.0,323.0,339.5,366.6,358.96,355.67,333.99,331.42,311.49,265.77
김해시 - 계 - 출하량,Statistics,2381.0,2382.0,2809.5,3105.7,3437.64,4042.5,3878.26,3454.28,3851.83,3376.78
김해시 - 무농약농산물 - 건수,Statistics,82.0,86.0,96.0,87.0,93.0,89.0,87.0,92.0,83.0,88.0
김해시 - 무농약농산물 - 농가수,Statistics,368.0,358.0,377.0,405.0,414.0,394.0,365.0,344.0,342.0,340.0
김해시 - 무농약농산물 - 면적,Statistics,284.0,292.0,302.7,329.6,319.0,292.46,281.89,261.93,244.96,216.9
김해시 - 무농약농산물 - 출하량,Statistics,1850.0,2072.0,2415.2,2791.8,3103.02,3649.14,3418.01,2856.4,3253.8,3000.96
김해시 - 유기농산물 - 건수,Statistics,15.0,15.0,19.0,19.0,26.0,27.0,28.0,26.0,25.0,23.0
김해시 - 유기농산물 - 농가수,Statistics,38.0,24.0,45.0,49.0,55.0,67.0,70.0,73.0,68.0,67.0
김해시 - 유기농산물 - 면적,Statistics,53.0,31.0,36.8,37.0,39.95,63.21,52.1,69.49,66.53,48.87
김해시 - 유기농산물 - 출하량,Statistics,271.0,310.0,394.3,313.9,334.62,393.36,460.25,597.88,598.03,375.82
김해시 - 저농약농산물 - 건수,Statistics,7.0,,,,,,,,,
김해시 - 저농약농산물 - 농가수,Statistics,25.0,,,,,,,,,
김해시 - 저농약농산물 - 면적,Statistics,72.0,,,,,,,,,
김해시 - 저농약농산물 - 출하량,Statistics,260.0,,,,,,,,,
나주시 - 계 - 건수,Statistics,223.0,240.0,268.0,259.0,275.0,288.0,244.0,209.0,220.0,202.0
나주시 - 계 - 농가수,Statistics,1044.0,854.0,789.0,826.0,781.0,765.0,642.0,503.0,483.0,429.0
나주시 - 계 - 면적,Statistics,1088.0,953.0,791.4,891.7,897.79,886.22,770.17,626.47,571.53,525.65
나주시 - 계 - 출하량,Statistics,18000.0,8381.0,11106.7,10351.9,8877.65,10840.5,11925.37,7626.44,8107.4,7443.0
나주시 - 무농약농산물 - 건수,Statistics,172.0,225.0,253.0,238.0,251.0,253.0,209.0,181.0,185.0,164.0
나주시 - 무농약농산물 - 농가수,Statistics,593.0,719.0,691.0,655.0,586.0,495.0,291.0,204.0,212.0,180.0
나주시 - 무농약농산물 - 면적,Statistics,660.0,779.0,667.4,634.4,615.88,507.28,272.98,220.95,209.87,221.36
나주시 - 무농약농산물 - 출하량,Statistics,8777.0,7699.0,10395.1,9341.2,7855.24,9641.4,10054.82,6655.75,6999.56,6437.47
나주시 - 유기농산물 - 건수,Statistics,14.0,15.0,15.0,21.0,24.0,35.0,35.0,28.0,35.0,38.0
나주시 - 유기농산물 - 농가수,Statistics,95.0,135.0,98.0,171.0,195.0,270.0,351.0,299.0,271.0,249.0
나주시 - 유기농산물 - 면적,Statistics,105.0,174.0,124.0,257.3,281.91,378.94,497.18,405.51,361.67,304.28
나주시 - 유기농산물 - 출하량,Statistics,436.0,682.0,711.6,1010.7,1022.4,1199.1,1870.55,970.7,1107.83,1005.53
나주시 - 저농약농산물 - 건수,Statistics,37.0,,,,,,,,,
나주시 - 저농약농산물 - 농가수,Statistics,356.0,,,,,,,,,
나주시 - 저농약농산물 - 면적,Statistics,323.0,,,,,,,,,
나주시 - 저농약농산물 - 출하량,Statistics,8787.0,,,,,,,,,
남구 - 계 - 건수,Statistics,3.0,3.0,1.0,18.0,20.0,1.0,1.0,1.0,1.0,1.0
남구 - 계 - 농가수,Statistics,3.0,3.0,1.0,18.0,20.0,1.0,1.0,1.0,1.0,1.0
남구 - 계 - 면적,Statistics,5.0,6.0,6.5,6.8,6.34,5.59,0.01,0.02,0.02,0.02
남구 - 계 - 출하량,Statistics,1.0,1.0,0.8,41.3,29.46,85.35,0.8,1.0,8.75,20.15
남구 - 무농약농산물 - 건수,Statistics,3.0,3.0,1.0,15.0,18.0,1.0,1.0,1.0,1.0,1.0
남구 - 무농약농산물 - 농가수,Statistics,3.0,3.0,1.0,15.0,18.0,1.0,1.0,1.0,1.0,1.0
남구 - 무농약농산물 - 면적,Statistics,4.0,5.0,5.9,6.2,5.99,5.2,0.01,0.02,0.02,0.02
남구 - 무농약농산물 - 출하량,Statistics,1.0,1.0,0.8,40.2,28.7,84.04,0.8,1.0,8.75,20.15
남구 - 유기농산물 - 건수,Statistics,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0
남구 - 유기농산물 - 농가수,Statistics,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0
남구 - 유기농산물 - 면적,Statistics,1.0,1.0,0.6,0.6,0.35,0.39,0.39,0.47,1.23,0.0
남구 - 유기농산물 - 출하량,Statistics,3.0,3.0,3.8,1.1,0.76,1.31,2.2,,14.35,0.0
남구 - 저농약농산물 - 건수,Statistics,1.0,,,,,,,,,
남구 - 저농약농산물 - 농가수,Statistics,1.0,,,,,,,,,
남구 - 저농약농산물 - 출하량,Statistics,4.0,,,,,,,,,
남동구 - 계 - 건수,Statistics,13.0,11.0,7.0,8.0,8.0,7.0,4.0,7.0,6.0,6.0
남동구 - 계 - 농가수,Statistics,30.0,16.0,13.0,14.0,14.0,14.0,11.0,14.0,13.0,11.0
남동구 - 계 - 면적,Statistics,29.0,7.0,6.4,6.2,6.55,5.91,5.56,4.77,4.58,3.74
남동구 - 계 - 출하량,Statistics,341.0,352.0,312.6,365.3,375.24,216.14,222.81,191.24,185.48,115.86
남동구 - 무농약농산물 - 건수,Statistics,4.0,3.0,4.0,5.0,5.0,5.0,3.0,6.0,5.0,5.0
남동구 - 무농약농산물 - 농가수,Statistics,5.0,3.0,4.0,5.0,5.0,5.0,3.0,6.0,5.0,5.0
남동구 - 무농약농산물 - 면적,Statistics,3.0,,0.6,0.7,0.78,0.78,0.32,0.4,0.21,0.21
남동구 - 무농약농산물 - 출하량,Statistics,13.0,9.0,11.8,15.5,21.64,15.6,16.01,17.61,7.55,10.71
남동구 - 유기농산물 - 건수,Statistics,6.0,8.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0
남동구 - 유기농산물 - 농가수,Statistics,11.0,13.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,6.0
남동구 - 유기농산물 - 면적,Statistics,8.0,7.0,5.8,5.5,5.77,5.13,5.23,4.37,4.37,3.53
남동구 - 유기농산물 - 출하량,Statistics,328.0,343.0,300.8,349.8,353.59,200.55,206.81,173.63,177.93,105.15
남동구 - 저농약농산물 - 건수,Statistics,3.0,,,,,,,,,
남동구 - 저농약농산물 - 농가수,Statistics,14.0,,,,,,,,,
남동구 - 저농약농산물 - 면적,Statistics,18.0,,,,,,,,,
남원시 - 계 - 건수,Statistics,159.0,173.0,144.0,146.0,173.0,183.0,183.0,184.0,179.0,171.0
남원시 - 계 - 농가수,Statistics,408.0,379.0,328.0,298.0,276.0,263.0,245.0,235.0,223.0,211.0
남원시 - 계 - 면적,Statistics,480.0,455.0,397.1,351.2,328.34,311.98,318.35,283.18,279.1,280.09
남원시 - 계 - 출하량,Statistics,3255.0,4041.0,4212.6,3535.0,3364.73,2736.47,2863.78,2949.6,2548.07,1669.1
남원시 - 무농약농산물 - 건수,Statistics,113.0,127.0,106.0,97.0,117.0,122.0,126.0,129.0,123.0,109.0
남원시 - 무농약농산물 - 농가수,Statistics,246.0,254.0,212.0,178.0,162.0,142.0,134.0,138.0,132.0,113.0
남원시 - 무농약농산물 - 면적,Statistics,276.0,278.0,235.9,183.2,162.8,132.95,148.46,137.94,148.35,141.97
남원시 - 무농약농산물 - 출하량,Statistics,1873.0,2288.0,2678.2,1852.7,1858.38,1430.95,1483.79,1799.69,1498.76,1089.82
남원시 - 유기농산물 - 건수,Statistics,36.0,46.0,38.0,49.0,56.0,61.0,57.0,55.0,56.0,62.0
남원시 - 유기농산물 - 농가수,Statistics,102.0,125.0,116.0,120.0,114.0,121.0,111.0,97.0,91.0,98.0
남원시 - 유기농산물 - 면적,Statistics,143.0,177.0,161.2,168.0,165.54,179.03,169.9,145.24,130.75,138.12
남원시 - 유기농산물 - 출하량,Statistics,843.0,1753.0,1534.4,1682.3,1506.35,1305.52,1379.99,1149.91,1049.31,579.28
남원시 - 저농약농산물 - 건수,Statistics,10.0,,,,,,,,,
남원시 - 저농약농산물 - 농가수,Statistics,60.0,,,,,,,,,
남원시 - 저농약농산물 - 면적,Statistics,61.0,,,,,,,,,
남원시 - 저농약농산물 - 출하량,Statistics,539.0,,,,,,,,,
남해군 - 계 - 건수,Statistics,137.0,123.0,124.0,120.0,134.0,139.0,142.0,149.0,136.0,123.0
남해군 - 계 - 농가수,Statistics,418.0,361.0,328.0,288.0,281.0,268.0,244.0,238.0,219.0,212.0
남해군 - 계 - 면적,Statistics,285.0,257.0,239.9,224.0,227.06,212.35,194.74,203.54,186.42,167.66
남해군 - 계 - 출하량,Statistics,550.0,531.0,600.3,461.1,591.26,633.84,613.78,661.0,550.71,608.03
남해군 - 무농약농산물 - 건수,Statistics,126.0,112.0,113.0,105.0,110.0,110.0,107.0,101.0,86.0,74.0
