item,category,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
상주시 - 유기농산물 - 농가수,Statistics,144.0,142.0,138.0,130.0,121.0,120.0,127.0,114.0,129.0,119.0
상주시 - 유기농산물 - 면적,Statistics,242.0,233.0,216.6,198.0,198.66,204.71,201.15,194.36,191.79,171.08
상주시 - 유기농산물 - 출하량,Statistics,975.0,1146.0,913.6,1026.5,1126.21,1089.49,1128.47,945.52,889.02,794.58
상주시 - 저농약농산물 - 건수,Statistics,21.0,,,,,,,,,
상주시 - 저농약농산물 - 농가수,Statistics,194.0,,,,,,,,,
상주시 - 저농약농산물 - 면적,Statistics,168.0,,,,,,,,,
상주시 - 저농약농산물 - 출하량,Statistics,1655.0,,,,,,,,,
서구 - 계 - 건수,Statistics,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0
서구 - 계 - 농가수,Statistics,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0
서구 - 계 - 면적,Statistics,1.0,1.0,0.7,0.5,0.5,0.5,1.18,0.41,0.69,0.0
서구 - 계 - 출하량,Statistics,3.0,1.0,1.8,1.5,0.52,1.4,46.23,50.73,1.07,0.0
서구 - 무농약농산물 - 건수,Statistics,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0
서구 - 무농약농산물 - 농가수,Statistics,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0
서구 - 무농약농산물 - 면적,Statistics,1.0,1.0,0.3,0.1,0.12,0.12,1.18,0.41,0.69,0.0
서구 - 무농약농산물 - 출하량,Statistics,3.0,1.0,1.8,1.5,0.52,1.4,46.23,50.73,1.07,0.0
서구 - 유기농산물 - 건수,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,0.0
서구 - 유기농산물 - 농가수,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,0.0
서구 - 유기농산물 - 면적,Statistics,1.0,,0.4,0.4,0.38,0.38,0.5,,,0.0
서구 - 유기농산물 - 출하량,Statistics,5.0,5.0,5.5,2.9,3.03,2.67,2.1,1.08,0.4,0.0
서구 - 저농약농산물 - 건수,Statistics,2.0,,,,,,,,,
서구 - 저농약농산물 - 농가수,Statistics,2.0,,,,,,,,,
서구 - 저농약농산물 - 면적,Statistics,2.0,,,,,,,,,
서귀포시 - 계 - 건수,Statistics,409.0,403.0,397.0,384.0,438.0,455.0,459.0,437.0,428.0,396.0
서귀포시 - 계 - 농가수,Statistics,445.0,444.0,428.0,414.0,466.0,480.0,484.0,437.0,428.0,396.0
서귀포시 - 계 - 면적,Statistics,1432.0,1277.0,1208.3,1172.8,1199.77,1183.84,1186.61,1301.01,1336.21,1321.39
서귀포시 - 계 - 출하량,Statistics,6397.0,9625.0,16117.0,4502.6,17786.37,9280.01,17261.41,13780.3,16047.0,13622.24
서귀포시 - 무농약농산물 - 건수,Statistics,319.0,325.0,307.0,284.0,318.0,312.0,305.0,277.0,261.0,223.0
서귀포시 - 무농약농산물 - 농가수,Statistics,328.0,332.0,313.0,289.0,318.0,312.0,305.0,277.0,261.0,223.0
서귀포시 - 무농약농산물 - 면적,Statistics,563.0,458.0,430.0,384.7,394.31,386.69,398.95,545.76,567.29,545.77
서귀포시 - 무농약농산물 - 출하량,Statistics,4174.0,7672.0,9706.6,3410.9,9874.96,3265.31,9468.23,7397.88,7994.17,5987.15
서귀포시 - 유기농산물 - 건수,Statistics,66.0,78.0,90.0,100.0,120.0,143.0,154.0,160.0,167.0,173.0
서귀포시 - 유기농산물 - 농가수,Statistics,90.0,112.0,115.0,125.0,148.0,168.0,179.0,160.0,167.0,173.0
서귀포시 - 유기농산물 - 면적,Statistics,842.0,819.0,778.3,788.1,805.46,797.15,787.66,755.25,768.92,775.62
서귀포시 - 유기농산물 - 출하량,Statistics,1685.0,1953.0,6410.4,1091.7,7911.42,6014.69,7793.18,6382.43,8052.83,7635.09
서귀포시 - 저농약농산물 - 건수,Statistics,24.0,,,,,,,,,
서귀포시 - 저농약농산물 - 농가수,Statistics,27.0,,,,,,,,,
서귀포시 - 저농약농산물 - 면적,Statistics,27.0,,,,,,,,,
서귀포시 - 저농약농산물 - 출하량,Statistics,538.0,,,,,,,,,
서대문구 - 계 - 건수,Statistics,,,1.0,1.0,,,,1.0,1.0,1.0
서대문구 - 계 - 농가수,Statistics,,,1.0,1.0,,,,1.0,1.0,1.0
서대문구 - 계 - 면적,Statistics,,,,,,,,,,0.0
서대문구 - 계 - 출하량,Statistics,,,0.4,,,,,,,0.0
서대문구 - 무농약농산물 - 건수,Statistics,,,1.0,1.0,,,,1.0,1.0,1.0
서대문구 - 무농약농산물 - 농가수,Statistics,,,1.0,1.0,,,,1.0,1.0,1.0
서대문구 - 무농약농산물 - 면적,Statistics,,,,,,,,,,0.0
서대문구 - 무농약농산물 - 출하량,Statistics,,,0.4,,,,,,,0.0
서대문구 - 유기농산물 - 건수,Statistics,,,,,,,,,,0.0
서대문구 - 유기농산물 - 농가수,Statistics,,,,,,,,,,0.0
서대문구 - 유기농산물 - 면적,Statistics,,,,,,,,,,0.0
서대문구 - 유기농산물 - 출하량,Statistics,,,,,,,,,,0.0
서산시 - 계 - 건수,Statistics,79.0,84.0,84.0,72.0,89.0,102.0,103.0,101.0,103.0,97.0
서산시 - 계 - 농가수,Statistics,127.0,125.0,126.0,100.0,123.0,106.0,128.0,130.0,133.0,128.0
서산시 - 계 - 면적,Statistics,210.0,188.0,142.4,148.9,168.99,169.85,180.43,175.34,185.01,187.21
서산시 - 계 - 출하량,Statistics,993.0,814.0,1174.4,727.4,893.79,1992.49,1120.73,968.34,1098.17,1111.3
서산시 - 무농약농산물 - 건수,Statistics,63.0,69.0,67.0,58.0,73.0,86.0,86.0,85.0,78.0,73.0
서산시 - 무농약농산물 - 농가수,Statistics,111.0,110.0,84.0,68.0,87.0,90.0,86.0,89.0,85.0,79.0
서산시 - 무농약농산물 - 면적,Statistics,124.0,112.0,73.7,61.2,82.61,97.04,94.11,94.36,85.4,87.95
서산시 - 무농약농산물 - 출하량,Statistics,827.0,672.0,770.3,555.4,754.64,1690.88,856.34,651.41,752.04,774.16
서산시 - 유기농산물 - 건수,Statistics,12.0,15.0,17.0,14.0,16.0,16.0,17.0,16.0,25.0,24.0
서산시 - 유기농산물 - 농가수,Statistics,12.0,15.0,42.0,32.0,36.0,16.0,42.0,41.0,48.0,49.0
서산시 - 유기농산물 - 면적,Statistics,76.0,76.0,68.7,87.7,86.38,72.81,86.31,80.98,99.62,99.25
서산시 - 유기농산물 - 출하량,Statistics,166.0,142.0,404.1,172.0,139.15,301.61,264.39,316.93,346.12,337.14
서산시 - 저농약농산물 - 건수,Statistics,4.0,,,,,,,,,
서산시 - 저농약농산물 - 농가수,Statistics,4.0,,,,,,,,,
서산시 - 저농약농산물 - 면적,Statistics,10.0,,,,,,,,,
서울특별시 소계 - 계 - 건수,Statistics,69.0,67.0,67.0,65.0,76.0,76.0,62.0,72.0,60.0,68.0
서울특별시 소계 - 계 - 농가수,Statistics,69.0,67.0,67.0,65.0,76.0,76.0,62.0,72.0,60.0,68.0
서울특별시 소계 - 계 - 면적,Statistics,15.0,12.0,14.7,20.8,24.92,21.94,19.82,18.77,16.42,14.91
서울특별시 소계 - 계 - 출하량,Statistics,1048.0,1050.0,480.1,451.0,607.92,445.79,352.57,380.38,352.94,311.9
서울특별시 소계 - 무농약농산물 - 건수,Statistics,62.0,63.0,63.0,59.0,69.0,67.0,55.0,63.0,53.0,55.0
서울특별시 소계 - 무농약농산물 - 농가수,Statistics,62.0,63.0,63.0,59.0,69.0,67.0,55.0,63.0,53.0,55.0
서울특별시 소계 - 무농약농산물 - 면적,Statistics,13.0,12.0,14.7,20.8,24.92,21.94,19.82,18.77,16.42,14.77
서울특별시 소계 - 무농약농산물 - 출하량,Statistics,986.0,1043.0,467.2,423.0,526.99,432.67,349.46,375.38,349.89,300.2
서울특별시 소계 - 유기농산물 - 건수,Statistics,6.0,4.0,4.0,6.0,7.0,9.0,7.0,9.0,7.0,13.0
서울특별시 소계 - 유기농산물 - 농가수,Statistics,6.0,4.0,4.0,6.0,7.0,9.0,7.0,9.0,7.0,13.0
서울특별시 소계 - 유기농산물 - 면적,Statistics,1.0,,,,,,,,,0.14
서울특별시 소계 - 유기농산물 - 출하량,Statistics,22.0,7.0,12.9,28.0,80.93,13.12,3.11,5.0,3.05,11.7
서울특별시 소계 - 저농약농산물 - 건수,Statistics,1.0,,,,,,,,,
서울특별시 소계 - 저농약농산물 - 농가수,Statistics,1.0,,,,,,,,,
서울특별시 소계 - 저농약농산물 - 면적,Statistics,1.0,,,,,,,,,
서울특별시 소계 - 저농약농산물 - 출하량,Statistics,40.0,,,,,,,,,
서천군 - 계 - 건수,Statistics,48.0,63.0,61.0,68.0,77.0,76.0,65.0,53.0,59.0,50.0
서천군 - 계 - 농가수,Statistics,548.0,554.0,529.0,581.0,543.0,504.0,498.0,474.0,460.0,382.0
서천군 - 계 - 면적,Statistics,631.0,614.0,569.4,664.2,612.39,566.17,523.39,514.95,496.93,428.97
서천군 - 계 - 출하량,Statistics,3420.0,3378.0,3077.5,2426.5,3217.34,2245.54,2940.09,1870.71,2090.47,1789.17
서천군 - 무농약농산물 - 건수,Statistics,45.0,58.0,57.0,63.0,72.0,68.0,55.0,41.0,46.0,38.0
서천군 - 무농약농산물 - 농가수,Statistics,545.0,499.0,452.0,503.0,492.0,454.0,433.0,399.0,393.0,336.0
서천군 - 무농약농산물 - 면적,Statistics,627.0,482.0,436.0,528.0,499.39,454.66,390.89,364.8,356.29,310.92
서천군 - 무농약농산물 - 출하량,Statistics,3379.0,3160.0,2695.6,2306.2,2900.53,2085.21,2546.19,1570.27,1793.63,1534.12
서천군 - 유기농산물 - 건수,Statistics,2.0,5.0,4.0,5.0,5.0,8.0,10.0,12.0,13.0,12.0
서천군 - 유기농산물 - 농가수,Statistics,2.0,55.0,77.0,78.0,51.0,50.0,65.0,75.0,67.0,46.0
서천군 - 유기농산물 - 면적,Statistics,1.0,132.0,133.4,136.2,113.0,111.51,132.5,150.14,140.64,118.04
서천군 - 유기농산물 - 출하량,Statistics,6.0,218.0,381.9,120.3,316.81,160.33,393.9,300.43,296.84,255.05
서천군 - 저농약농산물 - 건수,Statistics,1.0,,,,,,,,,
서천군 - 저농약농산물 - 농가수,Statistics,1.0,,,,,,,,,
서천군 - 저농약농산물 - 면적,Statistics,3.0,,,,,,,,,
서천군 - 저농약농산물 - 출하량,Statistics,35.0,,,,,,,,,
서초구 - 계 - 건수,Statistics,3.0,3.0,2.0,2.0,3.0,3.0,3.0,6.0,2.0,5.0
서초구 - 계 - 농가수,Statistics,3.0,3.0,2.0,2.0,3.0,3.0,3.0,6.0,2.0,5.0
서초구 - 계 - 면적,Statistics,,,0.3,0.3,0.18,0.18,0.33,0.35,0.02,0.19
서초구 - 계 - 출하량,Statistics,6.0,7.0,8.5,8.0,13.8,5.98,0.95,5.21,5.7,12.74
서초구 - 무농약농산물 - 건수,Statistics,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,4.0
서초구 - 무농약농산물 - 농가수,Statistics,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,4.0
서초구 - 무농약농산물 - 면적,Statistics,,,0.3,0.3,0.18,0.18,0.33,0.35,0.02,0.19
서초구 - 무농약농산물 - 출하량,Statistics,2.0,5.0,3.5,3.4,8.8,0.98,0.95,5.21,5.7,12.53
서초구 - 유기농산물 - 건수,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
서초구 - 유기농산물 - 농가수,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
서초구 - 유기농산물 - 면적,Statistics,,,,,,,,,,0.0
서초구 - 유기농산물 - 출하량,Statistics,4.0,2.0,5.0,4.6,5.0,5.0,,,,0.22
성동구 - 계 - 건수,Statistics,1.0,,,,1.0,1.0,,,,0.0
성동구 - 계 - 농가수,Statistics,1.0,,,,1.0,1.0,,,,0.0
성동구 - 계 - 면적,Statistics,,,,,0.01,,,,,0.0
성동구 - 계 - 출하량,Statistics,6.0,,,,1.44,1.7,,,,0.0
성동구 - 무농약농산물 - 건수,Statistics,1.0,,,,1.0,1.0,,,,0.0
성동구 - 무농약농산물 - 농가수,Statistics,1.0,,,,1.0,1.0,,,,0.0
성동구 - 무농약농산물 - 면적,Statistics,,,,,0.01,,,,,0.0
성동구 - 무농약농산물 - 출하량,Statistics,6.0,,,,1.44,1.7,,,,0.0
성동구 - 유기농산물 - 건수,Statistics,,,,,,,,,,0.0
성동구 - 유기농산물 - 농가수,Statistics,,,,,,,,,,0.0
성동구 - 유기농산물 - 면적,Statistics,,,,,,,,,,0.0
성동구 - 유기농산물 - 출하량,Statistics,,,,,,,,,,0.0
성북구 - 계 - 건수,Statistics,3.0,2.0,2.0,2.0,1.0,2.0,,1.0,,0.0
성북구 - 계 - 농가수,Statistics,3.0,2.0,2.0,2.0,1.0,2.0,,1.0,,0.0
성북구 - 계 - 면적,Statistics,,,,,,,,,,0.0
성북구 - 계 - 출하량,Statistics,4.0,4.0,2.5,2.0,2.0,2.7,,0.26,,0.0
성북구 - 무농약농산물 - 건수,Statistics,2.0,1.0,1.0,1.0,,1.0,,1.0,,0.0
성북구 - 무농약농산물 - 농가수,Statistics,2.0,1.0,1.0,1.0,,1.0,,1.0,,0.0
성북구 - 무농약농산물 - 면적,Statistics,,,,,,,,,,0.0
성북구 - 무농약농산물 - 출하량,Statistics,2.0,2.0,,0.5,,0.2,,0.26,,0.0
성북구 - 유기농산물 - 건수,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.0
성북구 - 유기농산물 - 농가수,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.0
성북구 - 유기농산물 - 면적,Statistics,,,,,,,,,,0.0
성북구 - 유기농산물 - 출하량,Statistics,2.0,2.0,2.5,1.5,2.0,2.5,,,,0.0
성주군 - 계 - 건수,Statistics,97.0,68.0,91.0,71.0,76.0,78.0,80.0,78.0,75.0,68.0
성주군 - 계 - 농가수,Statistics,211.0,103.0,120.0,98.0,101.0,105.0,106.0,102.0,98.0,90.0
성주군 - 계 - 면적,Statistics,171.0,64.0,73.6,54.7,58.17,64.01,62.65,54.37,55.52,51.59
성주군 - 계 - 출하량,Statistics,8655.0,3806.0,4943.8,4532.8,5341.96,4911.4,5230.44,4321.23,4041.58,4832.09
성주군 - 무농약농산물 - 건수,Statistics,59.0,60.0,81.0,62.0,66.0,67.0,67.0,61.0,58.0,51.0
성주군 - 무농약농산물 - 농가수,Statistics,90.0,83.0,98.0,77.0,80.0,82.0,82.0,74.0,70.0,63.0
성주군 - 무농약농산물 - 면적,Statistics,51.0,42.0,49.0,31.8,36.15,41.05,38.31,28.63,29.85,27.45
성주군 - 무농약농산물 - 출하량,Statistics,4945.0,3106.0,3800.9,3724.6,4246.17,4069.5,4282.64,3190.6,2992.13,3877.52
성주군 - 유기농산물 - 건수,Statistics,9.0,8.0,10.0,9.0,10.0,11.0,13.0,17.0,17.0,17.0
성주군 - 유기농산물 - 농가수,Statistics,21.0,20.0,22.0,21.0,21.0,23.0,24.0,28.0,28.0,27.0
성주군 - 유기농산물 - 면적,Statistics,22.0,22.0,24.6,22.9,22.02,22.95,24.34,25.73,25.67,24.14
성주군 - 유기농산물 - 출하량,Statistics,748.0,700.0,1142.9,808.2,1095.79,841.91,947.8,1130.63,1049.45,954.57
성주군 - 저농약농산물 - 건수,Statistics,29.0,,,,,,,,,
성주군 - 저농약농산물 - 농가수,Statistics,100.0,,,,,,,,,
성주군 - 저농약농산물 - 면적,Statistics,98.0,,,,,,,,,
성주군 - 저농약농산물 - 출하량,Statistics,2962.0,,,,,,,,,
세종특별자치시 소계 - 계 - 건수,Statistics,46.0,47.0,70.0,66.0,69.0,69.0,73.0,66.0,64.0,64.0
세종특별자치시 소계 - 계 - 농가수,Statistics,94.0,82.0,140.0,90.0,105.0,102.0,118.0,120.0,109.0,115.0
세종특별자치시 소계 - 계 - 면적,Statistics,113.0,119.0,158.0,119.3,130.41,125.33,127.98,114.09,110.99,106.09
세종특별자치시 소계 - 계 - 출하량,Statistics,736.0,864.0,388.1,660.2,867.1,474.2,782.54,636.06,607.9,688.28
세종특별자치시 소계 - 무농약농산물 - 건수,Statistics,33.0,42.0,61.0,50.0,57.0,55.0,59.0,57.0,52.0,53.0
세종특별자치시 소계 - 무농약농산물 - 농가수,Statistics,34.0,65.0,121.0,67.0,87.0,88.0,104.0,103.0,92.0,99.0
세종특별자치시 소계 - 무농약농산물 - 면적,Statistics,32.0,79.0,113.5,76.9,113.34,107.58,109.03,97.45,90.66,81.57
세종특별자치시 소계 - 무농약농산물 - 출하량,Statistics,405.0,720.0,270.4,491.1,705.84,420.79,723.51,605.63,566.0,648.4
세종특별자치시 소계 - 유기농산물 - 건수,Statistics,5.0,5.0,9.0,16.0,12.0,14.0,14.0,9.0,12.0,11.0
세종특별자치시 소계 - 유기농산물 - 농가수,Statistics,17.0,17.0,19.0,23.0,18.0,14.0,14.0,17.0,17.0,16.0
세종특별자치시 소계 - 유기농산물 - 면적,Statistics,44.0,40.0,44.5,42.4,17.07,17.75,18.95,16.64,20.33,24.52
세종특별자치시 소계 - 유기농산물 - 출하량,Statistics,77.0,144.0,117.7,169.1,161.26,53.41,59.03,30.43,41.9,39.88
세종특별자치시 소계 - 저농약농산물 - 건수,Statistics,8.0,,,,,,,,,
세종특별자치시 소계 - 저농약농산물 - 농가수,Statistics,43.0,,,,,,,,,
세종특별자치시 소계 - 저농약농산물 - 면적,Statistics,37.0,,,,,,,,,
세종특별자치시 소계 - 저농약농산물 - 출하량,Statistics,254.0,,,,,,,,,
속초시 - 계 - 건수,Statistics,33.0,39.0,33.0,31.0,29.0,32.0,31.0,28.0,31.0,30.0
속초시 - 계 - 농가수,Statistics,33.0,39.0,33.0,31.0,29.0,32.0,31.0,28.0,31.0,30.0
속초시 - 계 - 면적,Statistics,25.0,38.0,34.9,31.5,26.47,25.57,25.37,22.62,22.83,23.64
속초시 - 계 - 출하량,Statistics,190.0,354.0,234.5,176.6,121.33,123.39,140.34,104.83,101.15,118.77
속초시 - 무농약농산물 - 건수,Statistics,33.0,39.0,33.0,31.0,29.0,31.0,29.0,26.0,29.0,28.0
속초시 - 무농약농산물 - 농가수,Statistics,33.0,39.0,33.0,31.0,29.0,31.0,29.0,26.0,29.0,28.0
속초시 - 무농약농산물 - 면적,Statistics,25.0,38.0,34.9,31.5,26.47,25.35,25.15,22.46,22.68,23.48
속초시 - 무농약농산물 - 출하량,Statistics,190.0,354.0,234.5,176.6,121.33,117.89,135.34,101.98,97.8,116.19
속초시 - 유기농산물 - 건수,Statistics,,,,,,1.0,2.0,2.0,2.0,2.0
속초시 - 유기농산물 - 농가수,Statistics,,,,,,1.0,2.0,2.0,2.0,2.0
속초시 - 유기농산물 - 면적,Statistics,,,,,,0.22,0.22,0.16,0.16,0.16
속초시 - 유기농산물 - 출하량,Statistics,,,,,,5.5,5.0,2.85,3.35,2.57
송파구 - 계 - 건수,Statistics,6.0,4.0,1.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0
송파구 - 계 - 농가수,Statistics,6.0,4.0,1.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0
송파구 - 계 - 면적,Statistics,,,,,0.01,0.01,0.01,0.01,0.01,0.01
송파구 - 계 - 출하량,Statistics,121.0,44.0,0.2,7.3,22.15,16.87,16.93,7.31,1.63,2.24
송파구 - 무농약농산물 - 건수,Statistics,6.0,4.0,1.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0
송파구 - 무농약농산물 - 농가수,Statistics,6.0,4.0,1.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0
송파구 - 무농약농산물 - 면적,Statistics,,,,,0.01,0.01,0.01,0.01,0.01,0.01
송파구 - 무농약농산물 - 출하량,Statistics,121.0,44.0,0.2,7.3,22.15,16.6,16.7,7.01,1.6,2.0
송파구 - 유기농산물 - 건수,Statistics,,,,,,1.0,1.0,1.0,1.0,1.0
송파구 - 유기농산물 - 농가수,Statistics,,,,,,1.0,1.0,1.0,1.0,1.0
송파구 - 유기농산물 - 면적,Statistics,,,,,,,,,,0.0
송파구 - 유기농산물 - 출하량,Statistics,,,,,,0.27,0.23,0.3,0.03,0.24
수성구 - 계 - 건수,Statistics,12.0,8.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0
수성구 - 계 - 농가수,Statistics,13.0,8.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0
수성구 - 계 - 면적,Statistics,,,,,,,,,,0.0
수성구 - 계 - 출하량,Statistics,6.0,8.0,2.2,11.4,4.1,3.35,2.6,210.43,270.95,89.94
수성구 - 무농약농산물 - 건수,Statistics,11.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0
수성구 - 무농약농산물 - 농가수,Statistics,11.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0
수성구 - 무농약농산물 - 면적,Statistics,,,,,,,,,,0.0
수성구 - 무농약농산물 - 출하량,Statistics,6.0,7.0,1.2,2.3,0.95,1.85,0.6,80.5,80.6,87.94
수성구 - 유기농산물 - 건수,Statistics,,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0
수성구 - 유기농산물 - 농가수,Statistics,,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0
수성구 - 유기농산물 - 면적,Statistics,,,,,,,,,,0.0
수성구 - 유기농산물 - 출하량,Statistics,,1.0,1.0,9.1,3.15,1.5,2.0,129.93,190.35,2.0
수성구 - 저농약농산물 - 건수,Statistics,1.0,,,,,,,,,
수성구 - 저농약농산물 - 농가수,Statistics,2.0,,,,,,,,,
수영구 - 계 - 건수,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
수영구 - 계 - 농가수,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
수영구 - 계 - 면적,Statistics,,,,,,,,,,0.0
수영구 - 계 - 출하량,Statistics,,,,,5.0,19.59,19.59,0.15,5.66,5.94
수영구 - 무농약농산물 - 건수,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
수영구 - 무농약농산물 - 농가수,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
수영구 - 무농약농산물 - 면적,Statistics,,,,,,,,,,0.0
수영구 - 무농약농산물 - 출하량,Statistics,,,,,5.0,19.59,19.59,0.15,5.66,5.94
수영구 - 유기농산물 - 건수,Statistics,,,,,,,,,,0.0
수영구 - 유기농산물 - 농가수,Statistics,,,,,,,,,,0.0
수영구 - 유기농산물 - 면적,Statistics,,,,,,,,,,0.0
수영구 - 유기농산물 - 출하량,Statistics,,,,,,,,,,0.0
순창군 - 계 - 건수,Statistics,304.0,336.0,320.0,304.0,349.0,366.0,390.0,392.0,399.0,415.0
순창군 - 계 - 농가수,Statistics,799.0,896.0,893.0,870.0,824.0,884.0,887.0,820.0,816.0,833.0
순창군 - 계 - 면적,Statistics,1123.0,1265.0,1317.5,1303.3,1227.66,1252.29,1189.76,1106.39,1055.53,1066.45
순창군 - 계 - 출하량,Statistics,2971.0,3047.0,3909.8,3492.7,2985.78,3181.61,2730.35,1751.81,1648.51,1817.4
순창군 - 무농약농산물 - 건수,Statistics,293.0,321.0,301.0,282.0,311.0,316.0,332.0,293.0,271.0,237.0
순창군 - 무농약농산물 - 농가수,Statistics,775.0,846.0,843.0,810.0,697.0,717.0,680.0,528.0,484.0,394.0
순창군 - 무농약농산물 - 면적,Statistics,1081.0,1200.0,1239.5,1217.1,1042.0,1019.61,919.17,707.53,560.65,427.38
순창군 - 무농약농산물 - 출하량,Statistics,2862.0,2879.0,3680.0,3200.3,2386.2,2442.81,1807.74,908.22,863.2,774.53
순창군 - 유기농산물 - 건수,Statistics,11.0,15.0,19.0,22.0,38.0,50.0,58.0,99.0,128.0,178.0
순창군 - 유기농산물 - 농가수,Statistics,24.0,50.0,50.0,60.0,127.0,167.0,207.0,292.0,332.0,439.0
순창군 - 유기농산물 - 면적,Statistics,42.0,65.0,78.0,86.2,185.66,232.68,270.6,398.86,494.88,639.07
순창군 - 유기농산물 - 출하량,Statistics,109.0,168.0,229.8,292.4,599.58,738.81,922.62,843.59,785.31,1042.87
순천시 - 계 - 건수,Statistics,349.0,339.0,452.0,532.0,519.0,536.0,497.0,479.0,473.0,493.0
순천시 - 계 - 농가수,Statistics,1634.0,1578.0,1479.0,1479.0,1456.0,1486.0,1383.0,1282.0,1260.0,1250.0
순천시 - 계 - 면적,Statistics,2026.0,1971.0,1929.3,1881.4,1921.53,1935.44,1822.47,1736.26,1746.72,1707.48
순천시 - 계 - 출하량,Statistics,4343.0,3785.0,3395.3,2296.9,2374.12,1832.13,1737.65,1511.86,1247.28,1353.09
순천시 - 무농약농산물 - 건수,Statistics,292.0,308.0,403.0,443.0,362.0,311.0,264.0,235.0,220.0,215.0
순천시 - 무농약농산물 - 농가수,Statistics,1503.0,1507.0,1322.0,891.0,736.0,642.0,530.0,405.0,380.0,362.0
순천시 - 무농약농산물 - 면적,Statistics,1809.0,1803.0,1654.0,951.0,765.62,657.5,531.61,375.95,356.74,334.17
순천시 - 무농약농산물 - 출하량,Statistics,3437.0,2962.0,2566.6,1460.2,1052.12,705.5,503.45,460.16,352.37,325.82
순천시 - 유기농산물 - 건수,Statistics,28.0,31.0,49.0,89.0,157.0,225.0,233.0,244.0,253.0,278.0
순천시 - 유기농산물 - 농가수,Statistics,74.0,71.0,157.0,588.0,720.0,844.0,853.0,877.0,880.0,888.0
순천시 - 유기농산물 - 면적,Statistics,165.0,168.0,275.3,930.4,1155.9,1277.94,1290.86,1360.31,1389.98,1373.31
순천시 - 유기농산물 - 출하량,Statistics,770.0,823.0,828.7,836.7,1322.0,1126.63,1234.2,1051.7,894.92,1027.27
순천시 - 저농약농산물 - 건수,Statistics,29.0,,,,,,,,,
순천시 - 저농약농산물 - 농가수,Statistics,57.0,,,,,,,,,
순천시 - 저농약농산물 - 면적,Statistics,52.0,,,,,,,,,
순천시 - 저농약농산물 - 출하량,Statistics,136.0,,,,,,,,,
시흥시 - 계 - 건수,Statistics,16.0,16.0,22.0,24.0,29.0,34.0,33.0,84.0,79.0,86.0
시흥시 - 계 - 농가수,Statistics,16.0,16.0,71.0,107.0,145.0,184.0,172.0,194.0,180.0,188.0
시흥시 - 계 - 면적,Statistics,7.0,7.0,66.2,98.6,149.23,179.89,173.78,209.37,208.49,198.15
시흥시 - 계 - 출하량,Statistics,164.0,134.0,401.1,619.6,742.83,857.0,1184.38,796.83,891.76,832.54
시흥시 - 무농약농산물 - 건수,Statistics,16.0,16.0,22.0,24.0,29.0,34.0,33.0,84.0,79.0,86.0
시흥시 - 무농약농산물 - 농가수,Statistics,16.0,16.0,71.0,107.0,145.0,184.0,172.0,194.0,180.0,188.0
시흥시 - 무농약농산물 - 면적,Statistics,7.0,7.0,66.2,98.6,149.23,179.89,173.78,209.37,208.49,198.15
시흥시 - 무농약농산물 - 출하량,Statistics,164.0,134.0,401.1,619.6,742.83,857.0,1184.38,796.83,891.76,832.54
시흥시 - 유기농산물 - 건수,Statistics,,,,,,,,,,0.0
시흥시 - 유기농산물 - 농가수,Statistics,,,,,,,,,,0.0
시흥시 - 유기농산물 - 면적,Statistics,,,,,,,,,,0.0
시흥시 - 유기농산물 - 출하량,Statistics,,,,,,,,,,0.0
신안군 - 계 - 건수,Statistics,286.0,365.0,404.0,464.0,587.0,773.0,807.0,884.0,874.0,854.0
