item,category,2008,2010,2012,2014,2016,2018,2020,2022,2024
인천 - 여자 - 약간효과있음,Statistics,22.0,22.0,24.9,25.4,26.5,22.9,26.594,28.996,27.736
인천 - 여자 - 전혀효과없음,Statistics,4.3,4.9,4.6,6.3,4.5,4.9,4.382,2.887,4.308
전국 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전국 - 계 - 매우효과있음,Statistics,5.7,7.0,7.3,7.8,7.7,7.8,10.9,12.161,11.495
전국 - 계 - 모르겠음,Statistics,5.2,5.1,4.1,4.4,3.8,4.2,4.26,4.061,3.852
전국 - 계 - 별로효과없음,Statistics,19.8,18.5,17.8,16.8,17.3,17.5,14.87,13.123,13.173
전국 - 계 - 보통,Statistics,39.4,38.6,38.4,38.3,39.4,38.1,36.913,35.85,36.004
전국 - 계 - 약간효과있음,Statistics,25.4,25.9,27.6,28.2,27.3,27.8,29.311,30.999,31.35
전국 - 계 - 전혀효과없음,Statistics,4.4,4.9,4.7,4.5,4.4,4.7,3.746,3.806,4.125
전국 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전국 - 남자 - 매우효과있음,Statistics,5.5,6.8,7.1,7.6,7.3,7.6,10.472,11.325,10.913
전국 - 남자 - 모르겠음,Statistics,4.1,3.6,3.1,3.3,2.8,3.0,3.299,3.382,3.109
전국 - 남자 - 별로효과없음,Statistics,20.7,19.2,18.0,16.8,17.7,18.0,15.234,13.572,13.684
전국 - 남자 - 보통,Statistics,39.7,39.3,38.9,38.8,40.3,38.7,37.759,36.244,36.67
전국 - 남자 - 약간효과있음,Statistics,25.2,26.0,27.8,28.7,27.1,27.8,28.989,31.318,31.217
전국 - 남자 - 전혀효과없음,Statistics,4.9,5.0,5.1,4.8,4.9,4.9,4.247,4.158,4.407
전국 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전국 - 여자 - 매우효과있음,Statistics,6.0,7.2,7.5,8.0,8.1,8.0,11.32,12.992,12.067
전국 - 여자 - 모르겠음,Statistics,6.3,6.6,5.1,5.5,4.8,5.3,5.202,4.734,4.583
전국 - 여자 - 별로효과없음,Statistics,19.0,17.8,17.5,16.7,17.0,17.0,14.513,12.678,12.672
전국 - 여자 - 보통,Statistics,39.2,37.9,37.9,37.8,38.6,37.5,36.084,35.46,35.35
전국 - 여자 - 약간효과있음,Statistics,25.5,25.7,27.5,27.7,27.6,27.8,29.626,30.681,31.481
전국 - 여자 - 전혀효과없음,Statistics,4.0,4.8,4.4,4.3,3.9,4.4,3.255,3.455,3.847
전남 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전남 - 계 - 매우효과있음,Statistics,8.2,13.3,11.1,8.3,10.7,12.6,11.643,13.035,12.226
전남 - 계 - 모르겠음,Statistics,3.6,8.2,6.1,5.2,9.6,7.9,6.461,5.593,4.957
전남 - 계 - 별로효과없음,Statistics,15.0,16.5,12.4,15.0,12.8,13.6,14.686,10.671,10.077
전남 - 계 - 보통,Statistics,43.6,33.2,33.8,38.5,37.5,31.7,35.112,34.303,36.881
전남 - 계 - 약간효과있음,Statistics,26.9,24.7,33.4,30.0,25.7,30.0,29.826,33.08,32.753
전남 - 계 - 전혀효과없음,Statistics,2.8,4.1,3.2,3.1,3.7,4.3,2.272,3.318,3.107
전남 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전남 - 남자 - 매우효과있음,Statistics,6.9,12.7,10.7,8.4,10.4,10.2,11.211,12.319,11.646
전남 - 남자 - 모르겠음,Statistics,3.0,4.8,4.3,3.0,6.1,5.5,4.741,4.515,4.703
전남 - 남자 - 별로효과없음,Statistics,16.7,16.0,15.2,17.0,12.7,15.1,16.852,11.342,10.596
전남 - 남자 - 보통,Statistics,44.2,37.7,34.0,37.2,39.4,35.2,35.715,35.224,36.18
전남 - 남자 - 약간효과있음,Statistics,25.5,25.3,31.9,30.8,26.0,29.3,28.902,32.743,33.403
전남 - 남자 - 전혀효과없음,Statistics,3.7,3.6,3.9,3.5,5.5,4.8,2.579,3.858,3.472
전남 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전남 - 여자 - 매우효과있음,Statistics,9.4,13.9,11.5,8.2,11.0,14.9,12.081,13.771,12.817
전남 - 여자 - 모르겠음,Statistics,4.1,11.4,7.9,7.3,12.9,10.3,8.202,6.703,5.216
전남 - 여자 - 별로효과없음,Statistics,13.4,17.0,9.7,13.0,12.9,12.2,12.495,9.981,9.548
전남 - 여자 - 보통,Statistics,43.1,29.0,33.6,39.7,35.7,28.2,34.502,33.355,37.595
전남 - 여자 - 약간효과있음,Statistics,28.1,24.1,34.8,29.2,25.5,30.8,30.761,33.427,32.091
전남 - 여자 - 전혀효과없음,Statistics,1.9,4.6,2.5,2.6,2.0,3.8,1.96,2.762,2.734
전북 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전북 - 계 - 매우효과있음,Statistics,4.7,8.7,12.4,9.9,10.5,8.3,15.451,15.364,15.921
전북 - 계 - 모르겠음,Statistics,5.6,4.8,3.0,3.4,2.0,4.0,1.993,2.372,3.555
전북 - 계 - 별로효과없음,Statistics,18.7,18.8,14.8,15.1,15.5,14.4,12.476,12.388,13.449
전북 - 계 - 보통,Statistics,41.1,35.2,35.4,35.8,35.9,36.7,34.898,31.53,28.888
전북 - 계 - 약간효과있음,Statistics,26.4,29.9,32.3,32.6,32.4,33.1,31.756,34.591,34.325
전북 - 계 - 전혀효과없음,Statistics,3.5,2.7,2.1,3.1,3.8,3.5,3.425,3.755,3.861
전북 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전북 - 남자 - 매우효과있음,Statistics,3.9,8.3,10.0,9.6,8.6,7.9,14.632,13.85,15.648
전북 - 남자 - 모르겠음,Statistics,4.0,3.6,1.4,2.0,1.7,2.9,1.24,1.456,3.043
전북 - 남자 - 별로효과없음,Statistics,19.8,20.8,17.0,16.8,16.3,14.6,13.212,14.223,14.476
전북 - 남자 - 보통,Statistics,41.3,36.4,37.3,36.9,38.5,38.3,35.506,31.545,30.985
전북 - 남자 - 약간효과있음,Statistics,26.9,28.7,31.9,30.7,30.9,33.1,31.843,35.014,31.651
전북 - 남자 - 전혀효과없음,Statistics,4.1,2.2,2.3,4.1,4.1,3.3,3.567,3.912,4.198
전북 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전북 - 여자 - 매우효과있음,Statistics,5.4,8.9,14.7,10.3,12.3,8.8,16.269,16.847,16.186
전북 - 여자 - 모르겠음,Statistics,7.0,6.1,4.5,4.8,2.4,5.0,2.745,3.269,4.05
전북 - 여자 - 별로효과없음,Statistics,17.6,16.8,12.6,13.6,14.7,14.2,11.741,10.589,12.456
전북 - 여자 - 보통,Statistics,41.0,34.1,33.5,34.8,33.4,35.2,34.292,31.516,26.858
전북 - 여자 - 약간효과있음,Statistics,26.0,31.0,32.7,34.4,33.8,33.1,31.668,34.177,36.915
전북 - 여자 - 전혀효과없음,Statistics,3.0,3.1,1.9,2.2,3.5,3.7,3.284,3.601,3.534
제주 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
제주 - 계 - 매우효과있음,Statistics,6.3,11.4,10.4,10.3,8.3,7.8,14.786,13.102,10.168
제주 - 계 - 모르겠음,Statistics,9.0,4.2,4.3,4.7,4.2,4.1,5.414,4.43,4.354
제주 - 계 - 별로효과없음,Statistics,16.6,12.9,15.7,14.1,17.5,13.1,11.067,14.639,13.242
제주 - 계 - 보통,Statistics,41.9,41.7,40.1,36.4,40.0,39.6,33.47,36.175,36.723
제주 - 계 - 약간효과있음,Statistics,22.7,27.2,26.1,31.7,26.1,31.2,32.607,27.576,30.316
제주 - 계 - 전혀효과없음,Statistics,3.6,2.5,3.4,2.8,3.8,4.3,2.655,4.079,5.197
제주 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
제주 - 남자 - 매우효과있음,Statistics,6.0,11.1,9.1,9.9,7.7,7.1,12.403,10.919,9.348
제주 - 남자 - 모르겠음,Statistics,6.2,2.0,4.3,3.3,2.4,3.3,4.517,3.172,3.393
제주 - 남자 - 별로효과없음,Statistics,18.5,15.7,15.3,14.6,17.2,14.3,12.048,14.062,14.378
제주 - 남자 - 보통,Statistics,41.2,40.6,40.9,36.9,41.5,40.1,34.322,38.203,37.536
제주 - 남자 - 약간효과있음,Statistics,23.8,27.8,26.0,31.6,26.8,30.0,33.34,28.966,29.605
제주 - 남자 - 전혀효과없음,Statistics,4.2,2.8,4.5,3.7,4.4,5.2,3.371,4.678,5.74
제주 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
제주 - 여자 - 매우효과있음,Statistics,6.5,11.8,11.6,10.6,9.0,8.4,17.187,15.311,10.996
제주 - 여자 - 모르겠음,Statistics,11.6,6.4,4.3,6.0,6.0,4.9,6.318,5.703,5.327
제주 - 여자 - 별로효과없음,Statistics,14.8,10.2,16.1,13.7,17.9,11.9,10.079,15.223,12.092
제주 - 여자 - 보통,Statistics,42.5,42.8,39.4,35.9,38.4,39.0,32.612,34.122,35.902
제주 - 여자 - 약간효과있음,Statistics,21.7,26.6,26.2,31.9,25.4,32.4,31.87,26.169,31.035
제주 - 여자 - 전혀효과없음,Statistics,2.9,2.3,2.4,2.0,3.3,3.4,1.935,3.472,4.649
충남 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충남 - 계 - 매우효과있음,Statistics,10.2,11.0,11.1,9.6,10.0,11.7,15.137,14.469,15.627
충남 - 계 - 모르겠음,Statistics,7.9,6.2,5.1,6.7,4.2,7.5,3.483,5.831,5.495
충남 - 계 - 별로효과없음,Statistics,14.0,14.6,17.1,18.6,14.1,14.9,12.503,9.226,10.287
충남 - 계 - 보통,Statistics,34.8,32.8,34.0,34.0,36.2,32.7,32.068,35.149,35.657
충남 - 계 - 약간효과있음,Statistics,30.2,32.9,27.6,26.3,31.9,28.7,33.904,32.953,30.079
충남 - 계 - 전혀효과없음,Statistics,2.8,2.5,5.2,4.8,3.7,4.4,2.905,2.371,2.855
충남 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충남 - 남자 - 매우효과있음,Statistics,10.2,11.3,10.4,9.5,9.0,10.6,14.362,15.258,13.81
충남 - 남자 - 모르겠음,Statistics,5.1,3.2,3.7,4.7,2.6,6.0,2.896,4.097,4.042
충남 - 남자 - 별로효과없음,Statistics,12.8,16.3,18.1,20.8,15.9,17.0,12.768,9.519,11.432
충남 - 남자 - 보통,Statistics,36.2,32.3,33.6,33.9,36.2,32.7,33.452,35.638,36.756
충남 - 남자 - 약간효과있음,Statistics,31.8,34.0,29.4,27.0,31.7,29.2,33.27,32.999,31.101
충남 - 남자 - 전혀효과없음,Statistics,3.9,2.9,4.7,4.2,4.7,4.5,3.251,2.49,2.859
충남 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충남 - 여자 - 매우효과있음,Statistics,10.2,10.7,11.8,9.7,10.9,12.9,15.942,13.638,17.547
충남 - 여자 - 모르겠음,Statistics,10.8,9.2,6.4,8.8,5.7,9.1,4.093,7.659,7.031
충남 - 여자 - 별로효과없음,Statistics,15.1,12.9,16.0,16.4,12.3,12.8,12.229,8.918,9.076
충남 - 여자 - 보통,Statistics,33.5,33.3,34.4,34.1,36.2,32.7,30.63,34.634,34.495
충남 - 여자 - 약간효과있음,Statistics,28.6,31.8,25.7,25.6,32.1,28.1,34.563,32.905,29.0
충남 - 여자 - 전혀효과없음,Statistics,1.7,2.1,5.6,5.3,2.7,4.3,2.544,2.246,2.851
충북 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충북 - 계 - 매우효과있음,Statistics,6.0,5.6,9.9,8.6,8.8,12.9,11.618,11.836,10.603
충북 - 계 - 모르겠음,Statistics,12.0,4.4,6.5,7.4,3.7,4.1,6.709,2.896,3.727
충북 - 계 - 별로효과없음,Statistics,16.9,17.0,15.3,15.0,16.2,14.7,13.876,12.947,11.064
충북 - 계 - 보통,Statistics,37.0,40.9,36.7,37.4,41.4,35.3,34.59,37.034,39.406
충북 - 계 - 약간효과있음,Statistics,23.2,27.7,26.2,27.3,25.1,28.4,30.224,32.894,31.906
충북 - 계 - 전혀효과없음,Statistics,4.9,4.3,5.4,4.2,4.9,4.6,2.983,2.393,3.293
충북 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충북 - 남자 - 매우효과있음,Statistics,6.2,5.2,9.5,7.7,6.7,12.2,10.214,10.73,10.345
충북 - 남자 - 모르겠음,Statistics,10.2,2.9,4.4,6.1,2.8,2.8,5.591,2.234,2.224
충북 - 남자 - 별로효과없음,Statistics,17.9,18.5,16.1,13.6,17.6,15.9,15.633,14.511,12.663
충북 - 남자 - 보통,Statistics,35.9,40.8,36.7,40.4,41.4,35.7,35.307,37.242,41.242
충북 - 남자 - 약간효과있음,Statistics,23.8,28.6,26.2,27.6,24.7,28.8,29.929,32.418,29.924
충북 - 남자 - 전혀효과없음,Statistics,6.0,4.2,7.1,4.7,6.8,4.7,3.326,2.866,3.602
충북 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충북 - 여자 - 매우효과있음,Statistics,5.7,6.0,10.2,9.5,10.9,13.7,13.024,12.955,10.866
충북 - 여자 - 모르겠음,Statistics,13.6,6.0,8.5,8.8,4.5,5.5,7.829,3.565,5.257
충북 - 여자 - 별로효과없음,Statistics,16.1,15.5,14.6,16.4,14.7,13.6,12.117,11.365,9.436
충북 - 여자 - 보통,Statistics,38.0,41.1,36.8,34.5,41.4,34.8,33.872,36.824,37.537
충북 - 여자 - 약간효과있음,Statistics,22.6,26.8,26.1,27.0,25.5,27.9,30.519,33.376,33.925
충북 - 여자 - 전혀효과없음,Statistics,4.0,4.5,3.8,3.8,3.0,4.5,2.639,1.914,2.979
