item,category,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
동구 - 주민등록인구＜br＞(B),Statistics,124303.0,121043.0,117617.0,114204.0,109879.0,106890.0,104881.0,102764.0,101153.0,101514.0,100420.0,98529.0,96011.0,94565.0,92069.0,89826.0,88868.0,86912.0,88165.0,88901.0,87679.0,86462.0,87792.0
동대문구 - 생활계폐기물발생량＜br＞(A),Statistics,485.7,487.3,512.1,552.4,523.8,538.4,486.8,421.7,378.1,409.4,444.5,400.0,396.8,414.7,408.3,426.6,422.5,416.3,411.2,440.1,320.2,296.1,310.5
동대문구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.3,1.3,1.3,1.5,1.4,1.4,1.3,1.1,1.0,1.1,1.2,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.3,0.9,0.9,0.9
동대문구 - 주민등록인구＜br＞(B),Statistics,381799.0,381841.0,382875.0,379404.0,381110.0,378860.0,376421.0,370250.0,362146.0,366786.0,365486.0,363258.0,364273.0,363687.0,360153.0,355069.0,350647.0,348052.0,346194.0,342837.0,337400.0,336644.0,341149.0
동두천시 - 생활계폐기물발생량＜br＞(A),Statistics,65.4,65.6,65.6,70.3,111.4,84.6,86.8,79.5,72.9,78.9,105.2,73.0,65.3,71.2,72.1,79.5,75.6,76.8,76.9,227.9,113.1,132.0,93.6
동두천시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.9,0.9,0.9,0.9,1.3,1.0,1.0,0.9,0.8,0.8,1.1,0.8,0.7,0.7,0.7,0.8,0.8,0.8,0.8,2.4,1.2,1.4,1.1
동두천시 - 주민등록인구＜br＞(B),Statistics,74266.0,73177.0,74735.0,79214.0,82623.0,85803.0,88780.0,90835.0,93211.0,95653.0,96253.0,97175.0,97557.0,97595.0,97974.0,98277.0,97071.0,96226.0,94768.0,94353.0,93592.0,91546.0,88626.0
동래구 - 생활계폐기물발생량＜br＞(A),Statistics,346.3,330.1,330.8,312.6,275.4,264.0,263.7,243.2,251.8,236.9,235.9,234.2,227.9,241.2,240.8,242.0,235.2,235.7,228.6,246.1,176.6,203.0,188.1
동래구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.2,1.1,1.2,1.1,1.0,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.8,0.9,0.7,0.7,0.7
동래구 - 주민등록인구＜br＞(B),Statistics,295361.0,290396.0,282056.0,279366.0,276095.0,279528.0,284901.0,282673.0,281644.0,282779.0,283742.0,278767.0,276689.0,275971.0,272837.0,272745.0,270727.0,266515.0,271247.0,270745.0,266866.0,273226.0,270815.0
동작구 - 생활계폐기물발생량＜br＞(A),Statistics,426.9,441.1,419.5,405.5,362.8,372.6,364.3,400.6,394.3,323.1,327.7,337.7,327.5,339.8,297.9,280.5,269.0,290.6,315.4,324.5,297.4,323.3,319.8
동작구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.1,1.1,1.0,1.0,0.9,0.9,0.9,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8
동작구 - 주민등록인구＜br＞(B),Statistics,406116.0,403047.0,410360.0,410945.0,410481.0,408582.0,405967.0,400866.0,397920.0,402709.0,401408.0,405491.0,410815.0,407470.0,400641.0,400997.0,396217.0,396203.0,395963.0,391220.0,385483.0,380596.0,378769.0
동해시 - 생활계폐기물발생량＜br＞(A),Statistics,125.9,158.4,150.7,138.2,143.2,110.8,112.3,113.8,129.8,108.6,117.8,110.2,107.2,122.3,125.4,130.9,128.9,113.7,135.0,147.2,115.6,122.9,118.6
동해시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.2,1.5,1.5,1.4,1.4,1.1,1.2,1.2,1.4,1.1,1.2,1.2,1.1,1.3,1.3,1.4,1.4,1.2,1.5,1.6,1.3,1.4,1.3
동해시 - 주민등록인구＜br＞(B),Statistics,103570.0,102857.0,101764.0,100727.0,99230.0,97497.0,96652.0,95652.0,95271.0,95236.0,95804.0,93897.0,95143.0,94562.0,93895.0,93297.0,92851.0,91272.0,90522.0,90593.0,90081.0,89426.0,88625.0
마포구 - 생활계폐기물발생량＜br＞(A),Statistics,437.4,437.2,461.2,470.5,443.6,431.1,434.1,416.7,413.7,303.1,309.6,279.6,287.0,458.1,461.6,456.6,437.7,439.5,477.5,366.4,545.2,417.5,370.7
마포구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1.1,0.8,0.8,0.7,0.8,1.2,1.2,1.2,1.2,1.2,1.3,1.0,1.5,1.1,1.0
마포구 - 주민등록인구＜br＞(B),Statistics,379141.0,375417.0,379451.0,383457.0,388164.0,390583.0,392650.0,385119.0,384013.0,391865.0,389493.0,384644.0,381856.0,385439.0,387643.0,379892.0,374915.0,375077.0,374035.0,371890.0,368905.0,364638.0,363697.0
목포시 - 생활계폐기물발생량＜br＞(A),Statistics,240.3,252.4,274.6,212.8,247.1,256.7,301.7,281.4,276.3,292.3,302.3,305.9,247.4,237.8,257.8,268.6,237.2,256.3,262.5,270.5,303.9,283.8,294.2
목포시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.0,1.0,1.1,0.9,1.0,1.1,1.2,1.1,1.1,1.2,1.2,1.2,1.0,1.0,1.1,1.1,1.0,1.1,1.1,1.2,1.4,1.3,1.4
목포시 - 주민등록인구＜br＞(B),Statistics,245344.0,244909.0,241460.0,241717.0,242988.0,241679.0,243312.0,245651.0,244339.0,245422.0,244871.0,245073.0,240936.0,239109.0,238382.0,237739.0,234379.0,232327.0,229861.0,224044.0,218589.0,216939.0,214156.0
무안군 - 생활계폐기물발생량＜br＞(A),Statistics,45.4,44.9,44.5,44.8,43.9,45.6,59.2,55.8,87.2,48.3,59.6,57.4,67.6,90.6,70.1,75.6,79.7,81.9,122.2,120.7,127.7,131.3,151.6
무안군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.7,0.7,0.7,0.7,0.7,0.7,0.9,0.8,1.2,0.6,0.8,0.8,0.9,1.1,0.9,0.9,1.0,1.0,1.5,1.4,1.4,1.4,1.7
무안군 - 주민등록인구＜br＞(B),Statistics,68904.0,65976.0,63681.0,62472.0,61915.0,61766.0,63674.0,66598.0,72417.0,74475.0,75718.0,75741.0,79367.0,81696.0,82236.0,82109.0,82872.0,81991.0,81105.0,86132.0,91107.0,90608.0,90296.0
무주군 - 생활계폐기물발생량＜br＞(A),Statistics,39.2,28.0,25.1,20.6,21.1,18.9,20.6,20.5,22.5,23.4,22.0,24.4,23.4,24.1,26.9,28.7,29.1,29.0,56.6,37.5,34.4,26.7,22.0
무주군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.3,1.0,0.9,0.8,0.8,0.7,0.8,0.8,0.9,0.9,0.9,1.0,0.9,0.9,1.1,1.2,1.2,1.2,2.3,1.6,1.4,1.1,0.9
무주군 - 주민등록인구＜br＞(B),Statistics,30333.0,27894.0,26716.0,26183.0,25876.0,25417.0,26361.0,26017.0,25811.0,25578.0,25863.0,25321.0,25398.0,25390.0,25220.0,24949.0,24809.0,24589.0,24303.0,24036.0,23748.0,23489.0,23251.0
문경시 - 생활계폐기물발생량＜br＞(A),Statistics,74.9,74.0,84.2,107.4,88.7,83.5,126.3,129.1,106.0,123.1,105.2,103.5,112.3,116.6,112.7,125.3,108.1,140.8,132.1,119.3,147.5,102.7,105.5
문경시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.8,0.9,1.0,1.4,1.1,1.1,1.7,1.7,1.4,1.6,1.4,1.4,1.5,1.5,1.5,1.7,1.5,2.0,1.8,1.7,2.1,1.5,1.5
문경시 - 주민등록인구＜br＞(B),Statistics,89091.0,83749.0,81258.0,79552.0,78058.0,76177.0,74780.0,75486.0,76645.0,77391.0,76727.0,75899.0,75664.0,75911.0,75784.0,74702.0,73294.0,71874.0,72242.0,71406.0,71154.0,70373.0,68755.0
미추홀구 - 생활계폐기물발생량＜br＞(A),Statistics,,,,,,,,,,,,,,,,,,259.4,310.6,320.7,1064.3,1305.2,1198.5
미추홀구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,,,,,,,,,,,,,,,,,,0.6,0.8,0.8,2.6,3.2,3.0
미추홀구 - 주민등록인구＜br＞(B),Statistics,,,,,,,,,,,,,,,,,,416542.0,408862.0,404343.0,407464.0,406004.0,405995.0
밀양시 - 생활계폐기물발생량＜br＞(A),Statistics,74.6,85.5,83.1,88.8,107.8,114.1,123.3,127.5,108.1,92.5,88.6,87.0,90.5,157.5,98.3,112.4,125.8,125.5,114.3,120.3,133.5,127.2,119.6
밀양시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.2,1.0,0.8,0.8,0.8,0.8,1.5,0.9,1.0,1.2,1.2,1.1,1.1,1.3,1.2,1.2
밀양시 - 주민등록인구＜br＞(B),Statistics,122999.0,120342.0,117732.0,115459.0,113636.0,112025.0,111473.0,110858.0,110170.0,110479.0,109329.0,108755.0,108342.0,107765.0,107896.0,108354.0,107898.0,106744.0,105552.0,104831.0,103525.0,102945.0,102084.0
보령시 - 생활계폐기물발생량＜br＞(A),Statistics,103.0,107.1,118.2,116.8,120.3,125.6,95.5,105.6,97.5,102.1,104.7,106.0,111.7,123.2,117.8,145.9,131.8,143.6,146.5,111.0,148.7,139.6,143.4
보령시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.9,0.9,1.1,1.1,1.1,1.2,0.9,1.0,0.9,1.0,1.0,1.0,1.1,1.2,1.1,1.4,1.3,1.4,1.4,1.1,1.5,1.4,1.5
보령시 - 주민등록인구＜br＞(B),Statistics,116306.0,113365.0,110380.0,108861.0,108056.0,107591.0,107637.0,106885.0,106754.0,107346.0,106421.0,105559.0,104938.0,104321.0,104754.0,103873.0,103198.0,101990.0,101114.0,100229.0,98408.0,97157.0,95772.0
보성군 - 생활계폐기물발생량＜br＞(A),Statistics,35.7,35.3,38.8,30.8,22.4,24.6,66.5,68.7,48.2,35.1,32.8,32.7,32.9,35.9,37.4,30.8,29.1,30.6,27.0,49.4,56.7,58.9,67.4
보성군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.6,0.6,0.7,0.6,0.4,0.5,1.3,1.4,1.0,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.7,1.2,1.4,1.5,1.8
보성군 - 주민등록인구＜br＞(B),Statistics,59417.0,57282.0,55983.0,54288.0,53145.0,51948.0,50921.0,50004.0,49048.0,48792.0,47894.0,47050.0,46385.0,45882.0,45349.0,44469.0,43755.0,42803.0,41420.0,40482.0,39375.0,38471.0,37686.0
보은군 - 생활계폐기물발생량＜br＞(A),Statistics,21.6,19.9,18.7,22.1,31.1,47.6,26.5,43.7,44.0,46.4,45.0,42.9,29.9,30.6,35.9,32.7,35.3,34.7,35.9,38.9,45.9,39.5,43.5
보은군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.5,0.5,0.5,0.6,0.8,1.3,0.7,1.2,1.3,1.3,1.3,1.2,0.9,0.9,1.0,1.0,1.0,1.0,1.1,1.2,1.4,1.3,1.4
보은군 - 주민등록인구＜br＞(B),Statistics,42082.0,40420.0,38973.0,38062.0,37114.0,36293.0,35354.0,35069.0,34845.0,34956.0,34717.0,34438.0,34318.0,34240.0,34296.0,34221.0,34053.0,33680.0,32949.0,32412.0,31878.0,31455.0,31010.0
봉화군 - 생활계폐기물발생량＜br＞(A),Statistics,24.2,25.5,31.1,29.1,29.5,29.9,37.6,38.9,45.3,38.5,37.5,41.8,40.7,50.6,64.1,56.7,54.7,53.6,41.3,47.2,45.7,43.8,37.3
봉화군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.6,0.6,0.8,0.8,0.8,0.8,1.1,1.1,1.3,1.1,1.1,1.2,1.2,1.5,1.9,1.7,1.6,1.6,1.3,1.5,1.5,1.5,1.3
봉화군 - 주민등록인구＜br＞(B),Statistics,41364.0,39852.0,39439.0,37526.0,36599.0,35608.0,35046.0,34628.0,34297.0,34567.0,34192.0,33934.0,33894.0,34023.0,33808.0,33539.0,33259.0,32843.0,32150.0,31494.0,30762.0,30139.0,29603.0
부산광역시 - 생활계폐기물발생량＜br＞(A),Statistics,4052.7,4031.5,3980.3,3814.5,3679.9,3618.6,3563.1,3371.0,3323.2,3221.9,3189.7,3189.0,3173.8,3397.8,3366.4,3352.2,3343.2,3337.2,3326.0,3990.4,2938.7,3263.9,3154.4
부산광역시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.1,1.1,1.1,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.9,1.0,1.0
부산광역시 - 주민등록인구＜br＞(B),Statistics,3770536.0,3730125.0,3691445.0,3666345.0,3638293.0,3611992.0,3587439.0,3564577.0,3543030.0,3567910.0,3550963.0,3538484.0,3527635.0,3519401.0,3513777.0,3498529.0,3470653.0,3441453.0,3413841.0,3391946.0,3350380.0,3317812.0,3293362.0
부산진구 - 생활계폐기물발생량＜br＞(A),Statistics,535.0,523.7,534.2,499.2,463.8,450.4,433.1,407.8,395.0,378.7,372.6,373.7,366.5,381.1,377.4,371.3,365.9,364.0,363.1,404.9,305.6,373.9,370.1
부산진구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.3,1.2,1.3,1.2,1.1,1.1,1.1,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.9,1.1,1.0
부산진구 - 주민등록인구＜br＞(B),Statistics,426518.0,420645.0,410603.0,405534.0,410610.0,405775.0,402359.0,400516.0,395689.0,395826.0,395044.0,392731.0,389765.0,387378.0,381572.0,376526.0,371703.0,362357.0,357880.0,359886.0,353159.0,355917.0,359508.0
부안군 - 생활계폐기물발생량＜br＞(A),Statistics,44.1,44.0,46.2,51.5,36.2,48.3,49.8,48.0,40.9,48.8,55.4,53.4,57.1,59.8,41.4,42.9,44.3,50.4,61.1,62.3,59.7,57.3,56.9
부안군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.6,0.6,0.7,0.8,0.6,0.8,0.8,0.8,0.7,0.8,0.9,0.9,1.0,1.0,0.7,0.8,0.8,0.9,1.1,1.2,1.2,1.1,1.2
부안군 - 주민등록인구＜br＞(B),Statistics,75914.0,70374.0,68066.0,66766.0,65018.0,63243.0,61879.0,60872.0,60204.0,60138.0,59080.0,58869.0,59164.0,57534.0,56848.0,57005.0,56086.0,54441.0,53295.0,52140.0,50795.0,50094.0,49187.0
부여군 - 생활계폐기물발생량＜br＞(A),Statistics,86.0,83.0,82.1,83.4,82.3,76.6,58.2,38.1,53.5,61.3,58.0,58.7,75.2,77.1,77.2,77.5,79.5,79.5,69.9,91.6,88.0,78.1,80.6
부여군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.0,0.9,1.0,1.0,1.0,1.0,0.7,0.5,0.7,0.8,0.8,0.8,1.0,1.1,1.1,1.1,1.2,1.2,1.0,1.4,1.4,1.3,1.3
부여군 - 주민등록인구＜br＞(B),Statistics,90373.0,88014.0,85275.0,83260.0,81430.0,79595.0,77916.0,76687.0,75564.0,75029.0,74004.0,73259.0,72547.0,71754.0,71143.0,70187.0,69086.0,68078.0,66740.0,65354.0,63774.0,62343.0,61046.0
부천시 - 생활계폐기물발생량＜br＞(A),Statistics,794.3,928.4,927.5,856.5,878.8,826.0,889.2,937.7,837.5,728.0,738.7,702.3,503.8,587.8,559.4,573.4,747.1,844.6,684.9,1005.4,655.6,826.0,849.5
부천시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.0,1.1,1.1,1.0,1.0,1.0,1.0,1.1,1.0,0.8,0.8,0.8,0.6,0.7,0.7,0.7,0.9,1.0,0.8,1.2,0.8,1.0,1.1
부천시 - 주민등록인구＜br＞(B),Statistics,781091.0,816499.0,844256.0,855697.0,855359.0,860020.0,864037.0,867678.0,869944.0,875204.0,872452.0,869944.0,863720.0,855586.0,848987.0,851380.0,850329.0,843768.0,829996.0,818383.0,806067.0,790128.0,779968.0
부평구 - 생활계폐기물발생량＜br＞(A),Statistics,485.6,507.3,461.8,409.3,462.1,420.3,391.7,409.9,346.1,484.3,483.5,353.4,355.0,331.9,333.1,395.5,387.5,412.6,416.3,409.7,467.0,407.8,484.8
부평구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.9,0.9,0.8,0.7,0.8,0.7,0.7,0.7,0.6,0.9,0.9,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.8,1.0,0.8,1.0
부평구 - 주민등록인구＜br＞(B),Statistics,552093.0,558310.0,554027.0,557144.0,567347.0,570283.0,568905.0,569246.0,563920.0,567493.0,560936.0,559047.0,556985.0,556992.0,555844.0,549716.0,539941.0,524640.0,511577.0,494962.0,486765.0,489118.0,494138.0
북구 - 생활계폐기물발생량＜br＞(A),Statistics,227.4,232.5,243.0,245.3,273.7,285.6,286.5,273.4,266.4,261.4,256.8,258.5,261.9,280.8,280.7,277.7,270.3,268.3,263.9,299.9,215.4,191.0,211.1
북구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.7,0.7,0.7,0.7,0.8,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,1.1,0.8,0.7,0.8
북구 - 주민등록인구＜br＞(B),Statistics,311481.0,320976.0,326710.0,333316.0,335699.0,330446.0,325302.0,318859.0,314227.0,312218.0,307988.0,312937.0,309719.0,306974.0,310484.0,310202.0,302924.0,296952.0,291132.0,283952.0,283211.0,278857.0,273596.0
사상구 - 생활계폐기물발생량＜br＞(A),Statistics,408.7,386.9,367.1,362.1,351.6,345.4,320.1,296.6,289.7,279.2,273.2,267.2,265.7,275.1,273.8,264.9,250.4,252.2,254.2,326.7,194.1,200.6,183.4
사상구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.4,1.3,1.3,1.3,1.3,1.3,1.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.1,1.1,1.1,1.2,1.5,0.9,1.0,0.9
사상구 - 주민등록인구＜br＞(B),Statistics,300309.0,294090.0,287938.0,282097.0,277481.0,271484.0,265512.0,260897.0,255274.0,257843.0,254413.0,250424.0,246797.0,242953.0,237711.0,232800.0,229219.0,223361.0,218094.0,212586.0,208298.0,203789.0,202932.0
사천시 - 생활계폐기물발생량＜br＞(A),Statistics,96.9,98.4,104.8,103.2,99.5,111.3,115.8,116.7,121.6,123.5,146.1,153.5,169.0,153.0,169.6,190.1,169.1,152.9,156.5,155.4,141.9,135.3,131.0
사천시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.8,0.8,0.9,0.9,0.9,1.0,1.0,1.0,1.1,1.1,1.3,1.3,1.4,1.3,1.5,1.7,1.5,1.3,1.4,1.4,1.3,1.2,1.2
사천시 - 주민등록인구＜br＞(B),Statistics,119305.0,117076.0,114556.0,112670.0,111293.0,112300.0,112499.0,112828.0,112724.0,114148.0,114133.0,115321.0,116851.0,116485.0,115452.0,114912.0,114252.0,113888.0,111925.0,111105.0,109953.0,109369.0,109030.0
사하구 - 생활계폐기물발생량＜br＞(A),Statistics,359.0,358.9,363.9,356.2,351.3,360.7,359.5,335.9,338.5,324.7,321.5,323.7,323.3,330.4,329.1,312.8,350.6,341.1,337.7,421.3,251.7,256.1,258.0
사하구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.9,0.9,1.0,1.0,0.9,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,0.9,1.1,1.0,1.1,1.4,0.8,0.8,0.9
사하구 - 주민등록인구＜br＞(B),Statistics,383864.0,378236.0,375283.0,374248.0,371909.0,366865.0,364693.0,365368.0,359800.0,358730.0,355443.0,352726.0,349110.0,343371.0,337781.0,334603.0,333301.0,327791.0,321004.0,311757.0,306003.0,301987.0,297831.0
산청군 - 생활계폐기물발생량＜br＞(A),Statistics,21.2,25.7,25.9,22.3,22.8,31.3,26.9,26.0,20.0,26.8,33.7,25.7,40.4,28.4,30.0,41.8,39.1,37.0,37.2,40.6,52.9,42.3,34.8
산청군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.5,0.7,0.7,0.6,0.6,0.9,0.8,0.7,0.6,0.8,0.9,0.7,1.1,0.8,0.8,1.2,1.1,1.0,1.1,1.2,1.5,1.2,1.0
산청군 - 주민등록인구＜br＞(B),Statistics,39863.0,38726.0,37783.0,36849.0,36294.0,35704.0,35274.0,35043.0,34921.0,35591.0,35651.0,35691.0,35935.0,35849.0,36071.0,36098.0,36340.0,35952.0,35417.0,34857.0,34360.0,34028.0,33752.0
삼척시 - 생활계폐기물발생량＜br＞(A),Statistics,91.7,266.0,139.7,107.0,101.0,98.1,93.7,101.0,103.6,102.5,104.4,104.3,106.2,110.1,108.8,144.5,105.7,104.3,121.3,186.8,119.3,124.7,123.5
삼척시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.1,3.4,1.8,1.4,1.4,1.4,1.3,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,2.1,1.5,1.5,1.8,2.9,1.9,2.0,2.0
삼척시 - 주민등록인구＜br＞(B),Statistics,79770.0,77434.0,75759.0,74301.0,73134.0,71750.0,70791.0,70954.0,71935.0,72046.0,72312.0,72463.0,73023.0,72314.0,70839.0,69599.0,68514.0,68326.0,67228.0,65243.0,63429.0,63455.0,62651.0
상주시 - 생활계폐기물발생량＜br＞(A),Statistics,87.3,85.5,84.4,81.5,74.4,73.0,89.0,80.8,86.7,94.1,96.5,87.3,85.0,90.1,95.9,95.6,108.3,86.3,102.9,130.8,101.4,98.1,126.7
상주시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.8,0.8,0.9,0.9,0.9,1.1,0.9,1.0,1.3,1.1,1.0,1.3
상주시 - 주민등록인구＜br＞(B),Statistics,122047.0,118999.0,115337.0,112585.0,110444.0,108280.0,106600.0,105381.0,106208.0,105607.0,104685.0,104182.0,103346.0,102892.0,102374.0,101799.0,100947.0,100297.0,100688.0,97228.0,95566.0,94823.0,93858.0
서구 - 생활계폐기물발생량＜br＞(A),Statistics,181.2,176.6,178.7,157.8,144.9,141.8,136.0,125.7,124.9,120.9,120.5,117.8,117.4,121.7,122.1,121.2,117.4,118.3,116.3,136.5,83.8,91.6,94.8
서구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.2,1.2,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.3,0.8,0.9,0.9
서구 - 주민등록인구＜br＞(B),Statistics,151874.0,148020.0,144305.0,142460.0,139607.0,136226.0,132803.0,129385.0,125785.0,126040.0,123718.0,120828.0,118783.0,118115.0,115963.0,112973.0,110039.0,110534.0,108229.0,108135.0,105164.0,105192.0,104089.0
서귀포시 - 생활계폐기물발생량＜br＞(A),Statistics,,,,,,132.8,138.7,148.6,151.1,167.4,207.3,300.7,378.3,318.7,343.0,423.4,430.8,390.7,373.2,372.8,355.3,362.0,398.3
서귀포시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,,,,,,0.9,0.9,1.0,1.0,1.1,1.4,2.0,2.4,2.0,2.1,2.5,2.4,2.2,2.1,2.0,1.9,2.0,2.2
서귀포시 - 주민등록인구＜br＞(B),Statistics,,,,,,154895.0,153800.0,153120.0,152285.0,153716.0,153366.0,154057.0,155641.0,158512.0,164519.0,170932.0,178383.0,181245.0,181584.0,182169.0,183663.0,184770.0,183598.0
서대문구 - 생활계폐기물발생량＜br＞(A),Statistics,372.4,383.6,397.9,379.1,349.2,347.7,293.1,268.2,327.1,308.3,291.4,263.6,262.4,311.7,301.5,298.4,298.3,285.3,240.1,285.3,265.1,294.9,267.4
서대문구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.0,1.1,1.1,1.1,1.0,1.0,0.8,0.8,1.0,0.9,0.9,0.8,0.8,1.0,1.0,0.9,1.0,0.9,0.8,0.9,0.9,1.0,0.9
서대문구 - 주민등록인구＜br＞(B),Statistics,366228.0,362614.0,355753.0,352071.0,349163.0,349020.0,348575.0,331688.0,327451.0,324541.0,314852.0,315113.0,314110.0,310376.0,312141.0,314194.0,312800.0,310313.0,309397.0,312173.0,304819.0,306337.0,306231.0
서산시 - 생활계폐기물발생량＜br＞(A),Statistics,168.5,168.0,169.0,142.5,143.6,193.0,210.3,180.3,182.6,193.6,170.0,177.6,178.9,179.4,263.1,169.7,173.5,172.5,181.4,207.7,206.8,227.0,204.0
서산시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.1,1.1,1.1,0.9,1.0,1.3,1.4,1.1,1.1,1.2,1.1,1.1,1.1,1.1,1.5,1.0,1.0,1.0,1.0,1.2,1.2,1.3,1.2
서산시 - 주민등록인구＜br＞(B),Statistics,150116.0,148150.0,151818.0,150131.0,150294.0,150889.0,153569.0,156867.0,158886.0,160468.0,161489.0,163315.0,165837.0,167611.0,170099.0,170788.0,171678.0,174162.0,174690.0,175591.0,176645.0,176413.0,176011.0
서울특별시 - 생활계폐기물발생량＜br＞(A),Statistics,11968.2,12052.3,12058.3,11672.7,11170.2,11420.0,11525.4,11446.5,11336.8,10020.4,9440.1,9189.3,8559.0,9613.8,9438.7,9608.0,9217.3,9492.9,9847.4,9673.4,10852.9,10913.8,10426.9
서울특별시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1.1,1.1,1.0,0.9,0.9,0.8,1.0,0.9,1.0,0.9,1.0,1.0,1.0,1.1,1.2,1.1
서울특별시 - 주민등록인구＜br＞(B),Statistics,10263336.0,10207295.0,10174086.0,10173162.0,10167344.0,10181166.0,10192710.0,10200827.0,10208302.0,10312545.0,10249679.0,10195318.0,10143645.0,10103233.0,10022181.0,9930616.0,9857426.0,9765623.0,9729107.0,9668465.0,9509458.0,9428372.0,9386034.0
서천군 - 생활계폐기물발생량＜br＞(A),Statistics,34.2,35.5,34.7,36.6,36.9,38.3,42.1,55.3,44.4,36.5,38.7,41.7,42.7,41.4,61.7,72.1,70.8,91.2,79.2,90.8,59.4,74.1,48.5
서천군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.9,0.7,0.6,0.6,0.7,0.7,0.7,1.1,1.3,1.3,1.7,1.5,1.8,1.2,1.5,1.0
서천군 - 주민등록인구＜br＞(B),Statistics,72787.0,70116.0,67414.0,65650.0,64322.0,62629.0,61168.0,60507.0,60066.0,60085.0,59541.0,58920.0,58441.0,57713.0,56910.0,56012.0,55175.0,53922.0,52805.0,51866.0,50745.0,49964.0,49116.0
