item,category,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
광주시 - 주민등록인구＜br＞(B),Statistics,152878.0,175614.0,191466.0,205641.0,214498.0,222048.0,229319.0,234777.0,238583.0,249789.0,265222.0,275656.0,286699.0,298858.0,312579.0,327723.0,345947.0,363782.0,372654.0,382054.0,387289.0,391462.0,391377.0
광진구 - 생활계폐기물발생량＜br＞(A),Statistics,356.8,475.0,465.1,470.6,410.4,437.6,357.2,376.3,382.7,392.3,365.2,368.5,379.3,348.9,339.4,326.3,319.2,342.5,333.9,343.1,250.5,330.5,286.9
광진구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.9,1.2,1.2,1.2,1.1,1.2,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0,0.7,1.0,0.9
광진구 - 주민등록인구＜br＞(B),Statistics,388109.0,386511.0,384929.0,380537.0,375613.0,374442.0,376572.0,375482.0,373998.0,375463.0,371936.0,371313.0,368927.0,363354.0,360369.0,357215.0,357703.0,355559.0,351350.0,346682.0,339996.0,337416.0,335554.0
괴산군 - 생활계폐기물발생량＜br＞(A),Statistics,37.3,34.4,34.6,35.3,32.7,72.2,34.2,34.1,33.6,33.8,31.3,47.6,46.9,44.2,49.2,58.6,70.1,71.0,39.9,54.0,76.2,46.2,68.0
괴산군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.9,0.8,0.9,0.9,0.8,1.9,0.9,0.9,0.9,0.9,0.8,1.3,1.2,1.2,1.3,1.5,1.8,1.8,1.0,1.4,2.0,1.2,1.9
괴산군 - 주민등록인구＜br＞(B),Statistics,43126.0,41827.0,40411.0,39586.0,38595.0,37570.0,36873.0,36566.0,36775.0,36827.0,37333.0,37713.0,38059.0,38351.0,38787.0,38973.0,39054.0,39133.0,39163.0,39393.0,38122.0,37055.0,36590.0
구례군 - 생활계폐기물발생량＜br＞(A),Statistics,23.4,22.2,25.2,24.8,21.8,22.3,23.6,21.9,22.0,23.9,19.5,19.4,17.6,15.5,15.8,16.9,16.0,17.3,18.4,62.8,76.4,20.7,22.8
구례군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.9,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,2.4,3.0,0.8,0.9
구례군 - 주민등록인구＜br＞(B),Statistics,32948.0,31755.0,30509.0,30232.0,29577.0,28837.0,28203.0,27703.0,27518.0,27375.0,27422.0,27077.0,27115.0,27170.0,27308.0,27412.0,27525.0,27117.0,26563.0,25719.0,25235.0,24655.0,24314.0
구로구 - 생활계폐기물발생량＜br＞(A),Statistics,405.2,425.9,444.2,385.9,416.6,440.3,435.7,441.7,430.1,308.1,276.7,285.7,278.5,322.5,314.7,318.2,310.8,319.4,326.5,329.6,373.2,367.2,470.2
구로구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.0,1.0,1.1,0.9,1.0,1.0,1.0,1.0,1.0,0.7,0.6,0.7,0.7,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.9,0.9,1.2
구로구 - 주민등록인구＜br＞(B),Statistics,415330.0,413363.0,412845.0,416828.0,416405.0,419832.0,420542.0,420795.0,421967.0,423736.0,427468.0,427520.0,424964.0,425831.0,422092.0,417551.0,410742.0,404497.0,406664.0,404408.0,396754.0,395315.0,392405.0
구리시 - 생활계폐기물발생량＜br＞(A),Statistics,219.2,249.6,253.8,237.3,209.9,142.0,227.2,210.9,214.5,209.6,195.6,192.0,176.7,209.3,192.9,222.2,156.9,165.9,187.4,205.3,220.4,231.3,196.8
구리시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.2,1.3,1.3,1.2,1.1,0.7,1.2,1.1,1.1,1.1,1.0,1.0,0.9,1.1,1.0,1.1,0.8,0.8,0.9,1.0,1.1,1.2,1.1
구리시 - 주민등록인구＜br＞(B),Statistics,184816.0,193214.0,192947.0,193438.0,192548.0,193847.0,196800.0,195874.0,195593.0,196398.0,194881.0,192341.0,189680.0,186820.0,186721.0,193763.0,200042.0,203553.0,199265.0,197454.0,191948.0,188701.0,187093.0
구미시 - 생활계폐기물발생량＜br＞(A),Statistics,217.8,227.6,255.5,287.3,280.1,280.3,303.4,266.9,266.0,255.2,254.6,253.9,249.2,358.5,402.8,380.3,461.6,464.9,826.6,454.0,446.8,519.9,492.6
구미시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.6,0.7,0.7,0.8,0.7,0.7,0.8,0.7,0.7,0.6,0.6,0.6,0.6,0.9,1.0,0.9,1.1,1.1,2.0,1.1,1.1,1.3,1.2
구미시 - 주민등록인구＜br＞(B),Statistics,344159.0,350011.0,355629.0,365681.0,374614.0,386465.0,391897.0,393959.0,396419.0,404920.0,413446.0,416949.0,419428.0,420320.0,419915.0,419891.0,421799.0,421494.0,419742.0,416328.0,412581.0,408110.0,405506.0
군산시 - 생활계폐기물발생량＜br＞(A),Statistics,302.3,206.9,255.2,270.9,237.9,273.3,238.7,243.6,252.2,245.6,319.8,313.6,289.8,289.0,299.6,302.7,327.8,442.3,444.7,473.0,344.9,340.5,374.0
군산시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.1,0.8,0.9,1.0,0.9,1.0,0.9,0.9,0.9,0.9,1.2,1.1,1.0,1.0,1.1,1.1,1.2,1.6,1.6,1.8,1.3,1.3,1.4
군산시 - 주민등록인구＜br＞(B),Statistics,276717.0,272007.0,268639.0,265168.0,263120.0,260989.0,260562.0,263845.0,266922.0,272601.0,275659.0,278341.0,278319.0,278098.0,278398.0,277551.0,274997.0,272645.0,270131.0,267859.0,265304.0,262467.0,259980.0
군위군 - 생활계폐기물발생량＜br＞(A),Statistics,15.1,14.9,15.5,14.8,24.0,22.6,21.7,22.3,22.9,22.9,17.6,17.4,17.4,15.5,19.3,21.4,24.4,21.7,41.5,55.8,94.5,40.3,41.7
군위군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.4,0.5,0.5,0.5,0.9,0.8,0.8,0.9,0.9,0.9,0.7,0.7,0.7,0.6,0.8,0.9,1.0,0.9,1.7,2.4,4.1,1.7,1.8
군위군 - 주민등록인구＜br＞(B),Statistics,34055.0,31654.0,29762.0,28825.0,27709.0,26687.0,25781.0,25309.0,24966.0,24736.0,24268.0,24119.0,24172.0,24170.0,24126.0,24171.0,24215.0,23919.0,23843.0,23256.0,22945.0,23340.0,22988.0
군포시 - 생활계폐기물발생량＜br＞(A),Statistics,258.7,341.2,343.7,323.8,325.9,301.5,323.4,315.5,196.5,305.0,314.1,301.0,201.3,181.3,193.1,219.5,229.7,252.6,262.5,144.7,264.3,250.2,267.8
군포시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.0,1.3,1.3,1.2,1.2,1.1,1.2,1.1,0.7,1.1,1.1,1.0,0.7,0.6,0.7,0.8,0.8,0.9,1.0,0.5,1.0,0.9,1.0
군포시 - 주민등록인구＜br＞(B),Statistics,269080.0,268559.0,273765.0,275761.0,277781.0,274569.0,275351.0,277590.0,275731.0,287833.0,287294.0,286841.0,286344.0,288408.0,287519.0,284890.0,281205.0,276916.0,275852.0,273791.0,268535.0,266213.0,261229.0
금산군 - 생활계폐기물발생량＜br＞(A),Statistics,37.5,42.7,44.9,52.2,53.2,62.7,39.0,42.9,43.6,41.9,43.2,54.4,55.9,60.7,54.3,55.0,58.4,52.0,46.1,65.4,74.1,63.8,67.7
금산군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.6,0.7,0.7,0.9,0.9,1.1,0.7,0.8,0.8,0.7,0.8,1.0,1.0,1.1,1.0,1.0,1.1,1.0,0.9,1.3,1.5,1.3,1.4
금산군 - 주민등록인구＜br＞(B),Statistics,62985.0,61350.0,60740.0,60048.0,58378.0,57552.0,57690.0,56740.0,56220.0,56555.0,56030.0,55715.0,55441.0,55166.0,54879.0,54612.0,53894.0,53222.0,52257.0,51413.0,50477.0,50092.0,50093.0
금정구 - 생활계폐기물발생량＜br＞(A),Statistics,269.3,279.3,280.3,268.5,249.6,255.2,252.3,241.0,229.9,220.0,219.1,219.9,217.4,228.3,228.1,229.0,232.5,234.6,233.0,255.0,169.5,181.2,188.3
금정구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.9,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.1,0.7,0.8,0.9
금정구 - 주민등록인구＜br＞(B),Statistics,285760.0,278511.0,274696.0,271046.0,264880.0,263338.0,258934.0,256398.0,252039.0,255419.0,254720.0,255692.0,253526.0,249856.0,246026.0,244624.0,244469.0,242956.0,239062.0,232666.0,228049.0,221256.0,215590.0
금천구 - 생활계폐기물발생량＜br＞(A),Statistics,365.4,342.8,342.0,324.7,312.7,302.1,316.8,222.3,272.8,196.7,221.2,223.5,180.2,250.6,240.1,239.6,241.8,248.8,286.7,274.5,270.3,273.8,277.4
금천구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.4,1.3,1.3,1.3,1.2,1.2,1.3,0.9,1.1,0.8,0.9,0.9,0.7,1.1,1.0,1.0,1.0,1.1,1.2,1.2,1.2,1.2,1.2
금천구 - 주민등록인구＜br＞(B),Statistics,260476.0,261413.0,261224.0,259633.0,256902.0,253243.0,249108.0,247320.0,244835.0,245195.0,243438.0,243288.0,241020.0,238463.0,236284.0,235386.0,235154.0,233917.0,232810.0,231733.0,230811.0,229642.0,227481.0
기장군 - 생활계폐기물발생량＜br＞(A),Statistics,50.1,55.2,70.9,59.3,71.6,80.3,81.8,79.8,80.5,81.8,86.4,92.5,99.2,137.9,124.9,131.9,131.0,130.3,129.8,176.3,233.0,245.3,185.7
기장군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.7,0.7,0.9,0.7,0.9,1.0,1.0,1.0,0.9,0.8,0.8,0.8,0.7,1.0,0.8,0.8,0.8,0.8,0.8,1.0,1.3,1.4,1.0
기장군 - 주민등록인구＜br＞(B),Statistics,76166.0,76384.0,77632.0,79788.0,80104.0,79334.0,79565.0,81159.0,89384.0,102557.0,108095.0,114566.0,132507.0,144748.0,153093.0,158527.0,161651.0,164864.0,164716.0,174545.0,177125.0,178614.0,178729.0
김제시 - 생활계폐기물발생량＜br＞(A),Statistics,64.6,69.0,111.3,111.7,117.4,108.2,71.2,60.0,60.7,61.0,62.3,62.2,66.1,71.7,70.8,86.5,83.2,95.4,78.0,191.5,134.5,127.1,102.0
김제시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.6,0.6,1.0,1.1,1.1,1.1,0.7,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,1.0,1.0,1.1,0.9,2.3,1.7,1.6,1.3
김제시 - 주민등록인구＜br＞(B),Statistics,115244.0,110989.0,110710.0,105195.0,102720.0,100238.0,97615.0,95807.0,94770.0,94346.0,93111.0,92317.0,91218.0,90108.0,88721.0,87782.0,86926.0,85331.0,83895.0,82450.0,80913.0,81455.0,81430.0
김천시 - 생활계폐기물발생량＜br＞(A),Statistics,102.4,109.1,115.7,109.5,109.5,114.1,108.8,175.1,174.4,208.7,113.2,108.3,119.0,106.1,111.1,136.9,125.0,125.2,129.6,169.6,187.2,214.6,177.3
김천시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.7,0.7,0.8,0.8,0.8,0.8,0.8,1.3,1.3,1.5,0.8,0.8,0.9,0.8,0.8,1.0,0.9,0.9,0.9,1.2,1.3,1.5,1.3
김천시 - 주민등록인구＜br＞(B),Statistics,150858.0,146666.0,150306.0,143527.0,141632.0,139682.0,139084.0,138056.0,135918.0,136136.0,136185.0,135504.0,135259.0,135456.0,140132.0,142256.0,142908.0,141104.0,141229.0,140548.0,140239.0,139324.0,137515.0
김포시 - 생활계폐기물발생량＜br＞(A),Statistics,167.1,175.1,178.7,177.9,181.6,153.4,186.3,184.8,183.5,199.6,213.0,234.8,263.2,252.6,316.4,249.7,253.4,337.5,344.9,279.7,494.0,485.2,472.3
김포시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.9,0.9,0.9,0.9,0.9,0.7,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.9,0.7,0.6,0.8,0.8,0.6,1.0,1.0,1.0
김포시 - 주민등록인구＜br＞(B),Statistics,180404.0,193438.0,203391.0,208192.0,207229.0,207824.0,205997.0,220418.0,225805.0,238339.0,256994.0,287432.0,312305.0,340310.0,349990.0,363443.0,392092.0,423170.0,437221.0,473970.0,486508.0,484267.0,486172.0
김해시 - 생활계폐기물발생량＜br＞(A),Statistics,307.1,349.6,367.1,390.0,399.1,401.0,460.8,485.7,501.6,453.9,448.7,443.6,449.4,437.0,455.3,498.8,481.7,494.6,725.3,655.1,585.1,588.4,561.4
김해시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.8,0.9,0.9,0.9,0.9,1.3,1.2,1.1,1.1,1.1
김해시 - 주민등록인구＜br＞(B),Statistics,353768.0,390292.0,407368.0,427432.0,443017.0,453728.0,464964.0,477572.0,492413.0,503348.0,507062.0,513260.0,522049.0,527240.0,528865.0,529422.0,532132.0,533672.0,542455.0,542338.0,537673.0,535129.0,533659.0
나주시 - 생활계폐기물발생량＜br＞(A),Statistics,95.6,94.7,93.7,91.1,42.0,63.9,124.8,90.7,89.0,93.1,92.8,91.3,90.1,91.6,94.6,83.9,85.2,71.8,84.7,120.2,133.7,157.6,141.5
나주시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.9,0.9,0.9,0.9,0.4,0.7,1.3,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,0.8,0.8,0.6,0.7,1.0,1.1,1.4,1.2
나주시 - 주민등록인구＜br＞(B),Statistics,105832.0,102825.0,101708.0,99308.0,97980.0,96417.0,95439.0,92884.0,90875.0,90118.0,88243.0,88067.0,87754.0,90669.0,98182.0,104376.0,110110.0,113839.0,114664.0,115613.0,116726.0,116456.0,117377.0
남구 - 생활계폐기물발생량＜br＞(A),Statistics,328.3,327.0,297.0,283.2,267.2,262.6,252.7,243.6,244.3,235.3,229.0,223.5,219.4,228.0,238.2,231.6,223.7,230.1,234.9,278.0,170.2,187.5,185.5
남구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.1,1.1,1.0,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,1.0,0.6,0.7,0.7
남구 - 주민등록인구＜br＞(B),Statistics,302642.0,305375.0,307287.0,304481.0,302257.0,297893.0,296666.0,298314.0,297963.0,298458.0,295121.0,291175.0,291770.0,286989.0,283101.0,278779.0,273854.0,279917.0,274480.0,267731.0,262069.0,256333.0,254185.0
남동구 - 생활계폐기물발생량＜br＞(A),Statistics,307.4,347.3,366.6,492.6,337.2,311.0,391.3,337.6,337.1,277.0,281.5,282.2,267.7,308.3,330.1,551.8,473.2,521.9,469.3,457.7,478.3,619.7,560.5
남동구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.8,0.9,0.9,1.3,0.9,0.8,0.9,0.8,0.7,0.6,0.6,0.6,0.5,0.6,0.6,1.0,0.9,1.0,0.9,0.9,0.9,1.2,1.1
남동구 - 주민등록인구＜br＞(B),Statistics,407615.0,403574.0,392478.0,384244.0,379310.0,390044.0,425217.0,450054.0,463414.0,473423.0,495469.0,503597.0,507021.0,514656.0,531395.0,530982.0,536578.0,537161.0,532704.0,525354.0,518272.0,506181.0,492415.0
남양주시 - 생활계폐기물발생량＜br＞(A),Statistics,266.9,287.2,292.0,304.7,329.0,327.8,347.5,362.1,418.5,421.7,436.5,483.3,336.6,366.8,346.2,379.0,367.5,407.2,684.4,696.4,676.6,714.4,629.2
남양주시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.8,0.8,0.5,0.6,0.5,0.6,0.6,0.6,1.0,1.0,0.9,1.0,0.9
남양주시 - 주민등록인구＜br＞(B),Statistics,375041.0,392614.0,403755.0,418360.0,450054.0,470617.0,492347.0,505867.0,525211.0,564141.0,578485.0,599539.0,618305.0,636256.0,653454.0,662154.0,665321.0,681828.0,701830.0,713321.0,733798.0,737353.0,732265.0
남원시 - 생활계폐기물발생량＜br＞(A),Statistics,103.4,101.0,105.5,101.0,101.7,103.8,112.7,97.2,95.5,101.4,84.5,76.6,71.7,72.2,69.1,92.8,86.1,88.5,159.5,112.6,113.2,96.7,91.6
남원시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.0,1.0,1.0,1.0,1.1,1.1,1.3,1.1,1.1,1.2,1.0,0.9,0.8,0.8,0.8,1.1,1.0,1.1,2.0,1.4,1.4,1.2,1.2
남원시 - 주민등록인구＜br＞(B),Statistics,103977.0,100392.0,101950.0,96243.0,93670.0,91265.0,89247.0,88356.0,87675.0,87775.0,87455.0,87000.0,86460.0,85643.0,84856.0,84188.0,83281.0,82554.0,81441.0,80662.0,79431.0,77948.0,76781.0
남해군 - 생활계폐기물발생량＜br＞(A),Statistics,30.7,30.9,36.5,37.3,38.8,47.8,46.8,46.7,47.5,40.3,37.6,38.3,39.3,35.8,55.0,67.9,61.5,67.5,61.1,63.7,63.0,184.2,44.9
남해군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.5,0.6,0.7,0.7,0.7,0.9,0.9,0.9,0.9,0.8,0.7,0.8,0.8,0.8,1.2,1.5,1.4,1.5,1.4,1.5,1.5,4.4,1.1
남해군 - 주민등록인구＜br＞(B),Statistics,57916.0,55958.0,54392.0,53129.0,51825.0,50792.0,55026.0,50698.0,50244.0,49328.0,50242.0,48223.0,47244.0,46638.0,45865.0,45129.0,44642.0,43990.0,43622.0,42958.0,42266.0,41579.0,40780.0
노원구 - 생활계폐기물발생량＜br＞(A),Statistics,484.4,489.4,489.8,473.4,451.8,449.5,441.4,420.2,541.2,452.9,303.7,307.9,302.4,356.4,464.2,455.1,416.7,467.2,317.3,394.8,372.3,399.4,383.9
노원구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.7,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.9,0.7,0.5,0.5,0.5,0.6,0.8,0.8,0.8,0.9,0.6,0.8,0.7,0.8,0.8
노원구 - 주민등록인구＜br＞(B),Statistics,646905.0,641652.0,631931.0,628184.0,622003.0,618093.0,616753.0,615981.0,610616.0,611230.0,603930.0,597189.0,590479.0,582552.0,574583.0,567581.0,554403.0,543752.0,532905.0,523037.0,510956.0,503734.0,498213.0
논산시 - 생활계폐기물발생량＜br＞(A),Statistics,139.9,126.7,128.5,127.9,128.9,122.4,148.9,167.9,150.1,169.7,174.5,174.6,176.0,175.8,184.3,173.3,173.7,170.6,144.8,190.8,164.1,164.4,222.6
논산시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.0,0.9,0.9,0.9,1.0,0.9,1.1,1.3,1.2,1.3,1.4,1.4,1.4,1.4,1.5,1.4,1.4,1.4,1.2,1.6,1.4,1.5,2.0
논산시 - 주민등록인구＜br＞(B),Statistics,140287.0,137419.0,135719.0,135572.0,134217.0,131466.0,129486.0,127797.0,127097.0,127507.0,127533.0,126653.0,125844.0,124784.0,124232.0,123213.0,122240.0,120230.0,118842.0,116675.0,114483.0,112617.0,110423.0
단양군 - 생활계폐기물발생량＜br＞(A),Statistics,37.1,37.1,39.3,35.6,37.4,42.2,38.9,40.9,51.4,45.1,42.0,38.9,37.3,35.8,39.3,47.5,44.7,52.8,55.8,68.6,64.5,105.7,56.9
단양군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.0,1.0,1.1,1.0,1.1,1.3,1.2,1.3,1.6,1.4,1.3,1.2,1.2,1.2,1.3,1.6,1.5,1.7,1.9,2.4,2.3,3.8,2.1
단양군 - 주민등록인구＜br＞(B),Statistics,38721.0,37320.0,35701.0,34743.0,34122.0,33346.0,32399.0,31929.0,31842.0,31817.0,31595.0,31253.0,31171.0,30948.0,30761.0,30503.0,30215.0,30255.0,29756.0,29155.0,28331.0,27767.0,27701.0
달서구 - 생활계폐기물발생량＜br＞(A),Statistics,512.1,516.7,525.1,526.3,500.6,491.3,505.3,525.8,529.0,535.3,582.6,587.4,622.0,733.0,707.4,679.3,666.3,637.0,657.5,640.2,527.5,633.0,602.9
달서구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.2,1.2,1.1,1.2,1.1,1.2,1.1,1.0,1.2,1.1
달서구 - 주민등록인구＜br＞(B),Statistics,599664.0,605433.0,603949.0,601467.0,595860.0,589041.0,591169.0,594616.0,598011.0,607083.0,606542.0,606557.0,610358.0,606433.0,602641.0,591891.0,578068.0,573413.0,568887.0,558631.0,544926.0,536989.0,527781.0
달성군 - 생활계폐기물발생량＜br＞(A),Statistics,125.9,137.5,245.5,240.0,217.7,217.9,224.1,231.8,209.6,228.4,225.4,233.6,227.2,266.4,256.7,253.8,270.3,287.7,294.7,310.3,280.5,316.5,290.4
달성군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.8,0.9,1.6,1.5,1.4,1.4,1.4,1.4,1.2,1.3,1.2,1.3,1.2,1.4,1.3,1.2,1.1,1.1,1.1,1.2,1.1,1.2,1.1
달성군 - 주민등록인구＜br＞(B),Statistics,156100.0,155601.0,157554.0,155905.0,158353.0,158314.0,160443.0,171001.0,176135.0,178899.0,180351.0,184366.0,184358.0,184902.0,192747.0,218268.0,243375.0,250543.0,256540.0,259339.0,262451.0,263162.0,262084.0
담양군 - 생활계폐기물발생량＜br＞(A),Statistics,26.6,25.0,28.0,41.9,36.9,40.5,57.2,46.1,45.5,49.5,37.5,32.3,33.4,31.3,34.1,14.9,22.7,20.7,15.4,61.5,67.7,54.4,55.6
담양군 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.5,0.5,0.5,0.8,0.7,0.8,1.1,1.0,1.0,1.0,0.8,0.7,0.7,0.7,0.7,0.3,0.5,0.4,0.3,1.3,1.5,1.2,1.2
담양군 - 주민등록인구＜br＞(B),Statistics,53268.0,51535.0,50933.0,50613.0,50364.0,50332.0,50441.0,48347.0,47286.0,47808.0,47819.0,47612.0,47365.0,47177.0,47009.0,47229.0,47285.0,46917.0,46535.0,46280.0,46180.0,45792.0,45373.0
당진시 - 생활계폐기물발생량＜br＞(A),Statistics,,,,,,,,,,,,149.3,150.7,188.7,142.6,183.1,150.1,155.0,238.4,217.9,205.8,217.8,188.5
당진시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,,,,,,,,,,,,1.0,0.9,1.2,0.9,1.1,0.9,0.9,1.4,1.3,1.2,1.3,1.1
당진시 - 주민등록인구＜br＞(B),Statistics,,,,,,,,,,,,155104.0,159615.0,162844.0,165122.0,166630.0,167439.0,167770.0,167042.0,166249.0,167092.0,168253.0,170302.0
대구광역시 - 생활계폐기물발생량＜br＞(A),Statistics,2640.0,2642.0,2641.0,2638.0,2635.0,2637.4,2635.4,2632.8,2548.0,2584.8,2625.0,2683.8,2789.7,2899.4,2966.5,2956.9,2895.4,3014.8,2938.1,3103.6,2598.3,2856.8,2745.0
대구광역시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.0,1.0,1.0,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.1,1.2,1.2
대구광역시 - 주민등록인구＜br＞(B),Statistics,2525109.0,2525803.0,2529544.0,2524712.0,2511306.0,2496115.0,2493261.0,2492724.0,2489781.0,2511676.0,2507271.0,2505644.0,2501588.0,2493264.0,2487829.0,2484557.0,2475231.0,2461769.0,2438031.0,2418346.0,2385412.0,2363691.0,2374960.0
대덕구 - 생활계폐기물발생량＜br＞(A),Statistics,324.9,287.6,291.4,231.5,264.0,237.7,239.8,248.4,261.6,254.9,242.7,235.1,250.6,226.7,293.5,273.6,298.2,258.5,210.6,228.6,212.2,197.4,190.9
대덕구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.4,1.3,1.3,1.0,1.2,1.1,1.1,1.2,1.3,1.2,1.2,1.1,1.2,1.1,1.5,1.4,1.6,1.4,1.2,1.3,1.2,1.1,1.1
대덕구 - 주민등록인구＜br＞(B),Statistics,230939.0,229926.0,229208.0,226947.0,223287.0,217332.0,213275.0,211241.0,208147.0,207549.0,205339.0,205688.0,204360.0,201558.0,196839.0,192688.0,186902.0,181991.0,177031.0,176384.0,175046.0,172746.0,169853.0
대전광역시 - 생활계폐기물발생량＜br＞(A),Statistics,1788.5,1640.3,1688.1,1461.4,1499.4,1503.1,1495.0,1577.6,1511.1,1557.6,1519.2,1468.9,1473.4,1451.2,1589.8,1628.5,1664.0,1611.3,1457.2,1491.2,1568.4,1503.8,1430.8
대전광역시 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.3,1.2,1.2,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.1,1.1,1.1,1.0,1.0,1.1,1.0,1.0
대전광역시 - 주민등록인구＜br＞(B),Statistics,1403164.0,1419573.0,1432296.0,1443471.0,1454638.0,1466158.0,1475659.0,1480895.0,1484180.0,1503664.0,1515603.0,1524583.0,1532811.0,1531809.0,1518775.0,1514370.0,1502227.0,1489936.0,1474870.0,1463882.0,1452251.0,1446072.0,1442216.0
도봉구 - 생활계폐기물발생량＜br＞(A),Statistics,298.1,257.2,286.8,242.0,229.9,416.1,412.5,398.0,307.4,400.6,404.3,400.4,386.2,348.1,314.7,315.1,243.6,255.7,345.1,300.9,251.9,258.3,280.6
도봉구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,0.8,0.7,0.8,0.6,0.6,1.1,1.1,1.1,0.8,1.1,1.1,1.1,1.1,1.0,0.9,0.9,0.7,0.8,1.0,0.9,0.8,0.8,0.9
도봉구 - 주민등록인구＜br＞(B),Statistics,371259.0,371911.0,376599.0,381939.0,381529.0,377534.0,375975.0,373936.0,369733.0,368298.0,365573.0,362270.0,358582.0,353709.0,351242.0,348220.0,344166.0,339413.0,333362.0,325257.0,317366.0,311694.0,306948.0
동구 - 생활계폐기물발생량＜br＞(A),Statistics,178.0,176.4,154.2,146.4,125.2,119.1,116.0,106.7,104.0,100.8,98.1,94.3,94.7,100.7,99.9,97.9,94.0,95.2,92.9,113.6,72.4,86.4,87.3
동구 - 주민1인당 생활계폐기물배출량＜br＞(A÷B)*1000,Statistics,1.4,1.5,1.3,1.3,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.3,0.8,1.0,1.0
