item,category,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
나주시 - 전체 혼인 건수(건),Statistics,474.0,452.0,412.0,461.0,417.0,416.0,570.0,600.0,629.0,600.0,588.0,492.0,526.0,447.0,491.0
남구 - 다문화 혼인 건수(건),Statistics,124.0,148.0,125.0,130.0,115.0,83.0,103.0,77.0,73.0,85.0,92.0,52.0,45.0,49.0,63.0
남구 - 다문화 혼인 비중(%),Statistics,7.8,9.1,7.9,8.4,7.3,5.6,7.7,6.6,7.0,7.8,8.6,6.7,6.3,7.2,8.6
남구 - 전체 혼인 건수(건),Statistics,1598.0,1623.0,1584.0,1553.0,1571.0,1471.0,1339.0,1166.0,1037.0,1090.0,1066.0,774.0,711.0,680.0,730.0
남동구 - 다문화 혼인 건수(건),Statistics,312.0,342.0,268.0,251.0,242.0,204.0,246.0,250.0,232.0,296.0,283.0,168.0,143.0,185.0,214.0
남동구 - 다문화 혼인 비중(%),Statistics,10.1,10.8,8.3,7.6,7.6,6.6,7.4,8.1,8.1,10.8,11.9,7.8,7.8,10.2,11.8
남동구 - 전체 혼인 건수(건),Statistics,3090.0,3155.0,3245.0,3283.0,3174.0,3110.0,3319.0,3099.0,2877.0,2753.0,2384.0,2148.0,1827.0,1820.0,1821.0
남양주시 - 다문화 혼인 건수(건),Statistics,291.0,277.0,299.0,267.0,221.0,225.0,192.0,233.0,210.0,262.0,274.0,141.0,139.0,186.0,242.0
남양주시 - 다문화 혼인 비중(%),Statistics,9.9,8.4,8.9,8.2,6.4,7.0,5.8,7.5,7.7,9.3,10.2,5.9,5.6,7.1,10.1
남양주시 - 전체 혼인 건수(건),Statistics,2954.0,3279.0,3356.0,3253.0,3447.0,3227.0,3318.0,3091.0,2728.0,2812.0,2693.0,2394.0,2491.0,2622.0,2397.0
남원시 - 다문화 혼인 건수(건),Statistics,73.0,83.0,83.0,77.0,45.0,45.0,45.0,31.0,42.0,47.0,41.0,23.0,20.0,35.0,39.0
남원시 - 다문화 혼인 비중(%),Statistics,19.0,20.5,19.3,20.8,12.4,13.2,14.4,9.4,12.9,17.5,15.0,10.7,12.0,16.7,21.9
남원시 - 전체 혼인 건수(건),Statistics,385.0,404.0,429.0,370.0,362.0,342.0,312.0,330.0,325.0,268.0,273.0,215.0,167.0,209.0,178.0
남해군 - 다문화 혼인 건수(건),Statistics,36.0,38.0,20.0,19.0,24.0,12.0,12.0,13.0,13.0,17.0,11.0,3.0,0.0,8.0,14.0
남해군 - 다문화 혼인 비중(%),Statistics,18.2,19.7,11.5,11.3,14.8,7.5,8.8,10.7,10.6,14.3,9.3,3.2,0.0,9.4,17.1
남해군 - 전체 혼인 건수(건),Statistics,198.0,193.0,174.0,168.0,162.0,159.0,136.0,122.0,123.0,119.0,118.0,93.0,75.0,85.0,82.0
노원구 - 다문화 혼인 건수(건),Statistics,292.0,261.0,244.0,213.0,209.0,176.0,164.0,177.0,178.0,168.0,174.0,110.0,100.0,103.0,121.0
노원구 - 다문화 혼인 비중(%),Statistics,8.4,7.3,6.4,5.8,6.0,5.4,5.1,6.2,7.2,7.3,7.9,5.5,5.6,5.8,7.3
노원구 - 전체 혼인 건수(건),Statistics,3462.0,3572.0,3791.0,3701.0,3507.0,3239.0,3201.0,2842.0,2466.0,2292.0,2195.0,2000.0,1801.0,1783.0,1668.0
논산시 - 다문화 혼인 건수(건),Statistics,98.0,101.0,85.0,93.0,70.0,52.0,52.0,43.0,71.0,76.0,69.0,39.0,32.0,47.0,62.0
논산시 - 다문화 혼인 비중(%),Statistics,16.8,15.5,13.5,14.8,12.6,9.4,9.3,8.0,14.5,15.3,15.8,10.7,10.0,13.1,15.2
논산시 - 전체 혼인 건수(건),Statistics,584.0,650.0,629.0,627.0,557.0,554.0,562.0,538.0,490.0,498.0,438.0,366.0,319.0,360.0,408.0
단양군 - 다문화 혼인 건수(건),Statistics,21.0,22.0,20.0,19.0,21.0,11.0,6.0,12.0,8.0,16.0,20.0,9.0,8.0,2.0,9.0
단양군 - 다문화 혼인 비중(%),Statistics,15.8,14.3,13.0,16.4,15.1,8.8,4.8,10.6,7.1,15.1,19.4,13.4,9.8,3.0,14.3
단양군 - 전체 혼인 건수(건),Statistics,133.0,154.0,154.0,116.0,139.0,125.0,126.0,113.0,113.0,106.0,103.0,67.0,82.0,66.0,63.0
단원구 - 다문화 혼인 건수(건),Statistics,505.0,507.0,428.0,422.0,398.0,355.0,321.0,290.0,275.0,294.0,288.0,199.0,182.0,187.0,241.0
단원구 - 다문화 혼인 비중(%),Statistics,20.6,21.0,18.2,18.2,17.1,17.5,16.2,16.2,17.1,17.6,16.8,13.5,13.4,14.8,18.6
단원구 - 전체 혼인 건수(건),Statistics,2452.0,2415.0,2354.0,2318.0,2322.0,2033.0,1982.0,1787.0,1608.0,1667.0,1715.0,1475.0,1356.0,1264.0,1294.0
달서구 - 다문화 혼인 건수(건),Statistics,218.0,223.0,220.0,236.0,217.0,166.0,196.0,190.0,169.0,226.0,246.0,113.0,121.0,157.0,173.0
달서구 - 다문화 혼인 비중(%),Statistics,6.9,6.5,6.6,7.0,6.3,5.4,6.2,6.7,6.6,9.2,10.6,5.9,7.7,9.6,9.4
달서구 - 전체 혼인 건수(건),Statistics,3173.0,3417.0,3309.0,3376.0,3445.0,3079.0,3169.0,2830.0,2579.0,2444.0,2315.0,1923.0,1569.0,1642.0,1835.0
달성군 - 다문화 혼인 건수(건),Statistics,69.0,82.0,110.0,59.0,78.0,68.0,75.0,87.0,89.0,137.0,134.0,71.0,68.0,79.0,99.0
달성군 - 다문화 혼인 비중(%),Statistics,6.0,7.3,9.3,5.1,7.1,7.1,6.7,5.7,5.0,7.9,8.8,5.8,6.6,7.3,9.1
달성군 - 전체 혼인 건수(건),Statistics,1159.0,1131.0,1188.0,1153.0,1094.0,964.0,1117.0,1527.0,1797.0,1732.0,1531.0,1233.0,1033.0,1082.0,1085.0
담양군 - 다문화 혼인 건수(건),Statistics,41.0,50.0,41.0,37.0,30.0,18.0,19.0,17.0,34.0,18.0,20.0,11.0,13.0,16.0,17.0
담양군 - 다문화 혼인 비중(%),Statistics,17.4,21.1,18.6,18.0,13.3,10.2,10.2,10.8,19.1,12.2,13.0,7.5,11.9,12.9,12.6
담양군 - 전체 혼인 건수(건),Statistics,236.0,237.0,220.0,206.0,225.0,177.0,186.0,158.0,178.0,147.0,154.0,146.0,109.0,124.0,135.0
당진군 - 다문화 혼인 건수(건),Statistics,121.0,74.0,79.0,,,,,,,,,,,,
당진군 - 다문화 혼인 비중(%),Statistics,12.1,8.3,8.7,,,,,,,,,,,,
당진군 - 전체 혼인 건수(건),Statistics,1004.0,893.0,904.0,,,,,,,,,,,,
당진시 - 다문화 혼인 건수(건),Statistics,,,,116.0,106.0,97.0,90.0,82.0,107.0,117.0,110.0,90.0,57.0,82.0,119.0
당진시 - 다문화 혼인 비중(%),Statistics,,,,9.8,8.3,8.2,7.3,7.3,10.1,11.0,12.8,11.7,8.2,11.2,15.7
당진시 - 전체 혼인 건수(건),Statistics,,,,1187.0,1271.0,1190.0,1235.0,1129.0,1055.0,1068.0,860.0,772.0,697.0,730.0,758.0
대구광역시 - 다문화 혼인 건수(건),Statistics,960.0,1036.0,978.0,975.0,882.0,733.0,747.0,780.0,743.0,883.0,930.0,506.0,474.0,600.0,694.0
대구광역시 - 다문화 혼인 비중(%),Statistics,7.4,7.6,7.0,7.0,6.4,5.8,5.9,6.3,6.4,7.9,9.2,6.0,6.4,7.9,8.4
대구광역시 - 전체 혼인 건수(건),Statistics,13041.0,13675.0,13987.0,13838.0,13774.0,12709.0,12725.0,12362.0,11581.0,11163.0,10069.0,8455.0,7402.0,7621.0,8306.0
대덕구 - 다문화 혼인 건수(건),Statistics,134.0,131.0,109.0,89.0,101.0,88.0,81.0,100.0,76.0,76.0,84.0,49.0,38.0,59.0,60.0
대덕구 - 다문화 혼인 비중(%),Statistics,10.9,10.7,8.7,7.2,7.9,7.6,7.4,9.9,8.9,9.3,12.4,7.6,5.8,8.7,11.0
대덕구 - 전체 혼인 건수(건),Statistics,1224.0,1229.0,1252.0,1242.0,1280.0,1161.0,1094.0,1009.0,856.0,817.0,680.0,647.0,656.0,681.0,546.0
대전광역시 - 다문화 혼인 건수(건),Statistics,812.0,813.0,666.0,583.0,554.0,535.0,513.0,510.0,470.0,548.0,537.0,341.0,278.0,391.0,460.0
대전광역시 - 다문화 혼인 비중(%),Statistics,9.0,8.6,6.8,5.9,5.7,5.8,5.8,6.0,6.0,7.3,8.0,5.7,5.1,6.8,8.7
대전광역시 - 전체 혼인 건수(건),Statistics,8989.0,9456.0,9822.0,9833.0,9717.0,9214.0,8917.0,8433.0,7798.0,7495.0,6691.0,6024.0,5450.0,5739.0,5272.0
덕양구 - 다문화 혼인 건수(건),Statistics,238.0,234.0,177.0,183.0,207.0,162.0,164.0,146.0,164.0,198.0,220.0,125.0,125.0,129.0,184.0
덕양구 - 다문화 혼인 비중(%),Statistics,10.1,9.2,7.3,8.0,8.6,6.7,6.4,6.5,7.6,9.6,10.0,6.1,5.8,6.4,9.5
덕양구 - 전체 혼인 건수(건),Statistics,2346.0,2537.0,2434.0,2301.0,2399.0,2428.0,2543.0,2255.0,2170.0,2068.0,2193.0,2057.0,2156.0,2009.0,1942.0
덕진구 - 다문화 혼인 건수(건),Statistics,122.0,129.0,138.0,116.0,99.0,89.0,83.0,78.0,78.0,113.0,124.0,70.0,57.0,73.0,92.0
덕진구 - 다문화 혼인 비중(%),Statistics,7.3,7.1,7.9,7.0,5.6,5.5,5.2,5.3,5.7,7.4,8.0,5.5,4.9,6.3,7.8
덕진구 - 전체 혼인 건수(건),Statistics,1679.0,1811.0,1741.0,1668.0,1773.0,1617.0,1589.0,1468.0,1379.0,1521.0,1559.0,1271.0,1172.0,1156.0,1180.0
도봉구 - 다문화 혼인 건수(건),Statistics,193.0,192.0,174.0,143.0,120.0,119.0,124.0,123.0,124.0,115.0,124.0,74.0,61.0,101.0,80.0
도봉구 - 다문화 혼인 비중(%),Statistics,9.2,9.0,8.0,6.6,5.7,6.5,6.7,7.3,7.8,7.7,9.2,6.2,6.3,10.5,8.7
도봉구 - 전체 혼인 건수(건),Statistics,2107.0,2145.0,2170.0,2151.0,2106.0,1824.0,1852.0,1674.0,1584.0,1498.0,1346.0,1201.0,975.0,963.0,920.0
동구 - 다문화 혼인 건수(건),Statistics,74.0,65.0,56.0,52.0,46.0,53.0,42.0,25.0,29.0,39.0,36.0,22.0,26.0,19.0,24.0
동구 - 다문화 혼인 비중(%),Statistics,13.0,12.3,9.8,9.5,8.9,10.5,9.7,6.4,7.9,9.9,9.5,5.1,6.6,5.5,6.7
동구 - 전체 혼인 건수(건),Statistics,568.0,528.0,571.0,546.0,514.0,504.0,433.0,392.0,365.0,395.0,377.0,433.0,393.0,343.0,358.0
동남구 - 다문화 혼인 건수(건),Statistics,176.0,188.0,148.0,155.0,132.0,115.0,116.0,104.0,134.0,149.0,143.0,87.0,74.0,87.0,125.0
동남구 - 다문화 혼인 비중(%),Statistics,11.0,10.8,8.2,8.8,7.9,7.5,7.4,6.9,10.5,10.6,11.5,7.8,8.2,9.2,11.9
동남구 - 전체 혼인 건수(건),Statistics,1595.0,1745.0,1800.0,1766.0,1668.0,1537.0,1567.0,1509.0,1272.0,1408.0,1244.0,1109.0,905.0,941.0,1048.0
동대문구 - 다문화 혼인 건수(건),Statistics,316.0,309.0,231.0,229.0,200.0,198.0,180.0,164.0,172.0,147.0,179.0,136.0,110.0,121.0,127.0
동대문구 - 다문화 혼인 비중(%),Statistics,13.0,13.0,9.6,9.7,8.4,9.1,8.1,8.9,10.1,8.3,10.8,8.8,8.8,9.9,9.5
동대문구 - 전체 혼인 건수(건),Statistics,2425.0,2368.0,2412.0,2360.0,2380.0,2179.0,2224.0,1838.0,1702.0,1773.0,1650.0,1545.0,1252.0,1220.0,1342.0
동두천시 - 다문화 혼인 건수(건),Statistics,115.0,111.0,81.0,74.0,79.0,69.0,52.0,65.0,63.0,61.0,68.0,42.0,36.0,46.0,65.0
동두천시 - 다문화 혼인 비중(%),Statistics,17.1,16.5,12.8,12.5,13.3,11.6,9.9,12.6,14.3,13.8,18.1,12.4,10.7,14.2,19.7
동두천시 - 전체 혼인 건수(건),Statistics,673.0,671.0,631.0,592.0,593.0,594.0,525.0,514.0,441.0,442.0,375.0,338.0,338.0,325.0,330.0
동래구 - 다문화 혼인 건수(건),Statistics,93.0,116.0,110.0,77.0,87.0,83.0,61.0,71.0,75.0,85.0,70.0,48.0,38.0,41.0,51.0
동래구 - 다문화 혼인 비중(%),Statistics,6.6,8.2,7.2,5.2,6.0,6.1,4.9,5.7,6.8,7.8,6.5,4.9,4.7,5.3,6.2
동래구 - 전체 혼인 건수(건),Statistics,1413.0,1415.0,1522.0,1472.0,1445.0,1366.0,1240.0,1255.0,1108.0,1088.0,1074.0,988.0,804.0,777.0,829.0
동안구 - 다문화 혼인 건수(건),Statistics,154.0,142.0,122.0,111.0,127.0,121.0,132.0,73.0,104.0,114.0,105.0,82.0,74.0,76.0,103.0
동안구 - 다문화 혼인 비중(%),Statistics,7.0,6.1,5.5,4.6,5.2,5.3,5.7,3.8,5.7,6.6,6.7,6.2,5.8,5.5,7.8
동안구 - 전체 혼인 건수(건),Statistics,2192.0,2343.0,2212.0,2404.0,2460.0,2281.0,2321.0,1904.0,1817.0,1726.0,1560.0,1332.0,1282.0,1382.0,1321.0
동작구 - 다문화 혼인 건수(건),Statistics,295.0,292.0,260.0,239.0,238.0,212.0,205.0,195.0,181.0,185.0,181.0,123.0,127.0,136.0,132.0
동작구 - 다문화 혼인 비중(%),Statistics,9.8,9.5,8.2,7.3,7.4,7.0,7.0,7.6,7.8,8.5,8.6,6.4,7.9,8.9,8.4
동작구 - 전체 혼인 건수(건),Statistics,3022.0,3077.0,3173.0,3271.0,3219.0,3036.0,2915.0,2582.0,2329.0,2169.0,2098.0,1937.0,1604.0,1523.0,1570.0
동해시 - 다문화 혼인 건수(건),Statistics,50.0,50.0,40.0,36.0,26.0,23.0,23.0,28.0,22.0,29.0,38.0,26.0,25.0,27.0,41.0
동해시 - 다문화 혼인 비중(%),Statistics,9.3,9.5,7.6,7.2,5.4,4.8,4.8,6.3,5.2,7.7,9.9,7.9,7.3,8.9,13.5
동해시 - 전체 혼인 건수(건),Statistics,535.0,529.0,524.0,502.0,483.0,484.0,476.0,448.0,420.0,376.0,383.0,331.0,342.0,304.0,303.0
마산시 - 다문화 혼인 건수(건),Statistics,220.0,,,,,,,,,,,,,,
마산시 - 다문화 혼인 비중(%),Statistics,9.9,,,,,,,,,,,,,,
마산시 - 전체 혼인 건수(건),Statistics,2223.0,,,,,,,,,,,,,,
마산합포구 - 다문화 혼인 건수(건),Statistics,,116.0,78.0,92.0,74.0,53.0,61.0,62.0,62.0,65.0,66.0,46.0,29.0,37.0,55.0
마산합포구 - 다문화 혼인 비중(%),Statistics,,10.4,7.0,8.7,7.1,5.8,6.3,6.8,7.2,7.9,9.3,8.2,5.3,6.4,9.5
마산합포구 - 전체 혼인 건수(건),Statistics,,1120.0,1114.0,1062.0,1040.0,915.0,967.0,907.0,861.0,825.0,711.0,562.0,550.0,578.0,582.0
마산회원구 - 다문화 혼인 건수(건),Statistics,,151.0,100.0,93.0,81.0,76.0,59.0,74.0,59.0,60.0,61.0,38.0,26.0,31.0,41.0
마산회원구 - 다문화 혼인 비중(%),Statistics,,10.6,7.2,7.1,6.3,6.7,6.0,7.0,6.7,7.9,8.7,5.9,5.0,6.0,9.1
마산회원구 - 전체 혼인 건수(건),Statistics,,1420.0,1396.0,1301.0,1283.0,1142.0,991.0,1062.0,876.0,759.0,699.0,640.0,515.0,516.0,449.0
마포구 - 다문화 혼인 건수(건),Statistics,248.0,275.0,282.0,247.0,226.0,230.0,234.0,208.0,212.0,217.0,227.0,161.0,163.0,174.0,156.0
마포구 - 다문화 혼인 비중(%),Statistics,8.1,8.6,8.7,7.9,7.3,7.9,7.1,7.9,9.0,9.5,10.8,8.2,10.1,11.0,9.6
마포구 - 전체 혼인 건수(건),Statistics,3075.0,3205.0,3258.0,3121.0,3076.0,2918.0,3290.0,2645.0,2360.0,2283.0,2098.0,1960.0,1616.0,1587.0,1627.0
만안구 - 다문화 혼인 건수(건),Statistics,180.0,179.0,146.0,145.0,111.0,112.0,111.0,123.0,116.0,108.0,118.0,81.0,47.0,83.0,103.0
만안구 - 다문화 혼인 비중(%),Statistics,11.3,10.3,8.5,8.7,7.3,7.9,7.3,8.5,8.4,8.5,9.9,7.8,4.8,8.6,10.8
만안구 - 전체 혼인 건수(건),Statistics,1598.0,1735.0,1720.0,1668.0,1515.0,1411.0,1530.0,1453.0,1389.0,1276.0,1192.0,1045.0,976.0,966.0,952.0
목포시 - 다문화 혼인 건수(건),Statistics,147.0,188.0,143.0,103.0,115.0,85.0,75.0,101.0,82.0,75.0,86.0,60.0,51.0,65.0,77.0
목포시 - 다문화 혼인 비중(%),Statistics,9.4,12.2,9.6,7.1,8.1,6.9,5.8,8.4,7.7,8.4,9.6,7.9,7.0,9.1,11.1
목포시 - 전체 혼인 건수(건),Statistics,1564.0,1542.0,1495.0,1442.0,1421.0,1227.0,1298.0,1199.0,1061.0,890.0,892.0,757.0,729.0,715.0,692.0
무안군 - 다문화 혼인 건수(건),Statistics,70.0,60.0,60.0,42.0,40.0,41.0,32.0,34.0,25.0,38.0,31.0,17.0,16.0,20.0,31.0
무안군 - 다문화 혼인 비중(%),Statistics,15.9,12.5,13.7,11.7,9.2,9.3,7.0,8.8,7.0,10.9,11.0,5.4,3.8,5.4,9.0
무안군 - 전체 혼인 건수(건),Statistics,439.0,481.0,439.0,359.0,436.0,442.0,458.0,387.0,358.0,350.0,281.0,312.0,424.0,368.0,344.0
무주군 - 다문화 혼인 건수(건),Statistics,19.0,23.0,18.0,30.0,19.0,13.0,15.0,8.0,10.0,13.0,15.0,1.0,4.0,5.0,16.0
무주군 - 다문화 혼인 비중(%),Statistics,15.3,17.4,13.7,25.2,16.7,13.1,12.8,9.3,13.5,13.8,17.0,1.4,6.9,9.8,22.2
무주군 - 전체 혼인 건수(건),Statistics,124.0,132.0,131.0,119.0,114.0,99.0,117.0,86.0,74.0,94.0,88.0,69.0,58.0,51.0,72.0
문경시 - 다문화 혼인 건수(건),Statistics,40.0,49.0,52.0,39.0,36.0,30.0,30.0,32.0,28.0,19.0,31.0,29.0,8.0,24.0,20.0
문경시 - 다문화 혼인 비중(%),Statistics,12.8,13.6,14.6,11.0,11.4,8.4,10.1,11.1,11.3,8.8,13.4,16.6,4.8,13.9,12.2
문경시 - 전체 혼인 건수(건),Statistics,312.0,359.0,355.0,356.0,317.0,356.0,298.0,287.0,248.0,216.0,231.0,175.0,165.0,173.0,164.0
미추홀구 - 다문화 혼인 건수(건),Statistics,,,,,,,,,,215.0,225.0,164.0,128.0,180.0,191.0
미추홀구 - 다문화 혼인 비중(%),Statistics,,,,,,,,,,9.6,11.7,9.4,8.0,10.7,11.5
미추홀구 - 전체 혼인 건수(건),Statistics,,,,,,,,,,2244.0,1931.0,1741.0,1605.0,1685.0,1660.0
밀양시 - 다문화 혼인 건수(건),Statistics,79.0,82.0,58.0,53.0,50.0,33.0,38.0,38.0,48.0,44.0,45.0,35.0,26.0,35.0,42.0
밀양시 - 다문화 혼인 비중(%),Statistics,15.3,15.8,12.6,11.3,10.5,7.5,7.4,9.6,13.2,13.0,14.3,11.5,9.2,13.6,15.1
밀양시 - 전체 혼인 건수(건),Statistics,515.0,518.0,460.0,470.0,475.0,441.0,511.0,394.0,363.0,338.0,315.0,305.0,282.0,258.0,278.0
보령시 - 다문화 혼인 건수(건),Statistics,95.0,91.0,72.0,65.0,50.0,46.0,47.0,35.0,48.0,49.0,53.0,36.0,24.0,38.0,47.0
보령시 - 다문화 혼인 비중(%),Statistics,16.0,14.6,12.6,12.1,9.0,9.6,9.2,7.2,10.5,11.3,12.9,11.1,7.6,11.9,13.9
보령시 - 전체 혼인 건수(건),Statistics,594.0,624.0,570.0,539.0,553.0,481.0,510.0,488.0,457.0,434.0,411.0,325.0,315.0,320.0,338.0
보성군 - 다문화 혼인 건수(건),Statistics,59.0,44.0,27.0,27.0,23.0,17.0,10.0,18.0,17.0,18.0,19.0,15.0,15.0,15.0,16.0
보성군 - 다문화 혼인 비중(%),Statistics,25.8,18.6,14.5,14.3,12.8,12.5,5.8,12.3,13.7,12.7,19.8,15.5,15.5,16.1,18.6
보성군 - 전체 혼인 건수(건),Statistics,229.0,237.0,186.0,189.0,179.0,136.0,173.0,146.0,124.0,142.0,96.0,97.0,97.0,93.0,86.0
보은군 - 다문화 혼인 건수(건),Statistics,32.0,32.0,30.0,24.0,23.0,12.0,23.0,19.0,15.0,13.0,14.0,11.0,7.0,13.0,8.0
보은군 - 다문화 혼인 비중(%),Statistics,21.8,20.9,18.5,18.3,16.4,9.4,15.4,16.1,11.8,13.4,13.3,14.1,11.5,16.3,10.0
보은군 - 전체 혼인 건수(건),Statistics,147.0,153.0,162.0,131.0,140.0,128.0,149.0,118.0,127.0,97.0,105.0,78.0,61.0,80.0,80.0
봉화군 - 다문화 혼인 건수(건),Statistics,35.0,36.0,34.0,20.0,20.0,14.0,19.0,15.0,16.0,8.0,15.0,13.0,7.0,12.0,14.0
봉화군 - 다문화 혼인 비중(%),Statistics,23.2,23.5,24.3,13.8,15.5,10.9,15.4,12.2,18.2,9.6,17.4,20.3,10.3,19.4,25.9
봉화군 - 전체 혼인 건수(건),Statistics,151.0,153.0,140.0,145.0,129.0,129.0,123.0,123.0,88.0,83.0,86.0,64.0,68.0,62.0,54.0
부산광역시 - 다문화 혼인 건수(건),Statistics,1637.0,1797.0,1619.0,1531.0,1456.0,1230.0,1160.0,1089.0,1058.0,1151.0,1216.0,694.0,614.0,755.0,888.0
부산광역시 - 다문화 혼인 비중(%),Statistics,8.6,8.7,7.9,7.4,6.9,6.4,6.1,6.3,6.6,7.6,8.6,5.6,5.5,7.0,8.4
부산광역시 - 전체 혼인 건수(건),Statistics,18997.0,20577.0,20591.0,20674.0,21102.0,19226.0,18871.0,17374.0,15934.0,15060.0,14086.0,12292.0,11221.0,10782.0,10530.0
부산진구 - 다문화 혼인 건수(건),Statistics,172.0,192.0,181.0,184.0,162.0,142.0,132.0,101.0,116.0,116.0,107.0,73.0,65.0,86.0,107.0
부산진구 - 다문화 혼인 비중(%),Statistics,7.6,7.9,7.0,7.3,6.1,6.1,6.1,5.2,6.3,6.6,7.1,5.1,4.9,6.8,7.7
부산진구 - 전체 혼인 건수(건),Statistics,2254.0,2425.0,2589.0,2534.0,2666.0,2339.0,2156.0,1939.0,1845.0,1767.0,1501.0,1433.0,1340.0,1260.0,1389.0
부안군 - 다문화 혼인 건수(건),Statistics,68.0,63.0,42.0,37.0,53.0,39.0,30.0,27.0,27.0,36.0,28.0,17.0,14.0,30.0,24.0
부안군 - 다문화 혼인 비중(%),Statistics,24.5,22.7,14.8,14.0,21.3,16.3,14.0,15.0,14.3,18.7,14.3,10.1,10.7,22.6,20.5
부안군 - 전체 혼인 건수(건),Statistics,278.0,278.0,284.0,264.0,249.0,239.0,215.0,180.0,189.0,193.0,196.0,169.0,131.0,133.0,117.0
부여군 - 다문화 혼인 건수(건),Statistics,80.0,93.0,53.0,49.0,47.0,34.0,26.0,24.0,20.0,32.0,34.0,20.0,15.0,24.0,19.0
부여군 - 다문화 혼인 비중(%),Statistics,27.6,25.0,16.6,18.8,17.2,12.5,9.8,10.1,9.0,15.3,19.9,13.6,10.0,14.6,13.6
부여군 - 전체 혼인 건수(건),Statistics,290.0,372.0,319.0,261.0,274.0,272.0,265.0,238.0,221.0,209.0,171.0,147.0,150.0,164.0,140.0
부천시 - 다문화 혼인 건수(건),Statistics,577.0,609.0,552.0,505.0,468.0,423.0,417.0,394.0,423.0,478.0,443.0,313.0,276.0,336.0,342.0
부천시 - 다문화 혼인 비중(%),Statistics,9.9,10.4,9.3,8.5,8.2,8.0,8.2,8.1,9.3,10.5,11.7,9.4,8.4,10.8,12.2
부천시 - 전체 혼인 건수(건),Statistics,5820.0,5882.0,5946.0,5972.0,5742.0,5318.0,5090.0,4867.0,4551.0,4568.0,3783.0,3328.0,3271.0,3115.0,2810.0
부평구 - 다문화 혼인 건수(건),Statistics,381.0,380.0,301.0,319.0,297.0,245.0,238.0,215.0,259.0,275.0,287.0,193.0,153.0,204.0,233.0
부평구 - 다문화 혼인 비중(%),Statistics,10.6,10.5,8.2,8.7,8.2,6.9,6.9,6.9,8.8,10.1,12.7,10.1,8.4,11.1,11.6
부평구 - 전체 혼인 건수(건),Statistics,3601.0,3616.0,3678.0,3674.0,3634.0,3545.0,3474.0,3113.0,2928.0,2718.0,2259.0,1917.0,1824.0,1838.0,2002.0
북구 - 다문화 혼인 건수(건),Statistics,115.0,143.0,108.0,107.0,103.0,107.0,88.0,81.0,88.0,90.0,83.0,50.0,45.0,49.0,61.0
북구 - 다문화 혼인 비중(%),Statistics,7.5,8.3,6.4,5.7,5.4,6.8,5.3,4.8,6.4,7.1,7.5,4.9,4.6,4.9,6.9
북구 - 전체 혼인 건수(건),Statistics,1543.0,1723.0,1687.0,1871.0,1914.0,1573.0,1671.0,1685.0,1375.0,1259.0,1101.0,1022.0,980.0,990.0,878.0
분당구 - 다문화 혼인 건수(건),Statistics,161.0,185.0,216.0,183.0,226.0,211.0,200.0,209.0,213.0,183.0,176.0,121.0,126.0,148.0,132.0
분당구 - 다문화 혼인 비중(%),Statistics,5.0,5.2,5.9,4.9,6.2,5.8,5.7,6.5,7.5,6.9,7.9,5.9,7.3,7.5,7.4
분당구 - 전체 혼인 건수(건),Statistics,3209.0,3566.0,3658.0,3734.0,3621.0,3639.0,3500.0,3220.0,2822.0,2668.0,2218.0,2067.0,1730.0,1984.0,1783.0
사상구 - 다문화 혼인 건수(건),Statistics,120.0,136.0,152.0,132.0,111.0,98.0,94.0,97.0,93.0,96.0,92.0,59.0,44.0,57.0,68.0
사상구 - 다문화 혼인 비중(%),Statistics,8.0,7.9,9.1,8.1,6.9,6.9,6.7,7.8,8.2,9.4,10.5,7.9,6.0,9.1,10.3
사상구 - 전체 혼인 건수(건),Statistics,1500.0,1713.0,1678.0,1638.0,1615.0,1422.0,1409.0,1237.0,1128.0,1016.0,877.0,748.0,732.0,629.0,663.0
사천시 - 다문화 혼인 건수(건),Statistics,77.0,89.0,75.0,77.0,65.0,48.0,47.0,40.0,54.0,55.0,44.0,41.0,22.0,37.0,36.0
사천시 - 다문화 혼인 비중(%),Statistics,11.2,12.0,10.5,11.3,9.0,7.0,7.6,7.2,9.6,10.3,10.3,9.4,5.8,10.4,8.7
사천시 - 전체 혼인 건수(건),Statistics,689.0,744.0,715.0,680.0,720.0,681.0,619.0,557.0,565.0,532.0,426.0,434.0,381.0,357.0,415.0
사하구 - 다문화 혼인 건수(건),Statistics,165.0,212.0,203.0,160.0,165.0,144.0,99.0,123.0,95.0,106.0,121.0,61.0,66.0,84.0,71.0
사하구 - 다문화 혼인 비중(%),Statistics,7.8,9.2,8.7,7.3,7.3,7.4,5.5,7.0,5.5,6.9,8.9,5.5,6.8,8.3,8.3
사하구 - 전체 혼인 건수(건),Statistics,2113.0,2316.0,2327.0,2203.0,2272.0,1956.0,1809.0,1768.0,1719.0,1533.0,1364.0,1117.0,975.0,1016.0,860.0
산청군 - 다문화 혼인 건수(건),Statistics,26.0,27.0,24.0,19.0,19.0,14.0,16.0,21.0,6.0,15.0,18.0,8.0,6.0,14.0,10.0
산청군 - 다문화 혼인 비중(%),Statistics,17.9,20.0,17.8,15.3,14.5,12.4,11.9,17.9,6.1,12.8,16.5,9.0,7.8,18.9,14.7
