item,category,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
구미시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.8,0.8,1.3,1.3,1.8,3.5,7.4,8.5,9.1,7.4,10.7,11.2,11.0,11.1,10.4,10.7,12.2,12.6,12.5
구미시 - 주민등록인구＜br＞(B),Statistics,365681.0,374614.0,386465.0,391897.0,393959.0,396419.0,404920.0,413446.0,416949.0,419428.0,420320.0,419915.0,419891.0,421799.0,421494.0,419742.0,416328.0,412581.0,408110.0
군산시 - 사회복지시설수＜br＞(A),Statistics,19.0,22.0,24.0,29.0,29.0,31.0,32.0,32.0,32.0,38.0,40.0,37.0,42.0,39.0,42.0,43.0,44.0,44.0,45.0
군산시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,7.2,8.4,9.2,11.1,11.0,11.6,11.7,11.6,11.5,13.7,14.4,13.3,15.1,14.2,15.4,15.9,16.4,16.6,17.1
군산시 - 주민등록인구＜br＞(B),Statistics,265168.0,263120.0,260989.0,260562.0,263845.0,266922.0,272601.0,275659.0,278341.0,278319.0,278098.0,278398.0,277551.0,274997.0,272645.0,270131.0,267859.0,265304.0,262467.0
군위군 - 사회복지시설수＜br＞(A),Statistics,1.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
군위군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,3.5,3.6,7.5,11.6,11.9,16.0,20.2,20.6,20.7,20.7,20.7,20.7,20.7,20.6,20.9,21.0,21.5,21.8,21.4
군위군 - 주민등록인구＜br＞(B),Statistics,28825.0,27709.0,26687.0,25781.0,25309.0,24966.0,24736.0,24268.0,24119.0,24172.0,24170.0,24126.0,24171.0,24215.0,23919.0,23843.0,23256.0,22945.0,23340.0
군포시 - 사회복지시설수＜br＞(A),Statistics,3.0,3.0,8.0,9.0,12.0,16.0,27.0,27.0,34.0,33.0,36.0,40.0,46.0,47.0,46.0,52.0,51.0,55.0,57.0
군포시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,1.1,1.1,2.9,3.3,4.3,5.8,9.4,9.4,11.9,11.5,12.5,13.9,16.1,16.7,16.6,18.9,18.6,20.5,21.4
군포시 - 주민등록인구＜br＞(B),Statistics,275761.0,277781.0,274569.0,275351.0,277590.0,275731.0,287833.0,287294.0,286841.0,286344.0,288408.0,287519.0,284890.0,281205.0,276916.0,275852.0,273791.0,268535.0,266213.0
금산군 - 사회복지시설수＜br＞(A),Statistics,3.0,5.0,7.0,11.0,17.0,15.0,36.0,24.0,24.0,25.0,27.0,29.0,29.0,29.0,27.0,28.0,29.0,30.0,30.0
금산군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,5.0,8.6,12.2,19.1,30.0,26.7,63.7,42.8,43.1,45.1,48.9,52.8,53.1,53.8,50.7,53.6,56.4,59.4,59.9
금산군 - 주민등록인구＜br＞(B),Statistics,60048.0,58378.0,57552.0,57690.0,56740.0,56220.0,56555.0,56030.0,55715.0,55441.0,55166.0,54879.0,54612.0,53894.0,53222.0,52257.0,51413.0,50477.0,50092.0
금정구 - 사회복지시설수＜br＞(A),Statistics,13.0,15.0,19.0,21.0,22.0,21.0,21.0,23.0,25.0,21.0,22.0,24.0,25.0,25.0,25.0,25.0,23.0,22.0,22.0
금정구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,4.8,5.7,7.2,8.1,8.6,8.3,8.2,9.0,9.8,8.3,8.8,9.8,10.2,10.2,10.3,10.5,9.9,9.6,9.9
금정구 - 주민등록인구＜br＞(B),Statistics,271046.0,264880.0,263338.0,258934.0,256398.0,252039.0,255419.0,254720.0,255692.0,253526.0,249856.0,246026.0,244624.0,244469.0,242956.0,239062.0,232666.0,228049.0,221256.0
금천구 - 사회복지시설수＜br＞(A),Statistics,2.0,3.0,3.0,4.0,17.0,21.0,25.0,25.0,33.0,26.0,26.0,29.0,28.0,30.0,30.0,31.0,31.0,29.0,28.0
금천구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.8,1.2,1.2,1.6,6.9,8.6,10.2,10.3,13.6,10.8,10.9,12.3,11.9,12.8,12.8,13.3,13.4,12.6,12.2
금천구 - 주민등록인구＜br＞(B),Statistics,259633.0,256902.0,253243.0,249108.0,247320.0,244835.0,245195.0,243438.0,243288.0,241020.0,238463.0,236284.0,235386.0,235154.0,233917.0,232810.0,231733.0,230811.0,229642.0
기장군 - 사회복지시설수＜br＞(A),Statistics,2.0,3.0,5.0,5.0,7.0,16.0,21.0,20.0,24.0,21.0,21.0,22.0,24.0,21.0,25.0,25.0,24.0,24.0,25.0
기장군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,2.5,3.7,6.3,6.3,8.6,17.9,20.5,18.5,20.9,15.8,14.5,14.4,15.1,13.0,15.2,15.2,13.8,13.5,14.0
기장군 - 주민등록인구＜br＞(B),Statistics,79788.0,80104.0,79334.0,79565.0,81159.0,89384.0,102557.0,108095.0,114566.0,132507.0,144748.0,153093.0,158527.0,161651.0,164864.0,164716.0,174545.0,177125.0,178614.0
김제시 - 사회복지시설수＜br＞(A),Statistics,4.0,5.0,8.0,9.0,17.0,20.0,28.0,24.0,24.0,24.0,27.0,28.0,29.0,30.0,30.0,28.0,29.0,31.0,30.0
김제시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,3.8,4.9,8.0,9.2,17.7,21.1,29.7,25.8,26.0,26.3,30.0,31.6,33.0,34.5,35.2,33.4,35.2,38.3,36.8
김제시 - 주민등록인구＜br＞(B),Statistics,105195.0,102720.0,100238.0,97615.0,95807.0,94770.0,94346.0,93111.0,92317.0,91218.0,90108.0,88721.0,87782.0,86926.0,85331.0,83895.0,82450.0,80913.0,81455.0
김천시 - 사회복지시설수＜br＞(A),Statistics,8.0,9.0,12.0,10.0,17.0,15.0,19.0,19.0,22.0,24.0,27.0,33.0,38.0,42.0,43.0,47.0,47.0,45.0,54.0
김천시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,5.6,6.4,8.6,7.2,12.3,11.0,14.0,14.0,16.2,17.7,19.9,23.5,26.7,29.4,30.5,33.3,33.4,32.1,38.8
김천시 - 주민등록인구＜br＞(B),Statistics,143527.0,141632.0,139682.0,139084.0,138056.0,135918.0,136136.0,136185.0,135504.0,135259.0,135456.0,140132.0,142256.0,142908.0,141104.0,141229.0,140548.0,140239.0,139324.0
김포시 - 사회복지시설수＜br＞(A),Statistics,3.0,7.0,10.0,9.0,15.0,23.0,26.0,32.0,34.0,41.0,36.0,40.0,52.0,54.0,54.0,61.0,67.0,63.0,68.0
김포시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,1.4,3.4,4.8,4.4,6.8,10.2,10.9,12.5,11.8,13.1,10.6,11.4,14.3,13.8,12.8,14.0,14.1,12.9,14.0
김포시 - 주민등록인구＜br＞(B),Statistics,208192.0,207229.0,207824.0,205997.0,220418.0,225805.0,238339.0,256994.0,287432.0,312305.0,340310.0,349990.0,363443.0,392092.0,423170.0,437221.0,473970.0,486508.0,484267.0
김해시 - 사회복지시설수＜br＞(A),Statistics,8.0,10.0,14.0,13.0,18.0,24.0,30.0,32.0,10.0,28.0,29.0,29.0,26.0,26.0,31.0,32.0,32.0,31.0,34.0
김해시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,1.9,2.3,3.1,2.8,3.8,4.9,6.0,6.3,1.9,5.4,5.5,5.5,4.9,4.9,5.8,5.9,5.9,5.8,6.4
김해시 - 주민등록인구＜br＞(B),Statistics,427432.0,443017.0,453728.0,464964.0,477572.0,492413.0,503348.0,507062.0,513260.0,522049.0,527240.0,528865.0,529422.0,532132.0,533672.0,542455.0,542338.0,537673.0,535129.0
나주시 - 사회복지시설수＜br＞(A),Statistics,6.0,12.0,11.0,10.0,18.0,15.0,20.0,19.0,16.0,19.0,22.0,22.0,22.0,24.0,26.0,26.0,24.0,26.0,39.0
나주시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,6.0,12.2,11.4,10.5,19.4,16.5,22.2,21.5,18.2,21.7,24.3,22.4,21.1,21.8,22.8,22.7,20.8,22.3,33.5
나주시 - 주민등록인구＜br＞(B),Statistics,99308.0,97980.0,96417.0,95439.0,92884.0,90875.0,90118.0,88243.0,88067.0,87754.0,90669.0,98182.0,104376.0,110110.0,113839.0,114664.0,115613.0,116726.0,116456.0
남구 - 사회복지시설수＜br＞(A),Statistics,6.0,6.0,6.0,5.0,8.0,13.0,12.0,11.0,19.0,11.0,11.0,11.0,10.0,16.0,15.0,15.0,15.0,14.0,14.0
남구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,2.0,2.0,2.0,1.7,2.7,4.4,4.0,3.7,6.5,3.8,3.8,3.9,3.6,5.8,5.4,5.5,5.6,5.3,5.5
남구 - 주민등록인구＜br＞(B),Statistics,304481.0,302257.0,297893.0,296666.0,298314.0,297963.0,298458.0,295121.0,291175.0,291770.0,286989.0,283101.0,278779.0,273854.0,279917.0,274480.0,267731.0,262069.0,256333.0
남동구 - 사회복지시설수＜br＞(A),Statistics,1.0,1.0,3.0,6.0,13.0,24.0,37.0,47.0,53.0,52.0,65.0,75.0,80.0,78.0,84.0,99.0,106.0,121.0,121.0
남동구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.3,0.3,0.8,1.4,2.9,5.2,7.8,9.5,10.5,10.3,12.6,14.1,15.1,14.5,15.6,18.6,20.2,23.3,23.9
남동구 - 주민등록인구＜br＞(B),Statistics,384244.0,379310.0,390044.0,425217.0,450054.0,463414.0,473423.0,495469.0,503597.0,507021.0,514656.0,531395.0,530982.0,536578.0,537161.0,532704.0,525354.0,518272.0,506181.0
남양주시 - 사회복지시설수＜br＞(A),Statistics,3.0,9.0,16.0,20.0,26.0,33.0,62.0,59.0,76.0,95.0,110.0,117.0,134.0,148.0,157.0,172.0,185.0,192.0,200.0
남양주시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.7,2.0,3.4,4.1,5.1,6.3,11.0,10.2,12.7,15.4,17.3,17.9,20.2,22.2,23.0,24.5,25.9,26.2,27.1
남양주시 - 주민등록인구＜br＞(B),Statistics,418360.0,450054.0,470617.0,492347.0,505867.0,525211.0,564141.0,578485.0,599539.0,618305.0,636256.0,653454.0,662154.0,665321.0,681828.0,701830.0,713321.0,733798.0,737353.0
남원시 - 사회복지시설수＜br＞(A),Statistics,6.0,6.0,7.0,11.0,15.0,15.0,22.0,18.0,19.0,20.0,18.0,18.0,18.0,17.0,17.0,16.0,17.0,16.0,18.0
남원시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,6.2,6.4,7.7,12.3,17.0,17.1,25.1,20.6,21.8,23.1,21.0,21.2,21.4,20.4,20.6,19.6,21.1,20.1,23.1
남원시 - 주민등록인구＜br＞(B),Statistics,96243.0,93670.0,91265.0,89247.0,88356.0,87675.0,87775.0,87455.0,87000.0,86460.0,85643.0,84856.0,84188.0,83281.0,82554.0,81441.0,80662.0,79431.0,77948.0
남해군 - 사회복지시설수＜br＞(A),Statistics,2.0,3.0,3.0,3.0,5.0,6.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,10.0,9.0,9.0,8.0,8.0
남해군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,3.8,5.8,5.9,5.5,9.9,11.9,16.2,17.9,18.7,19.1,19.3,17.4,17.7,20.2,22.7,20.6,21.0,18.9,19.2
남해군 - 주민등록인구＜br＞(B),Statistics,53129.0,51825.0,50792.0,55026.0,50698.0,50244.0,49328.0,50242.0,48223.0,47244.0,46638.0,45865.0,45129.0,44642.0,43990.0,43622.0,42958.0,42266.0,41579.0
노원구 - 사회복지시설수＜br＞(A),Statistics,9.0,11.0,11.0,12.0,16.0,26.0,35.0,39.0,41.0,48.0,50.0,45.0,44.0,41.0,43.0,45.0,47.0,42.0,41.0
노원구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,1.4,1.8,1.8,1.9,2.6,4.3,5.7,6.5,6.9,8.1,8.6,7.8,7.8,7.4,7.9,8.4,9.0,8.2,8.1
노원구 - 주민등록인구＜br＞(B),Statistics,628184.0,622003.0,618093.0,616753.0,615981.0,610616.0,611230.0,603930.0,597189.0,590479.0,582552.0,574583.0,567581.0,554403.0,543752.0,532905.0,523037.0,510956.0,503734.0
논산시 - 사회복지시설수＜br＞(A),Statistics,9.0,10.0,12.0,20.0,26.0,26.0,32.0,35.0,36.0,36.0,38.0,38.0,37.0,43.0,43.0,44.0,43.0,43.0,48.0
논산시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,6.6,7.5,9.1,15.4,20.3,20.5,25.1,27.4,28.4,28.6,30.5,30.6,30.0,35.2,35.8,37.0,36.9,37.6,42.6
논산시 - 주민등록인구＜br＞(B),Statistics,135572.0,134217.0,131466.0,129486.0,127797.0,127097.0,127507.0,127533.0,126653.0,125844.0,124784.0,124232.0,123213.0,122240.0,120230.0,118842.0,116675.0,114483.0,112617.0
단양군 - 사회복지시설수＜br＞(A),Statistics,,,5.0,5.0,10.0,10.0,11.0,13.0,14.0,12.0,12.0,12.0,13.0,14.0,15.0,14.0,14.0,14.0,13.0
단양군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,,,15.0,15.4,31.3,31.4,34.6,41.1,44.8,38.5,38.8,39.0,42.6,46.3,49.6,47.0,48.0,49.4,46.8
단양군 - 주민등록인구＜br＞(B),Statistics,34743.0,34122.0,33346.0,32399.0,31929.0,31842.0,31817.0,31595.0,31253.0,31171.0,30948.0,30761.0,30503.0,30215.0,30255.0,29756.0,29155.0,28331.0,27767.0
달서구 - 사회복지시설수＜br＞(A),Statistics,5.0,5.0,5.0,5.0,9.0,10.0,29.0,35.0,40.0,51.0,52.0,53.0,51.0,49.0,48.0,48.0,44.0,44.0,48.0
달서구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.8,0.8,0.8,0.8,1.5,1.7,4.8,5.8,6.6,8.4,8.6,8.8,8.6,8.5,8.4,8.4,7.9,8.1,8.9
달서구 - 주민등록인구＜br＞(B),Statistics,601467.0,595860.0,589041.0,591169.0,594616.0,598011.0,607083.0,606542.0,606557.0,610358.0,606433.0,602641.0,591891.0,578068.0,573413.0,568887.0,558631.0,544926.0,536989.0
달성군 - 사회복지시설수＜br＞(A),Statistics,5.0,5.0,8.0,10.0,11.0,14.0,20.0,21.0,19.0,34.0,32.0,34.0,36.0,37.0,36.0,37.0,39.0,46.0,46.0
달성군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,3.2,3.2,5.1,6.2,6.4,7.9,11.2,11.6,10.3,18.4,17.3,17.6,16.5,15.2,14.4,14.4,15.0,17.5,17.5
달성군 - 주민등록인구＜br＞(B),Statistics,155905.0,158353.0,158314.0,160443.0,171001.0,176135.0,178899.0,180351.0,184366.0,184358.0,184902.0,192747.0,218268.0,243375.0,250543.0,256540.0,259339.0,262451.0,263162.0
담양군 - 사회복지시설수＜br＞(A),Statistics,3.0,4.0,4.0,5.0,12.0,14.0,18.0,19.0,18.0,20.0,20.0,20.0,19.0,11.0,18.0,19.0,19.0,17.0,33.0
담양군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,5.9,7.9,7.9,9.9,24.8,29.6,37.7,39.7,37.8,42.2,42.4,42.5,40.2,23.3,38.4,40.8,41.1,36.8,72.1
담양군 - 주민등록인구＜br＞(B),Statistics,50613.0,50364.0,50332.0,50441.0,48347.0,47286.0,47808.0,47819.0,47612.0,47365.0,47177.0,47009.0,47229.0,47285.0,46917.0,46535.0,46280.0,46180.0,45792.0
당진시 - 사회복지시설수＜br＞(A),Statistics,,,,,,,,,27.0,20.0,22.0,25.0,27.0,29.0,27.0,27.0,27.0,30.0,32.0
당진시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,,,,,,,,,17.4,12.5,13.5,15.1,16.2,17.3,16.1,16.2,16.2,18.0,19.0
당진시 - 주민등록인구＜br＞(B),Statistics,,,,,,,,,155104.0,159615.0,162844.0,165122.0,166630.0,167439.0,167770.0,167042.0,166249.0,167092.0,168253.0
대구광역시 - 사회복지시설수＜br＞(A),Statistics,72.0,73.0,84.0,89.0,105.0,131.0,202.0,247.0,300.0,350.0,356.0,366.0,364.0,364.0,352.0,361.0,361.0,361.0,367.0
대구광역시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,2.9,2.9,3.4,3.6,4.2,5.3,8.0,9.9,12.0,14.0,14.3,14.7,14.7,14.7,14.3,14.8,14.9,15.1,15.5
대구광역시 - 주민등록인구＜br＞(B),Statistics,2524712.0,2511306.0,2496115.0,2493261.0,2492724.0,2489781.0,2511676.0,2507271.0,2505644.0,2501588.0,2493264.0,2487829.0,2484557.0,2475231.0,2461769.0,2438031.0,2418346.0,2385412.0,2363691.0
대덕구 - 사회복지시설수＜br＞(A),Statistics,6.0,6.0,6.0,8.0,11.0,10.0,14.0,20.0,22.0,26.0,24.0,25.0,26.0,24.0,25.0,26.0,30.0,29.0,31.0
대덕구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,2.6,2.7,2.8,3.8,5.2,4.8,6.7,9.7,10.7,12.7,11.9,12.7,13.5,12.8,13.7,14.7,17.0,16.6,17.9
대덕구 - 주민등록인구＜br＞(B),Statistics,226947.0,223287.0,217332.0,213275.0,211241.0,208147.0,207549.0,205339.0,205688.0,204360.0,201558.0,196839.0,192688.0,186902.0,181991.0,177031.0,176384.0,175046.0,172746.0
대전광역시 - 사회복지시설수＜br＞(A),Statistics,44.0,46.0,49.0,68.0,91.0,110.0,139.0,145.0,154.0,152.0,164.0,168.0,173.0,173.0,188.0,184.0,211.0,219.0,220.0
대전광역시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,3.0,3.2,3.3,4.6,6.1,7.4,9.2,9.6,10.1,9.9,10.7,11.1,11.4,11.5,12.6,12.5,14.4,15.1,15.2
대전광역시 - 주민등록인구＜br＞(B),Statistics,1443471.0,1454638.0,1466158.0,1475659.0,1480895.0,1484180.0,1503664.0,1515603.0,1524583.0,1532811.0,1531809.0,1518775.0,1514370.0,1502227.0,1489936.0,1474870.0,1463882.0,1452251.0,1446072.0
도봉구 - 사회복지시설수＜br＞(A),Statistics,2.0,3.0,3.0,5.0,9.0,22.0,38.0,37.0,37.0,47.0,54.0,53.0,57.0,61.0,63.0,61.0,59.0,58.0,58.0
도봉구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.5,0.8,0.8,1.3,2.4,6.0,10.3,10.1,10.2,13.1,15.3,15.1,16.4,17.7,18.6,18.3,18.1,18.3,18.6
도봉구 - 주민등록인구＜br＞(B),Statistics,381939.0,381529.0,377534.0,375975.0,373936.0,369733.0,368298.0,365573.0,362270.0,358582.0,353709.0,351242.0,348220.0,344166.0,339413.0,333362.0,325257.0,317366.0,311694.0
동구 - 사회복지시설수＜br＞(A),Statistics,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,6.0,7.0,7.0
동구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.9,0.9,1.9,1.9,1.9,2.0,3.0,3.0,6.1,4.2,4.2,4.3,4.5,7.9,8.1,7.9,6.7,8.0,8.1
동구 - 주민등록인구＜br＞(B),Statistics,114204.0,109879.0,106890.0,104881.0,102764.0,101153.0,101514.0,100420.0,98529.0,96011.0,94565.0,92069.0,89826.0,88868.0,86912.0,88165.0,88901.0,87679.0,86462.0
동대문구 - 사회복지시설수＜br＞(A),Statistics,2.0,3.0,3.0,4.0,17.0,20.0,26.0,25.0,26.0,29.0,30.0,32.0,32.0,31.0,33.0,33.0,33.0,32.0,29.0
동대문구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.5,0.8,0.8,1.1,4.6,5.5,7.1,6.8,7.2,8.0,8.2,8.9,9.0,8.8,9.5,9.5,9.6,9.5,8.6
동대문구 - 주민등록인구＜br＞(B),Statistics,379404.0,381110.0,378860.0,376421.0,370250.0,362146.0,366786.0,365486.0,363258.0,364273.0,363687.0,360153.0,355069.0,350647.0,348052.0,346194.0,342837.0,337400.0,336644.0
동두천시 - 사회복지시설수＜br＞(A),Statistics,8.0,11.0,12.0,14.0,17.0,25.0,33.0,30.0,35.0,34.0,32.0,32.0,38.0,39.0,39.0,39.0,43.0,44.0,43.0
동두천시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,10.1,13.3,14.0,15.8,18.7,26.8,34.5,31.2,36.0,34.9,32.8,32.7,38.7,40.2,40.5,41.2,45.6,47.0,47.0
동두천시 - 주민등록인구＜br＞(B),Statistics,79214.0,82623.0,85803.0,88780.0,90835.0,93211.0,95653.0,96253.0,97175.0,97557.0,97595.0,97974.0,98277.0,97071.0,96226.0,94768.0,94353.0,93592.0,91546.0
동래구 - 사회복지시설수＜br＞(A),Statistics,6.0,6.0,8.0,7.0,7.0,11.0,17.0,15.0,19.0,15.0,15.0,16.0,14.0,15.0,15.0,16.0,15.0,15.0,15.0
동래구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,2.1,2.2,2.9,2.5,2.5,3.9,6.0,5.3,6.8,5.4,5.4,5.9,5.1,5.5,5.6,5.9,5.5,5.6,5.5
동래구 - 주민등록인구＜br＞(B),Statistics,279366.0,276095.0,279528.0,284901.0,282673.0,281644.0,282779.0,283742.0,278767.0,276689.0,275971.0,272837.0,272745.0,270727.0,266515.0,271247.0,270745.0,266866.0,273226.0
동작구 - 사회복지시설수＜br＞(A),Statistics,9.0,9.0,9.0,10.0,13.0,16.0,19.0,20.0,18.0,21.0,21.0,22.0,22.0,20.0,21.0,22.0,22.0,19.0,20.0
동작구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,2.2,2.2,2.2,2.5,3.2,4.0,4.7,5.0,4.4,5.1,5.2,5.5,5.5,5.0,5.3,5.6,5.6,4.9,5.3
동작구 - 주민등록인구＜br＞(B),Statistics,410945.0,410481.0,408582.0,405967.0,400866.0,397920.0,402709.0,401408.0,405491.0,410815.0,407470.0,400641.0,400997.0,396217.0,396203.0,395963.0,391220.0,385483.0,380596.0
동해시 - 사회복지시설수＜br＞(A),Statistics,3.0,4.0,5.0,5.0,6.0,7.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,13.0
동해시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,3.0,4.0,5.1,5.2,6.3,7.3,10.5,10.4,11.7,11.6,11.6,11.7,11.8,12.9,12.1,12.2,13.2,12.2,14.5
동해시 - 주민등록인구＜br＞(B),Statistics,100727.0,99230.0,97497.0,96652.0,95652.0,95271.0,95236.0,95804.0,93897.0,95143.0,94562.0,93895.0,93297.0,92851.0,91272.0,90522.0,90593.0,90081.0,89426.0
마포구 - 사회복지시설수＜br＞(A),Statistics,8.0,7.0,7.0,10.0,15.0,21.0,24.0,25.0,24.0,20.0,17.0,18.0,18.0,16.0,17.0,16.0,15.0,15.0,12.0
마포구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,2.1,1.8,1.8,2.5,3.9,5.5,6.1,6.4,6.2,5.2,4.4,4.6,4.7,4.3,4.5,4.3,4.0,4.1,3.3
마포구 - 주민등록인구＜br＞(B),Statistics,383457.0,388164.0,390583.0,392650.0,385119.0,384013.0,391865.0,389493.0,384644.0,381856.0,385439.0,387643.0,379892.0,374915.0,375077.0,374035.0,371890.0,368905.0,364638.0
목포시 - 사회복지시설수＜br＞(A),Statistics,20.0,22.0,18.0,21.0,26.0,15.0,23.0,27.0,26.0,31.0,26.0,31.0,34.0,36.0,33.0,37.0,36.0,32.0,60.0
목포시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,8.3,9.1,7.4,8.6,10.6,6.1,9.4,11.0,10.6,12.9,10.9,13.0,14.3,15.4,14.2,16.1,16.1,14.6,27.7
목포시 - 주민등록인구＜br＞(B),Statistics,241717.0,242988.0,241679.0,243312.0,245651.0,244339.0,245422.0,244871.0,245073.0,240936.0,239109.0,238382.0,237739.0,234379.0,232327.0,229861.0,224044.0,218589.0,216939.0
무안군 - 사회복지시설수＜br＞(A),Statistics,2.0,6.0,7.0,7.0,9.0,10.0,15.0,15.0,18.0,21.0,20.0,21.0,17.0,16.0,15.0,16.0,16.0,15.0,20.0
무안군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,3.2,9.7,11.3,11.0,13.5,13.8,20.1,19.8,23.8,26.5,24.5,25.5,20.7,19.3,18.3,19.7,18.6,16.5,22.1
무안군 - 주민등록인구＜br＞(B),Statistics,62472.0,61915.0,61766.0,63674.0,66598.0,72417.0,74475.0,75718.0,75741.0,79367.0,81696.0,82236.0,82109.0,82872.0,81991.0,81105.0,86132.0,91107.0,90608.0
무주군 - 사회복지시설수＜br＞(A),Statistics,,1.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0
무주군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,,3.9,7.9,7.6,7.7,7.7,19.5,15.5,15.8,15.7,19.7,19.8,24.0,32.2,32.5,28.8,29.1,29.5,29.8
무주군 - 주민등록인구＜br＞(B),Statistics,26183.0,25876.0,25417.0,26361.0,26017.0,25811.0,25578.0,25863.0,25321.0,25398.0,25390.0,25220.0,24949.0,24809.0,24589.0,24303.0,24036.0,23748.0,23489.0
문경시 - 사회복지시설수＜br＞(A),Statistics,1.0,2.0,5.0,7.0,9.0,8.0,12.0,14.0,15.0,17.0,19.0,19.0,22.0,22.0,22.0,21.0,21.0,23.0,28.0
문경시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,1.3,2.6,6.6,9.4,11.9,10.4,15.5,18.2,19.8,22.5,25.0,25.1,29.5,30.0,30.6,29.1,29.4,32.3,39.8
문경시 - 주민등록인구＜br＞(B),Statistics,79552.0,78058.0,76177.0,74780.0,75486.0,76645.0,77391.0,76727.0,75899.0,75664.0,75911.0,75784.0,74702.0,73294.0,71874.0,72242.0,71406.0,71154.0,70373.0
미추홀구 - 사회복지시설수＜br＞(A),Statistics,,,,,,,,,,,,,,,68.0,69.0,67.0,68.0,68.0
미추홀구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,,,,,,,,,,,,,,,16.3,16.9,16.6,16.7,16.7
미추홀구 - 주민등록인구＜br＞(B),Statistics,,,,,,,,,,,,,,,416542.0,408862.0,404343.0,407464.0,406004.0
밀양시 - 사회복지시설수＜br＞(A),Statistics,4.0,4.0,5.0,8.0,11.0,13.0,13.0,18.0,4.0,18.0,20.0,20.0,22.0,21.0,24.0,25.0,25.0,26.0,25.0
밀양시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,3.5,3.5,4.5,7.2,9.9,11.8,11.8,16.5,3.7,16.6,18.6,18.5,20.3,19.5,22.5,23.7,23.8,25.1,24.3
밀양시 - 주민등록인구＜br＞(B),Statistics,115459.0,113636.0,112025.0,111473.0,110858.0,110170.0,110479.0,109329.0,108755.0,108342.0,107765.0,107896.0,108354.0,107898.0,106744.0,105552.0,104831.0,103525.0,102945.0
