item,category,2016,2017,2018,2019,2020,2021,2022,2023
남해군 - 신혼부부수,Statistics,582.0,559.0,523.0,502.0,483.0,441.0,405.0,383.0
노원구 - 신혼부부수,Statistics,14931.0,13561.0,12167.0,11016.0,10304.0,9749.0,9351.0,8804.0
논산시 - 신혼부부수,Statistics,2449.0,2398.0,2317.0,2235.0,2067.0,1844.0,1696.0,1584.0
단양군 - 신혼부부수,Statistics,505.0,498.0,470.0,467.0,406.0,381.0,355.0,344.0
단원구 - 신혼부부수,Statistics,8772.0,8085.0,7594.0,7936.0,7694.0,7327.0,6791.0,6208.0
달서구 - 신혼부부수,Statistics,14787.0,13337.0,12460.0,11921.0,10728.0,9471.0,8665.0,8207.0
달성군 - 신혼부부수,Statistics,7932.0,9755.0,10094.0,9932.0,9262.0,8340.0,7366.0,6471.0
담양군 - 신혼부부수,Statistics,790.0,767.0,727.0,685.0,651.0,643.0,573.0,575.0
당진시 - 신혼부부수,Statistics,5986.0,5716.0,5379.0,4908.0,4431.0,4070.0,3804.0,3754.0
대구광역시 - 신혼부부수,Statistics,61356.0,59102.0,56985.0,54078.0,49774.0,45094.0,41617.0,39645.0
대덕구 - 신혼부부수,Statistics,4815.0,4297.0,3972.0,3480.0,3283.0,3267.0,3270.0,2924.0
대전광역시 - 신혼부부수,Statistics,42449.0,40061.0,37736.0,35066.0,32559.0,30342.0,28879.0,27229.0
덕양구 - 신혼부부수,Statistics,13320.0,12886.0,12334.0,12838.0,12617.0,12340.0,12167.0,12190.0
덕진구 - 신혼부부수,Statistics,7576.0,7311.0,7829.0,8105.0,7620.0,7379.0,6796.0,6149.0
도봉구 - 신혼부부수,Statistics,8482.0,7869.0,7286.0,6639.0,6042.0,5424.0,4991.0,4512.0
동구 - 신혼부부수,Statistics,1628.0,1555.0,1520.0,1624.0,1785.0,1687.0,1642.0,1694.0
동남구 - 신혼부부수,Statistics,7610.0,6825.0,6713.0,6621.0,6192.0,5483.0,5114.0,4822.0
동대문구 - 신혼부부수,Statistics,9020.0,8391.0,8256.0,7938.0,7484.0,6852.0,6333.0,6216.0
동두천시 - 신혼부부수,Statistics,2794.0,2523.0,2373.0,2052.0,1962.0,1848.0,1735.0,1442.0
동래구 - 신혼부부수,Statistics,5950.0,5672.0,5379.0,5466.0,5386.0,4778.0,4757.0,4272.0
동안구 - 신혼부부수,Statistics,10070.0,9195.0,8423.0,8005.0,7122.0,6751.0,7062.0,6434.0
동작구 - 신혼부부수,Statistics,12008.0,11140.0,10089.0,9651.0,8804.0,7960.0,7276.0,6842.0
동해시 - 신혼부부수,Statistics,2321.0,2214.0,2041.0,1962.0,1891.0,1826.0,1706.0,1591.0
마산합포구 - 신혼부부수,Statistics,4575.0,4459.0,4209.0,3828.0,3353.0,3522.0,3272.0,3114.0
마산회원구 - 신혼부부수,Statistics,5106.0,4557.0,3961.0,3544.0,3379.0,3014.0,2685.0,2395.0
마포구 - 신혼부부수,Statistics,12487.0,11566.0,10781.0,10113.0,9395.0,8411.0,7667.0,7343.0
만안구 - 신혼부부수,Statistics,7006.0,7168.0,6718.0,6113.0,5561.0,5420.0,5089.0,4819.0
목포시 - 신혼부부수,Statistics,6205.0,5692.0,5308.0,4913.0,4304.0,3825.0,3630.0,3414.0
무안군 - 신혼부부수,Statistics,2068.0,1980.0,1821.0,1663.0,1800.0,2012.0,1952.0,1835.0
무주군 - 신혼부부수,Statistics,416.0,395.0,378.0,375.0,339.0,321.0,289.0,274.0
문경시 - 신혼부부수,Statistics,1424.0,1326.0,1204.0,1147.0,1042.0,942.0,875.0,804.0
미추홀구 - 신혼부부수,Statistics,12221.0,12191.0,11562.0,10526.0,9344.0,9138.0,8614.0,8063.0
밀양시 - 신혼부부수,Statistics,2051.0,1930.0,1767.0,1631.0,1499.0,1368.0,1264.0,1243.0
보령시 - 신혼부부수,Statistics,2234.0,2149.0,2032.0,1975.0,1843.0,1679.0,1571.0,1466.0
보성군 - 신혼부부수,Statistics,642.0,622.0,594.0,542.0,474.0,436.0,391.0,377.0
보은군 - 신혼부부수,Statistics,572.0,582.0,547.0,496.0,424.0,364.0,334.0,320.0
봉화군 - 신혼부부수,Statistics,559.0,542.0,508.0,453.0,397.0,332.0,288.0,276.0
부산광역시 - 신혼부부수,Statistics,88339.0,83545.0,77755.0,72403.0,67632.0,62431.0,58215.0,54388.0
부산진구 - 신혼부부수,Statistics,9638.0,9131.0,8233.0,7421.0,7210.0,6898.0,6720.0,6789.0
부안군 - 신혼부부수,Statistics,927.0,873.0,833.0,782.0,765.0,687.0,652.0,605.0
부여군 - 신혼부부수,Statistics,1017.0,961.0,933.0,829.0,741.0,659.0,620.0,586.0
부천시 - 신혼부부수,Statistics,24425.0,23763.0,22677.0,20687.0,19059.0,17496.0,16208.0,14976.0
부평구 - 신혼부부수,Statistics,16977.0,15853.0,14327.0,12641.0,10939.0,10217.0,10302.0,9901.0
북구 - 신혼부부수,Statistics,8307.0,7718.0,6811.0,6054.0,5598.0,5471.0,5303.0,4867.0
분당구 - 신혼부부수,Statistics,15463.0,14314.0,12989.0,11657.0,10715.0,10040.0,9366.0,8515.0
사상구 - 신혼부부수,Statistics,6078.0,5574.0,4936.0,4430.0,3851.0,3484.0,3151.0,3148.0
