item,category,2016,2017,2018,2019,2020,2021,2022,2023
경기도 - 무주택가구비율,Statistics,45.0,44.8,44.4,44.1,44.2,44.0,44.1,43.3
경기도 - 주택소유가구,Statistics,2466749.0,2542649.0,2642084.0,2745423.0,2842747.0,2960542.0,3023928.0,3117074.0
경기도 - 주택소유가구비율,Statistics,55.0,55.2,55.6,55.9,55.8,56.0,55.9,56.7
경기도 - 총가구(일반가구),Statistics,4484424.0,4602950.0,4751497.0,4907660.0,5098431.0,5290662.0,5406963.0,5500024.0
경산시 - 무주택가구,Statistics,49005.0,49595.0,47595.0,49563.0,51479.0,52529.0,53966.0,56411.0
경산시 - 무주택가구비율,Statistics,46.1,45.7,43.6,44.1,44.3,42.9,43.5,44.2
경산시 - 주택소유가구,Statistics,57391.0,59007.0,61580.0,62761.0,64648.0,69780.0,70198.0,71136.0
경산시 - 주택소유가구비율,Statistics,53.9,54.3,56.4,55.9,55.7,57.1,56.5,55.8
경산시 - 총가구(일반가구),Statistics,106396.0,108602.0,109175.0,112324.0,116127.0,122309.0,124164.0,127547.0
경상남도 - 무주택가구,Statistics,499887.0,492343.0,489952.0,489409.0,499881.0,510509.0,517083.0,520892.0
경상남도 - 무주택가구비율,Statistics,39.3,38.1,37.5,37.0,37.0,37.0,37.1,37.1
경상남도 - 주택소유가구,Statistics,773636.0,800655.0,816442.0,831804.0,850274.0,868473.0,875525.0,883584.0
경상남도 - 주택소유가구비율,Statistics,60.7,61.9,62.5,63.0,63.0,63.0,62.9,62.9
경상남도 - 총가구(일반가구),Statistics,1273523.0,1292998.0,1306394.0,1321213.0,1350155.0,1378982.0,1392608.0,1404476.0
경상북도 - 무주택가구,Statistics,443791.0,435391.0,428712.0,427642.0,442830.0,448805.0,454650.0,453684.0
경상북도 - 무주택가구비율,Statistics,41.2,40.0,39.2,38.8,39.1,38.8,39.0,38.9
경상북도 - 주택소유가구,Statistics,632790.0,652416.0,665822.0,675292.0,688989.0,707840.0,711656.0,712910.0
경상북도 - 주택소유가구비율,Statistics,58.8,60.0,60.8,61.2,60.9,61.2,61.0,61.1
경상북도 - 총가구(일반가구),Statistics,1076581.0,1087807.0,1094534.0,1102934.0,1131819.0,1156645.0,1166306.0,1166594.0
경주시 - 무주택가구,Statistics,45597.0,43081.0,42561.0,42224.0,44689.0,44788.0,44320.0,44253.0
경주시 - 무주택가구비율,Statistics,43.3,40.4,39.6,39.0,40.2,39.4,38.9,38.6
경주시 - 주택소유가구,Statistics,59803.0,63452.0,64923.0,65970.0,66558.0,68972.0,69557.0,70540.0
경주시 - 주택소유가구비율,Statistics,56.7,59.6,60.4,61.0,59.8,60.6,61.1,61.4
경주시 - 총가구(일반가구),Statistics,105400.0,106533.0,107484.0,108194.0,111247.0,113760.0,113877.0,114793.0
계룡시 - 무주택가구,Statistics,5630.0,6112.0,6056.0,6011.0,6076.0,6442.0,6895.0,6986.0
계룡시 - 무주택가구비율,Statistics,40.1,41.0,40.6,40.0,40.1,40.6,41.1,38.1
계룡시 - 주택소유가구,Statistics,8421.0,8778.0,8849.0,9017.0,9061.0,9440.0,9895.0,11363.0
계룡시 - 주택소유가구비율,Statistics,59.9,59.0,59.4,60.0,59.9,59.4,58.9,61.9
계룡시 - 총가구(일반가구),Statistics,14051.0,14890.0,14905.0,15028.0,15137.0,15882.0,16790.0,18349.0
계양구 - 무주택가구,Statistics,41943.0,41701.0,40775.0,40566.0,41249.0,43657.0,43511.0,42625.0
계양구 - 무주택가구비율,Statistics,36.1,36.0,35.8,35.9,36.3,37.4,36.9,36.5
계양구 - 주택소유가구,Statistics,74112.0,74275.0,73275.0,72292.0,72383.0,73161.0,74258.0,74016.0
계양구 - 주택소유가구비율,Statistics,63.9,64.0,64.2,64.1,63.7,62.6,63.1,63.5
계양구 - 총가구(일반가구),Statistics,116055.0,115976.0,114050.0,112858.0,113632.0,116818.0,117769.0,116641.0
고령군 - 무주택가구,Statistics,5585.0,5322.0,5303.0,5239.0,5164.0,5279.0,5350.0,5284.0
고령군 - 무주택가구비율,Statistics,41.4,39.4,39.3,38.9,38.3,38.9,39.1,38.3
고령군 - 주택소유가구,Statistics,7891.0,8197.0,8203.0,8229.0,8334.0,8297.0,8326.0,8497.0
고령군 - 주택소유가구비율,Statistics,58.6,60.6,60.7,61.1,61.7,61.1,60.9,61.7
고령군 - 총가구(일반가구),Statistics,13476.0,13519.0,13506.0,13468.0,13498.0,13576.0,13676.0,13781.0
고성군 - 무주택가구,Statistics,6353.0,5366.0,5119.0,4347.0,4589.0,4390.0,4437.0,4784.0
고성군 - 무주택가구비율,Statistics,48.9,44.1,42.5,39.0,39.1,36.6,36.0,37.2
고성군 - 주택소유가구,Statistics,6629.0,6794.0,6912.0,6785.0,7134.0,7602.0,7872.0,8082.0
고성군 - 주택소유가구비율,Statistics,51.1,55.9,57.5,61.0,60.9,63.4,64.0,62.8
고성군 - 총가구(일반가구),Statistics,12982.0,12160.0,12031.0,11132.0,11723.0,11992.0,12309.0,12866.0
고양시 - 무주택가구,Statistics,154244.0,160116.0,161676.0,169073.0,176501.0,181015.0,186289.0,186074.0
고양시 - 무주택가구비율,Statistics,43.1,43.9,43.7,43.9,44.3,44.0,44.4,43.6
고양시 - 주택소유가구,Statistics,203440.0,204240.0,208432.0,215948.0,222363.0,230122.0,233207.0,240998.0
고양시 - 주택소유가구비율,Statistics,56.9,56.1,56.3,56.1,55.7,56.0,55.6,56.4
고양시 - 총가구(일반가구),Statistics,357684.0,364356.0,370108.0,385021.0,398864.0,411137.0,419496.0,427072.0
고창군 - 무주택가구,Statistics,11804.0,10769.0,10483.0,10088.0,9633.0,9875.0,10616.0,10427.0
고창군 - 무주택가구비율,Statistics,50.2,45.6,44.3,42.9,41.0,41.8,44.5,43.7
고창군 - 주택소유가구,Statistics,11701.0,12845.0,13164.0,13452.0,13879.0,13773.0,13220.0,13444.0
