item,category,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
광주광역시 - 계,Statistics,12481.0,11852.0,11816.0,11869.0,12036.0,12126.0,10940.0,10380.0,10238.0,16676.0,14708.0,14028.0,13632.0,12521.0
광주광역시 - 과수,Statistics,1990.0,1873.0,1828.0,1953.0,1562.0,2317.0,1891.0,1716.0,1924.0,2503.0,2212.0,1990.0,1893.0,1764.0
광주광역시 - 기타작물,Statistics,1174.0,663.0,453.0,601.0,788.0,558.0,609.0,659.0,631.0,1804.0,635.0,863.0,931.0,629.0
광주광역시 - 논벼,Statistics,6140.0,5984.0,5804.0,5888.0,6136.0,6101.0,5106.0,4905.0,4975.0,7959.0,7176.0,6764.0,6952.0,6104.0
광주광역시 - 식량작물,Statistics,536.0,695.0,609.0,488.0,1228.0,467.0,834.0,810.0,450.0,1718.0,1613.0,1386.0,1579.0,1081.0
광주광역시 - 채소·산나물,Statistics,2495.0,2398.0,2845.0,2664.0,2106.0,2546.0,2249.0,2163.0,2055.0,2478.0,2851.0,2826.0,1985.0,2717.0
광주광역시 - 축산,Statistics,146.0,239.0,278.0,275.0,216.0,137.0,251.0,126.0,203.0,214.0,221.0,199.0,291.0,225.0
광주시 - 계,Statistics,3957.0,3978.0,3790.0,3786.0,4379.0,4104.0,3850.0,3720.0,3520.0,3928.0,3283.0,3404.0,3928.0,4214.0
광주시 - 과수,Statistics,201.0,261.0,137.0,149.0,152.0,135.0,184.0,213.0,62.0,229.0,215.0,216.0,206.0,368.0
광주시 - 기타작물,Statistics,415.0,303.0,428.0,326.0,354.0,385.0,419.0,241.0,636.0,486.0,65.0,900.0,539.0,364.0
광주시 - 논벼,Statistics,1114.0,936.0,956.0,957.0,1102.0,789.0,1151.0,1090.0,958.0,845.0,773.0,719.0,1101.0,672.0
광주시 - 식량작물,Statistics,786.0,620.0,668.0,809.0,1590.0,917.0,576.0,532.0,747.0,1360.0,405.0,316.0,539.0,763.0
광주시 - 채소·산나물,Statistics,1310.0,1744.0,1487.0,1430.0,1027.0,1840.0,1505.0,1590.0,1057.0,914.0,1742.0,1035.0,1435.0,1886.0
광주시 - 축산,Statistics,132.0,115.0,115.0,115.0,154.0,39.0,15.0,54.0,59.0,94.0,83.0,217.0,107.0,161.0
광주시부 - 계,Statistics,7122.0,6706.0,6694.0,6707.0,7149.0,7620.0,7006.0,6509.0,6423.0,11493.0,10117.0,9428.0,9028.0,8281.0
광주시부 - 과수,Statistics,1242.0,1305.0,1357.0,1408.0,1062.0,1680.0,1573.0,1361.0,1411.0,1869.0,1522.0,1311.0,1154.0,1079.0
광주시부 - 기타작물,Statistics,603.0,413.0,329.0,409.0,423.0,246.0,259.0,301.0,195.0,1222.0,288.0,547.0,588.0,306.0
광주시부 - 논벼,Statistics,3134.0,3018.0,2894.0,2971.0,3479.0,3420.0,2765.0,2852.0,3117.0,5308.0,5223.0,4737.0,4551.0,4197.0
광주시부 - 식량작물,Statistics,431.0,324.0,470.0,360.0,811.0,343.0,587.0,642.0,237.0,1279.0,957.0,878.0,1139.0,760.0
광주시부 - 채소·산나물,Statistics,1634.0,1554.0,1552.0,1468.0,1265.0,1823.0,1681.0,1335.0,1363.0,1676.0,1997.0,1898.0,1439.0,1831.0
광주시부 - 축산,Statistics,78.0,92.0,92.0,92.0,109.0,109.0,140.0,18.0,100.0,139.0,129.0,58.0,158.0,107.0
괴산군 - 계,Statistics,6174.0,6271.0,6201.0,6120.0,5644.0,5330.0,5094.0,5048.0,5227.0,5187.0,5724.0,5696.0,5784.0,6086.0
괴산군 - 과수,Statistics,761.0,747.0,739.0,739.0,626.0,1181.0,1181.0,1049.0,1117.0,589.0,802.0,873.0,951.0,931.0
괴산군 - 기타작물,Statistics,847.0,847.0,684.0,701.0,614.0,399.0,335.0,230.0,428.0,720.0,340.0,916.0,703.0,862.0
괴산군 - 논벼,Statistics,1721.0,1748.0,1674.0,1597.0,1428.0,904.0,1021.0,1008.0,1309.0,1059.0,1540.0,1443.0,1359.0,1127.0
괴산군 - 식량작물,Statistics,1470.0,1048.0,1328.0,1465.0,1646.0,1272.0,1022.0,1027.0,986.0,1648.0,1000.0,1233.0,1310.0,1730.0
괴산군 - 채소·산나물,Statistics,1126.0,1577.0,1435.0,1314.0,998.0,1108.0,1034.0,1145.0,752.0,920.0,1890.0,1141.0,1226.0,1214.0
괴산군 - 축산,Statistics,249.0,304.0,341.0,304.0,332.0,467.0,502.0,589.0,636.0,251.0,152.0,89.0,235.0,221.0
구례군 - 계,Statistics,4084.0,3871.0,3831.0,3893.0,3971.0,4169.0,4079.0,4001.0,3940.0,3943.0,4074.0,4246.0,4248.0,4094.0
구례군 - 과수,Statistics,1110.0,1124.0,1244.0,1303.0,1133.0,1207.0,1169.0,1178.0,888.0,1018.0,1061.0,979.0,993.0,1018.0
구례군 - 기타작물,Statistics,453.0,291.0,149.0,113.0,465.0,344.0,344.0,386.0,337.0,448.0,358.0,360.0,499.0,436.0
구례군 - 논벼,Statistics,1949.0,1737.0,1759.0,1675.0,1476.0,1778.0,1561.0,1505.0,1703.0,1577.0,1804.0,2235.0,1880.0,1947.0
구례군 - 식량작물,Statistics,153.0,131.0,164.0,230.0,240.0,70.0,63.0,121.0,90.0,179.0,255.0,94.0,226.0,165.0
구례군 - 채소·산나물,Statistics,237.0,383.0,366.0,406.0,490.0,523.0,623.0,511.0,724.0,557.0,457.0,442.0,514.0,439.0
구례군 - 축산,Statistics,183.0,205.0,150.0,167.0,167.0,247.0,319.0,301.0,198.0,164.0,139.0,137.0,136.0,91.0
구리시 - 계,Statistics,586.0,504.0,536.0,519.0,494.0,562.0,528.0,508.0,484.0,656.0,538.0,470.0,437.0,421.0
구리시 - 과수,Statistics,137.0,142.0,115.0,145.0,126.0,110.0,120.0,135.0,125.0,146.0,121.0,89.0,73.0,104.0
구리시 - 기타작물,Statistics,102.0,56.0,58.0,60.0,94.0,29.0,14.0,21.0,15.0,136.0,42.0,108.0,70.0,67.0
구리시 - 논벼,Statistics,12.0,9.0,9.0,9.0,37.0,43.0,29.0,39.0,39.0,51.0,44.0,54.0,44.0,56.0
구리시 - 식량작물,Statistics,75.0,51.0,98.0,56.0,71.0,0.0,0.0,138.0,65.0,127.0,12.0,49.0,47.0,31.0
구리시 - 채소·산나물,Statistics,233.0,205.0,242.0,235.0,163.0,375.0,360.0,169.0,235.0,192.0,314.0,169.0,202.0,163.0
구리시 - 축산,Statistics,28.0,42.0,14.0,14.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0
구미시 - 계,Statistics,8607.0,9163.0,9193.0,8999.0,9307.0,9277.0,9121.0,9075.0,9299.0,10490.0,10212.0,10136.0,9911.0,9751.0
구미시 - 과수,Statistics,992.0,1137.0,1174.0,1213.0,1057.0,1292.0,1432.0,1423.0,1582.0,1417.0,1268.0,1131.0,1349.0,1266.0
구미시 - 기타작물,Statistics,243.0,315.0,177.0,310.0,362.0,909.0,972.0,455.0,479.0,730.0,670.0,925.0,724.0,800.0
구미시 - 논벼,Statistics,5342.0,5727.0,5775.0,5540.0,5966.0,5190.0,5056.0,5212.0,5160.0,6286.0,6030.0,6240.0,5569.0,5545.0
구미시 - 식량작물,Statistics,458.0,368.0,284.0,261.0,686.0,416.0,312.0,537.0,488.0,878.0,632.0,367.0,446.0,394.0
구미시 - 채소·산나물,Statistics,998.0,1105.0,1277.0,1053.0,592.0,666.0,598.0,725.0,818.0,622.0,840.0,809.0,1183.0,1073.0
구미시 - 축산,Statistics,574.0,512.0,506.0,622.0,644.0,803.0,753.0,723.0,772.0,557.0,771.0,663.0,640.0,672.0
군산시 - 계,Statistics,6947.0,7271.0,7199.0,7039.0,7074.0,7314.0,6832.0,6754.0,6973.0,6659.0,6637.0,6558.0,6376.0,6098.0
군산시 - 과수,Statistics,226.0,304.0,233.0,233.0,91.0,151.0,181.0,106.0,185.0,105.0,61.0,22.0,61.0,61.0
군산시 - 기타작물,Statistics,47.0,42.0,35.0,93.0,133.0,168.0,181.0,160.0,148.0,220.0,40.0,111.0,73.0,20.0
군산시 - 논벼,Statistics,5693.0,5821.0,5751.0,5609.0,5533.0,5238.0,5161.0,5000.0,5160.0,5242.0,5395.0,5319.0,5409.0,5198.0
군산시 - 식량작물,Statistics,14.0,133.0,103.0,117.0,544.0,512.0,182.0,144.0,371.0,448.0,207.0,380.0,290.0,164.0
군산시 - 채소·산나물,Statistics,839.0,855.0,939.0,865.0,639.0,1020.0,1036.0,1288.0,983.0,545.0,799.0,664.0,483.0,541.0
군산시 - 축산,Statistics,129.0,115.0,137.0,124.0,134.0,226.0,91.0,56.0,126.0,99.0,135.0,61.0,61.0,115.0
군위군 - 계,Statistics,5166.0,5104.0,4969.0,4815.0,4341.0,4238.0,4185.0,4146.0,4096.0,3771.0,3858.0,3858.0,3785.0,3787.0
군위군 - 과수,Statistics,987.0,1025.0,1107.0,1131.0,1368.0,1181.0,1156.0,980.0,1014.0,1170.0,1099.0,1086.0,1075.0,1154.0
군위군 - 기타작물,Statistics,261.0,396.0,337.0,340.0,255.0,444.0,387.0,216.0,405.0,480.0,196.0,196.0,316.0,315.0
군위군 - 논벼,Statistics,2057.0,1850.0,1788.0,1798.0,1485.0,932.0,1127.0,1324.0,1194.0,1198.0,845.0,843.0,1024.0,1098.0
군위군 - 식량작물,Statistics,373.0,401.0,373.0,378.0,357.0,277.0,262.0,161.0,278.0,223.0,332.0,284.0,333.0,332.0
군위군 - 채소·산나물,Statistics,1215.0,1151.0,1113.0,984.0,630.0,1172.0,1067.0,1209.0,987.0,471.0,1192.0,1239.0,900.0,767.0
군위군 - 축산,Statistics,272.0,281.0,251.0,184.0,246.0,233.0,187.0,256.0,217.0,229.0,195.0,210.0,136.0,121.0
군포시 - 계,Statistics,445.0,427.0,388.0,363.0,493.0,437.0,411.0,363.0,345.0,915.0,733.0,645.0,596.0,601.0
군포시 - 과수,Statistics,43.0,43.0,50.0,43.0,56.0,47.0,70.0,78.0,44.0,137.0,170.0,127.0,143.0,182.0
군포시 - 기타작물,Statistics,78.0,32.0,35.0,35.0,43.0,17.0,14.0,6.0,3.0,62.0,134.0,35.0,59.0,15.0
군포시 - 논벼,Statistics,127.0,131.0,117.0,106.0,149.0,135.0,118.0,91.0,120.0,257.0,122.0,117.0,78.0,63.0
군포시 - 식량작물,Statistics,42.0,46.0,53.0,46.0,134.0,31.0,31.0,33.0,26.0,324.0,89.0,20.0,29.0,20.0
군포시 - 채소·산나물,Statistics,148.0,166.0,127.0,127.0,88.0,195.0,167.0,155.0,152.0,127.0,218.0,346.0,287.0,322.0
군포시 - 축산,Statistics,7.0,11.0,7.0,7.0,23.0,11.0,11.0,,0.0,8.0,0.0,0.0,0.0,0.0
금산군 - 계,Statistics,7300.0,7115.0,7559.0,7424.0,6783.0,6958.0,6379.0,6284.0,6309.0,6001.0,6393.0,6235.0,6352.0,6372.0
금산군 - 과수,Statistics,233.0,259.0,249.0,270.0,226.0,223.0,335.0,226.0,209.0,239.0,240.0,250.0,220.0,197.0
금산군 - 기타작물,Statistics,1865.0,1777.0,1480.0,1969.0,2007.0,2554.0,2084.0,1534.0,2441.0,2589.0,2901.0,2827.0,2843.0,2238.0
금산군 - 논벼,Statistics,3135.0,2497.0,2502.0,2495.0,2480.0,1739.0,1942.0,1660.0,2053.0,1590.0,1814.0,2033.0,1834.0,2364.0
금산군 - 식량작물,Statistics,264.0,223.0,356.0,434.0,709.0,307.0,652.0,470.0,483.0,777.0,628.0,355.0,285.0,476.0
금산군 - 채소·산나물,Statistics,1514.0,2214.0,2658.0,2076.0,1208.0,2044.0,1350.0,2301.0,1073.0,681.0,658.0,640.0,1061.0,1001.0
금산군 - 축산,Statistics,288.0,144.0,314.0,180.0,153.0,90.0,16.0,95.0,49.0,125.0,152.0,129.0,108.0,98.0
기장군 - 계,Statistics,2103.0,2144.0,2121.0,2065.0,2052.0,2012.0,1913.0,1879.0,1873.0,1850.0,1798.0,1977.0,1991.0,1889.0
기장군 - 과수,Statistics,163.0,151.0,145.0,113.0,237.0,284.0,240.0,235.0,200.0,211.0,181.0,183.0,257.0,198.0
기장군 - 기타작물,Statistics,260.0,287.0,263.0,212.0,113.0,68.0,111.0,119.0,196.0,222.0,86.0,71.0,73.0,77.0
기장군 - 논벼,Statistics,567.0,472.0,453.0,484.0,594.0,404.0,268.0,253.0,280.0,392.0,299.0,345.0,271.0,234.0
기장군 - 식량작물,Statistics,171.0,105.0,108.0,108.0,197.0,158.0,81.0,58.0,152.0,382.0,183.0,52.0,185.0,181.0
기장군 - 채소·산나물,Statistics,926.0,1057.0,1107.0,1110.0,870.0,1014.0,1112.0,1094.0,958.0,602.0,1023.0,1294.0,1175.0,1168.0
기장군 - 축산,Statistics,17.0,72.0,46.0,36.0,41.0,84.0,102.0,120.0,87.0,41.0,27.0,31.0,31.0,31.0
김제시 - 계,Statistics,11272.0,11518.0,11187.0,11017.0,8624.0,8901.0,9390.0,9433.0,9161.0,7306.0,7120.0,7608.0,7704.0,7469.0
김제시 - 과수,Statistics,998.0,1129.0,1053.0,1186.0,532.0,638.0,520.0,647.0,578.0,372.0,279.0,340.0,372.0,355.0
김제시 - 기타작물,Statistics,545.0,547.0,504.0,618.0,284.0,215.0,252.0,185.0,252.0,477.0,364.0,395.0,289.0,453.0
김제시 - 논벼,Statistics,6145.0,6050.0,5684.0,5732.0,5772.0,6080.0,6619.0,5816.0,5899.0,4603.0,3682.0,4778.0,4306.0,4579.0
김제시 - 식량작물,Statistics,1011.0,809.0,884.0,472.0,728.0,1095.0,453.0,839.0,1051.0,1011.0,1146.0,963.0,1410.0,988.0
김제시 - 채소·산나물,Statistics,1417.0,1961.0,2023.0,2008.0,861.0,608.0,1265.0,1652.0,1159.0,476.0,1299.0,941.0,1064.0,865.0
김제시 - 축산,Statistics,1156.0,1023.0,1039.0,1000.0,447.0,264.0,281.0,295.0,221.0,367.0,350.0,192.0,263.0,230.0
김천시 - 계,Statistics,14420.0,14178.0,14120.0,13940.0,14565.0,13554.0,13313.0,13127.0,12568.0,12235.0,13218.0,12870.0,12605.0,12361.0
김천시 - 과수,Statistics,8720.0,8568.0,8194.0,8370.0,7815.0,7426.0,7265.0,7766.0,6869.0,6965.0,7531.0,7187.0,7235.0,7020.0
김천시 - 기타작물,Statistics,287.0,278.0,213.0,378.0,673.0,816.0,913.0,481.0,817.0,712.0,578.0,855.0,777.0,687.0
김천시 - 논벼,Statistics,2477.0,2934.0,3163.0,2919.0,2500.0,2494.0,2501.0,2288.0,2586.0,2210.0,1806.0,2019.0,1903.0,1613.0
김천시 - 식량작물,Statistics,799.0,676.0,783.0,677.0,1328.0,605.0,572.0,988.0,1476.0,894.0,906.0,724.0,580.0,564.0
김천시 - 채소·산나물,Statistics,1541.0,1106.0,1148.0,1042.0,1579.0,1766.0,1615.0,1131.0,428.0,935.0,1592.0,1345.0,1439.0,1662.0
김천시 - 축산,Statistics,597.0,617.0,619.0,553.0,670.0,448.0,447.0,472.0,392.0,519.0,804.0,740.0,671.0,816.0
김포시 - 계,Statistics,6085.0,5844.0,5620.0,5521.0,5488.0,5346.0,4914.0,4993.0,5013.0,4980.0,5325.0,5353.0,5187.0,4855.0
김포시 - 과수,Statistics,462.0,509.0,426.0,324.0,354.0,352.0,335.0,301.0,303.0,336.0,244.0,417.0,242.0,224.0
김포시 - 기타작물,Statistics,228.0,115.0,128.0,230.0,178.0,260.0,202.0,195.0,206.0,359.0,255.0,679.0,297.0,396.0
김포시 - 논벼,Statistics,3663.0,3395.0,3318.0,3219.0,3270.0,3192.0,2984.0,2850.0,2980.0,2864.0,2352.0,2390.0,2237.0,2115.0
김포시 - 식량작물,Statistics,471.0,603.0,684.0,661.0,881.0,542.0,806.0,795.0,704.0,932.0,902.0,627.0,1109.0,1063.0
김포시 - 채소·산나물,Statistics,1073.0,1022.0,858.0,900.0,648.0,834.0,423.0,665.0,667.0,369.0,1437.0,1047.0,1170.0,951.0
김포시 - 축산,Statistics,187.0,199.0,205.0,186.0,157.0,165.0,165.0,185.0,152.0,120.0,136.0,193.0,131.0,105.0
김해시 - 계,Statistics,8737.0,8290.0,8128.0,8620.0,8257.0,8126.0,7960.0,7861.0,7900.0,8633.0,8740.0,8319.0,8175.0,7614.0
김해시 - 과수,Statistics,1314.0,1414.0,1441.0,1897.0,1229.0,2222.0,2125.0,2095.0,1878.0,1874.0,2061.0,2157.0,1875.0,1424.0
김해시 - 기타작물,Statistics,895.0,722.0,794.0,511.0,719.0,359.0,353.0,314.0,354.0,740.0,654.0,767.0,452.0,440.0
김해시 - 논벼,Statistics,4723.0,4385.0,4130.0,3907.0,3793.0,3029.0,2977.0,2902.0,3302.0,3777.0,3726.0,3373.0,3555.0,3632.0
김해시 - 식량작물,Statistics,249.0,229.0,169.0,225.0,433.0,58.0,60.0,380.0,216.0,586.0,279.0,409.0,456.0,200.0
김해시 - 채소·산나물,Statistics,931.0,1039.0,1107.0,1602.0,1555.0,2000.0,1961.0,1704.0,1749.0,1193.0,1736.0,1231.0,1375.0,1383.0
김해시 - 축산,Statistics,625.0,501.0,488.0,478.0,528.0,457.0,485.0,465.0,402.0,463.0,285.0,382.0,461.0,535.0
나주시 - 계,Statistics,12260.0,11985.0,12311.0,12360.0,10124.0,10327.0,9329.0,9579.0,9496.0,9087.0,10060.0,10708.0,10385.0,10008.0
나주시 - 과수,Statistics,2518.0,2150.0,2061.0,1963.0,1890.0,2118.0,1822.0,1785.0,1737.0,1486.0,1962.0,1842.0,1490.0,1620.0
나주시 - 기타작물,Statistics,411.0,534.0,419.0,562.0,213.0,237.0,209.0,354.0,268.0,354.0,450.0,311.0,294.0,343.0
나주시 - 논벼,Statistics,5782.0,5959.0,6273.0,6062.0,5509.0,4729.0,4554.0,4552.0,5013.0,5226.0,5354.0,5987.0,5854.0,5845.0
나주시 - 식량작물,Statistics,744.0,693.0,729.0,706.0,467.0,612.0,687.0,911.0,439.0,460.0,346.0,285.0,539.0,551.0
나주시 - 채소·산나물,Statistics,2265.0,1856.0,1920.0,2113.0,1377.0,2148.0,1406.0,1508.0,1466.0,1007.0,1067.0,1465.0,1403.0,985.0
나주시 - 축산,Statistics,539.0,793.0,910.0,955.0,668.0,483.0,651.0,469.0,573.0,554.0,882.0,818.0,804.0,665.0
남양주시 - 계,Statistics,5636.0,5916.0,5630.0,5680.0,5183.0,5099.0,4926.0,4741.0,4289.0,4930.0,4214.0,3893.0,3558.0,3243.0
남양주시 - 과수,Statistics,372.0,440.0,367.0,603.0,472.0,591.0,676.0,553.0,468.0,585.0,651.0,601.0,430.0,346.0
남양주시 - 기타작물,Statistics,463.0,429.0,361.0,353.0,759.0,855.0,970.0,593.0,915.0,919.0,1228.0,1388.0,917.0,527.0
남양주시 - 논벼,Statistics,458.0,470.0,470.0,454.0,483.0,489.0,386.0,288.0,261.0,415.0,298.0,263.0,202.0,246.0
남양주시 - 식량작물,Statistics,530.0,383.0,554.0,483.0,1436.0,730.0,457.0,753.0,435.0,1088.0,369.0,397.0,612.0,339.0
남양주시 - 채소·산나물,Statistics,3236.0,3675.0,3430.0,3399.0,1794.0,2284.0,2320.0,2395.0,2090.0,1737.0,1371.0,986.0,1219.0,1647.0
남양주시 - 축산,Statistics,577.0,520.0,448.0,387.0,239.0,150.0,117.0,160.0,119.0,186.0,298.0,258.0,178.0,138.0
남원시 - 계,Statistics,9361.0,9155.0,9178.0,8963.0,8771.0,8393.0,8323.0,8038.0,7843.0,6979.0,6587.0,7375.0,7360.0,7147.0
남원시 - 과수,Statistics,940.0,1033.0,1100.0,1156.0,1023.0,875.0,991.0,753.0,806.0,681.0,488.0,536.0,547.0,527.0
남원시 - 기타작물,Statistics,502.0,299.0,376.0,246.0,391.0,332.0,163.0,174.0,133.0,453.0,116.0,79.0,140.0,361.0
남원시 - 논벼,Statistics,5242.0,5035.0,5141.0,4986.0,4997.0,4603.0,4482.0,4970.0,4839.0,4216.0,4376.0,4472.0,4676.0,4301.0
남원시 - 식량작물,Statistics,679.0,616.0,585.0,613.0,699.0,351.0,486.0,417.0,394.0,426.0,336.0,340.0,130.0,169.0
남원시 - 채소·산나물,Statistics,1430.0,1572.0,1521.0,1606.0,1243.0,1835.0,1858.0,1393.0,1257.0,867.0,1048.0,1578.0,1699.0,1572.0
남원시 - 축산,Statistics,568.0,600.0,456.0,356.0,418.0,398.0,343.0,330.0,414.0,336.0,223.0,370.0,169.0,217.0
남해군 - 계,Statistics,7703.0,7809.0,7695.0,7793.0,7092.0,6670.0,6484.0,6443.0,6303.0,5792.0,6138.0,6937.0,6645.0,6444.0
남해군 - 과수,Statistics,166.0,116.0,89.0,73.0,185.0,39.0,39.0,72.0,72.0,159.0,138.0,203.0,204.0,141.0
남해군 - 기타작물,Statistics,53.0,,11.0,50.0,65.0,35.0,35.0,0.0,0.0,155.0,81.0,153.0,204.0,98.0
남해군 - 논벼,Statistics,1562.0,1220.0,1164.0,1114.0,1466.0,1078.0,1375.0,1743.0,1769.0,1536.0,1997.0,1742.0,2442.0,1266.0
남해군 - 식량작물,Statistics,182.0,91.0,37.0,27.0,167.0,204.0,252.0,945.0,320.0,163.0,78.0,100.0,245.0,39.0
남해군 - 채소·산나물,Statistics,5394.0,6034.0,6017.0,6302.0,4965.0,4977.0,4465.0,3500.0,3939.0,3626.0,3603.0,4415.0,3227.0,4671.0
남해군 - 축산,Statistics,346.0,349.0,377.0,228.0,244.0,338.0,319.0,184.0,203.0,153.0,240.0,325.0,324.0,229.0
논산시 - 계,Statistics,11676.0,11348.0,10500.0,9931.0,10572.0,10429.0,10609.0,10466.0,10414.0,9882.0,9754.0,9599.0,9989.0,10272.0
논산시 - 과수,Statistics,533.0,544.0,466.0,519.0,657.0,628.0,654.0,814.0,718.0,595.0,615.0,713.0,603.0,839.0
논산시 - 기타작물,Statistics,652.0,513.0,734.0,800.0,559.0,473.0,584.0,585.0,521.0,1004.0,836.0,1305.0,594.0,598.0
논산시 - 논벼,Statistics,6357.0,6222.0,5118.0,4987.0,5503.0,4748.0,5190.0,5369.0,5799.0,5345.0,5378.0,4876.0,5068.0,5606.0
논산시 - 식량작물,Statistics,483.0,802.0,752.0,518.0,667.0,345.0,335.0,480.0,164.0,670.0,222.0,166.0,340.0,215.0
논산시 - 채소·산나물,Statistics,2840.0,2642.0,2863.0,2526.0,2685.0,3682.0,3342.0,2829.0,2849.0,1891.0,2499.0,2329.0,3114.0,2729.0
논산시 - 축산,Statistics,810.0,625.0,566.0,580.0,501.0,554.0,504.0,387.0,363.0,377.0,203.0,210.0,270.0,284.0
단양군 - 계,Statistics,3354.0,3333.0,3213.0,3037.0,3471.0,3198.0,2978.0,2951.0,2842.0,3227.0,3161.0,3288.0,3190.0,3106.0
단양군 - 과수,Statistics,203.0,225.0,280.0,298.0,433.0,247.0,404.0,279.0,310.0,342.0,380.0,291.0,288.0,326.0
단양군 - 기타작물,Statistics,364.0,409.0,342.0,229.0,537.0,0.0,227.0,300.0,250.0,465.0,326.0,506.0,443.0,344.0
단양군 - 논벼,Statistics,182.0,125.0,121.0,121.0,111.0,18.0,32.0,39.0,18.0,89.0,96.0,59.0,33.0,32.0
단양군 - 식량작물,Statistics,864.0,814.0,1007.0,1197.0,1224.0,868.0,723.0,632.0,697.0,1233.0,704.0,664.0,512.0,544.0
단양군 - 채소·산나물,Statistics,1622.0,1660.0,1368.0,1087.0,1074.0,2030.0,1523.0,1649.0,1517.0,1042.0,1472.0,1590.0,1803.0,1716.0
단양군 - 축산,Statistics,119.0,100.0,95.0,105.0,92.0,35.0,69.0,51.0,51.0,56.0,183.0,179.0,111.0,143.0
달성군 - 계,Statistics,6344.0,6520.0,6669.0,6566.0,5781.0,5733.0,5763.0,5408.0,5497.0,5946.0,6281.0,5993.0,5728.0,5570.0
달성군 - 과수,Statistics,545.0,373.0,451.0,453.0,502.0,942.0,1016.0,1025.0,1017.0,674.0,708.0,601.0,706.0,716.0
달성군 - 기타작물,Statistics,153.0,204.0,143.0,153.0,364.0,70.0,163.0,222.0,111.0,615.0,449.0,476.0,451.0,700.0
달성군 - 논벼,Statistics,3531.0,3774.0,3842.0,4076.0,2828.0,2261.0,2394.0,2179.0,2496.0,2665.0,2799.0,2694.0,2599.0,1931.0
달성군 - 식량작물,Statistics,396.0,491.0,294.0,296.0,554.0,61.0,97.0,153.0,179.0,677.0,385.0,333.0,331.0,204.0
달성군 - 채소·산나물,Statistics,1443.0,1461.0,1795.0,1449.0,1355.0,2192.0,1785.0,1665.0,1505.0,1178.0,1820.0,1748.0,1530.0,1877.0
달성군 - 축산,Statistics,275.0,217.0,143.0,138.0,178.0,206.0,308.0,164.0,189.0,137.0,119.0,141.0,112.0,142.0
담양군 - 계,Statistics,6076.0,6199.0,6307.0,6048.0,5693.0,5530.0,5267.0,5223.0,5220.0,5426.0,6340.0,6621.0,6566.0,6087.0
담양군 - 과수,Statistics,296.0,238.0,329.0,390.0,404.0,267.0,238.0,259.0,115.0,356.0,235.0,342.0,301.0,436.0
담양군 - 기타작물,Statistics,214.0,137.0,121.0,111.0,144.0,160.0,202.0,293.0,124.0,383.0,177.0,241.0,230.0,86.0
담양군 - 논벼,Statistics,4456.0,4457.0,4210.0,4069.0,3474.0,3010.0,2976.0,2542.0,3073.0,3439.0,3778.0,4362.0,4452.0,3957.0
담양군 - 식량작물,Statistics,182.0,127.0,71.0,36.0,303.0,0.0,131.0,78.0,0.0,320.0,218.0,326.0,314.0,325.0
담양군 - 채소·산나물,Statistics,702.0,953.0,1229.0,1216.0,1028.0,1849.0,1326.0,1748.0,1586.0,684.0,1550.0,1122.0,995.0,1084.0
담양군 - 축산,Statistics,227.0,288.0,347.0,227.0,340.0,244.0,394.0,303.0,322.0,244.0,382.0,229.0,273.0,200.0
당진군 - 계,Statistics,13359.0,13052.0,12251.0,11751.0,,,,,,,,,,
당진군 - 과수,Statistics,364.0,299.0,364.0,327.0,,,,,,,,,,
당진군 - 기타작물,Statistics,230.0,164.0,133.0,145.0,,,,,,,,,,
당진군 - 논벼,Statistics,9364.0,9011.0,8055.0,7764.0,,,,,,,,,,
당진군 - 식량작물,Statistics,990.0,889.0,1011.0,664.0,,,,,,,,,,
당진군 - 채소·산나물,Statistics,1598.0,1804.0,1855.0,1927.0,,,,,,,,,,
당진군 - 축산,Statistics,814.0,885.0,834.0,925.0,,,,,,,,,,
당진시 - 계,Statistics,,,,,11533.0,12195.0,11946.0,11702.0,11160.0,10177.0,11265.0,10695.0,10331.0,9647.0
당진시 - 과수,Statistics,,,,,279.0,136.0,151.0,132.0,222.0,247.0,530.0,496.0,587.0,375.0
당진시 - 기타작물,Statistics,,,,,236.0,0.0,115.0,302.0,148.0,523.0,282.0,733.0,659.0,569.0
당진시 - 논벼,Statistics,,,,,8085.0,8813.0,8066.0,7846.0,7649.0,6877.0,6632.0,6170.0,5634.0,5029.0
당진시 - 식량작물,Statistics,,,,,1465.0,426.0,1839.0,2407.0,1442.0,1580.0,1316.0,1542.0,1402.0,1506.0
당진시 - 채소·산나물,Statistics,,,,,922.0,2390.0,1408.0,637.0,1297.0,547.0,1818.0,1357.0,1537.0,1714.0
당진시 - 축산,Statistics,,,,,546.0,429.0,367.0,378.0,402.0,403.0,687.0,398.0,512.0,454.0
대구광역시 - 계,Statistics,17152.0,17716.0,17717.0,17290.0,16571.0,16750.0,16554.0,15833.0,15747.0,24809.0,23893.0,22866.0,20882.0,19893.0
대구광역시 - 과수,Statistics,4623.0,4645.0,4858.0,4850.0,4626.0,5140.0,5450.0,5091.0,5292.0,7670.0,7082.0,6884.0,6593.0,6101.0
