item,category,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
광주광역시 - 강력범죄(유사강간) - 검거건수,Statistics,16.0,18.0,24.0,25.0,25.0,24.0,18.0,26.0,32.0,31.0
광주광역시 - 강력범죄(유사강간) - 검거인원,Statistics,15.0,21.0,24.0,25.0,27.0,30.0,22.0,26.0,35.0,33.0
광주광역시 - 강력범죄(유사강간) - 발생건수,Statistics,18.0,17.0,21.0,22.0,24.0,24.0,19.0,24.0,32.0,31.0
광주광역시 - 기타범죄 - 검거건수,Statistics,35582.0,36100.0,33686.0,30802.0,27236.0,27476.0,26859.0,23780.0,21514.0,23633.0
광주광역시 - 기타범죄 - 검거인원,Statistics,51111.0,48850.0,45444.0,40233.0,35415.0,34918.0,35539.0,29130.0,27428.0,26633.0
광주광역시 - 기타범죄 - 발생건수,Statistics,43287.0,42346.0,38806.0,34224.0,29676.0,29905.0,30570.0,27301.0,26766.0,28799.0
광주광역시 - 절도범죄 - 검거건수,Statistics,6662.0,5409.0,4242.0,3486.0,3314.0,3290.0,3307.0,3222.0,3709.0,4444.0
광주광역시 - 절도범죄 - 검거인원,Statistics,3748.0,3433.0,3455.0,3044.0,2899.0,2851.0,3013.0,2591.0,2907.0,3390.0
광주광역시 - 절도범죄 - 발생건수,Statistics,10390.0,8425.0,6052.0,4815.0,4834.0,4922.0,4939.0,4885.0,5207.0,6007.0
광주광역시 - 총범죄 - 검거건수,Statistics,51871.0,50686.0,46387.0,42653.0,38808.0,39518.0,37472.0,33461.0,31426.0,34648.0
광주광역시 - 총범죄 - 검거인원,Statistics,68097.0,64965.0,60522.0,55231.0,49920.0,49873.0,48803.0,40175.0,38467.0,38324.0
광주광역시 - 총범죄 - 발생건수,Statistics,64822.0,61234.0,54271.0,48213.0,43569.0,44274.0,43517.0,39392.0,38900.0,42058.0
광주광역시 - 폭력범죄 - 검거건수,Statistics,8720.0,8311.0,7640.0,7558.0,7450.0,7984.0,6673.0,5862.0,5588.0,5846.0
광주광역시 - 폭력범죄 - 검거인원,Statistics,12318.0,11781.0,10753.0,11027.0,10636.0,11180.0,9492.0,7807.0,7453.0,7548.0
광주광역시 - 폭력범죄 - 발생건수,Statistics,10195.0,9603.0,8610.0,8372.0,8267.0,8693.0,7376.0,6621.0,6296.0,6497.0
대구광역시 - 강력범죄 (강제추행) - 검거건수,Statistics,611.0,630.0,630.0,597.0,684.0,683.0,543.0,545.0,625.0,728.0
대구광역시 - 강력범죄 (강제추행) - 검거인원,Statistics,574.0,604.0,628.0,648.0,758.0,791.0,609.0,574.0,663.0,746.0
대구광역시 - 강력범죄 (강제추행) - 발생건수,Statistics,680.0,645.0,634.0,611.0,694.0,697.0,552.0,561.0,647.0,745.0
대구광역시 - 강력범죄 (기타 강간 등) - 검거건수,Statistics,75.0,17.0,16.0,11.0,20.0,11.0,11.0,11.0,10.0,10.0
대구광역시 - 강력범죄 (기타 강간 등) - 검거인원,Statistics,68.0,17.0,24.0,10.0,28.0,26.0,20.0,12.0,13.0,11.0
대구광역시 - 강력범죄 (기타 강간 등) - 발생건수,Statistics,70.0,19.0,15.0,8.0,19.0,11.0,11.0,11.0,10.0,10.0
대구광역시 - 강력범죄 (방화) - 검거건수,Statistics,74.0,78.0,64.0,65.0,66.0,60.0,49.0,44.0,46.0,46.0
대구광역시 - 강력범죄 (방화) - 검거인원,Statistics,72.0,82.0,62.0,70.0,63.0,60.0,53.0,39.0,47.0,46.0
대구광역시 - 강력범죄 (방화) - 발생건수,Statistics,81.0,86.0,68.0,71.0,69.0,62.0,52.0,54.0,50.0,52.0
대구광역시 - 강력범죄 (살인기수) - 검거건수,Statistics,15.0,14.0,18.0,18.0,9.0,14.0,15.0,11.0,16.0,11.0
대구광역시 - 강력범죄 (살인기수) - 검거인원,Statistics,18.0,14.0,20.0,21.0,9.0,16.0,16.0,12.0,19.0,10.0
대구광역시 - 강력범죄 (살인기수) - 발생건수,Statistics,16.0,13.0,18.0,16.0,9.0,14.0,15.0,11.0,16.0,11.0
대구광역시 - 강력범죄 소계 - 검거건수,Statistics,1100.0,1058.0,1030.0,986.0,1112.0,1084.0,903.0,892.0,981.0,1090.0
대구광역시 - 강력범죄 소계 - 검거인원,Statistics,1089.0,1082.0,1062.0,1132.0,1304.0,1274.0,1054.0,952.0,1055.0,1137.0
대구광역시 - 강력범죄 소계 - 발생건수,Statistics,1157.0,1082.0,1032.0,999.0,1132.0,1095.0,917.0,927.0,1027.0,1126.0
대구광역시 - 강력범죄(강간) - 검거건수,Statistics,231.0,214.0,199.0,198.0,239.0,218.0,211.0,211.0,207.0,224.0
대구광역시 - 강력범죄(강간) - 검거인원,Statistics,260.0,237.0,214.0,222.0,317.0,255.0,259.0,236.0,229.0,233.0
대구광역시 - 강력범죄(강간) - 발생건수,Statistics,217.0,215.0,197.0,200.0,247.0,215.0,213.0,220.0,215.0,239.0
대구광역시 - 강력범죄(강도) - 검거건수,Statistics,65.0,61.0,54.0,42.0,43.0,32.0,33.0,23.0,29.0,26.0
대구광역시 - 강력범죄(강도) - 검거인원,Statistics,74.0,80.0,77.0,102.0,67.0,43.0,55.0,30.0,37.0,45.0
대구광역시 - 강력범죄(강도) - 발생건수,Statistics,63.0,60.0,51.0,37.0,44.0,30.0,33.0,23.0,31.0,24.0
대구광역시 - 강력범죄(살인미수 등) - 검거건수,Statistics,18.0,22.0,13.0,30.0,22.0,27.0,13.0,13.0,15.0,12.0
대구광역시 - 강력범죄(살인미수 등) - 검거인원,Statistics,16.0,26.0,13.0,32.0,25.0,30.0,15.0,12.0,14.0,11.0
대구광역시 - 강력범죄(살인미수 등) - 발생건수,Statistics,18.0,23.0,12.0,30.0,21.0,27.0,13.0,13.0,15.0,12.0
대구광역시 - 강력범죄(유사강간) - 검거건수,Statistics,11.0,22.0,36.0,25.0,29.0,39.0,28.0,34.0,33.0,33.0
대구광역시 - 강력범죄(유사강간) - 검거인원,Statistics,7.0,22.0,24.0,27.0,37.0,53.0,27.0,37.0,33.0,35.0
대구광역시 - 강력범죄(유사강간) - 발생건수,Statistics,12.0,21.0,37.0,26.0,29.0,39.0,28.0,34.0,43.0,33.0
대구광역시 - 기타범죄 - 검거건수,Statistics,56289.0,59327.0,53142.0,46999.0,43860.0,44984.0,43190.0,38482.0,36652.0,35634.0
대구광역시 - 기타범죄 - 검거인원,Statistics,75893.0,77137.0,69439.0,58196.0,55970.0,57106.0,53397.0,45305.0,40690.0,36788.0
대구광역시 - 기타범죄 - 발생건수,Statistics,66267.0,70336.0,61374.0,52010.0,49653.0,52061.0,50503.0,46672.0,44608.0,44729.0
대구광역시 - 절도범죄 - 검거건수,Statistics,7310.0,7173.0,5930.0,4930.0,4897.0,5272.0,5051.0,5911.0,6237.0,6209.0
대구광역시 - 절도범죄 - 검거인원,Statistics,4902.0,4992.0,5429.0,4882.0,4681.0,4929.0,4495.0,4041.0,4321.0,4393.0
대구광역시 - 절도범죄 - 발생건수,Statistics,14603.0,12767.0,9180.0,8311.0,8179.0,9253.0,8672.0,9305.0,9787.0,9817.0
대구광역시 - 총범죄 - 검거건수,Statistics,75862.0,80041.0,72905.0,64971.0,61494.0,62966.0,59719.0,54752.0,53621.0,52527.0
대구광역시 - 총범죄 - 검거인원,Statistics,97830.0,100101.0,93317.0,80956.0,78300.0,79634.0,73606.0,62888.0,58912.0,54806.0
대구광역시 - 총범죄 - 발생건수,Statistics,95753.0,98897.0,86150.0,75016.0,72341.0,75797.0,72373.0,67915.0,66786.0,66674.0
대구광역시 - 폭력범죄 - 검거건수,Statistics,11163.0,12483.0,12803.0,12056.0,11625.0,11626.0,10575.0,9467.0,9751.0,9594.0
대구광역시 - 폭력범죄 - 검거인원,Statistics,15946.0,16890.0,17387.0,16746.0,16345.0,16325.0,14660.0,12590.0,12846.0,12488.0
대구광역시 - 폭력범죄 - 발생건수,Statistics,13726.0,14712.0,14564.0,13696.0,13377.0,13388.0,12281.0,11011.0,11364.0,11002.0
대전광역시 - 강력범죄 (강제추행) - 검거건수,Statistics,368.0,357.0,409.0,463.0,485.0,449.0,443.0,443.0,471.0,444.0
대전광역시 - 강력범죄 (강제추행) - 검거인원,Statistics,318.0,362.0,424.0,482.0,489.0,489.0,476.0,459.0,480.0,438.0
대전광역시 - 강력범죄 (강제추행) - 발생건수,Statistics,365.0,365.0,420.0,481.0,531.0,493.0,451.0,449.0,503.0,446.0
대전광역시 - 강력범죄 (기타 강간 등) - 검거건수,Statistics,34.0,11.0,17.0,9.0,7.0,19.0,6.0,9.0,2.0,2.0
대전광역시 - 강력범죄 (기타 강간 등) - 검거인원,Statistics,43.0,22.0,16.0,9.0,10.0,22.0,9.0,10.0,2.0,4.0
대전광역시 - 강력범죄 (기타 강간 등) - 발생건수,Statistics,29.0,13.0,16.0,9.0,9.0,16.0,8.0,9.0,2.0,2.0
대전광역시 - 강력범죄 (방화) - 검거건수,Statistics,33.0,39.0,45.0,35.0,40.0,43.0,34.0,38.0,37.0,19.0
대전광역시 - 강력범죄 (방화) - 검거인원,Statistics,35.0,44.0,29.0,39.0,42.0,50.0,45.0,27.0,39.0,20.0
대전광역시 - 강력범죄 (방화) - 발생건수,Statistics,42.0,41.0,44.0,37.0,46.0,48.0,38.0,39.0,40.0,23.0
대전광역시 - 강력범죄 (살인기수) - 검거건수,Statistics,12.0,8.0,16.0,8.0,4.0,6.0,12.0,11.0,6.0,5.0
대전광역시 - 강력범죄 (살인기수) - 검거인원,Statistics,16.0,8.0,14.0,12.0,4.0,13.0,12.0,12.0,7.0,5.0
대전광역시 - 강력범죄 (살인기수) - 발생건수,Statistics,12.0,8.0,16.0,8.0,4.0,7.0,9.0,11.0,6.0,6.0
대전광역시 - 강력범죄 소계 - 검거건수,Statistics,739.0,691.0,723.0,783.0,798.0,749.0,722.0,698.0,775.0,731.0
대전광역시 - 강력범죄 소계 - 검거인원,Statistics,734.0,745.0,760.0,851.0,852.0,860.0,798.0,732.0,823.0,738.0
대전광역시 - 강력범죄 소계 - 발생건수,Statistics,726.0,703.0,725.0,803.0,847.0,804.0,732.0,717.0,816.0,736.0
대전광역시 - 강력범죄(강간) - 검거건수,Statistics,173.0,184.0,174.0,180.0,178.0,166.0,180.0,151.0,199.0,186.0
대전광역시 - 강력범죄(강간) - 검거인원,Statistics,182.0,200.0,200.0,195.0,198.0,191.0,196.0,174.0,221.0,195.0
대전광역시 - 강력범죄(강간) - 발생건수,Statistics,169.0,183.0,171.0,179.0,175.0,174.0,178.0,165.0,203.0,185.0
대전광역시 - 강력범죄(강도) - 검거건수,Statistics,91.0,61.0,37.0,41.0,54.0,24.0,14.0,9.0,17.0,21.0
대전광역시 - 강력범죄(강도) - 검거인원,Statistics,109.0,82.0,49.0,65.0,75.0,51.0,23.0,13.0,33.0,25.0
대전광역시 - 강력범죄(강도) - 발생건수,Statistics,82.0,64.0,35.0,42.0,51.0,25.0,14.0,9.0,17.0,20.0
대전광역시 - 강력범죄(살인미수 등) - 검거건수,Statistics,17.0,16.0,10.0,13.0,10.0,11.0,8.0,9.0,11.0,15.0
대전광역시 - 강력범죄(살인미수 등) - 검거인원,Statistics,19.0,15.0,10.0,13.0,11.0,11.0,9.0,10.0,11.0,15.0
대전광역시 - 강력범죄(살인미수 등) - 발생건수,Statistics,17.0,16.0,9.0,14.0,11.0,11.0,9.0,8.0,11.0,15.0
대전광역시 - 강력범죄(유사강간) - 검거건수,Statistics,11.0,15.0,15.0,34.0,20.0,31.0,25.0,28.0,32.0,39.0
대전광역시 - 강력범죄(유사강간) - 검거인원,Statistics,12.0,12.0,18.0,36.0,23.0,33.0,28.0,27.0,30.0,36.0
대전광역시 - 강력범죄(유사강간) - 발생건수,Statistics,10.0,13.0,14.0,33.0,20.0,30.0,25.0,27.0,34.0,39.0
대전광역시 - 기타범죄 - 검거건수,Statistics,25089.0,26896.0,29256.0,28766.0,26649.0,26457.0,25622.0,21615.0,21996.0,21592.0
대전광역시 - 기타범죄 - 검거인원,Statistics,35387.0,36001.0,38049.0,36124.0,35067.0,35209.0,34340.0,25583.0,26035.0,23152.0
대전광역시 - 기타범죄 - 발생건수,Statistics,28537.0,30540.0,32142.0,31158.0,29931.0,30286.0,30355.0,27074.0,29118.0,29076.0
대전광역시 - 절도범죄 - 검거건수,Statistics,5607.0,4851.0,4067.0,3823.0,3624.0,3842.0,3524.0,3345.0,3746.0,3971.0
대전광역시 - 절도범죄 - 검거인원,Statistics,3182.0,3080.0,3072.0,3131.0,3011.0,3063.0,2911.0,2561.0,2805.0,2854.0
대전광역시 - 절도범죄 - 발생건수,Statistics,11427.0,9502.0,6983.0,6214.0,5541.0,5856.0,5258.0,5044.0,6033.0,5969.0
대전광역시 - 총범죄 - 검거건수,Statistics,36923.0,39940.0,42316.0,41433.0,39454.0,38509.0,37376.0,31997.0,33425.0,33123.0
대전광역시 - 총범죄 - 검거인원,Statistics,48070.0,50589.0,53155.0,51540.0,50618.0,49583.0,48381.0,37313.0,38698.0,35600.0
대전광역시 - 총범죄 - 발생건수,Statistics,47565.0,49593.0,49038.0,46988.0,45527.0,45167.0,44623.0,39982.0,43736.0,43327.0
대전광역시 - 폭력범죄 - 검거건수,Statistics,5488.0,7502.0,8270.0,8061.0,8383.0,7461.0,7508.0,6339.0,6908.0,6829.0
대전광역시 - 폭력범죄 - 검거인원,Statistics,8767.0,10763.0,11274.0,11434.0,11688.0,10451.0,10332.0,8437.0,9035.0,8856.0
대전광역시 - 폭력범죄 - 발생건수,Statistics,6875.0,8848.0,9188.0,8813.0,9208.0,8221.0,8278.0,7147.0,7769.0,7546.0
부산광역시 - 강력범죄 (강제추행) - 검거건수,Statistics,1020.0,986.0,892.0,1222.0,1038.0,1066.0,1004.0,894.0,1009.0,1021.0
부산광역시 - 강력범죄 (강제추행) - 검거인원,Statistics,932.0,975.0,927.0,1314.0,1136.0,1211.0,1109.0,971.0,1071.0,1046.0
부산광역시 - 강력범죄 (강제추행) - 발생건수,Statistics,1035.0,998.0,948.0,1284.0,1082.0,1109.0,1037.0,941.0,1064.0,1082.0
부산광역시 - 강력범죄 (기타 강간 등) - 검거건수,Statistics,82.0,39.0,31.0,22.0,14.0,15.0,9.0,19.0,16.0,10.0
부산광역시 - 강력범죄 (기타 강간 등) - 검거인원,Statistics,85.0,38.0,37.0,24.0,20.0,20.0,13.0,20.0,21.0,14.0
부산광역시 - 강력범죄 (기타 강간 등) - 발생건수,Statistics,79.0,37.0,30.0,23.0,13.0,15.0,10.0,19.0,14.0,12.0
부산광역시 - 강력범죄 (방화) - 검거건수,Statistics,97.0,111.0,93.0,85.0,101.0,95.0,81.0,49.0,82.0,50.0
부산광역시 - 강력범죄 (방화) - 검거인원,Statistics,99.0,109.0,94.0,84.0,98.0,97.0,87.0,46.0,83.0,52.0
부산광역시 - 강력범죄 (방화) - 발생건수,Statistics,108.0,117.0,98.0,89.0,108.0,99.0,86.0,54.0,89.0,55.0
부산광역시 - 강력범죄 (살인기수) - 검거건수,Statistics,19.0,20.0,27.0,22.0,25.0,21.0,21.0,16.0,27.0,16.0
부산광역시 - 강력범죄 (살인기수) - 검거인원,Statistics,23.0,29.0,28.0,25.0,28.0,23.0,24.0,16.0,27.0,21.0
부산광역시 - 강력범죄 (살인기수) - 발생건수,Statistics,20.0,19.0,28.0,21.0,25.0,21.0,21.0,16.0,28.0,16.0
부산광역시 - 강력범죄 소계 - 검거건수,Statistics,1865.0,1778.0,1566.0,1859.0,1657.0,1663.0,1544.0,1424.0,1586.0,1567.0
부산광역시 - 강력범죄 소계 - 검거인원,Statistics,1814.0,1933.0,1736.0,2061.0,1876.0,1901.0,1788.0,1558.0,1714.0,1628.0
부산광역시 - 강력범죄 소계 - 발생건수,Statistics,1858.0,1778.0,1626.0,1938.0,1709.0,1714.0,1592.0,1489.0,1695.0,1639.0
부산광역시 - 강력범죄(강간) - 검거건수,Statistics,433.0,393.0,314.0,330.0,322.0,293.0,300.0,312.0,317.0,340.0
부산광역시 - 강력범죄(강간) - 검거인원,Statistics,430.0,437.0,342.0,391.0,382.0,335.0,346.0,334.0,358.0,348.0
부산광역시 - 강력범죄(강간) - 발생건수,Statistics,400.0,383.0,315.0,335.0,322.0,298.0,306.0,323.0,349.0,345.0
부산광역시 - 강력범죄(강도) - 검거건수,Statistics,125.0,167.0,143.0,95.0,85.0,83.0,40.0,49.0,44.0,31.0
부산광역시 - 강력범죄(강도) - 검거인원,Statistics,151.0,272.0,238.0,132.0,129.0,124.0,107.0,71.0,53.0,39.0
부산광역시 - 강력범죄(강도) - 발생건수,Statistics,131.0,161.0,137.0,101.0,86.0,82.0,39.0,51.0,44.0,27.0
부산광역시 - 강력범죄(살인미수 등) - 검거건수,Statistics,53.0,40.0,42.0,39.0,28.0,42.0,29.0,30.0,24.0,35.0
부산광역시 - 강력범죄(살인미수 등) - 검거인원,Statistics,55.0,44.0,44.0,39.0,29.0,43.0,30.0,36.0,31.0,41.0
부산광역시 - 강력범죄(살인미수 등) - 발생건수,Statistics,50.0,40.0,42.0,40.0,27.0,42.0,30.0,30.0,24.0,36.0
부산광역시 - 강력범죄(유사강간) - 검거건수,Statistics,36.0,22.0,24.0,44.0,44.0,48.0,60.0,55.0,67.0,64.0
부산광역시 - 강력범죄(유사강간) - 검거인원,Statistics,39.0,29.0,26.0,52.0,54.0,48.0,72.0,64.0,70.0,67.0
부산광역시 - 강력범죄(유사강간) - 발생건수,Statistics,35.0,23.0,28.0,45.0,46.0,48.0,63.0,55.0,83.0,66.0
부산광역시 - 기타범죄 - 검거건수,Statistics,75743.0,78300.0,76389.0,69605.0,65037.0,65579.0,67242.0,55143.0,54646.0,56227.0
부산광역시 - 기타범죄 - 검거인원,Statistics,104393.0,107797.0,102702.0,90766.0,87030.0,86500.0,83540.0,66189.0,64780.0,60778.0
부산광역시 - 기타범죄 - 발생건수,Statistics,88803.0,97894.0,90386.0,78204.0,74658.0,76246.0,78807.0,70156.0,72418.0,73300.0
부산광역시 - 절도범죄 - 검거건수,Statistics,10455.0,11211.0,10325.0,10924.0,9685.0,9012.0,9406.0,8232.0,9058.0,10631.0
부산광역시 - 절도범죄 - 검거인원,Statistics,9470.0,10460.0,9807.0,10365.0,9201.0,8243.0,7831.0,6449.0,6860.0,7400.0
부산광역시 - 절도범죄 - 발생건수,Statistics,21967.0,20116.0,16766.0,15804.0,14358.0,14489.0,14168.0,12670.0,13688.0,15047.0
부산광역시 - 총범죄 - 검거건수,Statistics,105422.0,108723.0,105877.0,99788.0,93342.0,94026.0,94536.0,78412.0,79655.0,82470.0
부산광역시 - 총범죄 - 검거인원,Statistics,141047.0,144795.0,139563.0,128303.0,122300.0,121703.0,115912.0,92397.0,92421.0,87590.0
부산광역시 - 총범죄 - 발생건수,Statistics,133755.0,140700.0,129211.0,116449.0,110628.0,113138.0,113652.0,100439.0,105057.0,106433.0
부산광역시 - 폭력범죄 - 검거건수,Statistics,17359.0,17434.0,17597.0,17400.0,16963.0,17772.0,16344.0,13613.0,14365.0,14045.0
부산광역시 - 폭력범죄 - 검거인원,Statistics,25370.0,24605.0,25318.0,25111.0,24193.0,25059.0,22753.0,18201.0,19067.0,17784.0
부산광역시 - 폭력범죄 - 발생건수,Statistics,21127.0,20912.0,20433.0,20503.0,19903.0,20689.0,19085.0,16124.0,17256.0,16447.0
서울특별시 - 강력범죄 (강제추행) - 검거건수,Statistics,3690.0,3914.0,4315.0,5236.0,4671.0,4596.0,3980.0,3188.0,3973.0,4027.0
서울특별시 - 강력범죄 (강제추행) - 검거인원,Statistics,3827.0,4102.0,4555.0,5576.0,5161.0,5085.0,4429.0,3437.0,4252.0,4103.0
서울특별시 - 강력범죄 (강제추행) - 발생건수,Statistics,4130.0,4268.0,4676.0,5592.0,5001.0,4987.0,4212.0,3554.0,4356.0,4357.0
서울특별시 - 강력범죄 (기타 강간 등) - 검거건수,Statistics,186.0,88.0,66.0,60.0,57.0,53.0,58.0,41.0,34.0,22.0
서울특별시 - 강력범죄 (기타 강간 등) - 검거인원,Statistics,223.0,126.0,82.0,69.0,86.0,93.0,83.0,49.0,39.0,33.0
서울특별시 - 강력범죄 (기타 강간 등) - 발생건수,Statistics,181.0,94.0,72.0,60.0,59.0,52.0,58.0,40.0,36.0,20.0
서울특별시 - 강력범죄 (방화) - 검거건수,Statistics,236.0,266.0,247.0,195.0,262.0,223.0,191.0,164.0,191.0,194.0
서울특별시 - 강력범죄 (방화) - 검거인원,Statistics,276.0,291.0,266.0,200.0,260.0,242.0,206.0,176.0,203.0,211.0
서울특별시 - 강력범죄 (방화) - 발생건수,Statistics,314.0,315.0,286.0,225.0,293.0,252.0,222.0,186.0,217.0,221.0
서울특별시 - 강력범죄 (살인기수) - 검거건수,Statistics,52.0,65.0,47.0,47.0,44.0,46.0,42.0,41.0,34.0,42.0
서울특별시 - 강력범죄 (살인기수) - 검거인원,Statistics,53.0,75.0,52.0,54.0,55.0,60.0,53.0,59.0,44.0,46.0
서울특별시 - 강력범죄 (살인기수) - 발생건수,Statistics,53.0,67.0,47.0,50.0,45.0,47.0,52.0,48.0,37.0,42.0
서울특별시 - 강력범죄 소계 - 검거건수,Statistics,5644.0,5749.0,6216.0,7063.0,6598.0,6491.0,5909.0,4839.0,5748.0,5850.0
서울특별시 - 강력범죄 소계 - 검거인원,Statistics,6245.0,6307.0,6824.0,7703.0,7378.0,7431.0,6889.0,5371.0,6234.0,6089.0
서울특별시 - 강력범죄 소계 - 발생건수,Statistics,6276.0,6204.0,6698.0,7499.0,6991.0,6993.0,6265.0,5344.0,6257.0,6264.0
서울특별시 - 강력범죄(강간) - 검거건수,Statistics,986.0,954.0,1072.0,1123.0,1148.0,1194.0,1234.0,1044.0,1120.0,1129.0
서울특별시 - 강력범죄(강간) - 검거인원,Statistics,1153.0,1106.0,1212.0,1303.0,1306.0,1417.0,1505.0,1215.0,1216.0,1172.0
서울특별시 - 강력범죄(강간) - 발생건수,Statistics,1051.0,970.0,1131.0,1167.0,1171.0,1258.0,1294.0,1138.0,1203.0,1161.0
서울특별시 - 강력범죄(강도) - 검거건수,Statistics,299.0,257.0,257.0,170.0,151.0,133.0,134.0,116.0,113.0,117.0
서울특별시 - 강력범죄(강도) - 검거인원,Statistics,484.0,379.0,415.0,246.0,218.0,254.0,294.0,169.0,183.0,184.0
서울특별시 - 강력범죄(강도) - 발생건수,Statistics,343.0,276.0,262.0,169.0,143.0,136.0,139.0,122.0,118.0,129.0
서울특별시 - 강력범죄(살인미수 등) - 검거건수,Statistics,100.0,91.0,100.0,93.0,95.0,82.0,84.0,72.0,65.0,102.0
서울특별시 - 강력범죄(살인미수 등) - 검거인원,Statistics,131.0,115.0,126.0,99.0,104.0,91.0,87.0,83.0,63.0,116.0
서울특별시 - 강력범죄(살인미수 등) - 발생건수,Statistics,105.0,96.0,101.0,92.0,98.0,89.0,89.0,77.0,68.0,108.0
서울특별시 - 강력범죄(유사강간) - 검거건수,Statistics,95.0,114.0,112.0,139.0,170.0,164.0,186.0,173.0,218.0,217.0
서울특별시 - 강력범죄(유사강간) - 검거인원,Statistics,98.0,113.0,116.0,156.0,188.0,189.0,232.0,183.0,234.0,224.0
서울특별시 - 강력범죄(유사강간) - 발생건수,Statistics,99.0,118.0,123.0,144.0,181.0,172.0,199.0,179.0,222.0,226.0
서울특별시 - 기타범죄 - 검거건수,Statistics,179522.0,182775.0,182540.0,172971.0,164494.0,160294.0,152871.0,130889.0,127163.0,133754.0
서울특별시 - 기타범죄 - 검거인원,Statistics,287132.0,283625.0,278103.0,254715.0,253758.0,251923.0,242985.0,193442.0,197335.0,166141.0
서울특별시 - 기타범죄 - 발생건수,Statistics,224970.0,229795.0,224904.0,212083.0,206709.0,205310.0,203198.0,177260.0,188797.0,190779.0
서울특별시 - 절도범죄 - 검거건수,Statistics,19120.0,21842.0,22566.0,21421.0,19762.0,21284.0,19705.0,17950.0,20205.0,21600.0
서울특별시 - 절도범죄 - 검거인원,Statistics,20660.0,21436.0,22209.0,21839.0,20306.0,21352.0,19852.0,17464.0,19781.0,20020.0
서울특별시 - 절도범죄 - 발생건수,Statistics,59391.0,55307.0,46857.0,41162.0,39175.0,42204.0,38293.0,33531.0,37579.0,37038.0
서울특별시 - 총범죄 - 검거건수,Statistics,258863.0,265788.0,267282.0,253081.0,239291.0,235360.0,219684.0,189140.0,192540.0,198771.0
서울특별시 - 총범죄 - 검거인원,Statistics,398304.0,393805.0,388136.0,358515.0,350388.0,346844.0,326217.0,263634.0,276483.0,241235.0
서울특별시 - 총범죄 - 발생건수,Statistics,355991.0,356575.0,343104.0,320193.0,308997.0,309269.0,296178.0,257969.0,279507.0,277213.0
서울특별시 - 폭력범죄 - 검거건수,Statistics,54577.0,55422.0,55960.0,51626.0,48437.0,47291.0,41199.0,35462.0,39424.0,37567.0
서울특별시 - 폭력범죄 - 검거인원,Statistics,84267.0,82437.0,81000.0,74258.0,68946.0,66138.0,56491.0,47357.0,53133.0,48985.0
서울특별시 - 폭력범죄 - 발생건수,Statistics,65354.0,65269.0,64645.0,59449.0,56122.0,54762.0,48422.0,41834.0,46874.0,43132.0
세종특별자치시 - 강력범죄 (강제추행) - 검거건수,Statistics,,,,,,48.0,46.0,48.0,69.0,78.0
세종특별자치시 - 강력범죄 (강제추행) - 검거인원,Statistics,,,,,,52.0,49.0,52.0,70.0,82.0
세종특별자치시 - 강력범죄 (강제추행) - 발생건수,Statistics,,,,,,49.0,48.0,50.0,73.0,82.0
세종특별자치시 - 강력범죄 (기타 강간 등) - 검거건수,Statistics,,,,,,,2.0,1.0,1.0,
세종특별자치시 - 강력범죄 (기타 강간 등) - 검거인원,Statistics,,,,,,,2.0,1.0,2.0,
세종특별자치시 - 강력범죄 (기타 강간 등) - 발생건수,Statistics,,,,,,1.0,2.0,1.0,1.0,
세종특별자치시 - 강력범죄 (방화) - 검거건수,Statistics,,,,,,2.0,,1.0,7.0,3.0
세종특별자치시 - 강력범죄 (방화) - 검거인원,Statistics,,,,,,2.0,,1.0,5.0,2.0
세종특별자치시 - 강력범죄 (방화) - 발생건수,Statistics,,,,,,2.0,2.0,2.0,8.0,4.0
세종특별자치시 - 강력범죄 (살인기수) - 검거건수,Statistics,,,,,,2.0,4.0,2.0,2.0,
세종특별자치시 - 강력범죄 (살인기수) - 검거인원,Statistics,,,,,,2.0,5.0,4.0,4.0,
세종특별자치시 - 강력범죄 (살인기수) - 발생건수,Statistics,,,,,,2.0,4.0,1.0,2.0,
세종특별자치시 - 강력범죄 소계 - 검거건수,Statistics,,,,,,65.0,89.0,83.0,112.0,115.0
세종특별자치시 - 강력범죄 소계 - 검거인원,Statistics,,,,,,71.0,103.0,90.0,118.0,122.0
세종특별자치시 - 강력범죄 소계 - 발생건수,Statistics,,,,,,68.0,92.0,84.0,121.0,118.0
세종특별자치시 - 강력범죄(강간) - 검거건수,Statistics,,,,,,11.0,29.0,24.0,22.0,29.0
세종특별자치시 - 강력범죄(강간) - 검거인원,Statistics,,,,,,13.0,34.0,24.0,25.0,33.0
세종특별자치시 - 강력범죄(강간) - 발생건수,Statistics,,,,,,12.0,28.0,22.0,26.0,27.0
세종특별자치시 - 강력범죄(강도) - 검거건수,Statistics,,,,,,,2.0,,2.0,
세종특별자치시 - 강력범죄(강도) - 검거인원,Statistics,,,,,,,5.0,,2.0,
세종특별자치시 - 강력범죄(강도) - 발생건수,Statistics,,,,,,,2.0,1.0,2.0,
세종특별자치시 - 강력범죄(살인미수 등) - 검거건수,Statistics,,,,,,1.0,4.0,3.0,3.0,3.0
세종특별자치시 - 강력범죄(살인미수 등) - 검거인원,Statistics,,,,,,1.0,6.0,2.0,3.0,3.0
세종특별자치시 - 강력범죄(살인미수 등) - 발생건수,Statistics,,,,,,1.0,4.0,3.0,3.0,3.0
