item,category,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
세종특별자치시 - 강력범죄(유사강간) - 검거건수,Statistics,,,,,,1.0,2.0,4.0,6.0,2.0
세종특별자치시 - 강력범죄(유사강간) - 검거인원,Statistics,,,,,,1.0,2.0,6.0,7.0,2.0
세종특별자치시 - 강력범죄(유사강간) - 발생건수,Statistics,,,,,,1.0,2.0,4.0,6.0,2.0
세종특별자치시 - 기타범죄 - 검거건수,Statistics,,,,,,3205.0,3168.0,2900.0,3004.0,3790.0
세종특별자치시 - 기타범죄 - 검거인원,Statistics,,,,,,4671.0,5128.0,4268.0,4136.0,4419.0
세종특별자치시 - 기타범죄 - 발생건수,Statistics,,,,,,4316.0,4433.0,3943.0,4432.0,5196.0
세종특별자치시 - 절도범죄 - 검거건수,Statistics,,,,,,373.0,371.0,423.0,594.0,577.0
세종특별자치시 - 절도범죄 - 검거인원,Statistics,,,,,,339.0,299.0,372.0,474.0,559.0
세종특별자치시 - 절도범죄 - 발생건수,Statistics,,,,,,850.0,876.0,1043.0,1110.0,1279.0
세종특별자치시 - 총범죄 - 검거건수,Statistics,,,,,,4359.0,4326.0,4062.0,4460.0,5334.0
세종특별자치시 - 총범죄 - 검거인원,Statistics,,,,,,6044.0,6492.0,5590.0,5723.0,6254.0
세종특별자치시 - 총범죄 - 발생건수,Statistics,,,,,,6111.0,6276.0,5937.0,6575.0,7603.0
세종특별자치시 - 폭력범죄 - 검거건수,Statistics,,,,,,716.0,698.0,656.0,750.0,852.0
세종특별자치시 - 폭력범죄 - 검거인원,Statistics,,,,,,963.0,962.0,860.0,995.0,1154.0
세종특별자치시 - 폭력범죄 - 발생건수,Statistics,,,,,,877.0,875.0,867.0,912.0,1010.0
울산광역시 - 강력범죄 (강제추행) - 검거건수,Statistics,296.0,289.0,291.0,306.0,301.0,308.0,315.0,270.0,308.0,321.0
울산광역시 - 강력범죄 (강제추행) - 검거인원,Statistics,311.0,298.0,335.0,319.0,323.0,336.0,367.0,285.0,319.0,322.0
울산광역시 - 강력범죄 (강제추행) - 발생건수,Statistics,298.0,295.0,294.0,303.0,300.0,310.0,320.0,283.0,310.0,325.0
울산광역시 - 강력범죄 (기타 강간 등) - 검거건수,Statistics,16.0,11.0,8.0,8.0,8.0,15.0,4.0,5.0,10.0,5.0
울산광역시 - 강력범죄 (기타 강간 등) - 검거인원,Statistics,22.0,13.0,14.0,11.0,10.0,20.0,8.0,5.0,11.0,5.0
울산광역시 - 강력범죄 (기타 강간 등) - 발생건수,Statistics,14.0,9.0,9.0,9.0,8.0,15.0,4.0,5.0,10.0,5.0
울산광역시 - 강력범죄 (방화) - 검거건수,Statistics,37.0,31.0,38.0,30.0,28.0,19.0,27.0,23.0,22.0,16.0
울산광역시 - 강력범죄 (방화) - 검거인원,Statistics,40.0,31.0,51.0,34.0,33.0,20.0,28.0,21.0,22.0,19.0
울산광역시 - 강력범죄 (방화) - 발생건수,Statistics,36.0,34.0,38.0,33.0,31.0,19.0,31.0,26.0,26.0,17.0
울산광역시 - 강력범죄 (살인기수) - 검거건수,Statistics,11.0,11.0,8.0,5.0,8.0,10.0,6.0,8.0,8.0,8.0
울산광역시 - 강력범죄 (살인기수) - 검거인원,Statistics,13.0,12.0,7.0,6.0,8.0,10.0,7.0,24.0,9.0,9.0
울산광역시 - 강력범죄 (살인기수) - 발생건수,Statistics,12.0,12.0,7.0,5.0,8.0,10.0,6.0,8.0,8.0,9.0
울산광역시 - 강력범죄 소계 - 검거건수,Statistics,545.0,521.0,520.0,485.0,496.0,515.0,485.0,456.0,482.0,493.0
울산광역시 - 강력범죄 소계 - 검거인원,Statistics,616.0,580.0,620.0,549.0,561.0,589.0,583.0,502.0,512.0,521.0
울산광역시 - 강력범죄 소계 - 발생건수,Statistics,536.0,530.0,523.0,486.0,494.0,519.0,503.0,477.0,496.0,504.0
울산광역시 - 강력범죄(강간) - 검거건수,Statistics,129.0,127.0,114.0,96.0,110.0,104.0,97.0,114.0,105.0,97.0
울산광역시 - 강력범죄(강간) - 검거인원,Statistics,160.0,143.0,133.0,119.0,137.0,111.0,120.0,120.0,115.0,113.0
울산광역시 - 강력범죄(강간) - 발생건수,Statistics,126.0,131.0,111.0,97.0,108.0,106.0,104.0,120.0,111.0,103.0
울산광역시 - 강력범죄(강도) - 검거건수,Statistics,38.0,31.0,32.0,25.0,27.0,28.0,14.0,11.0,9.0,9.0
울산광역시 - 강력범죄(강도) - 검거인원,Statistics,50.0,57.0,40.0,41.0,33.0,57.0,24.0,19.0,19.0,18.0
울산광역시 - 강력범죄(강도) - 발생건수,Statistics,32.0,29.0,33.0,25.0,26.0,28.0,14.0,11.0,10.0,8.0
울산광역시 - 강력범죄(살인미수 등) - 검거건수,Statistics,11.0,11.0,14.0,12.0,2.0,10.0,6.0,8.0,7.0,11.0
울산광역시 - 강력범죄(살인미수 등) - 검거인원,Statistics,11.0,11.0,22.0,13.0,4.0,12.0,7.0,10.0,7.0,12.0
울산광역시 - 강력범죄(살인미수 등) - 발생건수,Statistics,11.0,10.0,15.0,12.0,2.0,9.0,6.0,6.0,7.0,11.0
울산광역시 - 강력범죄(유사강간) - 검거건수,Statistics,7.0,10.0,15.0,3.0,12.0,21.0,16.0,17.0,13.0,26.0
울산광역시 - 강력범죄(유사강간) - 검거인원,Statistics,9.0,15.0,18.0,6.0,13.0,23.0,22.0,18.0,10.0,23.0
울산광역시 - 강력범죄(유사강간) - 발생건수,Statistics,7.0,10.0,16.0,2.0,11.0,22.0,18.0,18.0,14.0,26.0
울산광역시 - 기타범죄 - 검거건수,Statistics,23546.0,26501.0,24687.0,21183.0,19726.0,19928.0,18843.0,17198.0,15230.0,17140.0
울산광역시 - 기타범죄 - 검거인원,Statistics,32495.0,35049.0,33401.0,28665.0,26700.0,27065.0,25060.0,22251.0,20671.0,19009.0
울산광역시 - 기타범죄 - 발생건수,Statistics,27204.0,30316.0,27260.0,23510.0,22533.0,23018.0,22265.0,20405.0,18479.0,21157.0
울산광역시 - 절도범죄 - 검거건수,Statistics,2711.0,3216.0,2587.0,2271.0,1865.0,1926.0,1835.0,1936.0,2090.0,2196.0
울산광역시 - 절도범죄 - 검거인원,Statistics,2299.0,2604.0,2515.0,2334.0,1776.0,1742.0,1705.0,1954.0,2091.0,2080.0
울산광역시 - 절도범죄 - 발생건수,Statistics,5787.0,5456.0,4217.0,3565.0,3342.0,3205.0,3101.0,3152.0,3272.0,3252.0
울산광역시 - 총범죄 - 검거건수,Statistics,33462.0,37446.0,34631.0,30471.0,27651.0,27657.0,26035.0,24062.0,22291.0,24143.0
울산광역시 - 총범죄 - 검거인원,Statistics,45488.0,48964.0,46274.0,41136.0,36888.0,36707.0,34257.0,30816.0,29349.0,27318.0
울산광역시 - 총범죄 - 발생건수,Statistics,41167.0,44569.0,39799.0,34912.0,32764.0,32780.0,31381.0,29085.0,27286.0,29859.0
울산광역시 - 폭력범죄 - 검거건수,Statistics,6660.0,7208.0,6837.0,6532.0,5564.0,5288.0,4872.0,4472.0,4489.0,4314.0
울산광역시 - 폭력범죄 - 검거인원,Statistics,10078.0,10731.0,9738.0,9588.0,7851.0,7311.0,6909.0,6109.0,6075.0,5708.0
울산광역시 - 폭력범죄 - 발생건수,Statistics,7640.0,8267.0,7799.0,7351.0,6395.0,6038.0,5512.0,5051.0,5039.0,4946.0
인천광역시 - 강력범죄 (강제추행) - 검거건수,Statistics,802.0,935.0,1153.0,1257.0,1154.0,1161.0,986.0,865.0,1000.0,930.0
인천광역시 - 강력범죄 (강제추행) - 검거인원,Statistics,829.0,971.0,1202.0,1383.0,1264.0,1291.0,1110.0,916.0,1060.0,986.0
인천광역시 - 강력범죄 (강제추행) - 발생건수,Statistics,822.0,927.0,1175.0,1284.0,1163.0,1185.0,978.0,894.0,1031.0,972.0
인천광역시 - 강력범죄 (기타 강간 등) - 검거건수,Statistics,64.0,35.0,29.0,14.0,24.0,16.0,12.0,13.0,19.0,12.0
인천광역시 - 강력범죄 (기타 강간 등) - 검거인원,Statistics,78.0,41.0,34.0,18.0,28.0,21.0,20.0,14.0,27.0,14.0
인천광역시 - 강력범죄 (기타 강간 등) - 발생건수,Statistics,58.0,31.0,27.0,14.0,19.0,14.0,14.0,12.0,16.0,12.0
인천광역시 - 강력범죄 (방화) - 검거건수,Statistics,88.0,87.0,68.0,72.0,67.0,70.0,59.0,55.0,62.0,75.0
인천광역시 - 강력범죄 (방화) - 검거인원,Statistics,84.0,90.0,71.0,76.0,70.0,73.0,64.0,59.0,69.0,74.0
인천광역시 - 강력범죄 (방화) - 발생건수,Statistics,111.0,94.0,84.0,81.0,77.0,73.0,66.0,57.0,70.0,77.0
인천광역시 - 강력범죄 (살인기수) - 검거건수,Statistics,15.0,16.0,20.0,13.0,23.0,21.0,14.0,20.0,12.0,23.0
인천광역시 - 강력범죄 (살인기수) - 검거인원,Statistics,15.0,15.0,28.0,14.0,26.0,21.0,18.0,23.0,12.0,22.0
인천광역시 - 강력범죄 (살인기수) - 발생건수,Statistics,15.0,17.0,20.0,11.0,23.0,20.0,12.0,20.0,13.0,20.0
인천광역시 - 강력범죄 소계 - 검거건수,Statistics,1448.0,1555.0,1793.0,1856.0,1738.0,1741.0,1539.0,1407.0,1549.0,1495.0
인천광역시 - 강력범죄 소계 - 검거인원,Statistics,1560.0,1707.0,2011.0,2140.0,1942.0,1994.0,1788.0,1551.0,1688.0,1590.0
인천광역시 - 강력범죄 소계 - 발생건수,Statistics,1477.0,1546.0,1814.0,1883.0,1745.0,1755.0,1523.0,1437.0,1601.0,1546.0
인천광역시 - 강력범죄(강간) - 검거건수,Statistics,319.0,312.0,358.0,356.0,371.0,338.0,355.0,344.0,332.0,325.0
인천광역시 - 강력범죄(강간) - 검거인원,Statistics,353.0,363.0,425.0,419.0,413.0,403.0,404.0,378.0,373.0,346.0
인천광역시 - 강력범죄(강간) - 발생건수,Statistics,308.0,305.0,345.0,352.0,362.0,328.0,339.0,343.0,343.0,333.0
인천광역시 - 강력범죄(강도) - 검거건수,Statistics,109.0,104.0,89.0,75.0,37.0,53.0,44.0,34.0,29.0,63.0
인천광역시 - 강력범죄(강도) - 검거인원,Statistics,148.0,153.0,172.0,155.0,62.0,97.0,94.0,79.0,45.0,78.0
인천광역시 - 강력범죄(강도) - 발생건수,Statistics,111.0,103.0,88.0,73.0,36.0,60.0,45.0,34.0,30.0,60.0
인천광역시 - 강력범죄(살인미수 등) - 검거건수,Statistics,33.0,33.0,28.0,25.0,21.0,29.0,24.0,19.0,37.0,18.0
인천광역시 - 강력범죄(살인미수 등) - 검거인원,Statistics,34.0,35.0,26.0,28.0,27.0,28.0,24.0,23.0,38.0,19.0
인천광역시 - 강력범죄(살인미수 등) - 발생건수,Statistics,35.0,34.0,28.0,24.0,21.0,28.0,24.0,21.0,37.0,19.0
인천광역시 - 강력범죄(유사강간) - 검거건수,Statistics,18.0,33.0,48.0,44.0,41.0,53.0,45.0,57.0,58.0,49.0
인천광역시 - 강력범죄(유사강간) - 검거인원,Statistics,19.0,39.0,53.0,47.0,52.0,60.0,54.0,59.0,64.0,51.0
인천광역시 - 강력범죄(유사강간) - 발생건수,Statistics,17.0,35.0,47.0,44.0,44.0,47.0,45.0,56.0,61.0,53.0
인천광역시 - 기타범죄 - 검거건수,Statistics,55796.0,58063.0,59006.0,53347.0,48613.0,50209.0,48188.0,40188.0,41134.0,46097.0
인천광역시 - 기타범죄 - 검거인원,Statistics,84630.0,85981.0,84620.0,74388.0,68424.0,73817.0,73080.0,57103.0,56924.0,54389.0
인천광역시 - 기타범죄 - 발생건수,Statistics,66281.0,69680.0,68697.0,60917.0,55859.0,59164.0,59845.0,52009.0,56598.0,62215.0
인천광역시 - 절도범죄 - 검거건수,Statistics,5966.0,6445.0,6711.0,6256.0,6250.0,7147.0,6068.0,5787.0,6450.0,7348.0
인천광역시 - 절도범죄 - 검거인원,Statistics,5435.0,5793.0,6706.0,6191.0,5720.0,6583.0,6024.0,5142.0,5876.0,6291.0
인천광역시 - 절도범죄 - 발생건수,Statistics,9716.0,10670.0,10019.0,9192.0,9459.0,10049.0,8983.0,8171.0,8893.0,9567.0
인천광역시 - 총범죄 - 검거건수,Statistics,77218.0,81716.0,85071.0,78792.0,73831.0,77051.0,71762.0,60697.0,62634.0,67806.0
인천광역시 - 총범죄 - 검거인원,Statistics,113568.0,116797.0,119092.0,108076.0,100916.0,107557.0,103502.0,82003.0,82816.0,79249.0
인천광역시 - 총범죄 - 발생건수,Statistics,94210.0,99915.0,100387.0,91385.0,86391.0,90608.0,88143.0,76584.0,82397.0,87831.0
인천광역시 - 폭력범죄 - 검거건수,Statistics,14008.0,15653.0,17561.0,17333.0,17230.0,17954.0,15967.0,13315.0,13501.0,12866.0
인천광역시 - 폭력범죄 - 검거인원,Statistics,21943.0,23316.0,25755.0,25357.0,24830.0,25163.0,22610.0,18207.0,18328.0,16979.0
인천광역시 - 폭력범죄 - 발생건수,Statistics,16736.0,18019.0,19857.0,19393.0,19328.0,19640.0,17792.0,14967.0,15305.0,14503.0
전국 - 강력범죄 (강제추행) - 검거건수,Statistics,13584.0,14355.0,15384.0,17219.0,16324.0,16395.0,14864.0,13215.0,14953.0,15477.0
전국 - 강력범죄 (강제추행) - 검거인원,Statistics,13651.0,14701.0,16215.0,18522.0,17943.0,18216.0,16649.0,14030.0,15800.0,15857.0
전국 - 강력범죄 (강제추행) - 발생건수,Statistics,14611.0,15059.0,16054.0,17947.0,17053.0,17120.0,15344.0,13962.0,15864.0,16189.0
전국 - 강력범죄 (기타 강간 등) - 검거건수,Statistics,1037.0,555.0,408.0,305.0,356.0,326.0,235.0,238.0,224.0,182.0
전국 - 강력범죄 (기타 강간 등) - 검거인원,Statistics,1231.0,703.0,535.0,376.0,472.0,504.0,358.0,276.0,284.0,221.0
전국 - 강력범죄 (기타 강간 등) - 발생건수,Statistics,991.0,558.0,408.0,304.0,356.0,325.0,237.0,238.0,225.0,176.0
전국 - 강력범죄 (방화) - 검거건수,Statistics,1419.0,1482.0,1363.0,1242.0,1564.0,1240.0,1115.0,949.0,1111.0,1088.0
전국 - 강력범죄 (방화) - 검거인원,Statistics,1485.0,1541.0,1419.0,1298.0,1394.0,1332.0,1203.0,953.0,1162.0,1095.0
전국 - 강력범죄 (방화) - 발생건수,Statistics,1723.0,1673.0,1502.0,1372.0,1691.0,1362.0,1228.0,1046.0,1233.0,1203.0
전국 - 강력범죄 (살인기수) - 검거건수,Statistics,358.0,357.0,348.0,301.0,298.0,299.0,299.0,261.0,265.0,279.0
전국 - 강력범죄 (살인기수) - 검거인원,Statistics,431.0,407.0,386.0,354.0,358.0,362.0,349.0,321.0,308.0,298.0
전국 - 강력범죄 (살인기수) - 발생건수,Statistics,362.0,365.0,356.0,301.0,309.0,297.0,308.0,270.0,275.0,278.0
전국 - 강력범죄 소계 - 검거건수,Statistics,23897.0,24373.0,24897.0,26334.0,25811.0,25507.0,23556.0,21294.0,23521.0,23940.0
전국 - 강력범죄 소계 - 검거인원,Statistics,25671.0,26334.0,27487.0,29353.0,28859.0,29462.0,27491.0,23305.0,25420.0,25037.0
전국 - 강력범죄 소계 - 발생건수,Statistics,25277.0,25334.0,25765.0,27274.0,26787.0,26476.0,24332.0,22476.0,24954.0,24939.0
전국 - 강력범죄(강간) - 검거건수,Statistics,5051.0,5101.0,5097.0,5134.0,5206.0,5197.0,5183.0,4981.0,5151.0,4985.0
전국 - 강력범죄(강간) - 검거인원,Statistics,5641.0,5710.0,5916.0,6012.0,6087.0,6230.0,6243.0,5695.0,5725.0,5284.0
전국 - 강력범죄(강간) - 발생건수,Statistics,5078.0,5151.0,5155.0,5223.0,5293.0,5310.0,5313.0,5263.0,5467.0,5120.0
전국 - 강력범죄(강도) - 검거건수,Statistics,1546.0,1457.0,1168.0,977.0,821.0,801.0,658.0,487.0,507.0,567.0
전국 - 강력범죄(강도) - 검거인원,Statistics,2224.0,2128.0,1789.0,1525.0,1219.0,1376.0,1258.0,766.0,788.0,863.0
전국 - 강력범죄(강도) - 발생건수,Statistics,1586.0,1446.0,1149.0,967.0,821.0,798.0,663.0,495.0,516.0,573.0
전국 - 강력범죄(살인미수 등) - 검거건수,Statistics,543.0,552.0,561.0,525.0,484.0,481.0,406.0,380.0,416.0,475.0
전국 - 강력범죄(살인미수 등) - 검거인원,Statistics,613.0,605.0,621.0,567.0,525.0,534.0,472.0,421.0,430.0,513.0
전국 - 강력범죄(살인미수 등) - 발생건수,Statistics,551.0,564.0,558.0,524.0,488.0,482.0,416.0,388.0,427.0,492.0
전국 - 강력범죄(유사강간) - 검거건수,Statistics,359.0,514.0,568.0,631.0,758.0,768.0,796.0,783.0,894.0,887.0
전국 - 강력범죄(유사강간) - 검거인원,Statistics,395.0,539.0,606.0,699.0,861.0,908.0,959.0,843.0,923.0,906.0
전국 - 강력범죄(유사강간) - 발생건수,Statistics,375.0,518.0,583.0,636.0,776.0,782.0,823.0,814.0,947.0,908.0
전국 - 기타범죄 - 검거건수,Statistics,1005949.0,1086092.0,1137913.0,1015989.0,944543.0,950797.0,923554.0,810550.0,786773.0,830477.0
전국 - 기타범죄 - 검거인원,Statistics,1437576.0,1485440.0,1504334.0,1324274.0,1242087.0,1260178.0,1231466.0,980095.0,954689.0,877300.0
전국 - 기타범죄 - 발생건수,Statistics,1197388.0,1284523.0,1311254.0,1158224.0,1089544.0,1110560.0,1118249.0,1008280.0,1029923.0,1071130.0
전국 - 절도범죄 - 검거건수,Statistics,119467.0,127368.0,118597.0,113771.0,106669.0,113673.0,111246.0,104013.0,113705.0,126820.0
전국 - 절도범죄 - 검거인원,Statistics,99854.0,106686.0,109417.0,108508.0,100392.0,104696.0,102018.0,87562.0,96453.0,100970.0
전국 - 절도범죄 - 발생건수,Statistics,266222.0,245853.0,203037.0,183757.0,176809.0,186957.0,179517.0,166409.0,182270.0,189570.0
전국 - 총범죄 - 검거건수,Statistics,1392111.0,1500234.0,1552455.0,1413717.0,1328609.0,1342854.0,1289129.0,1136665.0,1133788.0,1185985.0
전국 - 총범죄 - 검거인원,Statistics,1930325.0,1999065.0,2029873.0,1833495.0,1728602.0,1749015.0,1684367.0,1360405.0,1357038.0,1269790.0
전국 - 총범죄 - 발생건수,Statistics,1778966.0,1861657.0,1849450.0,1662341.0,1580751.0,1611906.0,1587866.0,1429826.0,1482433.0,1520200.0
전국 - 폭력범죄 - 검거건수,Statistics,242798.0,262401.0,271048.0,257623.0,251586.0,252877.0,230773.0,200808.0,209789.0,204748.0
전국 - 폭력범죄 - 검거인원,Statistics,367224.0,380605.0,388635.0,371360.0,357264.0,354679.0,323392.0,269443.0,280476.0,266483.0
전국 - 폭력범죄 - 발생건수,Statistics,290079.0,305947.0,309394.0,293086.0,287611.0,287913.0,265768.0,232661.0,245286.0,234561.0
전라남도 - 강력범죄 (강제추행) - 검거건수,Statistics,398.0,381.0,433.0,415.0,470.0,464.0,456.0,457.0,430.0,439.0
전라남도 - 강력범죄 (강제추행) - 검거인원,Statistics,438.0,395.0,460.0,449.0,529.0,499.0,498.0,484.0,470.0,447.0
전라남도 - 강력범죄 (강제추행) - 발생건수,Statistics,432.0,402.0,440.0,433.0,488.0,487.0,465.0,486.0,450.0,449.0
전라남도 - 강력범죄 (기타 강간 등) - 검거건수,Statistics,56.0,28.0,21.0,20.0,26.0,18.0,12.0,13.0,11.0,8.0
전라남도 - 강력범죄 (기타 강간 등) - 검거인원,Statistics,73.0,41.0,32.0,25.0,31.0,28.0,14.0,17.0,17.0,9.0
전라남도 - 강력범죄 (기타 강간 등) - 발생건수,Statistics,52.0,29.0,21.0,22.0,25.0,17.0,10.0,13.0,10.0,8.0
전라남도 - 강력범죄 (방화) - 검거건수,Statistics,62.0,61.0,61.0,68.0,45.0,53.0,48.0,43.0,44.0,50.0
전라남도 - 강력범죄 (방화) - 검거인원,Statistics,66.0,68.0,59.0,66.0,49.0,62.0,51.0,41.0,48.0,45.0
전라남도 - 강력범죄 (방화) - 발생건수,Statistics,71.0,70.0,65.0,76.0,46.0,62.0,52.0,45.0,51.0,56.0
전라남도 - 강력범죄 (살인기수) - 검거건수,Statistics,21.0,17.0,15.0,13.0,15.0,8.0,15.0,17.0,14.0,17.0
전라남도 - 강력범죄 (살인기수) - 검거인원,Statistics,21.0,21.0,15.0,13.0,16.0,8.0,16.0,18.0,15.0,17.0
전라남도 - 강력범죄 (살인기수) - 발생건수,Statistics,22.0,17.0,15.0,13.0,15.0,6.0,15.0,18.0,15.0,17.0
전라남도 - 강력범죄 소계 - 검거건수,Statistics,776.0,787.0,792.0,792.0,819.0,828.0,770.0,779.0,729.0,747.0
전라남도 - 강력범죄 소계 - 검거인원,Statistics,898.0,863.0,903.0,869.0,934.0,928.0,883.0,849.0,834.0,783.0
전라남도 - 강력범죄 소계 - 발생건수,Statistics,820.0,824.0,813.0,827.0,855.0,853.0,786.0,837.0,768.0,770.0
전라남도 - 강력범죄(강간) - 검거건수,Statistics,172.0,228.0,199.0,207.0,192.0,208.0,174.0,197.0,169.0,168.0
전라남도 - 강력범죄(강간) - 검거인원,Statistics,213.0,254.0,252.0,242.0,216.0,242.0,224.0,227.0,204.0,191.0
전라남도 - 강력범죄(강간) - 발생건수,Statistics,176.0,232.0,205.0,212.0,208.0,207.0,181.0,219.0,180.0,173.0
전라남도 - 강력범죄(강도) - 검거건수,Statistics,37.0,39.0,26.0,21.0,26.0,28.0,15.0,11.0,14.0,10.0
전라남도 - 강력범죄(강도) - 검거인원,Statistics,53.0,50.0,43.0,24.0,39.0,32.0,21.0,16.0,31.0,19.0
전라남도 - 강력범죄(강도) - 발생건수,Statistics,37.0,38.0,29.0,20.0,27.0,27.0,14.0,12.0,13.0,11.0
전라남도 - 강력범죄(살인미수 등) - 검거건수,Statistics,21.0,18.0,20.0,22.0,18.0,20.0,17.0,16.0,14.0,20.0
전라남도 - 강력범죄(살인미수 등) - 검거인원,Statistics,22.0,17.0,22.0,23.0,18.0,21.0,19.0,19.0,18.0,20.0
전라남도 - 강력범죄(살인미수 등) - 발생건수,Statistics,21.0,18.0,20.0,23.0,18.0,19.0,17.0,16.0,14.0,20.0
전라남도 - 강력범죄(유사강간) - 검거건수,Statistics,9.0,15.0,17.0,26.0,27.0,29.0,33.0,25.0,33.0,35.0
전라남도 - 강력범죄(유사강간) - 검거인원,Statistics,12.0,17.0,20.0,27.0,36.0,36.0,40.0,27.0,31.0,35.0
전라남도 - 강력범죄(유사강간) - 발생건수,Statistics,9.0,18.0,18.0,28.0,28.0,28.0,32.0,28.0,35.0,36.0
전라남도 - 기타범죄 - 검거건수,Statistics,37614.0,39806.0,39227.0,33988.0,32085.0,32412.0,31249.0,27965.0,25850.0,28692.0
전라남도 - 기타범죄 - 검거인원,Statistics,52505.0,55798.0,52746.0,44793.0,41398.0,43610.0,42037.0,36052.0,33857.0,31750.0
전라남도 - 기타범죄 - 발생건수,Statistics,44715.0,47464.0,45057.0,37949.0,35105.0,35992.0,35753.0,33131.0,32402.0,34591.0
전라남도 - 절도범죄 - 검거건수,Statistics,3688.0,3879.0,3745.0,3308.0,3026.0,3638.0,3854.0,3446.0,3877.0,4028.0
전라남도 - 절도범죄 - 검거인원,Statistics,3120.0,3319.0,3561.0,3257.0,3105.0,3534.0,3783.0,3174.0,3592.0,3605.0
전라남도 - 절도범죄 - 발생건수,Statistics,7810.0,7308.0,6168.0,5157.0,4988.0,5657.0,5838.0,5744.0,6152.0,5680.0
전라남도 - 총범죄 - 검거건수,Statistics,51027.0,54280.0,53644.0,47209.0,45107.0,46130.0,44128.0,39959.0,38380.0,41607.0
전라남도 - 총범죄 - 검거인원,Statistics,70008.0,74014.0,71258.0,61711.0,57961.0,60746.0,57909.0,50312.0,48689.0,46725.0
전라남도 - 총범죄 - 발생건수,Statistics,63197.0,66643.0,62794.0,53892.0,50993.0,52698.0,51519.0,48380.0,48062.0,49909.0
전라남도 - 폭력범죄 - 검거건수,Statistics,8949.0,9808.0,9880.0,9121.0,9177.0,9252.0,8255.0,7769.0,7924.0,8140.0
전라남도 - 폭력범죄 - 검거인원,Statistics,13485.0,14034.0,14048.0,12792.0,12524.0,12674.0,11206.0,10237.0,10406.0,10587.0
전라남도 - 폭력범죄 - 발생건수,Statistics,9852.0,11047.0,10756.0,9959.0,10045.0,10196.0,9142.0,8668.0,8740.0,8868.0
전북특별자치도 - 강력범죄 (강제추행) - 검거건수,Statistics,424.0,413.0,384.0,379.0,442.0,504.0,436.0,399.0,403.0,444.0
전북특별자치도 - 강력범죄 (강제추행) - 검거인원,Statistics,410.0,389.0,409.0,405.0,481.0,569.0,518.0,430.0,423.0,461.0
전북특별자치도 - 강력범죄 (강제추행) - 발생건수,Statistics,431.0,428.0,395.0,398.0,456.0,527.0,452.0,418.0,426.0,456.0
전북특별자치도 - 강력범죄 (기타 강간 등) - 검거건수,Statistics,54.0,17.0,23.0,5.0,15.0,11.0,8.0,13.0,4.0,3.0
전북특별자치도 - 강력범죄 (기타 강간 등) - 검거인원,Statistics,59.0,19.0,28.0,6.0,24.0,15.0,9.0,14.0,3.0,5.0
전북특별자치도 - 강력범죄 (기타 강간 등) - 발생건수,Statistics,51.0,21.0,23.0,5.0,16.0,10.0,7.0,14.0,5.0,2.0
전북특별자치도 - 강력범죄 (방화) - 검거건수,Statistics,41.0,45.0,45.0,54.0,46.0,51.0,41.0,36.0,43.0,42.0
전북특별자치도 - 강력범죄 (방화) - 검거인원,Statistics,44.0,51.0,48.0,59.0,48.0,50.0,44.0,36.0,47.0,41.0
전북특별자치도 - 강력범죄 (방화) - 발생건수,Statistics,55.0,53.0,47.0,56.0,50.0,54.0,47.0,37.0,49.0,45.0
전북특별자치도 - 강력범죄 (살인기수) - 검거건수,Statistics,18.0,10.0,9.0,9.0,12.0,19.0,13.0,14.0,15.0,10.0
전북특별자치도 - 강력범죄 (살인기수) - 검거인원,Statistics,34.0,11.0,9.0,12.0,16.0,22.0,14.0,16.0,17.0,9.0
전북특별자치도 - 강력범죄 (살인기수) - 발생건수,Statistics,17.0,10.0,9.0,9.0,12.0,19.0,13.0,14.0,15.0,10.0
전북특별자치도 - 강력범죄 소계 - 검거건수,Statistics,789.0,740.0,694.0,690.0,772.0,812.0,712.0,662.0,679.0,728.0
전북특별자치도 - 강력범죄 소계 - 검거인원,Statistics,837.0,756.0,795.0,789.0,894.0,932.0,854.0,739.0,729.0,764.0
전북특별자치도 - 강력범죄 소계 - 발생건수,Statistics,819.0,770.0,708.0,712.0,790.0,846.0,743.0,691.0,718.0,741.0
전북특별자치도 - 강력범죄(강간) - 검거건수,Statistics,173.0,172.0,155.0,171.0,169.0,170.0,148.0,147.0,163.0,168.0
전북특별자치도 - 강력범죄(강간) - 검거인원,Statistics,185.0,174.0,186.0,210.0,206.0,203.0,192.0,166.0,175.0,176.0
전북특별자치도 - 강력범죄(강간) - 발생건수,Statistics,181.0,176.0,157.0,174.0,172.0,177.0,157.0,153.0,172.0,165.0
전북특별자치도 - 강력범죄(강도) - 검거건수,Statistics,60.0,50.0,41.0,28.0,28.0,23.0,18.0,19.0,11.0,13.0
전북특별자치도 - 강력범죄(강도) - 검거인원,Statistics,85.0,80.0,74.0,47.0,55.0,31.0,27.0,40.0,27.0,16.0
전북특별자치도 - 강력범죄(강도) - 발생건수,Statistics,64.0,47.0,39.0,27.0,27.0,25.0,19.0,20.0,11.0,13.0
전북특별자치도 - 강력범죄(살인미수 등) - 검거건수,Statistics,12.0,20.0,19.0,15.0,27.0,16.0,19.0,12.0,18.0,20.0
전북특별자치도 - 강력범죄(살인미수 등) - 검거인원,Statistics,13.0,20.0,19.0,17.0,28.0,17.0,17.0,14.0,18.0,25.0
