item,category,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004
성북구 - 지가변동률,Statistics,0.03,8.94,13.92,15.36,4.34,0.15,0.0,0.0,0.13,0.16,0.38,-1.9,0.06,0.41,0.14,2.62,0.4,1.76
성주군 - 지가변동률,Statistics,0.15,4.86,7.69,3.9,0.59,0.68,-0.18,-0.65,-0.02,0.28,0.26,-0.4,0.46,0.49,0.23,0.76,-0.51,0.6
속초시 - 지가변동률,Statistics,1.76,1.57,9.7,5.69,4.2,1.37,-0.13,0.02,0.09,0.15,0.12,-0.05,0.28,0.03,-0.03,0.37,0.3,0.56
송탄시 - 지가변동률,Statistics,1.72,6.6,14.38,12.7,2.72,0.73,-0.11,-0.61,0.2,,,,,,,,,
송파구 - 지가변동률,Statistics,,10.53,24.99,17.54,6.84,0.33,-2.04,-0.93,0.28,0.15,0.22,-3.06,0.24,0.19,-0.12,3.89,0.16,2.07
수성구 - 지가변동률,Statistics,,,,,,,,,0.52,0.39,-0.07,-2.3,0.5,0.3,-0.21,0.34,0.53,0.42
수영구 - 지가변동률,Statistics,,,,,,,,,-0.14,0.13,-0.08,-2.3,0.11,0.36,0.05,2.23,0.37,0.16
수원시 - 지가변동률,Statistics,1.37,6.1,11.02,8.82,4.93,0.84,-0.18,0.64,0.36,0.1,0.24,-1.54,0.28,0.53,0.15,2.71,0.29,1.26
수정구 - 지가변동률,Statistics,,,,8.04,5.04,0.81,-1.13,-0.99,0.0,-0.05,0.07,-2.17,0.07,0.01,0.06,3.68,1.64,1.43
순창군 - 지가변동률,Statistics,0.2,3.16,3.84,2.7,0.18,0.07,0.0,-0.69,0.05,0.23,0.07,0.01,0.09,0.65,0.04,-0.02,-0.01,0.01
순천시 - 지가변동률,Statistics,1.83,26.47,11.92,11.78,2.39,0.72,-0.3,-0.18,-0.06,0.21,0.08,0.06,0.12,0.62,0.06,0.22,0.12,0.4
승주군 - 지가변동률,Statistics,0.74,5.89,3.15,5.22,2.96,0.71,-0.04,-0.32,,,,,,,,,,
시흥군 - 지가변동률,Statistics,1.97,4.44,,,,,,,,,,,,,,,,
시흥시 - 지가변동률,Statistics,,,20.25,6.41,5.28,1.78,-0.09,-0.17,0.2,0.54,0.25,-1.63,0.05,0.46,-0.29,1.98,0.3,1.38
신안군 - 지가변동률,Statistics,3.27,8.01,4.33,1.71,0.0,-3.25,-0.03,-0.07,0.34,-0.13,0.01,0.22,0.35,1.35,0.84,0.47,0.26,0.3
아산군 - 지가변동률,Statistics,1.4,7.79,4.73,10.48,3.6,0.56,0.13,-0.5,,,,,,,,,,
아산시 - 지가변동률,Statistics,,,,,,,,,-0.16,1.41,0.55,-0.15,0.17,0.32,0.14,0.7,0.74,5.33
안동군 - 지가변동률,Statistics,0.66,7.79,4.33,0.75,0.25,0.41,-0.3,-0.26,,,,,,,,,,
안동시 - 지가변동률,Statistics,0.8,5.17,5.57,7.19,5.02,1.82,-0.35,0.56,0.0,0.13,0.01,-0.27,0.11,0.62,0.14,0.51,-0.05,0.06
안산시 - 지가변동률,Statistics,0.86,3.67,14.42,8.57,2.78,0.0,-0.52,-2.21,-0.17,0.14,0.29,-1.01,0.1,0.3,0.05,0.35,1.16,1.03
안산시단원구 - 지가변동률,Statistics,,,,,,,,,,,,,,,,,1.13,1.0
안산시상록구 - 지가변동률,Statistics,,,,,,,,,,,,,,,,,1.2,1.08
안성군 - 지가변동률,Statistics,1.06,2.51,9.44,6.1,3.86,0.33,-0.09,-0.3,0.28,0.48,0.18,,,,,,,
안성시 - 지가변동률,Statistics,,,,,,,,,,,,-0.07,1.08,1.03,0.1,0.31,0.05,2.04
안양시 - 지가변동률,Statistics,1.09,5.75,21.18,10.83,4.75,0.68,0.0,-0.16,-0.1,0.09,0.04,-1.35,0.06,0.7,0.04,3.0,0.35,2.01
양구군 - 지가변동률,Statistics,0.64,4.39,0.3,4.78,1.02,0.37,0.2,-0.08,0.11,0.03,0.19,-0.09,0.12,0.5,0.43,0.62,0.5,0.3
양산군 - 지가변동률,Statistics,2.07,12.95,3.75,4.51,4.91,1.32,-0.09,-0.28,0.56,,,,,,,,,
양산시 - 지가변동률,Statistics,,,,,,,,,,0.0,0.15,-0.86,0.05,0.24,0.11,1.04,0.17,0.79
양양군 - 지가변동률,Statistics,0.02,4.04,4.3,2.52,1.84,1.23,-0.51,-0.27,0.24,0.69,0.21,-0.97,0.95,0.21,0.28,0.16,0.51,0.39
양주군 - 지가변동률,Statistics,1.26,6.3,22.36,4.68,7.55,1.11,-0.25,-0.63,0.21,0.51,0.36,-1.71,0.73,1.69,0.53,2.93,0.93,
양주시 - 지가변동률,Statistics,,,,,,,,,,,,,,,,,1.31,1.3
양천구 - 지가변동률,Statistics,,9.74,22.0,8.51,6.96,0.68,0.1,0.02,-0.14,0.42,0.16,-1.48,0.19,0.08,0.11,2.81,0.96,1.66
양평군 - 지가변동률,Statistics,0.42,2.77,6.76,3.99,2.58,0.2,0.12,-0.29,0.2,0.25,0.14,-0.86,0.34,0.49,0.39,1.6,0.08,1.09
여수시 - 지가변동률,Statistics,1.25,4.92,11.95,1.85,1.04,0.43,0.05,-0.12,-0.1,0.0,0.46,-0.36,0.35,0.73,0.03,0.21,0.34,0.3
여주군 - 지가변동률,Statistics,0.0,5.36,5.74,5.46,2.04,0.84,-0.46,-0.68,0.02,0.16,0.43,-2.24,2.42,1.24,0.11,0.25,0.59,4.29
여천군 - 지가변동률,Statistics,0.42,13.36,9.58,3.36,0.52,0.85,-1.7,-1.23,0.25,0.23,0.63,,,,,,,
여천시 - 지가변동률,Statistics,0.79,22.08,18.37,3.61,0.76,0.36,-0.14,-0.19,-0.11,0.04,0.18,,,,,,,
연기군 - 지가변동률,Statistics,1.53,8.46,5.32,5.12,1.12,0.43,-0.44,-0.35,-0.13,0.0,0.2,-0.14,0.15,0.29,0.09,0.01,1.72,5.84
연수구 - 지가변동률,Statistics,,,,,,,,,0.09,0.18,0.13,-0.44,0.31,0.48,0.15,2.68,0.52,1.91
연제구 - 지가변동률,Statistics,,,,,,,,,0.0,0.06,-0.01,-2.57,0.23,0.43,0.16,0.73,0.21,0.14
연천군 - 지가변동률,Statistics,0.1,3.19,19.47,10.17,4.83,1.36,-0.04,-0.05,-0.03,0.26,0.16,-1.86,0.46,0.59,0.25,0.17,0.14,1.01
영광군 - 지가변동률,Statistics,0.83,3.48,2.5,0.21,-0.5,0.61,-0.17,-0.15,-0.06,0.27,0.06,0.15,0.2,0.89,-0.03,0.0,-0.19,0.04
영덕군 - 지가변동률,Statistics,0.13,3.25,1.07,3.18,1.05,0.68,0.26,0.46,0.64,0.38,0.17,-0.18,0.43,0.67,0.42,0.73,-0.38,0.3
영도구 - 지가변동률,Statistics,,,,,,,,,-0.89,0.36,0.03,-2.3,-0.02,0.34,-0.02,0.24,0.31,0.11
영동군 - 지가변동률,Statistics,0.25,7.06,4.23,2.6,1.16,0.41,0.54,-0.16,0.31,0.27,0.06,0.1,1.12,0.87,-0.03,-0.17,0.03,0.02
영등포구 - 지가변동률,Statistics,0.78,5.13,19.89,7.83,6.4,0.0,0.0,-0.09,-0.01,0.31,0.21,-1.59,0.09,0.66,0.18,2.06,0.62,2.52
영암군 - 지가변동률,Statistics,3.08,10.05,13.93,2.4,2.19,0.73,-0.3,-0.44,-0.24,0.19,0.33,0.12,0.15,0.81,0.4,0.18,-0.1,0.28
영양군 - 지가변동률,Statistics,0.79,1.2,0.51,1.0,1.23,-0.38,-0.22,-0.07,-0.13,0.38,-0.1,0.09,0.15,0.23,0.14,0.92,-1.1,-0.08
영월군 - 지가변동률,Statistics,1.99,3.33,5.07,3.71,1.6,1.58,-0.02,-0.07,-0.46,0.02,0.09,0.06,0.03,0.69,0.84,0.76,0.24,0.22
영일군 - 지가변동률,Statistics,1.1,4.86,6.24,2.88,1.86,1.02,-0.3,0.1,,,,,,,,,,
영주시 - 지가변동률,Statistics,1.42,19.23,2.29,2.53,2.71,0.25,0.01,-0.34,-0.04,0.1,0.04,-1.43,0.23,0.63,0.16,0.15,-0.6,0.12
영천군 - 지가변동률,Statistics,0.4,4.78,6.27,2.9,1.95,1.17,-0.21,-0.69,,,,,,,,,,
영천시 - 지가변동률,Statistics,0.96,2.47,6.35,5.97,2.41,0.24,-0.4,0.03,0.34,0.59,-0.12,-1.12,0.21,0.52,0.31,0.51,-0.23,0.5
영통구 - 지가변동률,Statistics,,,,,,,,,,,,,,,,,0.0,1.3
영풍군 - 지가변동률,Statistics,0.45,6.34,0.81,1.14,0.44,0.09,-0.57,0.04,,,,,,,,,,
예산군 - 지가변동률,Statistics,2.16,6.86,11.97,1.29,1.54,0.13,0.09,-0.35,0.01,0.06,0.16,-0.23,0.68,0.43,0.1,-0.07,0.15,0.68
예천군 - 지가변동률,Statistics,0.19,3.06,1.49,3.43,1.15,0.0,-0.05,-0.2,-0.25,0.37,0.0,0.23,0.34,0.23,0.14,0.24,-0.48,0.17
오산시 - 지가변동률,Statistics,,,28.25,8.52,3.45,1.9,0.12,-0.55,-0.09,0.0,0.44,-2.28,1.46,0.08,0.16,2.37,0.78,5.33
옥구군 - 지가변동률,Statistics,0.47,12.86,5.52,2.63,0.32,1.29,-0.11,-0.38,,,,,,,,,,
옥천군 - 지가변동률,Statistics,0.27,9.45,5.48,4.05,0.91,0.23,-0.02,-0.24,0.04,-0.16,0.24,-0.18,1.19,0.13,0.27,0.08,0.01,0.13
온양시 - 지가변동률,Statistics,1.62,3.67,2.83,4.2,4.81,0.11,-0.12,-0.67,,,,,,,,,,
옹진군 - 지가변동률,Statistics,2.29,4.66,8.91,2.28,2.91,0.68,-0.1,-0.27,0.05,0.52,0.0,-0.2,1.06,0.82,0.25,0.81,0.2,0.48
완도군 - 지가변동률,Statistics,0.33,8.84,4.51,2.21,0.34,0.32,0.49,-0.75,-0.12,-0.01,0.12,-0.27,0.26,0.34,0.36,0.07,0.11,0.49
완주군 - 지가변동률,Statistics,1.87,4.75,10.95,5.66,0.97,0.69,-0.12,-0.21,0.09,0.51,0.39,0.04,0.1,0.54,0.24,0.1,0.64,0.17
용산구 - 지가변동률,Statistics,0.5,5.35,19.22,9.23,5.14,-0.24,-0.92,0.0,0.94,0.39,0.13,-1.6,0.27,0.82,0.17,2.72,0.19,3.93
용인군 - 지가변동률,Statistics,1.11,6.24,8.4,5.56,2.84,1.36,-0.05,-0.72,0.2,,,,,,,,,
용인시 - 지가변동률,Statistics,,,,,,,,,,1.15,0.65,-1.58,1.16,2.82,0.22,1.8,0.53,1.8
울릉군 - 지가변동률,Statistics,0.0,3.8,10.71,1.28,0.08,1.02,-0.08,-0.14,-1.32,0.19,0.22,-0.52,-0.09,0.34,0.24,0.45,0.15,0.62
울산광역시 - 지가변동률,Statistics,,,,,,,,,,,0.14,-0.57,0.25,0.32,-0.06,0.35,-0.03,0.7
울산군 - 지가변동률,Statistics,,,,4.93,1.69,0.9,-0.02,-0.52,,,,,,,,,,
울주군 - 지가변동률,Statistics,3.62,10.83,3.7,5.65,,,,,,,0.14,-0.08,0.32,0.77,-0.22,0.62,-0.06,1.23
울진군 - 지가변동률,Statistics,0.51,2.03,4.85,1.41,1.57,0.59,-1.46,-1.06,0.11,0.01,-0.16,-0.63,0.42,0.73,0.06,0.58,-0.24,0.53
원성군 - 지가변동률,Statistics,0.83,2.88,,,,,,,,,,,,,,,,
원주군 - 지가변동률,Statistics,,,9.9,4.47,0.66,0.94,-0.05,-0.16,,,,,,,,,,
원주시 - 지가변동률,Statistics,0.9,2.75,11.71,4.64,3.71,1.36,0.02,0.23,0.14,0.27,0.17,-0.16,0.41,0.49,0.01,0.22,0.16,0.52
월성군 - 지가변동률,Statistics,0.74,7.37,,,,,,,,,,,,,,,,
유성구 - 지가변동률,Statistics,,,,,,,,,0.03,-0.05,0.07,-0.07,0.75,0.19,0.36,0.67,2.76,0.22
은평구 - 지가변동률,Statistics,0.57,7.22,18.08,8.41,5.34,0.23,0.04,-0.82,-0.42,0.14,-0.08,-1.74,0.17,0.6,-0.14,2.37,0.11,2.62
음성군 - 지가변동률,Statistics,0.51,4.41,5.49,4.85,2.92,0.57,-0.11,-0.4,0.09,0.41,0.37,-0.21,1.25,0.26,0.04,0.0,-0.05,0.26
의령군 - 지가변동률,Statistics,0.45,0.54,5.9,2.18,1.86,0.01,-0.34,-0.3,-0.33,0.26,0.0,-0.67,0.34,0.55,0.31,0.54,0.44,0.24
의성군 - 지가변동률,Statistics,0.42,4.66,3.12,2.34,2.76,1.01,-0.29,0.0,0.0,-0.04,0.03,-0.26,0.29,0.41,0.25,0.34,-0.26,0.24
의왕시 - 지가변동률,Statistics,,,34.08,7.84,5.08,0.27,-0.24,-0.57,0.45,0.38,0.22,-1.48,0.76,0.93,0.18,3.02,0.4,3.08
의정부시 - 지가변동률,Statistics,0.62,7.38,18.2,10.76,2.03,0.59,-0.25,-0.9,0.01,0.05,0.05,-1.07,0.48,1.1,0.06,2.03,0.61,1.27
의창군 - 지가변동률,Statistics,1.51,29.69,0.75,5.67,,,,,,,,,,,,,,
이리시 - 지가변동률,Statistics,0.41,4.98,6.74,4.05,2.79,1.69,-0.26,-0.23,0.02,,,,,,,,,
이천군 - 지가변동률,Statistics,0.0,6.25,11.9,5.11,2.7,0.06,-0.51,-0.52,-0.05,,,,,,,,,
이천시 - 지가변동률,Statistics,,,,,,,,,,0.82,0.22,-1.44,1.13,1.09,1.13,0.4,0.46,3.08
익산군 - 지가변동률,Statistics,1.95,3.06,3.79,2.41,0.55,0.79,-0.08,-0.13,0.95,,,,,,,,,
익산시 - 지가변동률,Statistics,,,,,,,,,0.52,0.38,0.11,-0.33,0.28,0.56,0.07,0.02,0.08,0.24
인제군 - 지가변동률,Statistics,0.09,1.57,6.56,3.83,0.76,0.29,-0.06,-0.19,0.0,0.12,0.03,-0.17,1.36,0.48,0.1,0.86,0.42,0.28
인천광역시 - 지가변동률,Statistics,,,,,,,,,0.11,0.15,0.11,-0.27,0.28,0.76,0.11,2.4,0.36,1.54
일산구 - 지가변동률,Statistics,,,,,,,,,,0.88,0.78,-2.92,2.09,1.01,-0.05,3.45,0.7,1.53
임실군 - 지가변동률,Statistics,0.49,7.39,0.28,2.61,1.37,0.47,-0.09,-0.38,0.0,0.21,0.09,-0.07,0.63,0.72,0.19,0.0,0.01,0.04
장성군 - 지가변동률,Statistics,2.2,3.92,3.56,5.79,1.63,0.53,-0.12,-0.13,0.38,0.42,0.15,-0.3,0.49,1.07,0.21,0.07,0.03,0.1
장수군 - 지가변동률,Statistics,0.6,3.54,3.58,3.79,1.14,0.21,-0.35,1.53,-0.77,1.01,0.04,-0.01,0.73,0.47,0.32,0.22,0.01,0.3
장승포시 - 지가변동률,Statistics,,,4.52,1.86,0.56,0.37,0.29,-0.26,,,,,,,,,,
장안구 - 지가변동률,Statistics,,,10.04,8.82,4.61,1.08,-0.21,0.49,-0.09,0.08,0.04,-0.81,0.38,0.31,0.11,1.42,0.46,1.3
장흥군 - 지가변동률,Statistics,1.2,5.23,4.75,2.37,0.54,-0.04,-0.44,-0.2,-0.5,0.03,0.24,0.09,0.3,1.41,0.08,0.07,-0.21,0.02
전국 - 지가변동률,Statistics,1.13,6.93,14.83,6.94,4.69,0.43,-0.42,-0.41,0.05,0.22,0.15,-1.27,0.35,0.53,0.14,1.76,0.41,1.36
전라남도 - 지가변동률,Statistics,1.37,10.49,9.51,4.14,1.52,0.54,-0.27,-0.31,0.01,0.18,0.26,-0.06,0.36,0.81,0.23,0.17,0.08,0.25
전북특별자치도 - 지가변동률,Statistics,1.53,6.31,8.2,3.92,1.45,0.7,-0.15,-0.33,0.01,0.28,0.2,-0.24,0.21,0.41,0.04,0.07,0.09,0.23
전주시 - 지가변동률,Statistics,1.41,4.17,9.3,4.9,1.16,0.38,-0.21,-0.56,-0.05,0.24,0.21,-0.46,0.2,0.13,-0.06,0.19,0.16,0.46
전주시덕진구 - 지가변동률,Statistics,,,,5.26,1.22,0.35,-0.21,-0.56,0.0,0.16,0.1,-0.11,0.25,0.12,0.05,0.05,0.07,0.65
전주시완산구 - 지가변동률,Statistics,,,,4.62,1.11,0.4,-0.22,-0.55,-0.1,0.31,0.33,-0.86,0.16,0.15,-0.17,0.32,0.25,0.28
점촌시 - 지가변동률,Statistics,0.04,9.89,5.14,3.17,1.61,0.49,-0.36,-0.13,-0.11,,,,,,,,,
정선군 - 지가변동률,Statistics,0.0,2.55,0.0,0.24,0.23,0.14,0.15,0.0,0.42,0.78,0.35,0.11,0.71,0.93,1.33,1.2,0.71,0.35
정읍군 - 지가변동률,Statistics,2.53,7.09,7.15,3.59,0.6,0.39,0.05,-0.17,,,,,,,,,,
정읍시 - 지가변동률,Statistics,,,,,,,,,0.0,0.19,0.5,-0.36,0.15,0.25,0.11,-0.15,-0.06,0.04
정주시 - 지가변동률,Statistics,2.91,8.59,5.84,2.53,2.0,0.69,-0.08,-0.29,,,,,,,,,,
제원군 - 지가변동률,Statistics,0.0,4.03,2.8,5.19,,,,,,,,,,,,,,
제천군 - 지가변동률,Statistics,,,,-1.43,0.87,-0.15,-1.67,-0.51,,,,,,,,,,
제천시 - 지가변동률,Statistics,0.02,4.17,5.72,5.43,3.1,1.36,0.02,-0.35,0.0,0.1,0.24,-0.12,0.88,0.33,-0.06,0.16,0.18,0.21
종로구 - 지가변동률,Statistics,0.78,5.35,17.12,11.63,4.9,0.22,0.0,-0.15,-0.12,0.1,0.45,-2.38,0.11,0.3,0.14,3.03,0.46,2.12
중구 - 지가변동률,Statistics,0.83,7.69,17.52,8.35,3.74,-0.32,-0.24,-0.08,0.08,0.23,0.52,-1.95,0.09,0.33,0.13,2.86,0.55,2.06
중랑구 - 지가변동률,Statistics,,9.68,22.1,6.78,6.91,0.26,0.0,-0.06,0.37,0.14,0.12,-1.63,0.08,0.03,0.02,2.3,0.09,2.0
중원구 - 지가변동률,Statistics,,,,6.16,5.12,3.04,-0.82,-1.14,-0.17,-0.28,-0.09,-2.25,0.13,0.03,-0.12,2.13,1.63,0.61
중원군 - 지가변동률,Statistics,0.25,2.84,3.32,2.75,2.35,1.32,-0.47,-0.18,,,,,,,,,,
증평군 - 지가변동률,Statistics,,,,,,,,,,,,,,,,,0.1,0.08
진도군 - 지가변동률,Statistics,0.78,11.62,5.44,1.83,-2.13,0.03,0.0,-0.53,-0.05,0.37,0.17,0.0,0.52,0.58,-0.11,-0.05,-0.03,0.09
진안군 - 지가변동률,Statistics,0.7,3.3,6.11,2.29,1.41,0.19,0.0,0.0,0.25,0.19,0.01,-0.13,0.25,0.94,-0.02,0.01,0.32,0.31
진양군 - 지가변동률,Statistics,0.56,4.97,2.64,3.03,1.48,0.0,-0.37,-0.33,,,,,,,,,,
진주시 - 지가변동률,Statistics,0.0,6.92,5.67,4.9,5.02,0.25,-0.13,-0.13,0.0,0.24,0.11,-0.61,0.13,0.51,0.4,0.26,0.11,0.67
진천군 - 지가변동률,Statistics,0.11,3.41,8.36,5.96,1.72,2.2,-0.23,-0.43,0.15,0.1,0.44,-0.08,0.84,0.03,0.03,0.02,0.18,0.2
진해시 - 지가변동률,Statistics,5.07,3.93,5.79,3.35,3.16,0.59,-0.48,-0.3,0.43,0.16,0.12,-0.17,0.1,0.08,0.29,0.2,0.34,2.21
창녕군 - 지가변동률,Statistics,1.25,1.27,4.61,2.66,2.4,-0.42,-0.37,-0.7,-0.08,0.2,0.13,-1.0,0.35,0.5,0.33,0.1,0.15,0.33
창원군 - 지가변동률,Statistics,,,,5.13,4.35,1.07,-0.6,-0.2,,,,,,,,,,
천안군 - 지가변동률,Statistics,,,,1.49,1.77,-0.87,-0.39,0.01,-0.14,,,,,,,,,
천안시 - 지가변동률,Statistics,1.48,5.37,4.61,2.15,4.35,0.42,0.79,-0.47,0.03,0.47,0.79,-0.12,0.13,0.05,0.25,0.66,3.28,5.21
천원군 - 지가변동률,Statistics,1.26,3.87,1.13,5.23,,,,,,,,,,,,,,
철원군 - 지가변동률,Statistics,0.18,7.43,10.63,4.52,0.08,2.53,-0.16,0.0,0.12,0.29,0.13,-0.1,0.37,0.88,0.16,1.15,-0.06,0.26
청도군 - 지가변동률,Statistics,0.62,3.98,2.66,3.69,1.44,2.63,0.0,-0.18,0.05,0.13,0.09,-0.12,0.23,0.32,0.23,0.58,-0.03,0.6
청송군 - 지가변동률,Statistics,0.22,3.88,6.21,0.48,-1.05,0.26,-0.39,0.5,-0.85,0.33,0.22,-0.2,0.25,0.42,0.26,1.71,-0.74,0.43
청양군 - 지가변동률,Statistics,1.23,7.28,1.51,4.42,1.08,-0.03,0.06,-0.3,-0.12,0.07,0.28,0.09,0.08,0.38,0.04,0.02,0.03,0.51
청원군 - 지가변동률,Statistics,1.26,2.43,7.33,5.45,6.26,2.34,-0.17,-0.23,0.92,0.56,0.6,-0.14,0.56,0.65,0.29,7.62,1.33,2.54
춘성군 - 지가변동률,Statistics,0.21,5.65,8.03,7.08,3.12,,,,,,,,,,,,,
춘천군 - 지가변동률,Statistics,,,,,,0.21,-0.67,-0.59,,,,,,,,,,
춘천시 - 지가변동률,Statistics,0.52,6.67,15.72,5.74,4.51,0.93,0.08,0.22,0.21,0.53,0.24,0.32,0.44,0.48,0.91,0.25,0.14,0.33
충무시 - 지가변동률,Statistics,3.59,3.9,7.07,3.57,3.54,0.31,-0.41,-0.4,,,,,,,,,,
충주시 - 지가변동률,Statistics,0.35,3.69,6.09,9.34,1.97,1.46,0.03,-0.33,-0.15,0.22,0.17,-0.32,0.64,0.31,0.05,0.12,0.11,0.51
충청남도 - 지가변동률,Statistics,0.78,3.7,8.09,4.83,2.01,0.4,-0.08,-0.26,-0.18,0.15,0.36,-0.09,0.29,0.41,0.25,0.32,1.08,2.4
충청북도 - 지가변동률,Statistics,0.91,2.75,4.99,5.03,3.58,1.0,-0.14,-0.33,0.09,0.13,0.31,-0.11,0.81,0.49,0.11,1.96,0.65,0.98
칠곡군 - 지가변동률,Statistics,0.0,4.68,3.56,6.52,1.88,1.36,0.27,0.43,-0.02,0.93,0.11,-0.62,0.44,0.53,0.3,0.58,-0.28,0.53
태백시 - 지가변동률,Statistics,1.61,2.49,2.14,-1.15,0.0,0.24,0.12,0.26,0.49,1.44,0.36,0.12,0.9,1.06,1.25,0.96,0.24,0.51
태안군 - 지가변동률,Statistics,,,8.19,3.05,0.59,-0.38,-0.23,-0.05,-0.11,-0.23,0.16,0.01,0.67,0.96,0.12,0.65,0.18,1.29
통영군 - 지가변동률,Statistics,1.15,4.24,3.9,4.27,4.46,1.04,-0.09,-0.53,,,,,,,,,,
통영시 - 지가변동률,Statistics,,,,,,,,,-0.42,-0.01,0.09,-0.26,-0.11,0.26,0.03,0.4,0.19,0.16
파주군 - 지가변동률,Statistics,0.76,3.49,22.97,9.5,3.89,1.4,-0.05,-0.15,0.05,,,,,,,,,
파주시 - 지가변동률,Statistics,,,,,,,,,,0.95,0.33,0.01,1.67,1.83,1.11,4.3,0.33,1.54
팔달구 - 지가변동률,Statistics,,,,,,,-0.13,0.57,0.41,0.09,0.31,-1.94,0.2,0.95,0.09,3.12,0.22,1.18
평창군 - 지가변동률,Statistics,0.19,1.99,3.6,2.25,0.29,0.03,0.68,-1.31,-0.03,0.12,0.23,-0.13,0.61,0.32,-0.15,0.53,0.39,1.14
평택군 - 지가변동률,Statistics,2.74,7.21,9.96,5.67,3.48,0.46,-0.1,-0.92,-0.11,,,,,,,,,
평택시 - 지가변동률,Statistics,,,,,,,,,1.64,0.67,0.08,-0.95,0.37,0.64,0.11,1.79,0.78,2.03
포천군 - 지가변동률,Statistics,0.27,10.75,11.96,9.63,3.65,1.22,-0.08,-0.63,0.04,0.23,0.1,-0.86,0.45,1.05,0.37,0.77,0.21,
포천시 - 지가변동률,Statistics,,,,,,,,,,,,,,,,,0.85,1.12
포항시 - 지가변동률,Statistics,1.9,8.51,5.08,7.39,4.32,0.48,-0.42,-0.55,-0.07,0.24,-0.03,-0.18,-0.32,0.27,0.21,0.59,-0.5,0.53
포항시남구 - 지가변동률,Statistics,,,,,,,,,-0.07,0.46,-0.07,-0.28,-0.1,0.23,0.27,0.7,-0.5,0.54
포항시북구 - 지가변동률,Statistics,,,,,,,,,-0.07,0.0,0.02,-0.05,-0.6,0.33,0.15,0.47,-0.51,0.51
하남시 - 지가변동률,Statistics,,,16.09,6.8,3.68,0.94,-0.8,-0.38,0.05,0.18,0.17,-1.44,0.25,0.86,0.15,2.33,1.99,1.12
하동군 - 지가변동률,Statistics,0.0,4.62,4.87,4.31,1.93,1.11,-0.32,-0.19,-0.65,0.3,0.1,-0.44,0.23,0.51,0.36,0.29,0.26,1.03
함안군 - 지가변동률,Statistics,0.45,12.15,3.75,0.81,1.19,0.01,-0.28,-0.25,-0.29,0.21,0.32,-0.75,-0.11,0.56,0.35,0.39,0.2,0.3
함양군 - 지가변동률,Statistics,3.45,3.09,1.6,1.34,1.71,0.6,-0.55,0.0,-0.09,0.06,0.0,0.06,0.55,0.44,0.12,0.09,0.21,0.22
함평군 - 지가변동률,Statistics,1.04,4.19,4.65,3.91,0.98,0.12,-0.14,-0.51,0.43,0.26,0.11,0.41,0.61,0.63,0.45,0.37,0.22,0.17
합천군 - 지가변동률,Statistics,2.93,2.15,4.79,2.3,0.76,0.23,0.43,-0.24,-0.02,0.39,0.04,0.06,0.39,0.58,0.1,0.64,0.2,0.51
해남군 - 지가변동률,Statistics,1.22,5.19,5.83,1.61,0.75,0.93,-0.3,-0.66,-0.08,0.33,0.16,0.17,0.48,0.69,0.2,0.04,0.11,0.58
해운대구 - 지가변동률,Statistics,,,,,,,,,0.0,0.0,0.09,-2.6,0.11,0.46,0.26,1.1,0.38,0.11
홍성군 - 지가변동률,Statistics,1.94,2.28,9.57,4.21,0.91,0.35,-0.04,-0.05,-0.07,-0.25,0.34,-0.09,0.38,0.55,0.27,0.15,0.1,0.53
홍천군 - 지가변동률,Statistics,0.54,4.48,5.29,1.46,0.01,0.17,-0.22,-0.2,0.1,-0.21,0.16,-0.46,1.01,0.62,0.04,2.2,0.13,0.72
화성군 - 지가변동률,Statistics,0.03,8.85,10.86,7.63,3.17,2.26,-0.15,-0.4,0.06,0.22,0.03,-1.14,2.79,0.98,,,,
화성시 - 지가변동률,Statistics,,,,,,,,,,,,,,0.44,0.59,2.21,1.42,1.48
화순군 - 지가변동률,Statistics,0.92,5.26,4.05,2.27,1.11,1.12,0.1,-0.49,-0.01,0.25,0.21,0.32,0.47,0.9,0.46,0.14,0.49,0.19
화천군 - 지가변동률,Statistics,0.01,3.97,2.95,3.24,1.38,0.64,0.04,-0.37,0.1,0.1,0.13,-1.11,1.15,0.29,0.11,0.24,0.23,0.03
횡성군 - 지가변동률,Statistics,0.26,1.56,7.14,3.45,1.79,0.82,-0.11,-0.16,-0.16,0.19,0.15,-0.15,1.19,0.31,0.21,0.86,0.46,0.17
