item,category,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
청주시 - 농가인구,Statistics,22525.0,20726.0,21796.0,20346.0,42574.0,45264.0,44290.0,41421.0,41172.0,38113.0,40044.0,40508.0,35614.0,33519.0
춘천시 - 농가인구,Statistics,16323.0,15671.0,15272.0,15020.0,16902.0,14470.0,13110.0,12513.0,13017.0,16143.0,15580.0,14767.0,14340.0,14332.0
충주시 - 농가인구,Statistics,29054.0,28047.0,27143.0,26697.0,26169.0,25525.0,23700.0,22408.0,22397.0,20202.0,20703.0,21042.0,20424.0,19747.0
충청남도 - 농가인구,Statistics,378094.0,367944.0,356158.0,328993.0,308455.0,296801.0,288800.0,276426.0,263124.0,266509.0,252078.0,242326.0,237723.0,225083.0
충청북도 - 농가인구,Statistics,207174.0,202735.0,197410.0,187752.0,178248.0,180565.0,173436.0,164387.0,162083.0,147904.0,151793.0,152749.0,145053.0,139900.0
칠곡군 - 농가인구,Statistics,13974.0,14353.0,14264.0,13708.0,12146.0,12251.0,11805.0,11076.0,10754.0,11287.0,9136.0,9222.0,8556.0,8990.0
태백시 - 농가인구,Statistics,1582.0,1503.0,1323.0,1189.0,1575.0,1612.0,1489.0,1463.0,1456.0,1479.0,1466.0,1453.0,1379.0,1365.0
태안군 - 농가인구,Statistics,19274.0,18856.0,19665.0,18816.0,15720.0,15388.0,15266.0,15733.0,14525.0,13380.0,13969.0,13399.0,12868.0,11935.0
통영시 - 농가인구,Statistics,8394.0,8710.0,8027.0,7942.0,7684.0,7901.0,8087.0,8009.0,7589.0,7016.0,6273.0,6576.0,6390.0,6291.0
파주시 - 농가인구,Statistics,27299.0,25975.0,24232.0,23621.0,22068.0,20398.0,19584.0,18911.0,18519.0,16722.0,16522.0,17547.0,17007.0,16145.0
평창군 - 농가인구,Statistics,11800.0,11917.0,11803.0,11680.0,10438.0,10644.0,10276.0,10002.0,9770.0,8452.0,8818.0,8470.0,8270.0,7886.0
평택시 - 농가인구,Statistics,33561.0,32394.0,30478.0,29054.0,27174.0,23392.0,22192.0,21037.0,20153.0,22752.0,19198.0,19020.0,17233.0,17594.0
포천시 - 농가인구,Statistics,20714.0,20303.0,19798.0,19009.0,17712.0,14788.0,14310.0,14352.0,13836.0,14270.0,14012.0,13604.0,12969.0,12520.0
포항시 - 농가인구,Statistics,33808.0,33692.0,32278.0,32153.0,29305.0,26948.0,26740.0,24903.0,25085.0,30709.0,28546.0,29252.0,28139.0,26529.0
하남시 - 농가인구,Statistics,4659.0,4285.0,4420.0,4381.0,4001.0,4203.0,3867.0,3054.0,2699.0,2877.0,1954.0,2033.0,2050.0,1836.0
하동군 - 농가인구,Statistics,18834.0,17747.0,17140.0,16942.0,14728.0,14329.0,14559.0,14407.0,13988.0,13111.0,11382.0,11866.0,11681.0,11180.0
함안군 - 농가인구,Statistics,14704.0,14610.0,14235.0,13830.0,12287.0,11804.0,11737.0,11299.0,11042.0,10911.0,10117.0,9687.0,9645.0,8860.0
함양군 - 농가인구,Statistics,15542.0,16143.0,15031.0,14273.0,14862.0,14030.0,12790.0,12168.0,12148.0,11513.0,8921.0,8809.0,8947.0,8725.0
함평군 - 농가인구,Statistics,14900.0,14590.0,14131.0,13335.0,12158.0,13177.0,11989.0,11994.0,11482.0,10705.0,11459.0,11042.0,10822.0,10702.0
합천군 - 농가인구,Statistics,19940.0,19756.0,19347.0,18941.0,16224.0,14505.0,13434.0,13350.0,13149.0,13403.0,12611.0,13567.0,12231.0,11377.0
해남군 - 농가인구,Statistics,24017.0,23962.0,23470.0,22572.0,22032.0,19562.0,19195.0,19231.0,19525.0,18754.0,23353.0,22033.0,19613.0,18958.0
홍성군 - 농가인구,Statistics,26685.0,26422.0,24815.0,23686.0,22243.0,18474.0,18029.0,17289.0,16281.0,21265.0,20280.0,19765.0,19501.0,19163.0
홍천군 - 농가인구,Statistics,17791.0,17415.0,17334.0,17004.0,17523.0,17748.0,17000.0,16500.0,15274.0,15034.0,15800.0,14978.0,14183.0,13969.0
화성시 - 농가인구,Statistics,39443.0,41869.0,39518.0,39168.0,32763.0,31589.0,32073.0,30404.0,29567.0,26340.0,24132.0,24191.0,24161.0,22503.0
화순군 - 농가인구,Statistics,16322.0,15614.0,14953.0,13885.0,14326.0,13469.0,12416.0,11468.0,10856.0,11603.0,11470.0,10895.0,11348.0,10133.0
화천군 - 농가인구,Statistics,4850.0,4633.0,4740.0,4604.0,5156.0,5244.0,4620.0,4302.0,3989.0,3955.0,3714.0,3824.0,3663.0,3536.0
횡성군 - 농가인구,Statistics,13668.0,13609.0,13440.0,12924.0,13280.0,13929.0,12962.0,12675.0,12472.0,10926.0,11765.0,12071.0,11670.0,11146.0
