item,category,1978,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
광주 - 디자인 - 시도별 출원,Statistics,,,,,,,,6.0,97.0,112.0,125.0,187.0,216.0,261.0,279.0,266.0,398.0,309.0,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,
광주 - 복수디자인기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,221.0,440.0,377.0,579.0,708.0,719.0,722.0,480.0,1001.0,656.0,558.0,701.0,698.0,795.0,1364.0,1083.0,1177.0,1157.0,1299.0,1182.0,1175.0,1661.0,886.0,811.0,760.0,675.0
광주 - 상표 - 시도별 출원,Statistics,,,,,,,,14.0,47.0,106.0,93.0,126.0,282.0,128.0,263.0,388.0,430.0,504.0,566.0,,,,,,,,,,,,,,,,,,,,,,,,,,
광주 - 상품류기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,1870.0,2747.0,3866.0,4351.0,4208.0,5906.0,,,,,,,,,,,,,,,,,,,,
광주 - 실용신안 - 시도별 출원,Statistics,,,,,,,,15.0,145.0,136.0,157.0,203.0,273.0,282.0,291.0,342.0,397.0,701.0,972.0,533.0,517.0,796.0,930.0,845.0,1269.0,781.0,606.0,622.0,359.0,288.0,262.0,202.0,155.0,160.0,151.0,154.0,141.0,111.0,99.0,103.0,82.0,60.0,74.0,54.0,34.0
광주 - 출원서기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,1783.0,2545.0,3529.0,3839.0,3940.0,5497.0,720.0,470.0,961.0,656.0,550.0,682.0,670.0,795.0,1364.0,1055.0,1160.0,1157.0,1287.0,1180.0,1131.0,1655.0,882.0,809.0,735.0,665.0
광주 - 특허 - 시도별 출원,Statistics,,,,,,,,3.0,24.0,17.0,25.0,36.0,39.0,63.0,60.0,108.0,126.0,556.0,2257.0,578.0,809.0,1438.0,1322.0,1310.0,2549.0,4006.0,1531.0,1902.0,2320.0,2327.0,2211.0,2203.0,2093.0,2387.0,2436.0,2612.0,3074.0,3321.0,3279.0,3431.0,3458.0,3522.0,3549.0,3378.0,3464.0
교포 - 계 - 시도별 출원,Statistics,26.0,45.0,37.0,20.0,22.0,63.0,90.0,78.0,111.0,94.0,91.0,103.0,57.0,82.0,39.0,92.0,149.0,157.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,
교포 - 다류상표기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,67.0,27.0,12.0,15.0,45.0,22.0,25.0,15.0,16.0,,,,,,,,,,,,,,,,,
교포 - 디자인 - 시도별 출원,Statistics,19.0,18.0,13.0,10.0,13.0,19.0,46.0,22.0,43.0,22.0,18.0,21.0,11.0,12.0,9.0,11.0,15.0,19.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
교포 - 복수디자인기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,12.0,19.0,7.0,8.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
교포 - 상표 - 시도별 출원,Statistics,,6.0,1.0,2.0,5.0,6.0,4.0,7.0,31.0,40.0,25.0,36.0,16.0,34.0,20.0,37.0,78.0,70.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,
교포 - 상품류기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,111.0,75.0,38.0,61.0,68.0,61.0,,,,,,,,,,,,,,,,,,,,
교포 - 실용신안 - 시도별 출원,Statistics,,16.0,20.0,2.0,2.0,13.0,27.0,32.0,33.0,18.0,26.0,37.0,26.0,27.0,5.0,20.0,13.0,33.0,8.0,18.0,8.0,10.0,22.0,11.0,19.0,5.0,7.0,8.0,,,,,,,,,,,,,,,,,
교포 - 출원서기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,73.0,71.0,37.0,60.0,50.0,51.0,3.0,1.0,14.0,,,,,,,,,,,,,,,,,
교포 - 특허 - 시도별 출원,Statistics,7.0,5.0,3.0,6.0,2.0,25.0,13.0,17.0,4.0,14.0,22.0,9.0,4.0,9.0,5.0,24.0,43.0,35.0,1.0,14.0,21.0,9.0,16.0,8.0,19.0,15.0,6.0,21.0,,,,,,,,,,,,,,,,,
군인 - 다류상표기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,,,20.0,2.0,,,,,,,,,,,,,,,,,,,,,,
군인 - 복수디자인기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,,10.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,
군인 - 상품류기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,,10.0,25.0,6.0,,,,,,,,,,,,,,,,,,,,,,
군인 - 실용신안 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
군인 - 출원서기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,,,23.0,6.0,,,,,,,,,,,,,,,,,,,,,,
기타 - 계 - 시도별 출원,Statistics,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기타 - 다류상표기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,,,,36.0,14.0,258.0,163.0,105.0,224.0,295.0,685.0,354.0,33.0,38.0,39.0,7.0,27.0,56.0,61.0,61.0,67.0,47.0,67.0,42.0,67.0,48.0
기타 - 디자인 - 시도별 출원,Statistics,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기타 - 복수디자인기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,,,,18.0,9.0,3.0,8.0,,30.0,27.0,103.0,111.0,6.0,2.0,8.0,2.0,7.0,9.0,12.0,25.0,31.0,72.0,106.0,125.0,51.0,42.0
