item,category,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
기장군 - 아파트월세가격지수,Statistics,100.7738835,99.82525699,99.17859472,100.0106702,98.0058561,98.11645327,97.0843812,102.3116303,104.2863528,104.6080441,105.2934581
김제시 - 아파트월세가격지수,Statistics,101.0560438,100.9108739,100.4246549,100.1604558,100.3416338,100.300861,100.1920593,99.6922855,100.8363693,102.5621324,104.8933847
김천시 - 아파트월세가격지수,Statistics,100.9178584,99.72681734,97.85905184,97.4103274,97.28583704,97.45413097,98.75859452,101.1450021,103.5548217,107.8386318,112.1176522
김포시 - 아파트월세가격지수,Statistics,101.5629497,100.5893252,100.2699773,100.461234,100.6271919,100.6471345,100.1557268,103.6879277,107.3251801,106.989092,109.6198894
김해시 - 아파트월세가격지수,Statistics,112.7861052,113.6247881,112.6135611,112.8520866,108.4537615,100.7072722,99.86222461,101.6506442,105.8829619,105.8223122,106.7185385
나주시 - 아파트월세가격지수,Statistics,106.6168639,105.316106,101.8505578,100.5664425,100.2371567,100.0327545,99.75173572,103.961348,96.59454575,98.21296934,100.6719935
남구 - 아파트월세가격지수,Statistics,98.52196822,99.1883791,99.33140871,99.29744259,99.07230256,98.78999889,99.03584736,101.8834615,105.6892517,105.7955805,105.8586816
남동구 - 아파트월세가격지수,Statistics,97.80880899,97.82909766,97.90113198,97.92919341,98.14026159,97.80123626,98.55214892,101.0237684,102.5737645,103.3024861,108.1595449
남양주시 - 아파트월세가격지수,Statistics,99.20149601,98.42384717,97.5272985,97.14860739,96.9960978,96.60012236,96.84406893,101.9484644,105.0548217,104.6721447,105.8247591
남원시 - 아파트월세가격지수,Statistics,100.3097278,99.9925035,100.2713545,100.4348924,100.0536754,99.88029092,100.001353,101.2296149,98.99255759,102.1225612,106.6660175
노원구 - 아파트월세가격지수,Statistics,103.6523666,101.1823115,100.6286082,100.493638,100.1267254,99.95765232,100.1832434,101.2476001,104.8338847,107.238958,110.3218797
논산시 - 아파트월세가격지수,Statistics,106.2841578,104.4270176,102.3193152,102.0748341,100.3773986,99.78870806,99.81693862,101.1170842,102.1678548,105.0987373,105.7304854
달서구 - 아파트월세가격지수,Statistics,97.87907112,97.19913024,96.99769437,96.64437016,96.5869164,96.75506296,98.8946073,99.70438407,94.97466581,90.90565206,88.98901036
달성군 - 아파트월세가격지수,Statistics,104.4478237,104.3487285,99.84057701,99.12535356,98.48207202,99.21339285,99.79060075,99.49614569,100.3790178,100.1262529,99.20612002
당진시 - 아파트월세가격지수,Statistics,106.3573306,107.1207431,105.6501691,104.3708698,102.0025529,99.47930514,99.87284997,101.4378271,103.4162405,104.2358192,102.8895234
대구광역시 - 아파트월세가격지수,Statistics,100.0147682,99.9432259,98.97626138,98.37156575,98.1445141,98.35475193,99.36244547,100.3771582,98.60130783,96.41951506,93.7322187
대덕구 - 아파트월세가격지수,Statistics,99.79631332,100.1068744,99.90260588,99.36714813,98.82202061,98.54191013,98.84697895,102.7563056,102.6479109,104.9021463,106.3806522
대전광역시 - 아파트월세가격지수,Statistics,99.67733031,99.18457353,98.60000506,97.60281269,97.10114119,96.44553987,97.85792275,102.4486182,102.342702,106.0202594,107.1455272
도봉구 - 아파트월세가격지수,Statistics,102.1609729,101.2074313,100.3378601,99.62540262,99.26925557,99.53710013,99.57122767,102.5469903,105.8256178,108.1027379,109.5675216
동구 - 아파트월세가격지수,Statistics,97.610833,99.13212347,100.0188555,100.1695375,100.1176846,100.2069699,100.3158355,100.5295201,99.88715133,100.6393467,99.7601378
동대문구 - 아파트월세가격지수,Statistics,103.6374229,102.1849566,101.0708459,100.1271558,99.87253824,99.80149003,100.0532623,103.6320626,106.3233911,109.8462971,111.8678706
동두천시 - 아파트월세가격지수,Statistics,100.4647477,97.1175257,96.64416324,96.88408015,96.82265496,95.87767244,96.96587753,102.6315694,101.5447355,98.66050443,98.74934905
동래구 - 아파트월세가격지수,Statistics,105.5367739,104.3748699,103.0509523,102.869257,102.3660068,100.2890573,99.40854027,99.96668067,100.9524429,102.0088723,100.9051877
동작구 - 아파트월세가격지수,Statistics,106.7409122,104.180254,102.6577188,100.6131076,99.67337392,99.95996404,99.76339767,103.7187254,104.894676,105.4119967,106.3482885
동해시 - 아파트월세가격지수,Statistics,107.2024352,107.1624192,106.4688104,106.2232456,103.7852737,101.0144658,99.98071306,99.72990314,100.1362942,104.6319296,109.3900332
마포구 - 아파트월세가격지수,Statistics,103.4464771,101.2370846,98.94140492,98.19120352,98.25493537,98.37356904,98.03712788,102.6951329,102.5648928,105.8651543,109.9819483
목포시 - 아파트월세가격지수,Statistics,103.1939305,102.8838875,102.9146211,102.2439498,100.2197955,100.1291802,99.90775158,99.37752743,85.90689435,97.27130715,105.4786847
