item,category,2020,2021,2022,2023
수영구 - 5년간 연평균 인구증감률,Statistics,-0.2,-0.3,0.0,0.0
수영구 - 당해년 총인구,Statistics,171461.0,170720.0,170007.0,170220.0
수원시 - 4년전 총인구,Statistics,1207032.0,1216996.0,1218843.0,1214986.0
수원시 - 5년간 연평균 인구증감률,Statistics,0.1,-0.2,-0.1,0.2
수원시 - 당해년 총인구,Statistics,1210150.0,1208337.0,1216349.0,1226362.0
순창군 - 4년전 총인구,Statistics,26814.0,27017.0,27136.0,26642.0
순창군 - 5년간 연평균 인구증감률,Statistics,-0.2,-1.5,-1.8,-1.2
순창군 - 당해년 총인구,Statistics,26598.0,25483.0,25279.0,25368.0
순천시 - 4년전 총인구,Statistics,266519.0,266809.0,268284.0,270202.0
순천시 - 5년간 연평균 인구증감률,Statistics,0.6,0.7,0.4,0.2
순천시 - 당해년 총인구,Statistics,272449.0,273827.0,272085.0,272041.0
시흥시 - 4년전 총인구,Statistics,429321.0,446369.0,480201.0,508749.0
시흥시 - 5년간 연평균 인구증감률,Statistics,5.7,5.6,3.8,2.8
시흥시 - 당해년 총인구,Statistics,535147.0,554074.0,557663.0,568455.0
신안군 - 4년전 총인구,Statistics,35789.0,35592.0,35639.0,35432.0
신안군 - 5년간 연평균 인구증감률,Statistics,-0.5,-1.1,-1.1,-0.4
신안군 - 당해년 총인구,Statistics,35138.0,34000.0,34148.0,34858.0
아산시 - 4년전 총인구,Statistics,328287.0,338473.0,342272.0,347032.0
아산시 - 5년간 연평균 인구증감률,Statistics,0.9,0.7,1.5,2.1
아산시 - 당해년 총인구,Statistics,340518.0,348727.0,363197.0,376632.0
안동시 - 4년전 총인구,Statistics,167664.0,165704.0,162186.0,160344.0
안동시 - 5년간 연평균 인구증감률,Statistics,-1.3,-1.2,-1.0,-0.9
안동시 - 당해년 총인구,Statistics,159412.0,158064.0,156025.0,154581.0
안산시 - 4년전 총인구,Statistics,743072.0,733661.0,720105.0,714650.0
안산시 - 5년간 연평균 인구증감률,Statistics,-0.9,-0.5,-0.2,-0.2
안산시 - 당해년 총인구,Statistics,717345.0,718384.0,715088.0,709147.0
안성시 - 4년전 총인구,Statistics,196362.0,198832.0,201135.0,202284.0
안성시 - 5년간 연평균 인구증감률,Statistics,0.8,0.6,0.9,1.0
안성시 - 당해년 총인구,Statistics,203030.0,203897.0,208619.0,210390.0
안양시 - 4년전 총인구,Statistics,582049.0,576697.0,566574.0,557339.0
안양시 - 5년간 연평균 인구증감률,Statistics,-1.8,-1.7,-1.2,-0.9
안양시 - 당해년 총인구,Statistics,542336.0,538929.0,540789.0,537159.0
양구군 - 4년전 총인구,Statistics,22454.0,22355.0,22101.0,21780.0
양구군 - 5년간 연평균 인구증감률,Statistics,-1.3,-1.4,-1.5,-1.0
양구군 - 당해년 총인구,Statistics,21317.0,21121.0,20824.0,20943.0
양산시 - 4년전 총인구,Statistics,310731.0,332596.0,344993.0,347221.0
양산시 - 5년간 연평균 인구증감률,Statistics,3.1,1.5,0.6,0.6
양산시 - 당해년 총인구,Statistics,351206.0,352610.0,352842.0,355411.0
양양군 - 4년전 총인구,Statistics,25670.0,25556.0,25642.0,26280.0
양양군 - 5년간 연평균 인구증감률,Statistics,1.0,1.0,0.9,0.3
양양군 - 당해년 총인구,Statistics,26748.0,26632.0,26566.0,26577.0
양주시 - 4년전 총인구,Statistics,207009.0,212631.0,217776.0,224684.0
양주시 - 5년간 연평균 인구증감률,Statistics,3.0,3.1,2.8,4.7
양주시 - 당해년 총인구,Statistics,233286.0,239800.0,242995.0,269641.0
양천구 - 4년전 총인구,Statistics,460267.0,452111.0,445591.0,440354.0
양천구 - 5년간 연평균 인구증감률,Statistics,-1.2,-1.1,-1.1,-1.0
양천구 - 당해년 총인구,Statistics,439068.0,433373.0,426981.0,422248.0
양평군 - 4년전 총인구,Statistics,105709.0,109359.0,111094.0,111836.0
양평군 - 5년간 연평균 인구증감률,Statistics,1.9,1.4,1.3,1.6
양평군 - 당해년 총인구,Statistics,113844.0,115616.0,116950.0,119320.0
여수시 - 4년전 총인구,Statistics,273925.0,271741.0,270947.0,270283.0
여수시 - 5년간 연평균 인구증감률,Statistics,-0.2,-0.3,-0.3,-0.3
여수시 - 당해년 총인구,Statistics,271505.0,268687.0,268139.0,267392.0
여주시 - 4년전 총인구,Statistics,110273.0,111476.0,112096.0,111981.0
여주시 - 5년간 연평균 인구증감률,Statistics,0.7,0.4,0.4,0.9
여주시 - 당해년 총인구,Statistics,113352.0,113270.0,113831.0,116045.0
연수구 - 4년전 총인구,Statistics,329886.0,337595.0,349963.0,374413.0
연수구 - 5년간 연평균 인구증감률,Statistics,4.3,4.3,3.4,2.2
연수구 - 당해년 총인구,Statistics,390260.0,399594.0,400488.0,408476.0
연제구 - 4년전 총인구,Statistics,201181.0,201053.0,199887.0,203959.0
연제구 - 5년간 연평균 인구증감률,Statistics,0.5,0.0,0.0,-0.7
연제구 - 당해년 총인구,Statistics,204947.0,201217.0,199751.0,198491.0
연천군 - 4년전 총인구,Statistics,44437.0,43990.0,43383.0,42540.0
연천군 - 5년간 연평균 인구증감률,Statistics,-1.2,-1.4,-1.2,-0.9
연천군 - 당해년 총인구,Statistics,42278.0,41642.0,41288.0,41007.0
영광군 - 4년전 총인구,Statistics,49992.0,49670.0,49570.0,50004.0
영광군 - 5년간 연평균 인구증감률,Statistics,0.1,-0.3,-0.1,-0.3
영광군 - 당해년 총인구,Statistics,50196.0,48981.0,49323.0,49493.0
영덕군 - 4년전 총인구,Statistics,36765.0,36148.0,36096.0,35672.0
영덕군 - 5년간 연평균 인구증감률,Statistics,-1.3,-1.6,-1.8,-1.6
영덕군 - 당해년 총인구,Statistics,34893.0,33927.0,33516.0,33492.0
영도구 - 4년전 총인구,Statistics,126638.0,123531.0,120731.0,117959.0
영도구 - 5년간 연평균 인구증감률,Statistics,-2.8,-2.2,-2.3,-1.9
영도구 - 당해년 총인구,Statistics,113224.0,112834.0,109889.0,109389.0
영동군 - 4년전 총인구,Statistics,48879.0,49034.0,48475.0,48004.0
영동군 - 5년간 연평균 인구증감률,Statistics,-1.0,-1.8,-2.5,-2.0
영동군 - 당해년 총인구,Statistics,47016.0,45546.0,43813.0,44331.0
영등포구 - 4년전 총인구,Statistics,398120.0,393560.0,395286.0,394083.0
영등포구 - 5년간 연평균 인구증감률,Statistics,0.3,0.6,0.4,0.4
영등포구 - 당해년 총인구,Statistics,403619.0,402984.0,401805.0,400544.0
영암군 - 4년전 총인구,Statistics,60329.0,57679.0,57175.0,57476.0
영암군 - 5년간 연평균 인구증감률,Statistics,-1.4,-0.7,-0.4,0.9
영암군 - 당해년 총인구,Statistics,57076.0,55998.0,56287.0,59689.0
영양군 - 4년전 총인구,Statistics,16755.0,16579.0,16559.0,16146.0
영양군 - 5년간 연평균 인구증감률,Statistics,-1.5,-1.6,-1.9,-1.5
영양군 - 당해년 총인구,Statistics,15743.0,15558.0,15333.0,15197.0
영월군 - 4년전 총인구,Statistics,37019.0,36934.0,36762.0,36332.0
영월군 - 5년간 연평균 인구증감률,Statistics,-0.5,-0.8,-0.8,-0.5
영월군 - 당해년 총인구,Statistics,36282.0,35728.0,35654.0,35581.0
영주시 - 4년전 총인구,Statistics,108950.0,108443.0,107034.0,105235.0
영주시 - 5년간 연평균 인구증감률,Statistics,-1.2,-1.4,-1.3,-1.1
영주시 - 당해년 총인구,Statistics,103818.0,102414.0,101521.0,100479.0
영천시 - 4년전 총인구,Statistics,97295.0,97675.0,98686.0,100487.0
영천시 - 5년간 연평균 인구증감률,Statistics,0.8,0.6,0.3,0.0
영천시 - 당해년 총인구,Statistics,100353.0,99859.0,99741.0,100492.0
예산군 - 4년전 총인구,Statistics,79425.0,78678.0,79136.0,78963.0
예산군 - 5년간 연평균 인구증감률,Statistics,-0.5,-0.7,-0.7,0.1
예산군 - 당해년 총인구,Statistics,77838.0,76490.0,76967.0,79229.0
예천군 - 4년전 총인구,Statistics,44212.0,46321.0,51082.0,53020.0
예천군 - 5년간 연평균 인구증감률,Statistics,5.0,4.0,1.6,0.6
예천군 - 당해년 총인구,Statistics,53718.0,54267.0,54448.0,54263.0
오산시 - 4년전 총인구,Statistics,215478.0,219877.0,228059.0,233998.0
오산시 - 5년간 연평균 인구증감률,Statistics,2.8,2.5,1.6,1.0
오산시 - 당해년 총인구,Statistics,240645.0,242297.0,242596.0,243832.0
옥천군 - 4년전 총인구,Statistics,50159.0,49898.0,49756.0,49117.0
옥천군 - 5년간 연평균 인구증감률,Statistics,-0.6,-0.7,-0.9,-0.7
옥천군 - 당해년 총인구,Statistics,48868.0,48507.0,48013.0,47771.0
옹진군 - 4년전 총인구,Statistics,18905.0,19294.0,19207.0,19040.0
옹진군 - 5년간 연평균 인구증감률,Statistics,0.5,-0.4,0.2,0.3
옹진군 - 당해년 총인구,Statistics,19292.0,18984.0,19329.0,19286.0
완도군 - 4년전 총인구,Statistics,48349.0,48332.0,48340.0,48366.0
완도군 - 5년간 연평균 인구증감률,Statistics,0.0,-0.6,-0.8,-0.4
완도군 - 당해년 총인구,Statistics,48269.0,47210.0,46863.0,47655.0
완주군 - 4년전 총인구,Statistics,97340.0,98528.0,98002.0,96212.0
완주군 - 5년간 연평균 인구증감률,Statistics,-0.4,-0.9,-0.8,1.2
완주군 - 당해년 총인구,Statistics,95834.0,95029.0,94771.0,101002.0
용산구 - 4년전 총인구,Statistics,224993.0,223898.0,226938.0,227181.0
용산구 - 5년간 연평균 인구증감률,Statistics,0.1,-0.2,-0.9,-1.4
용산구 - 당해년 총인구,Statistics,225882.0,221688.0,219289.0,214791.0
용인시 - 4년전 총인구,Statistics,982590.0,996260.0,1026126.0,1052529.0
용인시 - 5년간 연평균 인구증감률,Statistics,2.1,1.7,0.9,0.3
용인시 - 당해년 총인구,Statistics,1066975.0,1067347.0,1064500.0,1066979.0
울릉군 - 4년전 총인구,Statistics,8490.0,8702.0,8729.0,8704.0
울릉군 - 5년간 연평균 인구증감률,Statistics,-0.1,-1.6,-1.3,-0.8
울릉군 - 당해년 총인구,Statistics,8444.0,8169.0,8288.0,8418.0
울산광역시 - 4년전 총인구,Statistics,1166033.0,1157077.0,1150116.0,1143692.0
울산광역시 - 5년간 연평균 인구증감률,Statistics,-0.7,-0.8,-0.9,-0.8
울산광역시 - 당해년 총인구,Statistics,1135423.0,1120753.0,1110516.0,1107432.0
울주군 - 4년전 총인구,Statistics,222106.0,222164.0,224834.0,226501.0
울주군 - 5년간 연평균 인구증감률,Statistics,0.3,0.2,-0.1,-0.3
울주군 - 당해년 총인구,Statistics,225050.0,224164.0,223854.0,223372.0
울진군 - 4년전 총인구,Statistics,49043.0,48504.0,48057.0,47651.0
울진군 - 5년간 연평균 인구증감률,Statistics,-1.0,-1.1,-1.1,-1.0
울진군 - 당해년 총인구,Statistics,47151.0,46369.0,45954.0,45697.0
원주시 - 4년전 총인구,Statistics,337479.0,341338.0,344168.0,349319.0
원주시 - 5년간 연평균 인구증감률,Statistics,1.1,1.1,1.3,1.1
원주시 - 당해년 총인구,Statistics,352429.0,357224.0,361810.0,364912.0
유성구 - 4년전 총인구,Statistics,359057.0,366639.0,365833.0,366544.0
유성구 - 5년간 연평균 인구증감률,Statistics,0.7,0.0,0.2,0.8
유성구 - 당해년 총인구,Statistics,368895.0,367288.0,369281.0,379100.0
은평구 - 4년전 총인구,Statistics,472242.0,466243.0,462552.0,461530.0
은평구 - 5년간 연평균 인구증감률,Statistics,-0.5,-0.5,-0.4,-0.5
은평구 - 당해년 총인구,Statistics,463102.0,457385.0,454649.0,452988.0
음성군 - 4년전 총인구,Statistics,104635.0,104509.0,105539.0,104823.0
음성군 - 5년간 연평균 인구증감률,Statistics,-0.2,-0.9,-0.7,0.0
음성군 - 당해년 총인구,Statistics,103725.0,100866.0,102564.0,104615.0
의령군 - 4년전 총인구,Statistics,26568.0,26292.0,26401.0,26040.0
의령군 - 5년간 연평균 인구증감률,Statistics,-0.6,-0.9,-1.3,-1.2
의령군 - 당해년 총인구,Statistics,25965.0,25325.0,25032.0,24827.0
의성군 - 4년전 총인구,Statistics,50683.0,50082.0,49621.0,49477.0
의성군 - 5년간 연평균 인구증감률,Statistics,-0.7,-1.0,-0.9,-0.8
의성군 - 당해년 총인구,Statistics,49243.0,48021.0,47775.0,47920.0
의왕시 - 4년전 총인구,Statistics,153629.0,151852.0,149599.0,155826.0
의왕시 - 5년간 연평균 인구증감률,Statistics,1.1,1.3,1.3,-0.2
의왕시 - 당해년 총인구,Statistics,160230.0,160115.0,157318.0,154788.0
의정부시 - 4년전 총인구,Statistics,424722.0,426530.0,432286.0,440357.0
의정부시 - 5년간 연평균 인구증감률,Statistics,1.4,1.7,1.3,1.0
의정부시 - 당해년 총인구,Statistics,449572.0,455454.0,455128.0,458966.0
이천시 - 4년전 총인구,Statistics,214766.0,218798.0,220599.0,222995.0
이천시 - 5년간 연평균 인구증감률,Statistics,1.3,1.2,0.7,0.6
이천시 - 당해년 총인구,Statistics,226212.0,229321.0,227193.0,228695.0
익산시 - 4년전 총인구,Statistics,300929.0,298928.0,294787.0,290119.0
익산시 - 5년간 연평균 인구증감률,Statistics,-1.3,-1.6,-1.5,-1.4
익산시 - 당해년 총인구,Statistics,285312.0,280150.0,277030.0,274350.0
인제군 - 4년전 총인구,Statistics,30759.0,30524.0,30373.0,30133.0
인제군 - 5년간 연평균 인구증감률,Statistics,-0.5,0.1,0.4,1.1
인제군 - 당해년 총인구,Statistics,30147.0,30670.0,30905.0,31490.0
인천광역시 - 4년전 총인구,Statistics,2913024.0,2925967.0,2936117.0,2952237.0
인천광역시 - 5년간 연평균 인구증감률,Statistics,0.3,0.3,0.4,0.6
인천광역시 - 당해년 총인구,Statistics,2945454.0,2957044.0,2989125.0,3025950.0
임실군 - 4년전 총인구,Statistics,26229.0,26409.0,26377.0,26144.0
임실군 - 5년간 연평균 인구증감률,Statistics,-0.1,-1.4,-1.4,-1.6
임실군 - 당해년 총인구,Statistics,26075.0,24997.0,24922.0,24509.0
장성군 - 4년전 총인구,Statistics,41159.0,41663.0,41850.0,42193.0
장성군 - 5년간 연평균 인구증감률,Statistics,0.2,-0.6,-1.0,-1.2
장성군 - 당해년 총인구,Statistics,41443.0,40604.0,40266.0,40187.0
장수군 - 4년전 총인구,Statistics,21607.0,21395.0,21281.0,21267.0
장수군 - 5년간 연평균 인구증감률,Statistics,-0.9,-1.3,-1.5,-1.6
장수군 - 당해년 총인구,Statistics,20879.0,20335.0,20036.0,19914.0
장흥군 - 4년전 총인구,Statistics,36481.0,36275.0,35875.0,35494.0
장흥군 - 5년간 연평균 인구증감률,Statistics,-0.8,-1.4,-1.6,-1.5
장흥군 - 당해년 총인구,Statistics,35273.0,34268.0,33638.0,33396.0
전국 - 4년전 총인구,Statistics,51269554.0,51422507.0,51629512.0,51779203.0
전국 - 5년간 연평균 인구증감률,Statistics,0.3,0.2,0.0,0.0
전국 - 당해년 총인구,Statistics,51829136.0,51738071.0,51692272.0,51774521.0
전라남도 - 4년전 총인구,Statistics,1796017.0,1792319.0,1790352.0,1787543.0
전라남도 - 5년간 연평균 인구증감률,Statistics,-0.1,-0.2,-0.3,-0.2
전라남도 - 당해년 총인구,Statistics,1788807.0,1778124.0,1771431.0,1776668.0
전북특별자치도 - 4년전 총인구,Statistics,1833168.0,1826174.0,1818157.0,1807423.0
전북특별자치도 - 5년간 연평균 인구증감률,Statistics,-0.4,-0.5,-0.6,-0.5
전북특별자치도 - 당해년 총인구,Statistics,1802766.0,1787053.0,1774248.0,1768491.0
전주시 - 4년전 총인구,Statistics,657766.0,656956.0,658912.0,662086.0
전주시 - 5년간 연평균 인구증감률,Statistics,0.3,0.5,0.3,-0.2
전주시 - 당해년 총인구,Statistics,666517.0,670411.0,665884.0,658032.0
정선군 - 4년전 총인구,Statistics,36233.0,36002.0,35580.0,35255.0
정선군 - 5년간 연평균 인구증감률,Statistics,-1.2,-1.6,-1.6,-1.8
정선군 - 당해년 총인구,Statistics,34524.0,33786.0,33354.0,32793.0
정읍시 - 4년전 총인구,Statistics,109968.0,109263.0,108271.0,107348.0
정읍시 - 5년간 연평균 인구증감률,Statistics,-0.7,-1.1,-1.2,-1.1
정읍시 - 당해년 총인구,Statistics,106706.0,104463.0,103255.0,102507.0
제주시 - 4년전 총인구,Statistics,462286.0,472399.0,482932.0,487688.0
제주시 - 5년간 연평균 인구증감률,Statistics,1.6,1.1,0.6,0.4
제주시 - 당해년 총인구,Statistics,492306.0,493869.0,495281.0,495553.0
제주특별자치도 - 4년전 총인구,Statistics,623332.0,641757.0,658282.0,665048.0
제주특별자치도 - 5년간 연평균 인구증감률,Statistics,1.9,1.2,0.7,0.4
제주특별자치도 - 당해년 총인구,Statistics,670858.0,673107.0,676375.0,676767.0
제천시 - 4년전 총인구,Statistics,137022.0,136929.0,136101.0,136093.0
제천시 - 5년간 연평균 인구증감률,Statistics,-0.4,-0.6,-1.1,-0.8
제천시 - 당해년 총인구,Statistics,134768.0,133750.0,130436.0,131583.0
종로구 - 4년전 총인구,Statistics,154398.0,157277.0,157967.0,154969.0
종로구 - 5년간 연평균 인구증감률,Statistics,-0.5,-1.4,-1.7,-1.4
종로구 - 당해년 총인구,Statistics,151291.0,148857.0,147512.0,146179.0
중구 - 4년전 총인구,Statistics,128160.0,127896.0,129797.0,130957.0
중구 - 5년간 연평균 인구증감률,Statistics,0.1,-0.3,-0.9,-0.7
중구 - 당해년 총인구,Statistics,128744.0,126310.0,125257.0,127576.0
중랑구 - 4년전 총인구,Statistics,399317.0,396892.0,391668.0,386331.0
중랑구 - 5년간 연평균 인구증감률,Statistics,-0.9,-1.1,-0.8,-0.6
중랑구 - 당해년 총인구,Statistics,385663.0,380307.0,379127.0,376621.0
증평군 - 4년전 총인구,Statistics,37075.0,37625.0,37485.0,37493.0
증평군 - 5년간 연평균 인구증감률,Statistics,0.1,-0.7,0.2,0.4
증평군 - 당해년 총인구,Statistics,37183.0,36652.0,37778.0,38122.0
진도군 - 4년전 총인구,Statistics,29504.0,29432.0,29366.0,29295.0
진도군 - 5년간 연평균 인구증감률,Statistics,-0.2,-0.4,-0.4,-0.1
진도군 - 당해년 총인구,Statistics,29297.0,29013.0,28945.0,29233.0
진안군 - 4년전 총인구,Statistics,22847.0,22998.0,23306.0,23013.0
진안군 - 5년간 연평균 인구증감률,Statistics,0.6,-0.3,-0.7,-0.2
진안군 - 당해년 총인구,Statistics,23380.0,22760.0,22645.0,22843.0
진주시 - 4년전 총인구,Statistics,352807.0,353209.0,352333.0,354166.0
진주시 - 5년간 연평균 인구증감률,Statistics,0.0,0.0,-0.1,-0.4
진주시 - 당해년 총인구,Statistics,352403.0,353389.0,351119.0,348272.0
진천군 - 4년전 총인구,Statistics,74222.0,79186.0,83915.0,87525.0
진천군 - 5년간 연평균 인구증감률,Statistics,4.8,3.8,2.7,1.9
진천군 - 당해년 총인구,Statistics,89514.0,91779.0,93174.0,94405.0
창녕군 - 4년전 총인구,Statistics,61979.0,62544.0,62703.0,62370.0
창녕군 - 5년간 연평균 인구증감률,Statistics,-0.3,-1.2,-1.6,-1.6
창녕군 - 당해년 총인구,Statistics,61302.0,59664.0,58804.0,58475.0
창원시 - 4년전 총인구,Statistics,1053551.0,1045559.0,1044215.0,1036862.0
창원시 - 5년간 연평균 인구증감률,Statistics,-0.6,-0.5,-0.7,-0.7
창원시 - 당해년 총인구,Statistics,1029389.0,1025702.0,1016751.0,1007142.0
천안시 - 4년전 총인구,Statistics,638752.0,656294.0,671799.0,679743.0
천안시 - 5년간 연평균 인구증감률,Statistics,1.7,1.0,0.6,0.4
천안시 - 당해년 총인구,Statistics,682199.0,683888.0,687951.0,689851.0
철원군 - 4년전 총인구,Statistics,45433.0,44770.0,44346.0,43520.0
철원군 - 5년간 연평균 인구증감률,Statistics,-1.3,-1.7,-1.9,-1.7
철원군 - 당해년 총인구,Statistics,43042.0,41855.0,41145.0,40702.0
청도군 - 4년전 총인구,Statistics,41612.0,41278.0,40878.0,41054.0
청도군 - 5년간 연평균 인구증감률,Statistics,-0.1,-0.7,-0.5,-0.6
청도군 - 당해년 총인구,Statistics,41378.0,40071.0,40045.0,40008.0
청송군 - 4년전 총인구,Statistics,24593.0,24441.0,24160.0,23958.0
청송군 - 5년간 연평균 인구증감률,Statistics,-0.9,-1.2,-1.0,-0.9
청송군 - 당해년 총인구,Statistics,23761.0,23288.0,23173.0,23099.0
청양군 - 4년전 총인구,Statistics,31440.0,31299.0,31181.0,30783.0
청양군 - 5년간 연평균 인구증감률,Statistics,-1.1,-1.0,-1.2,-0.7
청양군 - 당해년 총인구,Statistics,30103.0,30103.0,29761.0,29972.0
청주시 - 4년전 총인구,Statistics,840338.0,842311.0,845036.0,850938.0
청주시 - 5년간 연평균 인구증감률,Statistics,0.4,0.4,0.4,0.6
청주시 - 당해년 총인구,Statistics,855326.0,856923.0,858500.0,870358.0
춘천시 - 4년전 총인구,Statistics,283027.0,283742.0,284985.0,284753.0
춘천시 - 5년간 연평균 인구증감률,Statistics,0.1,0.3,0.7,0.7
춘천시 - 당해년 총인구,Statistics,284645.0,287104.0,293124.0,292504.0
충주시 - 4년전 총인구,Statistics,211890.0,212274.0,215224.0,216446.0
충주시 - 5년간 연평균 인구증감률,Statistics,0.8,0.4,0.1,-0.1
충주시 - 당해년 총인구,Statistics,218412.0,215349.0,215783.0,215990.0
충청남도 - 4년전 총인구,Statistics,2132566.0,2162426.0,2181416.0,2188649.0
충청남도 - 5년간 연평균 인구증감률,Statistics,0.5,0.2,0.1,0.3
충청남도 - 당해년 총인구,Statistics,2176636.0,2175960.0,2193214.0,2216332.0
충청북도 - 4년전 총인구,Statistics,1603404.0,1611009.0,1620935.0,1629343.0
충청북도 - 5년간 연평균 인구증감률,Statistics,0.4,0.2,0.1,0.2
충청북도 - 당해년 총인구,Statistics,1632088.0,1624764.0,1624993.0,1641481.0
칠곡군 - 4년전 총인구,Statistics,122613.0,121778.0,120983.0,118517.0
칠곡군 - 5년간 연평균 인구증감률,Statistics,-1.4,-1.5,-1.6,-1.3
칠곡군 - 당해년 총인구,Statistics,115756.0,114564.0,113549.0,112465.0
태백시 - 4년전 총인구,Statistics,45708.0,44733.0,43488.0,42474.0
태백시 - 5년간 연평균 인구증감률,Statistics,-2.4,-2.5,-2.6,-2.5
태백시 - 당해년 총인구,Statistics,41494.0,40395.0,39113.0,38425.0
태안군 - 4년전 총인구,Statistics,60641.0,61170.0,60948.0,60896.0
태안군 - 5년간 연평균 인구증감률,Statistics,0.1,-0.4,-0.1,-0.2
태안군 - 당해년 총인구,Statistics,60901.0,60285.0,60654.0,60516.0
통영시 - 4년전 총인구,Statistics,136035.0,132962.0,131407.0,129931.0
통영시 - 5년간 연평균 인구증감률,Statistics,-1.5,-1.6,-1.6,-1.6
통영시 - 당해년 총인구,Statistics,127984.0,124829.0,123006.0,121626.0
파주시 - 4년전 총인구,Statistics,423957.0,430650.0,447906.0,454328.0
파주시 - 5년간 연평균 인구증감률,Statistics,2.1,2.5,2.3,2.2
파주시 - 당해년 총인구,Statistics,460541.0,475212.0,490765.0,495339.0
평창군 - 4년전 총인구,Statistics,40470.0,40264.0,40025.0,39657.0
평창군 - 5년간 연평균 인구증감률,Statistics,-0.8,-1.0,-0.8,-0.4
평창군 - 당해년 총인구,Statistics,39258.0,38613.0,38699.0,38959.0
평택시 - 4년전 총인구,Statistics,472254.0,486077.0,504485.0,521172.0
평택시 - 5년간 연평균 인구증감률,Statistics,3.5,4.1,4.0,3.8
평택시 - 당해년 총인구,Statistics,542522.0,571838.0,590205.0,605678.0
포천시 - 4년전 총인구,Statistics,162698.0,161239.0,161564.0,159871.0
포천시 - 5년간 연평균 인구증감률,Statistics,-0.7,-0.6,0.3,-0.4
포천시 - 당해년 총인구,Statistics,157939.0,157602.0,163542.0,157111.0
포항시 - 4년전 총인구,Statistics,510360.0,506909.0,504382.0,502064.0
포항시 - 5년간 연평균 인구증감률,Statistics,-0.5,-0.3,-0.4,-0.4
포항시 - 당해년 총인구,Statistics,501109.0,501251.0,496608.0,493394.0
하남시 - 4년전 총인구,Statistics,195422.0,218994.0,238592.0,260544.0
하남시 - 5년간 연평균 인구증감률,Statistics,9.4,8.7,7.2,5.3
하남시 - 당해년 총인구,Statistics,279795.0,305470.0,315203.0,320562.0
하동군 - 4년전 총인구,Statistics,43927.0,43441.0,43001.0,42583.0
하동군 - 5년간 연평균 인구증감률,Statistics,-1.2,-1.9,-2.1,-2.1
하동군 - 당해년 총인구,Statistics,41772.0,40167.0,39542.0,39125.0
함안군 - 4년전 총인구,Statistics,68799.0,67906.0,67520.0,66611.0
함안군 - 5년간 연평균 인구증감률,Statistics,-1.3,-1.8,-1.9,-1.7
함안군 - 당해년 총인구,Statistics,65279.0,63233.0,62409.0,62173.0
함양군 - 4년전 총인구,Statistics,38076.0,37942.0,38005.0,37384.0
함양군 - 5년간 연평균 인구증감률,Statistics,-0.6,-0.9,-1.3,-1.3
함양군 - 당해년 총인구,Statistics,37114.0,36541.0,36017.0,35505.0
함평군 - 4년전 총인구,Statistics,30829.0,30948.0,30600.0,30556.0
함평군 - 5년간 연평균 인구증감률,Statistics,-0.6,-1.3,-1.3,-1.1
함평군 - 당해년 총인구,Statistics,30156.0,29369.0,29048.0,29259.0
합천군 - 4년전 총인구,Statistics,43813.0,43449.0,42856.0,42449.0
합천군 - 5년간 연평균 인구증감률,Statistics,-1.0,-1.7,-1.7,-1.7
합천군 - 당해년 총인구,Statistics,42140.0,40642.0,40082.0,39667.0
해남군 - 4년전 총인구,Statistics,68342.0,67123.0,66209.0,65175.0
해남군 - 5년간 연평균 인구증감률,Statistics,-1.2,-1.5,-1.5,-1.1
해남군 - 당해년 총인구,Statistics,65223.0,63242.0,62360.0,62459.0
해운대구 - 4년전 총인구,Statistics,408042.0,399363.0,396311.0,392846.0
해운대구 - 5년간 연평균 인구증감률,Statistics,-1.2,-0.8,-1.2,-1.4
해운대구 - 당해년 총인구,Statistics,389535.0,386064.0,377199.0,370849.0
홍성군 - 4년전 총인구,Statistics,100739.0,103048.0,103044.0,102791.0
홍성군 - 5년간 연평균 인구증감률,Statistics,0.5,-0.3,-0.7,-0.7
홍성군 - 당해년 총인구,Statistics,102757.0,101618.0,100339.0,100015.0
홍천군 - 4년전 총인구,Statistics,66791.0,67168.0,67177.0,66634.0
홍천군 - 5년간 연평균 인구증감률,Statistics,-0.1,-0.6,-0.7,-0.6
홍천군 - 당해년 총인구,Statistics,66587.0,65658.0,65215.0,65109.0
화성시 - 4년전 총인구,Statistics,655350.0,708569.0,777295.0,838635.0
화성시 - 5년간 연평균 인구증감률,Statistics,7.7,6.3,4.6,3.8
화성시 - 당해년 총인구,Statistics,880859.0,906381.0,931472.0,974156.0
화순군 - 4년전 총인구,Statistics,61018.0,60566.0,60040.0,59671.0
화순군 - 5년간 연평균 인구증감률,Statistics,-0.3,-0.2,-0.1,-0.1
화순군 - 당해년 총인구,Statistics,60247.0,60136.0,59822.0,59354.0
화천군 - 4년전 총인구,Statistics,24820.0,24625.0,23950.0,23425.0
화천군 - 5년간 연평균 인구증감률,Statistics,-1.1,-1.6,-1.5,-1.1
화천군 - 당해년 총인구,Statistics,23733.0,23092.0,22545.0,22372.0
횡성군 - 4년전 총인구,Statistics,42927.0,43211.0,44116.0,44431.0
횡성군 - 5년간 연평균 인구증감률,Statistics,1.0,0.9,0.4,0.8
횡성군 - 당해년 총인구,Statistics,44649.0,44712.0,44864.0,45789.0
