item,category,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
광양시 - 주민등록인구＜br＞(B),Statistics,137601.0,138098.0,138237.0,138865.0,141388.0,143461.0,145512.0,150725.0,150837.0,151621.0,152097.0,153587.0,155580.0,155857.0,156564.0,156750.0,151769.0,150531.0,152168.0,152666.0,154692.0
광주광역시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5
광주광역시 - 자동차등록대수＜br＞(A),Statistics,422389.0,436044.0,449911.0,462444.0,474105.0,494460.0,518477.0,535812.0,550821.0,568054.0,589334.0,611280.0,633375.0,649293.0,664316.0,676281.0,691740.0,700783.0,714401.0,723256.0,730751.0
광주광역시 - 주민등록인구＜br＞(B),Statistics,1401172.0,1401745.0,1407798.0,1413444.0,1422702.0,1433640.0,1454636.0,1463464.0,1469216.0,1472910.0,1475884.0,1472199.0,1469214.0,1463770.0,1459336.0,1456468.0,1450062.0,1441611.0,1431050.0,1419237.0,1408422.0
광주시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6
광주시 - 자동차등록대수＜br＞(A),Statistics,84305.0,89445.0,94640.0,100942.0,103397.0,106066.0,112446.0,120632.0,125977.0,132340.0,141345.0,151154.0,162368.0,173321.0,184892.0,191176.0,198991.0,205079.0,211044.0,214351.0,219175.0
광주시 - 주민등록인구＜br＞(B),Statistics,205641.0,214498.0,222048.0,229319.0,234777.0,238583.0,249789.0,265222.0,275656.0,286699.0,298858.0,312579.0,327723.0,345947.0,363782.0,372654.0,382054.0,387289.0,391462.0,391377.0,397605.0
광진구 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
광진구 - 자동차등록대수＜br＞(A),Statistics,91401.0,90003.0,90268.0,91159.0,91027.0,93547.0,92712.0,94340.0,94696.0,95205.0,94798.0,96092.0,97045.0,98631.0,100552.0,99299.0,98883.0,98371.0,98535.0,97627.0,96335.0
광진구 - 주민등록인구＜br＞(B),Statistics,380537.0,375613.0,374442.0,376572.0,375482.0,373998.0,375463.0,371936.0,371313.0,368927.0,363354.0,360369.0,357215.0,357703.0,355559.0,351350.0,346682.0,339996.0,337416.0,335554.0,331963.0
괴산군 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7
괴산군 - 자동차등록대수＜br＞(A),Statistics,12231.0,12558.0,13025.0,13447.0,13963.0,14863.0,15596.0,16560.0,17306.0,18020.0,18861.0,19948.0,20823.0,21558.0,22438.0,23011.0,24019.0,24184.0,24448.0,24835.0,25027.0
괴산군 - 주민등록인구＜br＞(B),Statistics,39586.0,38595.0,37570.0,36873.0,36566.0,36775.0,36827.0,37333.0,37713.0,38059.0,38351.0,38787.0,38973.0,39054.0,39133.0,39163.0,39393.0,38122.0,37055.0,36590.0,36252.0
구례군 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6
구례군 - 자동차등록대수＜br＞(A),Statistics,8161.0,8366.0,8568.0,8821.0,9004.0,9582.0,10194.0,10625.0,10828.0,11150.0,11653.0,12306.0,12908.0,13375.0,13834.0,13842.0,13928.0,14161.0,14286.0,14454.0,14503.0
구례군 - 주민등록인구＜br＞(B),Statistics,30232.0,29577.0,28837.0,28203.0,27703.0,27518.0,27375.0,27422.0,27077.0,27115.0,27170.0,27308.0,27412.0,27525.0,27117.0,26563.0,25719.0,25235.0,24655.0,24314.0,24025.0
구로구 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
구로구 - 자동차등록대수＜br＞(A),Statistics,118894.0,121394.0,127966.0,133588.0,135862.0,135589.0,138450.0,133631.0,130554.0,134093.0,137199.0,138272.0,140693.0,143960.0,144440.0,144465.0,145267.0,145874.0,148659.0,147818.0,145790.0
구로구 - 주민등록인구＜br＞(B),Statistics,416828.0,416405.0,419832.0,420542.0,420795.0,421967.0,423736.0,427468.0,427520.0,424964.0,425831.0,422092.0,417551.0,410742.0,404497.0,406664.0,404408.0,396754.0,395315.0,392405.0,388169.0
구리시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4
구리시 - 자동차등록대수＜br＞(A),Statistics,54880.0,55321.0,56406.0,58574.0,58751.0,59663.0,60436.0,60564.0,60095.0,59578.0,59806.0,61407.0,65687.0,69885.0,72868.0,72372.0,73503.0,73277.0,73929.0,74584.0,75141.0
구리시 - 주민등록인구＜br＞(B),Statistics,193438.0,192548.0,193847.0,196800.0,195874.0,195593.0,196398.0,194881.0,192341.0,189680.0,186820.0,186721.0,193763.0,200042.0,203553.0,199265.0,197454.0,191948.0,188701.0,187093.0,186882.0
구미시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6
구미시 - 자동차등록대수＜br＞(A),Statistics,130331.0,137883.0,145391.0,150466.0,152922.0,157559.0,165136.0,171521.0,176074.0,182615.0,188812.0,195007.0,200343.0,207633.0,212449.0,216166.0,220317.0,222104.0,224799.0,228803.0,232848.0
구미시 - 주민등록인구＜br＞(B),Statistics,365681.0,374614.0,386465.0,391897.0,393959.0,396419.0,404920.0,413446.0,416949.0,419428.0,420320.0,419915.0,419891.0,421799.0,421494.0,419742.0,416328.0,412581.0,408110.0,405506.0,404820.0
군산시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6
군산시 - 자동차등록대수＜br＞(A),Statistics,82304.0,84460.0,87244.0,90838.0,95156.0,99837.0,104684.0,109492.0,112842.0,116191.0,119751.0,124366.0,128250.0,130345.0,132780.0,134093.0,136647.0,139195.0,142173.0,144553.0,146691.0
군산시 - 주민등록인구＜br＞(B),Statistics,265168.0,263120.0,260989.0,260562.0,263845.0,266922.0,272601.0,275659.0,278341.0,278319.0,278098.0,278398.0,277551.0,274997.0,272645.0,270131.0,267859.0,265304.0,262467.0,259980.0,258047.0
군위군 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7
군위군 - 자동차등록대수＜br＞(A),Statistics,9446.0,9789.0,9948.0,10118.0,10291.0,10563.0,10889.0,11150.0,11482.0,11946.0,12424.0,13051.0,13709.0,14306.0,14567.0,14935.0,15249.0,15452.0,16040.0,16198.0,16080.0
군위군 - 주민등록인구＜br＞(B),Statistics,28825.0,27709.0,26687.0,25781.0,25309.0,24966.0,24736.0,24268.0,24119.0,24172.0,24170.0,24126.0,24171.0,24215.0,23919.0,23843.0,23256.0,22945.0,23340.0,22988.0,22463.0
군포시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
군포시 - 자동차등록대수＜br＞(A),Statistics,79265.0,81124.0,81509.0,82591.0,83364.0,84399.0,89272.0,90145.0,90413.0,91916.0,94648.0,96396.0,98576.0,99793.0,100865.0,101749.0,103583.0,103820.0,105326.0,105135.0,104120.0
군포시 - 주민등록인구＜br＞(B),Statistics,275761.0,277781.0,274569.0,275351.0,277590.0,275731.0,287833.0,287294.0,286841.0,286344.0,288408.0,287519.0,284890.0,281205.0,276916.0,275852.0,273791.0,268535.0,266213.0,261229.0,255931.0
금산군 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.7
금산군 - 자동차등록대수＜br＞(A),Statistics,19014.0,19737.0,20202.0,21159.0,21705.0,22592.0,23534.0,25546.0,25897.0,26317.0,27303.0,28220.0,28983.0,29371.0,29693.0,30122.0,30891.0,30969.0,31677.0,32675.0,33475.0
금산군 - 주민등록인구＜br＞(B),Statistics,60048.0,58378.0,57552.0,57690.0,56740.0,56220.0,56555.0,56030.0,55715.0,55441.0,55166.0,54879.0,54612.0,53894.0,53222.0,52257.0,51413.0,50477.0,50092.0,50093.0,49615.0
금정구 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
금정구 - 자동차등록대수＜br＞(A),Statistics,73954.0,73293.0,74390.0,75231.0,75735.0,76747.0,79487.0,81557.0,83390.0,84290.0,84656.0,85498.0,86881.0,88433.0,89403.0,88873.0,88521.0,88146.0,86596.0,85368.0,83656.0
금정구 - 주민등록인구＜br＞(B),Statistics,271046.0,264880.0,263338.0,258934.0,256398.0,252039.0,255419.0,254720.0,255692.0,253526.0,249856.0,246026.0,244624.0,244469.0,242956.0,239062.0,232666.0,228049.0,221256.0,215590.0,209932.0
금천구 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
금천구 - 자동차등록대수＜br＞(A),Statistics,70212.0,71177.0,71784.0,71205.0,71249.0,71691.0,72559.0,73986.0,75581.0,78934.0,80823.0,82684.0,84684.0,86427.0,87063.0,87581.0,88395.0,90169.0,91676.0,92139.0,91402.0
금천구 - 주민등록인구＜br＞(B),Statistics,259633.0,256902.0,253243.0,249108.0,247320.0,244835.0,245195.0,243438.0,243288.0,241020.0,238463.0,236284.0,235386.0,235154.0,233917.0,232810.0,231733.0,230811.0,229642.0,227481.0,225159.0
기장군 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5
기장군 - 자동차등록대수＜br＞(A),Statistics,25987.0,26646.0,26986.0,27931.0,29062.0,33142.0,38361.0,41370.0,44636.0,52260.0,58369.0,63816.0,67927.0,70842.0,73190.0,74623.0,81011.0,83953.0,86322.0,89626.0,91091.0
기장군 - 주민등록인구＜br＞(B),Statistics,79788.0,80104.0,79334.0,79565.0,81159.0,89384.0,102557.0,108095.0,114566.0,132507.0,144748.0,153093.0,158527.0,161651.0,164864.0,164716.0,174545.0,177125.0,178614.0,178729.0,175626.0
김제시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6
김제시 - 자동차등록대수＜br＞(A),Statistics,33248.0,33975.0,34763.0,35937.0,36461.0,37984.0,38880.0,39276.0,39862.0,40562.0,41719.0,42738.0,43867.0,44986.0,46083.0,46496.0,47273.0,47953.0,49719.0,50778.0,51780.0
김제시 - 주민등록인구＜br＞(B),Statistics,105195.0,102720.0,100238.0,97615.0,95807.0,94770.0,94346.0,93111.0,92317.0,91218.0,90108.0,88721.0,87782.0,86926.0,85331.0,83895.0,82450.0,80913.0,81455.0,81430.0,80635.0
김천시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6
김천시 - 자동차등록대수＜br＞(A),Statistics,46307.0,47735.0,48897.0,50117.0,50262.0,51304.0,53044.0,54688.0,56035.0,57832.0,60275.0,65243.0,68562.0,71147.0,72569.0,74070.0,76063.0,77837.0,79696.0,80788.0,81463.0
김천시 - 주민등록인구＜br＞(B),Statistics,143527.0,141632.0,139682.0,139084.0,138056.0,135918.0,136136.0,136185.0,135504.0,135259.0,135456.0,140132.0,142256.0,142908.0,141104.0,141229.0,140548.0,140239.0,139324.0,137515.0,135446.0
김포시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
김포시 - 자동차등록대수＜br＞(A),Statistics,80354.0,82065.0,84820.0,85870.0,90986.0,94686.0,99793.0,107634.0,119064.0,129466.0,142598.0,151905.0,163089.0,181655.0,201000.0,208802.0,228800.0,238330.0,242644.0,246989.0,250737.0
김포시 - 주민등록인구＜br＞(B),Statistics,208192.0,207229.0,207824.0,205997.0,220418.0,225805.0,238339.0,256994.0,287432.0,312305.0,340310.0,349990.0,363443.0,392092.0,423170.0,437221.0,473970.0,486508.0,484267.0,486172.0,486853.0
김해시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6
김해시 - 자동차등록대수＜br＞(A),Statistics,148859.0,158125.0,166269.0,176306.0,182154.0,192923.0,202402.0,210263.0,216799.0,224570.0,233388.0,242387.0,249818.0,257652.0,264302.0,274093.0,281502.0,285229.0,291364.0,297305.0,302661.0
김해시 - 주민등록인구＜br＞(B),Statistics,427432.0,443017.0,453728.0,464964.0,477572.0,492413.0,503348.0,507062.0,513260.0,522049.0,527240.0,528865.0,529422.0,532132.0,533672.0,542455.0,542338.0,537673.0,535129.0,533659.0,531676.0
나주시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6
나주시 - 자동차등록대수＜br＞(A),Statistics,31378.0,32571.0,33994.0,35386.0,36220.0,37250.0,38713.0,39726.0,40906.0,42339.0,45302.0,50391.0,54698.0,59172.0,63051.0,65414.0,67726.0,69733.0,71461.0,73464.0,74328.0
나주시 - 주민등록인구＜br＞(B),Statistics,99308.0,97980.0,96417.0,95439.0,92884.0,90875.0,90118.0,88243.0,88067.0,87754.0,90669.0,98182.0,104376.0,110110.0,113839.0,114664.0,115613.0,116726.0,116456.0,117377.0,116654.0
남구 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
남구 - 자동차등록대수＜br＞(A),Statistics,82137.0,83073.0,82781.0,83891.0,85389.0,87063.0,87450.0,89001.0,89108.0,91562.0,92022.0,94773.0,96101.0,96093.0,100410.0,99926.0,99590.0,100833.0,100690.0,101572.0,101865.0
남구 - 주민등록인구＜br＞(B),Statistics,304481.0,302257.0,297893.0,296666.0,298314.0,297963.0,298458.0,295121.0,291175.0,291770.0,286989.0,283101.0,278779.0,273854.0,279917.0,274480.0,267731.0,262069.0,256333.0,254185.0,254498.0
남동구 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6
남동구 - 자동차등록대수＜br＞(A),Statistics,121762.0,122055.0,126853.0,139837.0,148827.0,155581.0,161170.0,175054.0,185873.0,207600.0,228864.0,258433.0,265323.0,277016.0,294904.0,292455.0,305694.0,298754.0,288902.0,289210.0,283840.0
남동구 - 주민등록인구＜br＞(B),Statistics,384244.0,379310.0,390044.0,425217.0,450054.0,463414.0,473423.0,495469.0,503597.0,507021.0,514656.0,531395.0,530982.0,536578.0,537161.0,532704.0,525354.0,518272.0,506181.0,492415.0,486225.0
남양주시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5
남양주시 - 자동차등록대수＜br＞(A),Statistics,130117.0,140860.0,149072.0,159426.0,165401.0,175013.0,190271.0,197696.0,207299.0,217110.0,229990.0,244618.0,256286.0,265420.0,279147.0,290806.0,303129.0,317895.0,326650.0,329204.0,332401.0
남양주시 - 주민등록인구＜br＞(B),Statistics,418360.0,450054.0,470617.0,492347.0,505867.0,525211.0,564141.0,578485.0,599539.0,618305.0,636256.0,653454.0,662154.0,665321.0,681828.0,701830.0,713321.0,733798.0,737353.0,732265.0,732482.0
남원시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6
남원시 - 자동차등록대수＜br＞(A),Statistics,27234.0,27740.0,28232.0,28931.0,31209.0,32748.0,33979.0,38341.0,39848.0,39766.0,38233.0,38819.0,40730.0,42245.0,43790.0,45353.0,45576.0,45313.0,44881.0,44547.0,45185.0
남원시 - 주민등록인구＜br＞(B),Statistics,96243.0,93670.0,91265.0,89247.0,88356.0,87675.0,87775.0,87455.0,87000.0,86460.0,85643.0,84856.0,84188.0,83281.0,82554.0,81441.0,80662.0,79431.0,77948.0,76781.0,75647.0
남해군 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5
남해군 - 자동차등록대수＜br＞(A),Statistics,12528.0,12886.0,13194.0,14412.0,14486.0,15078.0,15442.0,16215.0,16427.0,16819.0,17328.0,17912.0,18493.0,19084.0,19538.0,19890.0,20383.0,20843.0,21369.0,21571.0,21723.0
남해군 - 주민등록인구＜br＞(B),Statistics,53129.0,51825.0,50792.0,55026.0,50698.0,50244.0,49328.0,50242.0,48223.0,47244.0,46638.0,45865.0,45129.0,44642.0,43990.0,43622.0,42958.0,42266.0,41579.0,40780.0,39832.0
노원구 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
노원구 - 자동차등록대수＜br＞(A),Statistics,151948.0,151189.0,151687.0,153190.0,153740.0,154801.0,155744.0,155244.0,153969.0,152927.0,152935.0,154645.0,155697.0,154708.0,153620.0,152071.0,152729.0,152285.0,152529.0,152510.0,151503.0
노원구 - 주민등록인구＜br＞(B),Statistics,628184.0,622003.0,618093.0,616753.0,615981.0,610616.0,611230.0,603930.0,597189.0,590479.0,582552.0,574583.0,567581.0,554403.0,543752.0,532905.0,523037.0,510956.0,503734.0,498213.0,491247.0
논산시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6
논산시 - 자동차등록대수＜br＞(A),Statistics,42048.0,43166.0,44198.0,45782.0,46858.0,48507.0,50047.0,51234.0,52168.0,53371.0,54950.0,56992.0,58892.0,60537.0,61597.0,62683.0,63534.0,64025.0,65041.0,65342.0,66030.0
논산시 - 주민등록인구＜br＞(B),Statistics,135572.0,134217.0,131466.0,129486.0,127797.0,127097.0,127507.0,127533.0,126653.0,125844.0,124784.0,124232.0,123213.0,122240.0,120230.0,118842.0,116675.0,114483.0,112617.0,110423.0,108529.0
단양군 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6
단양군 - 자동차등록대수＜br＞(A),Statistics,11407.0,11680.0,11801.0,12016.0,12240.0,12660.0,12997.0,13306.0,13513.0,13947.0,14337.0,14888.0,15529.0,15846.0,16432.0,16526.0,16635.0,16658.0,17033.0,17419.0,17642.0
단양군 - 주민등록인구＜br＞(B),Statistics,34743.0,34122.0,33346.0,32399.0,31929.0,31842.0,31817.0,31595.0,31253.0,31171.0,30948.0,30761.0,30503.0,30215.0,30255.0,29756.0,29155.0,28331.0,27767.0,27701.0,27352.0
달서구 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6
달서구 - 자동차등록대수＜br＞(A),Statistics,203711.0,207811.0,210470.0,216748.0,219945.0,226226.0,233699.0,237199.0,240180.0,246229.0,252307.0,259094.0,265918.0,268762.0,274665.0,280913.0,285020.0,286576.0,292185.0,293969.0,294049.0
달서구 - 주민등록인구＜br＞(B),Statistics,601467.0,595860.0,589041.0,591169.0,594616.0,598011.0,607083.0,606542.0,606557.0,610358.0,606433.0,602641.0,591891.0,578068.0,573413.0,568887.0,558631.0,544926.0,536989.0,527781.0,522021.0
달성군 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6
달성군 - 자동차등록대수＜br＞(A),Statistics,57854.0,59997.0,61315.0,62994.0,67382.0,70571.0,73013.0,75856.0,79430.0,81801.0,85226.0,92446.0,106785.0,122405.0,129120.0,134301.0,138584.0,142085.0,145163.0,146888.0,146603.0
달성군 - 주민등록인구＜br＞(B),Statistics,155905.0,158353.0,158314.0,160443.0,171001.0,176135.0,178899.0,180351.0,184366.0,184358.0,184902.0,192747.0,218268.0,243375.0,250543.0,256540.0,259339.0,262451.0,263162.0,262084.0,257580.0
담양군 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7
담양군 - 자동차등록대수＜br＞(A),Statistics,16765.0,17501.0,18413.0,19132.0,19278.0,20010.0,20586.0,21433.0,21952.0,22870.0,23807.0,24795.0,25636.0,26501.0,27190.0,27544.0,28290.0,29344.0,30208.0,30802.0,31218.0
담양군 - 주민등록인구＜br＞(B),Statistics,50613.0,50364.0,50332.0,50441.0,48347.0,47286.0,47808.0,47819.0,47612.0,47365.0,47177.0,47009.0,47229.0,47285.0,46917.0,46535.0,46280.0,46180.0,45792.0,45373.0,44623.0
당진시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.7
당진시 - 자동차등록대수＜br＞(A),Statistics,,,,,,,,,71031.0,74682.0,79210.0,83771.0,87828.0,91288.0,94251.0,96255.0,98704.0,101460.0,105477.0,109915.0,113337.0
당진시 - 주민등록인구＜br＞(B),Statistics,,,,,,,,,155104.0,159615.0,162844.0,165122.0,166630.0,167439.0,167770.0,167042.0,166249.0,167092.0,168253.0,170302.0,171931.0
대구광역시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
대구광역시 - 자동차등록대수＜br＞(A),Statistics,831854.0,848492.0,865077.0,881481.0,889127.0,909222.0,948764.0,985349.0,1010065.0,1039225.0,1072305.0,1106002.0,1130811.0,1157053.0,1178353.0,1190154.0,1219196.0,1211095.0,1230183.0,1258088.0,1262654.0
대구광역시 - 주민등록인구＜br＞(B),Statistics,2524712.0,2511306.0,2496115.0,2493261.0,2492724.0,2489781.0,2511676.0,2507271.0,2505644.0,2501588.0,2493264.0,2487829.0,2484557.0,2475231.0,2461769.0,2438031.0,2418346.0,2385412.0,2363691.0,2374960.0,2363629.0
대덕구 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6
대덕구 - 자동차등록대수＜br＞(A),Statistics,82417.0,83892.0,84250.0,84139.0,83140.0,83980.0,85003.0,85691.0,87213.0,88941.0,90072.0,91096.0,92117.0,91689.0,92203.0,90694.0,92854.0,93611.0,96237.0,95489.0,95453.0
대덕구 - 주민등록인구＜br＞(B),Statistics,226947.0,223287.0,217332.0,213275.0,211241.0,208147.0,207549.0,205339.0,205688.0,204360.0,201558.0,196839.0,192688.0,186902.0,181991.0,177031.0,176384.0,175046.0,172746.0,169853.0,168217.0
대전광역시 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5
대전광역시 - 자동차등록대수＜br＞(A),Statistics,491817.0,506961.0,521234.0,535697.0,539233.0,553857.0,572372.0,584435.0,594786.0,606283.0,621035.0,632954.0,648084.0,659619.0,669959.0,673899.0,686429.0,692702.0,707928.0,723374.0,737012.0
대전광역시 - 주민등록인구＜br＞(B),Statistics,1443471.0,1454638.0,1466158.0,1475659.0,1480895.0,1484180.0,1503664.0,1515603.0,1524583.0,1532811.0,1531809.0,1518775.0,1514370.0,1502227.0,1489936.0,1474870.0,1463882.0,1452251.0,1446072.0,1442216.0,1439157.0
도봉구 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
도봉구 - 자동차등록대수＜br＞(A),Statistics,93386.0,93322.0,93037.0,93583.0,93587.0,94116.0,93719.0,94426.0,93759.0,93700.0,94430.0,95851.0,97059.0,97323.0,97308.0,96435.0,95839.0,95631.0,95690.0,95127.0,94041.0
도봉구 - 주민등록인구＜br＞(B),Statistics,381939.0,381529.0,377534.0,375975.0,373936.0,369733.0,368298.0,365573.0,362270.0,358582.0,353709.0,351242.0,348220.0,344166.0,339413.0,333362.0,325257.0,317366.0,311694.0,306948.0,303228.0
동구 - 1인당 자동차등록대수＜br＞(A÷B),Statistics,0.2,0.3,0.3,0.3,0.3,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.6,0.6,0.6,0.7,0.5,0.6,0.6
