item,category,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
광산구 - 전년 총인구＜br＞(B),Statistics,254416.0,264734.0,277193.0,289370.0,298808.0,309829.0,315350.0,320395.0,325822.0,348512.0,369845.0,382380.0,392155.0,400613.0,406074.0,410543.0,413956.0,416285.0,417501.0,418776.0,417557.0,416012.0,413796.0
광양시 - 당해년 총인구＜br＞(A),Statistics,138468.0,138162.0,136753.0,138142.0,138730.0,139020.0,139735.0,142399.0,144628.0,146679.0,152167.0,152224.0,152995.0,153670.0,155117.0,157177.0,157403.0,158162.0,158437.0,153332.0,152026.0,153929.0,154770.0
광양시 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,0.27,-0.22,-1.02,1.02,0.43,0.21,0.51,1.91,1.57,1.42,3.74,0.04,0.51,0.44,0.94,1.33,0.14,0.48,0.17,-3.22,-0.85,1.25,0.55
광양시 - 전년 총인구＜br＞(B),Statistics,138097.0,138468.0,138162.0,136753.0,138142.0,138730.0,139020.0,139735.0,142399.0,144628.0,146679.0,152167.0,152224.0,152995.0,153670.0,155117.0,157177.0,157403.0,158162.0,158437.0,153332.0,152026.0,153929.0
광주광역시 - 당해년 총인구＜br＞(A),Statistics,1387360.0,1401525.0,1400683.0,1406915.0,1408106.0,1415953.0,1423460.0,1434625.0,1445828.0,1467996.0,1477570.0,1483708.0,1488467.0,1492948.0,1490654.0,1489134.0,1485049.0,1482151.0,1480293.0,1471385.0,1462545.0,1454017.0,1444585.0
광주광역시 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,0.88,1.02,-0.06,0.44,0.08,0.56,0.53,0.78,0.78,1.53,0.65,0.42,0.32,0.3,-0.15,-0.1,-0.27,-0.2,-0.13,-0.6,-0.6,-0.58,-0.65
광주광역시 - 전년 총인구＜br＞(B),Statistics,1375212.0,1387360.0,1401525.0,1400683.0,1406915.0,1408106.0,1415953.0,1423460.0,1434625.0,1445828.0,1467996.0,1477570.0,1483708.0,1488467.0,1492948.0,1490654.0,1489134.0,1485049.0,1482151.0,1480293.0,1471385.0,1462545.0,1454017.0
광주시 - 당해년 총인구＜br＞(A),Statistics,154808.0,177593.0,198086.0,212621.0,220705.0,229912.0,238044.0,244033.0,247957.0,259387.0,274814.0,284762.0,296383.0,309701.0,324056.0,339837.0,358371.0,376819.0,385640.0,393954.0,398225.0,402764.0,404270.0
광주시 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,9.73,14.72,11.54,7.34,3.8,4.17,3.54,2.52,1.61,4.61,5.95,3.62,4.08,4.49,4.64,4.87,5.45,5.15,2.34,2.16,1.08,1.14,0.37
광주시 - 전년 총인구＜br＞(B),Statistics,141077.0,154808.0,177593.0,198086.0,212621.0,220705.0,229912.0,238044.0,244033.0,247957.0,259387.0,274814.0,284762.0,296383.0,309701.0,324056.0,339837.0,358371.0,376819.0,385640.0,393954.0,398225.0,402764.0
광진구 - 당해년 총인구＜br＞(A),Statistics,390090.0,388478.0,388659.0,384681.0,380480.0,381540.0,386367.0,387254.0,386513.0,388775.0,386679.0,384269.0,381439.0,377375.0,375180.0,372104.0,372298.0,371063.0,366972.0,360109.0,352627.0,351252.0,351180.0
광진구 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,-0.75,-0.41,0.05,-1.02,-1.09,0.28,1.27,0.23,-0.19,0.59,-0.54,-0.62,-0.74,-1.07,-0.58,-0.82,0.05,-0.33,-1.1,-1.87,-2.08,-0.39,-0.02
광진구 - 전년 총인구＜br＞(B),Statistics,393055.0,390090.0,388478.0,388659.0,384681.0,380480.0,381540.0,386367.0,387254.0,386513.0,388775.0,386679.0,384269.0,381439.0,377375.0,375180.0,372104.0,372298.0,371063.0,366972.0,360109.0,352627.0,351252.0
괴산군 - 당해년 총인구＜br＞(A),Statistics,43220.0,42009.0,40722.0,39886.0,38916.0,37952.0,37308.0,37066.0,37273.0,37402.0,37932.0,38316.0,38675.0,39003.0,39477.0,39748.0,39854.0,40032.0,40149.0,40350.0,38947.0,37969.0,37804.0
괴산군 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,-2.79,-2.8,-3.06,-2.05,-2.43,-2.48,-1.7,-0.65,0.56,0.35,1.42,1.01,0.94,0.85,1.22,0.69,0.27,0.45,0.29,0.5,-3.48,-2.51,-0.43
괴산군 - 전년 총인구＜br＞(B),Statistics,44461.0,43220.0,42009.0,40722.0,39886.0,38916.0,37952.0,37308.0,37066.0,37273.0,37402.0,37932.0,38316.0,38675.0,39003.0,39477.0,39748.0,39854.0,40032.0,40149.0,40350.0,38947.0,37969.0
구례군 - 당해년 총인구＜br＞(A),Statistics,33031.0,31846.0,30600.0,30341.0,29687.0,28991.0,28382.0,27882.0,27698.0,27565.0,27615.0,27282.0,27315.0,27391.0,27536.0,27640.0,27770.0,27350.0,26784.0,25925.0,25423.0,24860.0,24524.0
구례군 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,-1.88,-3.59,-3.91,-0.85,-2.16,-2.34,-2.1,-1.76,-0.66,-0.48,0.18,-1.21,0.12,0.28,0.53,0.38,0.47,-1.51,-2.07,-3.21,-1.94,-2.21,-1.35
구례군 - 전년 총인구＜br＞(B),Statistics,33663.0,33031.0,31846.0,30600.0,30341.0,29687.0,28991.0,28382.0,27882.0,27698.0,27565.0,27615.0,27282.0,27315.0,27391.0,27536.0,27640.0,27770.0,27350.0,26784.0,25925.0,25423.0,24860.0
구로구 - 당해년 총인구＜br＞(A),Statistics,417453.0,415789.0,419438.0,424725.0,427119.0,436786.0,445095.0,448696.0,449613.0,452667.0,458908.0,454478.0,452168.0,457131.0,454604.0,449600.0,441559.0,438486.0,439371.0,432488.0,421163.0,418418.0,415651.0
구로구 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,3.13,-0.4,0.88,1.26,0.56,2.26,1.9,0.81,0.2,0.68,1.38,-0.97,-0.51,1.1,-0.55,-1.1,-1.79,-0.7,0.2,-1.57,-2.62,-0.65,-0.66
구로구 - 전년 총인구＜br＞(B),Statistics,404786.0,417453.0,415789.0,419438.0,424725.0,427119.0,436786.0,445095.0,448696.0,449613.0,452667.0,458908.0,454478.0,452168.0,457131.0,454604.0,449600.0,441559.0,438486.0,439371.0,432488.0,421163.0,418418.0
구리시 - 당해년 총인구＜br＞(A),Statistics,185494.0,193850.0,193842.0,194346.0,193532.0,195054.0,198238.0,197438.0,197132.0,197879.0,196341.0,193745.0,191029.0,188202.0,188155.0,195153.0,201459.0,204977.0,200755.0,198856.0,193351.0,190210.0,188634.0
구리시 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,9.11,4.5,0.0,0.26,-0.42,0.79,1.63,-0.4,-0.15,0.38,-0.78,-1.32,-1.4,-1.48,-0.02,3.72,3.23,1.75,-2.06,-0.95,-2.77,-1.62,-0.83
구리시 - 전년 총인구＜br＞(B),Statistics,170008.0,185494.0,193850.0,193842.0,194346.0,193532.0,195054.0,198238.0,197438.0,197132.0,197879.0,196341.0,193745.0,191029.0,188202.0,188155.0,195153.0,201459.0,204977.0,200755.0,198856.0,193351.0,190210.0
구미시 - 당해년 총인구＜br＞(A),Statistics,348489.0,354746.0,360221.0,370088.0,378560.0,391368.0,396884.0,398949.0,401222.0,409792.0,418744.0,422292.0,425388.0,426532.0,425792.0,425492.0,427248.0,426684.0,424719.0,420987.0,417161.0,413100.0,411366.0
구미시 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,2.19,1.8,1.54,2.74,2.29,3.38,1.41,0.52,0.57,2.14,2.18,0.85,0.73,0.27,-0.17,-0.07,0.41,-0.13,-0.46,-0.88,-0.91,-0.97,-0.42
구미시 - 전년 총인구＜br＞(B),Statistics,341034.0,348489.0,354746.0,360221.0,370088.0,378560.0,391368.0,396884.0,398949.0,401222.0,409792.0,418744.0,422292.0,425388.0,426532.0,425792.0,425492.0,427248.0,426684.0,424719.0,420987.0,417161.0,413100.0
군산시 - 당해년 총인구＜br＞(A),Statistics,277680.0,273086.0,269865.0,266541.0,264750.0,263194.0,263213.0,267146.0,270329.0,276166.0,279953.0,282762.0,282970.0,283320.0,283931.0,283041.0,280263.0,278345.0,276232.0,273651.0,271126.0,269270.0,268423.0
군산시 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,-0.32,-1.65,-1.18,-1.23,-0.67,-0.59,0.01,1.49,1.19,2.16,1.37,1.0,0.07,0.12,0.22,-0.31,-0.98,-0.68,-0.76,-0.93,-0.92,-0.68,-0.31
군산시 - 전년 총인구＜br＞(B),Statistics,278577.0,277680.0,273086.0,269865.0,266541.0,264750.0,263194.0,263213.0,267146.0,270329.0,276166.0,279953.0,282762.0,282970.0,283320.0,283931.0,283041.0,280263.0,278345.0,276232.0,273651.0,271126.0,269270.0
군위군 - 당해년 총인구＜br＞(A),Statistics,34293.0,31902.0,30067.0,29157.0,27984.0,26991.0,26176.0,25712.0,25377.0,25154.0,24699.0,24553.0,24681.0,24731.0,24702.0,24787.0,24780.0,24465.0,24381.0,23748.0,23370.0,23796.0,23515.0
군위군 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,4.42,-6.97,-5.75,-3.03,-4.02,-3.55,-3.02,-1.77,-1.3,-0.88,-1.81,-0.59,0.52,0.2,-0.12,0.34,-0.03,-1.27,-0.34,-2.6,-1.59,1.82,
군위군 - 전년 총인구＜br＞(B),Statistics,32842.0,34293.0,31902.0,30067.0,29157.0,27984.0,26991.0,26176.0,25712.0,25377.0,25154.0,24699.0,24553.0,24681.0,24731.0,24702.0,24787.0,24780.0,24465.0,24381.0,23748.0,23370.0,23796.0
군포시 - 당해년 총인구＜br＞(A),Statistics,270326.0,269889.0,276756.0,278680.0,280492.0,278049.0,279536.0,282434.0,280801.0,293263.0,292888.0,292201.0,292000.0,294987.0,294516.0,291662.0,287988.0,283876.0,282862.0,280039.0,274100.0,271745.0,267009.0
군포시 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,-0.36,-0.16,2.54,0.7,0.65,-0.87,0.53,1.04,-0.58,4.44,-0.13,-0.23,-0.07,1.02,-0.16,-0.97,-1.26,-1.43,-0.36,-1.0,-2.12,-0.86,-1.74
군포시 - 전년 총인구＜br＞(B),Statistics,271306.0,270326.0,269889.0,276756.0,278680.0,280492.0,278049.0,279536.0,282434.0,280801.0,293263.0,292888.0,292201.0,292000.0,294987.0,294516.0,291662.0,287988.0,283876.0,282862.0,280039.0,274100.0,271745.0
금산군 - 당해년 총인구＜br＞(A),Statistics,63345.0,61704.0,61256.0,60620.0,59014.0,58369.0,58583.0,57680.0,57209.0,57578.0,57036.0,56804.0,56671.0,56506.0,56417.0,56339.0,55807.0,55470.0,54596.0,53561.0,52422.0,52499.0,52994.0
금산군 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,-2.22,-2.59,-0.73,-1.04,-2.65,-1.09,0.37,-1.54,-0.82,0.65,-0.94,-0.41,-0.23,-0.29,-0.16,-0.14,-0.94,-0.6,-1.58,-1.9,-2.13,0.15,0.94
금산군 - 전년 총인구＜br＞(B),Statistics,64785.0,63345.0,61704.0,61256.0,60620.0,59014.0,58369.0,58583.0,57680.0,57209.0,57578.0,57036.0,56804.0,56671.0,56506.0,56417.0,56339.0,55807.0,55470.0,54596.0,53561.0,52422.0,52499.0
금정구 - 당해년 총인구＜br＞(A),Statistics,287730.0,280692.0,276834.0,271346.0,266329.0,264907.0,260844.0,258604.0,254272.0,257662.0,257090.0,258066.0,256015.0,252850.0,249465.0,248587.0,248589.0,247389.0,243535.0,236207.0,231710.0,225418.0,219952.0
금정구 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,-2.16,-2.45,-1.37,-1.98,-1.85,-0.53,-1.53,-0.86,-1.68,1.33,-0.22,0.38,-0.79,-1.24,-1.34,-0.35,0.0,-0.48,-1.56,-3.01,-1.9,-2.72,-2.42
금정구 - 전년 총인구＜br＞(B),Statistics,294081.0,287730.0,280692.0,276834.0,271346.0,266329.0,264907.0,260844.0,258604.0,254272.0,257662.0,257090.0,258066.0,256015.0,252850.0,249465.0,248587.0,248589.0,247389.0,243535.0,236207.0,231710.0,225418.0
금천구 - 당해년 총인구＜br＞(A),Statistics,263061.0,264004.0,267355.0,266047.0,263936.0,263989.0,264323.0,265244.0,263116.0,264544.0,264256.0,260734.0,258254.0,258030.0,256167.0,254654.0,253491.0,254021.0,251820.0,247835.0,244891.0,242818.0,241105.0
금천구 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,-2.12,0.36,1.27,-0.49,-0.79,0.02,0.13,0.35,-0.8,0.54,-0.11,-1.33,-0.95,-0.09,-0.72,-0.59,-0.46,0.21,-0.87,-1.58,-1.19,-0.85,-0.71
금천구 - 전년 총인구＜br＞(B),Statistics,268768.0,263061.0,264004.0,267355.0,266047.0,263936.0,263989.0,264323.0,265244.0,263116.0,264544.0,264256.0,260734.0,258254.0,258030.0,256167.0,254654.0,253491.0,254021.0,251820.0,247835.0,244891.0,242818.0
기장군 - 당해년 총인구＜br＞(A),Statistics,76721.0,76959.0,78431.0,80554.0,80841.0,80209.0,80438.0,82136.0,90380.0,103762.0,109495.0,116064.0,134060.0,146615.0,155164.0,160622.0,163649.0,166899.0,166679.0,176377.0,178926.0,180616.0,181164.0
기장군 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,2.54,0.31,1.91,2.71,0.36,-0.78,0.29,2.11,10.04,14.81,5.53,6.0,15.51,9.37,5.83,3.52,1.88,1.99,-0.13,5.82,1.45,0.94,0.3
기장군 - 전년 총인구＜br＞(B),Statistics,74824.0,76721.0,76959.0,78431.0,80554.0,80841.0,80209.0,80438.0,82136.0,90380.0,103762.0,109495.0,116064.0,134060.0,146615.0,155164.0,160622.0,163649.0,166899.0,166679.0,176377.0,178926.0,180616.0
김제시 - 당해년 총인구＜br＞(A),Statistics,115683.0,111462.0,111339.0,105900.0,103446.0,101252.0,98740.0,97012.0,95940.0,95557.0,94623.0,93970.0,92854.0,91869.0,90618.0,89747.0,88878.0,87329.0,85924.0,84326.0,82655.0,83628.0,84115.0
김제시 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,-0.45,-3.65,-0.11,-4.89,-2.32,-2.12,-2.48,-1.75,-1.11,-0.4,-0.98,-0.69,-1.19,-1.06,-1.36,-0.96,-0.97,-1.74,-1.61,-1.86,-1.98,1.18,0.58
김제시 - 전년 총인구＜br＞(B),Statistics,116211.0,115683.0,111462.0,111339.0,105900.0,103446.0,101252.0,98740.0,97012.0,95940.0,95557.0,94623.0,93970.0,92854.0,91869.0,90618.0,89747.0,88878.0,87329.0,85924.0,84326.0,82655.0,83628.0
김천시 - 당해년 총인구＜br＞(A),Statistics,151764.0,147760.0,151336.0,144587.0,142688.0,140922.0,140564.0,139871.0,137796.0,137837.0,137920.0,137052.0,136858.0,137158.0,141987.0,144254.0,145068.0,143480.0,143620.0,142757.0,142598.0,142112.0,140629.0
김천시 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,0.72,-2.64,2.42,-4.46,-1.31,-1.24,-0.25,-0.49,-1.48,0.03,0.06,-0.63,-0.14,0.22,3.52,1.6,0.56,-1.09,0.1,-0.6,-0.11,-0.34,-1.04
김천시 - 전년 총인구＜br＞(B),Statistics,150684.0,151764.0,147760.0,151336.0,144587.0,142688.0,140922.0,140564.0,139871.0,137796.0,137837.0,137920.0,137052.0,136858.0,137158.0,141987.0,144254.0,145068.0,143480.0,143620.0,142757.0,142598.0,142112.0
김포시 - 당해년 총인구＜br＞(A),Statistics,183156.0,196193.0,211515.0,216689.0,214901.0,217558.0,216931.0,231780.0,237566.0,250669.0,269168.0,299119.0,325543.0,355900.0,366773.0,381278.0,410432.0,443019.0,457556.0,492766.0,504267.0,504107.0,508800.0
김포시 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,10.69,7.12,7.81,2.45,-0.83,1.24,-0.29,6.85,2.5,5.52,7.38,11.13,8.83,9.33,3.06,3.95,7.65,7.94,3.28,7.7,2.33,-0.03,0.93
김포시 - 전년 총인구＜br＞(B),Statistics,165466.0,183156.0,196193.0,211515.0,216689.0,214901.0,217558.0,216931.0,231780.0,237566.0,250669.0,269168.0,299119.0,325543.0,355900.0,366773.0,381278.0,410432.0,443019.0,457556.0,492766.0,504267.0,504107.0
김해시 - 당해년 총인구＜br＞(A),Statistics,357149.0,393936.0,412894.0,433076.0,448796.0,461925.0,475093.0,490025.0,505056.0,517316.0,523177.0,528730.0,538181.0,544972.0,547387.0,547854.0,550758.0,552360.0,561468.0,559242.0,553719.0,553040.0,555084.0
김해시 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,2.9,10.3,4.81,4.89,3.63,2.93,2.85,3.14,3.07,2.43,1.13,1.06,1.79,1.26,0.44,0.09,0.53,0.29,1.65,-0.4,-0.99,-0.12,0.37
김해시 - 전년 총인구＜br＞(B),Statistics,347070.0,357149.0,393936.0,412894.0,433076.0,448796.0,461925.0,475093.0,490025.0,505056.0,517316.0,523177.0,528730.0,538181.0,544972.0,547387.0,547854.0,550758.0,552360.0,561468.0,559242.0,553719.0,553040.0
나주시 - 당해년 총인구＜br＞(A),Statistics,106431.0,103452.0,102377.0,100054.0,98770.0,97475.0,96670.0,94246.0,92236.0,91540.0,89906.0,89675.0,89462.0,92671.0,100250.0,106760.0,112674.0,116640.0,117445.0,118251.0,119367.0,119553.0,121298.0
나주시 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,-2.32,-2.8,-1.04,-2.27,-1.28,-1.31,-0.83,-2.51,-2.13,-0.75,-1.79,-0.26,-0.24,3.59,8.18,6.49,5.54,3.52,0.69,0.69,0.94,0.16,1.46
나주시 - 전년 총인구＜br＞(B),Statistics,108962.0,106431.0,103452.0,102377.0,100054.0,98770.0,97475.0,96670.0,94246.0,92236.0,91540.0,89906.0,89675.0,89462.0,92671.0,100250.0,106760.0,112674.0,116640.0,117445.0,118251.0,119367.0,119553.0
남구 - 당해년 총인구＜br＞(A),Statistics,303301.0,306150.0,308270.0,305595.0,303558.0,299518.0,298898.0,300966.0,301043.0,301904.0,298776.0,294673.0,295195.0,290137.0,286483.0,282624.0,278861.0,285635.0,280411.0,272754.0,267024.0,261871.0,260487.0
남구 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,1.08,0.94,0.69,-0.87,-0.67,-1.33,-0.21,0.69,0.03,0.29,-1.04,-1.37,0.18,-1.71,-1.26,-1.35,-1.33,2.43,-1.83,-2.73,-2.1,-1.93,-0.53
남구 - 전년 총인구＜br＞(B),Statistics,300075.0,303301.0,306150.0,308270.0,305595.0,303558.0,299518.0,298898.0,300966.0,301043.0,301904.0,298776.0,294673.0,295195.0,290137.0,286483.0,282624.0,278861.0,285635.0,280411.0,272754.0,267024.0,261871.0
남동구 - 당해년 총인구＜br＞(A),Statistics,413342.0,409537.0,402739.0,394401.0,388596.0,400950.0,436862.0,461808.0,474885.0,485594.0,507705.0,514436.0,518781.0,527253.0,543899.0,543038.0,548759.0,549691.0,545131.0,536938.0,529200.0,517473.0,504601.0
남동구 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,0.07,-0.92,-1.66,-2.07,-1.47,3.18,8.96,5.71,2.83,2.26,4.55,1.33,0.84,1.63,3.16,-0.16,1.05,0.17,-0.83,-1.5,-1.44,-2.22,-2.49
남동구 - 전년 총인구＜br＞(B),Statistics,413043.0,413342.0,409537.0,402739.0,394401.0,388596.0,400950.0,436862.0,461808.0,474885.0,485594.0,507705.0,514436.0,518781.0,527253.0,543899.0,543038.0,548759.0,549691.0,545131.0,536938.0,529200.0,517473.0
남양주시 - 당해년 총인구＜br＞(A),Statistics,376231.0,394202.0,405733.0,423073.0,454498.0,475733.0,497941.0,511603.0,530699.0,569756.0,583952.0,604864.0,623743.0,642192.0,659633.0,668696.0,672120.0,688965.0,709307.0,720462.0,740856.0,745116.0,740780.0
남양주시 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,4.69,4.78,2.93,4.27,7.43,4.67,4.67,2.74,3.73,7.36,2.49,3.58,3.12,2.96,2.72,1.37,0.51,2.51,2.95,1.57,2.83,0.58,-0.58
남양주시 - 전년 총인구＜br＞(B),Statistics,359388.0,376231.0,394202.0,405733.0,423073.0,454498.0,475733.0,497941.0,511603.0,530699.0,569756.0,583952.0,604864.0,623743.0,642192.0,659633.0,668696.0,672120.0,688965.0,709307.0,720462.0,740856.0,745116.0
남원시 - 당해년 총인구＜br＞(A),Statistics,104198.0,100677.0,102279.0,96603.0,94095.0,91886.0,89898.0,89123.0,88496.0,88563.0,88273.0,87797.0,87265.0,86509.0,85800.0,85140.0,84257.0,83566.0,82463.0,81615.0,80319.0,78910.0,77961.0
남원시 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,0.4,-3.38,1.59,-5.55,-2.6,-2.35,-2.16,-0.86,-0.7,0.08,-0.33,-0.54,-0.61,-0.87,-0.82,-0.77,-1.04,-0.82,-1.32,-1.03,-1.59,-1.75,-1.2
남원시 - 전년 총인구＜br＞(B),Statistics,103783.0,104198.0,100677.0,102279.0,96603.0,94095.0,91886.0,89898.0,89123.0,88496.0,88563.0,88273.0,87797.0,87265.0,86509.0,85800.0,85140.0,84257.0,83566.0,82463.0,81615.0,80319.0,78910.0
남해군 - 당해년 총인구＜br＞(A),Statistics,58039.0,56179.0,54591.0,53328.0,52048.0,51144.0,55423.0,51158.0,50767.0,49889.0,50874.0,48899.0,47977.0,47402.0,46711.0,45994.0,45476.0,44819.0,44483.0,43738.0,43015.0,42462.0,41797.0
남해군 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,-3.07,-3.2,-2.83,-2.31,-2.4,-1.74,8.37,-7.7,-0.76,-1.73,1.97,-3.88,-1.89,-1.2,-1.46,-1.53,-1.13,-1.44,-0.75,-1.67,-1.65,-1.29,-1.57
남해군 - 전년 총인구＜br＞(B),Statistics,59875.0,58039.0,56179.0,54591.0,53328.0,52048.0,51144.0,55423.0,51158.0,50767.0,49889.0,50874.0,48899.0,47977.0,47402.0,46711.0,45994.0,45476.0,44819.0,44483.0,43738.0,43015.0,42462.0
노원구 - 당해년 총인구＜br＞(A),Statistics,648615.0,643585.0,633934.0,630555.0,624855.0,621676.0,621192.0,620808.0,615161.0,615425.0,608062.0,600829.0,594027.0,586056.0,578221.0,571212.0,558075.0,548160.0,537303.0,527032.0,514946.0,508014.0,502925.0
노원구 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,2.29,-0.78,-1.5,-0.53,-0.9,-0.51,-0.08,-0.06,-0.91,0.04,-1.2,-1.19,-1.13,-1.34,-1.34,-1.21,-2.3,-1.78,-1.98,-1.91,-2.29,-1.35,-1.0
노원구 - 전년 총인구＜br＞(B),Statistics,634068.0,648615.0,643585.0,633934.0,630555.0,624855.0,621676.0,621192.0,620808.0,615161.0,615425.0,608062.0,600829.0,594027.0,586056.0,578221.0,571212.0,558075.0,548160.0,537303.0,527032.0,514946.0,508014.0
논산시 - 당해년 총인구＜br＞(A),Statistics,140793.0,138013.0,136541.0,136503.0,135210.0,132814.0,131365.0,130114.0,129597.0,130311.0,130710.0,129921.0,128965.0,128077.0,127735.0,127022.0,126192.0,124298.0,122981.0,120540.0,118184.0,117143.0,115826.0
논산시 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,-1.42,-1.97,-1.07,-0.03,-0.95,-1.77,-1.09,-0.95,-0.4,0.55,0.31,-0.6,-0.74,-0.69,-0.27,-0.56,-0.65,-1.5,-1.06,-1.98,-1.95,-0.88,-1.12
논산시 - 전년 총인구＜br＞(B),Statistics,142828.0,140793.0,138013.0,136541.0,136503.0,135210.0,132814.0,131365.0,130114.0,129597.0,130311.0,130710.0,129921.0,128965.0,128077.0,127735.0,127022.0,126192.0,124298.0,122981.0,120540.0,118184.0,117143.0
단양군 - 당해년 총인구＜br＞(A),Statistics,38797.0,37389.0,35827.0,34945.0,34356.0,33623.0,32684.0,32220.0,32126.0,32087.0,31861.0,31482.0,31390.0,31177.0,30998.0,30746.0,30449.0,30476.0,29970.0,29338.0,28509.0,27972.0,27977.0
단양군 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,-3.19,-3.63,-4.18,-2.46,-1.69,-2.13,-2.79,-1.42,-0.29,-0.12,-0.7,-1.19,-0.29,-0.68,-0.57,-0.81,-0.97,0.09,-1.66,-2.11,-2.83,-1.88,0.02
단양군 - 전년 총인구＜br＞(B),Statistics,40074.0,38797.0,37389.0,35827.0,34945.0,34356.0,33623.0,32684.0,32220.0,32126.0,32087.0,31861.0,31482.0,31390.0,31177.0,30998.0,30746.0,30449.0,30476.0,29970.0,29338.0,28509.0,27972.0
달서구 - 당해년 총인구＜br＞(A),Statistics,604371.0,610513.0,609106.0,606679.0,600852.0,595049.0,598035.0,601678.0,604938.0,614553.0,614437.0,614330.0,618613.0,615140.0,611460.0,600510.0,586532.0,582422.0,579352.0,568481.0,554629.0,547387.0,539175.0
달서구 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,1.86,1.02,-0.23,-0.4,-0.96,-0.97,0.5,0.61,0.54,1.59,-0.02,-0.02,0.7,-0.56,-0.6,-1.79,-2.33,-0.7,-0.53,-1.88,-2.44,-1.31,-1.5
달서구 - 전년 총인구＜br＞(B),Statistics,593311.0,604371.0,610513.0,609106.0,606679.0,600852.0,595049.0,598035.0,601678.0,604938.0,614553.0,614437.0,614330.0,618613.0,615140.0,611460.0,600510.0,586532.0,582422.0,579352.0,568481.0,554629.0,547387.0
달성군 - 당해년 총인구＜br＞(A),Statistics,158278.0,157797.0,160062.0,158208.0,160363.0,160693.0,162854.0,173361.0,178477.0,181623.0,183639.0,187668.0,188085.0,189346.0,197672.0,223585.0,248890.0,256345.0,262580.0,264680.0,267473.0,268788.0,268757.0
달성군 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,1.2,-0.3,1.44,-1.16,1.36,0.21,1.34,6.45,2.95,1.76,1.11,2.19,0.22,0.67,4.4,13.11,11.32,3.0,2.43,0.8,1.06,0.49,-0.01
달성군 - 전년 총인구＜br＞(B),Statistics,156405.0,158278.0,157797.0,160062.0,158208.0,160363.0,160693.0,162854.0,173361.0,178477.0,181623.0,183639.0,187668.0,188085.0,189346.0,197672.0,223585.0,248890.0,256345.0,262580.0,264680.0,267473.0,268788.0
담양군 - 당해년 총인구＜br＞(A),Statistics,53672.0,51954.0,51417.0,51081.0,50844.0,50865.0,51022.0,48949.0,47886.0,48448.0,48483.0,48361.0,48222.0,48191.0,48024.0,48300.0,48334.0,47952.0,47533.0,47199.0,47048.0,46854.0,46620.0
담양군 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,-3.22,-3.2,-1.03,-0.65,-0.46,0.04,0.31,-4.06,-2.17,1.17,0.07,-0.25,-0.29,-0.06,-0.35,0.57,0.07,-0.79,-0.87,-0.7,-0.32,-0.41,-0.5
담양군 - 전년 총인구＜br＞(B),Statistics,55459.0,53672.0,51954.0,51417.0,51081.0,50844.0,50865.0,51022.0,48949.0,47886.0,48448.0,48483.0,48361.0,48222.0,48191.0,48024.0,48300.0,48334.0,47952.0,47533.0,47199.0,47048.0,46854.0
당진시 - 당해년 총인구＜br＞(A),Statistics,,,,,,,,,,,,159005.0,163921.0,167892.0,170259.0,171870.0,172816.0,173544.0,173024.0,171699.0,172204.0,174079.0,177624.0
당진시 - 인구증가율＜br＞{(A-B)÷B}×100,Statistics,,,,,,,,,,,,3.25,3.09,2.42,1.41,0.95,0.55,0.42,-0.3,-0.77,0.29,1.09,2.04
당진시 - 전년 총인구＜br＞(B),Statistics,,,,,,,,,,,,,159005.0,163921.0,167892.0,170259.0,171870.0,172816.0,173544.0,173024.0,171699.0,172204.0,174079.0
