item,category,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
금산군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,13.0,12.0,11.0,11.0,20.0,13.0,7.0,5.0,5.0,11.0,6.0,6.0,1.0,2.0,5.0,6.0,4.0
금산군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,5.5,3.9,3.7,3.6,6.9,5.0,2.7,2.1,2.2,4.7,3.7,4.0,0.8,1.8,3.6,4.3,2.2
금산군 - 전체 교통사고발생건수＜br＞(B),Statistics,237.0,304.0,300.0,303.0,291.0,258.0,258.0,239.0,226.0,232.0,164.0,150.0,121.0,111.0,137.0,139.0,179.0
금정구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,37.0,49.0,63.0,81.0,45.0,39.0,25.0,35.0,43.0,41.0,37.0,87.0,69.0,68.0,72.0,66.0,75.0
금정구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.2,5.1,6.5,7.6,4.1,3.6,2.6,3.6,5.1,5.4,4.7,10.9,8.4,7.8,8.8,9.2,9.6
금정구 - 전체 교통사고발생건수＜br＞(B),Statistics,891.0,961.0,964.0,1071.0,1103.0,1079.0,979.0,984.0,846.0,758.0,792.0,801.0,819.0,871.0,816.0,718.0,779.0
금천구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,50.0,40.0,47.0,37.0,25.0,31.0,34.0,24.0,19.0,25.0,36.0,30.0,34.0,17.0,26.0,18.0,11.0
금천구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,5.2,3.7,4.2,3.3,2.5,3.3,3.3,2.6,2.4,3.0,3.9,3.3,4.2,2.1,3.1,2.1,1.4
금천구 - 전체 교통사고발생건수＜br＞(B),Statistics,961.0,1081.0,1123.0,1125.0,1017.0,939.0,1029.0,914.0,799.0,824.0,932.0,920.0,810.0,827.0,844.0,876.0,798.0
기장군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,16.0,16.0,33.0,14.0,20.0,15.0,12.0,15.0,13.0,13.0,12.0,6.0,7.0,13.0,9.0,11.0,9.0
기장군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.9,4.1,7.6,2.4,3.1,2.7,2.5,3.3,3.0,3.0,2.8,1.2,1.3,2.5,1.9,2.0,1.4
기장군 - 전체 교통사고발생건수＜br＞(B),Statistics,325.0,388.0,437.0,576.0,651.0,547.0,489.0,459.0,427.0,431.0,433.0,505.0,559.0,511.0,475.0,562.0,648.0
김제시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,37.0,39.0,32.0,31.0,32.0,35.0,17.0,19.0,14.0,23.0,17.0,17.0,18.0,19.0,12.0,13.0,6.0
김제시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,6.4,7.4,6.1,6.0,7.1,7.2,3.5,3.6,2.7,4.3,3.8,3.5,4.9,7.2,4.7,5.0,2.3
김제시 - 전체 교통사고발생건수＜br＞(B),Statistics,578.0,528.0,526.0,515.0,453.0,483.0,490.0,527.0,520.0,530.0,448.0,481.0,368.0,263.0,253.0,261.0,258.0
김천시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,53.0,54.0,53.0,39.0,21.0,36.0,27.0,36.0,33.0,47.0,39.0,28.0,29.0,40.0,10.0,11.0,12.0
김천시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,7.3,7.0,7.1,5.7,3.2,5.8,4.4,5.9,5.8,7.6,6.3,4.1,5.0,7.8,2.3,2.9,2.6
김천시 - 전체 교통사고발생건수＜br＞(B),Statistics,727.0,774.0,749.0,687.0,649.0,626.0,619.0,612.0,565.0,622.0,615.0,683.0,578.0,515.0,428.0,376.0,455.0
김포시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,71.0,77.0,55.0,54.0,43.0,64.0,39.0,41.0,39.0,49.0,25.0,39.0,29.0,35.0,40.0,45.0,49.0
김포시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,8.3,8.3,5.2,5.6,4.2,5.8,2.7,2.5,2.4,3.2,1.5,2.2,1.7,2.0,2.1,2.5,2.8
김포시 - 전체 교통사고발생건수＜br＞(B),Statistics,852.0,933.0,1061.0,969.0,1021.0,1098.0,1469.0,1621.0,1604.0,1515.0,1682.0,1792.0,1687.0,1775.0,1933.0,1796.0,1742.0
김해시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,141.0,154.0,100.0,103.0,118.0,88.0,80.0,92.0,78.0,55.0,63.0,44.0,57.0,53.0,60.0,91.0,45.0
김해시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,6.8,6.9,4.7,4.9,5.1,4.2,3.7,4.0,3.6,2.5,3.1,1.9,2.7,2.7,3.1,4.6,2.5
김해시 - 전체 교통사고발생건수＜br＞(B),Statistics,2088.0,2236.0,2149.0,2110.0,2322.0,2099.0,2154.0,2317.0,2161.0,2190.0,2052.0,2318.0,2105.0,1991.0,1924.0,1968.0,1777.0
나주시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,28.0,21.0,27.0,34.0,32.0,28.0,23.0,33.0,43.0,39.0,22.0,19.0,23.0,24.0,18.0,11.0,22.0
나주시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.5,2.7,3.1,4.5,4.6,4.0,3.5,5.2,6.7,6.0,3.4,2.9,4.7,5.4,4.5,2.1,3.5
나주시 - 전체 교통사고발생건수＜br＞(B),Statistics,797.0,776.0,859.0,755.0,699.0,697.0,649.0,639.0,645.0,651.0,643.0,646.0,493.0,447.0,403.0,530.0,634.0
남구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,42.0,51.0,26.0,18.0,28.0,18.0,19.0,45.0,39.0,19.0,29.0,16.0,17.0,11.0,10.0,19.0,66.0
남구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,6.3,6.2,2.6,1.8,2.9,2.2,2.2,5.1,4.7,2.3,3.6,1.8,2.2,1.6,1.4,2.4,8.4
남구 - 전체 교통사고발생건수＜br＞(B),Statistics,664.0,822.0,985.0,1021.0,951.0,825.0,859.0,886.0,833.0,825.0,797.0,901.0,762.0,705.0,711.0,805.0,786.0
남동구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,104.0,119.0,119.0,138.0,131.0,98.0,100.0,122.0,162.0,125.0,138.0,168.0,203.0,233.0,166.0,206.0,208.0
남동구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.8,5.5,5.6,6.2,6.1,5.2,5.0,6.2,8.4,7.6,8.1,8.7,11.1,15.1,10.6,13.0,13.1
남동구 - 전체 교통사고발생건수＜br＞(B),Statistics,2161.0,2155.0,2137.0,2233.0,2140.0,1890.0,1994.0,1979.0,1926.0,1641.0,1707.0,1937.0,1834.0,1542.0,1563.0,1580.0,1591.0
남양주시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,120.0,180.0,104.0,128.0,97.0,82.0,65.0,63.0,59.0,57.0,62.0,50.0,41.0,60.0,60.0,72.0,45.0
남양주시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,6.9,10.0,5.6,7.0,5.2,4.2,3.2,3.0,2.5,2.5,2.6,2.1,1.8,2.8,3.0,3.7,2.3
남양주시 - 전체 교통사고발생건수＜br＞(B),Statistics,1740.0,1808.0,1847.0,1834.0,1858.0,1944.0,2036.0,2124.0,2386.0,2303.0,2431.0,2411.0,2255.0,2136.0,1970.0,1942.0,1998.0
남원시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,15.0,14.0,16.0,10.0,7.0,3.0,14.0,12.0,6.0,9.0,5.0,4.0,5.0,5.0,1.0,3.0,
남원시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.6,3.2,3.7,2.5,1.6,0.7,3.6,3.4,1.8,3.1,1.6,1.3,1.8,1.7,0.4,1.1,
남원시 - 전체 교통사고발생건수＜br＞(B),Statistics,411.0,440.0,428.0,402.0,443.0,434.0,389.0,358.0,333.0,292.0,313.0,311.0,275.0,291.0,278.0,261.0,197.0
남해군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,7.0,8.0,6.0,3.0,1.0,7.0,5.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0
남해군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.3,3.2,2.7,1.3,0.5,2.8,2.2,1.0,2.0,1.1,1.6,1.6,1.4,1.0,1.8,1.4,0.6
남해군 - 전체 교통사고발생건수＜br＞(B),Statistics,211.0,249.0,224.0,225.0,189.0,247.0,228.0,209.0,200.0,188.0,187.0,192.0,207.0,194.0,167.0,148.0,156.0
노원구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,73.0,68.0,65.0,41.0,43.0,29.0,39.0,43.0,32.0,19.0,27.0,49.0,32.0,29.0,32.0,11.0,25.0
노원구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.2,3.7,3.9,2.7,2.6,1.9,2.6,2.9,2.1,1.3,1.7,2.9,2.2,2.1,2.3,0.8,1.9
노원구 - 전체 교통사고발생건수＜br＞(B),Statistics,1742.0,1829.0,1683.0,1529.0,1623.0,1522.0,1516.0,1459.0,1535.0,1499.0,1569.0,1703.0,1462.0,1413.0,1384.0,1366.0,1288.0
논산시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,27.0,24.0,39.0,24.0,38.0,34.0,28.0,27.0,35.0,28.0,21.0,28.0,20.0,21.0,29.0,23.0,39.0
논산시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.4,3.4,5.7,3.6,6.0,5.5,4.8,4.6,6.1,4.8,4.5,5.9,5.3,6.0,8.4,7.7,11.0
논산시 - 전체 교통사고발생건수＜br＞(B),Statistics,616.0,700.0,686.0,662.0,638.0,614.0,589.0,582.0,573.0,581.0,463.0,476.0,375.0,350.0,347.0,298.0,354.0
단양군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,4.0,2.0,2.0,1.0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,3.0,2.0,1.0
단양군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,2.6,1.6,1.5,0.6,1.3,3.2,2.2,1.3,0.8,1.4,0.7,0.6,0.7,4.1,2.0,2.0,0.7
단양군 - 전체 교통사고발생건수＜br＞(B),Statistics,155.0,125.0,137.0,157.0,152.0,154.0,138.0,158.0,130.0,143.0,135.0,157.0,145.0,147.0,147.0,100.0,134.0
달서구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,128.0,140.0,128.0,111.0,193.0,199.0,195.0,286.0,239.0,222.0,224.0,225.0,203.0,144.0,257.0,101.0,100.0
달서구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.1,4.4,3.8,3.3,5.8,6.0,5.4,8.2,7.7,7.1,7.2,6.1,6.3,4.8,10.0,4.3,4.6
달서구 - 전체 교통사고발생건수＜br＞(B),Statistics,3122.0,3192.0,3359.0,3377.0,3316.0,3327.0,3625.0,3493.0,3089.0,3123.0,3110.0,3679.0,3221.0,2991.0,2558.0,2323.0,2179.0
달성군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,38.0,27.0,35.0,35.0,46.0,24.0,27.0,58.0,39.0,16.0,23.0,18.0,19.0,26.0,15.0,24.0,12.0
달성군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,6.6,3.8,4.4,4.2,5.3,2.9,2.9,7.2,4.9,1.8,2.6,1.9,2.0,3.0,1.8,2.8,1.4
달성군 - 전체 교통사고발생건수＜br＞(B),Statistics,579.0,712.0,793.0,833.0,860.0,815.0,929.0,806.0,798.0,873.0,868.0,966.0,945.0,856.0,837.0,861.0,846.0
담양군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,8.0,7.0,5.0,7.0,6.0,8.0,9.0,7.0,2.0,5.0,3.0,2.0,2.0,1.0,5.0,5.0,5.0
담양군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.3,2.9,1.9,2.7,2.3,2.7,2.8,1.9,0.7,1.7,1.0,0.6,0.7,0.3,1.7,1.8,1.9
담양군 - 전체 교통사고발생건수＜br＞(B),Statistics,242.0,238.0,261.0,257.0,264.0,294.0,324.0,360.0,269.0,300.0,305.0,321.0,287.0,292.0,302.0,279.0,270.0
당진시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,,,,,61.0,72.0,43.0,53.0,33.0,18.0,33.0,29.0,26.0,29.0,23.0,24.0,41.0
당진시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,,,,,10.2,8.8,6.0,6.0,4.2,2.2,3.9,3.7,3.5,4.2,4.3,4.3,6.3
당진시 - 전체 교통사고발생건수＜br＞(B),Statistics,,,,,596.0,819.0,715.0,889.0,781.0,817.0,853.0,783.0,751.0,690.0,529.0,561.0,654.0
대구광역시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,591.0,642.0,579.0,582.0,852.0,682.0,710.0,1025.0,801.0,713.0,727.0,529.0,481.0,399.0,469.0,330.0,281.0
대구광역시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.3,4.5,4.0,4.0,5.9,5.0,4.9,7.2,6.1,5.5,5.5,3.6,3.7,3.3,4.2,3.0,2.7
대구광역시 - 전체 교통사고발생건수＜br＞(B),Statistics,13725.0,14412.0,14600.0,14679.0,14422.0,13680.0,14519.0,14228.0,13098.0,12970.0,13199.0,14536.0,12940.0,12133.0,11102.0,10929.0,10222.0
대덕구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,60.0,79.0,65.0,122.0,122.0,120.0,72.0,44.0,32.0,35.0,27.0,23.0,45.0,38.0,19.0,37.0,28.0
대덕구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,7.4,8.4,7.9,15.4,15.0,16.9,10.7,5.7,3.1,3.1,3.0,2.7,6.0,4.4,2.1,3.9,3.2
대덕구 - 전체 교통사고발생건수＜br＞(B),Statistics,814.0,936.0,824.0,794.0,816.0,708.0,673.0,776.0,1025.0,1145.0,897.0,855.0,752.0,862.0,923.0,959.0,866.0
대전광역시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,372.0,435.0,362.0,459.0,449.0,420.0,312.0,280.0,222.0,206.0,198.0,170.0,194.0,193.0,176.0,199.0,183.0
대전광역시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,6.7,7.2,6.2,7.6,8.0,7.7,5.3,4.1,2.9,2.7,2.6,2.0,2.7,2.7,2.6,2.7,2.4
대전광역시 - 전체 교통사고발생건수＜br＞(B),Statistics,5526.0,6004.0,5870.0,6062.0,5631.0,5462.0,5899.0,6901.0,7535.0,7767.0,7554.0,8337.0,7215.0,7027.0,6841.0,7398.0,7490.0
도봉구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,33.0,35.0,33.0,30.0,29.0,23.0,13.0,23.0,23.0,23.0,14.0,12.0,10.0,12.0,7.0,9.0,8.0
도봉구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.2,3.5,3.4,3.2,3.0,2.5,1.4,2.5,2.4,2.4,1.7,1.4,1.3,2.0,1.3,1.7,1.5
도봉구 - 전체 교통사고발생건수＜br＞(B),Statistics,1036.0,988.0,975.0,933.0,983.0,934.0,919.0,914.0,949.0,944.0,824.0,852.0,741.0,591.0,522.0,530.0,522.0
동구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,21.0,30.0,24.0,26.0,14.0,25.0,23.0,41.0,66.0,50.0,27.0,32.0,23.0,24.0,38.0,36.0,37.0
동구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.1,4.8,3.9,4.1,2.6,4.7,4.0,7.8,12.6,9.3,4.6,5.6,4.6,5.0,7.1,7.4,7.5
동구 - 전체 교통사고발생건수＜br＞(B),Statistics,507.0,630.0,621.0,639.0,549.0,529.0,574.0,528.0,524.0,537.0,587.0,574.0,495.0,484.0,539.0,487.0,495.0
동대문구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,52.0,62.0,43.0,45.0,56.0,44.0,45.0,45.0,34.0,40.0,33.0,29.0,20.0,24.0,18.0,23.0,19.0
동대문구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.1,3.1,2.3,2.5,3.0,2.2,2.4,2.2,1.7,2.3,1.9,1.9,1.4,1.7,1.2,1.4,1.3
동대문구 - 전체 교통사고발생건수＜br＞(B),Statistics,1678.0,1983.0,1834.0,1777.0,1881.0,1970.0,1848.0,2085.0,2051.0,1718.0,1699.0,1565.0,1448.0,1390.0,1534.0,1674.0,1520.0
동두천시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,21.0,18.0,22.0,18.0,25.0,19.0,15.0,11.0,10.0,5.0,6.0,8.0,6.0,6.0,5.0,4.0,9.0
동두천시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.6,4.1,4.3,4.4,5.3,4.3,3.2,2.2,2.6,1.3,1.5,1.9,1.8,1.7,1.8,1.3,2.5
동두천시 - 전체 교통사고발생건수＜br＞(B),Statistics,456.0,435.0,515.0,411.0,468.0,447.0,465.0,494.0,392.0,382.0,406.0,417.0,329.0,351.0,273.0,314.0,361.0
동래구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,62.0,53.0,61.0,53.0,62.0,40.0,44.0,39.0,14.0,32.0,27.0,20.0,23.0,15.0,17.0,21.0,22.0
동래구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,6.7,5.1,5.9,5.5,5.7,4.4,4.6,3.8,1.3,3.4,2.8,1.8,2.3,1.8,2.1,2.2,2.8
동래구 - 전체 교통사고발생건수＜br＞(B),Statistics,930.0,1033.0,1029.0,964.0,1085.0,916.0,960.0,1019.0,1056.0,943.0,952.0,1103.0,993.0,839.0,819.0,975.0,784.0
동작구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,38.0,42.0,44.0,69.0,59.0,33.0,37.0,36.0,21.0,26.0,18.0,18.0,22.0,26.0,17.0,18.0,15.0
동작구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.9,3.4,3.9,5.8,4.7,2.7,2.6,2.6,1.4,1.8,1.3,1.3,1.7,2.3,1.4,1.4,1.2
동작구 - 전체 교통사고발생건수＜br＞(B),Statistics,969.0,1233.0,1131.0,1192.0,1258.0,1233.0,1399.0,1386.0,1471.0,1409.0,1412.0,1406.0,1307.0,1148.0,1217.0,1242.0,1230.0
동해시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,11.0,10.0,14.0,7.0,11.0,19.0,12.0,10.0,9.0,15.0,6.0,5.0,2.0,10.0,6.0,6.0,9.0
동해시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,2.5,2.3,3.2,1.4,2.5,4.3,2.4,1.8,1.8,3.3,1.7,1.4,0.7,2.8,1.9,1.9,3.4
동해시 - 전체 교통사고발생건수＜br＞(B),Statistics,442.0,440.0,433.0,498.0,437.0,445.0,502.0,569.0,490.0,451.0,356.0,358.0,296.0,362.0,310.0,315.0,266.0
마포구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,55.0,57.0,81.0,67.0,74.0,83.0,87.0,65.0,56.0,53.0,42.0,31.0,16.0,33.0,45.0,74.0,85.0
마포구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.3,3.4,4.7,4.1,4.7,4.8,4.9,3.6,3.2,2.9,2.5,2.1,1.3,3.0,4.2,5.9,7.1
마포구 - 전체 교통사고발생건수＜br＞(B),Statistics,1673.0,1658.0,1726.0,1623.0,1561.0,1747.0,1759.0,1802.0,1768.0,1859.0,1671.0,1494.0,1272.0,1102.0,1065.0,1250.0,1201.0
목포시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,83.0,107.0,98.0,77.0,55.0,49.0,67.0,73.0,58.0,85.0,44.0,43.0,63.0,43.0,34.0,28.0,37.0
목포시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,5.4,6.1,6.3,5.8,3.9,3.5,4.7,4.6,4.4,5.8,3.0,2.4,3.8,3.1,2.5,2.3,3.1
목포시 - 전체 교통사고발생건수＜br＞(B),Statistics,1543.0,1759.0,1552.0,1336.0,1394.0,1399.0,1437.0,1595.0,1325.0,1458.0,1457.0,1818.0,1674.0,1385.0,1373.0,1207.0,1196.0
무안군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,9.0,13.0,20.0,8.0,3.0,6.0,14.0,8.0,3.0,8.0,8.0,8.0,14.0,12.0,7.0,11.0,8.0
무안군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,2.7,3.1,5.1,2.2,0.9,1.5,3.0,1.8,0.8,1.9,2.3,2.0,3.5,2.6,2.5,4.6,2.4
무안군 - 전체 교통사고발생건수＜br＞(B),Statistics,335.0,422.0,395.0,363.0,343.0,410.0,469.0,442.0,399.0,412.0,350.0,395.0,395.0,462.0,280.0,238.0,331.0
무주군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,3.0,3.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,7.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
무주군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,2.3,3.1,1.0,4.9,2.6,2.2,2.8,2.7,1.0,5.3,1.6,1.6,2.1,2.3,1.1,1.3,1.3
무주군 - 전체 교통사고발생건수＜br＞(B),Statistics,132.0,97.0,102.0,102.0,78.0,93.0,107.0,75.0,97.0,131.0,128.0,125.0,94.0,87.0,92.0,79.0,76.0
문경시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,14.0,8.0,12.0,16.0,11.0,11.0,6.0,10.0,7.0,1.0,5.0,7.0,6.0,1.0,4.0,3.0,1.0
문경시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.6,1.7,2.9,3.9,2.7,2.5,1.5,2.5,1.5,0.2,1.1,1.7,1.7,0.3,1.4,1.0,0.4
문경시 - 전체 교통사고발생건수＜br＞(B),Statistics,387.0,471.0,417.0,406.0,406.0,434.0,403.0,401.0,460.0,410.0,439.0,406.0,344.0,289.0,279.0,296.0,243.0
미추홀구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,,,,,,,,,,,81.0,61.0,87.0,204.0,134.0,167.0,167.0
미추홀구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,,,,,,,,,,,7.2,5.0,7.6,17.7,10.7,12.5,12.2
미추홀구 - 전체 교통사고발생건수＜br＞(B),Statistics,,,,,,,,,,,1127.0,1229.0,1141.0,1150.0,1250.0,1337.0,1364.0
밀양시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,24.0,43.0,27.0,24.0,33.0,22.0,15.0,27.0,20.0,14.0,16.0,52.0,27.0,33.0,27.0,28.0,26.0
밀양시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,5.3,8.7,5.8,4.6,6.1,4.7,3.0,5.5,4.1,3.5,4.3,9.8,5.4,6.9,5.6,6.2,5.4
밀양시 - 전체 교통사고발생건수＜br＞(B),Statistics,452.0,497.0,462.0,523.0,542.0,472.0,502.0,489.0,488.0,401.0,371.0,532.0,496.0,478.0,485.0,455.0,485.0
보령시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,25.0,31.0,28.0,18.0,27.0,29.0,28.0,22.0,19.0,27.0,15.0,9.0,12.0,14.0,7.0,6.0,6.0
보령시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.1,5.6,4.8,3.6,4.8,5.5,6.0,3.8,3.7,6.1,4.3,1.9,2.6,3.3,2.1,2.2,2.1
보령시 - 전체 교통사고발생건수＜br＞(B),Statistics,613.0,549.0,585.0,501.0,558.0,525.0,469.0,582.0,508.0,446.0,347.0,479.0,468.0,424.0,331.0,279.0,290.0
보성군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,10.0,10.0,8.0,7.0,6.0,6.0,2.0,3.0,2.0,2.0,4.0,5.0,6.0,1.0,2.0,5.0,1.0
보성군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.1,3.5,2.9,3.0,2.9,2.8,0.8,1.2,0.9,0.8,1.5,1.8,2.7,0.6,1.3,2.7,0.6
보성군 - 전체 교통사고발생건수＜br＞(B),Statistics,321.0,282.0,272.0,232.0,208.0,214.0,245.0,252.0,229.0,240.0,273.0,276.0,220.0,180.0,154.0,183.0,157.0
보은군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,9.0,9.0,5.0,4.0,11.0,6.0,4.0,3.0,2.0,1.0,5.0,2.0,5.0,5.0,6.0,4.0,5.0
보은군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.9,5.6,2.9,2.5,8.0,4.0,3.1,2.3,1.6,0.7,3.4,1.2,3.8,3.7,4.5,3.0,3.7
보은군 - 전체 교통사고발생건수＜br＞(B),Statistics,183.0,161.0,170.0,157.0,137.0,151.0,129.0,133.0,126.0,145.0,149.0,165.0,132.0,136.0,134.0,133.0,136.0
봉화군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,4.0,3.0,1.0,8.0,3.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,,2.0,3.0,,6.0
봉화군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,2.1,1.3,0.5,4.9,1.7,2.5,0.6,1.8,2.0,0.8,2.0,0.7,,2.4,3.0,,5.5
봉화군 - 전체 교통사고발생건수＜br＞(B),Statistics,188.0,223.0,194.0,163.0,174.0,161.0,162.0,167.0,152.0,122.0,149.0,149.0,136.0,83.0,99.0,121.0,109.0
부산광역시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,564.0,647.0,629.0,538.0,586.0,481.0,476.0,565.0,550.0,517.0,457.0,548.0,474.0,521.0,427.0,412.0,575.0
부산광역시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.7,4.6,4.5,3.9,4.0,3.8,3.8,4.4,4.5,4.4,3.8,4.2,4.0,4.6,3.9,3.7,5.1
부산광역시 - 전체 교통사고발생건수＜br＞(B),Statistics,12100.0,14082.0,13847.0,13893.0,14733.0,12606.0,12693.0,12757.0,12192.0,11753.0,11937.0,12992.0,11913.0,11339.0,10882.0,11003.0,11255.0
부산진구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,62.0,66.0,58.0,57.0,86.0,65.0,89.0,117.0,129.0,129.0,101.0,127.0,136.0,146.0,103.0,73.0,102.0
부산진구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.9,3.3,3.3,3.6,5.4,4.5,5.7,8.2,8.7,8.7,6.2,7.5,8.8,8.8,6.7,5.2,7.1
부산진구 - 전체 교통사고발생건수＜br＞(B),Statistics,1574.0,1988.0,1781.0,1595.0,1589.0,1450.0,1558.0,1431.0,1481.0,1482.0,1625.0,1688.0,1544.0,1662.0,1535.0,1392.0,1430.0
부안군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,17.0,11.0,15.0,13.0,12.0,17.0,11.0,10.0,9.0,9.0,9.0,15.0,6.0,3.0,2.0,2.0,4.0
부안군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,5.3,3.2,4.0,3.1,2.9,4.1,3.1,2.6,2.6,2.8,3.2,5.0,2.8,1.5,1.4,1.2,2.3
부안군 - 전체 교통사고발생건수＜br＞(B),Statistics,318.0,343.0,377.0,422.0,413.0,416.0,352.0,381.0,340.0,327.0,281.0,298.0,213.0,200.0,140.0,168.0,177.0
부여군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,8.0,8.0,7.0,14.0,14.0,5.0,8.0,13.0,9.0,5.0,3.0,3.0,6.0,6.0,7.0,10.0,9.0
