item,category,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
부여군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,2.6,2.9,1.7,4.5,5.6,2.0,2.7,4.0,4.2,2.2,1.4,1.4,3.0,3.1,3.5,4.2,4.0
부여군 - 전체 교통사고발생건수＜br＞(B),Statistics,303.0,272.0,416.0,313.0,248.0,245.0,294.0,326.0,214.0,228.0,222.0,222.0,201.0,193.0,198.0,237.0,226.0
부천시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,150.0,163.0,171.0,129.0,136.0,149.0,85.0,144.0,145.0,130.0,121.0,110.0,104.0,73.0,68.0,72.0,71.0
부천시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,5.6,5.3,5.6,4.1,4.4,5.0,2.8,4.3,4.7,4.3,3.7,3.0,3.1,2.1,2.0,2.1,2.3
부천시 - 전체 교통사고발생건수＜br＞(B),Statistics,2693.0,3067.0,3076.0,3171.0,3097.0,3000.0,3080.0,3362.0,3080.0,3037.0,3236.0,3667.0,3364.0,3436.0,3457.0,3478.0,3115.0
부평구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,135.0,140.0,114.0,129.0,110.0,100.0,81.0,77.0,82.0,72.0,79.0,41.0,42.0,158.0,102.0,120.0,140.0
부평구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,6.5,6.1,5.8,6.9,5.8,6.5,5.2,5.3,5.6,5.6,7.1,3.2,3.0,10.7,8.2,10.0,11.2
부평구 - 전체 교통사고발생건수＜br＞(B),Statistics,2088.0,2289.0,1970.0,1859.0,1895.0,1528.0,1550.0,1447.0,1474.0,1276.0,1109.0,1278.0,1412.0,1472.0,1239.0,1201.0,1246.0
북구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,22.0,50.0,34.0,25.0,24.0,23.0,23.0,27.0,19.0,19.0,15.0,17.0,14.0,23.0,14.0,9.0,4.0
북구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,2.8,5.7,4.3,3.6,2.9,3.2,3.4,3.6,2.4,2.6,2.2,2.4,2.0,4.1,3.1,1.6,0.6
북구 - 전체 교통사고발생건수＜br＞(B),Statistics,784.0,874.0,798.0,704.0,837.0,722.0,679.0,749.0,793.0,742.0,688.0,701.0,694.0,566.0,447.0,562.0,680.0
사상구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,46.0,56.0,56.0,41.0,47.0,46.0,51.0,60.0,72.0,74.0,46.0,99.0,55.0,65.0,35.0,14.0,34.0
사상구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.0,4.2,4.3,3.4,3.8,4.2,5.6,6.3,7.2,8.1,5.0,9.0,6.0,9.2,6.0,2.2,5.4
사상구 - 전체 교통사고발생건수＜br＞(B),Statistics,1163.0,1333.0,1304.0,1198.0,1246.0,1093.0,905.0,955.0,999.0,919.0,914.0,1100.0,921.0,705.0,579.0,649.0,631.0
사천시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,40.0,57.0,53.0,47.0,57.0,43.0,51.0,40.0,25.0,24.0,25.0,37.0,27.0,29.0,59.0,52.0,14.0
사천시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,6.1,7.5,7.0,6.3,8.1,6.3,6.8,5.2,4.3,3.6,4.1,5.5,4.3,4.9,10.0,9.4,2.8
사천시 - 전체 교통사고발생건수＜br＞(B),Statistics,651.0,761.0,762.0,751.0,705.0,684.0,754.0,773.0,579.0,663.0,607.0,668.0,624.0,597.0,592.0,551.0,504.0
사하구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,37.0,44.0,40.0,30.0,51.0,35.0,30.0,24.0,20.0,15.0,16.0,18.0,18.0,19.0,14.0,17.0,25.0
사하구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.1,3.5,3.6,2.8,3.5,3.1,2.7,2.1,1.9,1.4,1.6,1.6,1.9,2.2,1.5,2.0,2.6
사하구 - 전체 교통사고발생건수＜br＞(B),Statistics,1195.0,1256.0,1102.0,1076.0,1453.0,1118.0,1111.0,1159.0,1059.0,1056.0,1003.0,1110.0,969.0,876.0,916.0,830.0,946.0
산청군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,8.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,2.0,,,2.0
산청군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.9,1.3,1.8,1.4,2.7,3.0,1.3,2.0,0.6,2.4,2.2,0.6,0.5,1.1,,,1.5
산청군 - 전체 교통사고발생건수＜br＞(B),Statistics,162.0,152.0,164.0,144.0,150.0,165.0,159.0,152.0,159.0,164.0,183.0,173.0,183.0,180.0,151.0,200.0,135.0
삼척시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,11.0,9.0,13.0,11.0,13.0,4.0,3.0,6.0,4.0,5.0,10.0,16.0,12.0,13.0,9.0,12.0,2.0
삼척시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.0,2.4,4.0,3.1,3.6,1.0,0.7,1.5,0.9,1.4,2.7,3.9,3.4,5.1,4.3,6.0,1.0
삼척시 - 전체 교통사고발생건수＜br＞(B),Statistics,370.0,372.0,329.0,351.0,364.0,406.0,414.0,412.0,447.0,363.0,365.0,414.0,356.0,257.0,209.0,200.0,201.0
상주시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,12.0,27.0,14.0,5.0,8.0,7.0,15.0,34.0,17.0,24.0,19.0,9.0,13.0,7.0,8.0,3.0,5.0
상주시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,2.3,4.7,2.3,1.1,1.6,1.2,2.9,5.6,2.9,4.3,3.1,1.4,2.4,1.4,1.8,0.7,1.3
상주시 - 전체 교통사고발생건수＜br＞(B),Statistics,533.0,580.0,609.0,450.0,488.0,607.0,520.0,610.0,585.0,554.0,604.0,630.0,544.0,492.0,445.0,432.0,375.0
서구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,20.0,24.0,18.0,15.0,10.0,14.0,9.0,11.0,6.0,2.0,6.0,4.0,10.0,6.0,7.0,7.0,7.0
서구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.6,4.8,3.5,3.1,2.4,3.9,2.0,2.1,1.4,0.5,1.3,0.8,2.0,1.4,1.6,1.6,1.7
서구 - 전체 교통사고발생건수＜br＞(B),Statistics,439.0,501.0,512.0,481.0,414.0,359.0,458.0,514.0,440.0,441.0,452.0,474.0,488.0,433.0,445.0,440.0,424.0
서귀포시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,18.0,17.0,17.0,24.0,34.0,28.0,19.0,24.0,37.0,36.0,14.0,10.0,24.0,24.0,29.0,24.0,21.0
서귀포시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,2.1,1.8,2.0,2.8,3.5,2.5,1.6,1.9,2.9,2.7,1.1,0.8,2.1,1.8,2.3,2.0,1.9
서귀포시 - 전체 교통사고발생건수＜br＞(B),Statistics,848.0,943.0,871.0,860.0,976.0,1108.0,1154.0,1263.0,1263.0,1347.0,1236.0,1273.0,1151.0,1311.0,1249.0,1210.0,1110.0
서대문구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,36.0,40.0,37.0,33.0,40.0,30.0,29.0,32.0,29.0,20.0,15.0,20.0,19.0,25.0,26.0,22.0,18.0
서대문구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.3,3.2,3.2,3.1,3.8,2.8,2.6,3.0,2.6,1.9,1.5,1.8,2.0,2.7,2.7,2.4,2.2
서대문구 - 전체 교통사고발생건수＜br＞(B),Statistics,1081.0,1231.0,1141.0,1061.0,1041.0,1081.0,1122.0,1071.0,1135.0,1032.0,1033.0,1113.0,928.0,930.0,974.0,916.0,818.0
서산시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,63.0,63.0,70.0,59.0,75.0,66.0,42.0,58.0,38.0,38.0,59.0,65.0,52.0,24.0,33.0,37.0,27.0
서산시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,10.6,9.1,9.6,8.5,11.2,9.4,5.7,8.3,5.6,4.9,7.4,7.7,7.1,3.6,5.4,5.4,3.7
서산시 - 전체 교통사고발생건수＜br＞(B),Statistics,596.0,693.0,732.0,693.0,670.0,700.0,739.0,699.0,680.0,774.0,797.0,839.0,737.0,667.0,615.0,683.0,725.0
서울특별시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,1409.0,1461.0,1378.0,1451.0,1474.0,1126.0,1049.0,1072.0,790.0,733.0,789.0,721.0,751.0,824.0,806.0,863.0,749.0
서울특별시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.4,3.3,3.3,3.6,3.6,2.9,2.6,2.6,2.0,1.9,2.0,1.8,2.1,2.4,2.4,2.6,2.2
서울특별시 - 전체 교통사고발생건수＜br＞(B),Statistics,41702.0,44320.0,41662.0,40451.0,40829.0,39439.0,40792.0,41665.0,40039.0,38625.0,38795.0,39258.0,35227.0,33913.0,33698.0,33811.0,33465.0
서천군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,18.0,11.0,14.0,8.0,13.0,1.0,12.0,7.0,5.0,7.0,5.0,4.0,5.0,5.0,7.0,4.0,2.0
서천군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.8,3.0,4.0,2.2,3.7,0.3,3.6,2.0,1.3,1.9,1.5,1.2,1.7,2.0,2.6,1.8,1.0
서천군 - 전체 교통사고발생건수＜br＞(B),Statistics,377.0,372.0,348.0,359.0,355.0,309.0,337.0,350.0,387.0,361.0,326.0,323.0,289.0,256.0,274.0,226.0,210.0
서초구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,103.0,124.0,103.0,115.0,98.0,87.0,119.0,69.0,61.0,61.0,73.0,58.0,66.0,77.0,78.0,137.0,91.0
서초구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,5.2,5.6,4.8,5.6,4.7,4.2,5.4,3.2,2.6,2.6,2.9,2.4,2.9,3.6,3.4,6.3,4.5
서초구 - 전체 교통사고발생건수＜br＞(B),Statistics,1985.0,2228.0,2152.0,2048.0,2090.0,2055.0,2217.0,2160.0,2313.0,2361.0,2478.0,2418.0,2250.0,2118.0,2264.0,2168.0,2027.0
성남시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,247.0,269.0,268.0,220.0,252.0,214.0,181.0,129.0,106.0,107.0,143.0,82.0,97.0,88.0,91.0,121.0,100.0
성남시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,9.0,9.2,9.5,7.5,7.6,7.2,5.1,3.5,2.8,2.9,3.7,2.2,2.7,2.6,2.5,3.2,2.9
성남시 - 전체 교통사고발생건수＜br＞(B),Statistics,2759.0,2939.0,2819.0,2926.0,3317.0,2981.0,3577.0,3729.0,3740.0,3742.0,3834.0,3801.0,3640.0,3398.0,3599.0,3838.0,3487.0
성동구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,24.0,37.0,19.0,37.0,23.0,25.0,26.0,29.0,15.0,7.0,24.0,11.0,15.0,18.0,19.0,8.0,12.0
성동구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,2.1,2.9,1.7,3.2,2.3,2.3,2.2,2.4,1.4,0.7,2.1,1.0,1.3,1.7,2.0,0.9,1.3
성동구 - 전체 교통사고발생건수＜br＞(B),Statistics,1141.0,1271.0,1097.0,1154.0,986.0,1100.0,1189.0,1227.0,1099.0,1076.0,1143.0,1091.0,1119.0,1057.0,948.0,919.0,919.0
성북구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,56.0,68.0,42.0,48.0,39.0,43.0,29.0,35.0,25.0,29.0,29.0,15.0,19.0,26.0,17.0,13.0,8.0
성북구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.1,3.6,2.6,3.1,2.5,2.8,1.7,2.1,1.5,1.9,2.0,1.0,1.5,2.0,1.3,1.0,0.6
성북구 - 전체 교통사고발생건수＜br＞(B),Statistics,1781.0,1905.0,1611.0,1569.0,1572.0,1536.0,1664.0,1680.0,1618.0,1557.0,1427.0,1509.0,1275.0,1285.0,1288.0,1256.0,1286.0
성주군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,12.0,13.0,8.0,9.0,8.0,7.0,7.0,8.0,10.0,11.0,10.0,9.0,9.0,14.0,7.0,2.0,1.0
성주군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.0,4.3,2.6,3.3,2.7,2.4,2.6,3.2,4.0,4.2,3.6,3.1,3.5,5.7,2.5,0.9,0.5
성주군 - 전체 교통사고발생건수＜br＞(B),Statistics,303.0,301.0,306.0,271.0,299.0,286.0,267.0,251.0,249.0,259.0,277.0,289.0,254.0,247.0,278.0,224.0,202.0
세종특별자치시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,,,,,18.0,23.0,16.0,27.0,24.0,29.0,19.0,15.0,19.0,21.0,28.0,38.0,23.0
세종특별자치시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,,,,,8.3,5.2,3.3,5.0,4.6,3.9,2.4,1.6,2.3,2.7,3.0,3.3,1.9
세종특별자치시 - 전체 교통사고발생건수＜br＞(B),Statistics,,,,,218.0,445.0,482.0,536.0,521.0,746.0,795.0,922.0,813.0,788.0,932.0,1166.0,1231.0
속초시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,20.0,31.0,27.0,18.0,20.0,22.0,24.0,19.0,15.0,13.0,15.0,8.0,16.0,11.0,8.0,6.0,3.0
속초시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.4,4.8,4.4,3.2,3.6,4.0,4.7,3.7,3.0,2.8,3.5,2.0,3.6,2.9,1.9,1.7,0.9
속초시 - 전체 교통사고발생건수＜br＞(B),Statistics,585.0,646.0,612.0,560.0,549.0,545.0,514.0,519.0,499.0,460.0,433.0,391.0,446.0,384.0,413.0,362.0,338.0
송파구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,76.0,83.0,85.0,74.0,119.0,81.0,58.0,41.0,47.0,34.0,36.0,30.0,32.0,37.0,29.0,34.0,26.0
송파구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,2.9,3.0,3.3,2.9,4.2,3.3,2.2,1.5,1.8,1.2,1.3,1.0,1.2,1.4,1.1,1.3,1.0
송파구 - 전체 교통사고발생건수＜br＞(B),Statistics,2622.0,2739.0,2573.0,2554.0,2844.0,2473.0,2608.0,2687.0,2598.0,2758.0,2860.0,2892.0,2595.0,2607.0,2581.0,2614.0,2500.0
수성구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,96.0,125.0,104.0,137.0,99.0,56.0,56.0,142.0,77.0,96.0,101.0,43.0,32.0,32.0,25.0,31.0,27.0
수성구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.9,6.1,5.0,6.1,4.7,2.8,2.5,6.7,3.9,4.8,5.0,1.8,1.5,1.5,1.2,1.6,1.5
수성구 - 전체 교통사고발생건수＜br＞(B),Statistics,1949.0,2066.0,2071.0,2231.0,2115.0,2016.0,2203.0,2120.0,1971.0,1987.0,2016.0,2436.0,2135.0,2136.0,2005.0,1900.0,1817.0
수영구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,35.0,40.0,26.0,31.0,27.0,31.0,39.0,43.0,33.0,33.0,30.0,21.0,22.0,19.0,16.0,27.0,63.0
수영구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,6.1,6.0,3.6,3.8,3.4,4.5,5.4,5.7,4.9,4.9,4.2,2.7,3.3,2.9,2.2,3.5,7.5
수영구 - 전체 교통사고발생건수＜br＞(B),Statistics,573.0,665.0,726.0,826.0,797.0,690.0,723.0,756.0,680.0,668.0,710.0,791.0,666.0,664.0,717.0,764.0,838.0
수원시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,259.0,257.0,204.0,227.0,230.0,191.0,172.0,185.0,213.0,235.0,261.0,271.0,233.0,212.0,216.0,182.0,285.0
수원시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,6.6,6.1,5.0,5.5,5.1,4.2,3.6,3.5,4.2,4.9,5.2,5.5,5.2,4.6,4.6,3.8,6.0
수원시 - 전체 교통사고발생건수＜br＞(B),Statistics,3939.0,4189.0,4110.0,4160.0,4483.0,4513.0,4764.0,5233.0,5121.0,4842.0,4997.0,4920.0,4480.0,4615.0,4705.0,4744.0,4720.0
순창군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,2.0,2.0,3.0,2.0,,3.0,1.0,3.0,1.0,2.0,5.0,,3.0,3.0,3.0,1.0,1.0
순창군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,1.9,1.7,2.5,1.6,,2.2,0.7,2.1,0.8,1.3,4.2,,2.8,2.7,2.9,1.1,0.9
순창군 - 전체 교통사고발생건수＜br＞(B),Statistics,107.0,121.0,119.0,129.0,122.0,137.0,146.0,146.0,128.0,154.0,120.0,110.0,109.0,110.0,103.0,95.0,117.0
순천시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,80.0,99.0,108.0,64.0,75.0,87.0,107.0,135.0,61.0,32.0,54.0,57.0,46.0,25.0,33.0,37.0,23.0
순천시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.5,5.3,6.3,4.1,4.7,5.7,7.2,9.3,4.5,2.4,4.1,3.9,3.4,2.2,2.9,3.3,2.1
순천시 - 전체 교통사고발생건수＜br＞(B),Statistics,1776.0,1860.0,1703.0,1575.0,1591.0,1534.0,1493.0,1454.0,1358.0,1349.0,1325.0,1462.0,1340.0,1152.0,1154.0,1133.0,1082.0
시흥시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,201.0,186.0,216.0,143.0,149.0,100.0,73.0,143.0,138.0,160.0,165.0,100.0,131.0,152.0,133.0,110.0,164.0
시흥시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,10.4,8.3,9.4,6.6,6.6,5.1,3.8,6.2,6.4,7.3,6.8,4.0,5.7,6.4,5.6,5.1,7.3
시흥시 - 전체 교통사고발생건수＜br＞(B),Statistics,1930.0,2253.0,2290.0,2177.0,2252.0,1966.0,1936.0,2294.0,2142.0,2205.0,2434.0,2480.0,2293.0,2385.0,2372.0,2177.0,2259.0
신안군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,3.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,7.0,3.0,3.0,1.0,5.0,,3.0,1.0,
신안군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.4,3.6,3.0,1.2,3.1,1.1,1.2,2.0,6.3,3.6,3.4,0.7,4.8,,3.1,1.0,
신안군 - 전체 교통사고발생건수＜br＞(B),Statistics,89.0,112.0,99.0,82.0,98.0,90.0,86.0,98.0,111.0,83.0,88.0,141.0,105.0,105.0,97.0,104.0,86.0
아산시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,48.0,56.0,63.0,61.0,65.0,67.0,48.0,64.0,69.0,72.0,58.0,53.0,60.0,36.0,53.0,58.0,55.0
아산시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,6.5,8.0,8.7,10.0,11.3,12.3,6.7,5.5,5.5,6.9,7.6,4.9,5.0,3.0,4.2,4.5,3.9
아산시 - 전체 교통사고발생건수＜br＞(B),Statistics,737.0,698.0,725.0,612.0,577.0,544.0,712.0,1171.0,1260.0,1038.0,762.0,1083.0,1190.0,1185.0,1267.0,1289.0,1405.0
안동시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,56.0,56.0,53.0,53.0,52.0,34.0,38.0,36.0,30.0,26.0,22.0,35.0,22.0,13.0,5.0,14.0,9.0
안동시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.9,4.7,4.6,4.9,4.5,2.9,3.4,3.2,2.8,2.7,2.3,3.3,2.4,1.7,0.7,1.9,1.1
안동시 - 전체 교통사고발생건수＜br＞(B),Statistics,1134.0,1195.0,1163.0,1092.0,1167.0,1164.0,1121.0,1113.0,1060.0,967.0,948.0,1045.0,929.0,774.0,727.0,722.0,798.0
안산시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,217.0,186.0,201.0,234.0,227.0,176.0,205.0,187.0,290.0,250.0,182.0,234.0,290.0,218.0,255.0,178.0,181.0
안산시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,10.0,8.4,8.0,8.7,8.0,6.5,6.1,4.8,7.7,6.7,4.7,5.9,7.4,5.7,6.9,4.8,5.2
안산시 - 전체 교통사고발생건수＜br＞(B),Statistics,2164.0,2219.0,2527.0,2679.0,2835.0,2716.0,3381.0,3920.0,3747.0,3733.0,3878.0,3965.0,3931.0,3821.0,3685.0,3733.0,3513.0
안성시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,50.0,65.0,50.0,53.0,49.0,57.0,35.0,48.0,37.0,28.0,15.0,33.0,25.0,28.0,14.0,21.0,22.0
안성시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,6.6,8.2,4.9,5.5,5.8,6.1,3.5,4.6,3.7,2.8,1.5,3.3,2.3,2.6,1.6,2.0,2.1
안성시 - 전체 교통사고발생건수＜br＞(B),Statistics,757.0,792.0,1020.0,966.0,841.0,940.0,999.0,1050.0,1008.0,997.0,1026.0,1014.0,1075.0,1072.0,896.0,1068.0,1061.0
안양시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,117.0,115.0,122.0,126.0,128.0,86.0,55.0,91.0,61.0,47.0,40.0,37.0,35.0,40.0,46.0,59.0,35.0
안양시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,8.7,6.7,7.5,6.9,6.1,4.2,2.8,4.3,3.3,2.8,2.5,2.3,2.6,3.4,4.1,4.7,2.8
안양시 - 전체 교통사고발생건수＜br＞(B),Statistics,1351.0,1725.0,1626.0,1815.0,2082.0,2060.0,1990.0,2132.0,1838.0,1693.0,1618.0,1616.0,1337.0,1182.0,1134.0,1263.0,1269.0
양구군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,4.0,,1.0,2.0,2.0,3.0,2.0,4.0,,6.0,2.0,1.0,4.0,1.0,4.0,3.0,2.0
양구군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,5.8,,1.1,2.3,3.1,3.7,2.2,4.8,,6.6,2.4,1.1,5.2,1.2,5.1,3.2,3.4
양구군 - 전체 교통사고발생건수＜br＞(B),Statistics,69.0,73.0,94.0,87.0,65.0,82.0,92.0,83.0,71.0,91.0,85.0,88.0,77.0,81.0,79.0,93.0,58.0
양산시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,47.0,62.0,55.0,50.0,51.0,43.0,45.0,36.0,39.0,38.0,24.0,27.0,26.0,30.0,27.0,30.0,27.0
양산시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,4.7,5.2,4.6,4.4,4.2,4.0,3.9,2.7,3.1,3.6,2.2,2.1,2.1,2.3,2.2,2.3,2.2
양산시 - 전체 교통사고발생건수＜br＞(B),Statistics,1006.0,1186.0,1188.0,1124.0,1202.0,1064.0,1150.0,1354.0,1250.0,1042.0,1106.0,1286.0,1240.0,1318.0,1232.0,1304.0,1205.0
양양군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,6.0,13.0,7.0,4.0,10.0,4.0,4.0,4.0,5.0,2.0,6.0,6.0,7.0,7.0,2.0,4.0,
양양군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,2.6,5.2,3.0,2.2,5.7,2.9,2.5,2.2,3.4,1.2,3.9,3.4,4.2,4.6,1.3,2.5,
양양군 - 전체 교통사고발생건수＜br＞(B),Statistics,228.0,252.0,235.0,179.0,174.0,140.0,162.0,178.0,147.0,163.0,155.0,178.0,165.0,153.0,156.0,162.0,148.0
양주시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,26.0,41.0,60.0,44.0,34.0,45.0,32.0,31.0,18.0,15.0,15.0,17.0,16.0,27.0,23.0,15.0,26.0
양주시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,2.9,4.6,6.5,5.0,3.7,4.6,3.0,2.9,1.8,1.4,1.4,1.5,1.6,2.7,2.0,1.2,2.0
양주시 - 전체 교통사고발생건수＜br＞(B),Statistics,899.0,894.0,918.0,874.0,925.0,969.0,1070.0,1062.0,1004.0,1038.0,1094.0,1118.0,1027.0,998.0,1123.0,1227.0,1270.0
양천구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,54.0,45.0,36.0,32.0,38.0,22.0,27.0,43.0,27.0,11.0,16.0,20.0,17.0,19.0,29.0,30.0,26.0
양천구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,3.5,2.6,2.5,2.2,2.7,1.6,1.8,2.7,1.8,0.8,1.1,1.3,1.3,1.5,2.5,2.5,2.0
양천구 - 전체 교통사고발생건수＜br＞(B),Statistics,1533.0,1732.0,1463.0,1444.0,1418.0,1340.0,1466.0,1596.0,1493.0,1343.0,1428.0,1506.0,1344.0,1305.0,1165.0,1221.0,1274.0
양평군 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,32.0,37.0,28.0,29.0,37.0,27.0,23.0,35.0,20.0,21.0,15.0,12.0,13.0,19.0,18.0,8.0,12.0
양평군 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,6.3,7.8,6.0,6.9,9.0,6.8,6.3,6.4,4.0,3.9,2.8,2.0,2.4,3.8,3.7,1.6,2.0
양평군 - 전체 교통사고발생건수＜br＞(B),Statistics,511.0,475.0,468.0,421.0,411.0,397.0,366.0,543.0,502.0,539.0,532.0,591.0,553.0,504.0,490.0,504.0,610.0
여수시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,63.0,44.0,85.0,55.0,63.0,53.0,44.0,66.0,84.0,55.0,83.0,57.0,51.0,60.0,58.0,35.0,17.0
여수시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,5.6,3.6,6.8,4.6,4.5,4.2,3.3,4.8,6.6,4.0,5.7,3.6,3.1,4.4,4.2,2.7,1.2
여수시 - 전체 교통사고발생건수＜br＞(B),Statistics,1127.0,1212.0,1242.0,1203.0,1394.0,1262.0,1331.0,1382.0,1271.0,1385.0,1463.0,1567.0,1635.0,1357.0,1384.0,1305.0,1417.0
여주시 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,,,,,,30.0,35.0,25.0,25.0,17.0,17.0,9.0,20.0,30.0,16.0,26.0,42.0
여주시 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,,,,,,5.9,6.3,3.7,4.3,3.1,3.3,1.5,3.9,5.6,2.9,5.0,7.7
여주시 - 전체 교통사고발생건수＜br＞(B),Statistics,,,,,,509.0,557.0,672.0,576.0,544.0,513.0,592.0,507.0,538.0,558.0,520.0,548.0
연수구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,55.0,55.0,41.0,68.0,66.0,53.0,33.0,37.0,43.0,33.0,54.0,49.0,36.0,34.0,40.0,50.0,32.0
연수구 - 뺑소니 교통사고율＜br＞(A÷B×100),Statistics,6.7,6.8,5.2,8.2,9.2,6.9,4.9,5.2,6.3,5.6,7.9,7.3,5.5,6.3,6.2,7.5,5.1
연수구 - 전체 교통사고발생건수＜br＞(B),Statistics,827.0,814.0,784.0,828.0,716.0,769.0,678.0,706.0,682.0,592.0,687.0,670.0,655.0,542.0,644.0,668.0,622.0
연제구 - 뺑소니 교통사고발생건수＜br＞(A),Statistics,41.0,27.0,47.0,56.0,36.0,27.0,24.0,20.0,24.0,27.0,27.0,36.0,32.0,28.0,28.0,35.0,51.0
