item,category,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
양구군 - 외국인수,Statistics,199.0,157.0,177.0,193.0,222.0,203.0,337.0,283.0,240.0,234.0,256.0,240.0,254.0,263.0,258.0,288.0,248.0,331.0,386.0,419.0
양산시 - 외국인수,Statistics,2670.0,2644.0,3148.0,3343.0,3840.0,3820.0,4095.0,4530.0,4310.0,4587.0,5231.0,5749.0,5938.0,5915.0,6108.0,6319.0,5776.0,5606.0,6120.0,6948.0
양양군 - 외국인수,Statistics,177.0,216.0,256.0,227.0,231.0,239.0,326.0,303.0,251.0,264.0,266.0,287.0,297.0,283.0,305.0,306.0,296.0,283.0,343.0,366.0
양주시 - 외국인수,Statistics,7295.0,6659.0,7259.0,7394.0,7108.0,7386.0,7732.0,7511.0,7011.0,7186.0,7430.0,7254.0,7298.0,7121.0,7299.0,7464.0,7011.0,6703.0,7488.0,8634.0
양천구 - 외국인수,Statistics,2544.0,3033.0,3889.0,4916.0,5556.0,5289.0,5222.0,5397.0,4622.0,4406.0,4487.0,4478.0,4106.0,3864.0,3960.0,4120.0,3530.0,3185.0,3129.0,3224.0
양평군 - 외국인수,Statistics,569.0,604.0,790.0,906.0,1136.0,1079.0,1117.0,1201.0,1138.0,1253.0,1395.0,1469.0,1513.0,1593.0,1575.0,1500.0,1364.0,1309.0,1381.0,1503.0
여수시 - 외국인수,Statistics,803.0,1002.0,1336.0,1757.0,2045.0,2140.0,2390.0,2788.0,2998.0,3199.0,3559.0,3905.0,4048.0,4146.0,4568.0,4693.0,4624.0,5215.0,5684.0,6405.0
여주시 - 외국인수,Statistics,,,,,,,,,,2602.0,2900.0,3015.0,3065.0,3512.0,3549.0,3576.0,3461.0,3167.0,3502.0,4124.0
연수구 - 외국인수,Statistics,1081.0,1381.0,2297.0,2712.0,3105.0,3099.0,3659.0,3842.0,3887.0,4529.0,5718.0,6703.0,7629.0,9135.0,11003.0,13177.0,12419.0,12459.0,14256.0,16818.0
연제구 - 외국인수,Statistics,551.0,572.0,640.0,777.0,887.0,794.0,757.0,805.0,790.0,753.0,775.0,771.0,765.0,777.0,785.0,826.0,767.0,690.0,722.0,823.0
연천군 - 외국인수,Statistics,674.0,625.0,648.0,656.0,668.0,761.0,796.0,757.0,729.0,760.0,791.0,892.0,979.0,976.0,973.0,1015.0,917.0,832.0,988.0,1184.0
영광군 - 외국인수,Statistics,164.0,184.0,224.0,342.0,422.0,464.0,523.0,520.0,578.0,629.0,687.0,750.0,761.0,858.0,889.0,921.0,927.0,877.0,985.0,1121.0
영덕군 - 외국인수,Statistics,133.0,179.0,210.0,256.0,313.0,343.0,386.0,465.0,538.0,601.0,732.0,772.0,921.0,946.0,996.0,997.0,936.0,919.0,1092.0,1413.0
영도구 - 외국인수,Statistics,884.0,1108.0,1248.0,1388.0,1698.0,1648.0,1633.0,1679.0,1657.0,1621.0,1648.0,1654.0,1664.0,1592.0,1595.0,1661.0,1571.0,1575.0,1833.0,2308.0
영동군 - 외국인수,Statistics,308.0,388.0,407.0,437.0,480.0,492.0,462.0,518.0,517.0,532.0,555.0,558.0,554.0,558.0,603.0,853.0,772.0,801.0,957.0,1086.0
영등포구 - 외국인수,Statistics,9628.0,12941.0,21118.0,30973.0,35438.0,35949.0,38815.0,42112.0,35468.0,35106.0,39084.0,39307.0,36166.0,33474.0,35822.0,33308.0,27887.0,24071.0,22410.0,23006.0
영암군 - 외국인수,Statistics,683.0,853.0,1422.0,2163.0,4112.0,4671.0,4252.0,4607.0,4026.0,3730.0,4750.0,5468.0,4846.0,3688.0,3972.0,4516.0,4169.0,4119.0,5182.0,8221.0
영양군 - 외국인수,Statistics,70.0,57.0,82.0,88.0,116.0,113.0,136.0,138.0,175.0,194.0,211.0,227.0,216.0,217.0,206.0,205.0,192.0,255.0,262.0,275.0
영월군 - 외국인수,Statistics,212.0,245.0,264.0,305.0,274.0,257.0,267.0,282.0,284.0,248.0,260.0,245.0,257.0,260.0,268.0,281.0,240.0,245.0,260.0,343.0
영주시 - 외국인수,Statistics,395.0,570.0,769.0,979.0,979.0,1025.0,930.0,868.0,827.0,792.0,848.0,902.0,1040.0,1097.0,1175.0,1103.0,893.0,788.0,975.0,1100.0
영천시 - 외국인수,Statistics,1371.0,1408.0,1756.0,1882.0,1902.0,1801.0,1912.0,2204.0,2171.0,2379.0,2775.0,3029.0,3092.0,3546.0,3375.0,3251.0,2860.0,2611.0,2844.0,3511.0
예산군 - 외국인수,Statistics,655.0,709.0,922.0,1068.0,1098.0,1147.0,1226.0,1440.0,1422.0,1601.0,1721.0,1773.0,2032.0,2156.0,2205.0,2250.0,2028.0,2004.0,2186.0,2919.0
예천군 - 외국인수,Statistics,179.0,249.0,294.0,347.0,451.0,417.0,399.0,401.0,398.0,412.0,455.0,478.0,522.0,533.0,537.0,564.0,552.0,498.0,507.0,614.0
오산시 - 외국인수,Statistics,1458.0,1534.0,2145.0,2755.0,3453.0,3764.0,4313.0,4990.0,4954.0,5884.0,7254.0,8081.0,8043.0,8428.0,9450.0,9696.0,9231.0,8596.0,8569.0,9503.0
옥천군 - 외국인수,Statistics,445.0,524.0,614.0,641.0,695.0,671.0,700.0,732.0,672.0,705.0,768.0,789.0,776.0,741.0,786.0,747.0,678.0,680.0,770.0,907.0
옹진군 - 외국인수,Statistics,108.0,107.0,222.0,219.0,112.0,107.0,113.0,137.0,120.0,128.0,155.0,181.0,171.0,168.0,191.0,225.0,215.0,193.0,294.0,396.0
완도군 - 외국인수,Statistics,191.0,224.0,225.0,305.0,312.0,344.0,600.0,594.0,645.0,887.0,1149.0,1364.0,1668.0,1769.0,1972.0,2169.0,2212.0,2144.0,2848.0,3907.0
완주군 - 외국인수,Statistics,735.0,910.0,1285.0,1589.0,2016.0,2191.0,2210.0,2106.0,1937.0,2057.0,2229.0,2241.0,2287.0,2507.0,3419.0,3661.0,3226.0,3009.0,3589.0,4155.0
용산구 - 외국인수,Statistics,8963.0,9817.0,10998.0,12530.0,12819.0,12492.0,12290.0,12789.0,12062.0,12185.0,13963.0,14567.0,14861.0,15283.0,16091.0,16515.0,14605.0,14332.0,14634.0,13955.0
용인시 - 외국인수,Statistics,9125.0,8347.0,11280.0,13359.0,14542.0,14850.0,15158.0,15450.0,14099.0,14430.0,15857.0,16650.0,16886.0,16926.0,18396.0,18982.0,16731.0,16157.0,17323.0,18995.0
울릉군 - 외국인수,Statistics,10.0,12.0,19.0,35.0,52.0,73.0,96.0,103.0,124.0,138.0,131.0,126.0,145.0,151.0,182.0,168.0,150.0,142.0,127.0,142.0
울산광역시 - 외국인수,Statistics,6505.0,7457.0,10494.0,12804.0,14472.0,14961.0,16043.0,18421.0,19247.0,22427.0,25885.0,26183.0,23457.0,20513.0,20002.0,20450.0,17884.0,16827.0,18379.0,23620.0
울주군 - 외국인수,Statistics,2093.0,2282.0,3364.0,4204.0,4717.0,4862.0,5088.0,6030.0,6225.0,7013.0,8318.0,9000.0,8136.0,7372.0,7225.0,7297.0,6144.0,5865.0,6282.0,7578.0
울진군 - 외국인수,Statistics,279.0,281.0,328.0,398.0,436.0,558.0,670.0,819.0,837.0,1060.0,1214.0,1218.0,1236.0,1363.0,1502.0,1496.0,1388.0,1418.0,1645.0,1762.0
원주시 - 외국인수,Statistics,1508.0,1619.0,2096.0,2339.0,2375.0,2394.0,2416.0,2490.0,2436.0,2544.0,2842.0,3036.0,3151.0,3277.0,3351.0,3645.0,3334.0,3299.0,4084.0,4776.0
유성구 - 외국인수,Statistics,2309.0,2256.0,2614.0,3295.0,3854.0,4183.0,4414.0,4660.0,4640.0,4837.0,5288.0,5589.0,5885.0,6091.0,6193.0,6143.0,5691.0,6164.0,7237.0,7730.0
은평구 - 외국인수,Statistics,2233.0,2705.0,3360.0,4277.0,4963.0,4887.0,4816.0,4721.0,4422.0,4451.0,4599.0,4658.0,4461.0,4408.0,4469.0,4514.0,4208.0,3866.0,3856.0,4099.0
음성군 - 외국인수,Statistics,2544.0,2413.0,3370.0,4165.0,4602.0,4864.0,5121.0,5349.0,5299.0,6447.0,7472.0,7920.0,8632.0,8747.0,9273.0,9452.0,8691.0,8361.0,9751.0,11990.0
의령군 - 외국인수,Statistics,310.0,261.0,305.0,340.0,461.0,469.0,573.0,683.0,698.0,719.0,805.0,795.0,769.0,775.0,759.0,765.0,718.0,702.0,740.0,884.0
의성군 - 외국인수,Statistics,383.0,473.0,462.0,505.0,534.0,499.0,474.0,478.0,490.0,572.0,676.0,759.0,708.0,606.0,635.0,642.0,570.0,509.0,609.0,746.0
의왕시 - 외국인수,Statistics,1060.0,985.0,1142.0,1255.0,1315.0,1287.0,1343.0,1300.0,1246.0,1251.0,1415.0,1385.0,1234.0,1190.0,1152.0,1191.0,1062.0,1007.0,983.0,1062.0
의정부시 - 외국인수,Statistics,2406.0,2527.0,3092.0,3840.0,4450.0,4393.0,4072.0,3890.0,3613.0,3512.0,3648.0,3817.0,3846.0,4116.0,4516.0,4908.0,4745.0,4678.0,4935.0,5723.0
이천시 - 외국인수,Statistics,1917.0,1859.0,2394.0,3099.0,3759.0,3789.0,4325.0,4459.0,4422.0,5100.0,5810.0,6127.0,6472.0,6879.0,7379.0,7515.0,7030.0,6677.0,7413.0,9167.0
익산시 - 외국인수,Statistics,2155.0,2274.0,2795.0,3321.0,3568.0,3586.0,3484.0,3671.0,3737.0,3886.0,4244.0,4308.0,4552.0,5167.0,5279.0,5145.0,4714.0,4459.0,5118.0,6007.0
인제군 - 외국인수,Statistics,120.0,123.0,126.0,238.0,291.0,253.0,333.0,329.0,313.0,310.0,333.0,344.0,341.0,319.0,319.0,309.0,265.0,311.0,530.0,543.0
인천광역시 - 외국인수,Statistics,31898.0,31683.0,39463.0,45464.0,48521.0,47852.0,49992.0,50217.0,47305.0,50382.0,55323.0,57669.0,59103.0,62596.0,67869.0,72259.0,67648.0,66364.0,71849.0,81016.0
임실군 - 외국인수,Statistics,158.0,170.0,243.0,345.0,408.0,424.0,348.0,331.0,308.0,325.0,340.0,360.0,375.0,413.0,370.0,342.0,290.0,273.0,341.0,405.0
장성군 - 외국인수,Statistics,555.0,545.0,637.0,662.0,797.0,833.0,972.0,1170.0,1115.0,1138.0,1085.0,1096.0,1114.0,1148.0,1105.0,1097.0,993.0,923.0,1030.0,1135.0
장수군 - 외국인수,Statistics,145.0,157.0,211.0,225.0,268.0,262.0,265.0,279.0,299.0,326.0,371.0,404.0,388.0,381.0,381.0,377.0,351.0,324.0,373.0,432.0
장흥군 - 외국인수,Statistics,167.0,216.0,203.0,235.0,268.0,336.0,338.0,338.0,342.0,405.0,493.0,530.0,565.0,550.0,601.0,592.0,534.0,491.0,543.0,634.0
전국 - 외국인수,Statistics,469183.0,485477.0,632490.0,765429.0,854007.0,870636.0,918917.0,982461.0,932983.0,985923.0,1091531.0,1143087.0,1161677.0,1171762.0,1246626.0,1271807.0,1145540.0,1093891.0,1189585.0,1348626.0
전라남도 - 외국인수,Statistics,7819.0,9260.0,11903.0,15126.0,19690.0,21149.0,21970.0,23797.0,23602.0,24544.0,28254.0,30566.0,31750.0,31221.0,33042.0,34638.0,32906.0,32656.0,38988.0,49110.0
전북특별자치도 - 외국인수,Statistics,8932.0,10165.0,13475.0,16151.0,18749.0,19919.0,20152.0,21851.0,22030.0,23067.0,25086.0,26194.0,27320.0,28588.0,31347.0,33074.0,31288.0,30331.0,34941.0,40215.0
전주시 - 외국인수,Statistics,1788.0,2055.0,2594.0,3413.0,4175.0,4915.0,5010.0,5121.0,5177.0,5276.0,5693.0,5929.0,6625.0,7153.0,7961.0,8704.0,8745.0,8901.0,9764.0,10080.0
정선군 - 외국인수,Statistics,214.0,199.0,246.0,242.0,282.0,292.0,384.0,333.0,325.0,325.0,327.0,305.0,275.0,256.0,265.0,302.0,265.0,264.0,301.0,293.0
정읍시 - 외국인수,Statistics,733.0,818.0,1138.0,1285.0,1354.0,1390.0,1512.0,1904.0,1842.0,2038.0,2108.0,2160.0,2145.0,2230.0,2614.0,2874.0,2731.0,2480.0,2700.0,3066.0
제주시 - 외국인수,Statistics,,,2218.0,2906.0,3417.0,3738.0,4144.0,4803.0,5757.0,7292.0,9491.0,10902.0,12660.0,13701.0,15845.0,16545.0,14892.0,13747.0,14205.0,16442.0
제주특별자치도 - 외국인수,Statistics,1873.0,2178.0,3199.0,4130.0,4902.0,5250.0,5932.0,7128.0,8736.0,10864.0,14204.0,16960.0,19593.0,21689.0,24841.0,25668.0,22943.0,20717.0,21592.0,25456.0
제천시 - 외국인수,Statistics,531.0,719.0,1207.0,1327.0,1491.0,1386.0,1515.0,1526.0,1447.0,1425.0,1486.0,1471.0,1576.0,1476.0,1520.0,1625.0,1502.0,1500.0,1649.0,2123.0
종로구 - 외국인수,Statistics,4202.0,4546.0,5897.0,7997.0,9049.0,8940.0,8784.0,9037.0,7941.0,7797.0,8351.0,8836.0,9185.0,9487.0,9961.0,10579.0,9612.0,9106.0,10832.0,11036.0
중구 - 외국인수,Statistics,4614.0,4393.0,5699.0,7391.0,8449.0,8396.0,8378.0,8378.0,7447.0,7525.0,8162.0,8596.0,9160.0,8884.0,9908.0,10317.0,9395.0,9288.0,10348.0,10481.0
중랑구 - 외국인수,Statistics,2205.0,2549.0,3326.0,4335.0,4974.0,4939.0,4847.0,4966.0,4360.0,4439.0,4575.0,4711.0,4672.0,4554.0,4938.0,5009.0,4860.0,4535.0,4822.0,5315.0
증평군 - 외국인수,Statistics,217.0,239.0,331.0,338.0,355.0,347.0,395.0,411.0,428.0,489.0,587.0,589.0,688.0,672.0,745.0,779.0,822.0,845.0,957.0,1084.0
진도군 - 외국인수,Statistics,79.0,98.0,147.0,191.0,242.0,250.0,334.0,351.0,403.0,548.0,690.0,893.0,1339.0,1243.0,1412.0,1517.0,1432.0,1322.0,1643.0,2070.0
진안군 - 외국인수,Statistics,120.0,178.0,303.0,263.0,267.0,270.0,274.0,301.0,290.0,303.0,305.0,310.0,329.0,340.0,349.0,373.0,336.0,322.0,408.0,471.0
진주시 - 외국인수,Statistics,1131.0,1494.0,2083.0,2500.0,3015.0,3045.0,3438.0,3943.0,3907.0,4130.0,4306.0,4409.0,4540.0,4866.0,5108.0,5219.0,4658.0,4498.0,4908.0,5888.0
진천군 - 외국인수,Statistics,2144.0,1978.0,2567.0,2702.0,2864.0,2941.0,3350.0,3350.0,3109.0,3612.0,4359.0,4837.0,5317.0,5575.0,6047.0,6073.0,5646.0,5477.0,6406.0,7488.0
창녕군 - 외국인수,Statistics,328.0,458.0,622.0,683.0,778.0,833.0,1037.0,1276.0,1331.0,1612.0,1874.0,2091.0,2285.0,2416.0,2702.0,2789.0,2333.0,2130.0,2483.0,3091.0
창원시 - 외국인수,Statistics,,,,,,,13668.0,15460.0,14610.0,15021.0,16345.0,16788.0,16226.0,15625.0,15354.0,15073.0,13469.0,12860.0,13988.0,16422.0
천안시 - 외국인수,Statistics,6662.0,6336.0,7870.0,8786.0,9964.0,10591.0,12436.0,14211.0,13738.0,15452.0,16534.0,17060.0,17828.0,18871.0,20078.0,20298.0,18188.0,17944.0,20230.0,23748.0
철원군 - 외국인수,Statistics,258.0,234.0,236.0,299.0,342.0,385.0,535.0,490.0,501.0,584.0,608.0,623.0,686.0,736.0,725.0,711.0,626.0,610.0,780.0,839.0
청도군 - 외국인수,Statistics,365.0,351.0,412.0,469.0,454.0,454.0,503.0,617.0,670.0,722.0,904.0,1027.0,1039.0,1020.0,1072.0,1042.0,966.0,931.0,954.0,1112.0
청송군 - 외국인수,Statistics,98.0,108.0,122.0,131.0,150.0,150.0,168.0,176.0,216.0,237.0,279.0,231.0,251.0,195.0,203.0,207.0,179.0,188.0,254.0,343.0
청양군 - 외국인수,Statistics,202.0,223.0,319.0,328.0,394.0,399.0,404.0,460.0,450.0,446.0,513.0,553.0,571.0,589.0,614.0,642.0,623.0,622.0,725.0,872.0
청주시 - 외국인수,Statistics,,,,,,,,,,,10506.0,11048.0,11752.0,12325.0,13579.0,14148.0,12534.0,12349.0,14052.0,16421.0
춘천시 - 외국인수,Statistics,1240.0,1456.0,1829.0,2298.0,2582.0,2665.0,2789.0,2850.0,2767.0,2898.0,3049.0,3008.0,3244.0,3678.0,4362.0,4294.0,3724.0,3726.0,4133.0,4317.0
충남 당진군 - 외국인수,Statistics,1254.0,1533.0,2242.0,2542.0,2989.0,3154.0,3434.0,3776.0,,,,,,,,,,,,
충남 연기군 - 외국인수,Statistics,1123.0,1087.0,1360.0,1473.0,1473.0,1586.0,1633.0,1820.0,,,,,,,,,,,,
충북 청원군 - 외국인수,Statistics,1387.0,1488.0,2169.0,2918.0,3052.0,2900.0,3057.0,3417.0,3206.0,3363.0,,,,,,,,,,
충북 청주시 - 외국인수,Statistics,2326.0,2949.0,3958.0,5098.0,5560.0,5437.0,5822.0,6253.0,5998.0,6398.0,,,,,,,,,,
충주시 - 외국인수,Statistics,1023.0,1266.0,1626.0,1972.0,2436.0,2461.0,2814.0,2915.0,2948.0,3268.0,3673.0,4063.0,4725.0,5043.0,5355.0,5333.0,4775.0,4525.0,5060.0,5649.0
충청남도 - 외국인수,Statistics,19147.0,19849.0,26411.0,30553.0,35254.0,37667.0,42753.0,48091.0,46141.0,49924.0,54557.0,56583.0,60353.0,64155.0,68234.0,70675.0,64546.0,62578.0,71159.0,85215.0
충청북도 - 외국인수,Statistics,11665.0,12871.0,17326.0,20731.0,22700.0,22648.0,24453.0,25730.0,24830.0,27481.0,30700.0,32637.0,35499.0,36656.0,39537.0,40714.0,37060.0,36045.0,41270.0,48866.0
칠곡군 - 외국인수,Statistics,2941.0,2638.0,3222.0,3383.0,3069.0,2716.0,2870.0,3107.0,3198.0,3648.0,4034.0,4132.0,4131.0,3973.0,3961.0,4038.0,3672.0,3641.0,4142.0,4883.0
태백시 - 외국인수,Statistics,120.0,151.0,177.0,207.0,257.0,306.0,248.0,259.0,263.0,264.0,289.0,278.0,263.0,254.0,254.0,258.0,226.0,249.0,298.0,331.0
태안군 - 외국인수,Statistics,175.0,281.0,328.0,401.0,509.0,565.0,694.0,795.0,888.0,961.0,1139.0,1229.0,1257.0,1344.0,1340.0,1372.0,1384.0,1381.0,1674.0,2045.0
통영시 - 외국인수,Statistics,654.0,634.0,1174.0,1616.0,2516.0,3154.0,3335.0,3822.0,3692.0,3475.0,4106.0,4603.0,4333.0,3692.0,3800.0,3962.0,3681.0,3516.0,3988.0,4601.0
파주시 - 외국인수,Statistics,6377.0,5837.0,7307.0,7794.0,8231.0,8493.0,8591.0,8483.0,7925.0,8440.0,9178.0,9731.0,10238.0,10676.0,11274.0,11572.0,10655.0,10258.0,12133.0,13777.0
평창군 - 외국인수,Statistics,171.0,190.0,263.0,300.0,357.0,355.0,317.0,322.0,285.0,330.0,390.0,480.0,464.0,500.0,411.0,471.0,451.0,464.0,536.0,578.0
평택시 - 외국인수,Statistics,7420.0,7492.0,9287.0,10299.0,10782.0,11189.0,12370.0,13297.0,13032.0,14596.0,17165.0,18644.0,19935.0,21340.0,23030.0,24108.0,23168.0,23758.0,25251.0,28822.0
포천시 - 외국인수,Statistics,8123.0,7213.0,8038.0,8227.0,8512.0,9315.0,10392.0,10930.0,10586.0,11313.0,12126.0,12198.0,12549.0,12414.0,12798.0,13264.0,12115.0,11270.0,13365.0,14669.0
포항시 - 외국인수,Statistics,1808.0,2096.0,2666.0,3129.0,3686.0,3868.0,4153.0,4628.0,4432.0,4626.0,4908.0,5050.0,5255.0,5384.0,5932.0,6079.0,5875.0,5790.0,6353.0,7099.0
하남시 - 외국인수,Statistics,1662.0,1309.0,1651.0,1871.0,1842.0,1779.0,1771.0,1773.0,1621.0,1681.0,1749.0,1751.0,1840.0,2147.0,2345.0,2279.0,2168.0,2184.0,2334.0,2498.0
하동군 - 외국인수,Statistics,107.0,115.0,172.0,231.0,250.0,291.0,350.0,357.0,429.0,460.0,560.0,611.0,529.0,555.0,549.0,525.0,470.0,440.0,500.0,707.0
함안군 - 외국인수,Statistics,1016.0,980.0,1407.0,1744.0,2318.0,2344.0,2615.0,3129.0,3018.0,3201.0,3589.0,3743.0,3703.0,3615.0,3597.0,3498.0,3079.0,2816.0,3158.0,4022.0
함양군 - 외국인수,Statistics,148.0,169.0,305.0,343.0,370.0,446.0,418.0,420.0,441.0,454.0,486.0,445.0,427.0,407.0,418.0,504.0,426.0,367.0,396.0,501.0
함평군 - 외국인수,Statistics,281.0,248.0,309.0,404.0,436.0,413.0,484.0,521.0,524.0,561.0,634.0,608.0,646.0,656.0,680.0,699.0,635.0,612.0,769.0,971.0
합천군 - 외국인수,Statistics,301.0,332.0,370.0,390.0,433.0,408.0,424.0,488.0,434.0,500.0,578.0,515.0,511.0,542.0,542.0,595.0,576.0,569.0,756.0,870.0
해남군 - 외국인수,Statistics,220.0,250.0,382.0,491.0,608.0,675.0,815.0,937.0,882.0,959.0,1203.0,1323.0,1388.0,1365.0,1379.0,1452.0,1412.0,1290.0,1579.0,2286.0
해운대구 - 외국인수,Statistics,1746.0,1681.0,2093.0,2322.0,2494.0,2645.0,2748.0,3045.0,3338.0,3573.0,3929.0,4075.0,3990.0,3904.0,4039.0,4024.0,3495.0,3509.0,3703.0,3841.0
홍성군 - 외국인수,Statistics,476.0,501.0,687.0,854.0,1055.0,1234.0,1525.0,1631.0,1575.0,1578.0,1768.0,1910.0,2104.0,2196.0,2285.0,2449.0,2356.0,2255.0,2768.0,3260.0
홍천군 - 외국인수,Statistics,410.0,513.0,614.0,787.0,800.0,658.0,989.0,835.0,674.0,722.0,805.0,823.0,885.0,945.0,949.0,915.0,810.0,753.0,897.0,990.0
화성시 - 외국인수,Statistics,15173.0,14032.0,19141.0,20860.0,22372.0,23634.0,26488.0,27079.0,25159.0,27877.0,31677.0,33409.0,34685.0,36516.0,39378.0,40553.0,37636.0,35077.0,38373.0,45334.0
화순군 - 외국인수,Statistics,357.0,522.0,620.0,680.0,756.0,738.0,781.0,803.0,838.0,813.0,906.0,879.0,926.0,956.0,900.0,909.0,837.0,773.0,894.0,1022.0
화천군 - 외국인수,Statistics,89.0,90.0,140.0,163.0,173.0,161.0,245.0,187.0,174.0,200.0,208.0,211.0,225.0,230.0,258.0,264.0,224.0,230.0,226.0,268.0
횡성군 - 외국인수,Statistics,260.0,313.0,503.0,623.0,630.0,550.0,599.0,518.0,489.0,553.0,634.0,674.0,671.0,631.0,614.0,682.0,625.0,682.0,907.0,1043.0
