item,category,2009,2011,2013,2015,2017,2019,2021,2023
대전광역시 - 여자 - - 약간 만족,Statistics,9.9,11.0,13.0,10.2,11.3,12.4,23.42,25.95
대전광역시 - 여자 - - 약간 불만족,Statistics,31.1,35.9,34.1,31.5,35.2,38.0,26.198,23.137
대전광역시 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
대전광역시 - 여자 - 소득 있음,Statistics,57.5,57.2,63.0,69.3,69.8,71.7,77.479,65.108
부산광역시 - 계 - - 매우 만족,Statistics,1.1,2.0,1.2,1.1,2.0,1.2,1.844,2.615
부산광역시 - 계 - - 매우 불만족,Statistics,19.6,13.1,14.7,12.9,13.2,10.8,16.693,13.578
부산광역시 - 계 - - 보통,Statistics,32.6,36.3,39.1,42.4,40.5,41.1,37.889,30.788
부산광역시 - 계 - - 약간 만족,Statistics,10.4,10.0,10.4,7.5,7.8,10.9,17.873,26.649
부산광역시 - 계 - - 약간 불만족,Statistics,36.4,38.7,34.5,36.0,36.6,36.0,25.702,26.369
부산광역시 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
부산광역시 - 계 - 소득 있음,Statistics,66.4,74.4,77.1,78.1,78.4,81.1,84.952,75.507
부산광역시 - 남자 - - 매우 만족,Statistics,0.9,1.7,1.2,1.3,2.4,0.6,2.075,2.752
부산광역시 - 남자 - - 매우 불만족,Statistics,18.5,14.6,15.7,13.0,13.5,11.2,17.648,14.219
부산광역시 - 남자 - - 보통,Statistics,32.7,35.0,37.8,43.6,40.7,40.0,36.408,29.798
부산광역시 - 남자 - - 약간 만족,Statistics,11.4,9.4,10.0,6.4,6.9,11.1,18.016,26.37
부산광역시 - 남자 - - 약간 불만족,Statistics,36.4,39.3,35.3,35.7,36.4,37.0,25.853,26.86
부산광역시 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
부산광역시 - 남자 - 소득 있음,Statistics,78.0,87.9,88.5,87.4,90.3,89.4,90.524,84.133
부산광역시 - 여자 - - 매우 만족,Statistics,1.3,2.4,1.2,0.9,1.5,1.8,1.599,2.455
부산광역시 - 여자 - - 매우 불만족,Statistics,20.9,11.1,13.6,12.8,12.8,10.4,15.682,12.834
부산광역시 - 여자 - - 보통,Statistics,32.5,37.8,40.8,41.0,40.1,42.3,39.457,31.938
부산광역시 - 여자 - - 약간 만족,Statistics,9.0,10.8,10.9,8.9,8.8,10.7,17.721,26.974
부산광역시 - 여자 - - 약간 불만족,Statistics,36.3,37.9,33.6,36.4,36.7,34.8,25.542,25.799
부산광역시 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
부산광역시 - 여자 - 소득 있음,Statistics,55.7,62.0,66.7,69.4,67.4,73.3,79.753,67.476
서울특별시 - 계 - - 매우 만족,Statistics,1.7,1.7,1.3,2.0,2.3,1.9,3.328,3.257
서울특별시 - 계 - - 매우 불만족,Statistics,12.8,14.2,16.3,13.8,15.3,12.8,15.467,14.565
서울특별시 - 계 - - 보통,Statistics,40.4,39.9,37.4,39.6,39.0,40.3,33.107,30.135
서울특별시 - 계 - - 약간 만족,Statistics,14.3,11.9,10.9,11.0,14.3,12.2,19.054,25.651
서울특별시 - 계 - - 약간 불만족,Statistics,30.8,32.3,34.1,33.6,29.1,32.9,29.044,26.392
서울특별시 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
서울특별시 - 계 - 소득 있음,Statistics,64.8,74.2,74.7,77.6,81.1,86.4,85.795,80.066
서울특별시 - 남자 - - 매우 만족,Statistics,1.8,1.6,1.2,2.3,2.3,2.2,3.05,2.869
서울특별시 - 남자 - - 매우 불만족,Statistics,12.3,14.3,16.3,13.9,16.0,12.7,15.993,15.092
서울특별시 - 남자 - - 보통,Statistics,40.6,40.2,37.4,40.2,37.4,39.0,32.523,29.459
서울특별시 - 남자 - - 약간 만족,Statistics,14.6,11.2,11.0,11.5,15.6,13.2,18.247,26.903
서울특별시 - 남자 - - 약간 불만족,Statistics,30.7,32.7,34.0,32.1,28.8,32.9,30.187,25.677
서울특별시 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
서울특별시 - 남자 - 소득 있음,Statistics,76.8,85.3,85.7,86.3,90.0,92.9,89.649,86.316
서울특별시 - 여자 - - 매우 만족,Statistics,1.5,1.9,1.4,1.7,2.3,1.6,3.602,3.664
서울특별시 - 여자 - - 매우 불만족,Statistics,13.5,14.1,16.3,13.7,14.6,12.8,14.947,14.012
서울특별시 - 여자 - - 보통,Statistics,40.2,39.5,37.4,38.9,40.9,41.7,33.685,30.842
서울특별시 - 여자 - - 약간 만족,Statistics,13.9,12.8,10.8,10.4,12.8,11.1,19.854,24.34
서울특별시 - 여자 - - 약간 불만족,Statistics,30.9,31.7,34.2,35.3,29.5,32.8,27.912,27.142
서울특별시 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
서울특별시 - 여자 - 소득 있음,Statistics,53.6,63.8,64.4,69.7,73.0,80.5,82.289,74.42
세종특별자치시 - 계 - - 매우 만족,Statistics,,,,1.7,3.0,2.5,3.423,4.747
세종특별자치시 - 계 - - 매우 불만족,Statistics,,,,11.1,10.4,7.8,11.968,13.718
세종특별자치시 - 계 - - 보통,Statistics,,,,44.0,41.0,45.3,36.08,29.522
세종특별자치시 - 계 - - 약간 만족,Statistics,,,,13.0,16.9,15.1,25.438,26.778
세종특별자치시 - 계 - - 약간 불만족,Statistics,,,,30.3,28.8,29.3,23.09,25.235
세종특별자치시 - 계 - 계,Statistics,,,,100.0,100.0,100.0,100.0,100.0
세종특별자치시 - 계 - 소득 있음,Statistics,,,,80.4,84.5,83.4,84.589,77.721
세종특별자치시 - 남자 - - 매우 만족,Statistics,,,,1.4,2.5,2.2,3.634,4.99
세종특별자치시 - 남자 - - 매우 불만족,Statistics,,,,11.9,9.2,7.2,12.848,12.223
세종특별자치시 - 남자 - - 보통,Statistics,,,,41.3,40.5,45.9,34.665,31.087
세종특별자치시 - 남자 - - 약간 만족,Statistics,,,,13.8,19.1,15.6,26.482,27.94
세종특별자치시 - 남자 - - 약간 불만족,Statistics,,,,31.6,28.7,29.1,22.372,23.76
세종특별자치시 - 남자 - 계,Statistics,,,,100.0,100.0,100.0,100.0,100.0
세종특별자치시 - 남자 - 소득 있음,Statistics,,,,89.5,95.8,95.5,92.675,88.646
세종특별자치시 - 여자 - - 매우 만족,Statistics,,,,2.1,3.5,2.9,3.164,4.417
세종특별자치시 - 여자 - - 매우 불만족,Statistics,,,,10.0,11.8,8.6,10.888,15.758
세종특별자치시 - 여자 - - 보통,Statistics,,,,47.7,41.6,44.6,37.819,27.387
세종특별자치시 - 여자 - - 약간 만족,Statistics,,,,11.9,14.2,14.5,24.156,25.191
세종특별자치시 - 여자 - - 약간 불만족,Statistics,,,,28.4,28.9,29.5,23.973,27.247
세종특별자치시 - 여자 - 계,Statistics,,,,100.0,100.0,100.0,100.0,100.0
세종특별자치시 - 여자 - 소득 있음,Statistics,,,,70.5,73.5,71.3,76.397,66.532
울산광역시 - 계 - - 매우 만족,Statistics,1.7,1.5,1.8,1.1,1.5,1.7,4.212,2.776
울산광역시 - 계 - - 매우 불만족,Statistics,13.2,12.2,11.5,10.7,13.6,11.3,16.036,15.284
울산광역시 - 계 - - 보통,Statistics,43.0,42.6,44.1,47.9,44.6,40.9,36.298,27.925
울산광역시 - 계 - - 약간 만족,Statistics,13.3,10.3,10.7,8.5,9.7,11.0,19.899,28.037
울산광역시 - 계 - - 약간 불만족,Statistics,28.8,33.5,32.0,31.8,30.5,35.1,23.555,25.977
울산광역시 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
울산광역시 - 계 - 소득 있음,Statistics,65.1,68.6,77.5,76.6,78.4,78.5,80.934,73.623
울산광역시 - 남자 - - 매우 만족,Statistics,2.0,0.7,1.7,1.4,1.9,2.2,4.618,2.148
울산광역시 - 남자 - - 매우 불만족,Statistics,12.6,12.2,11.3,10.7,12.1,11.5,17.166,15.934
울산광역시 - 남자 - - 보통,Statistics,44.7,43.4,46.7,47.2,47.4,40.9,33.669,26.245
울산광역시 - 남자 - - 약간 만족,Statistics,13.7,10.1,11.2,9.4,9.6,10.7,19.614,30.415
울산광역시 - 남자 - - 약간 불만족,Statistics,27.0,33.7,29.2,31.4,29.0,34.7,24.934,25.259
울산광역시 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
울산광역시 - 남자 - 소득 있음,Statistics,82.1,87.7,91.3,90.6,90.1,91.2,90.672,83.225
울산광역시 - 여자 - - 매우 만족,Statistics,1.0,2.9,1.9,0.7,1.0,1.1,3.667,3.624
울산광역시 - 여자 - - 매우 불만족,Statistics,14.3,12.1,11.7,10.8,15.9,10.9,14.517,14.407
울산광역시 - 여자 - - 보통,Statistics,40.2,41.3,40.1,49.1,40.7,40.9,39.833,30.193
울산광역시 - 여자 - - 약간 만족,Statistics,12.6,10.7,9.9,7.0,9.8,11.6,20.281,24.829
울산광역시 - 여자 - - 약간 불만족,Statistics,31.9,33.1,36.3,32.4,32.6,35.6,21.702,26.948
울산광역시 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
울산광역시 - 여자 - 소득 있음,Statistics,47.7,49.1,62.9,61.8,66.0,65.3,70.723,63.704
인천광역시 - 계 - - 매우 만족,Statistics,1.5,1.1,2.0,1.3,1.5,2.3,2.986,3.38
인천광역시 - 계 - - 매우 불만족,Statistics,13.5,16.6,15.5,13.6,14.2,13.1,15.275,15.446
인천광역시 - 계 - - 보통,Statistics,40.4,38.3,37.0,42.6,40.0,41.9,32.987,33.033
인천광역시 - 계 - - 약간 만족,Statistics,11.2,8.2,8.5,8.8,10.3,13.2,19.764,21.971
인천광역시 - 계 - - 약간 불만족,Statistics,33.4,35.7,37.0,33.7,34.0,29.5,28.988,26.17
인천광역시 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
인천광역시 - 계 - 소득 있음,Statistics,61.9,74.5,75.7,78.1,81.2,83.5,80.801,76.772
인천광역시 - 남자 - - 매우 만족,Statistics,1.3,1.1,2.1,1.1,1.4,2.8,3.132,3.182
인천광역시 - 남자 - - 매우 불만족,Statistics,14.0,15.8,16.3,13.6,13.3,12.9,16.059,15.538
인천광역시 - 남자 - - 보통,Statistics,38.4,40.3,37.2,43.1,41.4,43.0,32.431,32.468
인천광역시 - 남자 - - 약간 만족,Statistics,11.6,7.2,7.6,8.6,10.1,14.1,18.842,21.417
