item,category,2010,2012,2014,2016,2018,2020,2022,2024
전남 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전남 - 여자 - 매우 나쁘다,Statistics,0.7,2.0,1.3,1.8,0.8,0.309,0.656,0.37
전남 - 여자 - 매우 좋다,Statistics,27.5,23.9,20.4,18.5,29.1,34.89,31.41,33.677
전남 - 여자 - 보통,Statistics,31.8,35.6,36.5,39.7,24.3,22.605,26.676,24.411
전남 - 여자 - 약간 나쁘다,Statistics,9.5,5.3,8.7,8.9,5.1,2.047,2.527,2.123
전남 - 여자 - 약간 좋다,Statistics,30.5,33.2,33.1,31.1,40.7,40.15,38.731,39.42
전북 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전북 - 계 - 매우 나쁘다,Statistics,1.0,1.2,1.4,2.2,1.9,1.192,0.509,1.094
전북 - 계 - 매우 좋다,Statistics,18.3,22.6,16.9,15.4,14.6,22.177,21.418,24.111
전북 - 계 - 보통,Statistics,40.8,32.0,37.6,41.0,43.7,37.453,32.677,29.257
전북 - 계 - 약간 나쁘다,Statistics,8.2,8.3,10.1,11.2,9.3,6.078,7.245,6.033
전북 - 계 - 약간 좋다,Statistics,31.7,35.8,34.1,30.2,30.5,33.1,38.151,39.505
전북 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전북 - 남자 - 매우 나쁘다,Statistics,1.1,1.5,1.4,2.1,2.0,1.003,0.378,1.202
전북 - 남자 - 매우 좋다,Statistics,19.3,22.1,17.1,15.2,15.0,22.546,21.786,24.285
전북 - 남자 - 보통,Statistics,40.4,32.9,37.5,41.6,44.0,38.04,33.114,26.819
전북 - 남자 - 약간 나쁘다,Statistics,8.5,7.8,9.0,11.9,8.8,6.451,6.238,5.766
전북 - 남자 - 약간 좋다,Statistics,30.8,35.6,35.0,29.1,30.2,31.96,38.485,41.929
전북 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
