item,category,2016,2017,2018,2019,2020,2021,2022,2023
동작구 - 빈집수(A),Statistics,1624.0,883.0,789.0,844.0,768.0,1411.0,1380.0,2126.0
동작구 - 전체주택(B),Statistics,111438.0,111548.0,112032.0,115075.0,115615.0,119534.0,120374.0,122058.0
동해시 - 빈집비율(A÷B×100),Statistics,10.5,12.6,14.2,15.1,16.8,15.5,15.2,14.1
동해시 - 빈집수(A),Statistics,3825.0,4685.0,5412.0,5877.0,6923.0,6440.0,6426.0,5930.0
동해시 - 전체주택(B),Statistics,36363.0,37245.0,38116.0,38906.0,41116.0,41536.0,42187.0,41979.0
마포구 - 빈집비율(A÷B×100),Statistics,5.2,5.1,4.8,4.2,4.5,3.8,3.2,3.7
마포구 - 빈집수(A),Statistics,6171.0,6092.0,5736.0,5058.0,5481.0,4749.0,4095.0,4828.0
마포구 - 전체주택(B),Statistics,118456.0,118355.0,118619.0,119298.0,122311.0,126005.0,127057.0,129421.0
목포시 - 빈집비율(A÷B×100),Statistics,9.6,10.6,11.6,12.6,14.1,13.6,13.9,13.4
목포시 - 빈집수(A),Statistics,8511.0,9394.0,10429.0,11500.0,13345.0,12992.0,13557.0,13041.0
목포시 - 전체주택(B),Statistics,88455.0,88762.0,90101.0,91490.0,94332.0,95419.0,97311.0,97657.0
무안군 - 빈집비율(A÷B×100),Statistics,15.4,16.4,17.3,17.8,19.4,16.5,15.9,15.0
무안군 - 빈집수(A),Statistics,4854.0,5279.0,5611.0,5760.0,6856.0,6034.0,5796.0,5461.0
무안군 - 전체주택(B),Statistics,31598.0,32111.0,32343.0,32404.0,35403.0,36527.0,36512.0,36456.0
무주군 - 빈집비율(A÷B×100),Statistics,16.2,15.5,15.2,14.9,15.6,14.5,13.2,13.6
무주군 - 빈집수(A),Statistics,1752.0,1691.0,1659.0,1631.0,1745.0,1634.0,1484.0,1543.0
무주군 - 전체주택(B),Statistics,10821.0,10875.0,10895.0,10940.0,11195.0,11255.0,11219.0,11379.0
문경시 - 빈집비율(A÷B×100),Statistics,11.3,12.5,13.3,13.0,12.1,11.4,11.7,12.5
문경시 - 빈집수(A),Statistics,3325.0,3730.0,4001.0,3939.0,3675.0,3477.0,3617.0,3864.0
문경시 - 전체주택(B),Statistics,29493.0,29857.0,30090.0,30233.0,30337.0,30376.0,30792.0,30977.0
미추홀구 - 빈집비율(A÷B×100),Statistics,,,7.9,7.6,8.5,6.2,6.9,8.4
미추홀구 - 빈집수(A),Statistics,,,11484.0,11048.0,12448.0,9175.0,10494.0,13292.0
미추홀구 - 전체주택(B),Statistics,,,144504.0,145705.0,146766.0,148659.0,152445.0,157336.0
밀양시 - 빈집비율(A÷B×100),Statistics,12.2,12.4,13.5,14.3,15.0,13.7,14.2,13.8
밀양시 - 빈집수(A),Statistics,5528.0,5734.0,6309.0,6810.0,7382.0,6771.0,7078.0,6920.0
밀양시 - 전체주택(B),Statistics,45489.0,46065.0,46779.0,47781.0,49162.0,49245.0,49926.0,50065.0
보령시 - 빈집비율(A÷B×100),Statistics,10.5,12.9,12.4,12.7,12.7,11.3,13.0,12.9
보령시 - 빈집수(A),Statistics,4271.0,5487.0,5263.0,5469.0,5582.0,4995.0,5916.0,5945.0
보령시 - 전체주택(B),Statistics,40843.0,42559.0,42545.0,43005.0,44089.0,44017.0,45496.0,46025.0
보성군 - 빈집비율(A÷B×100),Statistics,14.0,15.5,16.0,15.0,14.4,14.2,14.5,15.2
