item,category,2009,2011,2013,2015,2017,2019,2021,2023
대구광역시 - 계 - - 숙박여행,Statistics,36.3,43.6,41.1,44.1,42.9,43.9,25.048,45.76
대구광역시 - 계 - · 관광자 1인당 여행횟수,Statistics,2.5,2.3,2.3,2.7,3.3,2.8,2.695,3.066
대구광역시 - 계 - · 인구 1인당 여행횟수,Statistics,0.9,1.0,1.0,1.2,1.4,1.2,0.675,1.403
대구광역시 - 계 - · 회당 평균 숙박일수,Statistics,2.3,2.4,2.2,2.3,2.3,2.4,2.339,2.359
대구광역시 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
대구광역시 - 계 - 관광자 1인당 여행횟수,Statistics,5.6,5.1,4.4,5.3,6.3,5.5,5.29,5.979
대구광역시 - 계 - 국내관광여행 경험없음,Statistics,34.7,31.0,32.1,30.9,28.4,29.5,60.939,
대구광역시 - 계 - 국내관광여행 경험있음,Statistics,65.3,69.0,67.9,69.1,71.6,70.5,39.061,64.969
대구광역시 - 계 - 인구 1인당 여행횟수,Statistics,3.7,3.5,3.0,3.6,4.5,3.9,2.066,3.885
대구광역시 - 남자 - - 당일여행,Statistics,53.0,52.7,50.2,50.4,56.6,54.2,29.366,46.036
대구광역시 - 남자 - - 숙박여행,Statistics,37.1,43.2,41.0,43.1,41.4,44.2,23.96,42.453
대구광역시 - 남자 - · 관광자 1인당 여행횟수,Statistics,2.4,2.3,2.4,2.8,3.2,2.7,2.628,2.983
대구광역시 - 남자 - · 인구 1인당 여행횟수,Statistics,0.9,1.0,1.0,1.2,1.3,1.2,0.63,1.266
대구광역시 - 남자 - · 회당 평균 숙박일수,Statistics,2.4,2.4,2.3,2.3,2.3,2.4,2.345,2.408
대구광역시 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
대구광역시 - 남자 - 관광자 1인당 여행횟수,Statistics,5.7,5.2,4.3,5.5,6.4,5.4,5.14,5.94
대구광역시 - 남자 - 국내관광여행 경험없음,Statistics,35.1,32.6,33.5,33.5,30.5,29.6,60.868,
대구광역시 - 남자 - 국내관광여행 경험있음,Statistics,64.9,67.4,66.5,66.5,69.5,70.4,39.132,62.369
대구광역시 - 남자 - 인구 1인당 여행횟수,Statistics,3.7,3.5,2.9,3.7,4.5,3.8,2.011,3.705
대구광역시 - 여자 - - 당일여행,Statistics,54.4,56.6,54.3,56.4,60.5,57.3,27.932,48.888
대구광역시 - 여자 - - 숙박여행,Statistics,35.5,44.0,41.2,45.0,44.3,43.5,26.081,48.897
대구광역시 - 여자 - · 관광자 1인당 여행횟수,Statistics,2.6,2.3,2.3,2.7,3.3,2.9,2.754,3.134
대구광역시 - 여자 - · 인구 1인당 여행횟수,Statistics,0.9,1.0,1.0,1.2,1.5,1.3,0.718,1.532
대구광역시 - 여자 - · 회당 평균 숙박일수,Statistics,2.3,2.4,2.2,2.3,2.4,2.5,2.334,2.318
대구광역시 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
대구광역시 - 여자 - 관광자 1인당 여행횟수,Statistics,5.5,4.9,4.4,5.1,6.3,5.7,5.434,6.014
대구광역시 - 여자 - 국내관광여행 경험없음,Statistics,34.3,29.5,30.7,28.3,26.5,29.5,61.007,
대구광역시 - 여자 - 국내관광여행 경험있음,Statistics,65.7,70.5,69.3,71.7,73.5,70.5,38.993,67.434
대구광역시 - 여자 - 인구 1인당 여행횟수,Statistics,3.6,3.5,3.1,3.6,4.6,4.0,2.119,4.055
대전광역시 - 계 - - 당일여행,Statistics,53.9,43.8,65.1,49.0,49.9,56.5,36.398,51.08
대전광역시 - 계 - - 숙박여행,Statistics,44.8,46.3,56.5,51.0,55.1,54.8,34.233,56.237
대전광역시 - 계 - · 관광자 1인당 여행횟수,Statistics,2.5,2.5,2.4,2.8,3.0,2.8,2.616,3.259
대전광역시 - 계 - · 인구 1인당 여행횟수,Statistics,1.1,1.2,1.3,1.4,1.7,1.5,0.896,1.833
대전광역시 - 계 - · 회당 평균 숙박일수,Statistics,2.3,2.3,2.3,2.2,2.5,2.4,2.267,2.462
대전광역시 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
대전광역시 - 계 - 관광자 1인당 여행횟수,Statistics,6.1,5.1,5.5,5.4,6.0,5.9,5.531,6.137
대전광역시 - 계 - 국내관광여행 경험없음,Statistics,32.0,35.9,17.5,30.2,26.0,24.2,49.352,
대전광역시 - 계 - 국내관광여행 경험있음,Statistics,68.0,64.1,82.5,69.8,74.0,75.8,50.648,71.936
대전광역시 - 계 - 인구 1인당 여행횟수,Statistics,4.2,3.3,4.5,3.8,4.4,4.5,2.802,4.415
대전광역시 - 남자 - - 당일여행,Statistics,52.5,43.3,65.6,48.4,48.8,54.1,36.161,51.335
대전광역시 - 남자 - - 숙박여행,Statistics,44.8,45.2,57.0,50.2,52.6,54.2,32.707,54.711
대전광역시 - 남자 - · 관광자 1인당 여행횟수,Statistics,2.6,2.6,2.4,2.8,3.1,2.8,2.677,3.25
대전광역시 - 남자 - · 인구 1인당 여행횟수,Statistics,1.2,1.2,1.4,1.4,1.6,1.5,0.876,1.778
대전광역시 - 남자 - · 회당 평균 숙박일수,Statistics,2.3,2.3,2.3,2.2,2.5,2.4,2.243,2.377
대전광역시 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
대전광역시 - 남자 - 관광자 1인당 여행횟수,Statistics,6.2,5.4,5.7,5.4,6.1,5.9,5.774,6.303
대전광역시 - 남자 - 국내관광여행 경험없음,Statistics,33.0,37.2,17.7,30.8,28.3,25.7,49.844,
대전광역시 - 남자 - 국내관광여행 경험있음,Statistics,67.0,62.8,82.3,69.2,71.7,74.3,50.156,70.766
대전광역시 - 남자 - 인구 1인당 여행횟수,Statistics,4.2,3.4,4.7,3.8,4.4,4.4,2.896,4.46
대전광역시 - 여자 - - 당일여행,Statistics,55.2,44.3,64.6,49.6,51.1,59.0,36.632,50.83
대전광역시 - 여자 - - 숙박여행,Statistics,44.9,47.3,56.0,51.9,57.5,55.3,35.737,57.732
대전광역시 - 여자 - · 관광자 1인당 여행횟수,Statistics,2.5,2.4,2.4,2.8,3.0,2.7,2.561,3.268
대전광역시 - 여자 - · 인구 1인당 여행횟수,Statistics,1.1,1.1,1.3,1.4,1.7,1.5,0.915,1.887
대전광역시 - 여자 - · 회당 평균 숙박일수,Statistics,2.2,2.3,2.3,2.2,2.5,2.4,2.289,2.542
대전광역시 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
