item,category,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
광주광역시 소계 - 무항생제축산물 - 농가수,Statistics,3.0,5.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
광주광역시 소계 - 무항생제축산물 - 출하량,Statistics,187.0,253.0,2132.6,359.0,164.86,906.1,921.15,1025.29,989.41,1160.77
광주시 - 계 - 건수,Statistics,29.0,29.0,28.0,19.0,21.0,20.0,18.0,16.0,16.0,16.0
광주시 - 계 - 농가수,Statistics,29.0,35.0,34.0,24.0,25.0,35.0,45.0,55.0,34.0,47.0
광주시 - 계 - 출하량,Statistics,3371.0,1920.0,5844.9,625.0,4193.9,1344.14,3977.27,4141.42,4517.83,4285.11
광주시 - 무항생제축산물 - 건수,Statistics,29.0,29.0,28.0,19.0,21.0,20.0,18.0,16.0,16.0,16.0
광주시 - 무항생제축산물 - 농가수,Statistics,29.0,35.0,34.0,24.0,25.0,35.0,45.0,55.0,34.0,47.0
광주시 - 무항생제축산물 - 출하량,Statistics,3371.0,1920.0,5844.9,625.0,4193.9,1344.14,3977.27,4141.42,4517.83,4285.11
괴산군 - 계 - 건수,Statistics,52.0,55.0,56.0,48.0,44.0,39.0,39.0,33.0,62.0,60.0
괴산군 - 계 - 농가수,Statistics,138.0,152.0,153.0,48.0,96.0,91.0,87.0,82.0,109.0,100.0
괴산군 - 계 - 출하량,Statistics,5362.0,8729.0,8915.0,8024.0,6720.6,10686.53,10004.93,10874.95,9010.26,10097.53
괴산군 - 무항생제축산물 - 건수,Statistics,50.0,53.0,54.0,46.0,42.0,37.0,37.0,31.0,60.0,60.0
괴산군 - 무항생제축산물 - 농가수,Statistics,136.0,150.0,151.0,46.0,94.0,89.0,85.0,80.0,107.0,100.0
괴산군 - 무항생제축산물 - 출하량,Statistics,5351.0,8704.0,8901.9,8012.0,6716.1,10632.74,9974.93,10814.95,8950.26,10097.53
괴산군 - 유기축산물 - 건수,Statistics,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
괴산군 - 유기축산물 - 농가수,Statistics,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
괴산군 - 유기축산물 - 출하량,Statistics,11.0,25.0,13.1,12.0,4.5,53.79,30.0,60.0,60.0,
구례군 - 계 - 건수,Statistics,30.0,26.0,31.0,26.0,28.0,27.0,28.0,35.0,36.0,34.0
구례군 - 계 - 농가수,Statistics,34.0,29.0,36.0,30.0,34.0,32.0,32.0,39.0,40.0,40.0
구례군 - 계 - 출하량,Statistics,2049.0,3258.0,3734.9,3474.0,3472.27,3591.28,5055.67,5232.96,6563.63,6120.89
구례군 - 무항생제축산물 - 건수,Statistics,30.0,26.0,31.0,26.0,28.0,27.0,28.0,35.0,36.0,34.0
구례군 - 무항생제축산물 - 농가수,Statistics,34.0,29.0,36.0,30.0,34.0,32.0,32.0,39.0,40.0,40.0
구례군 - 무항생제축산물 - 출하량,Statistics,2049.0,3258.0,3734.9,3474.0,3472.27,3591.28,5055.67,5232.96,6563.63,6120.89
구미시 - 계 - 건수,Statistics,31.0,34.0,34.0,19.0,20.0,15.0,21.0,29.0,37.0,36.0
구미시 - 계 - 농가수,Statistics,51.0,34.0,34.0,19.0,20.0,15.0,21.0,29.0,37.0,36.0
구미시 - 계 - 출하량,Statistics,2636.0,1350.0,2127.5,309.0,291.35,355.02,541.2,1226.91,908.74,1046.58
구미시 - 무항생제축산물 - 건수,Statistics,31.0,34.0,34.0,19.0,20.0,15.0,20.0,28.0,36.0,35.0
구미시 - 무항생제축산물 - 농가수,Statistics,51.0,34.0,34.0,19.0,20.0,15.0,20.0,28.0,36.0,35.0
구미시 - 무항생제축산물 - 출하량,Statistics,2636.0,1350.0,2127.5,309.0,291.35,355.02,516.84,1202.91,882.74,827.58
구미시 - 유기축산물 - 건수,Statistics,,,,,,,1.0,1.0,1.0,1.0
구미시 - 유기축산물 - 농가수,Statistics,,,,,,,1.0,1.0,1.0,1.0
구미시 - 유기축산물 - 출하량,Statistics,,,,,,,24.36,24.0,26.0,219.0
군산시 - 계 - 건수,Statistics,7.0,10.0,9.0,6.0,5.0,11.0,10.0,11.0,7.0,5.0
군산시 - 계 - 농가수,Statistics,7.0,10.0,9.0,6.0,5.0,11.0,10.0,11.0,7.0,5.0
군산시 - 계 - 출하량,Statistics,25.0,398.0,1177.7,1000.0,1819.14,6801.37,6868.95,7661.8,6488.77,5628.18
군산시 - 무항생제축산물 - 건수,Statistics,7.0,10.0,9.0,6.0,5.0,11.0,10.0,11.0,7.0,5.0
군산시 - 무항생제축산물 - 농가수,Statistics,7.0,10.0,9.0,6.0,5.0,11.0,10.0,11.0,7.0,5.0
군산시 - 무항생제축산물 - 출하량,Statistics,25.0,398.0,1177.7,1000.0,1819.14,6801.37,6868.95,7661.8,6488.77,5628.18
군위군 - 계 - 건수,Statistics,9.0,16.0,13.0,10.0,11.0,10.0,11.0,10.0,7.0,11.0
군위군 - 계 - 농가수,Statistics,9.0,16.0,13.0,10.0,11.0,10.0,11.0,10.0,7.0,11.0
군위군 - 계 - 출하량,Statistics,6474.0,7229.0,2699.4,3711.0,4910.02,3423.78,3948.05,6675.18,5456.22,6237.36
군위군 - 무항생제축산물 - 건수,Statistics,9.0,16.0,13.0,10.0,11.0,10.0,11.0,10.0,7.0,11.0
군위군 - 무항생제축산물 - 농가수,Statistics,9.0,16.0,13.0,10.0,11.0,10.0,11.0,10.0,7.0,11.0
군위군 - 무항생제축산물 - 출하량,Statistics,6474.0,7229.0,2699.4,3711.0,4910.02,3423.78,3948.05,6675.18,5456.22,6237.36
군포시 - 계 - 건수,Statistics,6.0,6.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0
군포시 - 계 - 농가수,Statistics,6.0,6.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0
군포시 - 계 - 출하량,Statistics,341.0,391.0,26.1,8.0,4.62,9.31,0.24,7.35,12.6,16.1
군포시 - 무항생제축산물 - 건수,Statistics,6.0,6.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0
군포시 - 무항생제축산물 - 농가수,Statistics,6.0,6.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0
군포시 - 무항생제축산물 - 출하량,Statistics,341.0,391.0,26.1,8.0,4.62,9.31,0.24,7.35,12.6,16.1
금산군 - 계 - 건수,Statistics,11.0,10.0,11.0,7.0,6.0,5.0,8.0,9.0,8.0,6.0
금산군 - 계 - 농가수,Statistics,11.0,10.0,11.0,7.0,6.0,5.0,8.0,9.0,8.0,6.0
금산군 - 계 - 출하량,Statistics,2381.0,3247.0,538.8,322.0,2353.86,107.35,477.46,2666.26,3277.82,3531.58
금산군 - 무항생제축산물 - 건수,Statistics,11.0,10.0,11.0,7.0,6.0,5.0,8.0,9.0,8.0,6.0
금산군 - 무항생제축산물 - 농가수,Statistics,11.0,10.0,11.0,7.0,6.0,5.0,8.0,9.0,8.0,6.0
금산군 - 무항생제축산물 - 출하량,Statistics,2381.0,3247.0,538.8,322.0,2353.86,107.35,477.46,2666.26,3277.82,3531.58
금정구 - 계 - 건수,Statistics,,,,,,,,1.0,1.0,1.0
금정구 - 계 - 농가수,Statistics,,,,,,,,1.0,1.0,1.0
금정구 - 계 - 출하량,Statistics,,,,,,,,530.0,500.0,530.0
금정구 - 무항생제축산물 - 건수,Statistics,,,,,,,,1.0,1.0,1.0
금정구 - 무항생제축산물 - 농가수,Statistics,,,,,,,,1.0,1.0,1.0
금정구 - 무항생제축산물 - 출하량,Statistics,,,,,,,,530.0,500.0,530.0
기장군 - 계 - 건수,Statistics,1.0,1.0,,,,,,,,
기장군 - 계 - 농가수,Statistics,1.0,1.0,,,,,,,,
기장군 - 무항생제축산물 - 건수,Statistics,1.0,1.0,,,,,,,,
기장군 - 무항생제축산물 - 농가수,Statistics,1.0,1.0,,,,,,,,
김제시 - 계 - 건수,Statistics,54.0,64.0,59.0,42.0,54.0,61.0,83.0,78.0,78.0,75.0
김제시 - 계 - 농가수,Statistics,135.0,138.0,127.0,59.0,70.0,61.0,83.0,78.0,78.0,75.0
김제시 - 계 - 출하량,Statistics,10602.0,13684.0,16742.8,12441.0,16459.11,18418.7,22395.48,32191.62,30159.83,31480.54
김제시 - 무항생제축산물 - 건수,Statistics,54.0,64.0,59.0,42.0,54.0,61.0,83.0,78.0,78.0,75.0
김제시 - 무항생제축산물 - 농가수,Statistics,135.0,138.0,127.0,59.0,70.0,61.0,83.0,78.0,78.0,75.0
김제시 - 무항생제축산물 - 출하량,Statistics,10602.0,13684.0,16742.8,12441.0,16459.11,18418.7,22395.48,32191.62,30159.83,31480.54
김천시 - 계 - 건수,Statistics,43.0,41.0,42.0,22.0,26.0,28.0,25.0,28.0,31.0,34.0
김천시 - 계 - 농가수,Statistics,44.0,42.0,43.0,22.0,26.0,28.0,25.0,28.0,31.0,34.0
김천시 - 계 - 출하량,Statistics,7060.0,12779.0,11503.2,4900.0,8557.26,12451.76,10052.28,13283.44,23285.65,26428.92
김천시 - 무항생제축산물 - 건수,Statistics,43.0,41.0,41.0,21.0,26.0,28.0,25.0,28.0,31.0,34.0
김천시 - 무항생제축산물 - 농가수,Statistics,44.0,42.0,42.0,21.0,26.0,28.0,25.0,28.0,31.0,34.0
김천시 - 무항생제축산물 - 출하량,Statistics,7060.0,12779.0,11503.2,4750.0,8557.26,12451.76,10052.28,13283.44,23285.65,26428.92
김천시 - 유기축산물 - 건수,Statistics,,,1.0,1.0,,,,,,
김천시 - 유기축산물 - 농가수,Statistics,,,1.0,1.0,,,,,,
김천시 - 유기축산물 - 출하량,Statistics,,,,150.0,,,,,,
김포시 - 계 - 건수,Statistics,34.0,31.0,33.0,24.0,22.0,17.0,20.0,23.0,25.0,31.0
김포시 - 계 - 농가수,Statistics,34.0,31.0,33.0,24.0,22.0,17.0,20.0,23.0,25.0,31.0
김포시 - 계 - 출하량,Statistics,5018.0,7293.0,3663.9,4351.0,6221.13,6486.19,2047.78,13072.1,11877.75,14460.48
김포시 - 무항생제축산물 - 건수,Statistics,34.0,31.0,33.0,24.0,22.0,17.0,20.0,23.0,25.0,31.0
김포시 - 무항생제축산물 - 농가수,Statistics,34.0,31.0,33.0,24.0,22.0,17.0,20.0,23.0,25.0,31.0
김포시 - 무항생제축산물 - 출하량,Statistics,5018.0,7293.0,3663.9,4351.0,6221.13,6486.19,2047.78,13072.1,11877.75,14460.48
김해시 - 계 - 건수,Statistics,18.0,31.0,41.0,22.0,57.0,51.0,71.0,86.0,87.0,90.0
김해시 - 계 - 농가수,Statistics,168.0,172.0,148.0,98.0,57.0,51.0,71.0,86.0,87.0,90.0
김해시 - 계 - 출하량,Statistics,4430.0,7375.0,10363.1,9199.0,6992.26,6446.84,8065.56,7204.52,8046.53,13159.44
김해시 - 무항생제축산물 - 건수,Statistics,18.0,31.0,41.0,22.0,57.0,51.0,71.0,86.0,87.0,90.0
김해시 - 무항생제축산물 - 농가수,Statistics,168.0,172.0,148.0,98.0,57.0,51.0,71.0,86.0,87.0,90.0
김해시 - 무항생제축산물 - 출하량,Statistics,4430.0,7375.0,10363.1,9199.0,6992.26,6446.84,8065.56,7204.52,8046.53,13159.44
나주시 - 계 - 건수,Statistics,177.0,210.0,197.0,154.0,180.0,200.0,213.0,232.0,282.0,289.0
나주시 - 계 - 농가수,Statistics,177.0,210.0,197.0,154.0,180.0,200.0,213.0,232.0,282.0,289.0
나주시 - 계 - 출하량,Statistics,26024.0,36642.0,32975.7,35956.0,37532.42,40563.18,45117.21,58508.46,64454.2,67842.09
나주시 - 무항생제축산물 - 건수,Statistics,177.0,210.0,197.0,154.0,180.0,200.0,213.0,231.0,281.0,288.0
나주시 - 무항생제축산물 - 농가수,Statistics,177.0,210.0,197.0,154.0,180.0,200.0,213.0,231.0,281.0,288.0
나주시 - 무항생제축산물 - 출하량,Statistics,26024.0,36642.0,32975.7,35956.0,37532.42,40563.18,45117.21,58508.46,64078.16,66900.74
나주시 - 유기축산물 - 건수,Statistics,,,,,,,,1.0,1.0,1.0
나주시 - 유기축산물 - 농가수,Statistics,,,,,,,,1.0,1.0,1.0
나주시 - 유기축산물 - 출하량,Statistics,,,,,,,,,376.04,941.35
남구 - 계 - 건수,Statistics,1.0,1.0,1.0,,,,,,,
남구 - 계 - 농가수,Statistics,1.0,1.0,1.0,,,,,,,
남구 - 계 - 출하량,Statistics,55.0,17.0,13.0,,,,,,,
남구 - 무항생제축산물 - 건수,Statistics,1.0,1.0,1.0,,,,,,,
남구 - 무항생제축산물 - 농가수,Statistics,1.0,1.0,1.0,,,,,,,
남구 - 무항생제축산물 - 출하량,Statistics,55.0,17.0,13.0,,,,,,,
남동구 - 계 - 건수,Statistics,,,,,,,,,,1.0
남동구 - 계 - 농가수,Statistics,,,,,,,,,,1.0
남동구 - 무항생제축산물 - 건수,Statistics,,,,,,,,,,1.0
남동구 - 무항생제축산물 - 농가수,Statistics,,,,,,,,,,1.0
남원시 - 계 - 건수,Statistics,76.0,76.0,78.0,76.0,80.0,89.0,93.0,98.0,108.0,111.0
남원시 - 계 - 농가수,Statistics,108.0,106.0,97.0,82.0,80.0,89.0,93.0,98.0,108.0,111.0
남원시 - 계 - 출하량,Statistics,9999.0,17201.0,19156.0,19043.0,24095.6,43688.62,41853.81,50766.5,60957.39,63520.36
남원시 - 무항생제축산물 - 건수,Statistics,76.0,76.0,78.0,76.0,80.0,89.0,93.0,98.0,108.0,111.0
남원시 - 무항생제축산물 - 농가수,Statistics,108.0,106.0,97.0,82.0,80.0,89.0,93.0,98.0,108.0,111.0
남원시 - 무항생제축산물 - 출하량,Statistics,9999.0,17201.0,19156.0,19043.0,24095.6,43688.62,41853.81,50766.5,60957.39,63520.36
남해군 - 계 - 건수,Statistics,6.0,6.0,8.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0
남해군 - 계 - 농가수,Statistics,6.0,6.0,8.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0
남해군 - 계 - 출하량,Statistics,293.0,475.0,937.5,460.0,243.47,247.25,660.02,926.57,770.56,443.65
남해군 - 무항생제축산물 - 건수,Statistics,6.0,6.0,8.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0
남해군 - 무항생제축산물 - 농가수,Statistics,6.0,6.0,8.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0
남해군 - 무항생제축산물 - 출하량,Statistics,293.0,475.0,937.5,460.0,243.47,247.25,660.02,926.57,770.56,443.65
논산시 - 계 - 건수,Statistics,14.0,16.0,11.0,8.0,10.0,13.0,22.0,28.0,29.0,29.0
논산시 - 계 - 농가수,Statistics,14.0,16.0,11.0,8.0,10.0,13.0,22.0,28.0,29.0,29.0
논산시 - 계 - 출하량,Statistics,6227.0,3847.0,3876.1,7880.0,11518.94,7250.98,9846.52,13858.89,25884.65,24450.99
논산시 - 무항생제축산물 - 건수,Statistics,13.0,15.0,10.0,8.0,10.0,13.0,22.0,28.0,29.0,29.0
논산시 - 무항생제축산물 - 농가수,Statistics,13.0,15.0,10.0,8.0,10.0,13.0,22.0,28.0,29.0,29.0
논산시 - 무항생제축산물 - 출하량,Statistics,6227.0,3844.0,3876.1,7880.0,11518.94,7250.98,9846.52,13858.89,25884.65,24450.99
논산시 - 유기축산물 - 건수,Statistics,1.0,1.0,1.0,,,,,,,
논산시 - 유기축산물 - 농가수,Statistics,1.0,1.0,1.0,,,,,,,
논산시 - 유기축산물 - 출하량,Statistics,,3.0,,,,,,,,
단양군 - 계 - 건수,Statistics,16.0,16.0,16.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0
단양군 - 계 - 농가수,Statistics,16.0,16.0,16.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0
단양군 - 계 - 출하량,Statistics,933.0,877.0,2246.5,790.0,825.08,1246.21,909.29,1759.8,1645.75,2050.31
단양군 - 무항생제축산물 - 건수,Statistics,14.0,14.0,14.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0
단양군 - 무항생제축산물 - 농가수,Statistics,14.0,14.0,14.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0
단양군 - 무항생제축산물 - 출하량,Statistics,868.0,865.0,2180.3,740.0,756.44,1216.21,859.97,1759.73,1609.75,1985.59
단양군 - 유기축산물 - 건수,Statistics,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
단양군 - 유기축산물 - 농가수,Statistics,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
단양군 - 유기축산물 - 출하량,Statistics,65.0,12.0,66.2,50.0,68.63,30.0,49.32,0.07,36.0,64.73
달서구 - 계 - 건수,Statistics,1.0,,,,,,,,,
달서구 - 계 - 농가수,Statistics,56.0,,,,,,,,,
달서구 - 계 - 출하량,Statistics,323.0,,,,,,,,,
달서구 - 무항생제축산물 - 건수,Statistics,1.0,,,,,,,,,
달서구 - 무항생제축산물 - 농가수,Statistics,56.0,,,,,,,,,
달서구 - 무항생제축산물 - 출하량,Statistics,323.0,,,,,,,,,
달성군 - 계 - 건수,Statistics,4.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
달성군 - 계 - 농가수,Statistics,4.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
달성군 - 계 - 출하량,Statistics,5392.0,1906.0,4831.4,3604.0,173.39,1525.64,1228.0,1793.54,1464.5,1103.4
달성군 - 무항생제축산물 - 건수,Statistics,4.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
달성군 - 무항생제축산물 - 농가수,Statistics,4.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
달성군 - 무항생제축산물 - 출하량,Statistics,5392.0,1906.0,4831.4,3604.0,173.39,1525.64,1228.0,1793.54,1464.5,1103.4
담양군 - 계 - 건수,Statistics,53.0,75.0,67.0,58.0,50.0,52.0,49.0,41.0,37.0,35.0
담양군 - 계 - 농가수,Statistics,53.0,75.0,67.0,58.0,50.0,52.0,49.0,41.0,37.0,35.0
담양군 - 계 - 출하량,Statistics,2954.0,8852.0,11361.2,10264.0,8208.46,6577.81,7138.93,8257.61,6876.61,6742.55
담양군 - 무항생제축산물 - 건수,Statistics,52.0,74.0,66.0,57.0,49.0,51.0,48.0,40.0,36.0,34.0
담양군 - 무항생제축산물 - 농가수,Statistics,52.0,74.0,66.0,57.0,49.0,51.0,48.0,40.0,36.0,34.0
담양군 - 무항생제축산물 - 출하량,Statistics,2904.0,8772.0,11289.4,10176.0,8126.16,6490.21,7052.21,8156.87,6787.33,6624.33
담양군 - 유기축산물 - 건수,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
담양군 - 유기축산물 - 농가수,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
담양군 - 유기축산물 - 출하량,Statistics,50.0,80.0,71.8,88.0,82.31,87.6,86.72,100.74,89.27,118.22
당진시 - 계 - 건수,Statistics,82.0,74.0,74.0,59.0,53.0,60.0,66.0,75.0,83.0,83.0
당진시 - 계 - 농가수,Statistics,82.0,74.0,74.0,59.0,53.0,60.0,66.0,75.0,83.0,83.0
당진시 - 계 - 출하량,Statistics,8682.0,9664.0,12158.1,12694.0,13351.29,20441.46,19386.65,29752.5,47732.35,45514.94
당진시 - 무항생제축산물 - 건수,Statistics,82.0,74.0,74.0,59.0,53.0,60.0,66.0,75.0,83.0,83.0
당진시 - 무항생제축산물 - 농가수,Statistics,82.0,74.0,74.0,59.0,53.0,60.0,66.0,75.0,83.0,83.0
당진시 - 무항생제축산물 - 출하량,Statistics,8682.0,9664.0,12158.1,12694.0,13351.29,20441.46,19386.65,29752.5,47732.35,45514.94
대구광역시 소계 - 계 - 건수,Statistics,8.0,12.0,11.0,9.0,7.0,10.0,11.0,10.0,18.0,24.0
대구광역시 소계 - 계 - 농가수,Statistics,63.0,12.0,11.0,9.0,7.0,10.0,11.0,10.0,18.0,24.0
대구광역시 소계 - 계 - 출하량,Statistics,5771.0,1988.0,5165.5,3634.0,210.74,1593.8,1325.9,1938.16,7063.87,7507.34
대구광역시 소계 - 무항생제축산물 - 건수,Statistics,8.0,12.0,11.0,9.0,7.0,10.0,11.0,10.0,18.0,24.0
대구광역시 소계 - 무항생제축산물 - 농가수,Statistics,63.0,12.0,11.0,9.0,7.0,10.0,11.0,10.0,18.0,24.0
대구광역시 소계 - 무항생제축산물 - 출하량,Statistics,5771.0,1988.0,5165.5,3634.0,210.74,1593.8,1325.9,1938.16,7063.87,7507.34
대덕구 - 계 - 건수,Statistics,1.0,1.0,,,,,,,,
대덕구 - 계 - 농가수,Statistics,1.0,1.0,,,,,,,,
대덕구 - 계 - 출하량,Statistics,,5.0,,,,,,,,
대덕구 - 무항생제축산물 - 건수,Statistics,1.0,1.0,,,,,,,,
대덕구 - 무항생제축산물 - 농가수,Statistics,1.0,1.0,,,,,,,,
대덕구 - 무항생제축산물 - 출하량,Statistics,,5.0,,,,,,,,
대전광역시 소계 - 계 - 건수,Statistics,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
대전광역시 소계 - 계 - 농가수,Statistics,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
대전광역시 소계 - 계 - 출하량,Statistics,,5.0,3.4,2.0,4.64,3.8,35.0,17.69,42.0,69.4
대전광역시 소계 - 무항생제축산물 - 건수,Statistics,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
대전광역시 소계 - 무항생제축산물 - 농가수,Statistics,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
대전광역시 소계 - 무항생제축산물 - 출하량,Statistics,,5.0,3.4,2.0,4.64,3.8,35.0,17.69,42.0,69.4
동구 - 계 - 건수,Statistics,,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0
동구 - 계 - 농가수,Statistics,,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0
동구 - 계 - 출하량,Statistics,,17.0,286.8,26.0,23.85,44.3,52.35,82.32,84.75,72.0
동구 - 무항생제축산물 - 건수,Statistics,,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0
동구 - 무항생제축산물 - 농가수,Statistics,,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0
동구 - 무항생제축산물 - 출하량,Statistics,,17.0,286.8,26.0,23.85,44.3,52.35,82.32,84.75,72.0
동해시 - 계 - 건수,Statistics,1.0,1.0,1.0,,,,,,,
동해시 - 계 - 농가수,Statistics,1.0,1.0,1.0,,,,,,,
동해시 - 계 - 출하량,Statistics,36.0,4.0,45.2,,,,,,,
동해시 - 무항생제축산물 - 건수,Statistics,1.0,1.0,1.0,,,,,,,
동해시 - 무항생제축산물 - 농가수,Statistics,1.0,1.0,1.0,,,,,,,
동해시 - 무항생제축산물 - 출하량,Statistics,36.0,4.0,45.2,,,,,,,
목포시 - 계 - 건수,Statistics,,1.0,,2.0,2.0,1.0,,,,2.0
목포시 - 계 - 농가수,Statistics,,1.0,,2.0,2.0,1.0,,,,2.0
목포시 - 계 - 출하량,Statistics,,,,1.0,0.5,1.5,,,,
목포시 - 무항생제축산물 - 건수,Statistics,,1.0,,2.0,2.0,1.0,,,,2.0
목포시 - 무항생제축산물 - 농가수,Statistics,,1.0,,2.0,2.0,1.0,,,,2.0
목포시 - 무항생제축산물 - 출하량,Statistics,,,,1.0,0.5,1.5,,,,
무안군 - 계 - 건수,Statistics,94.0,117.0,102.0,97.0,101.0,111.0,109.0,114.0,131.0,141.0
무안군 - 계 - 농가수,Statistics,94.0,117.0,102.0,97.0,101.0,111.0,109.0,114.0,131.0,141.0
무안군 - 계 - 출하량,Statistics,12067.0,14828.0,13695.6,13025.0,19076.66,19922.3,20463.51,26651.95,34052.29,35436.75
무안군 - 무항생제축산물 - 건수,Statistics,94.0,117.0,102.0,97.0,101.0,111.0,109.0,114.0,131.0,140.0
무안군 - 무항생제축산물 - 농가수,Statistics,94.0,117.0,102.0,97.0,101.0,111.0,109.0,114.0,131.0,140.0
무안군 - 무항생제축산물 - 출하량,Statistics,12067.0,14828.0,13695.6,13025.0,19076.66,19922.3,20463.51,26651.95,34052.29,35436.75
무안군 - 유기축산물 - 건수,Statistics,,,,,,,,,,1.0
무안군 - 유기축산물 - 농가수,Statistics,,,,,,,,,,1.0
무주군 - 계 - 건수,Statistics,3.0,5.0,7.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0
무주군 - 계 - 농가수,Statistics,3.0,5.0,7.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0
무주군 - 계 - 출하량,Statistics,657.0,801.0,1387.8,726.0,1494.33,1165.21,746.0,880.0,70.0,567.39
무주군 - 무항생제축산물 - 건수,Statistics,3.0,5.0,7.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0
무주군 - 무항생제축산물 - 농가수,Statistics,3.0,5.0,7.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0
무주군 - 무항생제축산물 - 출하량,Statistics,657.0,801.0,1387.8,726.0,1494.33,1165.21,746.0,880.0,70.0,567.39
문경시 - 계 - 건수,Statistics,41.0,41.0,37.0,39.0,29.0,23.0,24.0,31.0,28.0,81.0
문경시 - 계 - 농가수,Statistics,103.0,96.0,68.0,78.0,63.0,67.0,79.0,87.0,78.0,81.0
문경시 - 계 - 출하량,Statistics,5162.0,6262.0,7055.2,5445.0,4472.17,6344.6,5407.65,7893.99,7384.97,7447.42
문경시 - 무항생제축산물 - 건수,Statistics,41.0,41.0,37.0,39.0,29.0,23.0,24.0,31.0,27.0,80.0
문경시 - 무항생제축산물 - 농가수,Statistics,103.0,96.0,68.0,78.0,63.0,67.0,79.0,87.0,77.0,80.0
문경시 - 무항생제축산물 - 출하량,Statistics,5162.0,6262.0,7055.2,5445.0,4472.17,6344.6,5407.65,7893.99,7384.97,7446.84
문경시 - 유기축산물 - 건수,Statistics,,,,,,,,,1.0,1.0
문경시 - 유기축산물 - 농가수,Statistics,,,,,,,,,1.0,1.0
문경시 - 유기축산물 - 출하량,Statistics,,,,,,,,,,0.58
미추홀구 - 계 - 건수,Statistics,,,,,,1.0,1.0,1.0,1.0,1.0
미추홀구 - 계 - 농가수,Statistics,,,,,,1.0,1.0,1.0,1.0,1.0
미추홀구 - 계 - 출하량,Statistics,,,,,,,26.0,8.43,12.0,33.57
미추홀구 - 무항생제축산물 - 건수,Statistics,,,,,,1.0,1.0,1.0,1.0,1.0
미추홀구 - 무항생제축산물 - 농가수,Statistics,,,,,,1.0,1.0,1.0,1.0,1.0
미추홀구 - 무항생제축산물 - 출하량,Statistics,,,,,,,26.0,8.43,12.0,33.57
밀양시 - 계 - 건수,Statistics,13.0,17.0,18.0,12.0,9.0,5.0,9.0,10.0,10.0,13.0
밀양시 - 계 - 농가수,Statistics,13.0,17.0,18.0,12.0,9.0,5.0,9.0,10.0,10.0,13.0
밀양시 - 계 - 출하량,Statistics,5547.0,7765.0,7576.1,8260.0,5620.3,3581.19,4275.63,5159.13,3638.03,4357.86
밀양시 - 무항생제축산물 - 건수,Statistics,13.0,17.0,18.0,12.0,9.0,5.0,9.0,10.0,10.0,13.0
밀양시 - 무항생제축산물 - 농가수,Statistics,13.0,17.0,18.0,12.0,9.0,5.0,9.0,10.0,10.0,13.0
밀양시 - 무항생제축산물 - 출하량,Statistics,5547.0,7765.0,7576.1,8260.0,5620.3,3581.19,4275.63,5159.13,3638.03,4357.86
보령시 - 계 - 건수,Statistics,27.0,30.0,27.0,26.0,28.0,31.0,35.0,41.0,41.0,44.0
보령시 - 계 - 농가수,Statistics,27.0,30.0,27.0,26.0,28.0,31.0,35.0,41.0,41.0,44.0
