item,category,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
달서구 - 전문대＜br＞(B),Statistics,13346.0,13198.0,13877.0,14319.0,14492.0,13565.0,12930.0,12314.0,11810.0,11454.0,11010.0,10669.0,10179.0,9377.0,8324.0,7824.0,7286.0
달성군 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,,,,,,,168.0,367.0,562.0,756.0,851.0,898.0,952.0,994.0,1052.0,1073.0,1095.0
달성군 - 일반대＜br＞(A),Statistics,,,,,,,168.0,367.0,562.0,756.0,851.0,898.0,952.0,994.0,1052.0,1073.0,1095.0
담양군 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,2379.0,2530.0,2608.0,2574.0,2487.0,2429.0,2264.0,2209.0,2222.0,2065.0,2017.0,1907.0,1884.0,1688.0,1518.0,1255.0,1067.0
담양군 - 전문대＜br＞(B),Statistics,2379.0,2530.0,2608.0,2574.0,2487.0,2429.0,2264.0,2209.0,2222.0,2065.0,2017.0,1907.0,1884.0,1688.0,1518.0,1255.0,1067.0
당진시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,,,,,7271.0,7270.0,7835.0,8156.0,6605.0,6239.0,5981.0,5799.0,5417.0,4835.0,4174.0,6096.0,5502.0
당진시 - 일반대＜br＞(A),Statistics,,,,,,,617.0,1214.0,,,,,,,,2550.0,2143.0
당진시 - 전문대＜br＞(B),Statistics,,,,,7271.0,7270.0,7218.0,6942.0,6605.0,6239.0,5981.0,5799.0,5417.0,4835.0,4174.0,3546.0,3359.0
대구광역시 - 교육대＜br＞(C),Statistics,2417.0,2351.0,2245.0,2144.0,2015.0,1887.0,1774.0,1710.0,1718.0,1690.0,1687.0,1671.0,1658.0,1622.0,1606.0,1602.0,1589.0
대구광역시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,124567.0,123998.0,125759.0,126260.0,126354.0,130792.0,128645.0,126257.0,123536.0,120802.0,118165.0,116125.0,114809.0,109881.0,105786.0,101779.0,100497.0
대구광역시 - 일반대＜br＞(A),Statistics,64033.0,63507.0,63726.0,63203.0,63279.0,69015.0,68000.0,67079.0,65812.0,64336.0,63316.0,62200.0,61667.0,60566.0,59051.0,56585.0,56720.0
대구광역시 - 전문대＜br＞(B),Statistics,58117.0,58140.0,59788.0,60913.0,61060.0,59890.0,58871.0,57468.0,56006.0,54776.0,53162.0,52254.0,51484.0,47693.0,45129.0,43592.0,42188.0
대덕구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,17081.0,17495.0,17691.0,18133.0,18623.0,18797.0,18651.0,18664.0,18320.0,16698.0,16822.0,16938.0,15540.0,15242.0,15515.0,13920.0,14199.0
대덕구 - 일반대＜br＞(A),Statistics,17081.0,17495.0,17691.0,18133.0,18623.0,18797.0,18651.0,18664.0,18320.0,16698.0,16822.0,16938.0,15540.0,15242.0,15515.0,13920.0,14199.0
대전광역시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,147020.0,146316.0,147387.0,153845.0,153324.0,151320.0,150697.0,150477.0,147795.0,143245.0,141291.0,138739.0,134526.0,128059.0,123835.0,120612.0,118870.0
대전광역시 - 산업대＜br＞(D),Statistics,23934.0,22623.0,20230.0,17216.0,12292.0,8866.0,6740.0,4631.0,3224.0,2080.0,,,,,,,
대전광역시 - 일반대＜br＞(A),Statistics,88924.0,91426.0,95252.0,104426.0,109416.0,111612.0,113583.0,115724.0,114956.0,112638.0,113709.0,111699.0,108791.0,105347.0,103985.0,102950.0,102513.0
대전광역시 - 전문대＜br＞(B),Statistics,34162.0,32267.0,31905.0,32203.0,31616.0,30842.0,30374.0,30122.0,29615.0,28527.0,27582.0,27040.0,25735.0,22712.0,19850.0,17662.0,16357.0
도봉구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,6497.0,6767.0,6949.0,7169.0,7368.0,7564.0,7492.0,7181.0,6988.0,6864.0,6872.0,6944.0,6964.0,6815.0,6610.0,6507.0,6459.0
도봉구 - 일반대＜br＞(A),Statistics,6497.0,6767.0,6949.0,7169.0,7368.0,7564.0,7492.0,7181.0,6988.0,6864.0,6872.0,6944.0,6964.0,6815.0,6610.0,6507.0,6459.0
동구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,5980.0,6135.0,6505.0,6727.0,6627.0,6624.0,6604.0,6322.0,6259.0,6173.0,6168.0,6236.0,5993.0,5687.0,5203.0,4444.0,4081.0
동구 - 산업대＜br＞(D),Statistics,10249.0,8904.0,6574.0,3787.0,1370.0,110.0,24.0,2.0,2.0,1.0,,,,,,,
동구 - 일반대＜br＞(A),Statistics,30868.0,30915.0,30885.0,30497.0,30336.0,30606.0,30834.0,29690.0,29118.0,28564.0,28024.0,27589.0,27463.0,26553.0,25907.0,25621.0,25134.0
동구 - 전문대＜br＞(B),Statistics,5980.0,6135.0,6505.0,6727.0,6627.0,6624.0,6604.0,6322.0,6259.0,6173.0,6168.0,6236.0,5993.0,5687.0,5203.0,4444.0,4081.0
동대문구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,42414.0,43557.0,44450.0,44968.0,62556.0,61893.0,72475.0,72133.0,72088.0,71975.0,72602.0,72765.0,72315.0,71578.0,70322.0,44252.0,44182.0
동대문구 - 일반대＜br＞(A),Statistics,41018.0,42115.0,42956.0,43465.0,61054.0,60410.0,71003.0,70611.0,70541.0,70406.0,71015.0,71214.0,70798.0,70018.0,68735.0,42710.0,42584.0
동대문구 - 전문대＜br＞(B),Statistics,1396.0,1442.0,1494.0,1503.0,1502.0,1483.0,1472.0,1522.0,1547.0,1569.0,1587.0,1551.0,1517.0,1560.0,1587.0,1542.0,1598.0
동두천시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,623.0,843.0,1284.0,1620.0,1944.0,2245.0,1344.0,2281.0,2145.0,1962.0,1911.0,1858.0,1868.0,1863.0,1819.0,3843.0,3565.0
동두천시 - 일반대＜br＞(A),Statistics,623.0,843.0,1284.0,1620.0,1944.0,2245.0,1344.0,2281.0,2145.0,1962.0,1911.0,1858.0,1868.0,1863.0,1819.0,3843.0,3565.0
동작구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,40417.0,40851.0,41900.0,42409.0,43266.0,43399.0,43674.0,44060.0,44457.0,45235.0,46372.0,46806.0,47150.0,46976.0,46553.0,46426.0,46823.0
동작구 - 일반대＜br＞(A),Statistics,40417.0,40851.0,41900.0,42409.0,43266.0,43399.0,43674.0,44060.0,44457.0,45235.0,46372.0,46806.0,47150.0,46976.0,46553.0,46426.0,46823.0
동해시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,1531.0,1934.0,2303.0,2659.0,2775.0,2508.0,2177.0,1825.0,1442.0,1038.0,,,,,,,
동해시 - 일반대＜br＞(A),Statistics,1531.0,1934.0,2303.0,2659.0,2775.0,2508.0,2177.0,1825.0,1442.0,1038.0,,,,,,,
마포구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,27665.0,28169.0,28707.0,28981.0,29103.0,28926.0,28458.0,27910.0,27906.0,27992.0,28216.0,28705.0,29650.0,29569.0,28914.0,28571.0,28735.0
마포구 - 일반대＜br＞(A),Statistics,27665.0,28169.0,28707.0,28981.0,29103.0,28926.0,28458.0,27910.0,27906.0,27992.0,28216.0,28705.0,29650.0,29569.0,28914.0,28571.0,28735.0
목포시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,9982.0,10099.0,9476.0,9009.0,8637.0,8504.0,8530.0,8332.0,8113.0,7889.0,7733.0,7705.0,7429.0,6889.0,6712.0,6650.0,6665.0
목포시 - 일반대＜br＞(A),Statistics,3683.0,3730.0,3726.0,3669.0,3691.0,3702.0,3694.0,3728.0,3782.0,3753.0,3746.0,3711.0,3655.0,3664.0,3678.0,3583.0,3532.0
목포시 - 전문대＜br＞(B),Statistics,6299.0,6369.0,5750.0,5340.0,4946.0,4802.0,4836.0,4604.0,4331.0,4136.0,3987.0,3994.0,3774.0,3225.0,3034.0,3067.0,3133.0
무안군 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,16751.0,16591.0,16642.0,16916.0,17099.0,17152.0,17204.0,16855.0,15349.0,14786.0,14447.0,14280.0,14102.0,13371.0,12735.0,11801.0,11036.0
무안군 - 산업대＜br＞(D),Statistics,5400.0,5233.0,5251.0,5329.0,4357.0,3510.0,2774.0,1895.0,457.0,183.0,,,,,,,
무안군 - 일반대＜br＞(A),Statistics,11351.0,11358.0,11391.0,11587.0,12742.0,13642.0,14430.0,14960.0,14892.0,14603.0,14447.0,14280.0,14102.0,13371.0,12735.0,11801.0,11036.0
문경시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,759.0,795.0,943.0,1052.0,1058.0,1093.0,1133.0,1103.0,1094.0,1119.0,1095.0,1109.0,1112.0,1069.0,1051.0,996.0,912.0
문경시 - 전문대＜br＞(B),Statistics,759.0,795.0,943.0,1052.0,1058.0,1093.0,1133.0,1103.0,1094.0,1119.0,1095.0,1109.0,1112.0,1069.0,1051.0,996.0,912.0
미추홀구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,,,,,,,,,,,,37333.0,36939.0,36569.0,35797.0,38794.0,38955.0
미추홀구 - 산업대＜br＞(D),Statistics,,,,,,,,,,,,,,,,3210.0,3436.0
미추홀구 - 일반대＜br＞(A),Statistics,,,,,,,,,,,,25730.0,25615.0,25482.0,24968.0,24981.0,24704.0
미추홀구 - 전문대＜br＞(B),Statistics,,,,,,,,,,,,11603.0,11324.0,11087.0,10829.0,10603.0,10815.0
밀양시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,4242.0,19.0,,,,,,,,,,,,,,2664.0,2613.0
밀양시 - 산업대＜br＞(D),Statistics,2575.0,19.0,,,,,,,,,,,,,,,
밀양시 - 일반대＜br＞(A),Statistics,1667.0,,,,,,,,,,,,,,,2664.0,2613.0
보령시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,1866.0,1946.0,2080.0,2062.0,2244.0,2400.0,2508.0,2550.0,2529.0,2502.0,2619.0,2506.0,2321.0,2117.0,1382.0,1540.0,1942.0
보령시 - 전문대＜br＞(B),Statistics,1866.0,1946.0,2080.0,2062.0,2244.0,2400.0,2508.0,2550.0,2529.0,2502.0,2619.0,2506.0,2321.0,2117.0,1382.0,1540.0,1942.0
부산광역시 - 교육대＜br＞(C),Statistics,2485.0,2316.0,2211.0,2066.0,1900.0,1772.0,1671.0,1617.0,1607.0,1594.0,1589.0,1571.0,1568.0,1543.0,1520.0,1499.0,1476.0
부산광역시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,266666.0,270828.0,274946.0,276245.0,277133.0,274955.0,273109.0,265792.0,258579.0,250518.0,245402.0,238814.0,230984.0,220221.0,209360.0,198221.0,192756.0
부산광역시 - 산업대＜br＞(D),Statistics,7726.0,5326.0,3321.0,2090.0,1292.0,648.0,274.0,17.0,,,,,,,,,
부산광역시 - 일반대＜br＞(A),Statistics,196441.0,204627.0,209389.0,211926.0,213882.0,213594.0,213240.0,208811.0,203419.0,198348.0,194927.0,190526.0,186383.0,180585.0,173226.0,165461.0,161922.0
부산광역시 - 전문대＜br＞(B),Statistics,60014.0,58559.0,60025.0,60163.0,60059.0,58941.0,57924.0,55347.0,53553.0,50576.0,48886.0,46717.0,43033.0,38093.0,34614.0,31261.0,29358.0
부산진구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,40152.0,40024.0,40747.0,41372.0,41508.0,40912.0,40499.0,37873.0,36993.0,36492.0,35783.0,34888.0,32795.0,30874.0,29286.0,28266.0,27007.0
부산진구 - 일반대＜br＞(A),Statistics,25339.0,25630.0,26040.0,25960.0,26086.0,25718.0,25555.0,23776.0,23244.0,23212.0,22845.0,22319.0,21057.0,20777.0,20322.0,20593.0,20142.0
부산진구 - 전문대＜br＞(B),Statistics,14813.0,14394.0,14707.0,15412.0,15422.0,15194.0,14944.0,14097.0,13749.0,13280.0,12938.0,12569.0,11738.0,10097.0,8964.0,7673.0,6865.0
부여군 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,,,,,,,743.0,751.0,744.0,735.0,736.0,737.0,760.0,767.0,744.0,728.0,730.0
부여군 - 일반대＜br＞(A),Statistics,,,,,,,743.0,751.0,744.0,735.0,736.0,737.0,760.0,767.0,744.0,728.0,730.0
부천시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,33255.0,33741.0,33965.0,34593.0,35284.0,35327.0,34725.0,33812.0,32969.0,31851.0,31457.0,31219.0,30706.0,30102.0,29654.0,29045.0,28798.0
부천시 - 일반대＜br＞(A),Statistics,12871.0,13189.0,13256.0,13432.0,13587.0,13566.0,13300.0,13092.0,12908.0,12697.0,12622.0,12465.0,12381.0,12179.0,11959.0,12002.0,12217.0
부천시 - 전문대＜br＞(B),Statistics,20384.0,20552.0,20709.0,21161.0,21697.0,21761.0,21425.0,20720.0,20061.0,19154.0,18835.0,18754.0,18325.0,17923.0,17695.0,17043.0,16581.0
북구 - 교육대＜br＞(C),Statistics,2082.0,1978.0,1885.0,1802.0,1688.0,1597.0,1513.0,1446.0,1432.0,1418.0,1408.0,1401.0,1389.0,1359.0,1337.0,1335.0,1319.0
북구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,12797.0,12276.0,12605.0,10530.0,10148.0,10254.0,10630.0,10296.0,9902.0,8628.0,8357.0,7659.0,6469.0,5779.0,5160.0,4559.0,4738.0
북구 - 일반대＜br＞(A),Statistics,28787.0,28736.0,28582.0,28217.0,28376.0,34377.0,33603.0,33144.0,32686.0,32035.0,31474.0,30719.0,30423.0,29575.0,28693.0,23238.0,23533.0
북구 - 전문대＜br＞(B),Statistics,12797.0,12276.0,12605.0,10530.0,10148.0,10254.0,10630.0,10296.0,9902.0,8628.0,8357.0,7659.0,6469.0,5779.0,5160.0,4559.0,4738.0
사상구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,42677.0,42990.0,43222.0,43266.0,42916.0,42480.0,41837.0,41260.0,40275.0,39719.0,39133.0,38582.0,37713.0,35452.0,32607.0,29184.0,27469.0
사상구 - 일반대＜br＞(A),Statistics,29805.0,30066.0,30398.0,30403.0,30187.0,29953.0,29692.0,29512.0,28695.0,27917.0,27378.0,26723.0,26081.0,24691.0,22478.0,19942.0,18985.0
사상구 - 전문대＜br＞(B),Statistics,12872.0,12924.0,12824.0,12863.0,12729.0,12527.0,12145.0,11748.0,11580.0,11802.0,11755.0,11859.0,11632.0,10761.0,10129.0,9242.0,8484.0
사하구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,34477.0,34588.0,35211.0,36028.0,36446.0,36646.0,36380.0,35149.0,34028.0,32688.0,31493.0,30611.0,29988.0,28935.0,28054.0,18168.0,17814.0
사하구 - 일반대＜br＞(A),Statistics,29971.0,30406.0,30770.0,31058.0,31216.0,31189.0,30756.0,29491.0,28645.0,27713.0,26961.0,26185.0,25670.0,25148.0,24717.0,15049.0,14834.0
사하구 - 전문대＜br＞(B),Statistics,4506.0,4182.0,4441.0,4970.0,5230.0,5457.0,5624.0,5658.0,5383.0,4975.0,4532.0,4426.0,4318.0,3787.0,3337.0,3119.0,2980.0
삼척시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,12088.0,9707.0,10021.0,10351.0,10809.0,11111.0,11305.0,11176.0,10867.0,10711.0,10565.0,10476.0,9924.0,9612.0,9406.0,8937.0,8670.0
삼척시 - 산업대＜br＞(D),Statistics,7332.0,13.0,,,,,,,,,,,,,,,
삼척시 - 일반대＜br＞(A),Statistics,4756.0,9694.0,10021.0,10351.0,10809.0,11111.0,11305.0,11176.0,10867.0,10711.0,10565.0,10476.0,9924.0,9612.0,9406.0,8937.0,8670.0
상주시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,8414.0,7683.0,7359.0,7009.0,6382.0,,,,,,,,,,,3868.0,3753.0
상주시 - 산업대＜br＞(D),Statistics,8414.0,6558.0,5082.0,3694.0,,,,,,,,,,,,,
상주시 - 일반대＜br＞(A),Statistics,,1125.0,2277.0,3315.0,6382.0,,,,,,,,,,,3868.0,3753.0
서구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,34009.0,34304.0,35161.0,36060.0,35725.0,35334.0,34849.0,35250.0,34197.0,33282.0,32531.0,31873.0,31131.0,29743.0,28873.0,9922.0,9914.0
서구 - 일반대＜br＞(A),Statistics,28084.0,28343.0,28877.0,29530.0,29190.0,28946.0,28623.0,28914.0,27948.0,27218.0,26644.0,26044.0,25470.0,24574.0,24107.0,9922.0,9914.0
서구 - 전문대＜br＞(B),Statistics,5925.0,5961.0,6284.0,6530.0,6535.0,6388.0,6226.0,6336.0,6249.0,6064.0,5887.0,5829.0,5661.0,5169.0,4766.0,4572.0,4380.0
서귀포시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,1036.0,951.0,912.0,927.0,599.0,340.0,,,,,,,,,,,
서귀포시 - 산업대＜br＞(D),Statistics,1.0,1.0,,,,,,,,,,,,,,,
서귀포시 - 일반대＜br＞(A),Statistics,1035.0,950.0,912.0,927.0,599.0,340.0,,,,,,,,,,,
서대문구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,74766.0,74692.0,74987.0,74958.0,75102.0,75024.0,74322.0,71555.0,70633.0,70479.0,70627.0,71720.0,72178.0,72976.0,72276.0,65252.0,65109.0
서대문구 - 일반대＜br＞(A),Statistics,60113.0,60537.0,60957.0,61158.0,61713.0,62197.0,62125.0,60064.0,59369.0,59137.0,59379.0,60726.0,61423.0,62455.0,61770.0,54936.0,54799.0
서대문구 - 전문대＜br＞(B),Statistics,14653.0,14155.0,14030.0,13800.0,13389.0,12827.0,12197.0,11491.0,11264.0,11342.0,11248.0,10994.0,10755.0,10521.0,10506.0,10316.0,10310.0
서산시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,10499.0,10489.0,10660.0,10747.0,10701.0,10644.0,10656.0,10106.0,9928.0,9749.0,9569.0,9270.0,9277.0,9190.0,8857.0,5877.0,5545.0
서산시 - 일반대＜br＞(A),Statistics,10499.0,10489.0,10660.0,10747.0,10701.0,10644.0,10656.0,10106.0,9928.0,9749.0,9569.0,9270.0,9277.0,9190.0,8857.0,5877.0,5545.0
서울특별시 - 교육대＜br＞(C),Statistics,2345.0,2223.0,2139.0,2005.0,1888.0,1726.0,1645.0,1600.0,1605.0,1592.0,1601.0,1609.0,1606.0,1593.0,1538.0,1497.0,1413.0
서울특별시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,527195.0,533420.0,553674.0,555787.0,574067.0,570583.0,575724.0,567207.0,562690.0,560323.0,560944.0,562971.0,563889.0,560242.0,552173.0,506612.0,507923.0
서울특별시 - 산업대＜br＞(D),Statistics,18064.0,17865.0,17993.0,17992.0,14521.0,11213.0,8492.0,5930.0,3752.0,2057.0,,,,,,,
서울특별시 - 일반대＜br＞(A),Statistics,440846.0,447982.0,468509.0,471648.0,494016.0,495395.0,504569.0,500178.0,498944.0,499021.0,502807.0,505743.0,507319.0,504661.0,496926.0,452370.0,454369.0
서울특별시 - 전문대＜br＞(B),Statistics,65940.0,65350.0,65033.0,64142.0,63642.0,62249.0,61018.0,59499.0,58389.0,57653.0,56536.0,55619.0,54964.0,53988.0,53709.0,52745.0,52141.0
서초구 - 교육대＜br＞(C),Statistics,2345.0,2223.0,2139.0,2005.0,1888.0,1726.0,1645.0,1600.0,1605.0,1592.0,1601.0,1609.0,1606.0,1593.0,1538.0,1497.0,1413.0
서초구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,3241.0,2995.0,2827.0,2605.0,2413.0,2227.0,2071.0,2073.0,2120.0,2202.0,2314.0,2445.0,2566.0,2557.0,2506.0,2464.0,2388.0
서초구 - 일반대＜br＞(A),Statistics,896.0,772.0,688.0,600.0,525.0,501.0,426.0,473.0,515.0,610.0,713.0,836.0,960.0,964.0,968.0,967.0,975.0
성남시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,43371.0,42426.0,44137.0,44829.0,50233.0,50945.0,50818.0,50665.0,49802.0,48998.0,48690.0,48460.0,48021.0,47474.0,47159.0,45099.0,45790.0
성남시 - 일반대＜br＞(A),Statistics,17339.0,20719.0,23870.0,25117.0,30522.0,31441.0,31968.0,31990.0,31416.0,30978.0,30931.0,30792.0,30392.0,30602.0,30605.0,28890.0,29712.0
성남시 - 전문대＜br＞(B),Statistics,26032.0,21707.0,20267.0,19712.0,19711.0,19504.0,18850.0,18675.0,18386.0,18020.0,17759.0,17668.0,17629.0,16872.0,16554.0,16209.0,16078.0
성동구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,30282.0,30058.0,29905.0,29648.0,29483.0,29098.0,28961.0,28614.0,29748.0,29633.0,29827.0,29968.0,30206.0,30217.0,30032.0,30114.0,30148.0
성동구 - 일반대＜br＞(A),Statistics,22925.0,22927.0,22802.0,22562.0,22211.0,21887.0,21631.0,21207.0,22408.0,22321.0,22620.0,22684.0,22785.0,22556.0,22284.0,22334.0,22610.0
성동구 - 전문대＜br＞(B),Statistics,7357.0,7131.0,7103.0,7086.0,7272.0,7211.0,7330.0,7407.0,7340.0,7312.0,7207.0,7284.0,7421.0,7661.0,7748.0,7780.0,7538.0
성북구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,86796.0,88107.0,89468.0,90070.0,91012.0,90907.0,90144.0,89036.0,87187.0,86740.0,86755.0,86714.0,86693.0,86097.0,84599.0,81492.0,82350.0
성북구 - 일반대＜br＞(A),Statistics,86217.0,87821.0,89388.0,90070.0,91012.0,90907.0,90144.0,89036.0,87187.0,86740.0,86755.0,86714.0,86693.0,86097.0,84599.0,81492.0,82350.0
성북구 - 전문대＜br＞(B),Statistics,579.0,286.0,80.0,,,,,,,,,,,,,,
세종특별자치시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,,,,,,25608.0,25557.0,24902.0,24247.0,23562.0,23165.0,22734.0,22558.0,21777.0,21253.0,21022.0,20847.0
세종특별자치시 - 일반대＜br＞(A),Statistics,,,,,,20291.0,20130.0,19707.0,19249.0,18712.0,18260.0,17945.0,17852.0,17504.0,17101.0,16949.0,16757.0
세종특별자치시 - 전문대＜br＞(B),Statistics,,,,,,5317.0,5427.0,5195.0,4998.0,4850.0,4905.0,4789.0,4706.0,4273.0,4152.0,4073.0,4090.0
속초시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,3706.0,3465.0,3510.0,3470.0,3062.0,2220.0,1207.0,581.0,44.0,8.0,1.0,,,,,,
속초시 - 일반대＜br＞(A),Statistics,,,,,,362.0,408.0,419.0,,,,,,,,,
속초시 - 전문대＜br＞(B),Statistics,3706.0,3465.0,3510.0,3470.0,3062.0,1858.0,799.0,162.0,44.0,8.0,1.0,,,,,,
송파구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,3101.0,3080.0,3127.0,3161.0,3150.0,3197.0,3197.0,3220.0,3240.0,3259.0,3287.0,3234.0,3191.0,3095.0,3031.0,2992.0,2959.0
송파구 - 일반대＜br＞(A),Statistics,3101.0,3080.0,3127.0,3161.0,3150.0,3197.0,3197.0,3220.0,3240.0,3259.0,3287.0,3234.0,3191.0,3095.0,3031.0,2992.0,2959.0
수성구 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,5581.0,5241.0,5435.0,5679.0,5803.0,5973.0,6008.0,5884.0,5876.0,5513.0,5168.0,4988.0,4961.0,4595.0,4302.0,4200.0,4209.0
수성구 - 전문대＜br＞(B),Statistics,5581.0,5241.0,5435.0,5679.0,5803.0,5973.0,6008.0,5884.0,5876.0,5513.0,5168.0,4988.0,4961.0,4595.0,4302.0,4200.0,4209.0
수원시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,54418.0,55067.0,43893.0,44233.0,44113.0,43893.0,43323.0,42942.0,41896.0,41465.0,40858.0,40721.0,40660.0,40190.0,39398.0,49620.0,49357.0
수원시 - 일반대＜br＞(A),Statistics,42839.0,43662.0,32290.0,32599.0,32508.0,32529.0,32072.0,31755.0,30933.0,30700.0,30338.0,30432.0,30254.0,30174.0,29612.0,40739.0,40530.0
수원시 - 전문대＜br＞(B),Statistics,11579.0,11405.0,11603.0,11634.0,11605.0,11364.0,11251.0,11187.0,10963.0,10765.0,10520.0,10289.0,10406.0,10016.0,9786.0,8881.0,8827.0
순천시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,20998.0,20961.0,21260.0,20849.0,20262.0,20467.0,20228.0,19880.0,19409.0,18178.0,17777.0,17495.0,16972.0,16172.0,15468.0,14857.0,14519.0
순천시 - 일반대＜br＞(A),Statistics,12682.0,12304.0,12102.0,11841.0,11182.0,11170.0,11100.0,11005.0,10742.0,10311.0,10045.0,9805.0,9545.0,9186.0,8899.0,8786.0,8595.0
순천시 - 전문대＜br＞(B),Statistics,8316.0,8657.0,9158.0,9008.0,9080.0,9297.0,9128.0,8875.0,8667.0,7867.0,7732.0,7690.0,7427.0,6986.0,6569.0,6071.0,5924.0
시흥시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,16297.0,16652.0,17133.0,17276.0,17847.0,18198.0,18173.0,18170.0,18265.0,17873.0,17148.0,17159.0,17531.0,17301.0,17188.0,16946.0,16650.0
시흥시 - 산업대＜br＞(D),Statistics,9507.0,9666.0,10012.0,9821.0,8375.0,7024.0,5144.0,3413.0,2034.0,921.0,,,,,,,
시흥시 - 일반대＜br＞(A),Statistics,,,,,1582.0,3141.0,5134.0,7054.0,8561.0,9424.0,10082.0,9839.0,9661.0,9726.0,9826.0,9957.0,9979.0
시흥시 - 전문대＜br＞(B),Statistics,6790.0,6986.0,7121.0,7455.0,7890.0,8033.0,7895.0,7703.0,7670.0,7528.0,7066.0,7320.0,7870.0,7575.0,7362.0,6989.0,6671.0
아산시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,47786.0,48793.0,50256.0,50946.0,52214.0,50003.0,49422.0,48177.0,46669.0,45366.0,43899.0,43445.0,43831.0,43319.0,42720.0,38586.0,38094.0
아산시 - 일반대＜br＞(A),Statistics,47786.0,48793.0,50256.0,50946.0,52214.0,50003.0,49422.0,48177.0,46669.0,45366.0,43899.0,43445.0,43831.0,43319.0,42720.0,38586.0,38094.0
안동시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,19569.0,19408.0,19729.0,20097.0,18866.0,17888.0,17654.0,17274.0,16897.0,15973.0,15266.0,14836.0,14712.0,13570.0,12598.0,11769.0,11318.0
안동시 - 일반대＜br＞(A),Statistics,10792.0,10885.0,11067.0,11203.0,11129.0,10437.0,10351.0,10166.0,9863.0,9319.0,9070.0,8692.0,8608.0,7925.0,7414.0,6914.0,6625.0
안동시 - 전문대＜br＞(B),Statistics,8777.0,8523.0,8662.0,8894.0,7737.0,7451.0,7303.0,7108.0,7034.0,6654.0,6196.0,6144.0,6104.0,5645.0,5184.0,4855.0,4693.0
안산시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,30993.0,30729.0,31176.0,31674.0,31599.0,31545.0,31160.0,30355.0,30745.0,29904.0,29668.0,29634.0,29835.0,28603.0,27782.0,27316.0,27177.0
안산시 - 일반대＜br＞(A),Statistics,13762.0,13714.0,13633.0,13651.0,13484.0,13320.0,13364.0,12910.0,13421.0,13045.0,12974.0,13128.0,13427.0,13657.0,13964.0,14347.0,14632.0
안산시 - 전문대＜br＞(B),Statistics,17231.0,17015.0,17543.0,18023.0,18115.0,18225.0,17796.0,17445.0,17324.0,16859.0,16694.0,16506.0,16408.0,14946.0,13818.0,12969.0,12545.0
안성시 - 대학교 재학생수＜br＞(A+B+C+D),Statistics,36940.0,37152.0,37394.0,37069.0,35974.0,35600.0,34742.0,33699.0,32255.0,30570.0,29052.0,27068.0,26031.0,24190.0,22715.0,19938.0,19376.0
