item,category,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
괴산군 - 총재활용량＜br＞(A),Statistics,15.2,12.0,11.3,12.9,9.9,19.6,19.1,18.5,17.7,15.3,12.6,30.4,30.8,30.8,28.3,31.2,29.9,29.0,8.8,25.7,54.3,22.7,24.5
구례군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,32.1,29.3,21.4,18.1,22.0,21.5,29.2,34.2,35.0,33.9,32.8,35.1,31.3,78.7,100.0,36.7,100.0,80.3,100.0,53.3,89.8,42.5,75.0
구례군 - 생활계폐기물 총발생량＜br＞(B),Statistics,23.4,22.2,25.2,24.8,21.8,22.3,23.6,21.9,22.0,23.9,19.5,19.4,17.6,15.5,15.8,16.9,16.0,17.3,18.4,62.8,76.4,20.7,22.8
구례군 - 총재활용량＜br＞(A),Statistics,7.5,6.5,5.4,4.5,4.8,4.8,6.9,7.5,7.7,8.1,6.4,6.8,5.5,12.2,15.8,6.2,16.0,13.9,18.4,33.5,68.6,8.8,17.1
구로구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,53.2,54.5,58.4,59.0,59.1,63.7,64.9,66.9,67.6,55.2,50.2,53.3,50.2,58.0,56.1,55.7,56.1,54.1,52.4,52.3,56.4,59.8,69.6
구로구 - 생활계폐기물 총발생량＜br＞(B),Statistics,405.2,425.9,444.2,385.9,416.6,440.3,435.7,441.7,430.1,308.1,276.7,285.7,278.5,322.5,314.7,318.2,310.8,319.4,326.5,329.6,373.2,367.2,470.2
구로구 - 총재활용량＜br＞(A),Statistics,215.5,232.1,259.4,227.5,246.1,280.3,282.6,295.4,290.6,170.1,139.0,152.4,139.7,186.9,176.4,177.2,174.5,172.8,171.0,172.5,210.5,219.5,327.4
구리시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,34.9,45.3,39.9,42.7,51.0,39.6,42.2,49.4,47.5,49.0,44.4,64.1,59.2,64.1,60.8,61.2,50.0,48.2,48.5,56.6,57.0,59.5,58.0
구리시 - 생활계폐기물 총발생량＜br＞(B),Statistics,219.2,249.6,253.8,237.3,209.9,142.0,227.2,210.9,214.5,209.6,195.6,192.0,176.7,209.3,192.9,222.2,156.9,165.9,187.4,255.8,220.4,231.3,196.8
구리시 - 총재활용량＜br＞(A),Statistics,76.4,113.1,101.2,101.4,107.1,56.3,95.9,104.2,101.8,102.7,86.8,123.0,104.6,134.1,117.2,136.0,78.4,80.0,90.9,144.8,125.7,137.6,114.1
구미시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,57.1,61.0,57.0,47.2,45.6,47.7,44.9,47.4,45.8,46.6,46.9,45.5,40.9,41.3,47.0,40.8,43.1,50.2,71.2,48.5,49.6,45.7,94.6
구미시 - 생활계폐기물 총발생량＜br＞(B),Statistics,217.8,227.6,255.5,287.3,280.1,280.3,303.4,266.9,266.0,255.2,254.6,253.9,249.2,358.5,402.8,380.3,461.6,464.9,826.6,454.0,446.8,519.9,492.6
구미시 - 총재활용량＜br＞(A),Statistics,124.4,138.9,145.6,135.6,127.6,133.6,136.3,126.5,121.9,119.0,119.4,115.5,101.8,148.1,189.5,155.0,198.8,233.5,588.4,220.3,221.7,237.8,465.9
군산시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,43.9,44.0,26.7,38.1,61.2,61.6,49.5,53.0,53.7,51.5,48.1,29.9,31.7,30.9,33.8,39.2,51.2,51.4,52.3,43.7,42.2,44.1,47.6
군산시 - 생활계폐기물 총발생량＜br＞(B),Statistics,302.3,206.9,255.2,270.9,237.9,273.3,238.7,243.6,252.2,245.6,319.8,313.6,289.8,289.0,299.6,302.7,327.8,442.3,444.7,473.0,344.9,340.5,374.0
군산시 - 총재활용량＜br＞(A),Statistics,132.7,91.0,68.1,103.3,145.6,168.3,118.2,129.2,135.4,126.4,153.8,93.9,91.8,89.4,101.4,118.6,167.9,227.2,232.7,206.7,145.7,150.2,178.0
군위군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,36.4,38.3,30.3,31.8,40.0,39.4,44.7,41.7,41.5,42.4,45.5,35.6,40.8,27.7,23.8,24.8,13.9,15.2,34.0,58.1,71.5,47.4,30.5
군위군 - 생활계폐기물 총발생량＜br＞(B),Statistics,15.1,14.9,15.5,14.8,24.0,22.6,21.7,22.3,22.9,22.9,17.6,17.4,17.4,15.5,19.3,21.4,24.4,21.7,41.5,55.8,94.5,40.3,41.7
군위군 - 총재활용량＜br＞(A),Statistics,5.5,5.7,4.7,4.7,9.6,8.9,9.7,9.3,9.5,9.7,8.0,6.2,7.1,4.3,4.6,5.3,3.4,3.3,14.1,32.4,67.6,19.1,12.7
군포시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,38.2,61.3,62.4,64.9,67.7,63.5,57.2,69.0,60.0,67.2,65.4,70.1,44.0,50.5,51.4,50.0,44.8,43.2,43.2,44.1,43.3,43.8,46.6
군포시 - 생활계폐기물 총발생량＜br＞(B),Statistics,258.7,341.2,343.7,323.8,325.9,301.5,323.4,315.5,196.5,305.0,314.1,301.0,201.3,181.3,193.1,219.5,229.7,252.6,262.5,265.4,264.3,250.2,267.8
군포시 - 총재활용량＜br＞(A),Statistics,98.8,209.1,214.5,210.3,220.5,191.4,185.1,217.8,117.9,205.1,205.3,210.9,88.6,91.6,99.2,109.8,102.9,109.1,113.3,117.0,114.4,109.7,124.8
금산군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,21.3,23.4,22.3,28.5,28.2,24.4,16.4,28.4,27.5,26.7,28.2,42.6,42.2,52.9,45.7,34.5,38.9,55.0,41.2,42.4,39.0,41.2,39.7
금산군 - 생활계폐기물 총발생량＜br＞(B),Statistics,37.5,42.7,44.9,52.2,53.2,62.7,39.0,42.9,43.6,41.9,43.2,54.4,55.9,60.7,54.3,55.0,58.4,52.0,46.1,65.4,74.1,63.8,67.7
금산군 - 총재활용량＜br＞(A),Statistics,8.0,10.0,10.0,14.9,15.0,15.3,6.4,12.2,12.0,11.2,12.2,23.2,23.6,32.1,24.8,19.0,22.7,28.6,19.0,27.7,28.9,26.3,26.9
금정구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,58.9,58.0,55.9,60.0,65.6,66.2,67.5,71.2,72.5,72.5,72.7,72.9,72.9,90.7,90.2,91.1,91.2,90.0,84.9,83.6,72.6,85.7,86.4
금정구 - 생활계폐기물 총발생량＜br＞(B),Statistics,269.3,279.3,280.3,268.5,249.6,255.2,252.3,241.0,229.9,220.0,219.1,219.9,217.4,228.3,228.1,229.0,232.5,234.6,233.0,255.0,169.5,181.2,188.3
금정구 - 총재활용량＜br＞(A),Statistics,158.5,162.0,156.6,161.0,163.8,168.9,170.4,171.6,166.6,159.6,159.3,160.4,158.5,207.0,205.8,208.7,212.1,211.2,197.9,213.2,123.1,155.2,162.7
금천구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,56.0,55.0,58.3,59.1,66.2,64.2,63.4,60.1,70.4,69.4,57.9,61.4,54.9,66.4,71.4,71.0,70.3,70.4,69.1,68.7,63.1,65.3,64.2
금천구 - 생활계폐기물 총발생량＜br＞(B),Statistics,365.4,342.8,342.0,324.7,312.7,302.1,316.8,222.3,272.8,196.7,221.2,223.5,180.2,250.6,240.1,239.6,241.8,248.8,286.7,274.5,270.3,273.8,277.4
금천구 - 총재활용량＜br＞(A),Statistics,204.7,188.5,199.5,192.0,207.1,193.8,200.9,133.6,192.0,136.5,128.1,137.2,99.0,166.5,171.5,170.0,170.0,175.2,198.0,188.7,170.5,178.7,178.0
기장군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,35.9,35.1,32.6,43.3,54.2,56.5,55.0,58.1,59.4,59.3,60.4,59.2,58.7,68.5,61.6,61.9,66.6,68.5,68.0,67.8,78.6,75.7,73.0
기장군 - 생활계폐기물 총발생량＜br＞(B),Statistics,50.1,55.2,70.9,59.3,71.6,80.3,81.8,79.8,80.5,81.8,86.4,92.5,99.2,137.9,124.9,131.9,131.0,130.3,129.8,176.3,233.0,245.3,185.7
기장군 - 총재활용량＜br＞(A),Statistics,18.0,19.4,23.1,25.7,38.8,45.4,45.0,46.4,47.8,48.5,52.2,54.8,58.2,94.4,77.0,81.6,87.2,89.2,88.2,119.5,183.1,185.7,135.5
김제시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,31.3,36.8,34.1,40.1,44.5,56.2,70.6,66.3,61.4,63.9,59.2,60.3,61.6,65.1,64.7,63.1,60.5,63.7,48.5,37.3,70.9,65.9,65.6
김제시 - 생활계폐기물 총발생량＜br＞(B),Statistics,64.6,69.0,111.3,111.7,117.4,108.2,71.2,60.0,60.7,61.0,62.3,62.2,66.1,71.7,70.8,86.5,83.2,95.4,78.0,191.5,134.5,127.1,102.0
김제시 - 총재활용량＜br＞(A),Statistics,20.2,25.4,37.9,44.8,52.2,60.8,50.3,39.8,37.3,39.0,36.9,37.5,40.7,46.7,45.8,54.6,50.3,60.8,37.8,71.4,95.4,83.8,66.9
김천시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,36.4,39.2,38.9,49.0,57.2,57.5,57.3,49.0,72.5,79.3,54.9,48.8,52.8,45.0,40.1,47.9,41.1,66.3,63.4,58.3,60.7,58.1,41.1
김천시 - 생활계폐기물 총발생량＜br＞(B),Statistics,102.4,109.1,115.7,109.5,109.5,114.1,108.8,175.1,174.4,208.7,113.2,108.3,119.0,106.1,111.1,136.9,125.0,125.2,129.6,169.6,187.2,214.6,177.3
김천시 - 총재활용량＜br＞(A),Statistics,37.3,42.8,45.0,53.7,62.6,65.6,62.3,85.8,126.5,165.4,62.2,52.9,62.8,47.7,44.6,65.6,51.4,83.0,82.2,98.9,113.6,124.6,72.9
김포시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,56.8,58.3,58.1,67.0,67.0,66.0,64.7,66.5,66.3,68.4,69.6,69.5,62.1,58.0,56.7,45.5,54.0,55.4,39.5,40.8,60.2,59.7,67.6
김포시 - 생활계폐기물 총발생량＜br＞(B),Statistics,167.1,175.1,178.7,177.9,181.6,153.4,186.3,184.8,183.5,199.6,213.0,234.8,263.2,252.6,316.4,249.7,253.4,337.5,344.9,363.4,494.0,485.2,472.3
김포시 - 총재활용량＜br＞(A),Statistics,94.9,102.1,103.9,119.2,121.7,101.2,120.5,122.8,121.6,136.6,148.3,163.3,163.4,146.5,179.5,113.5,136.9,187.1,136.1,148.2,297.3,289.6,319.1
김해시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,49.4,43.4,48.2,52.7,63.5,63.6,64.8,67.0,67.4,63.1,65.3,64.4,61.3,58.9,59.2,61.3,63.0,64.8,75.7,66.4,71.1,67.2,69.4
김해시 - 생활계폐기물 총발생량＜br＞(B),Statistics,307.1,349.6,367.1,390.0,399.1,401.0,460.8,485.7,501.6,453.9,448.7,443.6,449.4,437.0,455.3,498.8,481.7,494.6,725.3,655.1,585.1,588.4,561.4
김해시 - 총재활용량＜br＞(A),Statistics,151.6,151.6,177.1,205.4,253.5,255.1,298.7,325.3,338.1,286.3,293.0,285.7,275.4,257.6,269.7,305.7,303.4,320.5,549.0,434.9,416.1,395.3,389.8
나주시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,14.4,25.6,29.9,40.4,65.0,40.4,54.6,70.2,71.7,66.8,65.7,63.2,62.3,62.7,62.4,60.4,64.8,51.7,53.0,52.0,46.3,58.1,54.1
나주시 - 생활계폐기물 총발생량＜br＞(B),Statistics,95.6,94.7,93.7,91.1,42.0,63.9,124.8,90.7,89.0,93.1,92.8,91.3,90.1,91.6,94.6,83.9,85.2,71.8,84.7,120.2,133.7,157.6,141.5
나주시 - 총재활용량＜br＞(A),Statistics,13.8,24.2,28.0,36.8,27.3,25.8,68.1,63.7,63.8,62.2,61.0,57.7,56.1,57.4,59.0,50.7,55.2,37.1,44.9,62.5,61.9,91.6,76.5
남구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,62.7,58.7,62.6,62.5,67.7,67.5,68.1,70.2,71.0,71.1,71.8,72.9,72.3,88.7,87.3,90.4,90.0,89.2,83.1,80.1,70.7,81.4,82.9
남구 - 생활계폐기물 총발생량＜br＞(B),Statistics,328.3,327.0,297.0,283.2,267.2,262.6,252.7,243.6,244.3,235.3,229.0,223.5,219.4,228.0,238.2,231.6,223.7,230.1,234.9,278.0,170.2,187.5,185.5
남구 - 총재활용량＜br＞(A),Statistics,205.9,191.8,185.9,177.1,180.9,177.3,172.1,171.1,173.5,167.3,164.5,163.0,158.6,202.2,208.0,209.4,201.3,205.2,195.2,222.8,120.3,152.6,153.8
남동구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,20.5,28.3,46.8,58.0,60.4,54.4,48.8,55.8,54.1,53.5,54.6,55.8,54.5,59.6,62.1,43.9,63.6,64.7,65.5,67.2,69.6,62.8,63.9
남동구 - 생활계폐기물 총발생량＜br＞(B),Statistics,307.4,347.3,366.6,492.6,337.2,311.0,391.3,337.6,337.1,277.0,281.5,282.2,267.7,308.3,330.1,551.8,473.2,521.9,469.3,457.7,478.3,619.7,560.5
남동구 - 총재활용량＜br＞(A),Statistics,63.0,98.4,171.4,285.7,203.8,169.1,191.0,188.3,182.3,148.1,153.6,157.4,145.8,183.9,204.9,242.2,300.8,337.5,307.4,307.8,333.0,389.4,358.1
남양주시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,68.3,63.4,64.2,65.3,67.8,69.9,74.3,75.8,69.1,69.5,70.0,71.1,54.5,54.7,51.8,58.5,59.0,50.1,66.0,66.6,70.1,71.7,68.0
남양주시 - 생활계폐기물 총발생량＜br＞(B),Statistics,266.9,287.2,292.0,304.7,329.0,327.8,347.5,362.1,418.5,421.7,436.5,483.3,336.6,366.8,346.2,379.0,367.5,407.2,684.4,789.0,676.6,714.4,629.2
남양주시 - 총재활용량＜br＞(A),Statistics,182.2,182.0,187.4,198.9,223.0,229.1,258.1,274.5,289.3,293.0,305.4,343.6,183.4,200.6,179.4,221.8,217.0,203.9,451.5,525.5,474.1,512.2,428.0
남원시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,37.1,20.8,51.2,52.5,59.5,58.4,65.8,61.0,54.7,56.7,39.8,33.0,28.6,37.3,36.5,54.3,43.9,47.6,66.6,39.2,32.2,43.4,37.6
남원시 - 생활계폐기물 총발생량＜br＞(B),Statistics,103.4,101.0,105.5,101.0,101.7,103.8,112.7,97.2,95.5,101.4,84.5,76.6,71.7,72.2,69.1,92.8,86.1,88.5,159.5,112.6,113.2,96.7,91.6
남원시 - 총재활용량＜br＞(A),Statistics,38.4,21.0,54.0,53.0,60.5,60.6,74.2,59.3,52.2,57.5,33.6,25.3,20.5,26.9,25.2,50.4,37.8,42.1,106.3,44.1,36.4,42.0,34.4
남해군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,44.0,58.9,36.4,53.1,43.0,34.7,52.6,61.7,56.6,65.0,62.5,62.9,70.2,71.8,68.4,73.0,68.9,84.4,71.5,70.0,67.1,88.9,61.7
남해군 - 생활계폐기물 총발생량＜br＞(B),Statistics,30.7,30.9,36.5,37.3,38.8,47.8,46.8,46.7,47.5,40.3,37.6,38.3,39.3,35.8,55.0,67.9,61.5,67.5,61.1,63.7,63.0,184.2,44.9
남해군 - 총재활용량＜br＞(A),Statistics,13.5,18.2,13.3,19.8,16.7,16.6,24.6,28.8,26.9,26.2,23.5,24.1,27.6,25.7,37.6,49.6,42.4,57.0,43.7,44.6,42.3,163.8,27.7
노원구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,52.0,58.9,61.9,64.5,65.0,65.7,65.0,64.8,63.8,64.1,60.2,60.8,60.5,66.5,75.6,73.8,74.2,77.1,65.4,71.0,70.3,73.3,73.3
노원구 - 생활계폐기물 총발생량＜br＞(B),Statistics,484.4,489.4,489.8,473.4,451.8,449.5,441.4,420.2,541.2,452.9,303.7,307.9,302.4,356.4,464.2,455.1,416.7,467.2,317.3,394.8,372.3,399.4,383.9
노원구 - 총재활용량＜br＞(A),Statistics,252.1,288.3,303.1,305.3,293.8,295.5,287.1,272.3,345.4,290.1,182.8,187.3,183.1,237.0,351.0,335.7,309.0,360.2,207.4,280.2,261.9,292.8,281.3
논산시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,34.5,34.7,42.1,44.3,46.4,50.2,50.5,56.2,59.4,59.8,54.0,54.0,53.6,52.7,52.4,59.0,51.0,52.8,29.4,47.0,43.4,61.6,60.4
논산시 - 생활계폐기물 총발생량＜br＞(B),Statistics,139.9,126.7,128.5,127.9,128.9,122.4,148.9,167.9,150.1,169.7,174.5,174.6,176.0,175.8,184.3,173.3,173.7,170.6,144.8,190.8,164.1,164.4,222.6
논산시 - 총재활용량＜br＞(A),Statistics,48.3,44.0,54.1,56.7,59.8,61.4,75.2,94.4,89.1,101.4,94.3,94.3,94.4,92.7,96.5,102.3,88.6,90.1,42.5,89.6,71.2,101.3,134.4
단양군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,38.5,30.2,33.1,43.0,48.9,52.4,47.3,45.7,51.6,53.4,47.4,49.6,45.0,34.9,38.2,28.2,21.9,20.3,20.3,31.9,38.1,56.5,24.4
단양군 - 생활계폐기물 총발생량＜br＞(B),Statistics,37.1,37.1,39.3,35.6,37.4,42.2,38.9,40.9,51.4,45.1,42.0,38.9,37.3,35.8,39.3,47.5,44.7,52.8,55.8,68.6,64.5,105.7,56.9
단양군 - 총재활용량＜br＞(A),Statistics,14.3,11.2,13.0,15.3,18.3,22.1,18.4,18.7,26.5,24.1,19.9,19.3,16.8,12.5,15.0,13.4,9.8,10.7,11.3,21.9,24.6,59.7,13.9
달서구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,43.6,38.9,42.2,48.7,53.4,56.3,56.9,59.1,55.4,55.6,51.0,53.4,53.2,46.3,49.3,63.1,68.4,70.4,71.2,64.1,59.7,49.8,51.6
달서구 - 생활계폐기물 총발생량＜br＞(B),Statistics,512.1,516.7,525.1,526.3,500.6,491.3,505.3,525.8,529.0,535.3,582.6,587.4,622.0,733.0,707.4,679.3,666.3,637.0,657.5,640.2,527.5,633.0,602.9
달서구 - 총재활용량＜br＞(A),Statistics,223.4,200.9,221.6,256.1,267.4,276.7,287.3,310.5,293.2,297.7,297.3,313.6,331.2,339.4,348.5,428.6,455.8,448.2,468.4,410.6,315.0,315.3,311.0
달성군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,49.2,45.3,62.0,63.5,73.5,61.6,61.2,60.7,68.6,67.6,65.8,64.1,58.6,58.1,42.5,59.9,78.7,75.5,69.3,65.7,64.8,62.0,63.4
달성군 - 생활계폐기물 총발생량＜br＞(B),Statistics,125.9,137.5,245.5,240.0,217.7,217.9,224.1,231.8,209.6,228.4,225.4,233.6,227.2,266.4,256.7,253.8,270.3,287.7,294.7,310.3,280.5,316.5,290.4
달성군 - 총재활용량＜br＞(A),Statistics,61.9,62.3,152.2,152.5,160.1,134.2,137.1,140.6,143.8,154.4,148.3,149.7,133.2,154.9,109.1,151.9,212.6,217.2,204.3,203.9,181.9,196.1,184.0
담양군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,35.0,30.8,30.7,39.6,53.4,36.0,52.3,27.5,31.9,20.0,25.9,28.2,25.7,17.6,15.2,43.0,55.1,51.7,62.3,35.8,39.1,29.8,24.1
담양군 - 생활계폐기물 총발생량＜br＞(B),Statistics,26.6,25.0,28.0,41.9,36.9,40.5,57.2,46.1,45.5,49.5,37.5,32.3,33.4,31.3,34.1,14.9,22.7,20.7,15.4,61.5,67.7,54.4,55.6
담양군 - 총재활용량＜br＞(A),Statistics,9.3,7.7,8.6,16.6,19.7,14.6,29.9,12.7,14.5,9.9,9.7,9.1,8.6,5.5,5.2,6.4,12.5,10.7,9.6,22.0,26.5,16.2,13.4
당진시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,,,,,,,,,,,,51.2,39.1,42.8,44.9,56.4,50.3,43.5,37.0,47.9,49.0,48.4,47.3
당진시 - 생활계폐기물 총발생량＜br＞(B),Statistics,,,,,,,,,,,,149.3,150.7,188.7,142.6,183.1,150.1,155.0,238.4,217.9,205.8,217.8,188.5
당진시 - 총재활용량＜br＞(A),Statistics,,,,,,,,,,,,76.5,58.9,80.7,64.0,103.3,75.5,67.5,88.2,104.4,100.9,105.5,89.1
대구광역시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,42.0,42.1,44.3,47.8,56.1,51.2,56.8,56.8,55.5,55.9,55.0,52.5,50.2,49.8,48.3,64.2,76.6,76.0,72.7,69.8,61.6,53.0,54.8
대구광역시 - 생활계폐기물 총발생량＜br＞(B),Statistics,2640.0,2642.0,2641.0,2638.0,2635.0,2637.4,2635.4,2632.8,2548.0,2584.8,2625.0,2683.8,2789.7,2899.4,2966.5,2956.9,2895.4,3014.8,2938.1,3103.6,2598.3,2856.8,2745.0
대구광역시 - 총재활용량＜br＞(A),Statistics,1108.0,1112.0,1171.0,1261.0,1477.0,1349.4,1497.4,1496.0,1413.1,1445.4,1442.8,1408.4,1400.5,1444.1,1434.0,1897.4,2217.0,2292.4,2136.1,2165.3,1599.6,1513.8,1504.0
대덕구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,47.6,42.5,44.1,45.2,50.7,65.4,63.3,59.3,60.7,65.3,62.5,67.5,58.4,57.9,71.8,69.8,66.2,73.4,54.2,70.1,63.7,66.4,65.0
대덕구 - 생활계폐기물 총발생량＜br＞(B),Statistics,324.9,287.6,291.4,231.5,264.0,237.7,239.8,248.4,261.6,254.9,242.7,235.1,250.6,226.7,293.5,273.6,298.2,258.5,210.6,228.6,212.2,197.4,190.9
대덕구 - 총재활용량＜br＞(A),Statistics,154.7,122.2,128.4,104.7,133.9,155.5,151.8,147.2,158.8,166.4,151.8,158.6,146.3,131.3,210.7,190.9,197.5,189.8,114.2,160.3,135.1,131.0,124.1
대전광역시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,34.7,38.9,41.8,44.5,58.5,59.5,60.0,59.8,64.4,64.3,64.4,66.6,63.6,63.8,67.0,65.9,63.6,71.8,67.9,73.2,67.9,69.4,65.0
대전광역시 - 생활계폐기물 총발생량＜br＞(B),Statistics,1788.5,1640.3,1688.1,1461.4,1499.4,1503.1,1495.0,1577.6,1511.1,1557.6,1519.2,1468.9,1473.4,1451.2,1589.8,1628.5,1664.0,1611.3,1457.2,1491.2,1568.4,1503.8,1430.8
대전광역시 - 총재활용량＜br＞(A),Statistics,620.2,637.8,705.6,649.7,876.6,895.0,897.5,943.6,973.1,1000.9,977.7,978.0,937.2,925.8,1065.9,1072.7,1057.6,1156.7,988.9,1091.7,1064.8,1043.0,930.5
도봉구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,49.2,39.5,44.8,51.8,61.2,77.7,78.3,78.2,76.0,81.3,81.2,81.6,82.5,80.4,77.8,78.4,70.8,73.6,64.0,66.1,58.2,74.3,56.7
도봉구 - 생활계폐기물 총발생량＜br＞(B),Statistics,298.1,257.2,286.8,242.0,229.9,416.1,412.5,398.0,307.4,400.6,404.3,400.4,386.2,348.1,314.7,315.1,243.6,255.7,345.1,300.9,251.9,258.3,280.6
도봉구 - 총재활용량＜br＞(A),Statistics,146.8,101.7,128.5,125.3,140.7,323.4,322.8,311.4,233.5,325.7,328.2,326.9,318.5,279.9,244.7,247.0,172.4,188.1,220.7,199.0,146.5,192.0,159.1
동구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,56.8,54.9,53.8,55.7,62.8,60.5,64.1,67.9,67.8,66.9,67.5,69.5,68.2,74.0,69.4,71.2,71.1,85.6,80.6,81.3,67.4,76.6,81.6
동구 - 생활계폐기물 총발생량＜br＞(B),Statistics,178.0,176.4,154.2,146.4,125.2,119.1,116.0,106.7,104.0,100.8,98.1,94.3,94.7,100.7,99.9,97.9,94.0,95.2,92.9,113.6,72.4,86.4,87.3
동구 - 총재활용량＜br＞(A),Statistics,101.1,96.8,82.9,81.6,78.6,72.0,74.3,72.4,70.5,67.4,66.2,65.5,64.6,74.5,69.3,69.7,66.8,81.5,74.9,92.4,48.8,66.2,71.2
동대문구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,39.2,38.2,40.9,50.0,64.8,67.6,66.7,62.3,63.2,68.2,70.0,70.7,70.4,71.1,71.4,72.9,73.5,73.5,72.6,75.2,64.6,63.2,64.0
동대문구 - 생활계폐기물 총발생량＜br＞(B),Statistics,485.7,487.3,512.1,552.4,523.8,538.4,486.8,421.7,378.1,409.4,444.5,400.0,396.8,414.7,408.3,426.6,422.5,416.3,411.2,440.1,320.2,296.1,310.5
동대문구 - 총재활용량＜br＞(A),Statistics,190.3,186.3,209.4,276.4,339.5,363.7,324.9,262.9,239.0,279.3,311.2,282.8,279.4,294.8,291.6,311.0,310.6,305.9,298.4,330.9,206.9,187.2,198.6
동두천시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,59.0,61.1,63.9,28.7,54.5,56.5,52.5,54.5,52.0,48.8,38.1,52.7,55.3,60.1,59.4,59.2,53.0,49.6,35.1,51.7,48.3,53.1,41.1
동두천시 - 생활계폐기물 총발생량＜br＞(B),Statistics,65.4,65.6,65.6,70.3,111.4,84.6,86.8,79.5,72.9,78.9,105.2,73.0,65.3,71.2,72.1,79.5,75.6,76.8,76.9,104.8,113.1,132.0,93.6
동두천시 - 총재활용량＜br＞(A),Statistics,38.6,40.1,41.9,20.2,60.7,47.8,45.6,43.3,37.9,38.5,40.1,38.5,36.1,42.8,42.8,47.1,40.1,38.1,27.0,54.2,54.6,70.1,38.5
동래구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,61.0,63.1,63.8,65.0,68.5,65.6,65.9,69.3,69.4,71.1,70.7,71.0,72.0,89.0,88.4,90.4,89.3,86.2,79.6,81.3,75.7,86.2,80.1
동래구 - 생활계폐기물 총발생량＜br＞(B),Statistics,346.3,330.1,330.8,312.6,275.4,264.0,263.7,243.2,251.8,236.9,235.9,234.2,227.9,241.2,240.8,242.0,235.2,235.7,228.6,246.1,176.6,203.0,188.1
동래구 - 총재활용량＜br＞(A),Statistics,211.4,208.4,210.9,203.1,188.6,173.1,173.8,168.6,174.8,168.5,166.8,166.2,164.2,214.6,212.8,218.8,210.0,203.1,182.0,200.0,133.6,174.9,150.7
동작구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,43.3,43.3,45.5,54.0,63.4,63.0,59.7,56.0,64.7,63.9,62.2,71.3,69.3,70.3,70.5,67.2,66.3,68.9,71.3,73.0,66.3,65.3,68.3
동작구 - 생활계폐기물 총발생량＜br＞(B),Statistics,426.9,441.1,419.5,405.5,362.8,372.6,364.3,400.6,394.3,323.1,327.7,337.7,327.5,339.8,297.9,280.5,269.0,290.6,315.4,324.5,297.4,323.3,319.8
동작구 - 총재활용량＜br＞(A),Statistics,184.9,191.1,190.8,219.0,230.0,234.7,217.6,224.3,255.1,206.3,203.7,240.8,226.9,238.9,210.0,188.4,178.3,200.1,224.9,237.0,197.1,211.1,218.4
동해시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,42.5,37.1,36.4,24.2,51.3,45.1,48.4,35.0,46.6,40.7,33.0,31.3,34.1,37.6,37.1,34.2,33.9,92.4,50.1,44.3,65.1,71.0,67.5
