item,category,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
동해시 - 생활계폐기물 총발생량＜br＞(B),Statistics,125.9,158.4,150.7,138.2,143.2,110.8,112.3,113.8,129.8,108.6,117.8,110.2,107.2,122.3,125.4,130.9,128.9,113.7,135.0,147.2,115.6,122.9,118.6
동해시 - 총재활용량＜br＞(A),Statistics,53.5,58.8,54.9,33.4,73.4,50.0,54.4,39.8,60.5,44.2,38.9,34.5,36.6,46.0,46.5,44.8,43.7,105.1,67.7,65.2,75.3,87.3,80.0
마포구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,46.6,46.6,51.8,54.2,68.8,64.3,64.8,64.5,68.4,54.8,56.7,55.5,55.9,72.2,71.8,70.4,69.7,66.9,59.9,59.6,40.1,57.8,61.6
마포구 - 생활계폐기물 총발생량＜br＞(B),Statistics,437.4,437.2,461.2,470.5,443.6,431.1,434.1,416.7,413.7,303.1,309.6,279.6,287.0,458.1,461.6,456.6,437.7,439.5,477.5,366.4,545.2,417.5,370.7
마포구 - 총재활용량＜br＞(A),Statistics,203.7,203.9,238.7,255.1,305.4,277.4,281.5,268.6,282.8,166.1,175.5,155.3,160.3,330.6,331.4,321.4,305.2,293.9,285.9,218.4,218.4,241.5,228.3
목포시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,15.5,18.1,16.4,23.9,29.3,27.9,43.4,35.3,29.1,28.1,30.4,45.3,33.2,33.0,35.1,64.8,56.7,53.1,54.2,44.4,47.9,46.2,40.5
목포시 - 생활계폐기물 총발생량＜br＞(B),Statistics,240.3,252.4,274.6,212.8,247.1,256.7,301.7,281.4,276.3,292.3,302.3,305.9,247.4,237.8,257.8,268.6,237.2,256.3,262.5,270.5,303.9,283.8,294.2
목포시 - 총재활용량＜br＞(A),Statistics,37.2,45.8,44.9,50.8,72.4,71.5,131.0,99.4,80.3,82.0,92.0,138.7,82.2,78.5,90.5,174.0,134.5,136.1,142.2,120.0,145.5,131.0,119.1
무안군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,30.2,31.8,36.2,51.6,44.2,46.5,52.0,57.2,47.0,44.7,46.8,44.1,45.7,38.7,30.2,32.1,34.4,26.4,41.2,26.9,40.2,42.0,34.0
무안군 - 생활계폐기물 총발생량＜br＞(B),Statistics,45.4,44.9,44.5,44.8,43.9,45.6,59.2,55.8,87.2,48.3,59.6,57.4,67.6,90.6,70.1,75.6,79.7,81.9,122.2,120.7,127.7,131.3,151.6
무안군 - 총재활용량＜br＞(A),Statistics,13.7,14.3,16.1,23.1,19.4,21.2,30.8,31.9,41.0,21.6,27.9,25.3,30.9,35.1,21.2,24.3,27.4,21.6,50.3,32.5,51.3,55.1,51.5
무주군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,26.3,38.6,39.4,25.7,32.7,21.2,32.5,32.7,40.4,42.3,44.5,49.6,45.7,77.6,65.1,69.0,68.7,70.3,80.6,78.7,72.7,96.6,97.7
무주군 - 생활계폐기물 총발생량＜br＞(B),Statistics,39.2,28.0,25.1,20.6,21.1,18.9,20.6,20.5,22.5,23.4,22.0,24.4,23.4,24.1,26.9,28.7,29.1,29.0,56.6,37.5,34.4,26.7,22.0
무주군 - 총재활용량＜br＞(A),Statistics,10.3,10.8,9.9,5.3,6.9,4.0,6.7,6.7,9.1,9.9,9.8,12.1,10.7,18.7,17.5,19.8,20.0,20.4,45.6,29.5,25.0,25.8,21.5
문경시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,34.2,35.1,33.8,54.6,36.6,46.5,44.3,55.2,57.3,37.2,27.6,31.3,33.6,38.3,35.4,36.2,24.3,43.5,38.4,26.3,15.7,19.8,22.0
문경시 - 생활계폐기물 총발생량＜br＞(B),Statistics,74.9,74.0,84.2,107.4,88.7,83.5,126.3,129.1,106.0,123.1,105.2,103.5,112.3,116.6,112.7,125.3,108.1,140.8,132.1,119.3,147.5,102.7,105.5
문경시 - 총재활용량＜br＞(A),Statistics,25.6,26.0,28.5,58.6,32.5,38.8,56.0,71.3,60.7,45.8,29.0,32.4,37.7,44.7,39.9,45.4,26.3,61.2,50.7,31.4,23.1,20.3,23.2
미추홀구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,,,,,,,,,,,,,,,,,,54.0,52.8,48.9,36.6,38.6,33.9
미추홀구 - 생활계폐기물 총발생량＜br＞(B),Statistics,,,,,,,,,,,,,,,,,,259.4,310.6,320.7,1064.3,1305.2,1198.5
미추홀구 - 총재활용량＜br＞(A),Statistics,,,,,,,,,,,,,,,,,,140.2,163.9,156.8,389.5,504.0,406.1
밀양시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,41.6,40.1,47.2,52.3,46.8,21.3,40.9,43.5,50.3,50.9,50.9,50.5,40.1,64.0,48.9,50.9,53.6,59.5,51.6,48.3,54.8,50.3,48.7
밀양시 - 생활계폐기물 총발생량＜br＞(B),Statistics,74.6,85.5,83.1,88.8,107.8,114.1,123.3,127.5,108.1,92.5,88.6,87.0,90.5,157.5,98.3,112.4,125.8,125.5,114.3,120.3,133.5,127.2,119.6
밀양시 - 총재활용량＜br＞(A),Statistics,31.0,34.3,39.2,46.4,50.4,24.3,50.4,55.4,54.4,47.1,45.1,43.9,36.3,100.8,48.1,57.2,67.4,74.7,59.0,58.1,73.2,64.0,58.2
보령시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,39.5,39.6,29.9,31.5,43.2,42.1,41.6,47.1,46.2,46.8,47.0,41.6,45.9,53.5,56.6,46.9,44.3,41.0,44.7,41.8,45.9,33.6,32.3
보령시 - 생활계폐기물 총발생량＜br＞(B),Statistics,103.0,107.1,118.2,116.8,120.3,125.6,95.5,105.6,97.5,102.1,104.7,106.0,111.7,123.2,117.8,145.9,131.8,143.6,146.5,111.0,148.7,139.6,143.4
보령시 - 총재활용량＜br＞(A),Statistics,40.7,42.4,35.3,36.8,52.0,52.9,39.7,49.7,45.0,47.8,49.2,44.1,51.3,65.9,66.7,68.5,58.4,58.9,65.5,46.4,68.2,46.9,46.3
보성군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,29.4,24.6,33.2,37.0,32.1,32.9,74.0,72.9,68.9,59.8,57.3,58.4,55.0,53.2,56.7,48.4,57.4,56.2,46.7,60.3,60.3,68.6,73.7
보성군 - 생활계폐기물 총발생량＜br＞(B),Statistics,35.7,35.3,38.8,30.8,22.4,24.6,66.5,68.7,48.2,35.1,32.8,32.7,32.9,35.9,37.4,30.8,29.1,30.6,27.0,49.4,56.7,58.9,67.4
보성군 - 총재활용량＜br＞(A),Statistics,10.5,8.7,12.9,11.4,7.2,8.1,49.2,50.1,33.2,21.0,18.8,19.1,18.1,19.1,21.2,14.9,16.7,17.2,12.6,29.8,34.2,40.4,49.7
보은군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,31.5,40.2,39.0,28.5,64.3,65.3,38.9,59.7,61.8,53.4,61.3,60.6,34.1,31.7,27.9,22.6,21.2,15.6,25.6,24.7,36.4,38.0,41.1
보은군 - 생활계폐기물 총발생량＜br＞(B),Statistics,21.6,19.9,18.7,22.1,31.1,47.6,26.5,43.7,44.0,46.4,45.0,42.9,29.9,30.6,35.9,32.7,35.3,34.7,35.9,38.9,45.9,39.5,43.5
보은군 - 총재활용량＜br＞(A),Statistics,6.8,8.0,7.3,6.3,20.0,31.1,10.3,26.1,27.2,24.8,27.6,26.0,10.2,9.7,10.0,7.4,7.5,5.4,9.2,9.6,16.7,15.0,17.9
봉화군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,19.8,32.9,43.1,41.2,41.0,44.1,54.3,52.4,55.0,51.9,50.7,52.9,43.0,34.8,47.0,42.0,41.5,44.0,34.4,45.8,36.8,45.7,36.7
봉화군 - 생활계폐기물 총발생량＜br＞(B),Statistics,24.2,25.5,31.1,29.1,29.5,29.9,37.6,38.9,45.3,38.5,37.5,41.8,40.7,50.6,64.1,56.7,54.7,53.6,41.3,47.2,45.7,43.8,37.3
봉화군 - 총재활용량＜br＞(A),Statistics,4.8,8.4,13.4,12.0,12.1,13.2,20.4,20.4,24.9,20.0,19.0,22.1,17.5,17.6,30.1,23.8,22.7,23.6,14.2,21.6,16.8,20.0,13.7
부산광역시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,54.5,54.4,55.5,58.9,66.0,64.7,65.5,68.3,68.9,68.4,68.7,68.8,68.4,80.0,78.6,79.9,79.8,84.7,81.0,80.4,70.8,76.3,75.3
부산광역시 - 생활계폐기물 총발생량＜br＞(B),Statistics,4052.7,4031.5,3980.3,3814.5,3679.9,3618.6,3563.1,3371.0,3323.2,3221.9,3189.7,3189.0,3173.8,3397.8,3366.4,3352.2,3343.2,3337.2,3326.0,3990.4,2938.7,3263.9,3154.4
부산광역시 - 총재활용량＜br＞(A),Statistics,2210.0,2194.4,2209.1,2245.6,2430.1,2340.2,2333.2,2300.9,2289.2,2204.7,2191.3,2195.1,2170.2,2718.6,2647.1,2679.4,2666.9,2827.9,2694.0,3208.9,2081.3,2490.6,2375.3
부산진구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,45.9,45.4,50.7,53.9,66.0,63.9,64.4,66.5,67.8,67.0,67.3,66.9,66.4,87.0,85.5,86.9,86.6,85.6,80.8,82.6,64.8,71.4,80.0
부산진구 - 생활계폐기물 총발생량＜br＞(B),Statistics,535.0,523.7,534.2,499.2,463.8,450.4,433.1,407.8,395.0,378.7,372.6,373.7,366.5,381.1,377.4,371.3,365.9,364.0,363.1,404.9,305.6,373.9,370.1
부산진구 - 총재활용량＜br＞(A),Statistics,245.4,238.0,270.7,269.3,306.3,288.0,278.8,271.2,267.8,253.8,250.8,250.1,243.3,331.4,322.8,322.7,316.7,311.5,293.3,334.5,198.1,266.8,295.9
부안군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,39.2,51.1,18.6,17.9,22.4,37.5,44.0,44.8,47.2,67.2,65.7,55.6,58.0,59.5,67.9,71.3,70.4,74.2,55.5,55.4,51.4,46.2,48.7
부안군 - 생활계폐기물 총발생량＜br＞(B),Statistics,44.1,44.0,46.2,51.5,36.2,48.3,49.8,48.0,40.9,48.8,55.4,53.4,57.1,59.8,41.4,42.9,44.3,50.4,61.1,62.3,59.7,57.3,56.9
부안군 - 총재활용량＜br＞(A),Statistics,17.3,22.5,8.6,9.2,8.1,18.1,21.9,21.5,19.3,32.8,36.4,29.7,33.1,35.6,28.1,30.6,31.2,37.4,33.9,34.5,30.7,26.5,27.7
부여군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,41.9,42.2,42.6,59.0,53.1,68.4,40.5,28.3,60.9,68.4,64.3,65.2,64.9,61.9,61.3,55.6,56.7,25.3,33.6,28.3,22.0,23.9,39.2
부여군 - 생활계폐기물 총발생량＜br＞(B),Statistics,86.0,83.0,82.1,83.4,82.3,76.6,58.2,38.1,53.5,61.3,58.0,58.7,75.2,77.1,77.2,77.5,79.5,79.5,69.9,91.6,88.0,78.1,80.6
부여군 - 총재활용량＜br＞(A),Statistics,36.0,35.0,35.0,49.2,43.7,52.4,23.6,10.8,32.6,41.9,37.3,38.3,48.8,47.7,47.3,43.1,45.1,20.1,23.5,25.9,19.4,18.7,31.6
부천시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,35.2,48.3,49.4,60.2,56.5,67.9,66.7,69.3,71.9,68.9,68.1,68.3,63.2,65.4,57.9,61.1,65.5,70.7,61.4,47.1,57.3,67.1,70.9
부천시 - 생활계폐기물 총발생량＜br＞(B),Statistics,794.3,928.4,927.5,856.5,878.8,826.0,889.2,937.7,837.5,728.0,738.7,702.3,503.8,587.8,559.4,573.4,747.1,844.6,684.9,1005.4,655.6,826.0,849.5
부천시 - 총재활용량＜br＞(A),Statistics,279.3,448.8,458.2,515.2,496.2,560.6,593.4,649.8,602.2,501.8,502.8,479.7,318.3,384.6,324.1,350.3,489.5,597.3,420.8,473.4,375.4,554.3,602.7
부평구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,42.0,39.4,31.3,49.3,56.3,52.3,50.0,39.5,49.8,65.4,67.8,52.0,47.5,51.0,51.9,57.9,56.8,58.7,50.3,59.0,59.3,61.3,65.4
부평구 - 생활계폐기물 총발생량＜br＞(B),Statistics,485.6,507.3,461.8,409.3,462.1,420.3,391.7,409.9,346.1,484.3,483.5,353.4,355.0,331.9,333.1,395.5,387.5,412.6,416.3,409.7,467.0,407.8,484.8
부평구 - 총재활용량＜br＞(A),Statistics,204.0,199.8,144.4,201.6,260.3,219.9,195.7,161.8,172.5,316.5,327.7,183.8,168.6,169.4,173.0,228.9,220.1,242.2,209.5,241.8,276.8,249.9,317.2
북구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,49.1,49.1,53.6,58.6,70.3,71.3,72.9,75.6,76.0,74.1,74.6,74.6,73.5,88.2,87.9,89.9,89.3,88.0,82.2,87.5,77.0,82.7,87.1
북구 - 생활계폐기물 총발생량＜br＞(B),Statistics,227.4,232.5,243.0,245.3,273.7,285.6,286.5,273.4,266.4,261.4,256.8,258.5,261.9,280.8,280.7,277.7,270.3,268.3,263.9,299.9,215.4,191.0,211.1
북구 - 총재활용량＜br＞(A),Statistics,111.7,114.2,130.2,143.7,192.3,203.5,208.8,206.6,202.4,193.8,191.5,192.8,192.6,247.7,246.7,249.7,241.3,236.0,216.9,262.4,165.8,157.9,183.8
사상구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,55.6,56.0,56.1,59.4,70.6,63.8,64.0,68.3,67.9,68.3,69.2,69.5,71.1,81.5,83.8,86.0,88.9,88.0,83.7,80.3,72.1,75.8,83.7
사상구 - 생활계폐기물 총발생량＜br＞(B),Statistics,408.7,386.9,367.1,362.1,351.6,345.4,320.1,296.6,289.7,279.2,273.2,267.2,265.7,275.1,273.8,264.9,250.4,252.2,254.2,326.7,194.1,200.6,183.4
사상구 - 총재활용량＜br＞(A),Statistics,227.1,216.6,205.8,215.0,248.3,220.3,204.8,202.6,196.8,190.7,189.1,185.8,188.8,224.3,229.5,227.7,222.6,221.9,212.7,262.2,139.9,152.0,153.5
사천시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,43.0,32.8,29.0,43.0,41.9,24.1,53.5,51.2,48.2,44.6,37.7,34.1,40.7,38.7,39.1,35.9,51.7,52.1,51.6,51.8,52.7,52.2,46.5
사천시 - 생활계폐기물 총발생량＜br＞(B),Statistics,96.9,98.4,104.8,103.2,99.5,111.3,115.8,116.7,121.6,123.5,146.1,153.5,169.0,153.0,169.6,190.1,169.1,152.9,156.5,155.4,141.9,135.3,131.0
사천시 - 총재활용량＜br＞(A),Statistics,41.7,32.3,30.4,44.4,41.7,26.8,62.0,59.7,58.6,55.1,55.1,52.4,68.8,59.2,66.3,68.2,87.5,79.6,80.8,80.5,74.8,70.6,60.9
사하구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,49.9,50.0,51.0,55.1,60.6,61.4,61.5,62.1,62.9,63.2,63.2,62.6,61.7,66.6,65.5,71.0,72.0,89.2,83.9,77.8,66.2,77.8,77.8
사하구 - 생활계폐기물 총발생량＜br＞(B),Statistics,359.0,358.9,363.9,356.2,351.3,360.7,359.5,335.9,338.5,324.7,321.5,323.7,323.3,330.4,329.1,312.8,350.6,341.1,337.7,421.3,251.7,256.1,258.0
사하구 - 총재활용량＜br＞(A),Statistics,179.2,179.6,185.7,196.3,213.0,221.3,221.1,208.5,212.9,205.2,203.2,202.5,199.6,220.1,215.4,222.1,252.5,304.1,283.2,327.7,166.6,199.2,200.6
산청군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,45.8,34.6,39.4,35.9,28.5,31.6,31.6,33.5,29.0,34.0,55.5,42.4,53.2,31.7,28.7,31.3,26.6,30.5,29.0,27.1,44.0,41.8,23.6
산청군 - 생활계폐기물 총발생량＜br＞(B),Statistics,21.2,25.7,25.9,22.3,22.8,31.3,26.9,26.0,20.0,26.8,33.7,25.7,40.4,28.4,30.0,41.8,39.1,37.0,37.2,40.6,52.9,42.3,34.8
산청군 - 총재활용량＜br＞(A),Statistics,9.7,8.9,10.2,8.0,6.5,9.9,8.5,8.7,5.8,9.1,18.7,10.9,21.5,9.0,8.6,13.1,10.4,11.3,10.8,11.0,23.3,17.7,8.2
삼척시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,30.4,10.0,11.8,22.8,31.3,31.1,27.1,27.2,30.4,30.4,21.2,27.9,33.1,39.5,40.5,55.7,41.2,43.0,33.3,62.8,48.6,52.2,79.6
삼척시 - 생활계폐기물 총발생량＜br＞(B),Statistics,91.7,266.0,139.7,107.0,101.0,98.1,93.7,101.0,103.6,102.5,104.4,104.3,106.2,110.1,108.8,144.5,105.7,104.3,121.3,186.8,119.3,124.7,123.5
삼척시 - 총재활용량＜br＞(A),Statistics,27.9,26.5,16.5,24.4,31.6,30.5,25.4,27.5,31.5,31.2,22.1,29.1,35.1,43.5,44.1,80.5,43.5,44.9,40.4,117.3,58.0,65.1,98.3
상주시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,55.3,56.1,58.1,57.8,48.8,46.6,56.6,55.6,50.4,52.5,48.8,45.6,43.5,45.2,42.6,41.8,32.9,31.1,30.8,22.4,36.7,47.8,57.5
상주시 - 생활계폐기물 총발생량＜br＞(B),Statistics,87.3,85.5,84.4,81.5,74.4,73.0,89.0,80.8,86.7,94.1,96.5,87.3,85.0,90.1,95.9,95.6,108.3,86.3,102.9,130.8,101.4,98.1,126.7
상주시 - 총재활용량＜br＞(A),Statistics,48.3,48.0,49.0,47.1,36.3,34.0,50.4,44.9,43.7,49.4,47.1,39.8,37.0,40.7,40.9,40.0,35.6,26.8,31.7,29.3,37.2,46.9,72.8
서구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,45.6,47.8,47.1,53.5,63.1,62.9,63.7,67.4,67.7,66.9,66.4,66.5,66.4,70.8,69.2,70.5,70.1,83.1,78.4,79.1,65.6,83.8,71.2
서구 - 생활계폐기물 총발생량＜br＞(B),Statistics,181.2,176.6,178.7,157.8,144.9,141.8,136.0,125.7,124.9,120.9,120.5,117.8,117.4,121.7,122.1,121.2,117.4,118.3,116.3,136.5,83.8,91.6,94.8
서구 - 총재활용량＜br＞(A),Statistics,82.7,84.5,84.1,84.4,91.4,89.2,86.6,84.7,84.6,80.9,80.0,78.3,78.0,86.2,84.5,85.5,82.3,98.3,91.2,108.0,55.0,76.8,67.5
서귀포시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,,,,,,46.9,47.1,44.7,45.3,39.1,45.2,55.3,50.3,58.6,60.1,58.6,57.6,61.1,68.2,63.3,56.9,55.6,61.8
서귀포시 - 생활계폐기물 총발생량＜br＞(B),Statistics,,,,,,132.8,138.7,148.6,151.1,167.4,207.3,300.7,378.3,318.7,343.0,423.4,430.8,390.7,373.2,372.8,355.3,362.0,398.3
서귀포시 - 총재활용량＜br＞(A),Statistics,,,,,,62.3,65.3,66.4,68.5,65.5,93.7,166.4,190.2,186.6,206.3,248.1,248.1,238.7,254.4,235.9,202.2,201.2,246.0
서대문구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,37.1,37.8,43.0,45.2,59.5,56.8,50.9,51.9,65.8,62.5,66.4,62.5,60.9,67.4,67.1,65.3,60.4,61.8,61.0,61.6,59.7,62.4,62.2
서대문구 - 생활계폐기물 총발생량＜br＞(B),Statistics,372.4,383.6,397.9,379.1,349.2,347.7,293.1,268.2,327.1,308.3,291.4,263.6,262.4,311.7,301.5,298.4,298.3,285.3,240.1,285.3,265.1,294.9,267.4
서대문구 - 총재활용량＜br＞(A),Statistics,138.2,145.1,170.9,171.2,207.7,197.5,149.3,139.3,215.2,192.8,193.6,164.8,159.8,210.0,202.4,194.8,180.2,176.3,146.5,175.8,158.3,184.1,166.2
서산시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,53.7,56.0,49.1,41.5,49.4,62.4,56.7,50.6,51.0,57.0,55.9,54.8,54.7,54.7,39.2,51.0,48.4,47.7,47.2,49.7,46.7,46.6,45.5
서산시 - 생활계폐기물 총발생량＜br＞(B),Statistics,168.5,168.0,169.0,142.5,143.6,193.0,210.3,180.3,182.6,193.6,170.0,177.6,178.9,179.4,263.1,169.7,173.5,172.5,181.4,207.7,206.8,227.0,204.0
서산시 - 총재활용량＜br＞(A),Statistics,90.5,94.0,83.0,59.1,70.9,120.4,119.3,91.2,93.1,110.4,95.0,97.3,97.8,98.1,103.2,86.6,84.0,82.3,85.6,103.3,96.5,105.8,92.9
서울특별시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,47.5,48.6,51.2,55.0,64.3,64.3,64.6,65.6,68.1,65.8,63.5,65.3,64.0,66.8,68.9,68.2,67.1,68.0,66.4,66.2,56.1,62.6,62.8
서울특별시 - 생활계폐기물 총발생량＜br＞(B),Statistics,11968.2,12052.3,12058.3,11672.7,11170.2,11420.0,11525.4,11446.5,11336.8,10020.4,9440.1,9189.3,8559.0,9613.8,9438.7,9608.0,9217.3,9492.9,9847.4,9673.4,10852.9,10913.8,10426.9
서울특별시 - 총재활용량＜br＞(A),Statistics,5681.9,5852.2,6175.7,6425.5,7187.1,7346.4,7445.8,7508.7,7721.6,6592.7,5993.2,6004.5,5481.4,6423.9,6501.4,6549.7,6180.2,6456.9,6535.4,6408.3,6084.5,6836.1,6544.7
서천군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,43.0,36.9,37.2,41.0,44.7,39.4,34.0,51.4,35.6,31.2,40.6,41.5,44.5,36.5,38.7,41.3,42.2,34.2,34.6,24.6,29.0,17.0,29.7
서천군 - 생활계폐기물 총발생량＜br＞(B),Statistics,34.2,35.5,34.7,36.6,36.9,38.3,42.1,55.3,44.4,36.5,38.7,41.7,42.7,41.4,61.7,72.1,70.8,91.2,79.2,90.8,59.4,74.1,48.5
서천군 - 총재활용량＜br＞(A),Statistics,14.7,13.1,12.9,15.0,16.5,15.1,14.3,28.4,15.8,11.4,15.7,17.3,19.0,15.1,23.9,29.8,29.9,31.2,27.4,22.3,17.2,12.6,14.4
서초구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,44.4,45.2,42.5,42.9,50.8,64.3,64.1,66.7,67.0,66.7,67.7,69.2,70.7,69.5,71.5,69.5,70.9,69.4,58.8,59.1,61.5,62.7,62.7
서초구 - 생활계폐기물 총발생량＜br＞(B),Statistics,521.1,495.5,445.1,411.9,394.2,557.3,563.7,570.6,608.9,589.1,588.0,578.1,552.3,546.3,562.3,570.1,571.7,563.7,498.3,504.8,485.2,493.9,487.9
서초구 - 총재활용량＜br＞(A),Statistics,231.5,224.2,189.0,176.6,200.3,358.3,361.6,380.6,407.7,393.0,398.0,400.2,390.5,379.5,402.3,396.1,405.1,391.3,293.2,298.4,298.2,309.6,306.0
성남시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,36.4,38.0,41.4,47.3,50.0,62.8,49.8,55.9,56.5,55.9,51.6,52.7,52.1,50.2,55.1,56.5,47.6,48.8,48.3,52.2,57.0,45.3,39.5
성남시 - 생활계폐기물 총발생량＜br＞(B),Statistics,795.0,822.0,828.2,805.0,797.5,1153.4,817.4,755.6,765.9,755.7,772.0,773.5,775.3,827.1,791.0,873.8,864.2,918.4,851.4,856.4,956.0,927.1,842.8
성남시 - 총재활용량＜br＞(A),Statistics,289.0,312.0,343.0,380.7,398.6,724.1,406.7,422.5,433.1,422.1,398.7,407.7,403.8,415.2,436.2,493.4,411.5,448.2,411.0,446.7,544.9,420.3,333.2
성동구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,41.4,46.1,52.2,50.0,56.3,59.7,61.1,60.0,64.4,62.8,62.6,64.7,66.3,65.1,69.0,68.5,65.5,66.3,69.7,67.0,68.8,63.7,63.9
성동구 - 생활계폐기물 총발생량＜br＞(B),Statistics,343.9,371.9,388.6,340.3,301.9,322.7,300.2,300.5,312.5,282.0,290.2,267.6,261.8,254.1,259.4,257.8,255.7,270.0,303.1,301.2,271.8,286.5,292.7
성동구 - 총재활용량＜br＞(A),Statistics,142.5,171.6,203.0,170.3,169.9,192.8,183.3,180.2,201.4,177.2,181.7,173.1,173.5,165.4,179.0,176.6,167.6,178.9,211.4,201.9,186.9,182.5,186.9
성북구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,50.9,45.3,45.7,50.5,61.8,62.6,68.2,66.8,70.1,67.2,58.5,57.4,57.3,67.0,69.2,70.8,68.9,71.7,74.2,68.0,73.9,67.6,67.3
성북구 - 생활계폐기물 총발생량＜br＞(B),Statistics,504.7,472.8,445.4,429.3,399.2,393.7,417.0,425.2,401.7,357.8,297.5,300.6,274.9,366.6,359.2,358.3,345.5,348.5,371.3,361.6,372.6,345.0,339.0
성북구 - 총재활용량＜br＞(A),Statistics,256.7,214.4,203.6,216.6,246.6,246.4,284.5,283.9,281.4,240.4,173.9,172.6,157.6,245.6,248.6,253.8,238.0,249.8,275.6,245.9,275.5,233.1,228.0
성주군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,32.6,44.2,30.7,31.3,33.5,23.0,22.2,29.4,31.7,21.8,22.9,28.4,25.0,28.0,47.8,28.1,44.0,45.3,50.7,48.5,47.6,48.5,50.7
성주군 - 생활계폐기물 총발생량＜br＞(B),Statistics,19.3,26.9,28.0,27.8,17.6,15.2,20.3,24.8,25.9,25.7,22.7,23.6,25.6,27.9,37.9,32.4,39.1,40.0,48.5,65.3,78.2,75.3,46.7
성주군 - 총재활용량＜br＞(A),Statistics,6.3,11.9,8.6,8.7,5.9,3.5,4.5,7.3,8.2,5.6,5.2,6.7,6.4,7.8,18.1,9.1,17.2,18.1,24.6,31.7,37.2,36.5,23.7
세종특별자치시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,,,,,,,,,,,,29.5,94.1,47.3,61.3,69.7,56.3,71.3,55.3,72.2,57.0,73.2,69.1
세종특별자치시 - 생활계폐기물 총발생량＜br＞(B),Statistics,,,,,,,,,,,,74.0,724.2,120.2,161.6,176.8,241.9,404.3,435.4,375.8,388.4,340.9,328.1
세종특별자치시 - 총재활용량＜br＞(A),Statistics,,,,,,,,,,,,21.8,681.6,56.9,99.0,123.2,136.3,288.3,240.9,271.5,221.5,249.7,226.6
속초시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,25.3,26.9,13.6,17.4,52.5,39.0,46.9,54.6,53.4,52.5,49.6,49.5,49.5,45.4,22.9,27.1,20.4,10.8,6.6,37.8,36.4,44.7,42.4
속초시 - 생활계폐기물 총발생량＜br＞(B),Statistics,127.7,132.2,110.2,106.1,88.8,185.6,189.1,197.3,179.0,182.9,168.2,165.9,165.3,183.2,150.9,156.2,146.0,132.8,126.5,118.7,153.5,161.2,109.6
속초시 - 총재활용량＜br＞(A),Statistics,32.3,35.5,15.0,18.5,46.6,72.4,88.7,107.7,95.5,96.1,83.4,82.2,81.8,83.1,34.6,42.4,29.8,14.4,8.4,44.9,55.8,72.1,46.5
송파구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,53.3,56.2,60.8,64.0,72.8,72.4,76.2,74.4,73.8,74.3,70.8,72.6,71.0,65.0,69.1,70.0,67.3,68.1,74.8,74.4,68.4,58.7,59.5
송파구 - 생활계폐기물 총발생량＜br＞(B),Statistics,848.9,822.4,898.0,882.1,868.9,884.6,929.7,935.8,791.1,733.3,751.5,644.2,599.8,555.5,575.7,569.7,550.3,611.8,808.2,727.5,693.7,826.9,718.3
