item,category,2009,2011,2013,2015,2017,2019,2021,2023
인천광역시 - 계 - 약간 좋아짐,Statistics,26.3,22.7,22.8,33.3,30.0,41.4,23.787,29.6
인천광역시 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
인천광역시 - 남자 - 많이 나빠짐,Statistics,8.9,10.3,9.4,2.7,3.6,2.3,7.102,2.566
인천광역시 - 남자 - 많이 좋아짐,Statistics,6.4,3.3,3.8,6.3,4.5,6.0,4.449,5.943
인천광역시 - 남자 - 변화없음,Statistics,41.8,36.8,44.1,48.4,45.5,43.2,43.553,51.826
인천광역시 - 남자 - 약간 나빠짐,Statistics,17.0,27.1,19.6,8.9,16.2,8.4,21.081,11.325
인천광역시 - 남자 - 약간 좋아짐,Statistics,25.9,22.5,23.1,33.8,30.2,40.0,23.815,28.34
인천광역시 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
인천광역시 - 여자 - 많이 나빠짐,Statistics,7.9,9.0,8.6,1.8,3.7,0.8,5.702,2.438
인천광역시 - 여자 - 많이 좋아짐,Statistics,6.6,4.0,4.8,6.7,4.4,7.3,5.424,7.843
인천광역시 - 여자 - 변화없음,Statistics,42.4,40.9,44.8,49.9,46.0,41.7,44.946,50.336
인천광역시 - 여자 - 약간 나빠짐,Statistics,16.4,23.3,19.3,8.7,16.0,7.4,20.169,8.555
인천광역시 - 여자 - 약간 좋아짐,Statistics,26.7,22.9,22.5,32.8,29.8,42.8,23.759,30.827
전국 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전국 - 계 - 많이 나빠짐,Statistics,6.8,7.7,6.2,3.5,2.8,2.1,5.553,2.62
전국 - 계 - 많이 좋아짐,Statistics,4.7,4.0,4.4,5.8,4.1,6.5,6.411,6.657
전국 - 계 - 변화없음,Statistics,41.9,40.1,45.0,46.0,45.8,42.3,43.626,48.687
전국 - 계 - 약간 나빠짐,Statistics,18.0,21.3,17.9,11.8,10.3,7.0,19.322,9.614
전국 - 계 - 약간 좋아짐,Statistics,28.5,27.0,26.5,33.0,37.1,42.1,25.088,32.422
전국 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전국 - 남자 - 많이 나빠짐,Statistics,7.2,8.5,6.6,3.9,3.0,2.3,5.946,3.053
전국 - 남자 - 많이 좋아짐,Statistics,4.6,3.7,4.4,5.6,3.8,6.0,6.332,6.725
전국 - 남자 - 변화없음,Statistics,41.5,39.9,44.5,46.1,46.6,43.5,44.195,49.026
전국 - 남자 - 약간 나빠짐,Statistics,18.1,21.8,18.3,12.7,10.8,7.6,18.999,10.057
전국 - 남자 - 약간 좋아짐,Statistics,28.6,26.1,26.2,31.8,35.9,40.5,24.528,31.139
전국 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전국 - 여자 - 많이 나빠짐,Statistics,6.4,6.8,5.8,3.1,2.6,1.9,5.17,2.198
전국 - 여자 - 많이 좋아짐,Statistics,4.9,4.3,4.5,6.0,4.4,6.9,6.488,6.59
전국 - 여자 - 변화없음,Statistics,42.4,40.3,45.4,45.9,45.1,41.1,43.07,48.356
전국 - 여자 - 약간 나빠짐,Statistics,18.0,20.9,17.5,10.9,9.8,6.4,19.638,9.183
전국 - 여자 - 약간 좋아짐,Statistics,28.4,27.7,26.9,34.2,38.2,43.7,25.635,33.673
전라남도 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전라남도 - 계 - 많이 나빠짐,Statistics,5.4,5.9,2.1,1.2,1.1,0.2,2.848,1.774
전라남도 - 계 - 많이 좋아짐,Statistics,6.9,5.6,5.8,8.8,7.7,11.0,8.73,6.61
전라남도 - 계 - 변화없음,Statistics,38.5,40.4,50.6,38.9,37.6,36.3,41.553,48.705
전라남도 - 계 - 약간 나빠짐,Statistics,17.2,15.8,10.5,6.2,5.1,2.9,12.747,6.236
전라남도 - 계 - 약간 좋아짐,Statistics,31.9,32.3,30.9,44.8,48.4,49.6,34.121,36.675
전라남도 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전라남도 - 남자 - 많이 나빠짐,Statistics,6.5,6.9,2.7,1.4,1.0,0.3,3.559,1.998
전라남도 - 남자 - 많이 좋아짐,Statistics,7.0,5.0,5.8,8.8,8.0,11.3,8.055,6.933
전라남도 - 남자 - 변화없음,Statistics,37.3,40.7,49.4,40.3,38.1,40.4,40.839,49.805
전라남도 - 남자 - 약간 나빠짐,Statistics,18.2,16.9,10.6,7.0,5.7,2.4,14.454,7.509
전라남도 - 남자 - 약간 좋아짐,Statistics,31.0,30.5,31.4,42.5,47.1,45.5,33.094,33.755
전라남도 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전라남도 - 여자 - 많이 나빠짐,Statistics,4.5,5.0,1.5,1.1,1.1,0.1,2.137,1.548
