item,category,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
동해시 - 주민등록인구＜br＞(B),Statistics,100727.0,99230.0,97497.0,96652.0,95652.0,95271.0,95236.0,95804.0,93897.0,95143.0,94562.0,93895.0,93297.0,92851.0,91272.0,90522.0,90593.0,90081.0,89426.0,88625.0
마포구 - 등록외국인＜br＞(A),Statistics,4654.0,4991.0,6466.0,7742.0,8122.0,8300.0,8599.0,9137.0,8932.0,9242.0,10391.0,10708.0,10995.0,10868.0,11282.0,11890.0,9968.0,9781.0,10947.0,11465.0
마포구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,12.14,12.86,16.55,19.72,21.09,21.61,21.94,23.46,23.22,24.2,26.96,27.62,28.94,28.99,30.08,31.79,26.8,26.51,30.02,31.52
마포구 - 주민등록인구＜br＞(B),Statistics,383457.0,388164.0,390583.0,392650.0,385119.0,384013.0,391865.0,389493.0,384644.0,381856.0,385439.0,387643.0,379892.0,374915.0,375077.0,374035.0,371890.0,368905.0,364638.0,363697.0
목포시 - 등록외국인＜br＞(A),Statistics,663.0,884.0,1076.0,1489.0,1969.0,2025.0,2020.0,2123.0,2142.0,2235.0,2635.0,2831.0,2816.0,2868.0,3096.0,3314.0,3134.0,3053.0,3508.0,4191.0
목포시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,2.74,3.64,4.45,6.12,8.02,8.29,8.23,8.67,8.74,9.28,11.02,11.88,11.84,12.24,13.33,14.42,13.99,13.97,16.17,19.57
목포시 - 주민등록인구＜br＞(B),Statistics,241717.0,242988.0,241679.0,243312.0,245651.0,244339.0,245422.0,244871.0,245073.0,240936.0,239109.0,238382.0,237739.0,234379.0,232327.0,229861.0,224044.0,218589.0,216939.0,214156.0
무안군 - 등록외국인＜br＞(A),Statistics,397.0,470.0,591.0,808.0,1227.0,1413.0,1453.0,1558.0,1467.0,1401.0,1411.0,1517.0,1672.0,1686.0,1600.0,1628.0,1498.0,1583.0,1956.0,2083.0
무안군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,6.35,7.59,9.57,12.69,18.42,19.51,19.51,20.58,19.37,17.65,17.27,18.45,20.36,20.34,19.51,20.07,17.39,17.38,21.59,23.07
무안군 - 주민등록인구＜br＞(B),Statistics,62472.0,61915.0,61766.0,63674.0,66598.0,72417.0,74475.0,75718.0,75741.0,79367.0,81696.0,82236.0,82109.0,82872.0,81991.0,81105.0,86132.0,91107.0,90608.0,90296.0
무주군 - 등록외국인＜br＞(A),Statistics,89.0,116.0,162.0,191.0,196.0,168.0,186.0,187.0,189.0,200.0,226.0,250.0,259.0,250.0,238.0,233.0,216.0,192.0,292.0,327.0
무주군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.4,4.48,6.37,7.25,7.53,6.51,7.27,7.23,7.46,7.87,8.9,9.91,10.38,10.08,9.68,9.59,8.99,8.08,12.43,14.06
무주군 - 주민등록인구＜br＞(B),Statistics,26183.0,25876.0,25417.0,26361.0,26017.0,25811.0,25578.0,25863.0,25321.0,25398.0,25390.0,25220.0,24949.0,24809.0,24589.0,24303.0,24036.0,23748.0,23489.0,23251.0
문경시 - 등록외국인＜br＞(A),Statistics,268.0,299.0,320.0,443.0,487.0,497.0,542.0,577.0,571.0,581.0,609.0,603.0,655.0,632.0,673.0,682.0,661.0,621.0,688.0,881.0
문경시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.37,3.83,4.2,5.92,6.45,6.48,7.0,7.52,7.52,7.68,8.02,7.96,8.77,8.62,9.36,9.44,9.26,8.73,9.78,12.81
문경시 - 주민등록인구＜br＞(B),Statistics,79552.0,78058.0,76177.0,74780.0,75486.0,76645.0,77391.0,76727.0,75899.0,75664.0,75911.0,75784.0,74702.0,73294.0,71874.0,72242.0,71406.0,71154.0,70373.0,68755.0
미추홀구 - 등록외국인＜br＞(A),Statistics,,,,,,,,,,,,,,,8929.0,9632.0,8903.0,9087.0,10408.0,11595.0
미추홀구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,,,,,,,,,,,,,,,21.44,23.56,22.02,22.3,25.64,28.56
미추홀구 - 주민등록인구＜br＞(B),Statistics,,,,,,,,,,,,,,,416542.0,408862.0,404343.0,407464.0,406004.0,405995.0
밀양시 - 등록외국인＜br＞(A),Statistics,737.0,684.0,822.0,978.0,1052.0,942.0,993.0,1187.0,1212.0,1407.0,1782.0,2089.0,2329.0,2497.0,2627.0,2870.0,2588.0,2470.0,3014.0,4223.0
밀양시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,6.38,6.02,7.34,8.77,9.49,8.55,8.99,10.86,11.14,12.99,16.54,19.36,21.49,23.14,24.61,27.19,24.69,23.86,29.28,41.37
밀양시 - 주민등록인구＜br＞(B),Statistics,115459.0,113636.0,112025.0,111473.0,110858.0,110170.0,110479.0,109329.0,108755.0,108342.0,107765.0,107896.0,108354.0,107898.0,106744.0,105552.0,104831.0,103525.0,102945.0,102084.0
보령시 - 등록외국인＜br＞(A),Statistics,540.0,583.0,935.0,1146.0,1297.0,1387.0,1519.0,1839.0,1879.0,2070.0,2381.0,2525.0,2628.0,2803.0,2891.0,3048.0,2859.0,2858.0,3232.0,4251.0
보령시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,4.96,5.4,8.69,10.65,12.13,12.99,14.15,17.28,17.8,19.73,22.82,24.1,25.3,27.16,28.35,30.14,28.52,29.04,33.27,44.39
보령시 - 주민등록인구＜br＞(B),Statistics,108861.0,108056.0,107591.0,107637.0,106885.0,106754.0,107346.0,106421.0,105559.0,104938.0,104321.0,104754.0,103873.0,103198.0,101990.0,101114.0,100229.0,98408.0,97157.0,95772.0
보성군 - 등록외국인＜br＞(A),Statistics,111.0,146.0,159.0,225.0,372.0,447.0,464.0,328.0,332.0,351.0,402.0,432.0,493.0,490.0,492.0,488.0,439.0,411.0,473.0,799.0
보성군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,2.04,2.75,3.06,4.42,7.44,9.11,9.51,6.85,7.06,7.57,8.76,9.53,11.09,11.2,11.49,11.78,10.84,10.44,12.29,21.2
보성군 - 주민등록인구＜br＞(B),Statistics,54288.0,53145.0,51948.0,50921.0,50004.0,49048.0,48792.0,47894.0,47050.0,46385.0,45882.0,45349.0,44469.0,43755.0,42803.0,41420.0,40482.0,39375.0,38471.0,37686.0
보은군 - 등록외국인＜br＞(A),Statistics,238.0,352.0,418.0,413.0,374.0,367.0,372.0,394.0,374.0,407.0,413.0,435.0,461.0,485.0,509.0,504.0,500.0,504.0,549.0,628.0
보은군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,6.25,9.48,11.52,11.68,10.66,10.53,10.64,11.35,10.86,11.86,12.06,12.68,13.47,14.24,15.11,15.3,15.43,15.81,17.45,20.25
보은군 - 주민등록인구＜br＞(B),Statistics,38062.0,37114.0,36293.0,35354.0,35069.0,34845.0,34956.0,34717.0,34438.0,34318.0,34240.0,34296.0,34221.0,34053.0,33680.0,32949.0,32412.0,31878.0,31455.0,31010.0
봉화군 - 등록외국인＜br＞(A),Statistics,136.0,139.0,167.0,197.0,229.0,242.0,243.0,248.0,249.0,277.0,285.0,280.0,270.0,302.0,307.0,314.0,318.0,310.0,330.0,374.0
봉화군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.62,3.8,4.69,5.62,6.61,7.06,7.03,7.25,7.34,8.17,8.38,8.28,8.05,9.08,9.35,9.77,10.1,10.08,10.95,12.63
봉화군 - 주민등록인구＜br＞(B),Statistics,37526.0,36599.0,35608.0,35046.0,34628.0,34297.0,34567.0,34192.0,33934.0,33894.0,34023.0,33808.0,33539.0,33259.0,32843.0,32150.0,31494.0,30762.0,30139.0,29603.0
부산광역시 - 등록외국인＜br＞(A),Statistics,17808.0,19547.0,23397.0,27662.0,31499.0,31310.0,32471.0,35116.0,35049.0,35943.0,38315.0,39991.0,41840.0,42837.0,45738.0,45999.0,40366.0,39420.0,42863.0,49090.0
부산광역시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,4.86,5.37,6.48,7.71,8.84,8.84,9.1,9.89,9.91,10.19,10.89,11.38,11.96,12.34,13.29,13.47,11.9,11.77,12.92,14.91
부산광역시 - 주민등록인구＜br＞(B),Statistics,3666345.0,3638293.0,3611992.0,3587439.0,3564577.0,3543030.0,3567910.0,3550963.0,3538484.0,3527635.0,3519401.0,3513777.0,3498529.0,3470653.0,3441453.0,3413841.0,3391946.0,3350380.0,3317812.0,3293362.0
부산진구 - 등록외국인＜br＞(A),Statistics,1326.0,1445.0,1622.0,1972.0,2426.0,2412.0,2348.0,2367.0,2301.0,2192.0,2180.0,2264.0,2324.0,2284.0,2462.0,2661.0,2330.0,2308.0,2284.0,2488.0
부산진구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.27,3.52,4.0,4.9,6.06,6.1,5.93,5.99,5.86,5.62,5.63,5.93,6.17,6.14,6.79,7.44,6.47,6.54,6.42,6.92
부산진구 - 주민등록인구＜br＞(B),Statistics,405534.0,410610.0,405775.0,402359.0,400516.0,395689.0,395826.0,395044.0,392731.0,389765.0,387378.0,381572.0,376526.0,371703.0,362357.0,357880.0,359886.0,353159.0,355917.0,359508.0
부안군 - 등록외국인＜br＞(A),Statistics,226.0,249.0,329.0,431.0,451.0,457.0,459.0,475.0,484.0,512.0,559.0,644.0,677.0,658.0,697.0,855.0,809.0,792.0,956.0,1032.0
부안군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.38,3.83,5.2,6.97,7.41,7.59,7.63,8.04,8.22,8.65,9.72,11.33,11.88,11.73,12.8,16.04,15.52,15.59,19.08,20.98
부안군 - 주민등록인구＜br＞(B),Statistics,66766.0,65018.0,63243.0,61879.0,60872.0,60204.0,60138.0,59080.0,58869.0,59164.0,57534.0,56848.0,57005.0,56086.0,54441.0,53295.0,52140.0,50795.0,50094.0,49187.0
부여군 - 등록외국인＜br＞(A),Statistics,413.0,420.0,520.0,572.0,713.0,731.0,833.0,859.0,867.0,965.0,1046.0,1114.0,1175.0,1209.0,1176.0,1244.0,1118.0,1119.0,1374.0,1747.0
부여군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,4.96,5.16,6.53,7.34,9.3,9.67,11.1,11.61,11.83,13.3,14.58,15.66,16.74,17.5,17.27,18.64,17.11,17.55,22.04,28.62
부여군 - 주민등록인구＜br＞(B),Statistics,83260.0,81430.0,79595.0,77916.0,76687.0,75564.0,75029.0,74004.0,73259.0,72547.0,71754.0,71143.0,70187.0,69086.0,68078.0,66740.0,65354.0,63774.0,62343.0,61046.0
부천시 - 등록외국인＜br＞(A),Statistics,8804.0,8038.0,10163.0,12532.0,14359.0,15032.0,15671.0,17048.0,16005.0,17187.0,19159.0,20178.0,20405.0,21345.0,24338.0,25689.0,24405.0,23779.0,24187.0,26388.0
부천시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,10.29,9.4,11.82,14.5,16.55,17.28,17.91,19.54,18.4,19.9,22.39,23.77,23.97,25.1,28.84,30.95,29.82,29.5,30.61,33.83
부천시 - 주민등록인구＜br＞(B),Statistics,855697.0,855359.0,860020.0,864037.0,867678.0,869944.0,875204.0,872452.0,869944.0,863720.0,855586.0,848987.0,851380.0,850329.0,843768.0,829996.0,818383.0,806067.0,790128.0,779968.0
부평구 - 등록외국인＜br＞(A),Statistics,3985.0,4145.0,5347.0,6726.0,7814.0,7780.0,7759.0,8194.0,7746.0,8328.0,9329.0,10128.0,10933.0,12221.0,13497.0,14549.0,13919.0,13781.0,14301.0,15463.0
부평구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,7.15,7.31,9.38,11.82,13.73,13.8,13.67,14.61,13.86,14.95,16.75,18.22,19.89,22.63,25.73,28.44,28.12,28.31,29.24,31.29
부평구 - 주민등록인구＜br＞(B),Statistics,557144.0,567347.0,570283.0,568905.0,569246.0,563920.0,567493.0,560936.0,559047.0,556985.0,556992.0,555844.0,549716.0,539941.0,524640.0,511577.0,494962.0,486765.0,489118.0,494138.0
북구 - 등록외국인＜br＞(A),Statistics,660.0,784.0,939.0,1300.0,1469.0,1379.0,1335.0,1251.0,1148.0,1161.0,1241.0,1285.0,1602.0,1829.0,2314.0,2280.0,2050.0,1887.0,1804.0,1896.0
북구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,1.98,2.34,2.84,4.0,4.61,4.39,4.28,4.06,3.67,3.75,4.04,4.14,5.16,6.04,7.79,7.83,7.22,6.66,6.47,6.93
북구 - 주민등록인구＜br＞(B),Statistics,333316.0,335699.0,330446.0,325302.0,318859.0,314227.0,312218.0,307988.0,312937.0,309719.0,306974.0,310484.0,310202.0,302924.0,296952.0,291132.0,283952.0,283211.0,278857.0,273596.0
사상구 - 등록외국인＜br＞(A),Statistics,2529.0,2426.0,2939.0,3368.0,3788.0,3701.0,3830.0,4102.0,3953.0,4217.0,4411.0,4523.0,4825.0,4912.0,5181.0,4942.0,4119.0,4056.0,4377.0,5466.0
사상구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,8.97,8.74,10.83,12.68,14.52,14.5,14.85,16.12,15.79,17.09,18.16,19.03,20.73,21.43,23.2,22.66,19.38,19.47,21.48,26.94
사상구 - 주민등록인구＜br＞(B),Statistics,282097.0,277481.0,271484.0,265512.0,260897.0,255274.0,257843.0,254413.0,250424.0,246797.0,242953.0,237711.0,232800.0,229219.0,223361.0,218094.0,212586.0,208298.0,203789.0,202932.0
사천시 - 등록외국인＜br＞(A),Statistics,547.0,637.0,932.0,1217.0,1654.0,1830.0,2075.0,2555.0,2647.0,2871.0,3154.0,3117.0,3132.0,3113.0,3319.0,3417.0,2927.0,2932.0,3127.0,3553.0
사천시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,4.85,5.72,8.3,10.82,14.66,16.23,18.18,22.39,22.95,24.57,27.08,27.0,27.26,27.25,29.14,30.53,26.34,26.67,28.59,32.59
사천시 - 주민등록인구＜br＞(B),Statistics,112670.0,111293.0,112300.0,112499.0,112828.0,112724.0,114148.0,114133.0,115321.0,116851.0,116485.0,115452.0,114912.0,114252.0,113888.0,111925.0,111105.0,109953.0,109369.0,109030.0
사하구 - 등록외국인＜br＞(A),Statistics,2671.0,2595.0,3243.0,3678.0,4045.0,3830.0,3967.0,4208.0,4043.0,4133.0,4488.0,4428.0,4363.0,4131.0,4271.0,4260.0,3818.0,3535.0,3836.0,4391.0
사하구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,7.14,6.98,8.84,10.09,11.07,10.64,11.06,11.84,11.46,11.84,13.07,13.11,13.04,12.39,13.03,13.27,12.25,11.55,12.7,14.74
사하구 - 주민등록인구＜br＞(B),Statistics,374248.0,371909.0,366865.0,364693.0,365368.0,359800.0,358730.0,355443.0,352726.0,349110.0,343371.0,337781.0,334603.0,333301.0,327791.0,321004.0,311757.0,306003.0,301987.0,297831.0
산청군 - 등록외국인＜br＞(A),Statistics,114.0,166.0,234.0,287.0,312.0,318.0,309.0,359.0,388.0,454.0,514.0,584.0,603.0,631.0,677.0,608.0,573.0,511.0,619.0,869.0
산청군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.09,4.57,6.55,8.14,8.9,9.11,8.68,10.07,10.87,12.63,14.34,16.19,16.7,17.36,18.83,17.17,16.44,14.87,18.19,25.75
산청군 - 주민등록인구＜br＞(B),Statistics,36849.0,36294.0,35704.0,35274.0,35043.0,34921.0,35591.0,35651.0,35691.0,35935.0,35849.0,36071.0,36098.0,36340.0,35952.0,35417.0,34857.0,34360.0,34028.0,33752.0
삼척시 - 등록외국인＜br＞(A),Statistics,276.0,300.0,437.0,465.0,477.0,496.0,538.0,536.0,731.0,760.0,625.0,695.0,772.0,825.0,789.0,773.0,696.0,635.0,748.0,851.0
삼척시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.71,4.1,6.09,6.57,6.72,6.9,7.47,7.41,10.09,10.41,8.64,9.81,11.09,12.04,11.55,11.5,10.67,10.01,11.79,13.58
삼척시 - 주민등록인구＜br＞(B),Statistics,74301.0,73134.0,71750.0,70791.0,70954.0,71935.0,72046.0,72312.0,72463.0,73023.0,72314.0,70839.0,69599.0,68514.0,68326.0,67228.0,65243.0,63429.0,63455.0,62651.0
상주시 - 등록외국인＜br＞(A),Statistics,358.0,448.0,559.0,666.0,760.0,782.0,833.0,816.0,810.0,824.0,906.0,893.0,902.0,913.0,940.0,990.0,910.0,926.0,1335.0,1857.0
상주시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.18,4.06,5.16,6.25,7.21,7.36,7.89,7.79,7.77,7.97,8.81,8.72,8.86,9.04,9.37,9.83,9.36,9.69,14.08,19.79
상주시 - 주민등록인구＜br＞(B),Statistics,112585.0,110444.0,108280.0,106600.0,105381.0,106208.0,105607.0,104685.0,104182.0,103346.0,102892.0,102374.0,101799.0,100947.0,100297.0,100688.0,97228.0,95566.0,94823.0,93858.0
서구 - 등록외국인＜br＞(A),Statistics,712.0,712.0,773.0,863.0,1017.0,1026.0,1028.0,1106.0,1212.0,1261.0,1391.0,1465.0,1580.0,1673.0,1843.0,1877.0,1691.0,1766.0,1983.0,2348.0
서구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,5.0,5.1,5.67,6.5,7.86,8.16,8.16,8.94,10.03,10.62,11.78,12.63,13.99,15.2,16.67,17.34,15.64,16.79,18.85,22.56
서구 - 주민등록인구＜br＞(B),Statistics,142460.0,139607.0,136226.0,132803.0,129385.0,125785.0,126040.0,123718.0,120828.0,118783.0,118115.0,115963.0,112973.0,110039.0,110534.0,108229.0,108135.0,105164.0,105192.0,104089.0
서귀포시 - 등록외국인＜br＞(A),Statistics,,,981.0,1224.0,1485.0,1512.0,1788.0,2325.0,2979.0,3572.0,4713.0,6058.0,6933.0,7988.0,8996.0,9123.0,8051.0,6970.0,7387.0,9014.0
서귀포시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,,,6.33,7.96,9.7,9.93,11.63,15.16,19.34,22.95,29.73,36.82,40.56,44.78,49.63,50.24,44.2,37.95,39.98,49.1
서귀포시 - 주민등록인구＜br＞(B),Statistics,,,154895.0,153800.0,153120.0,152285.0,153716.0,153366.0,154057.0,155641.0,158512.0,164519.0,170932.0,178383.0,181245.0,181584.0,182169.0,183663.0,184770.0,183598.0
서대문구 - 등록외국인＜br＞(A),Statistics,6115.0,6771.0,7632.0,8599.0,9043.0,9198.0,9330.0,9678.0,9620.0,9957.0,10485.0,10964.0,11677.0,12228.0,12767.0,13774.0,10779.0,10840.0,13217.0,14398.0
서대문구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,17.37,19.39,21.87,24.67,27.26,28.09,28.75,30.74,30.53,31.7,33.78,35.13,37.16,39.09,41.14,44.52,34.53,35.56,43.15,47.02
서대문구 - 주민등록인구＜br＞(B),Statistics,352071.0,349163.0,349020.0,348575.0,331688.0,327451.0,324541.0,314852.0,315113.0,314110.0,310376.0,312141.0,314194.0,312800.0,310313.0,309397.0,312173.0,304819.0,306337.0,306231.0
서산시 - 등록외국인＜br＞(A),Statistics,759.0,989.0,1390.0,1616.0,2013.0,2352.0,2587.0,2856.0,2899.0,3114.0,3309.0,3616.0,3974.0,4091.0,4459.0,4461.0,4078.0,3854.0,4398.0,5121.0
서산시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,5.06,6.58,9.21,10.52,12.83,14.8,16.12,17.69,17.75,18.78,19.74,21.26,23.27,23.83,25.6,25.54,23.22,21.82,24.93,29.09
서산시 - 주민등록인구＜br＞(B),Statistics,150131.0,150294.0,150889.0,153569.0,156867.0,158886.0,160468.0,161489.0,163315.0,165837.0,167611.0,170099.0,170788.0,171678.0,174162.0,174690.0,175591.0,176645.0,176413.0,176011.0
서울특별시 - 등록외국인＜br＞(A),Statistics,114685.0,129660.0,175036.0,229072.0,255207.0,255749.0,262902.0,279220.0,247108.0,244410.0,266360.0,274957.0,273441.0,267153.0,283984.0,281876.0,242623.0,226569.0,239297.0,252765.0
서울특별시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,11.27,12.75,17.19,22.47,25.02,25.05,25.49,27.24,24.24,24.09,26.36,27.43,27.54,27.1,29.08,28.97,25.09,23.83,25.38,26.93
서울특별시 - 주민등록인구＜br＞(B),Statistics,10173162.0,10167344.0,10181166.0,10192710.0,10200827.0,10208302.0,10312545.0,10249679.0,10195318.0,10143645.0,10103233.0,10022181.0,9930616.0,9857426.0,9765623.0,9729107.0,9668465.0,9509458.0,9428372.0,9386034.0
서천군 - 등록외국인＜br＞(A),Statistics,310.0,354.0,476.0,564.0,689.0,606.0,763.0,883.0,916.0,1007.0,1159.0,1233.0,1216.0,1247.0,1367.0,1400.0,1277.0,1270.0,1435.0,1970.0
서천군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,4.72,5.5,7.6,9.22,11.39,10.09,12.7,14.83,15.55,17.23,20.08,21.67,21.71,22.6,25.35,26.51,24.62,25.03,28.72,40.11
서천군 - 주민등록인구＜br＞(B),Statistics,65650.0,64322.0,62629.0,61168.0,60507.0,60066.0,60085.0,59541.0,58920.0,58441.0,57713.0,56910.0,56012.0,55175.0,53922.0,52805.0,51866.0,50745.0,49964.0,49116.0
서초구 - 등록외국인＜br＞(A),Statistics,5884.0,5139.0,5704.0,5982.0,5745.0,5650.0,5301.0,5450.0,4954.0,4778.0,4610.0,4494.0,4285.0,4299.0,4212.0,4281.0,3899.0,3888.0,4126.0,4414.0
서초구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,14.68,12.79,13.97,14.74,14.14,13.28,12.19,12.57,11.39,10.82,10.25,10.06,9.58,9.75,9.71,9.94,9.17,9.43,10.2,10.83
서초구 - 주민등록인구＜br＞(B),Statistics,400868.0,401736.0,408266.0,405969.0,406320.0,425481.0,434720.0,433564.0,435044.0,441763.0,449678.0,446764.0,447192.0,441102.0,433951.0,430826.0,425126.0,412279.0,404325.0,407664.0
성남시 - 등록외국인＜br＞(A),Statistics,9004.0,9683.0,12796.0,14243.0,15902.0,16309.0,16334.0,17126.0,15656.0,15815.0,17607.0,18238.0,17579.0,16936.0,17933.0,17618.0,15184.0,14089.0,14471.0,16219.0
성남시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,9.21,9.85,13.26,14.93,16.87,16.94,16.66,17.49,16.0,16.15,18.07,18.77,18.04,17.5,18.79,18.69,16.15,15.13,15.69,17.63
성남시 - 주민등록인구＜br＞(B),Statistics,977166.0,983075.0,964831.0,953960.0,942447.0,962726.0,980190.0,979323.0,978615.0,979534.0,974608.0,971424.0,974580.0,967510.0,954347.0,942724.0,940064.0,930948.0,922518.0,919747.0
성동구 - 등록외국인＜br＞(A),Statistics,4879.0,4947.0,6458.0,8085.0,8467.0,8006.0,7799.0,8063.0,7264.0,7234.0,7805.0,8062.0,7902.0,7903.0,8242.0,8090.0,6949.0,6682.0,7234.0,7405.0
성동구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,14.39,14.65,19.31,24.24,26.95,25.99,25.23,26.81,24.25,24.17,26.36,27.14,26.41,25.93,26.74,26.89,23.67,23.36,25.74,26.7
성동구 - 주민등록인구＜br＞(B),Statistics,339113.0,337744.0,334437.0,333535.0,314212.0,308058.0,309093.0,300711.0,299604.0,299337.0,296086.0,297003.0,299259.0,304808.0,308221.0,300889.0,293556.0,285990.0,281000.0,277361.0
성북구 - 등록외국인＜br＞(A),Statistics,3919.0,4429.0,5668.0,7385.0,8062.0,8429.0,8760.0,9304.0,8782.0,8758.0,9255.0,10285.0,11262.0,11352.0,11819.0,12094.0,9903.0,9614.0,11587.0,12566.0
성북구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,8.69,9.57,11.99,15.71,17.03,17.71,17.92,19.18,18.23,18.38,19.83,22.39,25.01,25.56,27.12,27.32,22.65,22.33,26.92,29.53
성북구 - 주민등록인구＜br＞(B),Statistics,451122.0,462879.0,472843.0,469973.0,473357.0,476028.0,488932.0,485171.0,481857.0,476589.0,466706.0,459275.0,450355.0,444055.0,435868.0,442650.0,437153.0,430528.0,430397.0,425602.0
성주군 - 등록외국인＜br＞(A),Statistics,677.0,722.0,873.0,954.0,940.0,927.0,990.0,1069.0,1140.0,1354.0,1528.0,1636.0,1681.0,1708.0,1651.0,1698.0,1556.0,1435.0,1633.0,1953.0
성주군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,14.18,15.37,18.83,20.88,20.88,20.32,21.86,23.42,25.26,30.04,33.97,36.33,37.19,37.84,36.96,38.58,35.84,33.5,38.36,46.4
성주군 - 주민등록인구＜br＞(B),Statistics,47731.0,46960.0,46358.0,45680.0,45024.0,45616.0,45289.0,45640.0,45127.0,45067.0,44981.0,45029.0,45205.0,45138.0,44672.0,44015.0,43414.0,42842.0,42566.0,42086.0
세종특별자치시 - 등록외국인＜br＞(A),Statistics,,,,,,,,,2360.0,2475.0,2730.0,3481.0,3745.0,4125.0,4940.0,5700.0,5076.0,4884.0,5336.0,5786.0
세종특별자치시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,,,,,,,,,20.86,20.26,17.49,16.51,15.41,14.73,15.73,16.74,14.27,13.13,13.91,14.97
세종특별자치시 - 주민등록인구＜br＞(B),Statistics,,,,,,,,,113117.0,122153.0,156125.0,210884.0,243048.0,280100.0,314126.0,340575.0,355831.0,371895.0,383591.0,386525.0
속초시 - 등록외국인＜br＞(A),Statistics,453.0,459.0,611.0,734.0,750.0,746.0,732.0,744.0,700.0,694.0,762.0,986.0,877.0,940.0,1012.0,1038.0,1009.0,1034.0,1205.0,1364.0
속초시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,5.15,5.27,7.1,8.6,8.87,8.9,8.68,8.88,8.38,8.35,9.24,12.03,10.72,11.43,12.39,12.69,12.21,12.49,14.55,16.62
속초시 - 주민등록인구＜br＞(B),Statistics,87933.0,87124.0,86073.0,85370.0,84599.0,83822.0,84302.0,83745.0,83579.0,83109.0,82432.0,81992.0,81793.0,82273.0,81682.0,81786.0,82665.0,82791.0,82806.0,82054.0
송파구 - 등록외국인＜br＞(A),Statistics,4146.0,4183.0,5522.0,6815.0,7618.0,7820.0,7865.0,8271.0,7035.0,6540.0,7056.0,7178.0,7115.0,6677.0,6872.0,6780.0,5966.0,5627.0,5713.0,5859.0
송파구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,6.86,6.9,9.1,10.92,11.39,11.48,11.48,12.12,10.45,9.78,10.61,10.87,10.82,10.05,10.31,10.03,8.93,8.55,8.67,8.96
송파구 - 주민등록인구＜br＞(B),Statistics,604293.0,605840.0,607005.0,623876.0,668962.0,681476.0,685279.0,682209.0,673115.0,668415.0,664738.0,660302.0,657831.0,664496.0,666635.0,675961.0,667960.0,658338.0,658801.0,654166.0
수성구 - 등록외국인＜br＞(A),Statistics,1158.0,1256.0,1377.0,1531.0,1531.0,1474.0,1380.0,1410.0,1378.0,1467.0,1471.0,1480.0,1539.0,1532.0,1640.0,1720.0,1673.0,1633.0,1658.0,1704.0
수성구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,2.61,2.87,3.13,3.42,3.39,3.23,2.99,3.06,3.0,3.18,3.22,3.28,3.44,3.49,3.79,4.01,3.94,3.92,4.03,4.18
수성구 - 주민등록인구＜br＞(B),Statistics,443881.0,437356.0,440172.0,447164.0,451732.0,456196.0,461988.0,461083.0,459779.0,461004.0,456505.0,451786.0,447011.0,439211.0,432759.0,428614.0,424314.0,417097.0,411553.0,407331.0
