item,category,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
괴산군 - 등록외국인＜br＞(A),Statistics,300.0,321.0,382.0,435.0,500.0,498.0,575.0,599.0,603.0,616.0,652.0,690.0,775.0,800.0,899.0,986.0,957.0,825.0,914.0,1214.0
괴산군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,7.58,8.32,10.17,11.8,13.67,13.54,15.61,16.04,15.99,16.19,17.0,17.79,19.89,20.48,22.97,25.18,24.29,21.64,24.67,33.18
괴산군 - 주민등록인구＜br＞(B),Statistics,39586.0,38595.0,37570.0,36873.0,36566.0,36775.0,36827.0,37333.0,37713.0,38059.0,38351.0,38787.0,38973.0,39054.0,39133.0,39163.0,39393.0,38122.0,37055.0,36590.0
구례군 - 등록외국인＜br＞(A),Statistics,109.0,110.0,154.0,179.0,179.0,180.0,190.0,193.0,205.0,200.0,221.0,228.0,228.0,245.0,233.0,221.0,206.0,188.0,205.0,210.0
구례군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.61,3.72,5.34,6.35,6.46,6.54,6.94,7.04,7.57,7.38,8.13,8.35,8.32,8.9,8.59,8.32,8.01,7.45,8.31,8.64
구례군 - 주민등록인구＜br＞(B),Statistics,30232.0,29577.0,28837.0,28203.0,27703.0,27518.0,27375.0,27422.0,27077.0,27115.0,27170.0,27308.0,27412.0,27525.0,27117.0,26563.0,25719.0,25235.0,24655.0,24314.0
구로구 - 등록외국인＜br＞(A),Statistics,7897.0,10714.0,16954.0,24553.0,27901.0,27646.0,28931.0,31440.0,26958.0,27204.0,31300.0,32512.0,32049.0,30817.0,33989.0,32707.0,28080.0,24409.0,23103.0,23246.0
구로구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,18.95,25.73,40.38,58.38,66.31,65.52,68.28,73.55,63.06,64.01,73.5,77.03,76.75,75.03,84.03,80.43,69.43,61.52,58.44,59.24
구로구 - 주민등록인구＜br＞(B),Statistics,416828.0,416405.0,419832.0,420542.0,420795.0,421967.0,423736.0,427468.0,427520.0,424964.0,425831.0,422092.0,417551.0,410742.0,404497.0,406664.0,404408.0,396754.0,395315.0,392405.0
구리시 - 등록외국인＜br＞(A),Statistics,908.0,984.0,1207.0,1438.0,1564.0,1539.0,1481.0,1460.0,1404.0,1349.0,1382.0,1434.0,1390.0,1417.0,1424.0,1490.0,1402.0,1403.0,1509.0,1541.0
구리시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,4.69,5.11,6.23,7.31,7.98,7.87,7.54,7.49,7.3,7.11,7.4,7.68,7.17,7.08,7.0,7.48,7.1,7.31,8.0,8.24
구리시 - 주민등록인구＜br＞(B),Statistics,193438.0,192548.0,193847.0,196800.0,195874.0,195593.0,196398.0,194881.0,192341.0,189680.0,186820.0,186721.0,193763.0,200042.0,203553.0,199265.0,197454.0,191948.0,188701.0,187093.0
구미시 - 등록외국인＜br＞(A),Statistics,4407.0,3946.0,4903.0,4987.0,4990.0,4803.0,4872.0,5298.0,5343.0,5960.0,6212.0,5877.0,5601.0,5449.0,5190.0,4977.0,4659.0,4580.0,4990.0,5860.0
구미시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,12.05,10.53,12.69,12.73,12.67,12.12,12.03,12.81,12.81,14.21,14.78,14.0,13.34,12.92,12.31,11.86,11.19,11.1,12.23,14.45
구미시 - 주민등록인구＜br＞(B),Statistics,365681.0,374614.0,386465.0,391897.0,393959.0,396419.0,404920.0,413446.0,416949.0,419428.0,420320.0,419915.0,419891.0,421799.0,421494.0,419742.0,416328.0,412581.0,408110.0,405506.0
군산시 - 등록외국인＜br＞(A),Statistics,1373.0,1630.0,2205.0,2651.0,3301.0,3407.0,3565.0,4294.0,4421.0,4651.0,5222.0,5533.0,5490.0,5266.0,5700.0,6101.0,5792.0,5822.0,6803.0,8443.0
군산시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,5.18,6.19,8.45,10.17,12.51,12.76,13.08,15.58,15.88,16.71,18.78,19.87,19.78,19.15,20.91,22.59,21.62,21.94,25.92,32.48
군산시 - 주민등록인구＜br＞(B),Statistics,265168.0,263120.0,260989.0,260562.0,263845.0,266922.0,272601.0,275659.0,278341.0,278319.0,278098.0,278398.0,277551.0,274997.0,272645.0,270131.0,267859.0,265304.0,262467.0,259980.0
군위군 - 등록외국인＜br＞(A),Statistics,332.0,275.0,304.0,395.0,403.0,411.0,418.0,431.0,434.0,509.0,561.0,576.0,616.0,565.0,546.0,538.0,492.0,425.0,456.0,527.0
군위군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,11.52,9.92,11.39,15.32,15.92,16.46,16.9,17.76,17.99,21.06,23.21,23.87,25.49,23.33,22.83,22.56,21.16,18.52,19.54,22.93
군위군 - 주민등록인구＜br＞(B),Statistics,28825.0,27709.0,26687.0,25781.0,25309.0,24966.0,24736.0,24268.0,24119.0,24172.0,24170.0,24126.0,24171.0,24215.0,23919.0,23843.0,23256.0,22945.0,23340.0,22988.0
군포시 - 등록외국인＜br＞(A),Statistics,2919.0,2711.0,3480.0,4185.0,4844.0,5070.0,5430.0,5594.0,5360.0,5656.0,6579.0,6997.0,6772.0,6783.0,6960.0,7010.0,6248.0,5565.0,5532.0,5780.0
군포시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,10.59,9.76,12.67,15.2,17.45,18.39,18.87,19.47,18.69,19.75,22.81,24.34,23.77,24.12,25.13,25.41,22.82,20.72,20.78,22.13
군포시 - 주민등록인구＜br＞(B),Statistics,275761.0,277781.0,274569.0,275351.0,277590.0,275731.0,287833.0,287294.0,286841.0,286344.0,288408.0,287519.0,284890.0,281205.0,276916.0,275852.0,273791.0,268535.0,266213.0,261229.0
금산군 - 등록외국인＜br＞(A),Statistics,572.0,636.0,817.0,893.0,940.0,989.0,1023.0,1006.0,1089.0,1230.0,1340.0,1538.0,1727.0,1913.0,2248.0,2339.0,2148.0,1945.0,2407.0,2901.0
금산군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,9.53,10.89,14.2,15.48,16.57,17.59,18.09,17.95,19.55,22.19,24.29,28.03,31.62,35.5,42.24,44.76,41.78,38.53,48.05,57.91
금산군 - 주민등록인구＜br＞(B),Statistics,60048.0,58378.0,57552.0,57690.0,56740.0,56220.0,56555.0,56030.0,55715.0,55441.0,55166.0,54879.0,54612.0,53894.0,53222.0,52257.0,51413.0,50477.0,50092.0,50093.0
금정구 - 등록외국인＜br＞(A),Statistics,300.0,1449.0,1569.0,1910.0,2206.0,2233.0,2243.0,2370.0,2374.0,2489.0,2994.0,3439.0,3963.0,4120.0,4433.0,4473.0,3541.0,3661.0,4162.0,4362.0
금정구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,1.11,5.47,5.96,7.38,8.6,8.86,8.78,9.3,9.28,9.82,11.98,13.98,16.2,16.85,18.25,18.71,15.22,16.05,18.81,20.23
금정구 - 주민등록인구＜br＞(B),Statistics,271046.0,264880.0,263338.0,258934.0,256398.0,252039.0,255419.0,254720.0,255692.0,253526.0,249856.0,246026.0,244624.0,244469.0,242956.0,239062.0,232666.0,228049.0,221256.0,215590.0
금천구 - 등록외국인＜br＞(A),Statistics,6414.0,7034.0,10746.0,15215.0,17924.0,18281.0,19349.0,20818.0,17446.0,17234.0,19567.0,19883.0,19268.0,18337.0,20104.0,19010.0,16102.0,14080.0,13176.0,13624.0
금천구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,24.7,27.38,42.43,61.08,72.47,74.67,78.91,85.52,71.71,71.5,82.05,84.15,81.86,77.98,85.95,81.65,69.49,61.0,57.38,59.89
금천구 - 주민등록인구＜br＞(B),Statistics,259633.0,256902.0,253243.0,249108.0,247320.0,244835.0,245195.0,243438.0,243288.0,241020.0,238463.0,236284.0,235386.0,235154.0,233917.0,232810.0,231733.0,230811.0,229642.0,227481.0
기장군 - 등록외국인＜br＞(A),Statistics,766.0,737.0,875.0,873.0,977.0,996.0,1205.0,1400.0,1498.0,1553.0,1867.0,2071.0,2095.0,1998.0,2035.0,1963.0,1832.0,1801.0,2002.0,2435.0
기장군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,9.6,9.2,11.03,10.97,12.04,11.14,11.75,12.95,13.08,11.72,12.9,13.53,13.22,12.36,12.34,11.92,10.5,10.17,11.21,13.62
기장군 - 주민등록인구＜br＞(B),Statistics,79788.0,80104.0,79334.0,79565.0,81159.0,89384.0,102557.0,108095.0,114566.0,132507.0,144748.0,153093.0,158527.0,161651.0,164864.0,164716.0,174545.0,177125.0,178614.0,178729.0
김제시 - 등록외국인＜br＞(A),Statistics,705.0,726.0,1014.0,1125.0,1205.0,1170.0,1211.0,1512.0,1653.0,1636.0,1761.0,1897.0,1965.0,1952.0,1998.0,2029.0,1876.0,1742.0,2173.0,2685.0
김제시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,6.7,7.07,10.12,11.52,12.58,12.35,12.84,16.24,17.91,17.94,19.54,21.38,22.38,22.46,23.41,24.18,22.75,21.53,26.68,32.97
김제시 - 주민등록인구＜br＞(B),Statistics,105195.0,102720.0,100238.0,97615.0,95807.0,94770.0,94346.0,93111.0,92317.0,91218.0,90108.0,88721.0,87782.0,86926.0,85331.0,83895.0,82450.0,80913.0,81455.0,81430.0
김천시 - 등록외국인＜br＞(A),Statistics,1060.0,1056.0,1240.0,1480.0,1815.0,1878.0,1701.0,1735.0,1548.0,1599.0,1702.0,1855.0,1998.0,2160.0,2376.0,2391.0,2209.0,2359.0,2788.0,3114.0
김천시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,7.39,7.46,8.88,10.64,13.15,13.82,12.49,12.74,11.42,11.82,12.56,13.24,14.05,15.11,16.84,16.93,15.72,16.82,20.01,22.64
김천시 - 주민등록인구＜br＞(B),Statistics,143527.0,141632.0,139682.0,139084.0,138056.0,135918.0,136136.0,136185.0,135504.0,135259.0,135456.0,140132.0,142256.0,142908.0,141104.0,141229.0,140548.0,140239.0,139324.0,137515.0
김포시 - 등록외국인＜br＞(A),Statistics,8497.0,7672.0,9734.0,10934.0,11362.0,11761.0,12330.0,12174.0,11687.0,13238.0,15590.0,16783.0,17835.0,18340.0,19849.0,20335.0,18796.0,17759.0,19840.0,22628.0
김포시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,40.81,37.02,46.84,53.08,51.55,52.08,51.73,47.37,40.66,42.39,45.81,47.95,49.07,46.77,46.91,46.51,39.66,36.5,40.97,46.54
김포시 - 주민등록인구＜br＞(B),Statistics,208192.0,207229.0,207824.0,205997.0,220418.0,225805.0,238339.0,256994.0,287432.0,312305.0,340310.0,349990.0,363443.0,392092.0,423170.0,437221.0,473970.0,486508.0,484267.0,486172.0
김해시 - 등록외국인＜br＞(A),Statistics,5644.0,5779.0,8197.0,10129.0,12453.0,12643.0,13968.0,16115.0,15470.0,16132.0,17732.0,18522.0,18432.0,18626.0,18688.0,19013.0,16904.0,16046.0,17911.0,21425.0
김해시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,13.2,13.04,18.07,21.78,26.08,25.68,27.75,31.78,30.14,30.9,33.63,35.02,34.82,35.0,35.02,35.05,31.17,29.84,33.47,40.15
김해시 - 주민등록인구＜br＞(B),Statistics,427432.0,443017.0,453728.0,464964.0,477572.0,492413.0,503348.0,507062.0,513260.0,522049.0,527240.0,528865.0,529422.0,532132.0,533672.0,542455.0,542338.0,537673.0,535129.0,533659.0
나주시 - 등록외국인＜br＞(A),Statistics,746.0,790.0,1058.0,1231.0,1362.0,1361.0,1422.0,1663.0,1608.0,1708.0,2002.0,2068.0,2384.0,2564.0,2801.0,2781.0,2638.0,2641.0,3097.0,3921.0
나주시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,7.51,8.06,10.97,12.9,14.66,14.98,15.78,18.85,18.26,19.46,22.08,21.06,22.84,23.29,24.6,24.25,22.82,22.63,26.59,33.41
나주시 - 주민등록인구＜br＞(B),Statistics,99308.0,97980.0,96417.0,95439.0,92884.0,90875.0,90118.0,88243.0,88067.0,87754.0,90669.0,98182.0,104376.0,110110.0,113839.0,114664.0,115613.0,116726.0,116456.0,117377.0
남구 - 등록외국인＜br＞(A),Statistics,1114.0,1301.0,1625.0,2232.0,2652.0,3080.0,3446.0,3655.0,3498.0,3425.0,3148.0,3382.0,3845.0,5007.0,5718.0,5931.0,5023.0,4955.0,5538.0,6302.0
남구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.66,4.3,5.45,7.52,8.89,10.34,11.55,12.38,12.01,11.74,10.97,11.95,13.79,18.28,20.43,21.61,18.76,18.91,21.6,24.79
남구 - 주민등록인구＜br＞(B),Statistics,304481.0,302257.0,297893.0,296666.0,298314.0,297963.0,298458.0,295121.0,291175.0,291770.0,286989.0,283101.0,278779.0,273854.0,279917.0,274480.0,267731.0,262069.0,256333.0,254185.0
남동구 - 등록외국인＜br＞(A),Statistics,10157.0,9286.0,10906.0,11645.0,11754.0,11471.0,12171.0,12236.0,10839.0,11760.0,12597.0,12504.0,12056.0,12181.0,12530.0,12427.0,11584.0,10928.0,11292.0,12186.0
남동구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,26.43,24.48,27.96,27.39,26.12,24.75,25.71,24.7,21.52,23.19,24.48,23.53,22.71,22.7,23.33,23.33,22.05,21.09,22.31,24.75
남동구 - 주민등록인구＜br＞(B),Statistics,384244.0,379310.0,390044.0,425217.0,450054.0,463414.0,473423.0,495469.0,503597.0,507021.0,514656.0,531395.0,530982.0,536578.0,537161.0,532704.0,525354.0,518272.0,506181.0,492415.0
남양주시 - 등록외국인＜br＞(A),Statistics,4713.0,4444.0,5116.0,5594.0,5736.0,5488.0,5615.0,5467.0,5325.0,5438.0,5936.0,6179.0,6542.0,6799.0,7137.0,7477.0,7141.0,7058.0,7763.0,8515.0
남양주시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,11.27,9.87,10.87,11.36,11.34,10.45,9.95,9.45,8.88,8.8,9.33,9.46,9.88,10.22,10.47,10.65,10.01,9.62,10.53,11.63
남양주시 - 주민등록인구＜br＞(B),Statistics,418360.0,450054.0,470617.0,492347.0,505867.0,525211.0,564141.0,578485.0,599539.0,618305.0,636256.0,653454.0,662154.0,665321.0,681828.0,701830.0,713321.0,733798.0,737353.0,732265.0
남원시 - 등록외국인＜br＞(A),Statistics,360.0,425.0,621.0,651.0,767.0,821.0,788.0,818.0,797.0,805.0,866.0,944.0,952.0,976.0,1012.0,1022.0,953.0,888.0,962.0,1180.0
남원시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.74,4.54,6.8,7.29,8.68,9.36,8.98,9.35,9.16,9.31,10.11,11.12,11.31,11.72,12.26,12.55,11.81,11.18,12.34,15.37
남원시 - 주민등록인구＜br＞(B),Statistics,96243.0,93670.0,91265.0,89247.0,88356.0,87675.0,87775.0,87455.0,87000.0,86460.0,85643.0,84856.0,84188.0,83281.0,82554.0,81441.0,80662.0,79431.0,77948.0,76781.0
남해군 - 등록외국인＜br＞(A),Statistics,199.0,223.0,352.0,397.0,460.0,523.0,561.0,632.0,676.0,733.0,764.0,846.0,865.0,834.0,829.0,861.0,780.0,749.0,883.0,1017.0
남해군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.75,4.3,6.93,7.21,9.07,10.41,11.37,12.58,14.02,15.52,16.38,18.45,19.17,18.68,18.85,19.74,18.16,17.72,21.24,24.94
남해군 - 주민등록인구＜br＞(B),Statistics,53129.0,51825.0,50792.0,55026.0,50698.0,50244.0,49328.0,50242.0,48223.0,47244.0,46638.0,45865.0,45129.0,44642.0,43990.0,43622.0,42958.0,42266.0,41579.0,40780.0
노원구 - 등록외국인＜br＞(A),Statistics,2371.0,2852.0,3583.0,4439.0,4827.0,4545.0,4195.0,4132.0,3640.0,3548.0,3504.0,3638.0,3631.0,3672.0,4408.0,4398.0,3995.0,3990.0,4280.0,4712.0
노원구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.77,4.59,5.8,7.2,7.84,7.44,6.86,6.84,6.1,6.01,6.01,6.33,6.4,6.62,8.11,8.25,7.64,7.81,8.5,9.46
노원구 - 주민등록인구＜br＞(B),Statistics,628184.0,622003.0,618093.0,616753.0,615981.0,610616.0,611230.0,603930.0,597189.0,590479.0,582552.0,574583.0,567581.0,554403.0,543752.0,532905.0,523037.0,510956.0,503734.0,498213.0
논산시 - 등록외국인＜br＞(A),Statistics,931.0,993.0,1348.0,1879.0,2317.0,2500.0,2804.0,3177.0,3268.0,3121.0,3293.0,3503.0,3809.0,3952.0,4068.0,4139.0,3865.0,3701.0,4526.0,5403.0
논산시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,6.87,7.4,10.25,14.51,18.13,19.67,21.99,24.91,25.8,24.8,26.39,28.2,30.91,32.33,33.84,34.83,33.13,32.33,40.19,48.93
논산시 - 주민등록인구＜br＞(B),Statistics,135572.0,134217.0,131466.0,129486.0,127797.0,127097.0,127507.0,127533.0,126653.0,125844.0,124784.0,124232.0,123213.0,122240.0,120230.0,118842.0,116675.0,114483.0,112617.0,110423.0
단양군 - 등록외국인＜br＞(A),Statistics,202.0,234.0,277.0,285.0,291.0,284.0,270.0,266.0,229.0,219.0,229.0,237.0,243.0,234.0,221.0,214.0,183.0,178.0,205.0,276.0
단양군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,5.81,6.86,8.31,8.8,9.11,8.92,8.49,8.42,7.33,7.03,7.4,7.7,7.97,7.74,7.3,7.19,6.28,6.28,7.38,9.96
단양군 - 주민등록인구＜br＞(B),Statistics,34743.0,34122.0,33346.0,32399.0,31929.0,31842.0,31817.0,31595.0,31253.0,31171.0,30948.0,30761.0,30503.0,30215.0,30255.0,29756.0,29155.0,28331.0,27767.0,27701.0
달서구 - 등록외국인＜br＞(A),Statistics,5212.0,4992.0,6008.0,6866.0,7062.0,6927.0,7470.0,7895.0,7773.0,8255.0,8707.0,8819.0,8619.0,8464.0,9009.0,10465.0,9850.0,9703.0,10398.0,11394.0
달서구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,8.67,8.38,10.2,11.61,11.88,11.58,12.3,13.02,12.81,13.52,14.36,14.63,14.56,14.64,15.71,18.4,17.63,17.81,19.36,21.59
달서구 - 주민등록인구＜br＞(B),Statistics,601467.0,595860.0,589041.0,591169.0,594616.0,598011.0,607083.0,606542.0,606557.0,610358.0,606433.0,602641.0,591891.0,578068.0,573413.0,568887.0,558631.0,544926.0,536989.0,527781.0
달성군 - 등록외국인＜br＞(A),Statistics,2303.0,2010.0,2379.0,2411.0,2360.0,2342.0,2724.0,3288.0,3302.0,3727.0,4444.0,4925.0,5317.0,5515.0,5802.0,6040.0,5341.0,5022.0,5626.0,6673.0
달성군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,14.77,12.69,15.03,15.03,13.8,13.3,15.23,18.23,17.91,20.22,24.03,25.55,24.36,22.66,23.16,23.54,20.59,19.14,21.38,25.46
달성군 - 주민등록인구＜br＞(B),Statistics,155905.0,158353.0,158314.0,160443.0,171001.0,176135.0,178899.0,180351.0,184366.0,184358.0,184902.0,192747.0,218268.0,243375.0,250543.0,256540.0,259339.0,262451.0,263162.0,262084.0
담양군 - 등록외국인＜br＞(A),Statistics,468.0,480.0,533.0,581.0,602.0,600.0,640.0,664.0,749.0,857.0,1014.0,1015.0,1071.0,1049.0,1035.0,998.0,919.0,868.0,1062.0,1247.0
담양군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,9.25,9.53,10.59,11.52,12.45,12.69,13.39,13.89,15.73,18.09,21.49,21.59,22.68,22.18,22.06,21.45,19.86,18.8,23.19,27.48
담양군 - 주민등록인구＜br＞(B),Statistics,50613.0,50364.0,50332.0,50441.0,48347.0,47286.0,47808.0,47819.0,47612.0,47365.0,47177.0,47009.0,47229.0,47285.0,46917.0,46535.0,46280.0,46180.0,45792.0,45373.0
당진시 - 등록외국인＜br＞(A),Statistics,,,,,,,,,3901.0,4306.0,5048.0,5137.0,5240.0,5377.0,5774.0,5982.0,5450.0,5112.0,5826.0,7322.0
당진시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,,,,,,,,,25.15,26.98,31.0,31.11,31.45,32.11,34.42,35.81,32.78,30.59,34.63,42.99
당진시 - 주민등록인구＜br＞(B),Statistics,,,,,,,,,155104.0,159615.0,162844.0,165122.0,166630.0,167439.0,167770.0,167042.0,166249.0,167092.0,168253.0,170302.0
대구광역시 - 등록외국인＜br＞(A),Statistics,15026.0,14530.0,17104.0,19409.0,19877.0,19406.0,20401.0,22014.0,21922.0,23302.0,25203.0,26141.0,26493.0,26442.0,28033.0,30191.0,27798.0,27230.0,29568.0,33305.0
대구광역시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,5.95,5.79,6.85,7.78,7.97,7.79,8.12,8.78,8.75,9.31,10.11,10.51,10.66,10.68,11.39,12.38,11.49,11.42,12.51,14.02
대구광역시 - 주민등록인구＜br＞(B),Statistics,2524712.0,2511306.0,2496115.0,2493261.0,2492724.0,2489781.0,2511676.0,2507271.0,2505644.0,2501588.0,2493264.0,2487829.0,2484557.0,2475231.0,2461769.0,2438031.0,2418346.0,2385412.0,2363691.0,2374960.0
대덕구 - 등록외국인＜br＞(A),Statistics,1261.0,1372.0,1682.0,1873.0,2007.0,1967.0,2049.0,2028.0,1920.0,2031.0,2093.0,2256.0,2346.0,2303.0,2275.0,2388.0,2122.0,2039.0,2405.0,2718.0
대덕구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,5.56,6.14,7.74,8.78,9.5,9.45,9.87,9.88,9.33,9.94,10.38,11.46,12.18,12.32,12.5,13.49,12.03,11.65,13.92,16.0
대덕구 - 주민등록인구＜br＞(B),Statistics,226947.0,223287.0,217332.0,213275.0,211241.0,208147.0,207549.0,205339.0,205688.0,204360.0,201558.0,196839.0,192688.0,186902.0,181991.0,177031.0,176384.0,175046.0,172746.0,169853.0
대전광역시 - 등록외국인＜br＞(A),Statistics,7279.0,7897.0,9803.0,12177.0,14056.0,14485.0,14876.0,15047.0,14571.0,14798.0,15658.0,16416.0,17035.0,17431.0,18184.0,19109.0,16895.0,17292.0,20594.0,23384.0
대전광역시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,5.04,5.43,6.69,8.25,9.49,9.76,9.89,9.93,9.56,9.65,10.22,10.81,11.25,11.6,12.2,12.96,11.54,11.91,14.24,16.21
대전광역시 - 주민등록인구＜br＞(B),Statistics,1443471.0,1454638.0,1466158.0,1475659.0,1480895.0,1484180.0,1503664.0,1515603.0,1524583.0,1532811.0,1531809.0,1518775.0,1514370.0,1502227.0,1489936.0,1474870.0,1463882.0,1452251.0,1446072.0,1442216.0
도봉구 - 등록외국인＜br＞(A),Statistics,1672.0,1919.0,2221.0,2584.0,2762.0,2665.0,2436.0,2376.0,2184.0,2027.0,2003.0,1999.0,2052.0,2068.0,2236.0,2269.0,2104.0,2007.0,2295.0,2546.0
도봉구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,4.38,5.03,5.88,6.87,7.39,7.21,6.61,6.5,6.03,5.65,5.66,5.69,5.89,6.01,6.59,6.81,6.47,6.32,7.36,8.29
도봉구 - 주민등록인구＜br＞(B),Statistics,381939.0,381529.0,377534.0,375975.0,373936.0,369733.0,368298.0,365573.0,362270.0,358582.0,353709.0,351242.0,348220.0,344166.0,339413.0,333362.0,325257.0,317366.0,311694.0,306948.0
동구 - 등록외국인＜br＞(A),Statistics,848.0,879.0,954.0,1089.0,1219.0,1287.0,1345.0,1425.0,1378.0,1439.0,1452.0,1413.0,1515.0,1502.0,1714.0,1794.0,1673.0,1563.0,1615.0,1792.0
동구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,7.43,8.0,8.93,10.38,11.86,12.72,13.25,14.19,13.99,14.99,15.35,15.35,16.87,16.9,19.72,20.35,18.82,17.83,18.68,20.41
동구 - 주민등록인구＜br＞(B),Statistics,114204.0,109879.0,106890.0,104881.0,102764.0,101153.0,101514.0,100420.0,98529.0,96011.0,94565.0,92069.0,89826.0,88868.0,86912.0,88165.0,88901.0,87679.0,86462.0,87792.0
동대문구 - 등록외국인＜br＞(A),Statistics,4492.0,5170.0,6852.0,9404.0,11413.0,12131.0,12557.0,13048.0,12425.0,12172.0,12632.0,13671.0,15243.0,15364.0,16286.0,16829.0,14177.0,14606.0,16957.0,18724.0
동대문구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,11.84,13.57,18.09,24.98,30.83,33.5,34.24,35.7,34.2,33.41,34.73,37.96,42.93,43.82,46.79,48.61,41.35,43.29,50.37,54.89
동대문구 - 주민등록인구＜br＞(B),Statistics,379404.0,381110.0,378860.0,376421.0,370250.0,362146.0,366786.0,365486.0,363258.0,364273.0,363687.0,360153.0,355069.0,350647.0,348052.0,346194.0,342837.0,337400.0,336644.0,341149.0
동두천시 - 등록외국인＜br＞(A),Statistics,1903.0,1978.0,2007.0,2135.0,2372.0,2568.0,2658.0,2561.0,2491.0,2673.0,2933.0,3076.0,3126.0,3195.0,3340.0,3477.0,3334.0,3268.0,3554.0,3788.0
동두천시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,24.02,23.94,23.39,24.05,26.11,27.55,27.79,26.61,25.63,27.4,30.05,31.4,31.81,32.91,34.71,36.69,35.34,34.92,38.82,42.74
동두천시 - 주민등록인구＜br＞(B),Statistics,79214.0,82623.0,85803.0,88780.0,90835.0,93211.0,95653.0,96253.0,97175.0,97557.0,97595.0,97974.0,98277.0,97071.0,96226.0,94768.0,94353.0,93592.0,91546.0,88626.0
동래구 - 등록외국인＜br＞(A),Statistics,599.0,633.0,741.0,888.0,930.0,881.0,857.0,907.0,1038.0,907.0,852.0,879.0,920.0,945.0,937.0,967.0,931.0,873.0,915.0,1023.0
동래구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,2.14,2.29,2.65,3.12,3.29,3.13,3.03,3.2,3.72,3.28,3.09,3.22,3.37,3.49,3.52,3.57,3.44,3.27,3.35,3.78
동래구 - 주민등록인구＜br＞(B),Statistics,279366.0,276095.0,279528.0,284901.0,282673.0,281644.0,282779.0,283742.0,278767.0,276689.0,275971.0,272837.0,272745.0,270727.0,266515.0,271247.0,270745.0,266866.0,273226.0,270815.0
동작구 - 등록외국인＜br＞(A),Statistics,3254.0,4187.0,6396.0,8872.0,10068.0,10053.0,11105.0,12256.0,10777.0,10672.0,11791.0,12133.0,12250.0,12276.0,13182.0,12949.0,10352.0,8881.0,9836.0,10945.0
동작구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,7.92,10.2,15.65,21.85,25.12,25.26,27.58,30.53,26.58,25.98,28.94,30.28,30.55,30.98,33.27,32.7,26.46,23.04,25.84,28.9
동작구 - 주민등록인구＜br＞(B),Statistics,410945.0,410481.0,408582.0,405967.0,400866.0,397920.0,402709.0,401408.0,405491.0,410815.0,407470.0,400641.0,400997.0,396217.0,396203.0,395963.0,391220.0,385483.0,380596.0,378769.0
동해시 - 등록외국인＜br＞(A),Statistics,321.0,317.0,438.0,547.0,589.0,579.0,561.0,562.0,543.0,571.0,641.0,663.0,661.0,806.0,865.0,931.0,899.0,728.0,835.0,972.0
동해시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.19,3.19,4.49,5.66,6.16,6.08,5.89,5.87,5.78,6.0,6.78,7.06,7.08,8.68,9.48,10.28,9.92,8.08,9.34,10.97
