item,category,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
서울특별시 - 조이혼율 (천명당),Statistics,2.8,2.9,3.2,2.7,2.5,2.4,2.4,2.3,2.3,2.1,2.0,2.0,2.0,2.0,1.8,1.8,1.8,1.8,1.8,1.7,1.6,1.4,1.3,1.3
서원구 - 조이혼율 (천명당),Statistics,,,,,,,,,,,,,,2.1,2.0,2.1,1.8,2.0,2.1,1.9,1.9,1.9,1.7,1.9
서천군 - 조이혼율 (천명당),Statistics,1.8,2.1,1.9,2.1,2.1,1.9,2.0,1.8,2.3,1.7,2.1,2.2,2.2,2.0,2.0,1.9,2.1,2.2,2.0,2.0,1.6,2.0,1.7,1.8
서초구 - 조이혼율 (천명당),Statistics,2.3,2.2,2.3,1.8,2.1,1.9,1.8,1.7,1.7,1.7,1.5,1.4,1.5,1.4,1.4,1.3,1.3,1.4,1.5,1.3,1.2,1.1,1.1,1.2
성남시 - 조이혼율 (천명당),Statistics,3.2,3.4,3.5,2.9,2.9,2.9,2.7,2.5,2.6,2.3,2.2,2.1,2.1,2.2,2.1,1.9,1.9,1.9,1.9,1.7,1.7,1.4,1.4,1.5
성동구 - 조이혼율 (천명당),Statistics,2.7,3.1,3.2,2.8,2.6,2.6,2.5,2.4,2.5,2.2,2.0,2.0,2.1,2.0,1.9,1.9,1.7,1.8,1.8,1.7,1.6,1.2,1.2,1.3
성북구 - 조이혼율 (천명당),Statistics,3.0,2.9,3.2,2.7,2.5,2.4,2.4,2.3,2.4,2.1,1.8,1.9,2.0,2.0,1.8,1.9,1.7,1.8,1.5,1.5,1.5,1.2,1.2,1.3
성산구 - 조이혼율 (천명당),Statistics,,,,,,,,,,1.7,1.6,1.4,1.8,1.6,1.6,1.5,1.4,1.5,1.8,1.5,1.7,1.4,1.5,1.5
성주군 - 조이혼율 (천명당),Statistics,2.2,2.1,2.4,2.1,2.2,2.1,2.0,2.2,1.9,2.2,1.8,2.1,2.0,2.2,2.0,2.0,2.3,2.3,2.3,2.1,2.0,2.1,1.9,2.2
세종시 - 조이혼율 (천명당),Statistics,,,,,,,,,,,,2.2,2.1,2.0,1.8,1.5,1.8,1.6,1.9,1.7,1.7,1.4,1.5,1.4
세종특별자치시 - 조이혼율 (천명당),Statistics,,,,,,,,,,,,2.2,2.1,2.0,1.8,1.5,1.8,1.6,1.9,1.7,1.7,1.4,1.5,1.4
소사구 - 조이혼율 (천명당),Statistics,3.3,3.3,4.2,3.1,3.0,2.9,3.0,2.4,2.5,2.3,2.2,2.2,2.2,2.2,2.3,,,,,,,,,1.5
속초시 - 조이혼율 (천명당),Statistics,3.7,3.6,4.6,3.6,3.6,3.9,3.4,2.6,2.9,3.1,2.5,2.6,2.7,2.6,2.6,2.3,2.3,2.6,2.6,2.8,2.4,2.5,2.7,2.4
송파구 - 조이혼율 (천명당),Statistics,2.6,2.6,3.0,2.5,2.3,2.3,2.2,2.0,2.0,1.8,1.8,1.8,1.7,1.7,1.6,1.6,1.6,1.5,1.6,1.6,1.4,1.3,1.2,1.2
수성구 - 조이혼율 (천명당),Statistics,2.1,2.5,2.8,2.2,1.9,1.7,1.7,1.6,1.7,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.4,1.3,1.2,1.3,1.3
수영구 - 조이혼율 (천명당),Statistics,2.7,3.1,3.8,2.9,2.9,2.5,2.4,2.2,2.5,2.1,2.1,2.2,2.2,2.1,2.0,2.1,2.0,2.0,1.9,1.7,1.8,1.4,1.5,1.6
수원시 - 조이혼율 (천명당),Statistics,2.8,3.1,3.4,2.8,2.6,2.4,2.5,2.3,2.4,2.3,2.3,2.1,2.2,2.2,2.1,1.9,2.0,1.9,2.0,1.9,1.8,1.6,1.6,1.6
수정구 - 조이혼율 (천명당),Statistics,4.0,4.3,4.8,3.7,3.7,3.6,3.4,3.3,3.5,3.2,3.1,3.1,2.9,3.2,3.1,2.8,2.6,2.7,2.6,2.3,2.2,1.7,1.7,1.8
수지구 - 조이혼율 (천명당),Statistics,,,,,1.8,1.7,1.8,1.5,1.5,1.4,1.4,1.3,1.4,1.3,1.1,1.1,1.2,1.2,1.2,1.1,1.2,1.1,0.9,1.0
순창군 - 조이혼율 (천명당),Statistics,1.4,1.7,1.8,1.2,1.7,1.5,1.8,1.6,2.1,2.1,1.9,2.1,2.2,1.8,2.1,1.9,1.3,1.9,1.6,2.2,1.7,1.6,1.6,1.7
순천시 - 조이혼율 (천명당),Statistics,2.3,2.8,3.2,2.6,2.3,2.3,2.1,2.0,2.2,2.2,1.9,2.0,2.1,2.0,2.0,1.8,1.9,2.0,2.1,1.8,1.9,1.7,1.8,1.6
시흥시 - 조이혼율 (천명당),Statistics,3.3,3.8,4.5,3.7,3.6,3.5,3.6,3.3,3.3,3.0,3.1,3.1,3.1,3.1,2.9,2.8,2.6,2.7,2.7,2.7,2.5,2.3,2.3,2.3
신안군 - 조이혼율 (천명당),Statistics,1.1,1.5,1.7,2.3,1.7,1.7,2.5,2.1,2.2,2.7,1.9,2.1,2.5,2.1,2.4,2.3,2.6,2.2,2.6,2.7,2.3,2.5,2.4,2.6
아산시 - 조이혼율 (천명당),Statistics,3.0,3.5,3.9,3.1,2.6,3.1,2.7,2.6,2.9,2.4,2.5,2.5,2.6,2.5,2.4,2.5,2.5,2.6,2.8,2.8,2.4,2.3,2.3,2.5
안동시 - 조이혼율 (천명당),Statistics,1.9,2.2,2.4,2.0,2.0,1.8,1.8,1.8,1.9,2.0,1.9,1.9,1.9,1.8,1.6,1.6,1.7,1.8,1.8,1.5,1.8,1.6,1.7,1.6
안산시 - 조이혼율 (천명당),Statistics,3.7,4.1,4.8,4.0,3.7,3.7,3.5,3.4,3.5,3.0,3.2,3.3,3.1,3.0,3.0,2.9,2.8,2.8,2.9,2.8,2.6,2.4,2.4,2.3
안성시 - 조이혼율 (천명당),Statistics,2.5,3.1,3.3,3.1,2.9,2.9,2.6,2.5,2.8,2.4,2.6,2.6,2.7,2.6,2.5,2.5,2.5,2.8,2.6,2.4,2.5,2.2,2.2,2.0
안양시 - 조이혼율 (천명당),Statistics,2.8,2.9,3.0,2.6,2.3,2.0,2.1,2.0,2.3,2.0,1.9,1.9,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.6,1.6,1.4,1.3,1.3
양구군 - 조이혼율 (천명당),Statistics,2.5,2.4,3.1,3.0,2.6,2.4,2.5,2.4,2.4,2.2,1.6,2.4,2.7,2.4,2.0,2.0,1.9,1.8,2.4,2.8,2.0,2.6,2.1,2.3
양산시 - 조이혼율 (천명당),Statistics,3.2,3.4,4.5,3.3,3.2,2.9,2.7,2.3,2.7,2.5,2.4,2.6,2.6,2.7,2.3,2.4,2.2,2.3,2.5,2.5,2.2,2.1,2.1,2.1
양양군 - 조이혼율 (천명당),Statistics,2.6,2.3,2.2,2.5,2.3,2.2,2.2,2.3,2.3,2.7,3.1,2.5,2.2,2.3,2.2,2.9,2.6,2.3,2.5,1.9,2.3,2.4,1.8,1.6
양주군 - 조이혼율 (천명당),Statistics,3.5,3.9,,,,,,,,,,,,,,,,,,,,,,
양주시 - 조이혼율 (천명당),Statistics,,,4.7,4.0,3.5,3.1,3.1,3.2,3.2,3.0,3.2,3.1,3.0,2.9,2.8,2.6,2.6,2.8,2.7,2.7,2.4,2.2,2.4,2.3
양천구 - 조이혼율 (천명당),Statistics,2.9,2.8,3.1,2.5,2.4,2.2,2.3,2.1,2.0,2.0,1.8,1.8,1.9,1.8,1.6,1.7,1.5,1.6,1.6,1.7,1.5,1.4,1.3,1.3
양평군 - 조이혼율 (천명당),Statistics,2.5,2.9,2.9,2.5,2.6,2.8,2.4,2.4,2.4,2.4,2.5,2.6,2.5,2.2,2.2,2.2,2.1,2.1,2.3,2.1,2.1,1.8,2.0,2.1
여수시 - 조이혼율 (천명당),Statistics,2.6,3.0,3.5,2.7,2.7,2.5,2.3,2.1,2.2,2.3,2.3,2.2,2.1,2.3,2.1,2.2,2.1,2.2,2.2,2.2,2.0,2.0,1.9,1.9
여주군 - 조이혼율 (천명당),Statistics,2.7,3.1,3.2,3.1,2.8,2.6,2.6,2.5,2.7,2.6,2.7,2.6,,,,,,,,,,,,
여주시 - 조이혼율 (천명당),Statistics,,,,,,,,,,,,,2.2,2.6,2.4,2.4,2.4,2.6,2.2,2.6,2.1,2.3,2.3,2.3
연기군 - 조이혼율 (천명당),Statistics,2.5,2.8,3.0,2.8,2.0,2.3,2.3,2.6,2.7,2.3,2.3,,,,,,,,,,,,,
연수구 - 조이혼율 (천명당),Statistics,3.3,3.1,3.7,3.2,2.8,2.5,2.4,2.3,2.5,2.2,2.0,2.2,2.2,2.1,1.8,1.9,1.7,1.8,1.8,1.5,1.7,1.5,1.6,1.5
연제구 - 조이혼율 (천명당),Statistics,2.6,2.9,3.7,2.9,2.6,2.3,2.4,2.2,2.3,2.0,1.9,1.9,2.0,2.0,1.8,1.8,1.7,1.9,1.9,1.9,1.7,1.5,1.6,1.3
연천군 - 조이혼율 (천명당),Statistics,3.2,2.8,3.3,3.3,3.2,3.0,2.7,2.7,2.7,2.2,2.9,2.9,3.1,2.5,2.5,2.5,2.4,2.0,1.9,2.5,2.0,2.3,2.0,2.3
영광군 - 조이혼율 (천명당),Statistics,2.2,2.3,2.5,2.0,1.8,2.1,2.4,2.0,2.4,2.5,2.3,2.1,2.6,2.2,1.9,1.9,2.3,2.1,2.1,2.0,2.0,1.9,1.7,2.4
영덕군 - 조이혼율 (천명당),Statistics,1.8,1.6,2.3,2.3,2.2,1.8,2.3,1.7,1.8,2.3,2.0,2.1,2.3,2.3,2.1,2.1,1.9,2.2,2.2,2.5,2.2,1.8,2.4,2.0
영도구 - 조이혼율 (천명당),Statistics,3.3,3.8,4.6,3.4,3.1,2.9,2.7,2.3,2.6,2.7,2.4,2.4,2.4,2.3,2.4,2.3,2.3,2.3,2.2,2.3,2.2,1.8,1.7,1.7
영동군 - 조이혼율 (천명당),Statistics,2.2,2.0,1.8,1.8,1.7,2.1,2.2,1.7,1.9,1.9,1.9,2.0,1.8,2.2,1.8,1.6,2.0,1.9,1.8,2.1,1.8,1.9,1.6,1.5
영등포구 - 조이혼율 (천명당),Statistics,2.7,2.7,2.8,2.4,2.3,2.3,2.4,2.5,2.5,2.3,2.2,2.3,2.1,2.0,1.9,1.9,1.7,1.8,1.9,1.7,1.4,1.3,1.2,1.2
영암군 - 조이혼율 (천명당),Statistics,2.5,2.7,2.9,2.3,2.1,2.3,2.3,2.6,2.4,2.4,2.7,2.5,2.4,2.7,2.4,2.9,2.6,3.1,2.6,2.8,2.8,2.1,2.4,2.8
영양군 - 조이혼율 (천명당),Statistics,1.9,1.4,1.9,1.5,1.5,1.6,1.5,1.5,1.2,1.2,1.4,1.8,2.2,1.3,2.4,2.0,2.3,2.1,2.6,2.3,2.1,2.0,1.8,1.9
영월군 - 조이혼율 (천명당),Statistics,2.4,2.2,2.3,2.2,1.8,2.5,2.8,2.3,2.2,2.6,2.3,2.1,2.0,1.9,2.1,2.3,1.9,1.9,2.6,2.5,2.0,1.9,2.2,2.2
영주시 - 조이혼율 (천명당),Statistics,2.1,2.0,2.1,1.8,2.0,2.1,2.0,1.8,2.2,1.8,1.8,1.9,1.6,1.7,1.7,2.0,1.8,1.5,1.8,1.9,1.6,1.9,1.6,1.7
영천시 - 조이혼율 (천명당),Statistics,2.5,2.6,3.3,2.5,2.5,2.2,2.0,2.2,2.1,2.1,2.2,2.3,2.3,1.9,2.2,2.2,2.4,2.3,2.3,2.1,2.2,2.0,2.3,2.1
영통구 - 조이혼율 (천명당),Statistics,,,2.3,1.9,1.7,1.6,1.6,1.6,1.6,1.5,1.5,1.3,1.5,1.6,1.5,1.4,1.5,1.4,1.5,1.4,1.3,1.3,1.2,1.2
예산군 - 조이혼율 (천명당),Statistics,2.0,2.2,2.2,2.3,2.4,2.2,2.0,1.9,2.1,2.2,2.1,2.0,1.7,2.2,1.9,2.0,2.0,2.0,2.5,2.1,2.2,2.0,2.0,2.0
예천군 - 조이혼율 (천명당),Statistics,1.8,1.4,2.1,1.6,1.4,2.0,1.9,1.4,1.7,1.5,1.5,1.8,1.7,1.7,1.6,1.6,1.8,1.5,1.4,1.9,1.6,1.3,1.4,1.4
오산시 - 조이혼율 (천명당),Statistics,3.1,3.3,3.7,3.2,2.8,2.6,2.8,2.7,2.6,3.0,2.6,2.6,2.7,2.6,2.5,2.5,2.5,2.5,2.6,2.5,2.5,2.3,2.2,2.2
오정구 - 조이혼율 (천명당),Statistics,3.8,4.4,5.4,4.2,3.7,4.0,3.5,3.0,3.3,2.8,2.8,3.1,2.8,2.8,2.6,,,,,,,,,1.9
옥천군 - 조이혼율 (천명당),Statistics,1.9,2.4,2.4,1.8,2.2,1.8,2.1,2.1,2.0,2.1,2.1,2.1,2.3,2.3,2.2,1.9,1.9,2.4,2.3,2.2,2.2,1.6,2.1,2.0
옹진군 - 조이혼율 (천명당),Statistics,3.3,2.9,3.5,2.9,2.4,2.7,3.0,2.3,3.0,2.5,2.6,2.7,2.6,3.2,3.1,2.4,2.6,3.0,3.6,2.7,3.1,2.2,2.9,2.7
완도군 - 조이혼율 (천명당),Statistics,1.9,2.1,2.3,2.2,2.1,2.2,2.1,2.2,1.9,2.2,2.0,1.6,1.8,2.2,2.0,2.2,2.6,2.2,2.7,2.4,2.1,2.5,2.5,2.7
완산구 - 조이혼율 (천명당),Statistics,2.1,2.7,3.4,2.7,2.3,2.1,2.1,1.8,2.1,1.8,1.9,1.6,1.9,2.1,1.6,2.0,1.8,1.9,2.0,1.8,1.8,1.6,1.9,1.8
완주군 - 조이혼율 (천명당),Statistics,2.3,2.6,3.5,2.9,2.5,2.6,2.6,2.0,2.6,2.3,2.7,2.3,2.4,2.2,2.0,2.1,2.1,2.2,2.2,2.3,2.3,2.1,2.2,2.1
용산구 - 조이혼율 (천명당),Statistics,3.1,2.8,3.3,2.7,2.9,2.8,2.8,2.5,2.7,2.2,2.2,2.1,1.9,2.1,1.9,2.0,1.8,1.8,1.7,1.6,1.6,1.4,1.5,1.1
용인시 - 조이혼율 (천명당),Statistics,2.8,2.5,2.9,2.5,2.3,2.2,2.2,2.0,2.1,1.9,1.9,1.8,1.9,1.8,1.7,1.6,1.7,1.7,1.7,1.6,1.6,1.4,1.4,1.5
울릉군 - 조이혼율 (천명당),Statistics,2.1,1.7,2.5,4.2,2.3,2.0,2.0,1.5,1.9,2.8,2.2,1.8,2.1,2.4,2.2,2.3,2.9,2.9,4.1,2.1,3.5,2.9,2.9,2.4
울산광역시 - 조이혼율 (천명당),Statistics,2.8,3.2,3.7,2.8,2.6,2.6,2.4,2.1,2.3,2.3,2.1,2.3,2.3,2.4,2.1,2.2,2.2,2.3,2.2,2.2,2.2,1.9,1.9,1.8
울주군 - 조이혼율 (천명당),Statistics,3.2,3.3,4.0,3.2,2.8,2.8,2.6,2.2,2.3,2.5,2.3,2.4,2.4,2.3,2.0,2.4,2.4,2.6,2.5,2.2,2.3,2.2,1.8,2.0
울진군 - 조이혼율 (천명당),Statistics,2.0,2.1,2.5,2.7,2.2,2.0,1.7,1.9,1.8,1.8,1.6,2.2,2.3,2.0,1.8,2.5,2.0,2.2,2.2,2.1,2.3,1.9,2.1,1.5
원미구 - 조이혼율 (천명당),Statistics,3.1,3.1,3.4,2.9,2.7,3.0,2.7,2.3,2.5,2.3,2.2,2.2,2.2,2.2,2.1,,,,,,,,,1.6
원주시 - 조이혼율 (천명당),Statistics,3.1,3.5,3.7,3.3,2.8,2.6,2.8,2.5,2.7,2.5,2.5,2.4,2.6,2.5,2.6,2.5,2.4,2.5,2.5,2.2,2.1,2.1,2.1,2.1
유성구 - 조이혼율 (천명당),Statistics,2.0,2.2,2.4,1.9,1.8,1.8,1.7,1.4,1.6,1.7,1.5,1.5,1.5,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.4,1.3,1.5
은평구 - 조이혼율 (천명당),Statistics,2.9,3.1,3.8,3.1,3.0,2.7,2.8,2.4,2.6,2.3,2.1,2.2,2.2,2.0,1.9,1.9,1.9,1.9,1.9,1.8,1.7,1.5,1.5,1.4
음성군 - 조이혼율 (천명당),Statistics,2.6,2.7,3.1,2.8,2.5,2.6,3.0,2.3,2.7,2.5,2.9,2.6,2.9,2.7,3.1,2.6,2.6,2.7,2.9,2.8,2.3,2.8,2.6,2.3
의령군 - 조이혼율 (천명당),Statistics,2.1,2.3,1.7,2.0,1.8,2.1,1.7,1.7,1.7,2.0,1.9,1.8,2.4,1.8,1.7,2.0,2.3,2.1,2.3,2.3,2.0,1.2,1.7,1.7
의성군 - 조이혼율 (천명당),Statistics,1.5,1.9,1.7,1.5,1.6,1.6,1.6,1.6,2.0,1.6,1.8,1.6,1.9,2.0,1.5,1.6,1.9,1.9,1.6,1.7,1.2,1.5,1.5,1.3
의왕시 - 조이혼율 (천명당),Statistics,2.6,2.7,2.9,2.7,2.3,2.0,2.4,2.0,2.1,2.1,1.9,2.0,2.0,1.8,1.8,1.6,1.7,1.6,1.7,1.6,1.5,1.4,1.3,1.3
의정부시 - 조이혼율 (천명당),Statistics,3.5,3.8,4.5,3.4,3.3,3.0,3.1,3.0,3.1,2.8,2.8,2.7,2.5,2.8,2.6,2.5,2.4,2.5,2.5,2.3,2.2,2.1,2.1,2.0
의창구 - 조이혼율 (천명당),Statistics,,,,,,,,,,2.6,2.3,2.3,2.2,2.4,2.4,2.1,2.1,2.1,2.2,2.0,1.9,1.7,1.8,1.9
이천시 - 조이혼율 (천명당),Statistics,2.6,2.8,3.3,2.7,2.7,2.5,2.6,2.1,2.4,2.6,2.5,2.5,2.5,2.3,2.1,2.4,2.0,2.4,2.5,2.4,2.1,2.2,2.0,1.9
익산시 - 조이혼율 (천명당),Statistics,2.8,3.2,3.8,3.2,2.7,2.9,2.6,2.4,2.6,2.3,2.4,2.2,2.4,2.4,2.1,2.2,2.3,2.3,2.3,2.2,2.3,2.1,1.9,2.1
인제군 - 조이혼율 (천명당),Statistics,1.9,2.1,2.6,2.1,2.7,2.3,1.9,2.3,2.1,2.3,1.8,2.3,2.6,2.8,1.9,2.5,2.2,2.4,2.8,2.0,2.0,2.1,2.2,2.1
인천광역시 - 조이혼율 (천명당),Statistics,3.7,3.8,4.5,3.7,3.3,3.1,3.0,2.8,2.9,2.7,2.5,2.6,2.6,2.6,2.5,2.4,2.4,2.4,2.5,2.4,2.3,2.1,2.1,2.0
일산구 - 조이혼율 (천명당),Statistics,2.5,2.4,2.8,2.5,,,,,,,,,,,,,,,,,,,,
일산동구 - 조이혼율 (천명당),Statistics,,,,,2.6,2.5,2.3,2.3,2.2,2.2,2.2,2.3,2.3,2.4,1.9,2.0,2.0,2.1,2.0,1.9,1.9,1.7,1.7,1.7
일산서구 - 조이혼율 (천명당),Statistics,,,,,2.3,1.9,2.0,2.1,1.9,1.8,1.7,2.1,1.8,1.7,1.6,1.7,1.6,1.7,1.6,1.7,1.6,1.5,1.5,1.6
임실군 - 조이혼율 (천명당),Statistics,1.8,1.6,2.0,1.5,1.8,1.6,2.3,2.0,1.7,1.3,1.9,1.5,2.2,1.7,1.8,1.6,2.0,1.5,1.9,2.0,2.5,1.8,2.2,1.8
장성군 - 조이혼율 (천명당),Statistics,1.8,2.1,2.6,1.9,1.6,2.2,2.2,2.1,2.4,2.3,2.5,2.2,1.9,1.9,2.2,2.3,1.9,2.5,2.3,2.1,1.8,1.9,2.0,1.5
장수군 - 조이혼율 (천명당),Statistics,1.0,1.3,1.5,1.4,1.0,1.8,1.7,1.7,2.6,1.6,1.9,1.7,1.5,2.2,1.9,2.2,1.6,1.9,2.0,1.7,2.3,2.2,2.0,1.4
장안구 - 조이혼율 (천명당),Statistics,2.9,3.2,3.4,2.8,2.6,2.3,2.5,2.1,2.2,2.1,2.3,2.0,2.3,2.1,1.9,1.8,1.8,1.8,2.0,1.9,1.7,1.5,1.7,1.5
장흥군 - 조이혼율 (천명당),Statistics,1.6,2.1,2.3,2.0,1.6,1.8,1.9,1.8,1.9,1.7,2.2,1.7,1.8,2.0,1.5,1.5,2.1,2.2,2.2,2.1,1.9,1.8,2.1,1.7
전국 - 조이혼율 (천명당),Statistics,2.8,3.0,3.4,2.9,2.6,2.5,2.5,2.4,2.5,2.3,2.3,2.3,2.3,2.3,2.1,2.1,2.1,2.1,2.2,2.1,2.0,1.8,1.8,1.8
전라남도 - 조이혼율 (천명당),Statistics,2.3,2.6,3.0,2.5,2.2,2.3,2.2,2.1,2.2,2.3,2.2,2.1,2.2,2.2,2.1,2.1,2.1,2.2,2.2,2.1,2.1,2.0,1.9,1.9
전북특별자치도 - 조이혼율 (천명당),Statistics,2.3,2.6,3.2,2.6,2.4,2.4,2.4,2.0,2.3,2.1,2.2,2.1,2.2,2.2,2.0,2.1,2.0,2.1,2.2,2.1,2.1,1.9,1.9,2.0
전주시 - 조이혼율 (천명당),Statistics,2.2,2.7,3.3,2.6,2.2,2.2,2.1,1.8,2.1,1.8,1.9,1.8,2.0,2.1,1.7,2.0,1.8,1.9,2.0,1.9,1.8,1.6,1.8,1.7
정선군 - 조이혼율 (천명당),Statistics,2.5,2.6,2.7,2.4,3.0,2.4,2.5,2.5,2.4,2.4,2.3,2.7,2.9,2.7,2.5,2.3,2.4,2.4,2.4,2.3,3.0,2.4,1.7,2.3
정읍시 - 조이혼율 (천명당),Statistics,2.0,2.4,3.0,2.6,2.5,2.6,2.6,2.1,2.6,2.3,2.5,2.1,2.5,2.2,2.5,2.4,2.2,2.2,2.3,2.1,2.4,2.3,1.9,2.0
제주시 - 조이혼율 (천명당),Statistics,3.3,3.9,4.3,3.4,3.0,3.0,2.8,2.2,2.6,2.5,2.4,2.5,2.4,2.5,2.4,2.5,2.4,2.3,2.6,2.6,2.2,2.2,2.2,2.4
제주특별자치도 - 조이혼율 (천명당),Statistics,3.2,3.6,3.9,3.2,3.0,2.9,2.8,2.2,2.6,2.6,2.5,2.5,2.5,2.6,2.4,2.5,2.4,2.4,2.6,2.6,2.2,2.3,2.2,2.5
제천시 - 조이혼율 (천명당),Statistics,3.0,3.2,2.9,2.9,2.2,2.6,2.6,2.6,2.7,2.6,2.6,2.4,2.7,2.6,2.3,2.2,2.5,2.3,2.6,2.3,2.2,2.1,2.1,2.1
종로구 - 조이혼율 (천명당),Statistics,3.2,3.0,3.2,2.6,2.6,2.7,2.4,2.8,2.5,2.4,2.2,2.2,2.2,2.2,1.8,1.8,1.8,1.6,1.8,1.9,1.4,1.5,1.4,1.2
중구 - 조이혼율 (천명당),Statistics,3.5,3.6,3.6,3.1,3.1,2.7,2.9,2.7,3.2,2.9,2.3,2.5,2.5,2.3,2.2,2.1,2.1,2.1,1.9,2.1,1.9,1.7,1.7,1.5
중랑구 - 조이혼율 (천명당),Statistics,3.5,3.7,4.2,3.3,3.3,2.9,3.1,3.0,2.9,2.7,2.5,2.5,2.5,2.7,2.5,2.3,2.4,2.3,2.4,2.2,2.0,1.8,1.6,1.6
중원구 - 조이혼율 (천명당),Statistics,4.4,4.8,4.7,3.9,3.8,3.7,3.5,3.1,3.4,3.0,3.1,2.9,3.0,2.8,2.8,2.5,2.6,2.5,2.7,2.5,2.4,1.9,1.9,1.9
증평군 - 조이혼율 (천명당),Statistics,2.0,2.1,2.1,2.6,2.3,2.3,2.3,2.7,3.1,2.4,2.4,2.5,2.7,2.6,2.3,2.6,2.2,2.9,2.9,2.4,2.4,2.5,2.0,2.7
진도군 - 조이혼율 (천명당),Statistics,1.4,1.9,1.8,1.9,1.7,2.2,1.7,2.1,2.2,1.8,1.9,1.8,2.0,2.4,1.7,2.8,1.8,2.7,2.0,2.3,2.1,2.0,2.2,2.1
진안군 - 조이혼율 (천명당),Statistics,1.5,1.6,1.8,1.9,1.9,1.9,2.0,1.6,2.0,2.4,1.8,1.6,2.2,2.2,1.4,1.9,1.7,2.1,1.6,2.4,1.8,1.5,1.6,2.8
진주시 - 조이혼율 (천명당),Statistics,2.3,2.7,2.8,2.4,2.3,2.1,2.0,1.8,2.0,2.0,1.8,1.9,2.1,2.0,1.7,1.9,1.8,2.0,2.0,2.0,1.7,1.7,1.7,1.7
진천군 - 조이혼율 (천명당),Statistics,3.0,3.3,3.5,2.9,2.5,2.6,2.9,2.9,2.8,2.8,2.8,2.9,3.3,2.9,2.8,2.5,2.7,2.7,2.8,2.8,2.4,2.4,2.2,2.4
진해구 - 조이혼율 (천명당),Statistics,,,,,,,,,,2.5,2.3,2.6,2.3,2.3,2.4,2.3,2.1,2.3,2.6,2.4,2.4,2.3,2.3,2.2
진해시 - 조이혼율 (천명당),Statistics,3.2,3.3,3.9,3.0,2.5,2.4,2.6,2.1,2.1,,,,,,,,,,,,,,,
창녕군 - 조이혼율 (천명당),Statistics,2.0,2.3,2.2,1.9,2.3,2.1,2.4,2.0,2.4,2.0,2.2,2.0,2.0,2.4,1.9,2.5,2.5,2.1,2.5,1.9,1.8,2.1,1.9,1.9
창원시 - 조이혼율 (천명당),Statistics,2.5,2.8,3.1,2.5,2.2,2.0,2.1,2.0,2.0,2.2,2.1,2.1,2.1,2.1,2.2,2.1,1.9,2.0,2.2,2.0,2.0,1.8,1.8,1.8
처인구 - 조이혼율 (천명당),Statistics,,,,,3.1,2.9,2.9,2.8,2.9,2.9,2.9,2.8,2.9,2.8,2.6,2.3,2.4,2.5,2.6,2.5,2.4,2.1,2.2,2.1
천안시 - 조이혼율 (천명당),Statistics,3.0,3.3,3.5,3.0,2.6,2.6,2.6,2.3,2.7,2.5,2.4,2.5,2.5,2.4,2.3,2.4,2.2,2.3,2.5,2.4,2.3,2.1,2.1,2.1
철원군 - 조이혼율 (천명당),Statistics,2.6,2.9,3.2,2.6,2.9,2.4,2.4,2.6,2.9,2.0,2.6,3.1,2.1,2.4,2.2,1.8,2.0,2.0,1.9,2.0,2.0,2.4,1.8,1.8
청도군 - 조이혼율 (천명당),Statistics,1.4,1.7,1.9,1.5,1.7,2.0,1.9,1.6,1.6,1.8,1.9,2.0,1.6,2.0,2.3,1.8,1.7,1.9,1.7,2.2,1.7,1.7,1.9,1.6
청송군 - 조이혼율 (천명당),Statistics,1.5,2.0,1.9,1.7,1.9,1.7,2.1,1.6,1.8,2.0,1.6,1.9,2.1,1.9,2.0,1.4,2.2,1.5,2.0,2.1,1.8,1.6,1.7,1.8
청양군 - 조이혼율 (천명당),Statistics,1.4,1.7,1.4,2.1,1.5,1.8,1.6,2.0,1.8,1.8,2.1,2.1,1.9,2.3,2.1,1.8,1.8,2.0,1.9,1.9,2.3,1.6,1.6,2.0
청원구 - 조이혼율 (천명당),Statistics,,,,,,,,,,,,,,2.2,2.1,2.1,2.2,2.2,2.3,2.2,2.1,2.1,2.1,2.2
청원군 - 조이혼율 (천명당),Statistics,2.7,2.7,3.3,2.7,2.6,2.3,2.3,2.0,2.6,2.6,2.3,2.1,2.2,,,,,,,,,,,
청주시 - 조이혼율 (천명당),Statistics,2.7,3.0,3.4,2.6,2.4,2.2,2.2,2.2,2.3,2.2,2.3,2.0,2.2,2.3,2.1,2.1,2.0,2.1,2.2,2.0,1.9,2.0,1.9,2.0
춘천시 - 조이혼율 (천명당),Statistics,3.1,3.1,3.4,2.8,2.7,2.6,2.2,2.1,2.3,2.2,2.1,2.1,2.4,2.2,2.0,2.2,1.9,2.0,2.0,2.0,1.8,1.8,1.4,1.8
충주시 - 조이혼율 (천명당),Statistics,2.9,3.1,3.4,2.7,2.4,2.4,2.6,2.2,2.5,2.5,2.5,2.4,2.8,2.3,2.4,2.4,2.3,2.4,2.3,2.3,2.1,2.1,2.3,2.1
