item,category,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
보령시 - 면적,Statistics,19144.0,12955.0,11938.0,11532.0,10540.0,12391.0,10680.0,10063.0,11443.0,11346.0,14353.0,12836.0,11709.0,12470.0,14329.0,8684.0,6358.0,6361.0
보성군 - 면적,Statistics,15367.0,17554.0,15255.0,12749.0,15323.0,12769.0,12877.0,13371.0,14024.0,23296.0,18066.0,16588.0,17052.0,37692.0,15475.0,15748.0,11582.0,10769.0
보은군 - 면적,Statistics,12078.0,8598.0,13942.0,8318.0,9590.0,8344.0,10274.0,13666.0,15055.0,8646.0,8812.0,8842.0,9938.0,9482.0,8691.0,5700.0,5301.0,6556.0
봉화군 - 면적,Statistics,20625.0,18133.0,17874.0,16037.0,12467.0,10058.0,12713.0,16245.0,20540.0,18670.0,21137.0,17119.0,14811.0,13343.0,12955.0,12124.0,10179.0,14888.0
부산광역시 - 면적,Statistics,28606.0,29337.0,19551.0,17633.0,23140.0,22705.0,23471.0,31290.0,33536.0,29836.0,23245.0,19984.0,17026.0,22972.0,26144.0,15560.0,10740.0,9509.0
부산진구 - 면적,Statistics,757.0,439.0,832.0,603.0,1130.0,551.0,691.0,954.0,969.0,1006.0,1092.0,722.0,984.0,1511.0,1277.0,989.0,701.0,471.0
부안군 - 면적,Statistics,10675.0,12632.0,11120.0,11409.0,9290.0,8822.0,8518.0,8606.0,7872.0,7826.0,10399.0,9897.0,16353.0,9654.0,8952.0,6967.0,5254.0,5873.0
부여군 - 면적,Statistics,8212.0,8774.0,16533.0,13221.0,12498.0,8782.0,13301.0,10732.0,10864.0,10688.0,13348.0,12801.0,12153.0,13626.0,12682.0,11048.0,8926.0,8337.0
부천시 - 면적,Statistics,2864.0,2160.0,2184.0,1263.0,1768.0,1694.0,1824.0,1845.0,2644.0,2541.0,2704.0,2265.0,2013.0,2161.0,2832.0,2634.0,922.0,1250.0
부평구 - 면적,Statistics,1223.0,1543.0,962.0,848.0,812.0,800.0,828.0,1051.0,1049.0,1035.0,1097.0,2084.0,1168.0,1987.0,1285.0,767.0,485.0,531.0
북구 - 면적,Statistics,566.0,2291.0,1020.0,873.0,943.0,1117.0,1477.0,1079.0,1248.0,837.0,608.0,642.0,510.0,639.0,1002.0,526.0,304.0,327.0
사상구 - 면적,Statistics,830.0,768.0,556.0,743.0,938.0,649.0,789.0,868.0,824.0,1216.0,785.0,648.0,470.0,802.0,642.0,462.0,412.0,339.0
사천시 - 면적,Statistics,18527.0,15920.0,7930.0,12442.0,12012.0,8590.0,7179.0,7499.0,11640.0,10227.0,11746.0,11958.0,6525.0,6730.0,8661.0,8777.0,5219.0,5206.0
사하구 - 면적,Statistics,1410.0,1118.0,1063.0,1115.0,2088.0,1089.0,1180.0,1164.0,1410.0,1164.0,1477.0,781.0,819.0,1876.0,1519.0,633.0,474.0,533.0
산청군 - 면적,Statistics,24815.0,16990.0,21923.0,14046.0,12645.0,14958.0,13527.0,12245.0,16052.0,16930.0,14298.0,13550.0,11662.0,9297.0,14086.0,9260.0,11968.0,8822.0
삼척시 - 면적,Statistics,16458.0,14618.0,15827.0,15564.0,10591.0,14199.0,9540.0,11073.0,10702.0,11235.0,12203.0,11276.0,11390.0,9037.0,11425.0,8856.0,6778.0,6644.0
상주시 - 면적,Statistics,45031.0,37539.0,28370.0,26433.0,23799.0,23738.0,26775.0,20538.0,23691.0,25141.0,29573.0,24314.0,20247.0,18231.0,21260.0,19838.0,13270.0,16325.0
서구 - 면적,Statistics,308.0,229.0,345.0,268.0,234.0,374.0,270.0,441.0,644.0,335.0,430.0,599.0,488.0,926.0,529.0,193.0,294.0,293.0
서귀포시 - 면적,Statistics,24810.0,19337.0,19805.0,16357.0,18461.0,17387.0,25879.0,31847.0,44534.0,31805.0,25988.0,19404.0,18176.0,13966.0,14931.0,13166.0,13371.0,8977.0
서대문구 - 면적,Statistics,517.0,500.0,591.0,413.0,458.0,312.0,290.0,423.0,672.0,643.0,626.0,601.0,524.0,581.0,496.0,172.0,194.0,280.0
서산시 - 면적,Statistics,15460.0,21805.0,33209.0,16736.0,16933.0,15081.0,19991.0,19826.0,18717.0,17738.0,17876.0,16341.0,14586.0,21705.0,21060.0,16238.0,12613.0,12934.0
서울특별시 - 면적,Statistics,30336.0,21519.0,17838.0,13804.0,12531.0,14922.0,16165.0,16776.0,22661.0,23986.0,22861.0,24146.0,21196.0,22059.0,21351.0,16181.0,8762.0,11011.0
서천군 - 면적,Statistics,9811.0,7615.0,6788.0,6217.0,6989.0,7668.0,6379.0,6670.0,7143.0,6499.0,7332.0,7073.0,6908.0,8302.0,6969.0,6541.0,5121.0,5886.0
서초구 - 면적,Statistics,844.0,988.0,1020.0,1346.0,817.0,525.0,1142.0,1219.0,2240.0,2083.0,1981.0,1658.0,1343.0,2511.0,3693.0,3643.0,477.0,1816.0
성남시 - 면적,Statistics,3968.0,2741.0,3893.0,7991.0,2949.0,2781.0,3553.0,3675.0,3790.0,6219.0,5769.0,7018.0,9835.0,6638.0,4527.0,2302.0,3022.0,2812.0
성동구 - 면적,Statistics,528.0,428.0,483.0,299.0,255.0,229.0,397.0,460.0,620.0,637.0,611.0,578.0,500.0,558.0,354.0,348.0,334.0,419.0
성북구 - 면적,Statistics,2299.0,730.0,600.0,488.0,476.0,452.0,465.0,527.0,813.0,852.0,804.0,776.0,816.0,726.0,544.0,286.0,367.0,392.0
성주군 - 면적,Statistics,13999.0,23054.0,14340.0,12999.0,14578.0,10623.0,19507.0,14592.0,15836.0,14106.0,12754.0,9287.0,9185.0,12538.0,9040.0,9070.0,8216.0,6191.0
세종특별자치시 - 면적,Statistics,,,,,,5915.0,14630.0,11429.0,16122.0,14808.0,24266.0,18305.0,14125.0,19312.0,19265.0,12496.0,6669.0,6371.0
속초시 - 면적,Statistics,1084.0,995.0,1095.0,926.0,989.0,971.0,1003.0,754.0,1138.0,1973.0,2199.0,1441.0,1160.0,1837.0,1792.0,948.0,1808.0,1006.0
송파구 - 면적,Statistics,633.0,719.0,787.0,505.0,624.0,542.0,756.0,811.0,948.0,1162.0,1513.0,2641.0,4157.0,1085.0,1355.0,769.0,675.0,657.0
수성구 - 면적,Statistics,2212.0,1496.0,1345.0,1567.0,1529.0,1712.0,1818.0,3317.0,2511.0,1625.0,2631.0,2039.0,1635.0,2516.0,2505.0,1403.0,1093.0,913.0
수영구 - 면적,Statistics,547.0,321.0,543.0,504.0,676.0,423.0,493.0,637.0,736.0,633.0,1072.0,381.0,489.0,648.0,463.0,225.0,253.0,233.0
수원시 - 면적,Statistics,5227.0,10701.0,3599.0,2637.0,4536.0,4590.0,3652.0,7040.0,6496.0,4735.0,4611.0,4293.0,7856.0,7185.0,4873.0,2228.0,2298.0,2874.0
순창군 - 면적,Statistics,8861.0,9145.0,8581.0,8705.0,9050.0,8167.0,8747.0,8885.0,10244.0,9401.0,10176.0,7718.0,8425.0,8382.0,9654.0,8191.0,6486.0,6151.0
순천시 - 면적,Statistics,20488.0,23144.0,22073.0,21733.0,20016.0,17399.0,16975.0,18432.0,18656.0,16680.0,18855.0,18486.0,17988.0,18895.0,18307.0,15006.0,13209.0,12297.0
시흥시 - 면적,Statistics,5683.0,10900.0,4946.0,2846.0,3508.0,3563.0,3484.0,4617.0,5563.0,8057.0,13895.0,6645.0,6907.0,9693.0,5901.0,3420.0,2407.0,1989.0
신안군 - 면적,Statistics,10228.0,9249.0,22793.0,12813.0,13133.0,11120.0,14186.0,17905.0,14432.0,18125.0,15661.0,17321.0,16594.0,16950.0,17765.0,20678.0,13049.0,9796.0
아산시 - 면적,Statistics,10728.0,12950.0,15369.0,13965.0,14746.0,16022.0,10987.0,11614.0,13977.0,15334.0,18189.0,14521.0,15095.0,16406.0,23159.0,18355.0,12825.0,12123.0
안동시 - 면적,Statistics,31677.0,31897.0,34130.0,26073.0,33783.0,29022.0,24665.0,23620.0,25218.0,32227.0,29799.0,21733.0,21503.0,24769.0,28404.0,25698.0,23261.0,16515.0
안산시 - 면적,Statistics,6332.0,5488.0,5812.0,5209.0,6606.0,4734.0,5020.0,4418.0,6776.0,8308.0,7611.0,6056.0,5303.0,6069.0,7905.0,4279.0,5539.0,8082.0
안성시 - 면적,Statistics,14538.0,13589.0,21420.0,13155.0,12046.0,11210.0,12301.0,12943.0,14657.0,14033.0,16969.0,15322.0,16977.0,21973.0,30945.0,22021.0,11675.0,10894.0
안양시 - 면적,Statistics,1586.0,2197.0,1509.0,945.0,929.0,1124.0,942.0,1191.0,2389.0,2812.0,1676.0,1734.0,2230.0,1677.0,2204.0,966.0,892.0,969.0
양구군 - 면적,Statistics,7018.0,7341.0,6822.0,4185.0,4320.0,3939.0,4158.0,4021.0,3899.0,5321.0,4507.0,3683.0,5303.0,3352.0,3769.0,2862.0,2834.0,7902.0
양산시 - 면적,Statistics,11504.0,14304.0,16024.0,9085.0,13874.0,13851.0,9341.0,14142.0,12059.0,14896.0,13324.0,11253.0,11089.0,13617.0,9990.0,8732.0,6708.0,5558.0
양양군 - 면적,Statistics,5292.0,4083.0,5818.0,5281.0,5211.0,4617.0,4573.0,4579.0,5619.0,5374.0,6998.0,7154.0,4925.0,6201.0,7000.0,7332.0,4042.0,3237.0
양주시 - 면적,Statistics,13421.0,8583.0,8126.0,4506.0,7350.0,5313.0,5776.0,5748.0,6504.0,6817.0,9040.0,8537.0,9061.0,9861.0,12772.0,9058.0,7549.0,7524.0
양천구 - 면적,Statistics,603.0,483.0,499.0,395.0,484.0,319.0,437.0,426.0,686.0,843.0,554.0,532.0,494.0,570.0,379.0,310.0,228.0,236.0
양평군 - 면적,Statistics,50190.0,33758.0,29826.0,20905.0,17898.0,14927.0,16783.0,16577.0,15821.0,17125.0,19961.0,17154.0,15441.0,19880.0,22148.0,16827.0,12572.0,11890.0
여수시 - 면적,Statistics,15940.0,16557.0,14549.0,12466.0,12289.0,12069.0,11465.0,10393.0,12522.0,10585.0,13513.0,13434.0,11031.0,14520.0,12805.0,9256.0,7024.0,5376.0
여주군 - 면적,Statistics,27453.0,30047.0,19928.0,19488.0,17807.0,12343.0,8350.0,,,,,,,,,,,
여주시 - 면적,Statistics,,,,,,,6247.0,15714.0,12722.0,13339.0,16727.0,14607.0,14792.0,20945.0,23844.0,19153.0,12355.0,11818.0
연기군 - 면적,Statistics,11251.0,3578.0,6003.0,6465.0,6805.0,3914.0,,,,,,,,,,,,
연수구 - 면적,Statistics,2351.0,2383.0,5600.0,2624.0,2855.0,1415.0,2035.0,2181.0,3783.0,2173.0,2237.0,1813.0,2236.0,2462.0,2768.0,2092.0,1255.0,1749.0
연제구 - 면적,Statistics,364.0,905.0,482.0,443.0,574.0,452.0,438.0,646.0,1122.0,728.0,1180.0,1022.0,771.0,716.0,520.0,835.0,199.0,299.0
연천군 - 면적,Statistics,23343.0,18590.0,12016.0,11205.0,8138.0,10510.0,7390.0,9670.0,10394.0,8383.0,9298.0,16085.0,14476.0,10463.0,9060.0,9398.0,6631.0,6843.0
영광군 - 면적,Statistics,12426.0,10889.0,10726.0,11018.0,10272.0,9226.0,8841.0,10676.0,10448.0,9730.0,12028.0,12635.0,11391.0,11703.0,10648.0,8810.0,8446.0,7197.0
영덕군 - 면적,Statistics,15816.0,14098.0,12896.0,10151.0,9466.0,11631.0,12564.0,10145.0,9530.0,11511.0,10759.0,12541.0,8589.0,6854.0,11880.0,8003.0,6725.0,6261.0
