item,category,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
청주시 - 15 - 29세 - 고용률 (%),Statistics,33.8,35.7,35.5,37.0,40.8,41.9,43.1,42.6,45.6,48.7,47.3,47.4
춘천시 - 15 - 29세 - 고용률 (%),Statistics,28.1,33.3,30.9,32.5,36.4,37.2,41.1,33.5,36.1,39.8,44.4,45.4
충주시 - 15 - 29세 - 고용률 (%),Statistics,32.0,33.4,31.7,31.7,35.0,32.5,29.1,30.6,32.1,34.2,45.7,46.7
칠곡군 - 15 - 29세 - 고용률 (%),Statistics,45.2,49.0,41.2,42.6,42.8,40.8,42.1,37.6,37.2,36.0,38.3,35.9
태백시 - 15 - 29세 - 고용률 (%),Statistics,40.8,38.2,38.9,34.9,40.5,36.0,34.8,29.4,32.3,34.4,35.8,37.9
태안군 - 15 - 29세 - 고용률 (%),Statistics,41.7,44.2,36.1,44.5,39.6,39.1,44.8,47.9,40.0,41.2,35.5,37.9
통영시 - 15 - 29세 - 고용률 (%),Statistics,35.7,36.1,36.0,38.6,34.4,25.9,32.3,32.9,34.0,34.2,36.5,38.9
파주시 - 15 - 29세 - 고용률 (%),Statistics,41.2,41.8,41.0,44.1,41.5,40.9,44.6,40.1,35.3,42.3,43.7,45.1
평창군 - 15 - 29세 - 고용률 (%),Statistics,35.8,42.1,34.0,29.0,38.0,38.2,39.0,33.8,38.8,44.9,36.5,49.5
평택시 - 15 - 29세 - 고용률 (%),Statistics,39.8,38.9,37.4,40.0,40.9,44.8,46.3,41.9,47.3,46.5,47.1,47.1
포천시 - 15 - 29세 - 고용률 (%),Statistics,36.8,39.4,36.8,37.0,37.4,47.2,44.3,40.8,48.3,47.3,48.1,49.3
포항시 - 15 - 29세 - 고용률 (%),Statistics,34.3,35.6,37.3,40.8,40.8,41.2,40.3,32.1,32.7,36.1,37.5,43.1
하남시 - 15 - 29세 - 고용률 (%),Statistics,39.5,40.0,41.4,39.9,42.3,43.7,41.7,48.3,45.8,46.4,43.6,42.6
하동군 - 15 - 29세 - 고용률 (%),Statistics,38.5,44.3,41.3,35.0,37.6,41.9,44.2,41.5,40.0,37.7,33.7,33.6
함안군 - 15 - 29세 - 고용률 (%),Statistics,39.8,42.4,43.1,40.3,40.7,38.7,32.7,32.4,32.2,37.3,31.5,39.5
함양군 - 15 - 29세 - 고용률 (%),Statistics,36.8,38.2,38.4,41.7,29.4,32.6,32.0,39.8,41.0,36.1,33.2,33.1
함평군 - 15 - 29세 - 고용률 (%),Statistics,28.7,26.5,29.7,36.5,33.0,39.5,38.9,29.2,41.7,41.5,44.0,35.2
합천군 - 15 - 29세 - 고용률 (%),Statistics,47.0,37.1,33.4,32.3,40.8,40.6,43.3,37.0,43.8,42.3,37.3,54.2
해남군 - 15 - 29세 - 고용률 (%),Statistics,32.7,41.4,41.0,39.1,50.1,39.5,42.1,48.7,46.2,50.7,53.7,51.3
홍성군 - 15 - 29세 - 고용률 (%),Statistics,41.3,35.6,37.6,31.7,39.5,35.0,34.9,24.9,33.7,40.1,37.1,35.5
홍천군 - 15 - 29세 - 고용률 (%),Statistics,35.3,29.4,36.9,33.5,36.0,32.6,32.0,34.9,46.4,46.0,42.7,45.2
화성시 - 15 - 29세 - 고용률 (%),Statistics,46.9,43.3,40.0,42.2,46.2,42.6,46.0,42.2,46.2,42.3,47.0,45.4
화순군 - 15 - 29세 - 고용률 (%),Statistics,25.1,30.5,29.2,30.6,33.7,28.5,28.6,25.7,29.1,29.4,30.3,35.0
화천군 - 15 - 29세 - 고용률 (%),Statistics,32.8,36.2,37.2,38.4,48.9,43.4,41.5,40.5,40.4,55.7,31.6,41.8
횡성군 - 15 - 29세 - 고용률 (%),Statistics,31.7,34.3,37.9,37.9,39.1,39.5,39.9,34.3,31.9,35.0,33.4,45.4
