item,category,2011,2013,2015,2017,2019,2021,2023
부산광역시 - 계 - - 스포츠 경기,Statistics,31.3,27.6,22.8,27.8,27.1,20.835,26.65
부산광역시 - 계 - - 연극·마당극·뮤지컬,Statistics,19.7,18.0,16.3,14.7,15.5,9.552,14.408
부산광역시 - 계 - - 영화,Statistics,81.1,87.1,90.5,91.8,91.3,75.006,79.933
부산광역시 - 계 - - 음악·연주회·콘서트,Statistics,21.3,16.9,16.8,17.2,21.1,10.032,22.994
부산광역시 - 계 - · 관람 횟수(평균),Statistics,2.9,2.7,2.4,2.0,2.1,1.729,2.123
부산광역시 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
부산광역시 - 계 - 관람함,Statistics,56.3,65.4,64.4,68.1,64.0,25.531,55.616
부산광역시 - 계 - 관람횟수(평균),Statistics,8.8,8.8,8.2,8.4,8.4,4.082,6.694
부산광역시 - 남자 - - 무용,Statistics,1.2,0.8,1.0,0.4,0.8,1.979,1.521
부산광역시 - 남자 - - 문학행사,Statistics,,,,,,,5.696
부산광역시 - 남자 - - 미술관,Statistics,15.2,14.1,9.9,11.5,13.4,14.032,13.889
부산광역시 - 남자 - - 박물관,Statistics,21.5,21.2,18.6,17.5,16.2,14.57,17.727
부산광역시 - 남자 - - 스포츠 경기,Statistics,44.0,41.1,35.4,42.5,42.3,32.363,36.971
부산광역시 - 남자 - - 연극·마당극·뮤지컬,Statistics,16.5,11.6,11.2,10.5,11.9,9.412,9.991
부산광역시 - 남자 - - 영화,Statistics,74.4,82.5,87.7,89.1,88.5,70.103,76.817
부산광역시 - 남자 - - 음악·연주회·콘서트,Statistics,18.9,13.0,12.7,12.6,16.3,9.598,16.637
부산광역시 - 남자 - · 관람 횟수(평균),Statistics,3.0,3.6,1.9,2.0,2.1,1.995,1.963
부산광역시 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
부산광역시 - 남자 - 관람함,Statistics,55.3,64.9,64.5,68.1,62.4,24.863,55.675
부산광역시 - 남자 - 관람횟수(평균),Statistics,9.0,8.8,8.3,8.1,8.1,4.327,6.928
부산광역시 - 여자 - - 기타,Statistics,,,,,,,0.528
부산광역시 - 여자 - - 무용,Statistics,3.3,2.2,1.9,2.1,2.5,0.95,1.982
부산광역시 - 여자 - - 문학행사,Statistics,,,,,,,9.031
부산광역시 - 여자 - - 미술관,Statistics,21.8,18.4,16.0,16.5,20.5,18.154,26.082
부산광역시 - 여자 - - 박물관,Statistics,26.4,22.2,23.7,18.1,18.9,16.241,24.779
부산광역시 - 여자 - - 스포츠 경기,Statistics,19.7,15.1,10.9,14.2,13.6,10.615,16.99
부산광역시 - 여자 - - 연극·마당극·뮤지컬,Statistics,22.7,24.0,21.0,18.7,18.7,9.677,18.543
부산광역시 - 여자 - - 영화,Statistics,87.2,91.3,93.1,94.4,93.7,79.354,82.85
부산광역시 - 여자 - - 음악·연주회·콘서트,Statistics,23.4,20.5,20.6,21.4,25.4,10.417,28.944
부산광역시 - 여자 - · 관람 횟수(평균),Statistics,2.8,2.1,2.7,2.0,2.1,1.512,2.217
부산광역시 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
부산광역시 - 여자 - 관람함,Statistics,57.3,65.9,64.3,68.1,65.4,26.153,55.56
부산광역시 - 여자 - 관람횟수(평균),Statistics,8.6,8.7,8.2,8.5,8.7,3.864,6.476
서울특별시 - 계 - - 기타,Statistics,,,,0.0,0.1,0.093,0.232
서울특별시 - 계 - - 무용,Statistics,3.8,3.2,2.0,1.9,1.7,1.22,2.782
서울특별시 - 계 - - 문학행사,Statistics,,,,,,,7.667
서울특별시 - 계 - - 미술관,Statistics,26.1,23.1,24.2,28.5,26.4,23.642,28.147
서울특별시 - 계 - - 박물관,Statistics,27.4,26.4,26.9,28.6,25.0,17.822,27.789
서울특별시 - 계 - - 스포츠 경기,Statistics,23.3,20.6,18.7,25.4,24.2,20.983,25.911
서울특별시 - 계 - - 연극·마당극·뮤지컬,Statistics,34.9,33.1,29.6,32.0,26.9,13.991,25.78
서울특별시 - 계 - - 영화,Statistics,86.4,90.2,90.4,88.6,88.2,66.765,78.319
서울특별시 - 계 - - 음악·연주회·콘서트,Statistics,29.8,25.3,24.8,24.6,29.5,12.858,27.685
서울특별시 - 계 - · 관람 횟수(평균),Statistics,2.6,2.7,2.5,2.9,2.8,2.052,1.914
서울특별시 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
서울특별시 - 계 - 관람함,Statistics,67.0,70.3,72.6,70.3,70.7,29.503,62.208
서울특별시 - 계 - 관람횟수(평균),Statistics,9.7,10.1,9.0,10.5,9.6,4.639,7.7
서울특별시 - 남자 - - 기타,Statistics,,,,,0.2,,0.178
서울특별시 - 남자 - - 무용,Statistics,2.6,2.6,1.7,1.2,1.4,0.596,1.499
서울특별시 - 남자 - - 문학행사,Statistics,,,,,,,5.76
서울특별시 - 남자 - - 미술관,Statistics,21.7,17.9,20.3,21.5,19.3,17.927,19.034
서울특별시 - 남자 - - 박물관,Statistics,25.6,24.3,24.4,24.5,22.5,14.851,24.584
서울특별시 - 남자 - - 스포츠 경기,Statistics,32.6,29.7,27.1,35.7,34.2,35.271,35.884
서울특별시 - 남자 - - 연극·마당극·뮤지컬,Statistics,27.3,27.4,24.3,25.8,19.9,9.49,17.802
서울특별시 - 남자 - - 영화,Statistics,82.9,89.3,88.3,87.6,85.8,62.357,76.404
서울특별시 - 남자 - - 음악·연주회·콘서트,Statistics,25.3,20.7,22.5,21.0,23.2,9.611,22.115
서울특별시 - 남자 - · 관람 횟수(평균),Statistics,2.6,2.8,2.6,2.7,2.6,2.066,2.022
서울특별시 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
서울특별시 - 남자 - 관람함,Statistics,65.7,68.8,70.5,68.4,68.6,29.359,59.977
서울특별시 - 남자 - 관람횟수(평균),Statistics,9.3,9.8,8.8,10.3,8.9,4.491,7.505
서울특별시 - 여자 - - 기타,Statistics,,,,0.1,0.1,0.177,0.278
서울특별시 - 여자 - - 무용,Statistics,4.8,3.9,2.4,2.6,2.1,1.786,3.874
서울특별시 - 여자 - - 문학행사,Statistics,,,,,,,9.291
서울특별시 - 여자 - - 미술관,Statistics,30.1,27.9,27.6,34.7,32.5,28.832,35.91
서울특별시 - 여자 - - 박물관,Statistics,29.0,28.4,29.1,32.2,27.2,20.52,30.52
서울특별시 - 여자 - - 스포츠 경기,Statistics,14.9,12.4,11.2,16.3,15.5,8.007,17.417
서울특별시 - 여자 - - 연극·마당극·뮤지컬,Statistics,41.9,38.2,34.2,37.5,33.1,18.078,32.575
서울특별시 - 여자 - - 영화,Statistics,89.6,91.0,92.3,89.5,90.2,70.768,79.949
서울특별시 - 여자 - - 음악·연주회·콘서트,Statistics,33.9,29.5,26.8,27.8,35.1,15.807,32.428
서울특별시 - 여자 - · 관람 횟수(평균),Statistics,2.6,2.7,2.5,3.0,3.0,2.044,1.857
서울특별시 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
서울특별시 - 여자 - 관람함,Statistics,68.3,71.7,74.6,72.0,72.6,29.635,64.244
서울특별시 - 여자 - 관람횟수(평균),Statistics,10.0,10.4,9.2,10.7,10.3,4.774,7.866
세종특별자치시 - 계 - - 기타,Statistics,,,,,,,0.866
세종특별자치시 - 계 - - 무용,Statistics,,,2.4,3.0,2.5,1.714,2.303
세종특별자치시 - 계 - - 문학행사,Statistics,,,,,,,9.215
세종특별자치시 - 계 - - 미술관,Statistics,,,23.3,23.6,22.6,16.86,27.288
세종특별자치시 - 계 - - 박물관,Statistics,,,38.4,36.1,33.7,28.608,32.891
세종특별자치시 - 계 - - 스포츠 경기,Statistics,,,23.4,31.8,27.4,18.983,27.679
세종특별자치시 - 계 - - 연극·마당극·뮤지컬,Statistics,,,22.4,20.9,27.0,11.61,23.846
세종특별자치시 - 계 - - 영화,Statistics,,,86.3,85.1,87.1,67.323,79.207
세종특별자치시 - 계 - - 음악·연주회·콘서트,Statistics,,,29.7,29.1,30.2,10.893,27.485
세종특별자치시 - 계 - · 관람 횟수(평균),Statistics,,,2.4,2.7,2.1,4.317,2.544
세종특별자치시 - 계 - 계,Statistics,,,100.0,100.0,100.0,100.0,100.0
세종특별자치시 - 계 - 관람함,Statistics,,,71.0,77.7,75.5,29.989,65.009
세종특별자치시 - 계 - 관람횟수(평균),Statistics,,,9.3,9.7,8.7,4.317,7.708
세종특별자치시 - 남자 - - 기타,Statistics,,,,,,,0.878
세종특별자치시 - 남자 - - 무용,Statistics,,,1.7,1.7,1.9,1.173,1.248
세종특별자치시 - 남자 - - 문학행사,Statistics,,,,,,,6.871
세종특별자치시 - 남자 - - 미술관,Statistics,,,20.7,20.8,19.9,11.771,20.618
세종특별자치시 - 남자 - - 박물관,Statistics,,,35.7,33.8,31.7,24.919,29.989
세종특별자치시 - 남자 - - 스포츠 경기,Statistics,,,33.8,46.4,38.1,34.14,39.343
세종특별자치시 - 남자 - - 연극·마당극·뮤지컬,Statistics,,,18.0,17.1,20.9,7.123,17.268
세종특별자치시 - 남자 - - 영화,Statistics,,,84.2,82.7,87.9,61.579,76.084
세종특별자치시 - 남자 - - 음악·연주회·콘서트,Statistics,,,26.4,26.6,24.5,10.238,20.861
세종특별자치시 - 남자 - · 관람 횟수(평균),Statistics,,,2.0,2.4,2.3,4.578,2.426
세종특별자치시 - 남자 - 계,Statistics,,,100.0,100.0,100.0,100.0,100.0
세종특별자치시 - 남자 - 관람함,Statistics,,,69.8,79.0,76.1,28.424,62.878
세종특별자치시 - 남자 - 관람횟수(평균),Statistics,,,9.4,9.5,8.8,4.511,7.581
세종특별자치시 - 여자 - - 기타,Statistics,,,,,,,0.855
세종특별자치시 - 여자 - - 무용,Statistics,,,3.1,4.5,3.1,2.203,3.277
세종특별자치시 - 여자 - - 문학행사,Statistics,,,,,,,11.379
세종특별자치시 - 여자 - - 미술관,Statistics,,,25.9,26.6,25.3,21.449,33.448
세종특별자치시 - 여자 - - 박물관,Statistics,,,41.1,38.6,35.7,31.936,35.571
세종특별자치시 - 여자 - - 스포츠 경기,Statistics,,,12.9,16.5,16.5,5.314,16.907
세종특별자치시 - 여자 - - 연극·마당극·뮤지컬,Statistics,,,26.8,24.9,33.2,15.656,29.922
세종특별자치시 - 여자 - - 영화,Statistics,,,88.4,87.7,86.3,72.503,82.09
세종특별자치시 - 여자 - - 음악·연주회·콘서트,Statistics,,,33.1,31.8,36.0,11.484,33.601
세종특별자치시 - 여자 - · 관람 횟수(평균),Statistics,,,2.6,3.0,2.0,4.107,2.61
세종특별자치시 - 여자 - 계,Statistics,,,100.0,100.0,100.0,100.0,100.0
세종특별자치시 - 여자 - 관람함,Statistics,,,72.3,76.3,74.9,31.556,67.111
세종특별자치시 - 여자 - 관람횟수(평균),Statistics,,,9.2,9.9,8.6,4.142,7.825
울산광역시 - 계 - - 기타,Statistics,,,,0.4,,,0.377
울산광역시 - 계 - - 무용,Statistics,1.1,1.6,2.0,1.6,1.4,1.72,2.336
울산광역시 - 계 - - 문학행사,Statistics,,,,,,,7.699
울산광역시 - 계 - - 미술관,Statistics,17.1,13.7,14.4,14.1,14.1,12.102,25.59
울산광역시 - 계 - - 박물관,Statistics,31.0,28.0,26.6,25.9,20.9,15.041,23.83
울산광역시 - 계 - - 스포츠 경기,Statistics,22.4,23.6,20.9,22.6,23.4,28.165,29.549
울산광역시 - 계 - - 연극·마당극·뮤지컬,Statistics,19.9,19.4,17.8,16.3,16.0,6.535,13.967
울산광역시 - 계 - - 영화,Statistics,78.0,83.1,87.4,87.7,89.1,72.62,76.567
울산광역시 - 계 - - 음악·연주회·콘서트,Statistics,23.1,22.4,19.1,21.0,24.6,11.924,28.458
울산광역시 - 계 - · 관람 횟수(평균),Statistics,2.4,2.6,2.5,2.2,2.4,2.073,2.131
울산광역시 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
울산광역시 - 계 - 관람함,Statistics,60.3,63.4,64.1,68.0,62.9,23.152,57.522
울산광역시 - 계 - 관람횟수(평균),Statistics,7.0,8.4,8.4,7.9,8.0,4.29,7.172
울산광역시 - 남자 - - 기타,Statistics,,,,0.4,,,0.585
울산광역시 - 남자 - - 무용,Statistics,0.5,1.4,0.9,1.3,1.4,2.633,1.959
울산광역시 - 남자 - - 문학행사,Statistics,,,,,,,6.143
울산광역시 - 남자 - - 미술관,Statistics,12.3,10.4,12.8,14.0,10.2,7.902,20.117
울산광역시 - 남자 - - 박물관,Statistics,29.0,26.3,25.2,24.2,18.4,12.383,20.759
울산광역시 - 남자 - - 스포츠 경기,Statistics,32.0,32.9,29.3,29.3,30.2,44.999,40.795
울산광역시 - 남자 - - 연극·마당극·뮤지컬,Statistics,13.5,14.3,14.3,12.4,11.7,5.374,11.187
울산광역시 - 남자 - - 영화,Statistics,74.6,80.9,85.6,84.9,88.9,69.656,75.937
울산광역시 - 남자 - - 음악·연주회·콘서트,Statistics,18.7,17.6,16.6,20.4,19.3,10.21,23.353
울산광역시 - 남자 - · 관람 횟수(평균),Statistics,2.3,2.5,2.8,2.2,2.0,2.112,1.99
울산광역시 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
울산광역시 - 남자 - 관람함,Statistics,58.5,63.7,63.3,69.3,60.7,21.933,55.645
울산광역시 - 남자 - 관람횟수(평균),Statistics,6.5,8.2,8.9,7.7,7.6,4.601,7.206
울산광역시 - 여자 - - 기타,Statistics,,,,0.4,,,0.172
울산광역시 - 여자 - - 무용,Statistics,1.7,1.7,3.1,1.9,1.4,0.852,2.707
울산광역시 - 여자 - - 문학행사,Statistics,,,,,,,9.233
울산광역시 - 여자 - - 미술관,Statistics,21.8,17.2,16.1,14.2,17.8,16.092,30.986
울산광역시 - 여자 - - 박물관,Statistics,33.0,29.8,28.0,27.8,23.3,17.566,26.858
울산광역시 - 여자 - - 스포츠 경기,Statistics,13.1,13.6,12.3,15.0,16.7,12.17,18.461
울산광역시 - 여자 - - 연극·마당극·뮤지컬,Statistics,26.2,24.8,21.3,20.8,20.2,7.639,16.707
울산광역시 - 여자 - - 영화,Statistics,81.4,85.5,89.2,90.8,89.4,75.435,77.187
울산광역시 - 여자 - - 음악·연주회·콘서트,Statistics,27.3,27.5,21.7,21.6,29.8,13.553,33.492
울산광역시 - 여자 - · 관람 횟수(평균),Statistics,2.5,2.7,2.2,2.1,2.7,2.045,2.224
울산광역시 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
울산광역시 - 여자 - 관람함,Statistics,62.2,63.1,65.1,66.6,65.1,24.444,59.5
울산광역시 - 여자 - 관람횟수(평균),Statistics,7.5,8.6,8.0,8.1,8.4,3.994,7.138
인천광역시 - 계 - - 기타,Statistics,,,,0.1,,,0.82
인천광역시 - 계 - - 무용,Statistics,3.0,1.4,1.3,2.1,1.5,1.899,2.041
인천광역시 - 계 - - 문학행사,Statistics,,,,,,,7.328
인천광역시 - 계 - - 미술관,Statistics,18.5,18.0,15.5,15.2,15.0,14.954,17.192
인천광역시 - 계 - - 박물관,Statistics,24.9,25.7,23.0,23.0,22.0,14.84,19.885
인천광역시 - 계 - - 스포츠 경기,Statistics,31.8,24.8,27.4,32.1,27.1,23.267,28.832
인천광역시 - 계 - - 연극·마당극·뮤지컬,Statistics,22.7,21.9,23.1,19.2,19.8,11.901,17.235
인천광역시 - 계 - - 영화,Statistics,82.1,84.7,88.2,86.0,86.7,68.522,75.936
인천광역시 - 계 - - 음악·연주회·콘서트,Statistics,21.5,18.5,15.7,16.8,21.5,12.058,23.328
인천광역시 - 계 - · 관람 횟수(평균),Statistics,2.1,2.7,2.2,2.2,2.3,2.735,2.21
인천광역시 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
인천광역시 - 계 - 관람함,Statistics,60.0,64.3,69.2,69.4,67.1,26.696,57.121
인천광역시 - 계 - 관람횟수(평균),Statistics,8.6,8.8,8.1,8.4,8.2,4.401,6.695
인천광역시 - 남자 - - 기타,Statistics,,,,0.1,,,0.461
인천광역시 - 남자 - - 무용,Statistics,2.7,0.7,1.0,0.9,0.5,2.123,2.023
인천광역시 - 남자 - - 문학행사,Statistics,,,,,,,5.226
인천광역시 - 남자 - - 미술관,Statistics,14.9,14.5,12.1,11.7,10.4,7.019,12.944
인천광역시 - 남자 - - 박물관,Statistics,22.8,22.5,22.3,20.2,16.2,13.183,17.121
인천광역시 - 남자 - - 스포츠 경기,Statistics,41.5,33.2,39.0,43.8,37.4,36.642,39.144
인천광역시 - 남자 - - 연극·마당극·뮤지컬,Statistics,16.4,16.5,17.9,12.4,14.1,8.168,13.454
인천광역시 - 남자 - - 영화,Statistics,78.6,81.0,84.5,81.9,84.9,65.442,71.178
인천광역시 - 남자 - - 음악·연주회·콘서트,Statistics,17.8,15.5,11.9,10.4,16.1,9.285,17.404
인천광역시 - 남자 - · 관람 횟수(평균),Statistics,2.0,2.7,2.3,2.0,1.8,2.69,1.851
인천광역시 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
인천광역시 - 남자 - 관람함,Statistics,59.3,63.5,66.5,68.4,67.0,27.477,57.157
인천광역시 - 남자 - 관람횟수(평균),Statistics,8.2,8.8,8.0,8.1,7.8,4.667,6.545
인천광역시 - 여자 - - 기타,Statistics,,,,,,,1.174
인천광역시 - 여자 - - 무용,Statistics,3.4,2.1,1.6,3.3,2.4,1.665,2.06
인천광역시 - 여자 - - 문학행사,Statistics,,,,,,,9.405
인천광역시 - 여자 - - 미술관,Statistics,21.9,21.4,18.5,18.7,19.6,23.272,21.39
인천광역시 - 여자 - - 박물관,Statistics,26.9,28.8,23.7,25.7,27.7,16.576,22.616
인천광역시 - 여자 - - 스포츠 경기,Statistics,22.3,16.8,16.7,20.8,16.8,9.246,18.644
인천광역시 - 여자 - - 연극·마당극·뮤지컬,Statistics,28.7,27.1,27.9,25.7,25.5,15.813,20.971
인천광역시 - 여자 - - 영화,Statistics,85.5,88.4,91.6,90.0,88.6,71.751,80.636
인천광역시 - 여자 - - 음악·연주회·콘서트,Statistics,25.1,21.3,19.2,22.9,26.9,14.966,29.18
인천광역시 - 여자 - · 관람 횟수(평균),Statistics,2.2,2.6,2.2,2.3,2.5,2.764,2.407
인천광역시 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
인천광역시 - 여자 - 관람함,Statistics,60.7,65.2,71.9,70.4,67.2,25.924,57.085
인천광역시 - 여자 - 관람횟수(평균),Statistics,8.9,8.8,8.1,8.8,8.5,4.121,6.843
전국 - 계 - - 기타,Statistics,,,,0.1,0.1,0.062,0.557
전국 - 계 - - 무용,Statistics,2.6,2.4,1.8,1.9,1.6,1.55,2.273
전국 - 계 - - 문학행사,Statistics,,,,,,,8.054
전국 - 계 - - 미술관,Statistics,20.7,19.4,19.1,20.3,19.6,19.299,23.238
전국 - 계 - - 박물관,Statistics,26.4,25.8,26.6,25.1,23.7,17.976,25.119
전국 - 계 - - 스포츠 경기,Statistics,24.3,22.0,21.1,25.2,23.5,21.046,27.309
전국 - 계 - - 연극·마당극·뮤지컬,Statistics,25.0,24.2,22.4,22.6,20.7,12.056,19.506
전국 - 계 - - 영화,Statistics,81.8,85.9,88.1,88.4,88.2,67.682,77.413
전국 - 계 - - 음악·연주회·콘서트,Statistics,25.2,21.7,20.6,20.8,24.9,12.277,26.614
전국 - 계 - · 관람 횟수(평균),Statistics,2.5,2.5,2.4,2.5,2.4,2.266,2.045
전국 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전국 - 계 - 관람함,Statistics,58.6,63.4,66.8,66.5,66.2,24.071,55.344
전국 - 계 - 관람횟수(평균),Statistics,8.4,8.9,8.4,9.0,8.4,4.488,7.013
전국 - 남자 - - 기타,Statistics,,,,0.1,0.1,0.034,0.636
전국 - 남자 - - 무용,Statistics,1.9,1.8,1.2,1.3,1.1,1.249,1.601
전국 - 남자 - - 문학행사,Statistics,,,,,,,6.379
전국 - 남자 - - 미술관,Statistics,16.8,15.9,15.7,16.0,15.2,14.657,17.129
전국 - 남자 - - 박물관,Statistics,24.3,24.2,24.7,22.9,21.1,16.463,21.986
전국 - 남자 - - 스포츠 경기,Statistics,34.2,31.6,30.0,35.2,33.2,33.487,37.284
전국 - 남자 - - 연극·마당극·뮤지컬,Statistics,19.6,18.9,17.4,17.4,15.4,8.957,14.384
전국 - 남자 - - 영화,Statistics,77.8,83.6,85.8,86.2,86.4,64.643,75.673
전국 - 남자 - - 음악·연주회·콘서트,Statistics,21.4,18.2,17.6,17.1,19.5,10.285,21.089
전국 - 남자 - · 관람 횟수(평균),Statistics,2.5,2.6,2.4,2.5,2.2,2.131,2.101
전국 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전국 - 남자 - 관람함,Statistics,58.0,63.0,65.8,66.0,65.4,23.657,54.354
전국 - 남자 - 관람횟수(평균),Statistics,8.2,8.7,8.3,8.8,8.0,4.615,6.988
전국 - 여자 - - 기타,Statistics,,,,0.1,0.0,0.089,0.482
전국 - 여자 - - 무용,Statistics,3.3,3.0,2.2,2.6,2.0,1.835,2.909
전국 - 여자 - - 문학행사,Statistics,,,,,,,9.636
전국 - 여자 - - 미술관,Statistics,24.4,22.8,22.3,24.5,23.9,23.704,29.008
전국 - 여자 - - 박물관,Statistics,28.4,27.3,28.4,27.2,26.2,19.411,28.079
전국 - 여자 - - 스포츠 경기,Statistics,14.9,12.8,12.8,15.5,14.3,9.242,17.889
전국 - 여자 - - 연극·마당극·뮤지컬,Statistics,30.2,29.2,27.1,27.5,25.8,14.997,24.343
전국 - 여자 - - 영화,Statistics,85.5,88.1,90.2,90.4,89.9,70.564,79.057
전국 - 여자 - - 음악·연주회·콘서트,Statistics,28.7,25.0,23.5,24.3,30.1,14.167,31.832
전국 - 여자 - · 관람 횟수(평균),Statistics,2.6,2.4,2.4,2.5,2.5,2.358,2.01
전국 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전국 - 여자 - 관람함,Statistics,59.2,63.8,67.7,67.1,67.0,24.478,56.313
전국 - 여자 - 관람횟수(평균),Statistics,8.7,9.0,8.5,9.2,8.7,4.368,7.037
전라남도 - 계 - - 기타,Statistics,,,,,,0.278,0.366
전라남도 - 계 - - 무용,Statistics,1.2,1.8,1.4,2.2,1.7,1.426,1.965
전라남도 - 계 - - 문학행사,Statistics,,,,,,,9.937
전라남도 - 계 - - 미술관,Statistics,14.2,22.0,16.9,16.1,13.7,10.291,23.22
전라남도 - 계 - - 박물관,Statistics,20.6,28.6,33.2,24.0,20.8,12.648,26.646
전라남도 - 계 - - 스포츠 경기,Statistics,21.7,22.5,22.0,26.9,22.7,21.738,30.97
전라남도 - 계 - - 연극·마당극·뮤지컬,Statistics,19.1,20.2,17.8,18.7,13.6,10.037,14.463
전라남도 - 계 - - 영화,Statistics,71.7,79.8,82.7,89.7,89.3,75.037,74.396
전라남도 - 계 - - 음악·연주회·콘서트,Statistics,31.5,19.3,18.9,20.5,19.8,7.521,27.688
전라남도 - 계 - · 관람 횟수(평균),Statistics,2.4,2.8,2.0,2.2,2.1,2.612,2.022
전라남도 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전라남도 - 계 - 관람함,Statistics,46.5,48.3,52.5,55.3,56.5,18.171,44.849
전라남도 - 계 - 관람횟수(평균),Statistics,6.7,8.4,7.3,7.9,7.4,4.057,6.471
전라남도 - 남자 - - 기타,Statistics,,,,,,0.533,0.369
전라남도 - 남자 - - 무용,Statistics,0.6,1.6,0.4,1.3,1.7,0.928,1.755
전라남도 - 남자 - - 문학행사,Statistics,,,,,,,8.499
전라남도 - 남자 - - 미술관,Statistics,11.2,21.0,15.5,13.0,10.6,8.518,16.659
전라남도 - 남자 - - 박물관,Statistics,18.5,27.1,31.0,21.5,19.1,12.224,24.349
전라남도 - 남자 - - 스포츠 경기,Statistics,32.2,32.1,32.1,39.6,31.7,32.147,40.291
전라남도 - 남자 - - 연극·마당극·뮤지컬,Statistics,13.0,16.1,13.3,14.1,9.6,9.157,10.652
전라남도 - 남자 - - 영화,Statistics,70.2,77.8,81.6,89.1,88.0,71.331,69.938
전라남도 - 남자 - - 음악·연주회·콘서트,Statistics,27.1,17.1,18.2,18.3,17.9,4.204,21.874
전라남도 - 남자 - · 관람 횟수(평균),Statistics,2.4,2.7,2.1,1.8,1.8,2.106,1.972
전라남도 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전라남도 - 남자 - 관람함,Statistics,50.7,51.8,57.7,56.6,58.7,18.836,43.826
전라남도 - 남자 - 관람횟수(평균),Statistics,6.7,8.4,7.6,8.0,7.1,4.072,6.416
전라남도 - 여자 - - 기타,Statistics,,,,,,,0.362
전라남도 - 여자 - - 무용,Statistics,1.8,2.0,2.5,3.1,1.7,1.966,2.167
전라남도 - 여자 - - 문학행사,Statistics,,,,,,,11.321
전라남도 - 여자 - - 미술관,Statistics,17.7,23.0,18.4,19.1,17.1,12.217,29.534
전라남도 - 여자 - - 박물관,Statistics,23.0,30.3,35.8,26.5,22.6,13.107,28.857
전라남도 - 여자 - - 스포츠 경기,Statistics,9.8,12.2,10.3,14.1,13.0,10.427,21.999
전라남도 - 여자 - - 연극·마당극·뮤지컬,Statistics,25.8,24.6,23.0,23.3,17.9,10.993,18.131
전라남도 - 여자 - - 영화,Statistics,73.4,82.0,84.0,90.3,90.7,79.064,78.686
전라남도 - 여자 - - 음악·연주회·콘서트,Statistics,36.4,21.6,19.8,22.7,21.8,11.126,33.284
전라남도 - 여자 - · 관람 횟수(평균),Statistics,2.4,2.9,1.9,2.5,2.4,2.819,2.058
전라남도 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전라남도 - 여자 - 관람함,Statistics,42.5,45.1,47.6,54.1,54.3,17.501,45.88
전라남도 - 여자 - 관람횟수(평균),Statistics,6.7,8.5,6.8,7.7,7.8,4.04,6.525
전북특별자치도 - 계 - - 기타,Statistics,,,,,0.1,0.145,0.478
전북특별자치도 - 계 - - 무용,Statistics,2.5,1.9,2.1,1.2,1.5,1.704,3.269
전북특별자치도 - 계 - - 문학행사,Statistics,,,,,,,9.598
전북특별자치도 - 계 - - 미술관,Statistics,19.7,19.9,14.3,18.6,16.3,16.865,23.985
전북특별자치도 - 계 - - 박물관,Statistics,25.5,27.2,26.6,24.4,23.4,20.058,31.295
전북특별자치도 - 계 - - 스포츠 경기,Statistics,21.9,16.5,15.5,22.1,21.4,22.643,28.659
전북특별자치도 - 계 - - 연극·마당극·뮤지컬,Statistics,15.3,14.1,15.6,19.2,16.6,9.861,14.457
전북특별자치도 - 계 - - 영화,Statistics,81.1,83.8,90.4,89.0,88.7,67.054,78.604
전북특별자치도 - 계 - - 음악·연주회·콘서트,Statistics,26.5,25.3,21.4,20.7,27.1,11.497,30.263
전북특별자치도 - 계 - · 관람 횟수(평균),Statistics,2.4,2.2,2.3,2.1,2.4,2.41,2.73
전북특별자치도 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전북특별자치도 - 계 - 관람함,Statistics,49.7,53.2,58.1,61.5,62.3,21.345,47.941
전북특별자치도 - 계 - 관람횟수(평균),Statistics,7.2,7.8,8.0,8.2,8.3,4.593,7.243
전북특별자치도 - 남자 - - 기타,Statistics,,,,,0.2,,0.782
전북특별자치도 - 남자 - - 무용,Statistics,1.3,1.6,1.5,1.1,1.1,2.024,2.629
전북특별자치도 - 남자 - - 문학행사,Statistics,,,,,,,8.343
